	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035033_Candida_cretensis
32	OG0000032	YCR032W, YOL119C	augustus_masked-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-13.22-mRNA-1_1&gene=augustus_masked-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-13.22&CDS=1-7653, genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-0.0&CDS=1-1491, maker-NODE_1_length_1718446_cov_29.5161_ID_1-snap-gene-14.60-mRNA-1_1&gene=maker-NODE_1_length_1718446_cov_29.5161_ID_1-snap-gene-14.60&CDS=1-2619
33	OG0000033	YCR037C, YJL198W, YNR013C	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-7.161-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-7.161&CDS=1-2544, genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-5.181-mRNA-1_1&gene=genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-5.181&CDS=1-2796
34	OG0000034	YCR065W, YIL131C, YNL068C	genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-8.50-mRNA-1_1&gene=genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-8.50&CDS=1-2058, genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-1.135-mRNA-1_1&gene=genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-1.135&CDS=1-1761
35	OG0000035	YDL244W, YFL058W, YJR156C, YNL332W	augustus_masked-NODE_13_length_357561_cov_21.9019_ID_25-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-NODE_13_length_357561_cov_21.9019_ID_25-processed-gene-2.30&CDS=1-1638
36	OG0000036	YDR038C, YDR039C, YDR040C	genemark-NODE_9_length_512680_cov_37.0436_ID_17-processed-gene-2.117-mRNA-1_1&gene=genemark-NODE_9_length_512680_cov_37.0436_ID_17-processed-gene-2.117&CDS=1-3240, maker-NODE_3_length_1568754_cov_25.1773_ID_5-snap-gene-8.55-mRNA-1_1&gene=maker-NODE_3_length_1568754_cov_25.1773_ID_5-snap-gene-8.55&CDS=1-4185
37	OG0000037	YDR178W, YLR164W, YPR166C	augustus_masked-NODE_8_length_605843_cov_31.9842_ID_15-processed-gene-4.102-mRNA-1_1&gene=augustus_masked-NODE_8_length_605843_cov_31.9842_ID_15-processed-gene-4.102&CDS=1-1764, genemark-NODE_11_length_431558_cov_36.2547_ID_21-processed-gene-1.147-mRNA-1_1&gene=genemark-NODE_11_length_431558_cov_36.2547_ID_21-processed-gene-1.147&CDS=1-459
38	OG0000038	YDR342C, YDR343C, YHR092C	genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-13.255-mRNA-1_1&gene=genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-13.255&CDS=1-1686, genemark-NODE_5_length_709222_cov_30.1164_ID_9-processed-gene-5.9-mRNA-1_1&gene=genemark-NODE_5_length_709222_cov_30.1164_ID_9-processed-gene-5.9&CDS=1-1659
39	OG0000039	YDR475C, YGR237C, YOR019W	genemark-NODE_5_length_709222_cov_30.1164_ID_9-processed-gene-4.57-mRNA-1_1&gene=genemark-NODE_5_length_709222_cov_30.1164_ID_9-processed-gene-4.57&CDS=1-1731, snap_masked-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-8.21-mRNA-1_1&gene=snap_masked-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-8.21&CDS=1-2331
40	OG0000040	YER175C	genemark-NODE_10_length_462220_cov_36.8041_ID_19-processed-gene-0.103-mRNA-1_1&gene=genemark-NODE_10_length_462220_cov_36.8041_ID_19-processed-gene-0.103&CDS=1-888, genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-0.11&CDS=1-957, genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-5.174-mRNA-1_1&gene=genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-5.174&CDS=1-876, snap_masked-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-10.8-mRNA-1_1&gene=snap_masked-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-10.8&CDS=1-957
41	OG0000041	YFR032C, YHL034C, YLL046C	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-13.70-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-13.70&CDS=1-942, genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-5.201-mRNA-1_1&gene=genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-5.201&CDS=1-993
42	OG0000042	YGR197C, YJR015W	genemark-NODE_12_length_373043_cov_22.0375_ID_23-processed-gene-2.107-mRNA-1_1&gene=genemark-NODE_12_length_373043_cov_22.0375_ID_23-processed-gene-2.107&CDS=1-1830, genemark-NODE_12_length_373043_cov_22.0375_ID_23-processed-gene-2.150-mRNA-1_1&gene=genemark-NODE_12_length_373043_cov_22.0375_ID_23-processed-gene-2.150&CDS=1-1509, genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-13.287-mRNA-1_1&gene=genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-13.287&CDS=1-1515
43	OG0000043	YHR179W, YPL171C	genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-13.119-mRNA-1_1&gene=genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-13.119&CDS=1-1206, maker-NODE_3_length_1568754_cov_25.1773_ID_5-snap-gene-13.12-mRNA-1_1&gene=maker-NODE_3_length_1568754_cov_25.1773_ID_5-snap-gene-13.12&CDS=1-2361, maker-NODE_8_length_605843_cov_31.9842_ID_15-augustus-gene-1.0-mRNA-1_1&gene=maker-NODE_8_length_605843_cov_31.9842_ID_15-augustus-gene-1.0&CDS=1-2418
44	OG0000044	YHR208W, YJR148W, YLL031C	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-14.67-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-14.67&CDS=1-1107, maker-NODE_6_length_679914_cov_30.7648_ID_11-augustus-gene-5.340-mRNA-1_1&gene=maker-NODE_6_length_679914_cov_30.7648_ID_11-augustus-gene-5.340&CDS=1-6645
45	OG0000045	YIL002C, YNL106C, YOR109W	augustus_masked-NODE_10_length_462220_cov_36.8041_ID_19-processed-gene-3.34-mRNA-1_1&gene=augustus_masked-NODE_10_length_462220_cov_36.8041_ID_19-processed-gene-3.34&CDS=1-3660, genemark-NODE_10_length_462220_cov_36.8041_ID_19-processed-gene-2.161-mRNA-1_1&gene=genemark-NODE_10_length_462220_cov_36.8041_ID_19-processed-gene-2.161&CDS=1-3117
46	OG0000046	YIL085C, YNL029C, YOR099W	maker-NODE_1_length_1718446_cov_29.5161_ID_1-snap-gene-14.59-mRNA-1_1&gene=maker-NODE_1_length_1718446_cov_29.5161_ID_1-snap-gene-14.59&CDS=1-2409, maker-NODE_2_length_1610937_cov_29.4059_ID_3-snap-gene-14.4-mRNA-1_1&gene=maker-NODE_2_length_1610937_cov_29.4059_ID_3-snap-gene-14.4&CDS=1-3267
47	OG0000047	YJL081C, YPR034W	augustus_masked-NODE_11_length_431558_cov_36.2547_ID_21-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-NODE_11_length_431558_cov_36.2547_ID_21-processed-gene-1.89&CDS=1-1269, augustus_masked-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-8.162-mRNA-1_1&gene=augustus_masked-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-8.162&CDS=1-1242, genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-2.89-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-2.89&CDS=1-1413
48	OG0000048	YJL089W, YMR280C	genemark-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-3.70-mRNA-1_1&gene=genemark-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-3.70&CDS=1-1500, genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-0.10&CDS=1-2796, snap_masked-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-13.13-mRNA-1_1&gene=snap_masked-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-13.13&CDS=1-3213
49	OG0000049	YJL172W, YOL153C	genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-8.103-mRNA-1_1&gene=genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-8.103&CDS=1-1749, genemark-NODE_5_length_709222_cov_30.1164_ID_9-processed-gene-6.100-mRNA-1_1&gene=genemark-NODE_5_length_709222_cov_30.1164_ID_9-processed-gene-6.100&CDS=1-1725, maker-NODE_2_length_1610937_cov_29.4059_ID_3-snap-gene-3.97-mRNA-1_1&gene=maker-NODE_2_length_1610937_cov_29.4059_ID_3-snap-gene-3.97&CDS=1-3405
50	OG0000050	YJR004C	augustus_masked-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-12.74-mRNA-1_1&gene=augustus_masked-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-12.74&CDS=1-2313, genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-3.38-mRNA-1_1&gene=genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-3.38&CDS=1-1065, snap_masked-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-8.16-mRNA-1_1&gene=snap_masked-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-8.16&CDS=1-615, snap_masked-NODE_8_length_605843_cov_31.9842_ID_15-processed-gene-5.35-mRNA-1_1&gene=snap_masked-NODE_8_length_605843_cov_31.9842_ID_15-processed-gene-5.35&CDS=1-2691
51	OG0000051	YKL128C	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-9.49-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-9.49&CDS=1-909, genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-1.104-mRNA-1_1&gene=genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-1.104&CDS=1-942, genemark-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-3.75-mRNA-1_1&gene=genemark-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-3.75&CDS=1-930, genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-0.30&CDS=1-1005
52	OG0000052	YKL220C, YLL051C, YNR060W, YOR381W, YOR384W	
53	OG0000053	YML111W, YMR275C, YNR069C	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-2.111-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-2.111&CDS=1-2553, genemark-NODE_8_length_605843_cov_31.9842_ID_15-processed-gene-2.63-mRNA-1_1&gene=genemark-NODE_8_length_605843_cov_31.9842_ID_15-processed-gene-2.63&CDS=1-2208
54	OG0000054	YAL021C, YOL042W	genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-0.32&CDS=1-1116, maker-NODE_7_length_636414_cov_30.2886_ID_13-snap-gene-0.1-mRNA-1_1&gene=maker-NODE_7_length_636414_cov_30.2886_ID_13-snap-gene-0.1&CDS=1-2523
55	OG0000055	YAL054C, YLR153C	genemark-NODE_10_length_462220_cov_36.8041_ID_19-processed-gene-1.50-mRNA-1_1&gene=genemark-NODE_10_length_462220_cov_36.8041_ID_19-processed-gene-1.50&CDS=1-2022, genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-2.12-mRNA-1_1&gene=genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-2.12&CDS=1-2034
56	OG0000056	YAR035W, YPR180W	genemark-NODE_8_length_605843_cov_31.9842_ID_15-processed-gene-2.77-mRNA-1_1&gene=genemark-NODE_8_length_605843_cov_31.9842_ID_15-processed-gene-2.77&CDS=1-2265, maker-NODE_1_length_1718446_cov_29.5161_ID_1-augustus-gene-3.105-mRNA-1_1&gene=maker-NODE_1_length_1718446_cov_29.5161_ID_1-augustus-gene-3.105&CDS=1-4995
57	OG0000057	YBL007C, YPL113C	augustus_masked-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-5.78-mRNA-1_1&gene=augustus_masked-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-5.78&CDS=1-4695, genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-11.69-mRNA-1_1&gene=genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-11.69&CDS=1-1104
58	OG0000058	YBL011W, YKR067W	genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-8.58-mRNA-1_1&gene=genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-8.58&CDS=1-2343, snap_masked-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-5.323-mRNA-1_1&gene=snap_masked-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-5.323&CDS=1-2061
59	OG0000059	YBR008C	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-0.48-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-0.48&CDS=1-1596, genemark-NODE_9_length_512680_cov_37.0436_ID_17-processed-gene-4.38-mRNA-1_1&gene=genemark-NODE_9_length_512680_cov_37.0436_ID_17-processed-gene-4.38&CDS=1-1656, maker-NODE_1_length_1718446_cov_29.5161_ID_1-snap-gene-1.96-mRNA-1_1&gene=maker-NODE_1_length_1718446_cov_29.5161_ID_1-snap-gene-1.96&CDS=1-6456
60	OG0000060	YBR009C, YNL030W	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-14.25-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-14.25&CDS=1-309, genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-2.15-mRNA-1_1&gene=genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-2.15&CDS=1-309
61	OG0000061	YBR010W, YNL031C	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-14.47-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-14.47&CDS=1-408, genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-2.36-mRNA-1_1&gene=genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-2.36&CDS=1-408
62	OG0000062	YBR025C, YCL004W	augustus_masked-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-2.79&CDS=1-2856, genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-3.26-mRNA-1_1&gene=genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-3.26&CDS=1-1188
63	OG0000063	YBR078W, YDR055W	genemark-NODE_11_length_431558_cov_36.2547_ID_21-processed-gene-1.128-mRNA-1_1&gene=genemark-NODE_11_length_431558_cov_36.2547_ID_21-processed-gene-1.128&CDS=1-1257, genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-9.85-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-9.85&CDS=1-1239
64	OG0000064	YBR245C, YOR304W	genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-5.225-mRNA-1_1&gene=genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-5.225&CDS=1-3042, snap_masked-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-2.51-mRNA-1_1&gene=snap_masked-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-2.51&CDS=1-4179
65	OG0000065	YBR263W, YLR058C	genemark-NODE_12_length_373043_cov_22.0375_ID_23-processed-gene-2.152-mRNA-1_1&gene=genemark-NODE_12_length_373043_cov_22.0375_ID_23-processed-gene-2.152&CDS=1-1467, genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-6.99-mRNA-1_1&gene=genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-6.99&CDS=1-1407
66	OG0000066	YCL029C, YER007W	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-6.26-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-6.26&CDS=1-1497, genemark-NODE_8_length_605843_cov_31.9842_ID_15-processed-gene-1.151-mRNA-1_1&gene=genemark-NODE_8_length_605843_cov_31.9842_ID_15-processed-gene-1.151&CDS=1-1512
67	OG0000067	YCL038C	augustus_masked-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-1.51&CDS=1-1614, genemark-NODE_11_length_431558_cov_36.2547_ID_21-processed-gene-1.158-mRNA-1_1&gene=genemark-NODE_11_length_431558_cov_36.2547_ID_21-processed-gene-1.158&CDS=1-1524, genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-2.106-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-2.106&CDS=1-1671
68	OG0000068	YCR023C	augustus_masked-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-7.12-mRNA-1_1&gene=augustus_masked-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-7.12&CDS=1-1743, genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-10.47-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-10.47&CDS=1-1737, genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-10.48-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-10.48&CDS=1-1524
69	OG0000069	YCR096C, YGL096W, YPL177C	genemark-NODE_10_length_462220_cov_36.8041_ID_19-processed-gene-3.139-mRNA-1_1&gene=genemark-NODE_10_length_462220_cov_36.8041_ID_19-processed-gene-3.139&CDS=1-519
70	OG0000070	YDL042C, YOL068C	augustus_masked-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-1.64&CDS=1-1452, genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-3.18-mRNA-1_1&gene=genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-3.18&CDS=1-1230
71	OG0000071	YDL066W, YLR174W	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-11.42-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-11.42&CDS=1-1230, snap_masked-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-7.42-mRNA-1_1&gene=snap_masked-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-7.42&CDS=1-1290
72	OG0000072	YDL078C, YKL085W	genemark-NODE_10_length_462220_cov_36.8041_ID_19-processed-gene-0.121-mRNA-1_1&gene=genemark-NODE_10_length_462220_cov_36.8041_ID_19-processed-gene-0.121&CDS=1-1038, genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-2.147-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-2.147&CDS=1-996
73	OG0000073	YDL091C, YML013W	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-16.152-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-16.152&CDS=1-1575, genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-5.95-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-5.95&CDS=1-1308
74	OG0000074	YDL132W, YGR003W	genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-4.63-mRNA-1_1&gene=genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-4.63&CDS=1-2559, snap_masked-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-9.14-mRNA-1_1&gene=snap_masked-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-9.14&CDS=1-3255
75	OG0000075	YDL138W, YDL194W	augustus_masked-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-15.102-mRNA-1_1&gene=augustus_masked-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-15.102&CDS=1-1581, maker-NODE_4_length_1487040_cov_29.706_ID_7-augustus-gene-5.4-mRNA-1_1&gene=maker-NODE_4_length_1487040_cov_29.706_ID_7-augustus-gene-5.4&CDS=1-2988
76	OG0000076	YDL174C	genemark-NODE_10_length_462220_cov_36.8041_ID_19-processed-gene-3.91-mRNA-1_1&gene=genemark-NODE_10_length_462220_cov_36.8041_ID_19-processed-gene-3.91&CDS=1-1749, genemark-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-4.43-mRNA-1_1&gene=genemark-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-4.43&CDS=1-1677, maker-NODE_4_length_1487040_cov_29.706_ID_7-augustus-gene-1.4-mRNA-1_1&gene=maker-NODE_4_length_1487040_cov_29.706_ID_7-augustus-gene-1.4&CDS=1-1869
77	OG0000077	YDL210W	genemark-NODE_10_length_462220_cov_36.8041_ID_19-processed-gene-0.107-mRNA-1_1&gene=genemark-NODE_10_length_462220_cov_36.8041_ID_19-processed-gene-0.107&CDS=1-1668, genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-14.106-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-14.106&CDS=1-1662, genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-5.167-mRNA-1_1&gene=genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-5.167&CDS=1-1674
78	OG0000078	YDR109C, YNL249C	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-3.61-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-3.61&CDS=1-2202, genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-9.41-mRNA-1_1&gene=genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-9.41&CDS=1-1626
79	OG0000079	YDR253C, YGR067C, YPL038W	genemark-NODE_10_length_462220_cov_36.8041_ID_19-processed-gene-1.61-mRNA-1_1&gene=genemark-NODE_10_length_462220_cov_36.8041_ID_19-processed-gene-1.61&CDS=1-1167
80	OG0000080	YDR256C, YGR088W	genemark-NODE_5_length_709222_cov_30.1164_ID_9-processed-gene-3.44-mRNA-1_1&gene=genemark-NODE_5_length_709222_cov_30.1164_ID_9-processed-gene-3.44&CDS=1-1455, genemark-NODE_9_length_512680_cov_37.0436_ID_17-processed-gene-1.14-mRNA-1_1&gene=genemark-NODE_9_length_512680_cov_37.0436_ID_17-processed-gene-1.14&CDS=1-1662
81	OG0000081	YDR276C, YDR525W-A	augustus_masked-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-12.80-mRNA-1_1&gene=augustus_masked-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-12.80&CDS=1-804, genemark-NODE_5_length_709222_cov_30.1164_ID_9-processed-gene-2.141-mRNA-1_1&gene=genemark-NODE_5_length_709222_cov_30.1164_ID_9-processed-gene-2.141&CDS=1-246
82	OG0000082	YDR457W	genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-14.18-mRNA-1_1&gene=genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-14.18&CDS=1-9660, genemark-NODE_9_length_512680_cov_37.0436_ID_17-processed-gene-0.67-mRNA-1_1&gene=genemark-NODE_9_length_512680_cov_37.0436_ID_17-processed-gene-0.67&CDS=1-7539, snap_masked-NODE_9_length_512680_cov_37.0436_ID_17-processed-gene-4.154-mRNA-1_1&gene=snap_masked-NODE_9_length_512680_cov_37.0436_ID_17-processed-gene-4.154&CDS=1-8586
83	OG0000083	YDR463W, YHR006W	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-15.111-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-15.111&CDS=1-1467, genemark-NODE_8_length_605843_cov_31.9842_ID_15-processed-gene-3.160-mRNA-1_1&gene=genemark-NODE_8_length_605843_cov_31.9842_ID_15-processed-gene-3.160&CDS=1-1674
84	OG0000084	YEL066W, YPR193C	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-7.135-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-7.135&CDS=1-459, genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-14.80-mRNA-1_1&gene=genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-14.80&CDS=1-459
85	OG0000085	YER013W, YNR011C	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-5.67-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-5.67&CDS=1-3294, genemark-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-1.33-mRNA-1_1&gene=genemark-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-1.33&CDS=1-2634
86	OG0000086	YER015W	genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-13.282-mRNA-1_1&gene=genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-13.282&CDS=1-2151, genemark-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-1.44-mRNA-1_1&gene=genemark-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-1.44&CDS=1-2178, genemark-NODE_8_length_605843_cov_31.9842_ID_15-processed-gene-1.141-mRNA-1_1&gene=genemark-NODE_8_length_605843_cov_31.9842_ID_15-processed-gene-1.141&CDS=1-2268
87	OG0000087	YER028C, YGL209W	genemark-NODE_10_length_462220_cov_36.8041_ID_19-processed-gene-0.85-mRNA-1_1&gene=genemark-NODE_10_length_462220_cov_36.8041_ID_19-processed-gene-0.85&CDS=1-1353, genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-8.54-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-8.54&CDS=1-1518
