	OrthologID	Lachancea_fermentati	Saccharomyces_cerevisiae
59	OG0000059	snap_masked-LAFE0C-processed-gene-0.22-mRNA-1_1&gene=snap_masked-LAFE0C-processed-gene-0.22&CDS=1-3834, snap_masked-LAFE0G-processed-gene-0.38-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-0.38&CDS=1-3861, snap_masked-LAFE0H-processed-gene-0.51-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-0.51&CDS=1-3834	YKL215C
60	OG0000060	augustus_masked-LAFE0F-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-LAFE0F-processed-gene-0.75&CDS=1-861, maker-LAFE0E-snap-gene-12.75-mRNA-1_1&gene=maker-LAFE0E-snap-gene-12.75&CDS=1-1194, snap_masked-LAFE0C-processed-gene-1.22-mRNA-1_1&gene=snap_masked-LAFE0C-processed-gene-1.22&CDS=1-921	YER185W
61	OG0000061	snap_masked-LAFE0C-processed-gene-2.108-mRNA-1_1&gene=snap_masked-LAFE0C-processed-gene-2.108&CDS=1-2880, snap_masked-LAFE0H-processed-gene-1.17-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-1.17&CDS=1-2922	YGR240C, YMR205C
62	OG0000062	snap_masked-LAFE0C-processed-gene-6.44-mRNA-1_1&gene=snap_masked-LAFE0C-processed-gene-6.44&CDS=1-1320, snap_masked-LAFE0D-processed-gene-8.51-mRNA-1_1&gene=snap_masked-LAFE0D-processed-gene-8.51&CDS=1-1482	YDR261C, YLR300W
63	OG0000063	augustus_masked-LAFE0G-processed-gene-3.110-mRNA-1_1&gene=augustus_masked-LAFE0G-processed-gene-3.110&CDS=1-1713, snap_masked-LAFE0C-processed-gene-7.65-mRNA-1_1&gene=snap_masked-LAFE0C-processed-gene-7.65&CDS=1-1773	YBR015C, YJL186W
64	OG0000064	snap_masked-LAFE0C-processed-gene-7.90-mRNA-1_1&gene=snap_masked-LAFE0C-processed-gene-7.90&CDS=1-309, snap_masked-LAFE0E-processed-gene-9.105-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.105&CDS=1-309	YBR009C, YNL030W
65	OG0000065	genemark-LAFE0C-processed-gene-10.199-mRNA-1_1&gene=genemark-LAFE0C-processed-gene-10.199&CDS=1-2640, maker-LAFE0C-augustus-gene-10.301-mRNA-1_1&gene=maker-LAFE0C-augustus-gene-10.301&CDS=1-2622	YJR061W, YKL201C
66	OG0000066	maker-LAFE0C-snap-gene-10.295-mRNA-1_1&gene=maker-LAFE0C-snap-gene-10.295&CDS=1-1233, snap_masked-LAFE0G-processed-gene-11.59-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-11.59&CDS=1-1227	YKL081W, YPL048W
67	OG0000067	snap_masked-LAFE0D-processed-gene-0.72-mRNA-1_1&gene=snap_masked-LAFE0D-processed-gene-0.72&CDS=1-2454, snap_masked-LAFE0E-processed-gene-3.108-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-3.108&CDS=1-2256, snap_masked-LAFE0H-processed-gene-0.31-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-0.31&CDS=1-2490	YCR106W
68	OG0000068	snap_masked-LAFE0D-processed-gene-0.53-mRNA-1_1&gene=snap_masked-LAFE0D-processed-gene-0.53&CDS=1-1125, snap_masked-LAFE0H-processed-gene-0.47-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-0.47&CDS=1-1137	YDL243C, YNL331C
69	OG0000069	snap_masked-LAFE0D-processed-gene-1.59-mRNA-1_1&gene=snap_masked-LAFE0D-processed-gene-1.59&CDS=1-2334, snap_masked-LAFE0G-processed-gene-3.78-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-3.78&CDS=1-2355	YJL200C, YLR304C
70	OG0000070	augustus_masked-LAFE0D-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-LAFE0D-processed-gene-1.20&CDS=1-4656, augustus_masked-LAFE0H-processed-gene-7.13-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-7.13&CDS=1-4479	YDR135C, YLL015W
71	OG0000071	augustus_masked-LAFE0F-processed-gene-12.37-mRNA-1_1&gene=augustus_masked-LAFE0F-processed-gene-12.37&CDS=1-5511, snap_masked-LAFE0D-processed-gene-2.31-mRNA-1_1&gene=snap_masked-LAFE0D-processed-gene-2.31&CDS=1-3441	YDR420W, YGR014W
72	OG0000072	snap_masked-LAFE0D-processed-gene-3.63-mRNA-1_1&gene=snap_masked-LAFE0D-processed-gene-3.63&CDS=1-1260, snap_masked-LAFE0H-processed-gene-3.74-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-3.74&CDS=1-1458	YER123W, YHR135C
73	OG0000073	augustus_masked-LAFE0G-processed-gene-14.31-mRNA-1_1&gene=augustus_masked-LAFE0G-processed-gene-14.31&CDS=1-600, snap_masked-LAFE0D-processed-gene-5.77-mRNA-1_1&gene=snap_masked-LAFE0D-processed-gene-5.77&CDS=1-612	YBL043W, YJR115W
74	OG0000074	maker-LAFE0D-augustus-gene-6.2-mRNA-1_1&gene=maker-LAFE0D-augustus-gene-6.2&CDS=1-3768, maker-LAFE0H-augustus-gene-13.59-mRNA-1_1&gene=maker-LAFE0H-augustus-gene-13.59&CDS=1-1761	YKL046C, YMR238W
75	OG0000075	maker-LAFE0D-augustus-gene-10.93-mRNA-1_1&gene=maker-LAFE0D-augustus-gene-10.93&CDS=1-2400, snap_masked-LAFE0H-processed-gene-6.90-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-6.90&CDS=1-2049	YAL054C, YLR153C
76	OG0000076	genemark-LAFE0G-processed-gene-1.25-mRNA-1_1&gene=genemark-LAFE0G-processed-gene-1.25&CDS=1-2055, snap_masked-LAFE0E-processed-gene-1.108-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-1.108&CDS=1-2151	YLR188W, YPL270W
77	OG0000077	maker-LAFE0E-snap-gene-2.5-mRNA-1_1&gene=maker-LAFE0E-snap-gene-2.5&CDS=1-1320, snap_masked-LAFE0E-processed-gene-1.112-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-1.112&CDS=1-945	YDR492W, YOL002C
78	OG0000078	snap_masked-LAFE0E-processed-gene-3.123-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-3.123&CDS=1-2676, snap_masked-LAFE0E-processed-gene-9.112-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.112&CDS=1-2370	YBR059C, YIL095W
79	OG0000079	maker-LAFE0H-augustus-gene-6.42-mRNA-1_1&gene=maker-LAFE0H-augustus-gene-6.42&CDS=1-4320, snap_masked-LAFE0E-processed-gene-4.67-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-4.67&CDS=1-3255	YLR144C, YNR067C
80	OG0000080	snap_masked-LAFE0E-processed-gene-5.51-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-5.51&CDS=1-2409, snap_masked-LAFE0H-processed-gene-1.46-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-1.46&CDS=1-2592	YMR054W, YOR270C
81	OG0000081	maker-LAFE0E-snap-gene-5.105-mRNA-1_1&gene=maker-LAFE0E-snap-gene-5.105&CDS=1-4854, snap_masked-LAFE0E-processed-gene-10.87-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.87&CDS=1-3837	YIL126W, YOR290C
82	OG0000082	snap_masked-LAFE0E-processed-gene-6.8-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-6.8&CDS=1-813, snap_masked-LAFE0G-processed-gene-3.73-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-3.73&CDS=1-837	YDL049C, YJL174W
83	OG0000083	snap_masked-LAFE0E-processed-gene-6.42-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-6.42&CDS=1-1251, snap_masked-LAFE0F-processed-gene-8.1-mRNA-1_1&gene=snap_masked-LAFE0F-processed-gene-8.1&CDS=1-1233	YDL066W, YLR174W
84	OG0000084	snap_masked-LAFE0E-processed-gene-8.10-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.10&CDS=1-636, snap_masked-LAFE0G-processed-gene-4.30-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-4.30&CDS=1-1734	YJL162C, YMR161W
85	OG0000085	genemark-LAFE0E-processed-gene-8.135-mRNA-1_1&gene=genemark-LAFE0E-processed-gene-8.135&CDS=1-2985, snap_masked-LAFE0E-processed-gene-8.14-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.14&CDS=1-1512	YMR169C, YMR170C
86	OG0000086	augustus_masked-LAFE0E-processed-gene-10.39-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-10.39&CDS=1-573, snap_masked-LAFE0E-processed-gene-8.25-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.25&CDS=1-573	YGL147C, YNL067W
87	OG0000087	snap_masked-LAFE0E-processed-gene-12.153-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-12.153&CDS=1-5859, snap_masked-LAFE0H-processed-gene-9.88-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-9.88&CDS=1-6483	YER172C, YGR271W
88	OG0000088	snap_masked-LAFE0E-processed-gene-12.218-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-12.218&CDS=1-1461, snap_masked-LAFE0F-processed-gene-0.31-mRNA-1_1&gene=snap_masked-LAFE0F-processed-gene-0.31&CDS=1-1512	YEL070W, YNR073C
89	OG0000089	augustus_masked-LAFE0F-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-LAFE0F-processed-gene-0.69&CDS=1-4998, maker-LAFE0G-snap-gene-2.88-mRNA-1_1&gene=maker-LAFE0G-snap-gene-2.88&CDS=1-5586	YIL159W, YNL271C
90	OG0000090	snap_masked-LAFE0F-processed-gene-1.81-mRNA-1_1&gene=snap_masked-LAFE0F-processed-gene-1.81&CDS=1-3324, snap_masked-LAFE0F-processed-gene-4.100-mRNA-1_1&gene=snap_masked-LAFE0F-processed-gene-4.100&CDS=1-3357	YER013W, YKR086W
91	OG0000091	augustus_masked-LAFE0H-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-1.76&CDS=1-1155, snap_masked-LAFE0F-processed-gene-3.132-mRNA-1_1&gene=snap_masked-LAFE0F-processed-gene-3.132&CDS=1-2223	YGR249W, YOR140W
92	OG0000092	snap_masked-LAFE0F-processed-gene-4.74-mRNA-1_1&gene=snap_masked-LAFE0F-processed-gene-4.74&CDS=1-2211, snap_masked-LAFE0H-processed-gene-13.163-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-13.163&CDS=1-2442	YER017C, YMR089C
93	OG0000093	snap_masked-LAFE0F-processed-gene-6.56-mRNA-1_1&gene=snap_masked-LAFE0F-processed-gene-6.56&CDS=1-3735, snap_masked-LAFE0G-processed-gene-1.122-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-1.122&CDS=1-3468	YDR507C, YKL101W
94	OG0000094	augustus_masked-LAFE0H-processed-gene-11.129-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-11.129&CDS=1-621, snap_masked-LAFE0F-processed-gene-6.84-mRNA-1_1&gene=snap_masked-LAFE0F-processed-gene-6.84&CDS=1-594	YBR264C, YKR014C
95	OG0000095	augustus_masked-LAFE0G-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-LAFE0G-processed-gene-0.75&CDS=1-2568, genemark-LAFE0G-processed-gene-2.111-mRNA-1_1&gene=genemark-LAFE0G-processed-gene-2.111&CDS=1-2514	YLL058W, YNL243W
96	OG0000096	snap_masked-LAFE0G-processed-gene-0.60-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-0.60&CDS=1-1014, snap_masked-LAFE0G-processed-gene-15.35-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-15.35&CDS=1-1014	YCL064C, YIL167W
97	OG0000097	augustus_masked-LAFE0H-processed-gene-7.16-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-7.16&CDS=1-1590, snap_masked-LAFE0G-processed-gene-4.17-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-4.17&CDS=1-1749	YDR131C, YJL149W
98	OG0000098	snap_masked-LAFE0G-processed-gene-5.149-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-5.149&CDS=1-1875, snap_masked-LAFE0H-processed-gene-3.82-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-3.82&CDS=1-2157	YDL025C, YNL183C
99	OG0000099	augustus_masked-LAFE0G-processed-gene-5.100-mRNA-1_1&gene=augustus_masked-LAFE0G-processed-gene-5.100&CDS=1-1716	YOL055C, YPL258C, YPR121W
100	OG0000100	snap_masked-LAFE0G-processed-gene-10.58-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-10.58&CDS=1-1113	YCR102C, YLR460C, YNL134C
101	OG0000101	augustus_masked-LAFE0G-processed-gene-15.107-mRNA-1_1&gene=augustus_masked-LAFE0G-processed-gene-15.107&CDS=1-2061	YKL220C, YOR381W, YOR384W
102	OG0000102	maker-LAFE0H-augustus-gene-2.5-mRNA-1_1&gene=maker-LAFE0H-augustus-gene-2.5&CDS=1-1581, maker-LAFE0H-augustus-gene-8.144-mRNA-1_1&gene=maker-LAFE0H-augustus-gene-8.144&CDS=1-2070	YHR176W, YLR093C
103	OG0000103	snap_masked-LAFE0H-processed-gene-5.51-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-5.51&CDS=1-3294	YDR038C, YDR039C, YDR040C
104	OG0000104	augustus_masked-LAFE0H-processed-gene-5.9-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-5.9&CDS=1-1746	YLR237W, YOR071C, YOR192C
105	OG0000105	snap_masked-LAFE0H-processed-gene-13.124-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-13.124&CDS=1-1239, snap_masked-LAFE0H-processed-gene-14.225-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-14.225&CDS=1-1179	YBR025C, YHL014C
106	OG0000106	genemark-LAFE0H-processed-gene-13.50-mRNA-1_1&gene=genemark-LAFE0H-processed-gene-13.50&CDS=1-624	YFL060C, YMR095C, YNL334C
107	OG0000107	snap_masked-LAFE0H-processed-gene-14.177-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-14.177&CDS=1-1575, snap_masked-LAFE0H-processed-gene-14.182-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-14.182&CDS=1-1536	YBR020W, YDR009W
108	OG0000108		YAR066W, YHR214W, YIL169C, YOL155C
109	OG0000109		YBR068C, YCL025C, YDR046C, YDR508C
110	OG0000110		YBR297W, YFL052W, YGR288W, YPR196W
111	OG0000111		YDL245C, YEL069C, YJR158W, YNR072W
112	OG0000112	snap_masked-LAFE0A-processed-gene-0.37-mRNA-1_1&gene=snap_masked-LAFE0A-processed-gene-0.37&CDS=1-783	YHR203C, YJR145C
113	OG0000113	augustus_masked-LAFE0A-processed-gene-6.156-mRNA-1_1&gene=augustus_masked-LAFE0A-processed-gene-6.156&CDS=1-1389, snap_masked-LAFE0A-processed-gene-2.128-mRNA-1_1&gene=snap_masked-LAFE0A-processed-gene-2.128&CDS=1-1302	YLR438W
114	OG0000114	augustus_masked-LAFE0A-processed-gene-3.71-mRNA-1_1&gene=augustus_masked-LAFE0A-processed-gene-3.71&CDS=1-528	YMR242C, YOR312C
115	OG0000115	snap_masked-LAFE0A-processed-gene-3.159-mRNA-1_1&gene=snap_masked-LAFE0A-processed-gene-3.159&CDS=1-738	YHR043C, YHR044C
116	OG0000116	snap_masked-LAFE0A-processed-gene-4.76-mRNA-1_1&gene=snap_masked-LAFE0A-processed-gene-4.76&CDS=1-1113	YHR021C, YKL156W
117	OG0000117	snap_masked-LAFE0A-processed-gene-5.45-mRNA-1_1&gene=snap_masked-LAFE0A-processed-gene-5.45&CDS=1-2112, snap_masked-LAFE0G-processed-gene-15.63-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-15.63&CDS=1-2394	YNL327W
118	OG0000118	snap_masked-LAFE0A-processed-gene-6.181-mRNA-1_1&gene=snap_masked-LAFE0A-processed-gene-6.181&CDS=1-2835, snap_masked-LAFE0G-processed-gene-13.99-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-13.99&CDS=1-2925	YBR084W
119	OG0000119	snap_masked-LAFE0A-processed-gene-6.225-mRNA-1_1&gene=snap_masked-LAFE0A-processed-gene-6.225&CDS=1-309	YGR209C, YLR043C
120	OG0000120	augustus_masked-LAFE0H-processed-gene-6.51-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-6.51&CDS=1-2085, snap_masked-LAFE0A-processed-gene-6.197-mRNA-1_1&gene=snap_masked-LAFE0A-processed-gene-6.197&CDS=1-1038	YLR130C
121	OG0000121	snap_masked-LAFE0B-processed-gene-0.68-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-0.68&CDS=1-1557, snap_masked-LAFE0B-processed-gene-3.1-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-3.1&CDS=1-2223	YDL194W
122	OG0000122	snap_masked-LAFE0B-processed-gene-0.52-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-0.52&CDS=1-1062	YDL246C, YJR159W
123	OG0000123	snap_masked-LAFE0B-processed-gene-0.56-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-0.56&CDS=1-1617, snap_masked-LAFE0F-processed-gene-9.57-mRNA-1_1&gene=snap_masked-LAFE0F-processed-gene-9.57&CDS=1-1677	YFL040W
124	OG0000124	snap_masked-LAFE0B-processed-gene-1.36-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-1.36&CDS=1-606	YBL072C, YER102W
125	OG0000125	snap_masked-LAFE0B-processed-gene-1.14-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-1.14&CDS=1-1284	YBL069W, YER101C
126	OG0000126	snap_masked-LAFE0B-processed-gene-1.38-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-1.38&CDS=1-2226	YBL067C, YER098W
127	OG0000127	maker-LAFE0B-snap-gene-3.99-mRNA-1_1&gene=maker-LAFE0B-snap-gene-3.99&CDS=1-1050	YDL137W, YDL192W
128	OG0000128	augustus_masked-LAFE0B-processed-gene-3.59-mRNA-1_1&gene=augustus_masked-LAFE0B-processed-gene-3.59&CDS=1-393	YDL136W, YDL191W
129	OG0000129	snap_masked-LAFE0B-processed-gene-3.16-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-3.16&CDS=1-1320, snap_masked-LAFE0G-processed-gene-12.59-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-12.59&CDS=1-1182	YDL131W
130	OG0000130	snap_masked-LAFE0B-processed-gene-3.45-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-3.45&CDS=1-1410	YER081W, YIL074C
131	OG0000131	snap_masked-LAFE0B-processed-gene-4.66-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-4.66&CDS=1-750	YER062C, YIL053W
132	OG0000132	snap_masked-LAFE0B-processed-gene-4.93-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-4.93&CDS=1-1398	YER059W, YIL050W
133	OG0000133	snap_masked-LAFE0B-processed-gene-4.69-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-4.69&CDS=1-351	YER056C-A, YIL052C
134	OG0000134	augustus_masked-LAFE0B-processed-gene-4.18-mRNA-1_1&gene=augustus_masked-LAFE0B-processed-gene-4.18&CDS=1-1458	YER054C, YIL045W
135	OG0000135	augustus_masked-LAFE0B-processed-gene-5.16-mRNA-1_1&gene=augustus_masked-LAFE0B-processed-gene-5.16&CDS=1-4077	YFL004W, YPL019C
136	OG0000136	genemark-LAFE0B-processed-gene-6.15-mRNA-1_1&gene=genemark-LAFE0B-processed-gene-6.15&CDS=1-1134	YGR023W, YLR332W
137	OG0000137	snap_masked-LAFE0B-processed-gene-7.61-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-7.61&CDS=1-324	YGR027C, YLR333C
138	OG0000138	augustus_masked-LAFE0H-processed-gene-4.66-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-4.66&CDS=1-969, snap_masked-LAFE0B-processed-gene-7.87-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-7.87&CDS=1-1125	YIL119C
139	OG0000139	snap_masked-LAFE0B-processed-gene-7.72-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-7.72&CDS=1-411	YBL087C, YER117W
140	OG0000140	snap_masked-LAFE0B-processed-gene-9.1-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-9.1&CDS=1-1302	YDR312W, YHR066W
141	OG0000141	snap_masked-LAFE0B-processed-gene-9.50-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-9.50&CDS=1-471	YEL034W, YJR047C
142	OG0000142	snap_masked-LAFE0B-processed-gene-9.11-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-9.11&CDS=1-330	YEL039C, YJR048W
143	OG0000143	maker-LAFE0B-augustus-gene-9.178-mRNA-1_1&gene=maker-LAFE0B-augustus-gene-9.178&CDS=1-2964	YEL041W, YJR049C
144	OG0000144	snap_masked-LAFE0B-processed-gene-9.23-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-9.23&CDS=1-1089	YBR031W, YDR012W
145	OG0000145	snap_masked-LAFE0B-processed-gene-9.90-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-9.90&CDS=1-1602, snap_masked-LAFE0H-processed-gene-0.30-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-0.30&CDS=1-1602	YBR008C
146	OG0000146	snap_masked-LAFE0C-processed-gene-0.23-mRNA-1_1&gene=snap_masked-LAFE0C-processed-gene-0.23&CDS=1-1647, snap_masked-LAFE0H-processed-gene-0.52-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-0.52&CDS=1-1623	YLL055W
147	OG0000147	augustus_masked-LAFE0C-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-LAFE0C-processed-gene-1.76&CDS=1-1518, maker-LAFE0G-augustus-gene-3.0-mRNA-1_1&gene=maker-LAFE0G-augustus-gene-3.0&CDS=1-2463	YCR028C
148	OG0000148	maker-LAFE0C-snap-gene-2.54-mRNA-1_1&gene=maker-LAFE0C-snap-gene-2.54&CDS=1-348	YMR194W, YPL249C-A
149	OG0000149	snap_masked-LAFE0C-processed-gene-3.43-mRNA-1_1&gene=snap_masked-LAFE0C-processed-gene-3.43&CDS=1-2112	YMR186W, YPL240C
150	OG0000150	snap_masked-LAFE0C-processed-gene-3.50-mRNA-1_1&gene=snap_masked-LAFE0C-processed-gene-3.50&CDS=1-5658, snap_masked-LAFE0E-processed-gene-10.62-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.62&CDS=1-5205	YPL231W
151	OG0000151	snap_masked-LAFE0C-processed-gene-3.59-mRNA-1_1&gene=snap_masked-LAFE0C-processed-gene-3.59&CDS=1-651	YGL135W, YPL220W
152	OG0000152	snap_masked-LAFE0C-processed-gene-4.111-mRNA-1_1&gene=snap_masked-LAFE0C-processed-gene-4.111&CDS=1-732	YGL076C, YPL198W
153	OG0000153	snap_masked-LAFE0C-processed-gene-4.139-mRNA-1_1&gene=snap_masked-LAFE0C-processed-gene-4.139&CDS=1-1929	YOR389W, YPL277C
154	OG0000154	snap_masked-LAFE0C-processed-gene-6.9-mRNA-1_1&gene=snap_masked-LAFE0C-processed-gene-6.9&CDS=1-363	YGL089C, YPL187W
155	OG0000155	snap_masked-LAFE0C-processed-gene-6.10-mRNA-1_1&gene=snap_masked-LAFE0C-processed-gene-6.10&CDS=1-3528	YBR218C, YGL062W
156	OG0000156	snap_masked-LAFE0C-processed-gene-6.14-mRNA-1_1&gene=snap_masked-LAFE0C-processed-gene-6.14&CDS=1-2088	YBR216C, YGL060W
157	OG0000157	snap_masked-LAFE0C-processed-gene-6.22-mRNA-1_1&gene=snap_masked-LAFE0C-processed-gene-6.22&CDS=1-642	YLR293C, YOR185C
158	OG0000158	genemark-LAFE0C-processed-gene-6.127-mRNA-1_1&gene=genemark-LAFE0C-processed-gene-6.127&CDS=1-189	YLR287C-A, YOR182C
159	OG0000159	snap_masked-LAFE0C-processed-gene-7.61-mRNA-1_1&gene=snap_masked-LAFE0C-processed-gene-7.61&CDS=1-8634	YBR140C, YOL081W
160	OG0000160	snap_masked-LAFE0C-processed-gene-7.71-mRNA-1_1&gene=snap_masked-LAFE0C-processed-gene-7.71&CDS=1-408	YBR010W, YNL031C
161	OG0000161	snap_masked-LAFE0C-processed-gene-7.93-mRNA-1_1&gene=snap_masked-LAFE0C-processed-gene-7.93&CDS=1-690	YBR005W, YDR003W
162	OG0000162	snap_masked-LAFE0C-processed-gene-7.94-mRNA-1_1&gene=snap_masked-LAFE0C-processed-gene-7.94&CDS=1-1731, snap_masked-LAFE0E-processed-gene-2.133-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-2.133&CDS=1-1686	YDR497C
163	OG0000163	snap_masked-LAFE0C-processed-gene-8.9-mRNA-1_1&gene=snap_masked-LAFE0C-processed-gene-8.9&CDS=1-393	YBL002W, YDR224C
164	OG0000164	snap_masked-LAFE0C-processed-gene-8.6-mRNA-1_1&gene=snap_masked-LAFE0C-processed-gene-8.6&CDS=1-396	YBL003C, YDR225W
165	OG0000165	snap_masked-LAFE0C-processed-gene-8.49-mRNA-1_1&gene=snap_masked-LAFE0C-processed-gene-8.49&CDS=1-612	YLR029C, YMR121C
166	OG0000166	snap_masked-LAFE0C-processed-gene-9.18-mRNA-1_1&gene=snap_masked-LAFE0C-processed-gene-9.18&CDS=1-888, snap_masked-LAFE0H-processed-gene-0.48-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-0.48&CDS=1-885	YLL056C
167	OG0000167	snap_masked-LAFE0C-processed-gene-9.37-mRNA-1_1&gene=snap_masked-LAFE0C-processed-gene-9.37&CDS=1-1323, snap_masked-LAFE0H-processed-gene-0.54-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-0.54&CDS=1-1371	YJL213W
168	OG0000168	snap_masked-LAFE0C-processed-gene-10.3-mRNA-1_1&gene=snap_masked-LAFE0C-processed-gene-10.3&CDS=1-2283	YJR059W, YKL198C
169	OG0000169	augustus_masked-LAFE0C-processed-gene-10.117-mRNA-1_1&gene=augustus_masked-LAFE0C-processed-gene-10.117&CDS=1-1077	YGR214W, YLR048W
170	OG0000170	genemark-LAFE0C-processed-gene-10.236-mRNA-1_1&gene=genemark-LAFE0C-processed-gene-10.236&CDS=1-312	YIL156W-B, YKL018C-A
171	OG0000171	snap_masked-LAFE0C-processed-gene-10.103-mRNA-1_1&gene=snap_masked-LAFE0C-processed-gene-10.103&CDS=1-621	YGL258W, YOR387C
172	OG0000172	snap_masked-LAFE0D-processed-gene-0.59-mRNA-1_1&gene=snap_masked-LAFE0D-processed-gene-0.59&CDS=1-3963, snap_masked-LAFE0E-processed-gene-12.203-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-12.203&CDS=1-4344	YGR281W
173	OG0000173	snap_masked-LAFE0D-processed-gene-1.70-mRNA-1_1&gene=snap_masked-LAFE0D-processed-gene-1.70&CDS=1-429	YDL083C, YMR143W
174	OG0000174	snap_masked-LAFE0D-processed-gene-1.53-mRNA-1_1&gene=snap_masked-LAFE0D-processed-gene-1.53&CDS=1-597	YDL082W, YMR142C
175	OG0000175	snap_masked-LAFE0D-processed-gene-2.45-mRNA-1_1&gene=snap_masked-LAFE0D-processed-gene-2.45&CDS=1-657	YAR002C-A, YGL002W
