	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034671_Blastobotrys_peoriensis
29	OG0000029	YGR248W, YHR163W, YNR034W	genemark-NODE_19_length_190036_cov_12.6426_ID_37-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_19_length_190036_cov_12.6426_ID_37-processed-gene-0.31&CDS=1-732, genemark-NODE_35_length_127356_cov_12.2146_ID_69-processed-gene-0.96-mRNA-1_1&gene=genemark-NODE_35_length_127356_cov_12.2146_ID_69-processed-gene-0.96&CDS=1-846
30	OG0000030	YJR152W	genemark-NODE_21_length_174502_cov_14.6347_ID_41-processed-gene-0.144-mRNA-1_1&gene=genemark-NODE_21_length_174502_cov_14.6347_ID_41-processed-gene-0.144&CDS=1-1521, genemark-NODE_24_length_164461_cov_14.7024_ID_47-processed-gene-0.130-mRNA-1_1&gene=genemark-NODE_24_length_164461_cov_14.7024_ID_47-processed-gene-0.130&CDS=1-1509, genemark-NODE_44_length_113619_cov_12.4587_ID_87-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_44_length_113619_cov_12.4587_ID_87-processed-gene-0.22&CDS=1-1539, genemark-NODE_56_length_89863_cov_12.3234_ID_111-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_56_length_89863_cov_12.3234_ID_111-processed-gene-0.2&CDS=1-1485
31	OG0000031	YOL062C, YPL259C	augustus_masked-NODE_44_length_113619_cov_12.4587_ID_87-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NODE_44_length_113619_cov_12.4587_ID_87-processed-gene-0.98&CDS=1-1296, genemark-NODE_6_length_282082_cov_12.0598_ID_11-processed-gene-1.157-mRNA-1_1&gene=genemark-NODE_6_length_282082_cov_12.0598_ID_11-processed-gene-1.157&CDS=1-1395, genemark-NODE_7_length_280080_cov_11.8606_ID_13-processed-gene-1.15-mRNA-1_1&gene=genemark-NODE_7_length_280080_cov_11.8606_ID_13-processed-gene-1.15&CDS=1-1311
32	OG0000032	YOL163W	genemark-NODE_116_length_35106_cov_16.8397_ID_231-processed-gene-0.33-mRNA-1_1&gene=genemark-NODE_116_length_35106_cov_16.8397_ID_231-processed-gene-0.33&CDS=1-1626, genemark-NODE_161_length_7536_cov_15.6271_ID_321-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_161_length_7536_cov_15.6271_ID_321-processed-gene-0.8&CDS=1-1623, genemark-NODE_38_length_121218_cov_15.9074_ID_75-processed-gene-0.108-mRNA-1_1&gene=genemark-NODE_38_length_121218_cov_15.9074_ID_75-processed-gene-0.108&CDS=1-1098, genemark-NODE_38_length_121218_cov_15.9074_ID_75-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_38_length_121218_cov_15.9074_ID_75-processed-gene-0.75&CDS=1-1626
33	OG0000033	YPL088W	genemark-NODE_126_length_31280_cov_11.6666_ID_251-processed-gene-0.41-mRNA-1_1&gene=genemark-NODE_126_length_31280_cov_11.6666_ID_251-processed-gene-0.41&CDS=1-1005, genemark-NODE_5_length_295438_cov_11.9743_ID_9-processed-gene-1.220-mRNA-1_1&gene=genemark-NODE_5_length_295438_cov_11.9743_ID_9-processed-gene-1.220&CDS=1-993, genemark-NODE_65_length_80214_cov_12.9692_ID_129-processed-gene-0.65-mRNA-1_1&gene=genemark-NODE_65_length_80214_cov_12.9692_ID_129-processed-gene-0.65&CDS=1-1041, genemark-NODE_96_length_51772_cov_12.7226_ID_191-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_96_length_51772_cov_12.7226_ID_191-processed-gene-0.12&CDS=1-1020
34	OG0000034	Q0045, Q0060, Q0065, Q0070	maker-NODE_157_length_10360_cov_188.765_ID_313-snap-gene-0.4-mRNA-1_1&gene=maker-NODE_157_length_10360_cov_188.765_ID_313-snap-gene-0.4&CDS=1-195
35	OG0000035	YAL040C	genemark-NODE_107_length_40338_cov_15.3986_ID_213-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_107_length_40338_cov_15.3986_ID_213-processed-gene-0.23&CDS=1-1020, genemark-NODE_31_length_135762_cov_11.5624_ID_61-processed-gene-0.41-mRNA-1_1&gene=genemark-NODE_31_length_135762_cov_11.5624_ID_61-processed-gene-0.41&CDS=1-1203, genemark-NODE_46_length_106824_cov_12.2111_ID_91-processed-gene-0.71-mRNA-1_1&gene=genemark-NODE_46_length_106824_cov_12.2111_ID_91-processed-gene-0.71&CDS=1-1158
36	OG0000036	YBL063W, YEL061C	genemark-NODE_146_length_15176_cov_13.0463_ID_291-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_146_length_15176_cov_13.0463_ID_291-processed-gene-0.1&CDS=1-3168, genemark-NODE_84_length_62399_cov_13.074_ID_167-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_84_length_62399_cov_13.074_ID_167-processed-gene-0.26&CDS=1-3213
37	OG0000037	YBL068W-A, YBL069W, YER101C	genemark-NODE_57_length_89632_cov_11.3018_ID_113-processed-gene-0.78-mRNA-1_1&gene=genemark-NODE_57_length_89632_cov_11.3018_ID_113-processed-gene-0.78&CDS=1-1080
38	OG0000038	YBR009C, YNL030W	augustus_masked-NODE_92_length_55437_cov_12.459_ID_183-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_92_length_55437_cov_12.459_ID_183-processed-gene-0.33&CDS=1-309, genemark-NODE_19_length_190036_cov_12.6426_ID_37-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_19_length_190036_cov_12.6426_ID_37-processed-gene-0.21&CDS=1-309
39	OG0000039	YBR010W, YNL031C	genemark-NODE_19_length_190036_cov_12.6426_ID_37-processed-gene-0.60-mRNA-1_1&gene=genemark-NODE_19_length_190036_cov_12.6426_ID_37-processed-gene-0.60&CDS=1-420, genemark-NODE_94_length_53327_cov_12.4268_ID_187-processed-gene-0.48-mRNA-1_1&gene=genemark-NODE_94_length_53327_cov_12.4268_ID_187-processed-gene-0.48&CDS=1-420
40	OG0000040	YBR021W, YIR028W	genemark-NODE_26_length_150816_cov_11.8845_ID_51-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_26_length_150816_cov_11.8845_ID_51-processed-gene-0.23&CDS=1-1731, genemark-NODE_74_length_68791_cov_12.1023_ID_147-processed-gene-0.27-mRNA-1_1&gene=genemark-NODE_74_length_68791_cov_12.1023_ID_147-processed-gene-0.27&CDS=1-1590
41	OG0000041	YBR038W, YNL192W	genemark-NODE_40_length_117566_cov_12.0694_ID_79-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_40_length_117566_cov_12.0694_ID_79-processed-gene-0.49&CDS=1-3321, genemark-NODE_76_length_66447_cov_12.3715_ID_151-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_76_length_66447_cov_12.3715_ID_151-processed-gene-0.6&CDS=1-2961
42	OG0000042	YBR263W, YLR058C	genemark-NODE_18_length_201582_cov_12.1594_ID_35-processed-gene-1.8-mRNA-1_1&gene=genemark-NODE_18_length_201582_cov_12.1594_ID_35-processed-gene-1.8&CDS=1-1458, genemark-NODE_67_length_79590_cov_12.2649_ID_133-processed-gene-0.92-mRNA-1_1&gene=genemark-NODE_67_length_79590_cov_12.2649_ID_133-processed-gene-0.92&CDS=1-1407
43	OG0000043	YCL064C, YIL167W	augustus_masked-NODE_6_length_282082_cov_12.0598_ID_11-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-NODE_6_length_282082_cov_12.0598_ID_11-processed-gene-1.64&CDS=1-975, genemark-NODE_84_length_62399_cov_13.074_ID_167-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_84_length_62399_cov_13.074_ID_167-processed-gene-0.6&CDS=1-1011
44	OG0000044	YCR010C, YNR002C	genemark-NODE_13_length_230157_cov_12.3957_ID_25-processed-gene-1.204-mRNA-1_1&gene=genemark-NODE_13_length_230157_cov_12.3957_ID_25-processed-gene-1.204&CDS=1-792, genemark-NODE_41_length_115665_cov_11.995_ID_81-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_41_length_115665_cov_11.995_ID_81-processed-gene-0.36&CDS=1-693
45	OG0000045	YCR060W	augustus_masked-NODE_205_length_475_cov_12.481_ID_409-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_205_length_475_cov_12.481_ID_409-processed-gene-0.2&CDS=1-222, genemark-NODE_15_length_224791_cov_11.9214_ID_29-processed-gene-1.124-mRNA-1_1&gene=genemark-NODE_15_length_224791_cov_11.9214_ID_29-processed-gene-1.124&CDS=1-1500, genemark-NODE_88_length_57437_cov_11.9221_ID_175-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_88_length_57437_cov_11.9221_ID_175-processed-gene-0.46&CDS=1-1518
46	OG0000046	YCR095C, YNL099C	genemark-NODE_44_length_113619_cov_12.4587_ID_87-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_44_length_113619_cov_12.4587_ID_87-processed-gene-0.30&CDS=1-576, maker-NODE_2_length_299800_cov_11.8646_ID_3-augustus-gene-1.104-mRNA-1_1&gene=maker-NODE_2_length_299800_cov_11.8646_ID_3-augustus-gene-1.104&CDS=1-1899
47	OG0000047	YDL025C, YNL183C	genemark-NODE_11_length_240857_cov_12.1525_ID_21-processed-gene-0.92-mRNA-1_1&gene=genemark-NODE_11_length_240857_cov_12.1525_ID_21-processed-gene-0.92&CDS=1-2109, genemark-NODE_3_length_297376_cov_12.4251_ID_5-processed-gene-1.260-mRNA-1_1&gene=genemark-NODE_3_length_297376_cov_12.4251_ID_5-processed-gene-1.260&CDS=1-2031
48	OG0000048	YDL049C, YJL174W	genemark-NODE_103_length_42984_cov_11.423_ID_205-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_103_length_42984_cov_11.423_ID_205-processed-gene-0.5&CDS=1-801, genemark-NODE_158_length_9657_cov_10.5458_ID_315-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_158_length_9657_cov_10.5458_ID_315-processed-gene-0.5&CDS=1-789
49	OG0000049	YDL114W, YLR426W	genemark-NODE_1_length_329478_cov_12.9878_ID_1-processed-gene-2.58-mRNA-1_1&gene=genemark-NODE_1_length_329478_cov_12.9878_ID_1-processed-gene-2.58&CDS=1-855, genemark-NODE_39_length_120692_cov_12.2275_ID_77-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_39_length_120692_cov_12.2275_ID_77-processed-gene-0.8&CDS=1-1080
50	OG0000050	YDL159W, YOR231W	genemark-NODE_1_length_329478_cov_12.9878_ID_1-processed-gene-0.42-mRNA-1_1&gene=genemark-NODE_1_length_329478_cov_12.9878_ID_1-processed-gene-0.42&CDS=1-1236, genemark-NODE_63_length_83352_cov_12.1533_ID_125-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_63_length_83352_cov_12.1533_ID_125-processed-gene-0.34&CDS=1-1386
51	OG0000051	YDL161W, YLR206W	genemark-NODE_10_length_248695_cov_12.5105_ID_19-processed-gene-1.15-mRNA-1_1&gene=genemark-NODE_10_length_248695_cov_12.5105_ID_19-processed-gene-1.15&CDS=1-1524, genemark-NODE_59_length_89443_cov_12.6287_ID_117-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_59_length_89443_cov_12.6287_ID_117-processed-gene-0.18&CDS=1-777
52	OG0000052	YDL192W, YOR094W	genemark-NODE_7_length_280080_cov_11.8606_ID_13-processed-gene-1.12-mRNA-1_1&gene=genemark-NODE_7_length_280080_cov_11.8606_ID_13-processed-gene-1.12&CDS=1-546, genemark-NODE_8_length_266187_cov_12.3814_ID_15-processed-gene-1.113-mRNA-1_1&gene=genemark-NODE_8_length_266187_cov_12.3814_ID_15-processed-gene-1.113&CDS=1-543
53	OG0000053	YDL216C, YFR004W	augustus_masked-NODE_41_length_115665_cov_11.995_ID_81-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-NODE_41_length_115665_cov_11.995_ID_81-processed-gene-0.121&CDS=1-927, genemark-NODE_112_length_36788_cov_12.1643_ID_223-processed-gene-0.37-mRNA-1_1&gene=genemark-NODE_112_length_36788_cov_12.1643_ID_223-processed-gene-0.37&CDS=1-1017
54	OG0000054	YDL230W, YER075C	genemark-NODE_17_length_213120_cov_12.7311_ID_33-processed-gene-1.126-mRNA-1_1&gene=genemark-NODE_17_length_213120_cov_12.7311_ID_33-processed-gene-1.126&CDS=1-2514, snap_masked-NODE_28_length_144136_cov_11.9627_ID_55-processed-gene-0.175-mRNA-1_1&gene=snap_masked-NODE_28_length_144136_cov_11.9627_ID_55-processed-gene-0.175&CDS=1-837
55	OG0000055	YDR038C, YDR039C, YDR040C	augustus_masked-NODE_39_length_120692_cov_12.2275_ID_77-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-NODE_39_length_120692_cov_12.2275_ID_77-processed-gene-0.128&CDS=1-3084
56	OG0000056	YDR072C, YKL004W	genemark-NODE_1_length_329478_cov_12.9878_ID_1-processed-gene-2.11-mRNA-1_1&gene=genemark-NODE_1_length_329478_cov_12.9878_ID_1-processed-gene-2.11&CDS=1-1371, maker-NODE_1_length_329478_cov_12.9878_ID_1-snap-gene-1.10-mRNA-1_1&gene=maker-NODE_1_length_329478_cov_12.9878_ID_1-snap-gene-1.10&CDS=1-1185
57	OG0000057	YDR235W, YML046W	augustus_masked-NODE_47_length_106780_cov_11.904_ID_93-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_47_length_106780_cov_11.904_ID_93-processed-gene-0.76&CDS=1-1611, genemark-NODE_56_length_89863_cov_12.3234_ID_111-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_56_length_89863_cov_12.3234_ID_111-processed-gene-0.4&CDS=1-1557
58	OG0000058	YDR276C, YDR525W-A	genemark-NODE_14_length_227584_cov_11.4277_ID_27-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_14_length_227584_cov_11.4277_ID_27-processed-gene-0.23&CDS=1-369, genemark-NODE_50_length_98139_cov_11.6892_ID_99-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_50_length_98139_cov_11.6892_ID_99-processed-gene-0.13&CDS=1-171
59	OG0000059	YDR347W, YJR101W	augustus_masked-NODE_40_length_117566_cov_12.0694_ID_79-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NODE_40_length_117566_cov_12.0694_ID_79-processed-gene-0.113&CDS=1-801, genemark-NODE_50_length_98139_cov_11.6892_ID_99-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_50_length_98139_cov_11.6892_ID_99-processed-gene-0.1&CDS=1-903
60	OG0000060	YDR479C, YHR150W	genemark-NODE_2_length_299800_cov_11.8646_ID_3-processed-gene-1.97-mRNA-1_1&gene=genemark-NODE_2_length_299800_cov_11.8646_ID_3-processed-gene-1.97&CDS=1-1332, genemark-NODE_61_length_86536_cov_11.21_ID_121-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_61_length_86536_cov_11.21_ID_121-processed-gene-0.76&CDS=1-1509
61	OG0000061	YEL041W, YJR049C	augustus_masked-NODE_29_length_143740_cov_12.1056_ID_57-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-NODE_29_length_143740_cov_12.1056_ID_57-processed-gene-0.150&CDS=1-1374, genemark-NODE_55_length_91178_cov_12.208_ID_109-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_55_length_91178_cov_12.208_ID_109-processed-gene-0.13&CDS=1-1335
62	OG0000062	YER056C, YER060W, YER060W-A	genemark-NODE_11_length_240857_cov_12.1525_ID_21-processed-gene-1.206-mRNA-1_1&gene=genemark-NODE_11_length_240857_cov_12.1525_ID_21-processed-gene-1.206&CDS=1-1539
63	OG0000063	YER133W, YML016C	genemark-NODE_12_length_235068_cov_12.0792_ID_23-processed-gene-0.107-mRNA-1_1&gene=genemark-NODE_12_length_235068_cov_12.0792_ID_23-processed-gene-0.107&CDS=1-1635, genemark-NODE_13_length_230157_cov_12.3957_ID_25-processed-gene-1.179-mRNA-1_1&gene=genemark-NODE_13_length_230157_cov_12.3957_ID_25-processed-gene-1.179&CDS=1-978
64	OG0000064	YFL059W, YMR096W, YNL333W	genemark-NODE_6_length_282082_cov_12.0598_ID_11-processed-gene-1.164-mRNA-1_1&gene=genemark-NODE_6_length_282082_cov_12.0598_ID_11-processed-gene-1.164&CDS=1-876
65	OG0000065	YFL060C, YMR095C, YNL334C	genemark-NODE_6_length_282082_cov_12.0598_ID_11-processed-gene-1.165-mRNA-1_1&gene=genemark-NODE_6_length_282082_cov_12.0598_ID_11-processed-gene-1.165&CDS=1-717
66	OG0000066	YGL003C, YGL116W	genemark-NODE_22_length_171471_cov_11.5858_ID_43-processed-gene-0.149-mRNA-1_1&gene=genemark-NODE_22_length_171471_cov_11.5858_ID_43-processed-gene-0.149&CDS=1-1692, genemark-NODE_23_length_169011_cov_11.9977_ID_45-processed-gene-0.153-mRNA-1_1&gene=genemark-NODE_23_length_169011_cov_11.9977_ID_45-processed-gene-0.153&CDS=1-1479
67	OG0000067	YGL073W, YOR140W	genemark-NODE_110_length_37921_cov_15.5567_ID_219-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_110_length_37921_cov_15.5567_ID_219-processed-gene-0.15&CDS=1-2337, genemark-NODE_70_length_73143_cov_12.9276_ID_139-processed-gene-0.80-mRNA-1_1&gene=genemark-NODE_70_length_73143_cov_12.9276_ID_139-processed-gene-0.80&CDS=1-1392
68	OG0000068	YGL076C, YPL198W	genemark-NODE_120_length_32315_cov_11.6064_ID_239-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_120_length_32315_cov_11.6064_ID_239-processed-gene-0.25&CDS=1-747, genemark-NODE_70_length_73143_cov_12.9276_ID_139-processed-gene-0.98-mRNA-1_1&gene=genemark-NODE_70_length_73143_cov_12.9276_ID_139-processed-gene-0.98&CDS=1-750
69	OG0000069	YGL138C	augustus_masked-NODE_2_length_299800_cov_11.8646_ID_3-processed-gene-1.156-mRNA-1_1&gene=augustus_masked-NODE_2_length_299800_cov_11.8646_ID_3-processed-gene-1.156&CDS=1-813, genemark-NODE_74_length_68791_cov_12.1023_ID_147-processed-gene-0.33-mRNA-1_1&gene=genemark-NODE_74_length_68791_cov_12.1023_ID_147-processed-gene-0.33&CDS=1-930, snap_masked-NODE_4_length_296429_cov_12.5131_ID_7-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_4_length_296429_cov_12.5131_ID_7-processed-gene-0.37&CDS=1-1101
70	OG0000070	YGL147C, YNL067W	genemark-NODE_127_length_30389_cov_11.3767_ID_253-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_127_length_30389_cov_11.3767_ID_253-processed-gene-0.1&CDS=1-567, genemark-NODE_48_length_106024_cov_12.8149_ID_95-processed-gene-0.74-mRNA-1_1&gene=genemark-NODE_48_length_106024_cov_12.8149_ID_95-processed-gene-0.74&CDS=1-567
71	OG0000071	YGL156W	genemark-NODE_49_length_103607_cov_12.4398_ID_97-processed-gene-0.14-mRNA-1_1&gene=genemark-NODE_49_length_103607_cov_12.4398_ID_97-processed-gene-0.14&CDS=1-3225, genemark-NODE_73_length_71091_cov_11.6258_ID_145-processed-gene-0.71-mRNA-1_1&gene=genemark-NODE_73_length_71091_cov_11.6258_ID_145-processed-gene-0.71&CDS=1-3357, genemark-NODE_9_length_261673_cov_13.3741_ID_17-processed-gene-1.228-mRNA-1_1&gene=genemark-NODE_9_length_261673_cov_13.3741_ID_17-processed-gene-1.228&CDS=1-3186
72	OG0000072	YGL160W, YLR047C	genemark-NODE_27_length_145672_cov_12.0219_ID_53-processed-gene-0.79-mRNA-1_1&gene=genemark-NODE_27_length_145672_cov_12.0219_ID_53-processed-gene-0.79&CDS=1-1776, snap_masked-NODE_144_length_15788_cov_11.2311_ID_287-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_144_length_15788_cov_11.2311_ID_287-processed-gene-0.25&CDS=1-1461
73	OG0000073	YGL213C, YKL021C	genemark-NODE_12_length_235068_cov_12.0792_ID_23-processed-gene-1.111-mRNA-1_1&gene=genemark-NODE_12_length_235068_cov_12.0792_ID_23-processed-gene-1.111&CDS=1-915, genemark-NODE_52_length_95410_cov_12.4958_ID_103-processed-gene-0.66-mRNA-1_1&gene=genemark-NODE_52_length_95410_cov_12.4958_ID_103-processed-gene-0.66&CDS=1-1056
74	OG0000074	YGR055W	genemark-NODE_19_length_190036_cov_12.6426_ID_37-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_19_length_190036_cov_12.6426_ID_37-processed-gene-0.24&CDS=1-1653, genemark-NODE_19_length_190036_cov_12.6426_ID_37-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_19_length_190036_cov_12.6426_ID_37-processed-gene-0.25&CDS=1-1626, genemark-NODE_5_length_295438_cov_11.9743_ID_9-processed-gene-1.244-mRNA-1_1&gene=genemark-NODE_5_length_295438_cov_11.9743_ID_9-processed-gene-1.244&CDS=1-1590
75	OG0000075	YGR087C, YLR044C, YLR134W	genemark-NODE_49_length_103607_cov_12.4398_ID_97-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_49_length_103607_cov_12.4398_ID_97-processed-gene-0.9&CDS=1-1698
76	OG0000076	YGR192C, YJL052W, YJR009C	genemark-NODE_59_length_89443_cov_12.6287_ID_117-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_59_length_89443_cov_12.6287_ID_117-processed-gene-0.4&CDS=1-1008
77	OG0000077	YGR260W	augustus_masked-NODE_15_length_224791_cov_11.9214_ID_29-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-NODE_15_length_224791_cov_11.9214_ID_29-processed-gene-0.94&CDS=1-2325, genemark-NODE_78_length_64453_cov_13.4504_ID_155-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_78_length_64453_cov_13.4504_ID_155-processed-gene-0.26&CDS=1-1593, genemark-NODE_78_length_64453_cov_13.4504_ID_155-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_78_length_64453_cov_13.4504_ID_155-processed-gene-0.32&CDS=1-1473
78	OG0000078	YHR179W, YPL171C	genemark-NODE_21_length_174502_cov_14.6347_ID_41-processed-gene-0.90-mRNA-1_1&gene=genemark-NODE_21_length_174502_cov_14.6347_ID_41-processed-gene-0.90&CDS=1-1104, genemark-NODE_23_length_169011_cov_11.9977_ID_45-processed-gene-0.162-mRNA-1_1&gene=genemark-NODE_23_length_169011_cov_11.9977_ID_45-processed-gene-0.162&CDS=1-1092
79	OG0000079	YIL160C	genemark-NODE_136_length_24681_cov_12.4115_ID_271-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_136_length_24681_cov_12.4115_ID_271-processed-gene-0.31&CDS=1-1236, genemark-NODE_4_length_296429_cov_12.5131_ID_7-processed-gene-0.50-mRNA-1_1&gene=genemark-NODE_4_length_296429_cov_12.5131_ID_7-processed-gene-0.50&CDS=1-1248, genemark-NODE_71_length_71598_cov_12.5033_ID_141-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_71_length_71598_cov_12.5033_ID_141-processed-gene-0.32&CDS=1-1248
80	OG0000080	YIR033W, YKL020C	augustus_masked-NODE_32_length_132186_cov_12.7113_ID_63-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_32_length_132186_cov_12.7113_ID_63-processed-gene-0.76&CDS=1-3657, genemark-NODE_2_length_299800_cov_11.8646_ID_3-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_2_length_299800_cov_11.8646_ID_3-processed-gene-0.20&CDS=1-3243
81	OG0000081	YJL092W, YOL095C	augustus_masked-NODE_3_length_297376_cov_12.4251_ID_5-processed-gene-1.146-mRNA-1_1&gene=augustus_masked-NODE_3_length_297376_cov_12.4251_ID_5-processed-gene-1.146&CDS=1-2328, maker-NODE_48_length_106024_cov_12.8149_ID_95-augustus-gene-0.3-mRNA-1_1&gene=maker-NODE_48_length_106024_cov_12.8149_ID_95-augustus-gene-0.3&CDS=1-2253
82	OG0000082	YJR005W, YKL135C	genemark-NODE_14_length_227584_cov_11.4277_ID_27-processed-gene-1.77-mRNA-1_1&gene=genemark-NODE_14_length_227584_cov_11.4277_ID_27-processed-gene-1.77&CDS=1-2094, genemark-NODE_1_length_329478_cov_12.9878_ID_1-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_1_length_329478_cov_12.9878_ID_1-processed-gene-0.18&CDS=1-2214
83	OG0000083	YJR119C, YMR176W	genemark-NODE_11_length_240857_cov_12.1525_ID_21-processed-gene-1.181-mRNA-1_1&gene=genemark-NODE_11_length_240857_cov_12.1525_ID_21-processed-gene-1.181&CDS=1-2307, snap_masked-NODE_11_length_240857_cov_12.1525_ID_21-processed-gene-0.74-mRNA-1_1&gene=snap_masked-NODE_11_length_240857_cov_12.1525_ID_21-processed-gene-0.74&CDS=1-4077
84	OG0000084	YKL088W, YKR072C	genemark-NODE_53_length_94915_cov_12.3096_ID_105-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_53_length_94915_cov_12.3096_ID_105-processed-gene-0.75&CDS=1-1437, genemark-NODE_89_length_56946_cov_12.1427_ID_177-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_89_length_56946_cov_12.1427_ID_177-processed-gene-0.1&CDS=1-1491
85	OG0000085	YKL188C, YPL147W	genemark-NODE_106_length_40983_cov_11.9699_ID_211-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_106_length_40983_cov_11.9699_ID_211-processed-gene-0.12&CDS=1-2445, genemark-NODE_61_length_86536_cov_11.21_ID_121-processed-gene-0.57-mRNA-1_1&gene=genemark-NODE_61_length_86536_cov_11.21_ID_121-processed-gene-0.57&CDS=1-2067
86	OG0000086	YKR039W	genemark-NODE_33_length_131941_cov_12.6916_ID_65-processed-gene-0.163-mRNA-1_1&gene=genemark-NODE_33_length_131941_cov_12.6916_ID_65-processed-gene-0.163&CDS=1-1752, genemark-NODE_59_length_89443_cov_12.6287_ID_117-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_59_length_89443_cov_12.6287_ID_117-processed-gene-0.19&CDS=1-1734, genemark-NODE_8_length_266187_cov_12.3814_ID_15-processed-gene-1.194-mRNA-1_1&gene=genemark-NODE_8_length_266187_cov_12.3814_ID_15-processed-gene-1.194&CDS=1-1764
