	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035048_Barnettozyma_salicaria
117	OG0000117	YBR294W, YLR092W	genemark-flattened_line_29-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-0.18&CDS=1-2355
118	OG0000118	YCL024W, YDR507C	genemark-flattened_line_17-processed-gene-3.221-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-3.221&CDS=1-3420
119	OG0000119	YCL025C, YDR508C	genemark-flattened_line_11-processed-gene-0.63-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-0.63&CDS=1-1758
120	OG0000120	YCL035C, YDR513W	genemark-flattened_line_15-processed-gene-3.328-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-3.328&CDS=1-306
121	OG0000121	YCL036W, YDR514C	snap_masked-flattened_line_15-processed-gene-3.44-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-3.44&CDS=1-1320
122	OG0000122	YCL040W, YDR516C	genemark-flattened_line_15-processed-gene-3.278-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-3.278&CDS=1-1425
123	OG0000123	YCL048W, YDR522C	genemark-flattened_line_3-processed-gene-1.112-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-1.112&CDS=1-1440
124	OG0000124	YCL050C, YDR530C	genemark-flattened_line_17-processed-gene-2.139-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-2.139&CDS=1-954
125	OG0000125	YCL064C, YIL167W	genemark-flattened_line_3-processed-gene-6.22-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-6.22&CDS=1-1023
126	OG0000126	YCR010C, YNR002C	genemark-flattened_line_29-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-0.24&CDS=1-804
127	OG0000127	YCR012W	genemark-flattened_line_2-processed-gene-3.11-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.11&CDS=1-1245, genemark-flattened_line_2-processed-gene-5.144-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.144&CDS=1-1245
128	OG0000128	YCR026C, YEL016C	genemark-flattened_line_23-processed-gene-2.27-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-2.27&CDS=1-2115
129	OG0000129	YCR027C	genemark-flattened_line_2-processed-gene-3.17-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.17&CDS=1-543, genemark-flattened_line_2-processed-gene-5.138-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.138&CDS=1-543
130	OG0000130	YCR031C, YJL191W	genemark-flattened_line_7-processed-gene-5.75-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-5.75&CDS=1-426
131	OG0000131	YCR037C, YJL198W	genemark-flattened_line_23-processed-gene-1.115-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-1.115&CDS=1-2631
132	OG0000132	YCR063W	genemark-flattened_line_2-processed-gene-0.32-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.32&CDS=1-459, genemark-flattened_line_2-processed-gene-8.39-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.39&CDS=1-459
133	OG0000133	YCR067C, YNR026C	genemark-flattened_line_27-processed-gene-2.12-mRNA-1_1&gene=genemark-flattened_line_27-processed-gene-2.12&CDS=1-1410
134	OG0000134	YCR073C, YNR031C	genemark-flattened_line_0-processed-gene-7.16-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.16&CDS=1-3936
135	OG0000135	YCR073W-A, YNR034W	genemark-flattened_line_13-processed-gene-4.32-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-4.32&CDS=1-921
136	OG0000136	YDL015C	genemark-flattened_line_2-processed-gene-3.29-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.29&CDS=1-831, genemark-flattened_line_2-processed-gene-6.141-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.141&CDS=1-831
137	OG0000137	YDL022W	genemark-flattened_line_2-processed-gene-3.36-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.36&CDS=1-1152, genemark-flattened_line_2-processed-gene-5.121-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.121&CDS=1-1152
138	OG0000138	YDL030W	genemark-flattened_line_2-processed-gene-4.126-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.126&CDS=1-1491, genemark-flattened_line_2-processed-gene-4.148-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.148&CDS=1-1491
139	OG0000139	YDL042C, YOL068C	genemark-flattened_line_21-processed-gene-0.74-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-0.74&CDS=1-1554
140	OG0000140	YDL048C, YLR375W	genemark-flattened_line_3-processed-gene-5.46-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-5.46&CDS=1-1101
141	OG0000141	YDL049C	genemark-flattened_line_19-processed-gene-2.240-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-2.240&CDS=1-834, genemark-flattened_line_9-processed-gene-2.44-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-2.44&CDS=1-858
142	OG0000142	YDL075W, YLR406C	genemark-flattened_line_39-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_39-processed-gene-0.47&CDS=1-354
143	OG0000143	YDL079C, YMR139W	genemark-flattened_line_0-processed-gene-5.145-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.145&CDS=1-942
144	OG0000144	YDL083C, YMR143W	genemark-flattened_line_9-processed-gene-4.25-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-4.25&CDS=1-438
145	OG0000145	YDL103C	genemark-flattened_line_2-processed-gene-2.135-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.135&CDS=1-1338, genemark-flattened_line_2-processed-gene-7.31-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.31&CDS=1-1338
146	OG0000146	YDL104C	genemark-flattened_line_2-processed-gene-2.167-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.167&CDS=1-1155, genemark-flattened_line_2-processed-gene-7.2-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.2&CDS=1-1155
147	OG0000147	YDL105W	genemark-flattened_line_2-processed-gene-2.141-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.141&CDS=1-1212, genemark-flattened_line_2-processed-gene-7.7-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.7&CDS=1-1212
148	OG0000148	YDL109C, YGL144C	maker-flattened_line_47-snap-gene-0.106-mRNA-1_1&gene=maker-flattened_line_47-snap-gene-0.106&CDS=1-3291
149	OG0000149	YDL136W, YDL191W	genemark-flattened_line_3-processed-gene-7.175-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-7.175&CDS=1-378
150	OG0000150	YDL137W, YDL192W	genemark-flattened_line_3-processed-gene-7.174-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-7.174&CDS=1-543
151	OG0000151	YDL138W, YDL194W	genemark-flattened_line_3-processed-gene-7.172-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-7.172&CDS=1-2037
152	OG0000152	YDL155W, YLR210W	genemark-flattened_line_27-processed-gene-1.130-mRNA-1_1&gene=genemark-flattened_line_27-processed-gene-1.130&CDS=1-1323
153	OG0000153	YDL164C	genemark-flattened_line_2-processed-gene-1.135-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.135&CDS=1-2199, genemark-flattened_line_2-processed-gene-7.24-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.24&CDS=1-2199
154	OG0000154	YDL165W	snap_masked-flattened_line_2-processed-gene-4.31-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.31&CDS=1-954, snap_masked-flattened_line_2-processed-gene-5.7-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-5.7&CDS=1-954
155	OG0000155	YDL166C	genemark-flattened_line_2-processed-gene-4.113-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.113&CDS=1-555, genemark-flattened_line_2-processed-gene-5.123-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.123&CDS=1-555
156	OG0000156	YDL167C	maker-flattened_line_2-snap-gene-3.53-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-3.53&CDS=1-1758, maker-flattened_line_2-snap-gene-6.60-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-6.60&CDS=1-1758
157	OG0000157	YDL168W	genemark-flattened_line_2-processed-gene-3.2-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.2&CDS=1-1152, genemark-flattened_line_2-processed-gene-6.172-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.172&CDS=1-1152
158	OG0000158	YDL218W	augustus_masked-flattened_line_7-processed-gene-5.1-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-5.1&CDS=1-1119, snap_masked-flattened_line_57-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_57-processed-gene-0.39&CDS=1-732
159	OG0000159	YDL222C, YNL194C	augustus_masked-flattened_line_39-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-0.104&CDS=1-2589
160	OG0000160	YDL224C, YNL197C	genemark-flattened_line_5-processed-gene-5.155-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-5.155&CDS=1-1788
161	OG0000161	YDL229W, YNL209W	genemark-flattened_line_15-processed-gene-2.121-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-2.121&CDS=1-1839
162	OG0000162	YDL246C, YJR159W	genemark-flattened_line_11-processed-gene-0.70-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-0.70&CDS=1-1065
163	OG0000163	YDR061W	genemark-flattened_line_2-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.48&CDS=1-1491, genemark-flattened_line_2-processed-gene-8.20-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.20&CDS=1-1491
164	OG0000164	YDR064W	genemark-flattened_line_2-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.26&CDS=1-846, genemark-flattened_line_2-processed-gene-8.45-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.45&CDS=1-846
165	OG0000165	YDR065W	genemark-flattened_line_2-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.27&CDS=1-876, genemark-flattened_line_2-processed-gene-8.44-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.44&CDS=1-876
166	OG0000166	YDR074W	snap_masked-flattened_line_2-processed-gene-1.55-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.55&CDS=1-2619, snap_masked-flattened_line_2-processed-gene-8.153-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-8.153&CDS=1-2619
167	OG0000167	YDR075W	genemark-flattened_line_2-processed-gene-1.127-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.127&CDS=1-918, maker-flattened_line_2-snap-gene-8.137-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-8.137&CDS=1-1011
168	OG0000168	YDR080W	genemark-flattened_line_2-processed-gene-3.32-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.32&CDS=1-2733, genemark-flattened_line_2-processed-gene-6.137-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.137&CDS=1-2733
169	OG0000169	YDR098C, YER174C	genemark-flattened_line_27-processed-gene-2.20-mRNA-1_1&gene=genemark-flattened_line_27-processed-gene-2.20&CDS=1-753
170	OG0000170	YDR107C, YLR083C	genemark-flattened_line_9-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-0.15&CDS=1-1851
171	OG0000171	YDR122W, YLR096W	genemark-flattened_line_9-processed-gene-3.95-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-3.95&CDS=1-3636
172	OG0000172	YDR125C, YLR099C	snap_masked-flattened_line_5-processed-gene-1.87-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-1.87&CDS=1-1548
173	OG0000173	YDR132C, YLR108C	genemark-flattened_line_43-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_43-processed-gene-0.34&CDS=1-1227
174	OG0000174	YDR134C, YLR110C	genemark-flattened_line_43-processed-gene-0.60-mRNA-1_1&gene=genemark-flattened_line_43-processed-gene-0.60&CDS=1-381
175	OG0000175	YDR146C, YLR131C	genemark-flattened_line_5-processed-gene-7.79-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-7.79&CDS=1-2058
176	OG0000176	YDR151C, YLR136C	genemark-flattened_line_15-processed-gene-1.150-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.150&CDS=1-1239
177	OG0000177	YDR178W, YLR164W	genemark-flattened_line_33-processed-gene-1.216-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-1.216&CDS=1-522
178	OG0000178	YDR200C, YLR238W	genemark-flattened_line_0-processed-gene-1.2-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.2&CDS=1-1473
179	OG0000179	YDR206W, YLR233C	genemark-flattened_line_0-processed-gene-1.29-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.29&CDS=1-2358
180	OG0000180	YDR213W, YLR228C	genemark-flattened_line_7-processed-gene-6.42-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-6.42&CDS=1-1923
181	OG0000181	YDR216W	genemark-flattened_line_2-processed-gene-3.21-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.21&CDS=1-3321, genemark-flattened_line_2-processed-gene-5.134-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.134&CDS=1-3321
182	OG0000182	YDR217C	snap_masked-flattened_line_2-processed-gene-3.94-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.94&CDS=1-3327, snap_masked-flattened_line_2-processed-gene-5.19-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-5.19&CDS=1-3327
183	OG0000183	YDR247W, YPL026C	genemark-flattened_line_11-processed-gene-2.56-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-2.56&CDS=1-1362
184	OG0000184	YDR251W, YPL032C	genemark-flattened_line_35-processed-gene-0.198-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.198&CDS=1-2607
185	OG0000185	YDR253C, YPL038W	maker-flattened_line_13-snap-gene-0.39-mRNA-1_1&gene=maker-flattened_line_13-snap-gene-0.39&CDS=1-681
186	OG0000186	YDR263C, YOR033C	genemark-flattened_line_9-processed-gene-1.100-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-1.100&CDS=1-2118
187	OG0000187	YDR272W, YOR040W	snap_masked-flattened_line_9-processed-gene-6.196-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-6.196&CDS=1-759
188	OG0000188	YDR277C, YOR047C	genemark-flattened_line_0-processed-gene-4.113-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.113&CDS=1-1383
189	OG0000189	YDR280W	genemark-flattened_line_2-processed-gene-4.107-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.107&CDS=1-912, genemark-flattened_line_2-processed-gene-5.126-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.126&CDS=1-912
190	OG0000190	YDR306C	genemark-flattened_line_2-processed-gene-1.134-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.134&CDS=1-1413, genemark-flattened_line_2-processed-gene-7.25-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.25&CDS=1-1413
191	OG0000191	YDR308C	genemark-flattened_line_2-processed-gene-1.112-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.112&CDS=1-426, genemark-flattened_line_2-processed-gene-7.49-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.49&CDS=1-426
192	OG0000192	YDR312W, YHR066W	genemark-flattened_line_11-processed-gene-4.40-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-4.40&CDS=1-1242
193	OG0000193	YDR326C, YHR080C	genemark-flattened_line_0-processed-gene-4.101-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.101&CDS=1-3819
194	OG0000194	YDR348C, YHR097C	genemark-flattened_line_21-processed-gene-1.1-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-1.1&CDS=1-1569
195	OG0000195	YDR351W, YHR103W	genemark-flattened_line_37-processed-gene-0.132-mRNA-1_1&gene=genemark-flattened_line_37-processed-gene-0.132&CDS=1-2046
196	OG0000196	YDR379W, YOR127W	genemark-flattened_line_5-processed-gene-5.147-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-5.147&CDS=1-3063
197	OG0000197	YDR385W, YOR133W	augustus_masked-flattened_line_25-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-2.117&CDS=1-2526
198	OG0000198	YDR389W, YOR134W	genemark-flattened_line_13-processed-gene-1.138-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-1.138&CDS=1-1536
199	OG0000199	YDR409W, YOR156C	genemark-flattened_line_0-processed-gene-5.121-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.121&CDS=1-3108
200	OG0000200	YDR418W, YEL054C	genemark-flattened_line_17-processed-gene-1.24-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.24&CDS=1-495
201	OG0000201	YDR441C, YML022W	maker-flattened_line_11-augustus-gene-2.5-mRNA-1_1&gene=maker-flattened_line_11-augustus-gene-2.5&CDS=1-2535
202	OG0000202	YDR447C, YML024W	genemark-flattened_line_11-processed-gene-3.119-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-3.119&CDS=1-438
203	OG0000203	YDR450W, YML026C	snap_masked-flattened_line_43-processed-gene-0.119-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-0.119&CDS=1-438
204	OG0000204	YDR451C, YML027W	augustus_masked-flattened_line_43-processed-gene-0.158-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-0.158&CDS=1-1326
205	OG0000205	YDR452W	genemark-flattened_line_2-processed-gene-1.107-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.107&CDS=1-2103, genemark-flattened_line_2-processed-gene-8.5-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.5&CDS=1-2103
206	OG0000206	YDR453C, YML028W	genemark-flattened_line_0-processed-gene-8.205-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.205&CDS=1-594
207	OG0000207	YDR463W, YHR006W	genemark-flattened_line_9-processed-gene-1.75-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-1.75&CDS=1-1215
208	OG0000208	YDR475C, YOR019W	snap_masked-flattened_line_37-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-0.9&CDS=1-2046
209	OG0000209	YDR500C, YLR185W	augustus_masked-flattened_line_17-processed-gene-3.15-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-3.15&CDS=1-264
210	OG0000210	YDR501W, YLR183C	genemark-flattened_line_17-processed-gene-3.219-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-3.219&CDS=1-1497
211	OG0000211	YDR505C, YLR177W	genemark-flattened_line_17-processed-gene-3.183-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-3.183&CDS=1-1704
212	OG0000212	YEL002C	genemark-flattened_line_2-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.45&CDS=1-1311, genemark-flattened_line_2-processed-gene-8.23-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.23&CDS=1-1311
213	OG0000213	YEL004W	genemark-flattened_line_2-processed-gene-3.24-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.24&CDS=1-1089, genemark-flattened_line_2-processed-gene-5.131-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.131&CDS=1-1089
214	OG0000214	YEL007W	genemark-flattened_line_2-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.18&CDS=1-1950, genemark-flattened_line_2-processed-gene-8.53-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.53&CDS=1-1950
215	OG0000215	YEL022W, YJR031C	genemark-flattened_line_0-processed-gene-3.51-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.51&CDS=1-4281
216	OG0000216	YEL043W	genemark-flattened_line_2-processed-gene-1.148-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.148&CDS=1-3159, genemark-flattened_line_2-processed-gene-7.11-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.11&CDS=1-3159
217	OG0000217	YEL044W	genemark-flattened_line_2-processed-gene-1.147-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.147&CDS=1-372, genemark-flattened_line_2-processed-gene-7.12-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.12&CDS=1-372
218	OG0000218	YEL048C	snap_masked-flattened_line_2-processed-gene-1.77-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.77&CDS=1-438, snap_masked-flattened_line_2-processed-gene-7.87-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-7.87&CDS=1-438
219	OG0000219	YEL065W	genemark-flattened_line_21-processed-gene-2.51-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-2.51&CDS=1-1848, genemark-flattened_line_53-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_53-processed-gene-0.30&CDS=1-1860
220	OG0000220	YER002W	genemark-flattened_line_2-processed-gene-0.55-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.55&CDS=1-663, genemark-flattened_line_2-processed-gene-8.13-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.13&CDS=1-663
221	OG0000221	YER003C	genemark-flattened_line_2-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.34&CDS=1-1293, genemark-flattened_line_2-processed-gene-8.37-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.37&CDS=1-1293
222	OG0000222	YER009W	genemark-flattened_line_2-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.54&CDS=1-375, genemark-flattened_line_2-processed-gene-8.14-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.14&CDS=1-375
223	OG0000223	YER019C-A, YER087C-B	snap_masked-flattened_line_3-processed-gene-7.101-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-7.101&CDS=1-270
224	OG0000224	YER024W	genemark-flattened_line_2-processed-gene-1.120-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.120&CDS=1-2349, genemark-flattened_line_2-processed-gene-7.41-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.41&CDS=1-2349
