	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034709_Kluyveromyces_aestuarii
44	OG0000044	YOL119C, YOR306C	snap_masked-NODE_15_length_291038_cov_28.0476_ID_29-processed-gene-1.272-mRNA-1_1&gene=snap_masked-NODE_15_length_291038_cov_28.0476_ID_29-processed-gene-1.272&CDS=1-1452, snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-2.167-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-2.167&CDS=1-1512, snap_masked-NODE_8_length_516559_cov_30.1547_ID_15-processed-gene-4.193-mRNA-1_1&gene=snap_masked-NODE_8_length_516559_cov_30.1547_ID_15-processed-gene-4.193&CDS=1-1617
45	OG0000045	Q0045, Q0065, Q0070	maker-NODE_25_length_70300_cov_381.302_ID_49-snap-gene-0.30-mRNA-1_1&gene=maker-NODE_25_length_70300_cov_381.302_ID_49-snap-gene-0.30&CDS=1-315, maker-NODE_25_length_70300_cov_381.302_ID_49-snap-gene-0.31-mRNA-1_1&gene=maker-NODE_25_length_70300_cov_381.302_ID_49-snap-gene-0.31&CDS=1-288
46	OG0000046	Q0105, Q0110, Q0115, Q0120	snap_masked-NODE_25_length_70300_cov_381.302_ID_49-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NODE_25_length_70300_cov_381.302_ID_49-processed-gene-0.43&CDS=1-312
47	OG0000047		augustus_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-7.44-mRNA-1_1&gene=augustus_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-7.44&CDS=1-2124, augustus_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-7.45-mRNA-1_1&gene=augustus_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-7.45&CDS=1-1002, augustus_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-7.46-mRNA-1_1&gene=augustus_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-7.46&CDS=1-2166, snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-7.60-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-7.60&CDS=1-2139, snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-2.65-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-2.65&CDS=1-1908
48	OG0000048	YAL018C, YOL048C	maker-NODE_8_length_516559_cov_30.1547_ID_15-augustus-gene-4.135-mRNA-1_1&gene=maker-NODE_8_length_516559_cov_30.1547_ID_15-augustus-gene-4.135&CDS=1-903, snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.184-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.184&CDS=1-945
49	OG0000049	YAL023C, YGR199W	snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.178-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.178&CDS=1-2232, snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-2.121-mRNA-1_1&gene=snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-2.121&CDS=1-2250
50	OG0000050	YAL051W, YOR363C	snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-2.75-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-2.75&CDS=1-2943, snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-2.76-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-2.76&CDS=1-2586
51	OG0000051	YAL054C, YLR153C	snap_masked-NODE_13_length_344462_cov_51.4643_ID_25-processed-gene-2.155-mRNA-1_1&gene=snap_masked-NODE_13_length_344462_cov_51.4643_ID_25-processed-gene-2.155&CDS=1-2046, snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-2.61-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-2.61&CDS=1-2109
52	OG0000052	YBL003C, YDR225W	snap_masked-NODE_16_length_247587_cov_27.0586_ID_31-processed-gene-1.206-mRNA-1_1&gene=snap_masked-NODE_16_length_247587_cov_27.0586_ID_31-processed-gene-1.206&CDS=1-390, snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-4.125-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-4.125&CDS=1-390
53	OG0000053	YBL011W, YKR067W	snap_masked-NODE_3_length_740742_cov_27.1728_ID_5-processed-gene-6.133-mRNA-1_1&gene=snap_masked-NODE_3_length_740742_cov_27.1728_ID_5-processed-gene-6.133&CDS=1-2163, snap_masked-NODE_8_length_516559_cov_30.1547_ID_15-processed-gene-1.50-mRNA-1_1&gene=snap_masked-NODE_8_length_516559_cov_30.1547_ID_15-processed-gene-1.50&CDS=1-2148
54	OG0000054	YBL016W, YGR040W	genemark-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-3.256-mRNA-1_1&gene=genemark-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-3.256&CDS=1-1086, snap_masked-NODE_26_length_63280_cov_28.0214_ID_51-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_26_length_63280_cov_28.0214_ID_51-processed-gene-0.26&CDS=1-1077
55	OG0000055	YBL052C, YOR244W	genemark-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-5.65-mRNA-1_1&gene=genemark-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-5.65&CDS=1-2181, snap_masked-NODE_3_length_740742_cov_27.1728_ID_5-processed-gene-3.87-mRNA-1_1&gene=snap_masked-NODE_3_length_740742_cov_27.1728_ID_5-processed-gene-3.87&CDS=1-1311
56	OG0000056	YBR009C, YNL030W	snap_masked-NODE_11_length_412906_cov_27.0339_ID_21-processed-gene-2.6-mRNA-1_1&gene=snap_masked-NODE_11_length_412906_cov_27.0339_ID_21-processed-gene-2.6&CDS=1-309, snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-4.117-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-4.117&CDS=1-309
57	OG0000057	YBR010W, YNL031C	snap_masked-NODE_11_length_412906_cov_27.0339_ID_21-processed-gene-2.8-mRNA-1_1&gene=snap_masked-NODE_11_length_412906_cov_27.0339_ID_21-processed-gene-2.8&CDS=1-408, snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-4.136-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-4.136&CDS=1-408
58	OG0000058	YBR011C, YMR267W	genemark-NODE_12_length_381431_cov_26.8905_ID_23-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_12_length_381431_cov_26.8905_ID_23-processed-gene-0.75&CDS=1-870, snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-4.116-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-4.116&CDS=1-858
59	OG0000059	YBR025C, YHL014C	maker-NODE_15_length_291038_cov_28.0476_ID_29-augustus-gene-1.308-mRNA-1_1&gene=maker-NODE_15_length_291038_cov_28.0476_ID_29-augustus-gene-1.308&CDS=1-2115, snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-1.40-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-1.40&CDS=1-1179
60	OG0000060	YBR038W, YNL192W	augustus_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-5.160-mRNA-1_1&gene=augustus_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-5.160&CDS=1-4287, snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-1.27-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-1.27&CDS=1-2763
61	OG0000061	YBR059C, YIL095W	snap_masked-NODE_11_length_412906_cov_27.0339_ID_21-processed-gene-1.30-mRNA-1_1&gene=snap_masked-NODE_11_length_412906_cov_27.0339_ID_21-processed-gene-1.30&CDS=1-2259, snap_masked-NODE_12_length_381431_cov_26.8905_ID_23-processed-gene-1.125-mRNA-1_1&gene=snap_masked-NODE_12_length_381431_cov_26.8905_ID_23-processed-gene-1.125&CDS=1-2409
62	OG0000062	YBR073W, YGL163C	snap_masked-NODE_12_length_381431_cov_26.8905_ID_23-processed-gene-1.115-mRNA-1_1&gene=snap_masked-NODE_12_length_381431_cov_26.8905_ID_23-processed-gene-1.115&CDS=1-2715, snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-3.17-mRNA-1_1&gene=snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-3.17&CDS=1-2655
63	OG0000063	YBR114W, YOR191W	genemark-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-3.88-mRNA-1_1&gene=genemark-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-3.88&CDS=1-2322, snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-1.16-mRNA-1_1&gene=snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-1.16&CDS=1-4896
64	OG0000064	YBR139W, YMR297W	snap_masked-NODE_16_length_247587_cov_27.0586_ID_31-processed-gene-1.186-mRNA-1_1&gene=snap_masked-NODE_16_length_247587_cov_27.0586_ID_31-processed-gene-1.186&CDS=1-1494, snap_masked-NODE_17_length_240136_cov_29.3823_ID_33-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NODE_17_length_240136_cov_29.3823_ID_33-processed-gene-0.33&CDS=1-1611
65	OG0000065	YBR237W, YNL112W	maker-NODE_6_length_597287_cov_27.2088_ID_11-snap-gene-4.96-mRNA-1_1&gene=maker-NODE_6_length_597287_cov_27.2088_ID_11-snap-gene-4.96&CDS=1-1644, snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-2.125-mRNA-1_1&gene=snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-2.125&CDS=1-2481
66	OG0000066	YBR245C, YOR304W	snap_masked-NODE_15_length_291038_cov_28.0476_ID_29-processed-gene-1.224-mRNA-1_1&gene=snap_masked-NODE_15_length_291038_cov_28.0476_ID_29-processed-gene-1.224&CDS=1-3234, snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-2.150-mRNA-1_1&gene=snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-2.150&CDS=1-3276
67	OG0000067	YBR248C, YDR035W	maker-NODE_5_length_653240_cov_27.0146_ID_9-snap-gene-2.54-mRNA-1_1&gene=maker-NODE_5_length_653240_cov_27.0146_ID_9-snap-gene-2.54&CDS=1-2685, snap_masked-NODE_12_length_381431_cov_26.8905_ID_23-processed-gene-1.156-mRNA-1_1&gene=snap_masked-NODE_12_length_381431_cov_26.8905_ID_23-processed-gene-1.156&CDS=1-1113
68	OG0000068	YBR263W, YLR058C	snap_masked-NODE_15_length_291038_cov_28.0476_ID_29-processed-gene-1.282-mRNA-1_1&gene=snap_masked-NODE_15_length_291038_cov_28.0476_ID_29-processed-gene-1.282&CDS=1-1407, snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-6.85-mRNA-1_1&gene=snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-6.85&CDS=1-1482
69	OG0000069	YBR264C, YKR014C	snap_masked-NODE_12_length_381431_cov_26.8905_ID_23-processed-gene-2.36-mRNA-1_1&gene=snap_masked-NODE_12_length_381431_cov_26.8905_ID_23-processed-gene-2.36&CDS=1-612, snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-6.44-mRNA-1_1&gene=snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-6.44&CDS=1-621
70	OG0000070	YBR298C, YDL247W, YJR160C	snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-0.22-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-0.22&CDS=1-1722
71	OG0000071	YCL037C, YDR515W	genemark-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-2.31-mRNA-1_1&gene=genemark-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-2.31&CDS=1-636, snap_masked-NODE_18_length_231117_cov_28.1554_ID_35-processed-gene-0.84-mRNA-1_1&gene=snap_masked-NODE_18_length_231117_cov_28.1554_ID_35-processed-gene-0.84&CDS=1-1263
72	OG0000072	YCL064C, YIL167W	snap_masked-NODE_18_length_231117_cov_28.1554_ID_35-processed-gene-0.66-mRNA-1_1&gene=snap_masked-NODE_18_length_231117_cov_28.1554_ID_35-processed-gene-0.66&CDS=1-1044, snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-5.102-mRNA-1_1&gene=snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-5.102&CDS=1-981
73	OG0000073	YCL067C, YCR039C, YCR096C	snap_masked-NODE_44_length_5687_cov_48.9707_ID_87-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_44_length_5687_cov_48.9707_ID_87-processed-gene-0.5&CDS=1-687
74	OG0000074	YCR102C, YLR460C, YNL134C	genemark-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-3.151-mRNA-1_1&gene=genemark-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-3.151&CDS=1-1113
75	OG0000075	YDL066W, YLR174W	snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-6.5-mRNA-1_1&gene=snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-6.5&CDS=1-1248, snap_masked-NODE_7_length_533625_cov_27.154_ID_13-processed-gene-1.3-mRNA-1_1&gene=snap_masked-NODE_7_length_533625_cov_27.154_ID_13-processed-gene-1.3&CDS=1-1266
76	OG0000076	YDL078C, YKL085W	snap_masked-NODE_7_length_533625_cov_27.154_ID_13-processed-gene-3.140-mRNA-1_1&gene=snap_masked-NODE_7_length_533625_cov_27.154_ID_13-processed-gene-3.140&CDS=1-999, snap_masked-NODE_7_length_533625_cov_27.154_ID_13-processed-gene-4.45-mRNA-1_1&gene=snap_masked-NODE_7_length_533625_cov_27.154_ID_13-processed-gene-4.45&CDS=1-1017
77	OG0000077	YDL095W, YDR307W	augustus_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-0.60&CDS=1-1875, snap_masked-NODE_7_length_533625_cov_27.154_ID_13-processed-gene-3.147-mRNA-1_1&gene=snap_masked-NODE_7_length_533625_cov_27.154_ID_13-processed-gene-3.147&CDS=1-2484
78	OG0000078	YDL174C	snap_masked-NODE_17_length_240136_cov_29.3823_ID_33-processed-gene-1.147-mRNA-1_1&gene=snap_masked-NODE_17_length_240136_cov_29.3823_ID_33-processed-gene-1.147&CDS=1-1701, snap_masked-NODE_3_length_740742_cov_27.1728_ID_5-processed-gene-2.32-mRNA-1_1&gene=snap_masked-NODE_3_length_740742_cov_27.1728_ID_5-processed-gene-2.32&CDS=1-1734, snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-3.44-mRNA-1_1&gene=snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-3.44&CDS=1-1707
79	OG0000079	YDR037W, YNL073W	snap_masked-NODE_11_length_412906_cov_27.0339_ID_21-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_11_length_412906_cov_27.0339_ID_21-processed-gene-0.50&CDS=1-1557, snap_masked-NODE_12_length_381431_cov_26.8905_ID_23-processed-gene-1.120-mRNA-1_1&gene=snap_masked-NODE_12_length_381431_cov_26.8905_ID_23-processed-gene-1.120&CDS=1-1779
80	OG0000080	YDR038C, YDR039C, YDR040C	snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-5.81-mRNA-1_1&gene=snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-5.81&CDS=1-3237
81	OG0000081	YDR131C, YJL149W	snap_masked-NODE_23_length_83208_cov_26.9237_ID_45-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_23_length_83208_cov_26.9237_ID_45-processed-gene-0.20&CDS=1-1605, snap_masked-NODE_3_length_740742_cov_27.1728_ID_5-processed-gene-3.97-mRNA-1_1&gene=snap_masked-NODE_3_length_740742_cov_27.1728_ID_5-processed-gene-3.97&CDS=1-1575
82	OG0000082	YDR218C, YJR076C	snap_masked-NODE_16_length_247587_cov_27.0586_ID_31-processed-gene-1.180-mRNA-1_1&gene=snap_masked-NODE_16_length_247587_cov_27.0586_ID_31-processed-gene-1.180&CDS=1-1122, snap_masked-NODE_31_length_28265_cov_30.9157_ID_61-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_31_length_28265_cov_30.9157_ID_61-processed-gene-0.17&CDS=1-1236
83	OG0000083	YDR258C, YLL026W	snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-5.11-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-5.11&CDS=1-2406, snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-1.86-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-1.86&CDS=1-2688
84	OG0000084	YDR326C, YFL042C	snap_masked-NODE_15_length_291038_cov_28.0476_ID_29-processed-gene-1.244-mRNA-1_1&gene=snap_masked-NODE_15_length_291038_cov_28.0476_ID_29-processed-gene-1.244&CDS=1-2127, snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-5.7-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-5.7&CDS=1-3909
85	OG0000085	YDR338C, YHR032W	snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-2.125-mRNA-1_1&gene=snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-2.125&CDS=1-1821, snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-2.152-mRNA-1_1&gene=snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-2.152&CDS=1-2055
86	OG0000086	YDR466W, YDR490C	genemark-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-2.18-mRNA-1_1&gene=genemark-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-2.18&CDS=1-2793, snap_masked-NODE_14_length_314412_cov_27.9629_ID_27-processed-gene-2.46-mRNA-1_1&gene=snap_masked-NODE_14_length_314412_cov_27.9629_ID_27-processed-gene-2.46&CDS=1-2070
87	OG0000087	YDR492W, YOL002C	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-2.154-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-2.154&CDS=1-945, snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-0.3&CDS=1-924
88	OG0000088	YDR507C, YKL101W	snap_masked-NODE_16_length_247587_cov_27.0586_ID_31-processed-gene-1.173-mRNA-1_1&gene=snap_masked-NODE_16_length_247587_cov_27.0586_ID_31-processed-gene-1.173&CDS=1-3414, snap_masked-NODE_18_length_231117_cov_28.1554_ID_35-processed-gene-1.65-mRNA-1_1&gene=snap_masked-NODE_18_length_231117_cov_28.1554_ID_35-processed-gene-1.65&CDS=1-3366
89	OG0000089	YDR523C, YHR102W	snap_masked-NODE_18_length_231117_cov_28.1554_ID_35-processed-gene-0.55-mRNA-1_1&gene=snap_masked-NODE_18_length_231117_cov_28.1554_ID_35-processed-gene-0.55&CDS=1-1449, snap_masked-NODE_8_length_516559_cov_30.1547_ID_15-processed-gene-2.55-mRNA-1_1&gene=snap_masked-NODE_8_length_516559_cov_30.1547_ID_15-processed-gene-2.55&CDS=1-2724
90	OG0000090	YEL036C, YMR278W	genemark-NODE_20_length_127591_cov_27.0495_ID_39-processed-gene-0.120-mRNA-1_1&gene=genemark-NODE_20_length_127591_cov_27.0495_ID_39-processed-gene-0.120&CDS=1-1323, maker-NODE_14_length_314412_cov_27.9629_ID_27-augustus-gene-1.151-mRNA-1_1&gene=maker-NODE_14_length_314412_cov_27.9629_ID_27-augustus-gene-1.151&CDS=1-4305
91	OG0000091	YEL063C, YNL268W	snap_masked-NODE_18_length_231117_cov_28.1554_ID_35-processed-gene-1.107-mRNA-1_1&gene=snap_masked-NODE_18_length_231117_cov_28.1554_ID_35-processed-gene-1.107&CDS=1-1734, snap_masked-NODE_18_length_231117_cov_28.1554_ID_35-processed-gene-1.83-mRNA-1_1&gene=snap_masked-NODE_18_length_231117_cov_28.1554_ID_35-processed-gene-1.83&CDS=1-1713
92	OG0000092	YER017C, YMR089C	snap_masked-NODE_16_length_247587_cov_27.0586_ID_31-processed-gene-1.170-mRNA-1_1&gene=snap_masked-NODE_16_length_247587_cov_27.0586_ID_31-processed-gene-1.170&CDS=1-2565, snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-1.128-mRNA-1_1&gene=snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-1.128&CDS=1-2307
93	OG0000093	YER056C, YER060W, YER060W-A	snap_masked-NODE_7_length_533625_cov_27.154_ID_13-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_7_length_533625_cov_27.154_ID_13-processed-gene-0.26&CDS=1-1554
94	OG0000094	YER065C, YPR006C	snap_masked-NODE_12_length_381431_cov_26.8905_ID_23-processed-gene-2.44-mRNA-1_1&gene=snap_masked-NODE_12_length_381431_cov_26.8905_ID_23-processed-gene-2.44&CDS=1-1629, snap_masked-NODE_15_length_291038_cov_28.0476_ID_29-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_15_length_291038_cov_28.0476_ID_29-processed-gene-0.26&CDS=1-1689
95	OG0000095	YER070W, YIL066C	augustus_masked-NODE_12_length_381431_cov_26.8905_ID_23-processed-gene-2.247-mRNA-1_1&gene=augustus_masked-NODE_12_length_381431_cov_26.8905_ID_23-processed-gene-2.247&CDS=1-6948, maker-NODE_6_length_597287_cov_27.2088_ID_11-snap-gene-3.105-mRNA-1_1&gene=maker-NODE_6_length_597287_cov_27.2088_ID_11-snap-gene-3.105&CDS=1-3957
96	OG0000096	YER099C, YHL011C	snap_masked-NODE_15_length_291038_cov_28.0476_ID_29-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_15_length_291038_cov_28.0476_ID_29-processed-gene-0.19&CDS=1-960, snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-5.45-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-5.45&CDS=1-966
97	OG0000097	YER123W, YHR135C	genemark-NODE_3_length_740742_cov_27.1728_ID_5-processed-gene-5.89-mRNA-1_1&gene=genemark-NODE_3_length_740742_cov_27.1728_ID_5-processed-gene-5.89&CDS=1-1335, maker-NODE_5_length_653240_cov_27.0146_ID_9-snap-gene-5.170-mRNA-1_1&gene=maker-NODE_5_length_653240_cov_27.0146_ID_9-snap-gene-5.170&CDS=1-1539
98	OG0000098	YER172C, YGR271W	augustus_masked-NODE_17_length_240136_cov_29.3823_ID_33-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NODE_17_length_240136_cov_29.3823_ID_33-processed-gene-0.113&CDS=1-5850, snap_masked-NODE_3_length_740742_cov_27.1728_ID_5-processed-gene-6.180-mRNA-1_1&gene=snap_masked-NODE_3_length_740742_cov_27.1728_ID_5-processed-gene-6.180&CDS=1-6456
99	OG0000099	YER175C, YHR209W	snap_masked-NODE_3_length_740742_cov_27.1728_ID_5-processed-gene-6.142-mRNA-1_1&gene=snap_masked-NODE_3_length_740742_cov_27.1728_ID_5-processed-gene-6.142&CDS=1-849, snap_masked-NODE_3_length_740742_cov_27.1728_ID_5-processed-gene-6.182-mRNA-1_1&gene=snap_masked-NODE_3_length_740742_cov_27.1728_ID_5-processed-gene-6.182&CDS=1-909
100	OG0000100	YER184C	snap_masked-NODE_15_length_291038_cov_28.0476_ID_29-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_15_length_291038_cov_28.0476_ID_29-processed-gene-0.3&CDS=1-2310, snap_masked-NODE_15_length_291038_cov_28.0476_ID_29-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_15_length_291038_cov_28.0476_ID_29-processed-gene-0.4&CDS=1-330, snap_masked-NODE_15_length_291038_cov_28.0476_ID_29-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_15_length_291038_cov_28.0476_ID_29-processed-gene-0.5&CDS=1-390
101	OG0000101	YFR024C-A, YJL020C	snap_masked-NODE_10_length_474261_cov_27.8157_ID_19-processed-gene-1.155-mRNA-1_1&gene=snap_masked-NODE_10_length_474261_cov_27.8157_ID_19-processed-gene-1.155&CDS=1-2655, snap_masked-NODE_29_length_35693_cov_31.0784_ID_57-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_29_length_35693_cov_31.0784_ID_57-processed-gene-0.13&CDS=1-1197
102	OG0000102	YFR040W, YJL095W	augustus_masked-NODE_12_length_381431_cov_26.8905_ID_23-processed-gene-2.203-mRNA-1_1&gene=augustus_masked-NODE_12_length_381431_cov_26.8905_ID_23-processed-gene-2.203&CDS=1-8046, snap_masked-NODE_22_length_97324_cov_29.8668_ID_43-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_22_length_97324_cov_29.8668_ID_43-processed-gene-0.42&CDS=1-2652
103	OG0000103	YGL014W, YGL178W	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-4.110-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-4.110&CDS=1-2334, snap_masked-NODE_3_length_740742_cov_27.1728_ID_5-processed-gene-5.31-mRNA-1_1&gene=snap_masked-NODE_3_length_740742_cov_27.1728_ID_5-processed-gene-5.31&CDS=1-2442
104	OG0000104	YGL077C, YNR056C	augustus_masked-NODE_48_length_4641_cov_87.0117_ID_95-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_48_length_4641_cov_87.0117_ID_95-processed-gene-0.6&CDS=1-1944, snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-3.41-mRNA-1_1&gene=snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-3.41&CDS=1-1635
105	OG0000105	YGL147C, YNL067W	snap_masked-NODE_11_length_412906_cov_27.0339_ID_21-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_11_length_412906_cov_27.0339_ID_21-processed-gene-0.58&CDS=1-573, snap_masked-NODE_11_length_412906_cov_27.0339_ID_21-processed-gene-2.42-mRNA-1_1&gene=snap_masked-NODE_11_length_412906_cov_27.0339_ID_21-processed-gene-2.42&CDS=1-573
