	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034607_Saccharomycopsis_capsularis
41	OG0000041	YDR541C, YGL039W, YGL157W, YOL151W	genemark-flattened_line_6-processed-gene-3.6-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.6&CDS=1-1038
42	OG0000042	YER175C, YHR209W	snap_masked-flattened_line_38-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.10&CDS=1-948, snap_masked-flattened_line_38-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.11&CDS=1-1029, snap_masked-flattened_line_64-processed-gene-0.147-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.147&CDS=1-948
43	OG0000043	YFL050C, YOL130W	genemark-flattened_line_199-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_199-processed-gene-0.1&CDS=1-2190, genemark-flattened_line_34-processed-gene-0.83-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.83&CDS=1-2010, genemark-flattened_line_64-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.28&CDS=1-2520
44	OG0000044	YGR087C, YLR044C, YLR134W	genemark-flattened_line_10-processed-gene-2.30-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.30&CDS=1-1731, genemark-flattened_line_2-processed-gene-5.87-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.87&CDS=1-1731
45	OG0000045	YGR109W-A, YGR109W-B, YIL082W, YIL082W-A	snap_masked-flattened_line_86-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.69&CDS=1-258
46	OG0000046	YGR197C, YJR015W	genemark-flattened_line_112-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_112-processed-gene-0.25&CDS=1-1761, genemark-flattened_line_24-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.28&CDS=1-1398, genemark-flattened_line_98-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_98-processed-gene-0.8&CDS=1-1626
47	OG0000047	YJR126C	genemark-flattened_line_10-processed-gene-1.14-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.14&CDS=1-2469, genemark-flattened_line_10-processed-gene-1.23-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.23&CDS=1-2529, genemark-flattened_line_4-processed-gene-5.11-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.11&CDS=1-2559, snap_masked-flattened_line_2-processed-gene-4.52-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.52&CDS=1-1686
48	OG0000048	YKL222C, YLR266C, YOR162C, YOR172W	genemark-flattened_line_2-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.16&CDS=1-3798
49	OG0000049	YLL057C	genemark-flattened_line_106-processed-gene-0.108-mRNA-1_1&gene=genemark-flattened_line_106-processed-gene-0.108&CDS=1-1326, genemark-flattened_line_114-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_114-processed-gene-0.24&CDS=1-1341, genemark-flattened_line_22-processed-gene-3.127-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-3.127&CDS=1-1314, maker-flattened_line_183-snap-gene-0.18-mRNA-1_1&gene=maker-flattened_line_183-snap-gene-0.18&CDS=1-942
50	OG0000050	YLR155C, YLR157C, YLR158C, YLR160C	genemark-flattened_line_44-processed-gene-1.43-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-1.43&CDS=1-1215
51	OG0000051	YLR237W, YOR071C, YOR192C	genemark-flattened_line_144-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_144-processed-gene-0.8&CDS=1-1683, genemark-flattened_line_36-processed-gene-0.81-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.81&CDS=1-1593
52	OG0000052	YMR008C	genemark-flattened_line_0-processed-gene-0.75-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.75&CDS=1-1875, genemark-flattened_line_48-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.91&CDS=1-1911, maker-flattened_line_18-snap-gene-3.156-mRNA-1_1&gene=maker-flattened_line_18-snap-gene-3.156&CDS=1-1941, snap_masked-flattened_line_10-processed-gene-3.82-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.82&CDS=1-1857
53	OG0000053	YOR389W, YPL277C, YPL278C	genemark-flattened_line_177-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_177-processed-gene-0.24&CDS=1-1887, snap_masked-flattened_line_0-processed-gene-6.92-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.92&CDS=1-1974
54	OG0000054	Q0105, Q0110, Q0115, Q0120	maker-flattened_line_201-snap-gene-0.5-mRNA-1_1&gene=maker-flattened_line_201-snap-gene-0.5&CDS=1-528
55	OG0000055	YAR002C-A, YHR110W	genemark-flattened_line_167-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_167-processed-gene-0.26&CDS=1-639, genemark-flattened_line_40-processed-gene-1.180-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.180&CDS=1-642
56	OG0000056	YBL054W, YER088C	genemark-flattened_line_16-processed-gene-2.1-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.1&CDS=1-1020, genemark-flattened_line_70-processed-gene-0.35-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.35&CDS=1-2067
57	OG0000057	YBL068W-A, YBL069W, YER101C	genemark-flattened_line_56-processed-gene-1.115-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-1.115&CDS=1-1401
58	OG0000058	YBL089W, YER119C	genemark-flattened_line_116-processed-gene-0.70-mRNA-1_1&gene=genemark-flattened_line_116-processed-gene-0.70&CDS=1-1602, genemark-flattened_line_84-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.9&CDS=1-1347
59	OG0000059	YBR025C, YHL014C	genemark-flattened_line_14-processed-gene-3.18-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.18&CDS=1-1302, genemark-flattened_line_96-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_96-processed-gene-0.33&CDS=1-1182
60	OG0000060	YBR238C	genemark-flattened_line_58-processed-gene-1.126-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-1.126&CDS=1-1848, genemark-flattened_line_70-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.59&CDS=1-1845, genemark-flattened_line_82-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.19&CDS=1-1854
61	OG0000061	YBR240C, YDR207C	augustus_masked-flattened_line_22-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.108&CDS=1-2592, genemark-flattened_line_148-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_148-processed-gene-0.5&CDS=1-1824
62	OG0000062	YBR245C, YOR304W	genemark-flattened_line_2-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.5&CDS=1-3552, snap_masked-flattened_line_20-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.86&CDS=1-3483
63	OG0000063	YBR263W, YLR058C	genemark-flattened_line_118-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_118-processed-gene-0.27&CDS=1-1428, genemark-flattened_line_2-processed-gene-6.45-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.45&CDS=1-1488
64	OG0000064	YCL025C, YDR508C	genemark-flattened_line_44-processed-gene-1.40-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-1.40&CDS=1-1698, genemark-flattened_line_8-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.12&CDS=1-1707
65	OG0000065	YCL067C, YCR039C, YCR096C	augustus_masked-flattened_line_24-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-2.27&CDS=1-678
66	OG0000066	YCR094W, YNL323W	genemark-flattened_line_106-processed-gene-0.92-mRNA-1_1&gene=genemark-flattened_line_106-processed-gene-0.92&CDS=1-1206, genemark-flattened_line_20-processed-gene-0.32-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.32&CDS=1-1209
67	OG0000067	YDL048C, YLR375W	genemark-flattened_line_0-processed-gene-5.92-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.92&CDS=1-1491, genemark-flattened_line_26-processed-gene-1.92-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.92&CDS=1-1293
68	OG0000068	YDL246C, YJR159W, YLR070C	maker-flattened_line_4-snap-gene-3.91-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-3.91&CDS=1-2133
69	OG0000069	YDR037W, YNL073W	genemark-flattened_line_10-processed-gene-4.7-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.7&CDS=1-1743, genemark-flattened_line_84-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.10&CDS=1-1851
70	OG0000070	YDR038C, YDR039C, YDR040C	genemark-flattened_line_2-processed-gene-3.33-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.33&CDS=1-3252
71	OG0000071	YDR144C, YLR120C, YLR121C	genemark-flattened_line_54-processed-gene-1.140-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-1.140&CDS=1-1857
72	OG0000072	YDR178W, YLR164W	genemark-flattened_line_14-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.6&CDS=1-516, genemark-flattened_line_18-processed-gene-3.22-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-3.22&CDS=1-609
73	OG0000073	YDR218C, YJR076C	genemark-flattened_line_163-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_163-processed-gene-0.30&CDS=1-1248, genemark-flattened_line_44-processed-gene-1.30-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-1.30&CDS=1-1038
74	OG0000074	YDR259C, YOR028C	genemark-flattened_line_0-processed-gene-6.17-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.17&CDS=1-645, genemark-flattened_line_54-processed-gene-1.162-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-1.162&CDS=1-855
75	OG0000075	YDR276C, YDR525W-A, YJL151C	augustus_masked-flattened_line_52-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-1.88&CDS=1-273
76	OG0000076	YDR395W, YJR132W	augustus_masked-flattened_line_34-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.91&CDS=1-3843, snap_masked-flattened_line_2-processed-gene-5.79-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-5.79&CDS=1-3786
77	OG0000077	YDR524C, YIL044C	genemark-flattened_line_20-processed-gene-2.85-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.85&CDS=1-1206, snap_masked-flattened_line_26-processed-gene-2.94-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-2.94&CDS=1-5655
78	OG0000078	YEL063C, YNL270C	genemark-flattened_line_6-processed-gene-2.83-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.83&CDS=1-1665, genemark-flattened_line_6-processed-gene-2.84-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.84&CDS=1-1689
79	OG0000079	YEL065W, YHL040C	genemark-flattened_line_20-processed-gene-3.35-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-3.35&CDS=1-1878, genemark-flattened_line_52-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.14&CDS=1-1797
80	OG0000080	YER015W	genemark-flattened_line_16-processed-gene-3.6-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.6&CDS=1-2607, genemark-flattened_line_24-processed-gene-1.9-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.9&CDS=1-2304, genemark-flattened_line_84-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.19&CDS=1-2160
81	OG0000081	YER017C, YMR089C	genemark-flattened_line_18-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.0&CDS=1-2265, genemark-flattened_line_22-processed-gene-3.134-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-3.134&CDS=1-2622
82	OG0000082	YER028C, YGL209W	genemark-flattened_line_4-processed-gene-5.59-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.59&CDS=1-2190, genemark-flattened_line_6-processed-gene-2.89-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.89&CDS=1-1170
83	OG0000083	YER056C, YER060W, YER060W-A	genemark-flattened_line_0-processed-gene-0.102-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.102&CDS=1-1530
84	OG0000084	YER185W, YGR213C, YLR046C	augustus_masked-flattened_line_88-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.120&CDS=1-984
85	OG0000085	YFR022W, YOR018W	genemark-flattened_line_82-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.5&CDS=1-2637, snap_masked-flattened_line_4-processed-gene-5.91-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-5.91&CDS=1-2970
86	OG0000086	YFR023W, YHR015W	augustus_masked-flattened_line_110-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.50&CDS=1-279, genemark-flattened_line_50-processed-gene-1.132-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-1.132&CDS=1-1980
87	OG0000087	YGL044C, YGR156W	genemark-flattened_line_106-processed-gene-0.89-mRNA-1_1&gene=genemark-flattened_line_106-processed-gene-0.89&CDS=1-1050, genemark-flattened_line_34-processed-gene-1.235-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.235&CDS=1-1101
88	OG0000088	YGL096W, YPL177C	genemark-flattened_line_2-processed-gene-4.14-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.14&CDS=1-765, genemark-flattened_line_20-processed-gene-3.19-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-3.19&CDS=1-915
89	OG0000089	YGL134W, YPL219W	snap_masked-flattened_line_30-processed-gene-2.106-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-2.106&CDS=1-1371, snap_masked-flattened_line_30-processed-gene-2.132-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-2.132&CDS=1-1365
90	OG0000090	YGL139W, YPL221W	genemark-flattened_line_30-processed-gene-2.43-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-2.43&CDS=1-2706, genemark-flattened_line_46-processed-gene-1.9-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-1.9&CDS=1-2706
91	OG0000091	YGL160W	augustus_masked-flattened_line_118-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_118-processed-gene-0.36&CDS=1-282, augustus_masked-flattened_line_54-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.43&CDS=1-1905, snap_masked-flattened_line_996-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_996-processed-gene-0.0&CDS=1-237
92	OG0000092	YGR052W, YHR082C	genemark-flattened_line_110-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_110-processed-gene-0.10&CDS=1-1590, genemark-flattened_line_78-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.12&CDS=1-2352
93	OG0000093	YGR192C, YJL052W, YJR009C	genemark-flattened_line_4-processed-gene-3.28-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.28&CDS=1-993
94	OG0000094	YGR248W, YHR163W	genemark-flattened_line_22-processed-gene-1.38-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.38&CDS=1-768, genemark-flattened_line_36-processed-gene-1.204-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.204&CDS=1-768
95	OG0000095	YGR279C, YMR305C	genemark-flattened_line_114-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_114-processed-gene-0.6&CDS=1-870, genemark-flattened_line_24-processed-gene-2.156-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-2.156&CDS=1-870
96	OG0000096	YGR281W	genemark-flattened_line_34-processed-gene-1.210-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.210&CDS=1-4320, genemark-flattened_line_44-processed-gene-1.14-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-1.14&CDS=1-4269, genemark-flattened_line_8-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.14&CDS=1-4374
97	OG0000097	YHR028C, YOR219C	augustus_masked-flattened_line_46-processed-gene-1.155-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-1.155&CDS=1-2649, genemark-flattened_line_42-processed-gene-1.186-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-1.186&CDS=1-2808
98	OG0000098	YHR140W	snap_masked-flattened_line_64-processed-gene-0.160-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.160&CDS=1-702, snap_masked-flattened_line_64-processed-gene-0.162-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.162&CDS=1-801, snap_masked-flattened_line_64-processed-gene-0.163-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.163&CDS=1-675
99	OG0000099	YHR178W	augustus_masked-flattened_line_106-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_106-processed-gene-0.40&CDS=1-1185, augustus_masked-flattened_line_177-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_177-processed-gene-0.3&CDS=1-1743, snap_masked-flattened_line_163-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_163-processed-gene-0.22&CDS=1-948
100	OG0000100	YIL120W, YIL121W	genemark-flattened_line_4-processed-gene-5.27-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.27&CDS=1-1584, genemark-flattened_line_48-processed-gene-1.59-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-1.59&CDS=1-1710
101	OG0000101	YIL123W, YNL066W	genemark-flattened_line_38-processed-gene-1.167-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.167&CDS=1-1167, genemark-flattened_line_52-processed-gene-1.32-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-1.32&CDS=1-1209
102	OG0000102	YIL126W, YOR290C	genemark-flattened_line_62-processed-gene-0.174-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.174&CDS=1-3945, genemark-flattened_line_68-processed-gene-0.136-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.136&CDS=1-5022
103	OG0000103	YIL159W, YNL271C	augustus_masked-flattened_line_4-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.71&CDS=1-5325, maker-flattened_line_46-snap-gene-1.58-mRNA-1_1&gene=maker-flattened_line_46-snap-gene-1.58&CDS=1-4497
104	OG0000104	YIR031C, YNL117W	genemark-flattened_line_18-processed-gene-1.80-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.80&CDS=1-1683, genemark-flattened_line_72-processed-gene-0.125-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.125&CDS=1-1659
105	OG0000105	YJL049W, YLR025W	genemark-flattened_line_148-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_148-processed-gene-0.2&CDS=1-687, snap_masked-flattened_line_28-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.29&CDS=1-1614
106	OG0000106	YJL079C, YKR013W	genemark-flattened_line_54-processed-gene-1.136-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-1.136&CDS=1-1086, genemark-flattened_line_66-processed-gene-0.64-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.64&CDS=1-891
107	OG0000107	YJL089W, YMR280C	genemark-flattened_line_106-processed-gene-0.98-mRNA-1_1&gene=genemark-flattened_line_106-processed-gene-0.98&CDS=1-3774, genemark-flattened_line_56-processed-gene-1.96-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-1.96&CDS=1-4434
108	OG0000108	YJL133W, YKR052C	genemark-flattened_line_20-processed-gene-2.109-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.109&CDS=1-1155, genemark-flattened_line_76-processed-gene-0.182-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.182&CDS=1-1212
109	OG0000109	YJL137C, YKR058W	genemark-flattened_line_0-processed-gene-4.41-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.41&CDS=1-1125, genemark-flattened_line_90-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.20&CDS=1-3522
110	OG0000110	YJL164C, YKL166C, YPL203W	genemark-flattened_line_66-processed-gene-0.55-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.55&CDS=1-1281
111	OG0000111	YJL172W, YOL153C	genemark-flattened_line_0-processed-gene-4.40-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.40&CDS=1-1800, genemark-flattened_line_6-processed-gene-3.10-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.10&CDS=1-1782
112	OG0000112	YJL177W, YKL180W	genemark-flattened_line_108-processed-gene-0.81-mRNA-1_1&gene=genemark-flattened_line_108-processed-gene-0.81&CDS=1-507, genemark-flattened_line_14-processed-gene-2.88-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.88&CDS=1-507
113	OG0000113	YJL190C, YLR367W	genemark-flattened_line_54-processed-gene-1.121-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-1.121&CDS=1-390, genemark-flattened_line_88-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.20&CDS=1-390
