	OrthologID	Meyerozyma_guilliermondii	Saccharomyces_cerevisiae
47	OG0000047	augustus_masked-NW_001809796.1-processed-gene-11.33-mRNA-1_1&gene=augustus_masked-NW_001809796.1-processed-gene-11.33&CDS=1-1641, augustus_masked-NW_001809800.1-processed-gene-19.47-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-19.47&CDS=1-1635	YLR237W, YOR071C, YOR192C
48	OG0000048	augustus_masked-NW_001809797.1-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-NW_001809797.1-processed-gene-1.30&CDS=1-4188, augustus_masked-NW_001809798.1-processed-gene-16.163-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-16.163&CDS=1-6960, augustus_masked-NW_001809800.1-processed-gene-11.145-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-11.145&CDS=1-2418, maker-NW_001809798.1-augustus-gene-0.44-mRNA-1_1&gene=maker-NW_001809798.1-augustus-gene-0.44&CDS=1-7122	YJR004C
49	OG0000049	augustus_masked-NW_001809799.1-processed-gene-2.135-mRNA-1_1&gene=augustus_masked-NW_001809799.1-processed-gene-2.135&CDS=1-1290, genemark-NW_001809797.1-processed-gene-2.39-mRNA-1_1&gene=genemark-NW_001809797.1-processed-gene-2.39&CDS=1-2484, snap_masked-NW_001809797.1-processed-gene-2.136-mRNA-1_1&gene=snap_masked-NW_001809797.1-processed-gene-2.136&CDS=1-2460	YBR150C, YOL089C
50	OG0000050	augustus_masked-NW_001809798.1-processed-gene-4.86-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-4.86&CDS=1-4299, genemark-NW_001809797.1-processed-gene-5.100-mRNA-1_1&gene=genemark-NW_001809797.1-processed-gene-5.100&CDS=1-4500, genemark-NW_001809799.1-processed-gene-7.151-mRNA-1_1&gene=genemark-NW_001809799.1-processed-gene-7.151&CDS=1-4248, maker-NW_001809798.1-augustus-gene-0.41-mRNA-1_1&gene=maker-NW_001809798.1-augustus-gene-0.41&CDS=1-5193	YGR281W
51	OG0000051	augustus_masked-NW_001809797.1-processed-gene-11.209-mRNA-1_1&gene=augustus_masked-NW_001809797.1-processed-gene-11.209&CDS=1-921, augustus_masked-NW_001809798.1-processed-gene-12.11-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-12.11&CDS=1-993, augustus_masked-NW_001809799.1-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-NW_001809799.1-processed-gene-2.112&CDS=1-981, augustus_masked-NW_001809799.1-processed-gene-2.121-mRNA-1_1&gene=augustus_masked-NW_001809799.1-processed-gene-2.121&CDS=1-912	YKL128C
52	OG0000052	augustus_masked-NW_001809798.1-processed-gene-4.82-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-4.82&CDS=1-1026, augustus_masked-NW_001809800.1-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-0.62&CDS=1-708, augustus_masked-NW_001809800.1-processed-gene-18.38-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-18.38&CDS=1-714	YJL079C, YKR013W
53	OG0000053	augustus_masked-NW_001809798.1-processed-gene-5.40-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-5.40&CDS=1-1014	YDL244W, YFL058W, YJR156C, YNL332W
54	OG0000054	genemark-NW_001809798.1-processed-gene-14.13-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-14.13&CDS=1-2961, maker-NW_001809799.1-augustus-gene-6.107-mRNA-1_1&gene=maker-NW_001809799.1-augustus-gene-6.107&CDS=1-3240	YDR326C, YHR080C, YLR355C
55	OG0000055	snap_masked-NW_001809798.1-processed-gene-16.119-mRNA-1_1&gene=snap_masked-NW_001809798.1-processed-gene-16.119&CDS=1-4560	YBL017C, YIL173W, YJL222W, YNR065C
56	OG0000056	augustus_masked-NW_001809799.1-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-NW_001809799.1-processed-gene-1.110&CDS=1-1248, genemark-NW_001809799.1-processed-gene-2.65-mRNA-1_1&gene=genemark-NW_001809799.1-processed-gene-2.65&CDS=1-4761	YAL017W, YIL160C, YOL045W
57	OG0000057	augustus_masked-NW_001809799.1-processed-gene-12.161-mRNA-1_1&gene=augustus_masked-NW_001809799.1-processed-gene-12.161&CDS=1-1569, augustus_masked-NW_001809799.1-processed-gene-4.88-mRNA-1_1&gene=augustus_masked-NW_001809799.1-processed-gene-4.88&CDS=1-588, genemark-NW_001809800.1-processed-gene-18.120-mRNA-1_1&gene=genemark-NW_001809800.1-processed-gene-18.120&CDS=1-1092	YBR062C, YDR143C
58	OG0000058	augustus_masked-NW_001809800.1-processed-gene-2.127-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-2.127&CDS=1-3885, maker-NW_001809799.1-augustus-gene-10.161-mRNA-1_1&gene=maker-NW_001809799.1-augustus-gene-10.161&CDS=1-3804	YIL002C, YNL106C, YOR109W
59	OG0000059	augustus_masked-NW_001809799.1-processed-gene-12.162-mRNA-1_1&gene=augustus_masked-NW_001809799.1-processed-gene-12.162&CDS=1-1647, augustus_masked-NW_001809800.1-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-0.77&CDS=1-1512	YDR144C, YLR120C, YLR121C
60	OG0000060	maker-NW_001809793.1-augustus-gene-0.4-mRNA-1_1&gene=maker-NW_001809793.1-augustus-gene-0.4&CDS=1-1590	YDL246C, YJR159W, YLR070C
61	OG0000061	augustus_masked-NW_001809793.1-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-1.114&CDS=1-672, augustus_masked-NW_001809797.1-processed-gene-11.240-mRNA-1_1&gene=augustus_masked-NW_001809797.1-processed-gene-11.240&CDS=1-3219	YBL064C, YBL066C
62	OG0000062	genemark-NW_001809800.1-processed-gene-3.65-mRNA-1_1&gene=genemark-NW_001809800.1-processed-gene-3.65&CDS=1-1182, maker-NW_001809793.1-snap-gene-1.156-mRNA-1_1&gene=maker-NW_001809793.1-snap-gene-1.156&CDS=1-5715	YHR179W, YPL171C
63	OG0000063	augustus_masked-NW_001809793.1-processed-gene-1.140-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-1.140&CDS=1-1092, augustus_masked-NW_001809794.1-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-0.66&CDS=1-1077	YCR105W, YMR318C
64	OG0000064	augustus_masked-NW_001809793.1-processed-gene-2.116-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-2.116&CDS=1-1713, augustus_masked-NW_001809794.1-processed-gene-7.290-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-7.290&CDS=1-1638, genemark-NW_001809800.1-processed-gene-14.100-mRNA-1_1&gene=genemark-NW_001809800.1-processed-gene-14.100&CDS=1-1641	YDR242W
65	OG0000065	augustus_masked-NW_001809793.1-processed-gene-3.198-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-3.198&CDS=1-3240, augustus_masked-NW_001809795.1-processed-gene-3.3-mRNA-1_1&gene=augustus_masked-NW_001809795.1-processed-gene-3.3&CDS=1-3018	YCR011C, YJL103C
66	OG0000066	augustus_masked-NW_001809796.1-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-NW_001809796.1-processed-gene-1.37&CDS=1-861, augustus_masked-NW_001809798.1-processed-gene-7.79-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-7.79&CDS=1-861, maker-NW_001809793.1-snap-gene-3.212-mRNA-1_1&gene=maker-NW_001809793.1-snap-gene-3.212&CDS=1-1665	YJR096W
67	OG0000067	augustus_masked-NW_001809793.1-processed-gene-3.206-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-3.206&CDS=1-1239, augustus_masked-NW_001809800.1-processed-gene-15.131-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-15.131&CDS=1-2433, augustus_masked-NW_001809800.1-processed-gene-15.132-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-15.132&CDS=1-1233	YGR263C
68	OG0000068	maker-NW_001809794.1-snap-gene-4.2-mRNA-1_1&gene=maker-NW_001809794.1-snap-gene-4.2&CDS=1-7881, snap_masked-NW_001809800.1-processed-gene-15.33-mRNA-1_1&gene=snap_masked-NW_001809800.1-processed-gene-15.33&CDS=1-7617	YLR454W, YPR117W
69	OG0000069	augustus_masked-NW_001809794.1-processed-gene-4.41-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-4.41&CDS=1-2529, genemark-NW_001809795.1-processed-gene-2.56-mRNA-1_1&gene=genemark-NW_001809795.1-processed-gene-2.56&CDS=1-2286	YAR035W, YER024W
70	OG0000070	snap_masked-NW_001809794.1-processed-gene-5.111-mRNA-1_1&gene=snap_masked-NW_001809794.1-processed-gene-5.111&CDS=1-204	YLL052C, YLL053C, YPR192W
71	OG0000071	augustus_masked-NW_001809794.1-processed-gene-6.152-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-6.152&CDS=1-2742, augustus_masked-NW_001809799.1-processed-gene-2.108-mRNA-1_1&gene=augustus_masked-NW_001809799.1-processed-gene-2.108&CDS=1-954	YER175C, YHR209W
72	OG0000072	augustus_masked-NW_001809794.1-processed-gene-7.223-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-7.223&CDS=1-2010, augustus_masked-NW_001809795.1-processed-gene-3.36-mRNA-1_1&gene=augustus_masked-NW_001809795.1-processed-gene-3.36&CDS=1-1542	YAL054C, YLR153C
73	OG0000073	genemark-NW_001809794.1-processed-gene-7.181-mRNA-1_1&gene=genemark-NW_001809794.1-processed-gene-7.181&CDS=1-1707, maker-NW_001809797.1-augustus-gene-4.113-mRNA-1_1&gene=maker-NW_001809797.1-augustus-gene-4.113&CDS=1-1188	YER133W, YML016C
74	OG0000074	augustus_masked-NW_001809794.1-processed-gene-7.273-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-7.273&CDS=1-4683, augustus_masked-NW_001809797.1-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-NW_001809797.1-processed-gene-2.76&CDS=1-5853	YHR023W, YOR326W
75	OG0000075	augustus_masked-NW_001809794.1-processed-gene-7.235-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-7.235&CDS=1-2442, genemark-NW_001809799.1-processed-gene-3.102-mRNA-1_1&gene=genemark-NW_001809799.1-processed-gene-3.102&CDS=1-2664	YBR073W, YGL163C
76	OG0000076	augustus_masked-NW_001809797.1-processed-gene-4.81-mRNA-1_1&gene=augustus_masked-NW_001809797.1-processed-gene-4.81&CDS=1-1356, maker-NW_001809795.1-augustus-gene-1.52-mRNA-1_1&gene=maker-NW_001809795.1-augustus-gene-1.52&CDS=1-4440	YGL194C, YOR346W
77	OG0000077	augustus_masked-NW_001809795.1-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-NW_001809795.1-processed-gene-1.120&CDS=1-2856, maker-NW_001809798.1-augustus-gene-12.110-mRNA-1_1&gene=maker-NW_001809798.1-augustus-gene-12.110&CDS=1-3786	YGR240C, YMR205C
78	OG0000078	augustus_masked-NW_001809800.1-processed-gene-13.154-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-13.154&CDS=1-2349, genemark-NW_001809795.1-processed-gene-2.79-mRNA-1_1&gene=genemark-NW_001809795.1-processed-gene-2.79&CDS=1-3015	YLR188W, YPL270W
79	OG0000079	augustus_masked-NW_001809795.1-processed-gene-3.33-mRNA-1_1&gene=augustus_masked-NW_001809795.1-processed-gene-3.33&CDS=1-309, augustus_masked-NW_001809799.1-processed-gene-13.75-mRNA-1_1&gene=augustus_masked-NW_001809799.1-processed-gene-13.75&CDS=1-309	YBR009C, YNL030W
80	OG0000080	augustus_masked-NW_001809795.1-processed-gene-3.18-mRNA-1_1&gene=augustus_masked-NW_001809795.1-processed-gene-3.18&CDS=1-408, augustus_masked-NW_001809799.1-processed-gene-13.99-mRNA-1_1&gene=augustus_masked-NW_001809799.1-processed-gene-13.99&CDS=1-408	YBR010W, YNL031C
81	OG0000081	augustus_masked-NW_001809795.1-processed-gene-4.63-mRNA-1_1&gene=augustus_masked-NW_001809795.1-processed-gene-4.63&CDS=1-1179, augustus_masked-NW_001809800.1-processed-gene-18.17-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-18.17&CDS=1-936	YDL216C, YFR004W
82	OG0000082	augustus_masked-NW_001809795.1-processed-gene-4.68-mRNA-1_1&gene=augustus_masked-NW_001809795.1-processed-gene-4.68&CDS=1-2358, maker-NW_001809797.1-snap-gene-5.119-mRNA-1_1&gene=maker-NW_001809797.1-snap-gene-5.119&CDS=1-1758	YNL183C, YOR267C
83	OG0000083	genemark-NW_001809795.1-processed-gene-4.142-mRNA-1_1&gene=genemark-NW_001809795.1-processed-gene-4.142&CDS=1-1332, maker-NW_001809795.1-augustus-gene-9.9-mRNA-1_1&gene=maker-NW_001809795.1-augustus-gene-9.9&CDS=1-1296	YBR118W, YPR080W
84	OG0000084	augustus_masked-NW_001809795.1-processed-gene-5.126-mRNA-1_1&gene=augustus_masked-NW_001809795.1-processed-gene-5.126&CDS=1-600, augustus_masked-NW_001809799.1-processed-gene-16.132-mRNA-1_1&gene=augustus_masked-NW_001809799.1-processed-gene-16.132&CDS=1-2190	YER003C, YIR001C
85	OG0000085	augustus_masked-NW_001809795.1-processed-gene-5.111-mRNA-1_1&gene=augustus_masked-NW_001809795.1-processed-gene-5.111&CDS=1-3102, augustus_masked-NW_001809796.1-processed-gene-3.71-mRNA-1_1&gene=augustus_masked-NW_001809796.1-processed-gene-3.71&CDS=1-2988	YBR245C, YOR304W
86	OG0000086	augustus_masked-NW_001809795.1-processed-gene-8.40-mRNA-1_1&gene=augustus_masked-NW_001809795.1-processed-gene-8.40&CDS=1-855, genemark-NW_001809795.1-processed-gene-7.55-mRNA-1_1&gene=genemark-NW_001809795.1-processed-gene-7.55&CDS=1-1857	YHR146W, YNL173C
87	OG0000087	augustus_masked-NW_001809795.1-processed-gene-7.22-mRNA-1_1&gene=augustus_masked-NW_001809795.1-processed-gene-7.22&CDS=1-1626, augustus_masked-NW_001809795.1-processed-gene-9.143-mRNA-1_1&gene=augustus_masked-NW_001809795.1-processed-gene-9.143&CDS=1-1650	YBR139W, YMR297W
88	OG0000088	augustus_masked-NW_001809795.1-processed-gene-7.33-mRNA-1_1&gene=augustus_masked-NW_001809795.1-processed-gene-7.33&CDS=1-5961	YOL055C, YPL258C, YPR121W
89	OG0000089	augustus_masked-NW_001809795.1-processed-gene-9.146-mRNA-1_1&gene=augustus_masked-NW_001809795.1-processed-gene-9.146&CDS=1-1911, genemark-NW_001809796.1-processed-gene-3.5-mRNA-1_1&gene=genemark-NW_001809796.1-processed-gene-3.5&CDS=1-2052, snap_masked-NW_001809798.1-processed-gene-3.99-mRNA-1_1&gene=snap_masked-NW_001809798.1-processed-gene-3.99&CDS=1-2136	YMR019W
90	OG0000090	augustus_masked-NW_001809796.1-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-NW_001809796.1-processed-gene-0.123&CDS=1-1320, augustus_masked-NW_001809799.1-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NW_001809799.1-processed-gene-0.88&CDS=1-1437, augustus_masked-NW_001809799.1-processed-gene-6.76-mRNA-1_1&gene=augustus_masked-NW_001809799.1-processed-gene-6.76&CDS=1-1452	YHR176W
91	OG0000091	augustus_masked-NW_001809796.1-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-NW_001809796.1-processed-gene-0.125&CDS=1-2832, augustus_masked-NW_001809797.1-processed-gene-11.232-mRNA-1_1&gene=augustus_masked-NW_001809797.1-processed-gene-11.232&CDS=1-1257, genemark-NW_001809796.1-processed-gene-10.26-mRNA-1_1&gene=genemark-NW_001809796.1-processed-gene-10.26&CDS=1-3126, snap_masked-NW_001809799.1-processed-gene-8.107-mRNA-1_1&gene=snap_masked-NW_001809799.1-processed-gene-8.107&CDS=1-1896	
92	OG0000092	augustus_masked-NW_001809796.1-processed-gene-0.141-mRNA-1_1&gene=augustus_masked-NW_001809796.1-processed-gene-0.141&CDS=1-921, augustus_masked-NW_001809798.1-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-2.40&CDS=1-909	YGR086C, YPL004C
93	OG0000093	maker-NW_001809796.1-augustus-gene-5.60-mRNA-1_1&gene=maker-NW_001809796.1-augustus-gene-5.60&CDS=1-4296, maker-NW_001809796.1-snap-gene-1.1-mRNA-1_1&gene=maker-NW_001809796.1-snap-gene-1.1&CDS=1-1563	YDL031W, YML056C
94	OG0000094	augustus_masked-NW_001809796.1-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-NW_001809796.1-processed-gene-1.27&CDS=1-2577, augustus_masked-NW_001809799.1-processed-gene-10.22-mRNA-1_1&gene=augustus_masked-NW_001809799.1-processed-gene-10.22&CDS=1-2745	YMR266W, YOL084W
95	OG0000095	augustus_masked-NW_001809796.1-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-NW_001809796.1-processed-gene-1.28&CDS=1-963, augustus_masked-NW_001809799.1-processed-gene-10.37-mRNA-1_1&gene=augustus_masked-NW_001809799.1-processed-gene-10.37&CDS=1-861	YBR011C, YMR267W
96	OG0000096	augustus_masked-NW_001809796.1-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-NW_001809796.1-processed-gene-2.14&CDS=1-3675, augustus_masked-NW_001809797.1-processed-gene-3.110-mRNA-1_1&gene=augustus_masked-NW_001809797.1-processed-gene-3.110&CDS=1-3846	YJL042W, YOR227W
97	OG0000097	augustus_masked-NW_001809796.1-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-NW_001809796.1-processed-gene-2.23&CDS=1-2400, augustus_masked-NW_001809798.1-processed-gene-11.65-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-11.65&CDS=1-6714	YER070W, YIL066C
98	OG0000098	augustus_masked-NW_001809799.1-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NW_001809799.1-processed-gene-0.86&CDS=1-1515, genemark-NW_001809800.1-processed-gene-19.241-mRNA-1_1&gene=genemark-NW_001809800.1-processed-gene-19.241&CDS=1-1800, maker-NW_001809796.1-augustus-gene-6.103-mRNA-1_1&gene=maker-NW_001809796.1-augustus-gene-6.103&CDS=1-2865	YLL028W
99	OG0000099	augustus_masked-NW_001809796.1-processed-gene-7.62-mRNA-1_1&gene=augustus_masked-NW_001809796.1-processed-gene-7.62&CDS=1-1251, augustus_masked-NW_001809798.1-processed-gene-16.147-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-16.147&CDS=1-1314	YDR463W, YHR006W
100	OG0000100	augustus_masked-NW_001809796.1-processed-gene-9.60-mRNA-1_1&gene=augustus_masked-NW_001809796.1-processed-gene-9.60&CDS=1-1068, snap_masked-NW_001809798.1-processed-gene-14.127-mRNA-1_1&gene=snap_masked-NW_001809798.1-processed-gene-14.127&CDS=1-573, snap_masked-NW_001809799.1-processed-gene-1.40-mRNA-1_1&gene=snap_masked-NW_001809799.1-processed-gene-1.40&CDS=1-486	YDR207C
101	OG0000101	augustus_masked-NW_001809796.1-processed-gene-9.71-mRNA-1_1&gene=augustus_masked-NW_001809796.1-processed-gene-9.71&CDS=1-1281, augustus_masked-NW_001809800.1-processed-gene-18.22-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-18.22&CDS=1-1233	YBR078W, YDR055W
102	OG0000102	augustus_masked-NW_001809796.1-processed-gene-10.137-mRNA-1_1&gene=augustus_masked-NW_001809796.1-processed-gene-10.137&CDS=1-3108, genemark-NW_001809798.1-processed-gene-11.136-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-11.136&CDS=1-2301	YDL090C, YER075C
103	OG0000103	augustus_masked-NW_001809797.1-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NW_001809797.1-processed-gene-0.70&CDS=1-375, genemark-NW_001809797.1-processed-gene-11.36-mRNA-1_1&gene=genemark-NW_001809797.1-processed-gene-11.36&CDS=1-369	YER057C, YIL051C
104	OG0000104	genemark-NW_001809797.1-processed-gene-0.119-mRNA-1_1&gene=genemark-NW_001809797.1-processed-gene-0.119&CDS=1-1704	YDR134C, YHR211W, YLR110C
105	OG0000105	augustus_masked-NW_001809797.1-processed-gene-6.15-mRNA-1_1&gene=augustus_masked-NW_001809797.1-processed-gene-6.15&CDS=1-1134, augustus_masked-NW_001809800.1-processed-gene-6.126-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-6.126&CDS=1-1173	YJL116C, YNL066W
106	OG0000106	augustus_masked-NW_001809799.1-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NW_001809799.1-processed-gene-0.75&CDS=1-2547, augustus_masked-NW_001809799.1-processed-gene-8.57-mRNA-1_1&gene=augustus_masked-NW_001809799.1-processed-gene-8.57&CDS=1-2643, maker-NW_001809797.1-snap-gene-6.6-mRNA-1_1&gene=maker-NW_001809797.1-snap-gene-6.6&CDS=1-8244	YPR194C
107	OG0000107	augustus_masked-NW_001809797.1-processed-gene-7.28-mRNA-1_1&gene=augustus_masked-NW_001809797.1-processed-gene-7.28&CDS=1-1311, augustus_masked-NW_001809798.1-processed-gene-9.123-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-9.123&CDS=1-1227	YDL066W, YLR174W
108	OG0000108	augustus_masked-NW_001809797.1-processed-gene-7.31-mRNA-1_1&gene=augustus_masked-NW_001809797.1-processed-gene-7.31&CDS=1-966, augustus_masked-NW_001809797.1-processed-gene-7.32-mRNA-1_1&gene=augustus_masked-NW_001809797.1-processed-gene-7.32&CDS=1-984, genemark-NW_001809798.1-processed-gene-15.133-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-15.133&CDS=1-966	YJR019C
109	OG0000109	augustus_masked-NW_001809797.1-processed-gene-7.38-mRNA-1_1&gene=augustus_masked-NW_001809797.1-processed-gene-7.38&CDS=1-2115, augustus_masked-NW_001809798.1-processed-gene-9.156-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-9.156&CDS=1-1485	YLR361C, YOR137C
110	OG0000110	augustus_masked-NW_001809797.1-processed-gene-11.208-mRNA-1_1&gene=augustus_masked-NW_001809797.1-processed-gene-11.208&CDS=1-1998, augustus_masked-NW_001809799.1-processed-gene-4.58-mRNA-1_1&gene=augustus_masked-NW_001809799.1-processed-gene-4.58&CDS=1-2496	YIL095W, YNL020C
111	OG0000111	augustus_masked-NW_001809797.1-processed-gene-11.220-mRNA-1_1&gene=augustus_masked-NW_001809797.1-processed-gene-11.220&CDS=1-618, augustus_masked-NW_001809800.1-processed-gene-19.4-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-19.4&CDS=1-651	YFR042W, YJL097W
112	OG0000112	augustus_masked-NW_001809797.1-processed-gene-11.259-mRNA-1_1&gene=augustus_masked-NW_001809797.1-processed-gene-11.259&CDS=1-1404, maker-NW_001809799.1-augustus-gene-11.2-mRNA-1_1&gene=maker-NW_001809799.1-augustus-gene-11.2&CDS=1-1860	YDR252W, YPL037C
113	OG0000113	augustus_masked-NW_001809798.1-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-1.30&CDS=1-1521, augustus_masked-NW_001809800.1-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-2.120&CDS=1-1668	YER048C, YIR004W
114	OG0000114	augustus_masked-NW_001809798.1-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-1.41&CDS=1-543, augustus_masked-NW_001809800.1-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-1.127&CDS=1-543	YDL137W, YDL192W
115	OG0000115	augustus_masked-NW_001809798.1-processed-gene-5.42-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-5.42&CDS=1-759, genemark-NW_001809798.1-processed-gene-16.35-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-16.35&CDS=1-720	YER062C, YIL053W
116	OG0000116	augustus_masked-NW_001809798.1-processed-gene-7.45-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-7.45&CDS=1-5592	YBL042C, YBR021W, YIR028W
117	OG0000117	augustus_masked-NW_001809800.1-processed-gene-3.11-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-3.11&CDS=1-1098, maker-NW_001809798.1-augustus-gene-7.92-mRNA-1_1&gene=maker-NW_001809798.1-augustus-gene-7.92&CDS=1-1122	YBR249C, YDR035W
