	OrthologID	Saccharomyces_cerevisiae	yHAB132_Kazachstania_martiniae
64	OG0000064	YDR135C, YLL015W	genemark-scf7180000030519-processed-gene-1.62-mRNA-1_1&gene=genemark-scf7180000030519-processed-gene-1.62&CDS=1-3933, genemark-scf7180000030522-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000030522-processed-gene-0.2&CDS=1-4479
65	OG0000065	YDR144C, YLR120C, YLR121C	maker-scf7180000030513-snap-gene-1.48-mRNA-1_1&gene=maker-scf7180000030513-snap-gene-1.48&CDS=1-1584
66	OG0000066	YDR247W, YPL026C	augustus_masked-scf7180000030493-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-scf7180000030493-processed-gene-2.23&CDS=1-1449, genemark-scf7180000030525-processed-gene-1.20-mRNA-1_1&gene=genemark-scf7180000030525-processed-gene-1.20&CDS=1-1344
67	OG0000067	YDR368W, YOR120W	genemark-scf7180000030424-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000030424-processed-gene-0.2&CDS=1-951, snap_masked-scf7180000030481-processed-gene-1.98-mRNA-1_1&gene=snap_masked-scf7180000030481-processed-gene-1.98&CDS=1-951
68	OG0000068	YDR409W, YOR156C	genemark-scf7180000030451-processed-gene-0.16-mRNA-1_1&gene=genemark-scf7180000030451-processed-gene-0.16&CDS=1-2238, genemark-scf7180000030519-processed-gene-0.108-mRNA-1_1&gene=genemark-scf7180000030519-processed-gene-0.108&CDS=1-2253
69	OG0000069	YDR436W, YML016C	snap_masked-scf7180000030451-processed-gene-0.207-mRNA-1_1&gene=snap_masked-scf7180000030451-processed-gene-0.207&CDS=1-2346, snap_masked-scf7180000030519-processed-gene-1.155-mRNA-1_1&gene=snap_masked-scf7180000030519-processed-gene-1.155&CDS=1-1872
70	OG0000070	YDR458C, YML034W	augustus_masked-scf7180000030451-processed-gene-0.178-mRNA-1_1&gene=augustus_masked-scf7180000030451-processed-gene-0.178&CDS=1-2367, genemark-scf7180000030519-processed-gene-1.17-mRNA-1_1&gene=genemark-scf7180000030519-processed-gene-1.17&CDS=1-2043
71	OG0000071	YDR475C, YOR019W	augustus_masked-scf7180000030507-processed-gene-0.153-mRNA-1_1&gene=augustus_masked-scf7180000030507-processed-gene-0.153&CDS=1-2250, snap_masked-scf7180000030500-processed-gene-0.8-mRNA-1_1&gene=snap_masked-scf7180000030500-processed-gene-0.8&CDS=1-1899
72	OG0000072	YDR501W, YLR183C	snap_masked-scf7180000030475-processed-gene-0.56-mRNA-1_1&gene=snap_masked-scf7180000030475-processed-gene-0.56&CDS=1-1497, snap_masked-scf7180000030494-processed-gene-0.53-mRNA-1_1&gene=snap_masked-scf7180000030494-processed-gene-0.53&CDS=1-1491
73	OG0000073	YEL007W	snap_masked-scf7180000030069-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000030069-processed-gene-0.2&CDS=1-732, snap_masked-scf7180000030383-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000030383-processed-gene-0.0&CDS=1-249, snap_masked-scf7180000030510-processed-gene-1.143-mRNA-1_1&gene=snap_masked-scf7180000030510-processed-gene-1.143&CDS=1-1980
74	OG0000074	YEL060C, YOR003W	augustus_masked-scf7180000030442-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-scf7180000030442-processed-gene-0.27&CDS=1-1377, snap_masked-scf7180000030455-processed-gene-1.127-mRNA-1_1&gene=snap_masked-scf7180000030455-processed-gene-1.127&CDS=1-1500
75	OG0000075	YEL063C, YNL268W	snap_masked-scf7180000030475-processed-gene-0.30-mRNA-1_1&gene=snap_masked-scf7180000030475-processed-gene-0.30&CDS=1-1683, snap_masked-scf7180000030494-processed-gene-0.90-mRNA-1_1&gene=snap_masked-scf7180000030494-processed-gene-0.90&CDS=1-1779
76	OG0000076	YER017C, YMR089C	augustus_masked-scf7180000030490-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-scf7180000030490-processed-gene-0.59&CDS=1-2385, genemark-scf7180000030510-processed-gene-2.51-mRNA-1_1&gene=genemark-scf7180000030510-processed-gene-2.51&CDS=1-2178
77	OG0000077	YER056C, YER060W	augustus_masked-scf7180000030510-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-scf7180000030510-processed-gene-1.49&CDS=1-3153, genemark-scf7180000030510-processed-gene-0.44-mRNA-1_1&gene=genemark-scf7180000030510-processed-gene-0.44&CDS=1-1590
78	OG0000078	YER062C, YIL053W	snap_masked-scf7180000030486-processed-gene-0.83-mRNA-1_1&gene=snap_masked-scf7180000030486-processed-gene-0.83&CDS=1-747, snap_masked-scf7180000030510-processed-gene-0.117-mRNA-1_1&gene=snap_masked-scf7180000030510-processed-gene-0.117&CDS=1-750
79	OG0000079	YER073W, YOR374W	maker-scf7180000030510-augustus-gene-0.47-mRNA-1_1&gene=maker-scf7180000030510-augustus-gene-0.47&CDS=1-2214, snap_masked-scf7180000030501-processed-gene-0.212-mRNA-1_1&gene=snap_masked-scf7180000030501-processed-gene-0.212&CDS=1-1554
80	OG0000080	YER131W, YGL189C	genemark-scf7180000030526-processed-gene-0.106-mRNA-1_1&gene=genemark-scf7180000030526-processed-gene-0.106&CDS=1-357, snap_masked-scf7180000030524-processed-gene-3.19-mRNA-1_1&gene=snap_masked-scf7180000030524-processed-gene-3.19&CDS=1-357
81	OG0000081	YER133W, YPL179W	genemark-scf7180000030514-processed-gene-0.245-mRNA-1_1&gene=genemark-scf7180000030514-processed-gene-0.245&CDS=1-1578, snap_masked-scf7180000030526-processed-gene-0.33-mRNA-1_1&gene=snap_masked-scf7180000030526-processed-gene-0.33&CDS=1-936
82	OG0000082	YFL042C, YLR072W	augustus_masked-scf7180000030510-processed-gene-2.217-mRNA-1_1&gene=augustus_masked-scf7180000030510-processed-gene-2.217&CDS=1-2100, snap_masked-scf7180000030524-processed-gene-4.81-mRNA-1_1&gene=snap_masked-scf7180000030524-processed-gene-4.81&CDS=1-1833
83	OG0000083	YFL060C, YMR095C, YNL334C	snap_masked-scf7180000030453-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000030453-processed-gene-0.3&CDS=1-657
84	OG0000084	YFR015C, YLR258W	augustus_masked-scf7180000030490-processed-gene-1.260-mRNA-1_1&gene=augustus_masked-scf7180000030490-processed-gene-1.260&CDS=1-2163, snap_masked-scf7180000030452-processed-gene-1.283-mRNA-1_1&gene=snap_masked-scf7180000030452-processed-gene-1.283&CDS=1-2109
85	OG0000085	YFR053C, YGL253W	snap_masked-scf7180000030398-processed-gene-0.10-mRNA-1_1&gene=snap_masked-scf7180000030398-processed-gene-0.10&CDS=1-1458, snap_masked-scf7180000030497-processed-gene-0.145-mRNA-1_1&gene=snap_masked-scf7180000030497-processed-gene-0.145&CDS=1-1455
86	OG0000086	YGL005C	augustus_masked-scf7180000030480-processed-gene-1.276-mRNA-1_1&gene=augustus_masked-scf7180000030480-processed-gene-1.276&CDS=1-843, genemark-scf7180000030005-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000030005-processed-gene-0.0&CDS=1-771, snap_masked-scf7180000030514-processed-gene-0.122-mRNA-1_1&gene=snap_masked-scf7180000030514-processed-gene-0.122&CDS=1-765
87	OG0000087	YGL071W, YPL202C	genemark-scf7180000030477-processed-gene-1.46-mRNA-1_1&gene=genemark-scf7180000030477-processed-gene-1.46&CDS=1-1341, genemark-scf7180000030492-processed-gene-0.102-mRNA-1_1&gene=genemark-scf7180000030492-processed-gene-0.102&CDS=1-1965
88	OG0000088	YGL139W, YPL221W	genemark-scf7180000030492-processed-gene-0.131-mRNA-1_1&gene=genemark-scf7180000030492-processed-gene-0.131&CDS=1-2280, snap_masked-scf7180000030439-processed-gene-0.79-mRNA-1_1&gene=snap_masked-scf7180000030439-processed-gene-0.79&CDS=1-2223
89	OG0000089	YGL147C, YNL067W	genemark-scf7180000030456-processed-gene-0.119-mRNA-1_1&gene=genemark-scf7180000030456-processed-gene-0.119&CDS=1-573, snap_masked-scf7180000030512-processed-gene-0.47-mRNA-1_1&gene=snap_masked-scf7180000030512-processed-gene-0.47&CDS=1-573
90	OG0000090	YGL162W, YPR009W	augustus_masked-scf7180000030526-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-scf7180000030526-processed-gene-0.75&CDS=1-1041, snap_masked-scf7180000030524-processed-gene-4.59-mRNA-1_1&gene=snap_masked-scf7180000030524-processed-gene-4.59&CDS=1-1059
91	OG0000091	YGL244W	augustus_masked-scf7180000030014-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000030014-processed-gene-0.10&CDS=1-1638, snap_masked-scf7180000030013-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000030013-processed-gene-0.1&CDS=1-1632, snap_masked-scf7180000030364-processed-gene-0.19-mRNA-1_1&gene=snap_masked-scf7180000030364-processed-gene-0.19&CDS=1-1611
92	OG0000092	YGL245W	snap_masked-scf7180000030013-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000030013-processed-gene-0.2&CDS=1-2118, snap_masked-scf7180000030014-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000030014-processed-gene-0.3&CDS=1-2118, snap_masked-scf7180000030364-processed-gene-0.18-mRNA-1_1&gene=snap_masked-scf7180000030364-processed-gene-0.18&CDS=1-2118
93	OG0000093	YGL246C	snap_masked-scf7180000030013-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000030013-processed-gene-0.0&CDS=1-1122, snap_masked-scf7180000030014-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000030014-processed-gene-0.1&CDS=1-1122, snap_masked-scf7180000030364-processed-gene-0.21-mRNA-1_1&gene=snap_masked-scf7180000030364-processed-gene-0.21&CDS=1-1122
94	OG0000094	YGL248W	augustus_masked-scf7180000030013-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000030013-processed-gene-0.11&CDS=1-1110, augustus_masked-scf7180000030014-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000030014-processed-gene-0.12&CDS=1-1110, snap_masked-scf7180000030364-processed-gene-0.17-mRNA-1_1&gene=snap_masked-scf7180000030364-processed-gene-0.17&CDS=1-1092
95	OG0000095	YGL250W	snap_masked-scf7180000029998-processed-gene-0.7-mRNA-1_1&gene=snap_masked-scf7180000029998-processed-gene-0.7&CDS=1-801, snap_masked-scf7180000030364-processed-gene-0.14-mRNA-1_1&gene=snap_masked-scf7180000030364-processed-gene-0.14&CDS=1-801, snap_masked-scf7180000030437-processed-gene-0.13-mRNA-1_1&gene=snap_masked-scf7180000030437-processed-gene-0.13&CDS=1-801
96	OG0000096	YGR004W, YLR324W	genemark-scf7180000030500-processed-gene-0.155-mRNA-1_1&gene=genemark-scf7180000030500-processed-gene-0.155&CDS=1-1500, snap_masked-scf7180000030514-processed-gene-0.87-mRNA-1_1&gene=snap_masked-scf7180000030514-processed-gene-0.87&CDS=1-1188
97	OG0000097	YGR034W, YLR344W	genemark-scf7180000030480-processed-gene-1.59-mRNA-1_1&gene=genemark-scf7180000030480-processed-gene-1.59&CDS=1-381, maker-scf7180000030489-snap-gene-0.136-mRNA-1_1&gene=maker-scf7180000030489-snap-gene-0.136&CDS=1-381
98	OG0000098	YGR038W, YLR350W	genemark-scf7180000030480-processed-gene-1.58-mRNA-1_1&gene=genemark-scf7180000030480-processed-gene-1.58&CDS=1-732, genemark-scf7180000030489-processed-gene-0.7-mRNA-1_1&gene=genemark-scf7180000030489-processed-gene-0.7&CDS=1-660
99	OG0000099	YGR118W, YPR132W	augustus_masked-scf7180000030496-processed-gene-0.167-mRNA-1_1&gene=augustus_masked-scf7180000030496-processed-gene-0.167&CDS=1-435, snap_masked-scf7180000030518-processed-gene-0.54-mRNA-1_1&gene=snap_masked-scf7180000030518-processed-gene-0.54&CDS=1-435
100	OG0000100	YGR201C	augustus_masked-scf7180000030463-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000030463-processed-gene-0.3&CDS=1-267, augustus_masked-scf7180000030473-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000030473-processed-gene-0.8&CDS=1-675, snap_masked-scf7180000030524-processed-gene-4.99-mRNA-1_1&gene=snap_masked-scf7180000030524-processed-gene-4.99&CDS=1-663
101	OG0000101	YGR214W, YLR048W	genemark-scf7180000030435-processed-gene-0.36-mRNA-1_1&gene=genemark-scf7180000030435-processed-gene-0.36&CDS=1-756, snap_masked-scf7180000030501-processed-gene-0.177-mRNA-1_1&gene=snap_masked-scf7180000030501-processed-gene-0.177&CDS=1-756
102	OG0000102	YGR224W	genemark-scf7180000029975-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000029975-processed-gene-0.2&CDS=1-1821, genemark-scf7180000030232-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000030232-processed-gene-0.2&CDS=1-1821, snap_masked-scf7180000030486-processed-gene-1.90-mRNA-1_1&gene=snap_masked-scf7180000030486-processed-gene-1.90&CDS=1-1818
103	OG0000103	YGR279C, YMR305C	snap_masked-scf7180000030440-processed-gene-0.27-mRNA-1_1&gene=snap_masked-scf7180000030440-processed-gene-0.27&CDS=1-1113, snap_masked-scf7180000030490-processed-gene-1.195-mRNA-1_1&gene=snap_masked-scf7180000030490-processed-gene-1.195&CDS=1-1176
104	OG0000104	YHL001W, YKL006W	maker-scf7180000030454-snap-gene-0.245-mRNA-1_1&gene=maker-scf7180000030454-snap-gene-0.245&CDS=1-414, maker-scf7180000030523-snap-gene-1.155-mRNA-1_1&gene=maker-scf7180000030523-snap-gene-1.155&CDS=1-414
105	OG0000105	YHR001W, YKR003W	genemark-scf7180000030454-processed-gene-0.7-mRNA-1_1&gene=genemark-scf7180000030454-processed-gene-0.7&CDS=1-1296, genemark-scf7180000030523-processed-gene-1.212-mRNA-1_1&gene=genemark-scf7180000030523-processed-gene-1.212&CDS=1-1323
106	OG0000106	YHR005C-A, YKL088W	genemark-scf7180000030477-processed-gene-0.14-mRNA-1_1&gene=genemark-scf7180000030477-processed-gene-0.14&CDS=1-1323, maker-scf7180000030516-snap-gene-0.5-mRNA-1_1&gene=maker-scf7180000030516-snap-gene-0.5&CDS=1-1350
107	OG0000107	YHR082C	maker-scf7180000030517-snap-gene-0.12-mRNA-1_1&gene=maker-scf7180000030517-snap-gene-0.12&CDS=1-2940, snap_masked-scf7180000030012-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000030012-processed-gene-0.0&CDS=1-1098, snap_masked-scf7180000030413-processed-gene-0.30-mRNA-1_1&gene=snap_masked-scf7180000030413-processed-gene-0.30&CDS=1-1098
108	OG0000108	YHR139C, YNL160W	genemark-scf7180000030434-processed-gene-0.121-mRNA-1_1&gene=genemark-scf7180000030434-processed-gene-0.121&CDS=1-1053, snap_masked-scf7180000030492-processed-gene-1.75-mRNA-1_1&gene=snap_masked-scf7180000030492-processed-gene-1.75&CDS=1-1113
109	OG0000109	YHR141C, YNL162W	genemark-scf7180000030434-processed-gene-0.120-mRNA-1_1&gene=genemark-scf7180000030434-processed-gene-0.120&CDS=1-318, snap_masked-scf7180000030492-processed-gene-1.77-mRNA-1_1&gene=snap_masked-scf7180000030492-processed-gene-1.77&CDS=1-318
110	OG0000110	YHR146W, YNL173C	snap_masked-scf7180000030234-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000030234-processed-gene-0.0&CDS=1-276, snap_masked-scf7180000030492-processed-gene-1.45-mRNA-1_1&gene=snap_masked-scf7180000030492-processed-gene-1.45&CDS=1-1905
111	OG0000111	YHR203C, YJR145C	genemark-scf7180000030514-processed-gene-0.261-mRNA-1_1&gene=genemark-scf7180000030514-processed-gene-0.261&CDS=1-783, maker-scf7180000030489-snap-gene-1.261-mRNA-1_1&gene=maker-scf7180000030489-snap-gene-1.261&CDS=1-783
112	OG0000112	YHR216W, YLR432W, YML056C	maker-scf7180000030480-snap-gene-0.94-mRNA-1_1&gene=maker-scf7180000030480-snap-gene-0.94&CDS=1-1569
113	OG0000113	YIL013C, YOR011W	snap_masked-scf7180000030510-processed-gene-2.113-mRNA-1_1&gene=snap_masked-scf7180000030510-processed-gene-2.113&CDS=1-4140, snap_masked-scf7180000030524-processed-gene-5.252-mRNA-1_1&gene=snap_masked-scf7180000030524-processed-gene-5.252&CDS=1-4140
114	OG0000114	YIL014W	augustus_masked-scf7180000030524-processed-gene-5.187-mRNA-1_1&gene=augustus_masked-scf7180000030524-processed-gene-5.187&CDS=1-2115, augustus_masked-scf7180000030524-processed-gene-5.188-mRNA-1_1&gene=augustus_masked-scf7180000030524-processed-gene-5.188&CDS=1-2139, snap_masked-scf7180000030510-processed-gene-2.143-mRNA-1_1&gene=snap_masked-scf7180000030510-processed-gene-2.143&CDS=1-1509
115	OG0000115	YIL095W, YNL020C	genemark-scf7180000030512-processed-gene-0.187-mRNA-1_1&gene=genemark-scf7180000030512-processed-gene-0.187&CDS=1-2250, genemark-scf7180000030518-processed-gene-0.49-mRNA-1_1&gene=genemark-scf7180000030518-processed-gene-0.49&CDS=1-2091
116	OG0000116	YIL126W, YOR290C	genemark-scf7180000030524-processed-gene-1.25-mRNA-1_1&gene=genemark-scf7180000030524-processed-gene-1.25&CDS=1-6429, maker-scf7180000030512-snap-gene-0.145-mRNA-1_1&gene=maker-scf7180000030512-snap-gene-0.145&CDS=1-3900
117	OG0000117	YIL131C, YNL068C	augustus_masked-scf7180000030512-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-scf7180000030512-processed-gene-0.82&CDS=1-1542, snap_masked-scf7180000030456-processed-gene-0.83-mRNA-1_1&gene=snap_masked-scf7180000030456-processed-gene-0.83&CDS=1-1611
118	OG0000118	YIR031C, YNL117W	genemark-scf7180000030456-processed-gene-1.244-mRNA-1_1&gene=genemark-scf7180000030456-processed-gene-1.244&CDS=1-1686, snap_masked-scf7180000030485-processed-gene-0.13-mRNA-1_1&gene=snap_masked-scf7180000030485-processed-gene-0.13&CDS=1-1665
119	OG0000119	YJL106W	augustus_masked-scf7180000030065-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000030065-processed-gene-0.1&CDS=1-552, snap_masked-scf7180000030068-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000030068-processed-gene-0.0&CDS=1-1944, snap_masked-scf7180000030387-processed-gene-0.7-mRNA-1_1&gene=snap_masked-scf7180000030387-processed-gene-0.7&CDS=1-1944
120	OG0000120	YJL116C, YKR042W	genemark-scf7180000030245-processed-gene-0.49-mRNA-1_1&gene=genemark-scf7180000030245-processed-gene-0.49&CDS=1-1080, snap_masked-scf7180000030452-processed-gene-0.129-mRNA-1_1&gene=snap_masked-scf7180000030452-processed-gene-0.129&CDS=1-1134
121	OG0000121	YJL129C, YKR050W	augustus_masked-scf7180000030452-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-scf7180000030452-processed-gene-0.88&CDS=1-3009, maker-scf7180000030477-snap-gene-1.174-mRNA-1_1&gene=maker-scf7180000030477-snap-gene-1.174&CDS=1-3999
122	OG0000122	YJL164C, YKL166C, YPL203W	augustus_masked-scf7180000030525-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-scf7180000030525-processed-gene-0.56&CDS=1-1614
123	OG0000123	YJL190C, YLR367W	maker-scf7180000030480-snap-gene-1.92-mRNA-1_1&gene=maker-scf7180000030480-snap-gene-1.92&CDS=1-390, snap_masked-scf7180000030429-processed-gene-0.9-mRNA-1_1&gene=snap_masked-scf7180000030429-processed-gene-0.9&CDS=1-390
124	OG0000124	YJR066W, YKL203C	augustus_masked-scf7180000030525-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-scf7180000030525-processed-gene-2.105&CDS=1-8463, genemark-scf7180000030412-processed-gene-0.4-mRNA-1_1&gene=genemark-scf7180000030412-processed-gene-0.4&CDS=1-7317
125	OG0000125	YJR126C, YML081W	genemark-scf7180000030489-processed-gene-1.72-mRNA-1_1&gene=genemark-scf7180000030489-processed-gene-1.72&CDS=1-5697, maker-scf7180000030514-snap-gene-0.179-mRNA-1_1&gene=maker-scf7180000030514-snap-gene-0.179&CDS=1-3516
126	OG0000126	YKL032C, YMR072W	genemark-scf7180000030454-processed-gene-0.12-mRNA-1_1&gene=genemark-scf7180000030454-processed-gene-0.12&CDS=1-627, snap_masked-scf7180000030523-processed-gene-1.40-mRNA-1_1&gene=snap_masked-scf7180000030523-processed-gene-1.40&CDS=1-1455
127	OG0000127	YKL068W, YMR047C	augustus_masked-scf7180000030441-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-scf7180000030441-processed-gene-0.60&CDS=1-3108, genemark-scf7180000030481-processed-gene-0.37-mRNA-1_1&gene=genemark-scf7180000030481-processed-gene-0.37&CDS=1-3090
128	OG0000128	YKL081W, YPL048W	augustus_masked-scf7180000029971-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000029971-processed-gene-0.0&CDS=1-459, augustus_masked-scf7180000030109-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000030109-processed-gene-0.0&CDS=1-567
129	OG0000129	YKL082C, YMR068W	genemark-scf7180000030477-processed-gene-0.39-mRNA-1_1&gene=genemark-scf7180000030477-processed-gene-0.39&CDS=1-2316, genemark-scf7180000030516-processed-gene-0.40-mRNA-1_1&gene=genemark-scf7180000030516-processed-gene-0.40&CDS=1-1134
130	OG0000130	YKL121W, YMR102C	augustus_masked-scf7180000030490-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-scf7180000030490-processed-gene-0.52&CDS=1-2742, snap_masked-scf7180000030509-processed-gene-0.50-mRNA-1_1&gene=snap_masked-scf7180000030509-processed-gene-0.50&CDS=1-2535
131	OG0000131	YKL204W	augustus_masked-scf7180000030044-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000030044-processed-gene-0.0&CDS=1-765, augustus_masked-scf7180000030412-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-scf7180000030412-processed-gene-0.53&CDS=1-1818, snap_masked-scf7180000030040-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000030040-processed-gene-0.2&CDS=1-741
132	OG0000132	YKR028W	maker-scf7180000029965-snap-gene-0.24-mRNA-1_1&gene=maker-scf7180000029965-snap-gene-0.24&CDS=1-2997, snap_masked-scf7180000030077-processed-gene-0.8-mRNA-1_1&gene=snap_masked-scf7180000030077-processed-gene-0.8&CDS=1-2997, snap_masked-scf7180000030452-processed-gene-1.204-mRNA-1_1&gene=snap_masked-scf7180000030452-processed-gene-1.204&CDS=1-3108
133	OG0000133	YKR089C, YOR081C	genemark-scf7180000030507-processed-gene-0.54-mRNA-1_1&gene=genemark-scf7180000030507-processed-gene-0.54&CDS=1-2349, snap_masked-scf7180000030523-processed-gene-1.0-mRNA-1_1&gene=snap_masked-scf7180000030523-processed-gene-1.0&CDS=1-2793
134	OG0000134	YLR028C, YMR120C	genemark-scf7180000030509-processed-gene-0.88-mRNA-1_1&gene=genemark-scf7180000030509-processed-gene-0.88&CDS=1-1776, snap_masked-scf7180000030490-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000030490-processed-gene-0.2&CDS=1-1770
135	OG0000135	YLR032W	augustus_masked-scf7180000030007-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000030007-processed-gene-0.5&CDS=1-1062, genemark-scf7180000030417-processed-gene-0.16-mRNA-1_1&gene=genemark-scf7180000030417-processed-gene-0.16&CDS=1-3525, snap_masked-scf7180000030006-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scf7180000030006-processed-gene-0.4&CDS=1-1074
