	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034623_Pichia_norvegensis
70	OG0000070	YLL052C, YLL053C, YPR192W	snap_masked-flattened_line_4-processed-gene-2.62-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.62&CDS=1-798
71	OG0000071	YLR152C, YNL095C, YOR092W	snap_masked-flattened_line_6-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.71&CDS=1-1641
72	OG0000072	YML111W, YMR275C, YNR069C	snap_masked-flattened_line_36-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.53&CDS=1-2175
73	OG0000073	YML116W, YMR279C, YOR378W	snap_masked-flattened_line_16-processed-gene-1.168-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.168&CDS=1-1602
74	OG0000074	YMR006C, YMR008C, YOL011W	maker-flattened_line_96-augustus-gene-0.78-mRNA-1_1&gene=maker-flattened_line_96-augustus-gene-0.78&CDS=1-2766
75	OG0000075	YMR237W, YOR299W	maker-flattened_line_346-augustus-gene-0.1-mRNA-1_1&gene=maker-flattened_line_346-augustus-gene-0.1&CDS=1-1731, maker-flattened_line_400-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_400-augustus-gene-0.0&CDS=1-1737
76	OG0000076	YPL058C	augustus_masked-flattened_line_466-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_466-processed-gene-0.2&CDS=1-2220, snap_masked-flattened_line_422-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_422-processed-gene-0.2&CDS=1-2634, snap_masked-flattened_line_506-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_506-processed-gene-0.1&CDS=1-1839
77	OG0000077	YPL164C	augustus_masked-flattened_line_12-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.117&CDS=1-465, snap_masked-flattened_line_768-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_768-processed-gene-0.1&CDS=1-504, snap_masked-flattened_line_770-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_770-processed-gene-0.1&CDS=1-705
78	OG0000078	YPL265W	snap_masked-flattened_line_114-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_114-processed-gene-0.34&CDS=1-1602, snap_masked-flattened_line_114-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_114-processed-gene-0.40&CDS=1-1599, snap_masked-flattened_line_240-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_240-processed-gene-0.7&CDS=1-1602
79	OG0000079	Q0045, Q0065, Q0070	maker-flattened_line_132-snap-gene-0.34-mRNA-1_1&gene=maker-flattened_line_132-snap-gene-0.34&CDS=1-369
80	OG0000080	YAL015C, YOL043C	snap_masked-flattened_line_74-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.64&CDS=1-1146
81	OG0000081	YAL017W, YOL045W	genemark-flattened_line_10-processed-gene-1.118-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.118&CDS=1-5652
82	OG0000082	YAL022C	snap_masked-flattened_line_118-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_118-processed-gene-0.36&CDS=1-954, snap_masked-flattened_line_4-processed-gene-1.108-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.108&CDS=1-291
83	OG0000083	YAL030W, YOR327C	snap_masked-flattened_line_46-processed-gene-0.151-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.151&CDS=1-387
84	OG0000084	YAL034C, YOR338W	snap_masked-flattened_line_102-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_102-processed-gene-0.46&CDS=1-1242
85	OG0000085	YAL049C	snap_masked-flattened_line_6-processed-gene-1.125-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.125&CDS=1-735, snap_masked-flattened_line_60-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.60&CDS=1-741
86	OG0000086	YAL054C	snap_masked-flattened_line_368-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_368-processed-gene-0.1&CDS=1-2013, snap_masked-flattened_line_370-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_370-processed-gene-0.0&CDS=1-2013
87	OG0000087	YAL056W, YOR371C	snap_masked-flattened_line_168-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_168-processed-gene-0.27&CDS=1-2604
88	OG0000088	YAR002W	augustus_masked-flattened_line_192-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_192-processed-gene-0.2&CDS=1-1545, augustus_masked-flattened_line_206-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_206-processed-gene-0.11&CDS=1-1599
89	OG0000089	YAR014C	snap_masked-flattened_line_172-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_172-processed-gene-0.2&CDS=1-2016, snap_masked-flattened_line_184-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_184-processed-gene-0.11&CDS=1-2016
90	OG0000090	YAR042W, YDL019C	snap_masked-flattened_line_34-processed-gene-0.182-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.182&CDS=1-4215
91	OG0000091	YBL009W, YGL021W	snap_masked-flattened_line_76-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.60&CDS=1-2070
92	OG0000092	YBL027W, YBR084C-A	snap_masked-flattened_line_44-processed-gene-0.84-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.84&CDS=1-546
93	OG0000093	YBL035C	snap_masked-flattened_line_114-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_114-processed-gene-0.33&CDS=1-1653, snap_masked-flattened_line_240-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_240-processed-gene-0.6&CDS=1-1650
94	OG0000094	YBL056W, YER089C	snap_masked-flattened_line_106-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_106-processed-gene-0.32&CDS=1-1353
95	OG0000095	YBL068W, YER099C	augustus_masked-flattened_line_0-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.130&CDS=1-1002
96	OG0000096	YBL072C, YER102W	genemark-flattened_line_0-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.23&CDS=1-594
97	OG0000097	YBL078C	snap_masked-flattened_line_288-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_288-processed-gene-0.1&CDS=1-360, snap_masked-flattened_line_290-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_290-processed-gene-0.5&CDS=1-360
98	OG0000098	YBL080C	snap_masked-flattened_line_288-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_288-processed-gene-0.3&CDS=1-1467, snap_masked-flattened_line_290-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_290-processed-gene-0.7&CDS=1-1458
99	OG0000099	YBL087C, YER117W	maker-flattened_line_124-snap-gene-0.36-mRNA-1_1&gene=maker-flattened_line_124-snap-gene-0.36&CDS=1-411
100	OG0000100	YBL089W, YER119C	snap_masked-flattened_line_72-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.72&CDS=1-1377
101	OG0000101	YBL091C-A, YER120W	augustus_masked-flattened_line_54-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.59&CDS=1-693
102	OG0000102	YBL101C, YPR030W	snap_masked-flattened_line_30-processed-gene-0.97-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.97&CDS=1-3669
103	OG0000103	YBL106C, YPR032W	snap_masked-flattened_line_24-processed-gene-0.296-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.296&CDS=1-3354
104	OG0000104	YBR001C, YDR001C	augustus_masked-flattened_line_20-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.27&CDS=1-3717
105	OG0000105	YBR021W, YIR028W	maker-flattened_line_12-snap-gene-1.225-mRNA-1_1&gene=maker-flattened_line_12-snap-gene-1.225&CDS=1-3570
106	OG0000106	YBR024W, YBR037C	genemark-flattened_line_12-processed-gene-1.183-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.183&CDS=1-5637
107	OG0000107	YBR031W, YDR012W	maker-flattened_line_38-snap-gene-0.209-mRNA-1_1&gene=maker-flattened_line_38-snap-gene-0.209&CDS=1-2514
108	OG0000108	YBR033W, YKL038W	snap_masked-flattened_line_46-processed-gene-0.181-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.181&CDS=1-2784
109	OG0000109	YBR048W, YDR025W	maker-flattened_line_34-augustus-gene-0.76-mRNA-1_1&gene=maker-flattened_line_34-augustus-gene-0.76&CDS=1-2001
110	OG0000110	YBR067C, YIL011W	snap_masked-flattened_line_0-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.68&CDS=1-621
111	OG0000111	YBR086C	snap_masked-flattened_line_240-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_240-processed-gene-0.8&CDS=1-750, snap_masked-flattened_line_68-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.31&CDS=1-2088
112	OG0000112	YBR104W, YPR058W	snap_masked-flattened_line_38-processed-gene-0.105-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.105&CDS=1-909
113	OG0000113	YBR105C, YGR066C	snap_masked-flattened_line_38-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.72&CDS=1-834
114	OG0000114	YBR110W	augustus_masked-flattened_line_166-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_166-processed-gene-0.3&CDS=1-1128, augustus_masked-flattened_line_220-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_220-processed-gene-0.9&CDS=1-1128
115	OG0000115	YBR118W, YPR080W	snap_masked-flattened_line_44-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.71&CDS=1-1374
116	OG0000116	YBR140C, YOL081W	snap_masked-flattened_line_92-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.61&CDS=1-8664
117	OG0000117	YBR147W, YOL092W	snap_masked-flattened_line_194-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_194-processed-gene-0.16&CDS=1-1017
118	OG0000118	YBR161W, YPL057C	snap_masked-flattened_line_54-processed-gene-0.219-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.219&CDS=1-1068
119	OG0000119	YBR169C, YPL106C	augustus_masked-flattened_line_16-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.5&CDS=1-3465
120	OG0000120	YBR172C, YPL105C	genemark-flattened_line_54-processed-gene-0.157-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.157&CDS=1-2823
121	OG0000121	YBR181C, YPL090C	augustus_masked-flattened_line_122-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_122-processed-gene-0.18&CDS=1-708
122	OG0000122	YBR183W, YPL087W	genemark-flattened_line_16-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.54&CDS=1-840
123	OG0000123	YBR191W, YPL079W	snap_masked-flattened_line_56-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.68&CDS=1-471
124	OG0000124	YBR199W	augustus_masked-flattened_line_6-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.31&CDS=1-1398, snap_masked-flattened_line_102-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_102-processed-gene-0.44&CDS=1-1242
125	OG0000125	YBR214W, YGL056C	snap_masked-flattened_line_32-processed-gene-0.83-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.83&CDS=1-1707
126	OG0000126	YBR216C, YGL060W	snap_masked-flattened_line_70-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.64&CDS=1-4455
127	OG0000127	YBR241C, YGL104C	genemark-flattened_line_4-processed-gene-0.130-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.130&CDS=1-1749
128	OG0000128	YBR242W, YGL101W	snap_masked-flattened_line_4-processed-gene-0.81-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.81&CDS=1-681
129	OG0000129	YBR270C, YJL058C	snap_masked-flattened_line_190-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_190-processed-gene-0.10&CDS=1-2397
130	OG0000130	YBR273C, YJL048C	snap_masked-flattened_line_142-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_142-processed-gene-0.18&CDS=1-1455
131	OG0000131	YBR294W, YLR092W	snap_masked-flattened_line_28-processed-gene-0.114-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.114&CDS=1-2502
132	OG0000132	YCL011C, YNL004W	snap_masked-flattened_line_76-processed-gene-0.74-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.74&CDS=1-1647
133	OG0000133	YCL024W, YDR507C	snap_masked-flattened_line_68-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.42&CDS=1-3534
134	OG0000134	YCL036W, YDR514C	augustus_masked-flattened_line_20-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.8&CDS=1-1431
135	OG0000135	YCL037C, YDR515W	snap_masked-flattened_line_54-processed-gene-0.182-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.182&CDS=1-627
136	OG0000136	YCL040W, YDR516C	snap_masked-flattened_line_40-processed-gene-0.126-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.126&CDS=1-1434
137	OG0000137	YCL048W, YDR522C	snap_masked-flattened_line_0-processed-gene-1.19-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.19&CDS=1-3069
138	OG0000138	YCL050C, YDR530C	snap_masked-flattened_line_6-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.63&CDS=1-1017
139	OG0000139	YCL066W, YCR040W	snap_masked-flattened_line_80-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.51&CDS=1-303
140	OG0000140	YCL068C, YCR038C	snap_masked-flattened_line_126-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_126-processed-gene-0.23&CDS=1-4812
141	OG0000141	YCR010C, YNR002C	maker-flattened_line_62-snap-gene-0.178-mRNA-1_1&gene=maker-flattened_line_62-snap-gene-0.178&CDS=1-1404
142	OG0000142	YCR026C, YEL016C	snap_masked-flattened_line_122-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_122-processed-gene-0.31&CDS=1-2118
143	OG0000143	YCR031C, YJL191W	maker-flattened_line_62-snap-gene-0.170-mRNA-1_1&gene=maker-flattened_line_62-snap-gene-0.170&CDS=1-426
144	OG0000144	YCR067C, YNR026C	maker-flattened_line_14-augustus-gene-0.2-mRNA-1_1&gene=maker-flattened_line_14-augustus-gene-0.2&CDS=1-4491
145	OG0000145	YCR073C, YNR031C	snap_masked-flattened_line_20-processed-gene-1.46-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.46&CDS=1-4935
146	OG0000146	YCR073W-A, YNR034W	snap_masked-flattened_line_20-processed-gene-1.5-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.5&CDS=1-873
147	OG0000147	YCR091W, YNR047W	maker-flattened_line_42-snap-gene-0.56-mRNA-1_1&gene=maker-flattened_line_42-snap-gene-0.56&CDS=1-7665
148	OG0000148	YCR098C	snap_masked-flattened_line_32-processed-gene-0.105-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.105&CDS=1-1593, snap_masked-flattened_line_32-processed-gene-0.106-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.106&CDS=1-1581
149	OG0000149	YCR105W, YMR318C	snap_masked-flattened_line_40-processed-gene-0.116-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.116&CDS=1-1128
150	OG0000150	YDL031W	augustus_masked-flattened_line_312-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_312-processed-gene-0.0&CDS=1-2832, snap_masked-flattened_line_324-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_324-processed-gene-0.2&CDS=1-2853
151	OG0000151	YDL042C, YOL068C	snap_masked-flattened_line_80-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.54&CDS=1-1662
152	OG0000152	YDL051W	snap_masked-flattened_line_114-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_114-processed-gene-0.32&CDS=1-2139, snap_masked-flattened_line_240-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_240-processed-gene-0.5&CDS=1-531
153	OG0000153	YDL075W, YLR406C	snap_masked-flattened_line_18-processed-gene-1.52-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.52&CDS=1-342
154	OG0000154	YDL082W, YMR142C	augustus_masked-flattened_line_36-processed-gene-0.184-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.184&CDS=1-591
155	OG0000155	YDL083C, YMR143W	maker-flattened_line_36-snap-gene-0.165-mRNA-1_1&gene=maker-flattened_line_36-snap-gene-0.165&CDS=1-450
156	OG0000156	YDL085W, YMR145C	snap_masked-flattened_line_26-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.54&CDS=1-3846
157	OG0000157	YDL088C, YMR153W	snap_masked-flattened_line_52-processed-gene-0.152-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.152&CDS=1-1338
158	OG0000158	YDL109C, YGL144C	snap_masked-flattened_line_96-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_96-processed-gene-0.13&CDS=1-2340
159	OG0000159	YDL119C	maker-flattened_line_264-augustus-gene-0.4-mRNA-1_1&gene=maker-flattened_line_264-augustus-gene-0.4&CDS=1-915, maker-flattened_line_270-augustus-gene-0.5-mRNA-1_1&gene=maker-flattened_line_270-augustus-gene-0.5&CDS=1-915
160	OG0000160	YDL127W, YDL179W	snap_masked-flattened_line_24-processed-gene-0.242-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.242&CDS=1-1056
161	OG0000161	YDL130W-A, YDL181W	snap_masked-flattened_line_14-processed-gene-1.57-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.57&CDS=1-237
162	OG0000162	YDL136W, YDL191W	augustus_masked-flattened_line_14-processed-gene-1.172-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.172&CDS=1-360
163	OG0000163	YDL137W, YDL192W	snap_masked-flattened_line_14-processed-gene-1.15-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.15&CDS=1-543
164	OG0000164	YDL204W, YDR233C	snap_masked-flattened_line_0-processed-gene-1.4-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.4&CDS=1-915
165	OG0000165	YDL210W	maker-flattened_line_60-augustus-gene-0.8-mRNA-1_1&gene=maker-flattened_line_60-augustus-gene-0.8&CDS=1-2778, snap_masked-flattened_line_102-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_102-processed-gene-0.59&CDS=1-1692
166	OG0000166	YDL224C, YNL197C	snap_masked-flattened_line_58-processed-gene-0.136-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.136&CDS=1-1644
167	OG0000167	YDL229W, YNL209W	augustus_masked-flattened_line_6-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.2&CDS=1-4500
168	OG0000168	YDL246C, YJR159W	snap_masked-flattened_line_48-processed-gene-0.109-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.109&CDS=1-1068
169	OG0000169	YDR052C	snap_masked-flattened_line_252-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_252-processed-gene-0.3&CDS=1-2535, snap_masked-flattened_line_356-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_356-processed-gene-0.2&CDS=1-2532
170	OG0000170	YDR058C	augustus_masked-flattened_line_362-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_362-processed-gene-0.4&CDS=1-999, snap_masked-flattened_line_318-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_318-processed-gene-0.7&CDS=1-999
171	OG0000171	YDR063W	snap_masked-flattened_line_180-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_180-processed-gene-0.2&CDS=1-417, snap_masked-flattened_line_186-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_186-processed-gene-0.22&CDS=1-417
172	OG0000172	YDR064W	maker-flattened_line_186-snap-gene-0.9-mRNA-1_1&gene=maker-flattened_line_186-snap-gene-0.9&CDS=1-453, snap_masked-flattened_line_180-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_180-processed-gene-0.7&CDS=1-453
173	OG0000173	YDR069C, YER144C	snap_masked-flattened_line_18-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.58&CDS=1-2535
174	OG0000174	YDR098C, YER174C	snap_masked-flattened_line_70-processed-gene-0.98-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.98&CDS=1-750
175	OG0000175	YDR099W, YER177W	augustus_masked-flattened_line_84-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.17&CDS=1-5670
176	OG0000176	YDR107C, YLR083C	snap_masked-flattened_line_114-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_114-processed-gene-0.36&CDS=1-1875
177	OG0000177	YDR122W, YLR096W	augustus_masked-flattened_line_48-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.49&CDS=1-3933
178	OG0000178	YDR125C, YLR099C	snap_masked-flattened_line_102-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_102-processed-gene-0.64&CDS=1-3354
