	OrthologID	Naumovozyma_dairenensis	Saccharomyces_cerevisiae
59	OG0000059	augustus_masked-NC_016479.1-processed-gene-16.12-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-16.12&CDS=1-2160, snap_masked-NC_016485.2-processed-gene-12.106-mRNA-1_1&gene=snap_masked-NC_016485.2-processed-gene-12.106&CDS=1-1995	YBR148W, YOL091W
60	OG0000060	augustus_masked-NC_016479.1-processed-gene-16.44-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-16.44&CDS=1-930, augustus_masked-NC_016485.2-processed-gene-4.65-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-4.65&CDS=1-912	YBR024W, YBR037C
61	OG0000061	augustus_masked-NC_016479.1-processed-gene-16.46-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-16.46&CDS=1-1989, augustus_masked-NC_016484.1-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-NC_016484.1-processed-gene-2.126&CDS=1-1920	YBR021W, YIR028W
62	OG0000062	augustus_masked-NC_016485.2-processed-gene-4.68-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-4.68&CDS=1-1566, genemark-NC_016479.1-processed-gene-16.96-mRNA-1_1&gene=genemark-NC_016479.1-processed-gene-16.96&CDS=1-1458	YBR020W, YDR009W
63	OG0000063	augustus_masked-NC_016479.1-processed-gene-16.27-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-16.27&CDS=1-396, augustus_masked-NC_016481.1-processed-gene-11.53-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-11.53&CDS=1-396	YBL003C, YDR225W
64	OG0000064	augustus_masked-NC_016479.1-processed-gene-17.58-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-17.58&CDS=1-2925, augustus_masked-NC_016482.1-processed-gene-5.108-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-5.108&CDS=1-2844	YBR084W, YGR204W
65	OG0000065	augustus_masked-NC_016479.1-processed-gene-19.106-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-19.106&CDS=1-4212, augustus_masked-NC_016486.1-processed-gene-3.110-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-3.110&CDS=1-4176	YIL013C, YOR011W
66	OG0000066	augustus_masked-NC_016480.1-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NC_016480.1-processed-gene-0.42&CDS=1-552, augustus_masked-NC_016484.1-processed-gene-10.142-mRNA-1_1&gene=augustus_masked-NC_016484.1-processed-gene-10.142&CDS=1-255	YDR525W-A, YJL151C
67	OG0000067	augustus_masked-NC_016480.1-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-NC_016480.1-processed-gene-1.52&CDS=1-1113, augustus_masked-NC_016487.1-processed-gene-5.40-mRNA-1_1&gene=augustus_masked-NC_016487.1-processed-gene-5.40&CDS=1-1143	YGR279C, YMR305C
68	OG0000068	augustus_masked-NC_016485.2-processed-gene-4.60-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-4.60&CDS=1-762, snap_masked-NC_016480.1-processed-gene-4.31-mRNA-1_1&gene=snap_masked-NC_016480.1-processed-gene-4.31&CDS=1-762	YFR031C-A, YIL018W
69	OG0000069	augustus_masked-NC_016484.1-processed-gene-5.76-mRNA-1_1&gene=augustus_masked-NC_016484.1-processed-gene-5.76&CDS=1-1800, maker-NC_016480.1-augustus-gene-4.0-mRNA-1_1&gene=maker-NC_016480.1-augustus-gene-4.0&CDS=1-957	YER133W, YPL179W
70	OG0000070	augustus_masked-NC_016480.1-processed-gene-4.111-mRNA-1_1&gene=augustus_masked-NC_016480.1-processed-gene-4.111&CDS=1-357, augustus_masked-NC_016480.1-processed-gene-6.61-mRNA-1_1&gene=augustus_masked-NC_016480.1-processed-gene-6.61&CDS=1-357	YER131W, YGL189C
71	OG0000071	augustus_masked-NC_016480.1-processed-gene-5.95-mRNA-1_1&gene=augustus_masked-NC_016480.1-processed-gene-5.95&CDS=1-804, augustus_masked-NC_016488.1-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-NC_016488.1-processed-gene-3.62&CDS=1-843	YDR099W, YER177W
72	OG0000072	augustus_masked-NC_016480.1-processed-gene-8.113-mRNA-1_1&gene=augustus_masked-NC_016480.1-processed-gene-8.113&CDS=1-1338, augustus_masked-NC_016485.2-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-1.12&CDS=1-1539	YIL085C, YNL029C
73	OG0000073	augustus_masked-NC_016480.1-processed-gene-8.114-mRNA-1_1&gene=augustus_masked-NC_016480.1-processed-gene-8.114&CDS=1-408, augustus_masked-NC_016485.2-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-1.13&CDS=1-408	YBR010W, YNL031C
74	OG0000074	augustus_masked-NC_016480.1-processed-gene-9.4-mRNA-1_1&gene=augustus_masked-NC_016480.1-processed-gene-9.4&CDS=1-2268, augustus_masked-NC_016485.2-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-1.7&CDS=1-1863	YIL095W, YNL020C
75	OG0000075	augustus_masked-NC_016480.1-processed-gene-9.13-mRNA-1_1&gene=augustus_masked-NC_016480.1-processed-gene-9.13&CDS=1-1206, augustus_masked-NC_016482.1-processed-gene-2.70-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-2.70&CDS=1-1242	YIL117C, YNL058C
76	OG0000076	augustus_masked-NC_016480.1-processed-gene-9.34-mRNA-1_1&gene=augustus_masked-NC_016480.1-processed-gene-9.34&CDS=1-573, augustus_masked-NC_016486.1-processed-gene-8.47-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-8.47&CDS=1-573	YGL147C, YNL067W
77	OG0000077	augustus_masked-NC_016480.1-processed-gene-9.17-mRNA-1_1&gene=augustus_masked-NC_016480.1-processed-gene-9.17&CDS=1-600, augustus_masked-NC_016484.1-processed-gene-5.67-mRNA-1_1&gene=augustus_masked-NC_016484.1-processed-gene-5.67&CDS=1-600	YIL133C, YNL069C
78	OG0000078	augustus_masked-NC_016480.1-processed-gene-9.18-mRNA-1_1&gene=augustus_masked-NC_016480.1-processed-gene-9.18&CDS=1-2223, augustus_masked-NC_016484.1-processed-gene-5.68-mRNA-1_1&gene=augustus_masked-NC_016484.1-processed-gene-5.68&CDS=1-2124	YIL135C, YNL074C
79	OG0000079	augustus_masked-NC_016480.1-processed-gene-11.56-mRNA-1_1&gene=augustus_masked-NC_016480.1-processed-gene-11.56&CDS=1-1086, augustus_masked-NC_016484.1-processed-gene-7.8-mRNA-1_1&gene=augustus_masked-NC_016484.1-processed-gene-7.8&CDS=1-1212	YHR123W, YNL130C
80	OG0000080	augustus_masked-NC_016480.1-processed-gene-11.85-mRNA-1_1&gene=augustus_masked-NC_016480.1-processed-gene-11.85&CDS=1-1620, augustus_masked-NC_016484.1-processed-gene-7.37-mRNA-1_1&gene=augustus_masked-NC_016484.1-processed-gene-7.37&CDS=1-1599	YHR135C, YNL154C
81	OG0000081	augustus_masked-NC_016480.1-processed-gene-13.49-mRNA-1_1&gene=augustus_masked-NC_016480.1-processed-gene-13.49&CDS=1-3165, augustus_masked-NC_016485.2-processed-gene-14.182-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-14.182&CDS=1-3744	YJL129C, YKR050W
82	OG0000082	augustus_masked-NC_016480.1-processed-gene-14.69-mRNA-1_1&gene=augustus_masked-NC_016480.1-processed-gene-14.69&CDS=1-1458, augustus_masked-NC_016487.1-processed-gene-6.147-mRNA-1_1&gene=augustus_masked-NC_016487.1-processed-gene-6.147&CDS=1-1458	YFR053C, YGL253W
83	OG0000083	augustus_masked-NC_016481.1-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-0.73&CDS=1-2451, snap_masked-NC_016485.2-processed-gene-11.10-mRNA-1_1&gene=snap_masked-NC_016485.2-processed-gene-11.10&CDS=1-2682	YKL072W, YMR053C
84	OG0000084	augustus_masked-NC_016481.1-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-1.63&CDS=1-3252, snap_masked-NC_016486.1-processed-gene-4.113-mRNA-1_1&gene=snap_masked-NC_016486.1-processed-gene-4.113&CDS=1-2739	YDR458C, YML034W
85	OG0000085	augustus_masked-NC_016481.1-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-1.88&CDS=1-438, snap_masked-NC_016486.1-processed-gene-4.95-mRNA-1_1&gene=snap_masked-NC_016486.1-processed-gene-4.95&CDS=1-438	YDR450W, YML026C
86	OG0000086	augustus_masked-NC_016481.1-processed-gene-3.6-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-3.6&CDS=1-1029, augustus_masked-NC_016485.2-processed-gene-11.96-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-11.96&CDS=1-1029, augustus_masked-NC_016488.1-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-NC_016488.1-processed-gene-1.70&CDS=1-1029	YPL088W
87	OG0000087	maker-NC_016481.1-augustus-gene-7.81-mRNA-1_1&gene=maker-NC_016481.1-augustus-gene-7.81&CDS=1-750, maker-NC_016482.1-augustus-gene-5.0-mRNA-1_1&gene=maker-NC_016482.1-augustus-gene-5.0&CDS=1-741	YGR214W, YLR048W
88	OG0000088	maker-NC_016481.1-snap-gene-11.38-mRNA-1_1&gene=maker-NC_016481.1-snap-gene-11.38&CDS=1-1860, maker-NC_016483.1-snap-gene-7.128-mRNA-1_1&gene=maker-NC_016483.1-snap-gene-7.128&CDS=1-2037	YDR213W, YLR228C
89	OG0000089	augustus_masked-NC_016481.1-processed-gene-12.62-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-12.62&CDS=1-1155, genemark-NC_016483.1-processed-gene-6.80-mRNA-1_1&gene=genemark-NC_016483.1-processed-gene-6.80&CDS=1-1146	YBR161W, YPL057C
90	OG0000090	maker-NC_016481.1-snap-gene-12.93-mRNA-1_1&gene=maker-NC_016481.1-snap-gene-12.93&CDS=1-993, maker-NC_016483.1-snap-gene-5.47-mRNA-1_1&gene=maker-NC_016483.1-snap-gene-5.47&CDS=1-1035	YBR189W, YPL081W
91	OG0000091	augustus_masked-NC_016481.1-processed-gene-13.69-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-13.69&CDS=1-963, augustus_masked-NC_016483.1-processed-gene-5.112-mRNA-1_1&gene=augustus_masked-NC_016483.1-processed-gene-5.112&CDS=1-990	YBR183W, YPL087W
92	OG0000092	augustus_masked-NC_016481.1-processed-gene-13.52-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-13.52&CDS=1-708, augustus_masked-NC_016483.1-processed-gene-5.130-mRNA-1_1&gene=augustus_masked-NC_016483.1-processed-gene-5.130&CDS=1-708	YBR181C, YPL090C
93	OG0000093	augustus_masked-NC_016481.1-processed-gene-14.24-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-14.24&CDS=1-348, augustus_masked-NC_016485.2-processed-gene-7.90-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-7.90&CDS=1-375	YFL034C-A, YLR061W
94	OG0000094	snap_masked-NC_016482.1-processed-gene-0.67-mRNA-1_1&gene=snap_masked-NC_016482.1-processed-gene-0.67&CDS=1-1002, snap_masked-NC_016488.1-processed-gene-0.65-mRNA-1_1&gene=snap_masked-NC_016488.1-processed-gene-0.65&CDS=1-975	YLR457C, YPR174C
95	OG0000095	augustus_masked-NC_016482.1-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-0.47&CDS=1-489, augustus_masked-NC_016488.1-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-NC_016488.1-processed-gene-0.80&CDS=1-621	YLR456W, YPR172W
96	OG0000096	augustus_masked-NC_016482.1-processed-gene-11.76-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-11.76&CDS=1-1029, augustus_masked-NC_016482.1-processed-gene-2.61-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-2.61&CDS=1-1029	YDR541C, YOL151W
97	OG0000097	augustus_masked-NC_016482.1-processed-gene-8.63-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-8.63&CDS=1-783, augustus_masked-NC_016488.1-processed-gene-6.27-mRNA-1_1&gene=augustus_masked-NC_016488.1-processed-gene-6.27&CDS=1-783	YHR203C, YJR145C
98	OG0000098	augustus_masked-NC_016482.1-processed-gene-8.48-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-8.48&CDS=1-1197, augustus_masked-NC_016488.1-processed-gene-6.60-mRNA-1_1&gene=augustus_masked-NC_016488.1-processed-gene-6.60&CDS=1-1128	YHR208W, YJR148W
99	OG0000099	augustus_masked-NC_016482.1-processed-gene-9.80-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-9.80&CDS=1-324, augustus_masked-NC_016488.1-processed-gene-3.71-mRNA-1_1&gene=augustus_masked-NC_016488.1-processed-gene-3.71&CDS=1-324	YGR027C, YLR333C
100	OG0000100	augustus_masked-NC_016482.1-processed-gene-9.73-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-9.73&CDS=1-2766, snap_masked-NC_016488.1-processed-gene-4.88-mRNA-1_1&gene=snap_masked-NC_016488.1-processed-gene-4.88&CDS=1-3099	YGR056W, YLR357W
101	OG0000101	augustus_masked-NC_016482.1-processed-gene-11.60-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-11.60&CDS=1-1557	YHR216W, YLR432W, YML056C
102	OG0000102	augustus_masked-NC_016482.1-processed-gene-11.61-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-11.61&CDS=1-588, augustus_masked-NC_016486.1-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-2.31&CDS=1-603	YLR178C, YLR179C
103	OG0000103	augustus_masked-NC_016482.1-processed-gene-11.70-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-11.70&CDS=1-768, augustus_masked-NC_016486.1-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-0.54&CDS=1-768	YHL033C, YLL045C
104	OG0000104	augustus_masked-NC_016482.1-processed-gene-11.71-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-11.71&CDS=1-2034	YKL220C, YNR060W, YOR381W
105	OG0000105	augustus_masked-NC_016483.1-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NC_016483.1-processed-gene-0.79&CDS=1-1647, augustus_masked-NC_016489.1-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-NC_016489.1-processed-gene-1.90&CDS=1-1659	YML116W, YMR279C
106	OG0000106	augustus_masked-NC_016483.1-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NC_016483.1-processed-gene-0.82&CDS=1-3123, augustus_masked-NC_016489.1-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-NC_016489.1-processed-gene-1.95&CDS=1-3339	YML111W, YMR275C
107	OG0000107	augustus_masked-NC_016483.1-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NC_016483.1-processed-gene-0.106&CDS=1-618, augustus_masked-NC_016489.1-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-NC_016489.1-processed-gene-1.121&CDS=1-633	YML101C, YMR264W
108	OG0000108	augustus_masked-NC_016483.1-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-NC_016483.1-processed-gene-2.50&CDS=1-3831, augustus_masked-NC_016483.1-processed-gene-4.13-mRNA-1_1&gene=augustus_masked-NC_016483.1-processed-gene-4.13&CDS=1-4161	YOR227W, YPL137C
109	OG0000109	augustus_masked-NC_016483.1-processed-gene-3.84-mRNA-1_1&gene=augustus_masked-NC_016483.1-processed-gene-3.84&CDS=1-1776, augustus_masked-NC_016486.1-processed-gene-6.33-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-6.33&CDS=1-1776	YLR028C, YMR120C
110	OG0000110	augustus_masked-NC_016483.1-processed-gene-6.92-mRNA-1_1&gene=augustus_masked-NC_016483.1-processed-gene-6.92&CDS=1-2268, augustus_masked-NC_016485.2-processed-gene-4.49-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-4.49&CDS=1-2958	YER047C, YPL074W
111	OG0000111	augustus_masked-NC_016483.1-processed-gene-10.189-mRNA-1_1&gene=augustus_masked-NC_016483.1-processed-gene-10.189&CDS=1-957, augustus_masked-NC_016484.1-processed-gene-3.103-mRNA-1_1&gene=augustus_masked-NC_016484.1-processed-gene-3.103&CDS=1-696, snap_masked-NC_016485.2-processed-gene-11.29-mRNA-1_1&gene=snap_masked-NC_016485.2-processed-gene-11.29&CDS=1-732	YPL241C
112	OG0000112	augustus_masked-NC_016483.1-processed-gene-10.226-mRNA-1_1&gene=augustus_masked-NC_016483.1-processed-gene-10.226&CDS=1-3174, augustus_masked-NC_016484.1-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-NC_016484.1-processed-gene-1.85&CDS=1-2724	YKR089C, YOR081C
113	OG0000113	snap_masked-NC_016483.1-processed-gene-10.43-mRNA-1_1&gene=snap_masked-NC_016483.1-processed-gene-10.43&CDS=1-5919, snap_masked-NC_016484.1-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NC_016484.1-processed-gene-0.51&CDS=1-4662	YIL149C, YKR095W
114	OG0000114	augustus_masked-NC_016484.1-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-NC_016484.1-processed-gene-1.114&CDS=1-2091, augustus_masked-NC_016486.1-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-1.29&CDS=1-1929	YKR072C, YOR054C
115	OG0000115	augustus_masked-NC_016484.1-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-NC_016484.1-processed-gene-2.107&CDS=1-2169, augustus_masked-NC_016486.1-processed-gene-2.3-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-2.3&CDS=1-1248	YDR263C, YOR033C
116	OG0000116	augustus_masked-NC_016487.1-processed-gene-4.50-mRNA-1_1&gene=augustus_masked-NC_016487.1-processed-gene-4.50&CDS=1-3534, genemark-NC_016484.1-processed-gene-4.92-mRNA-1_1&gene=genemark-NC_016484.1-processed-gene-4.92&CDS=1-4950	YBR218C, YGL062W
117	OG0000117	augustus_masked-NC_016484.1-processed-gene-4.56-mRNA-1_1&gene=augustus_masked-NC_016484.1-processed-gene-4.56&CDS=1-2016, augustus_masked-NC_016487.1-processed-gene-4.49-mRNA-1_1&gene=augustus_masked-NC_016487.1-processed-gene-4.49&CDS=1-1980	YBR216C, YGL060W
118	OG0000118	augustus_masked-NC_016484.1-processed-gene-5.70-mRNA-1_1&gene=augustus_masked-NC_016484.1-processed-gene-5.70&CDS=1-1506, augustus_masked-NC_016487.1-processed-gene-3.66-mRNA-1_1&gene=augustus_masked-NC_016487.1-processed-gene-3.66&CDS=1-1446	YBR241C, YGL104C
119	OG0000119	augustus_masked-NC_016484.1-processed-gene-7.10-mRNA-1_1&gene=augustus_masked-NC_016484.1-processed-gene-7.10&CDS=1-1125	YCR102C, YLR460C, YNL134C
120	OG0000120	augustus_masked-NC_016484.1-processed-gene-7.41-mRNA-1_1&gene=augustus_masked-NC_016484.1-processed-gene-7.41&CDS=1-1083, augustus_masked-NC_016486.1-processed-gene-9.45-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-9.45&CDS=1-1095	YHR139C, YNL160W
121	OG0000121	augustus_masked-NC_016484.1-processed-gene-8.75-mRNA-1_1&gene=augustus_masked-NC_016484.1-processed-gene-8.75&CDS=1-1839, augustus_masked-NC_016486.1-processed-gene-9.75-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-9.75&CDS=1-1839	YDL229W, YNL209W
122	OG0000122	augustus_masked-NC_016485.2-processed-gene-7.73-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-7.73&CDS=1-1668	YOL055C, YPL258C, YPR121W
123	OG0000123	maker-NC_016486.1-augustus-gene-3.2-mRNA-1_1&gene=maker-NC_016486.1-augustus-gene-3.2&CDS=1-414, maker-NC_016489.1-augustus-gene-5.2-mRNA-1_1&gene=maker-NC_016489.1-augustus-gene-5.2&CDS=1-414	YHL001W, YKL006W
124	OG0000124	augustus_masked-NC_016489.1-processed-gene-3.108-mRNA-1_1&gene=augustus_masked-NC_016489.1-processed-gene-3.108&CDS=1-2931, snap_masked-NC_016486.1-processed-gene-5.38-mRNA-1_1&gene=snap_masked-NC_016486.1-processed-gene-5.38&CDS=1-2928	YKL121W, YMR102C
125	OG0000125	snap_masked-NC_016486.1-processed-gene-5.39-mRNA-1_1&gene=snap_masked-NC_016486.1-processed-gene-5.39&CDS=1-1044, snap_masked-NC_016489.1-processed-gene-3.10-mRNA-1_1&gene=snap_masked-NC_016489.1-processed-gene-3.10&CDS=1-957	YKL126W, YMR104C
126	OG0000126	augustus_masked-NC_016487.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NC_016487.1-processed-gene-0.13&CDS=1-2871, augustus_masked-NC_016489.1-processed-gene-5.192-mRNA-1_1&gene=augustus_masked-NC_016489.1-processed-gene-5.192&CDS=1-2658	YCR091W, YNR047W
127	OG0000127	augustus_masked-NC_016487.1-processed-gene-3.56-mRNA-1_1&gene=augustus_masked-NC_016487.1-processed-gene-3.56&CDS=1-564, augustus_masked-NC_016488.1-processed-gene-4.38-mRNA-1_1&gene=augustus_masked-NC_016488.1-processed-gene-4.38&CDS=1-453	YGL089C, YPL187W
128	OG0000128	augustus_masked-NC_016487.1-processed-gene-5.27-mRNA-1_1&gene=augustus_masked-NC_016487.1-processed-gene-5.27&CDS=1-1446, augustus_masked-NC_016489.1-processed-gene-5.252-mRNA-1_1&gene=augustus_masked-NC_016489.1-processed-gene-5.252&CDS=1-2112	YEL060C, YOR003W
129	OG0000129	augustus_masked-NC_016487.1-processed-gene-5.18-mRNA-1_1&gene=augustus_masked-NC_016487.1-processed-gene-5.18&CDS=1-2280, augustus_masked-NC_016489.1-processed-gene-5.251-mRNA-1_1&gene=augustus_masked-NC_016489.1-processed-gene-5.251&CDS=1-1986	YLR260W, YOR171C
130	OG0000130	augustus_masked-NC_016489.1-processed-gene-5.210-mRNA-1_1&gene=augustus_masked-NC_016489.1-processed-gene-5.210&CDS=1-201, snap_masked-NC_016487.1-processed-gene-5.96-mRNA-1_1&gene=snap_masked-NC_016487.1-processed-gene-5.96&CDS=1-201	YLR264W, YOR167C
131	OG0000131	augustus_masked-NC_016488.1-processed-gene-4.57-mRNA-1_1&gene=augustus_masked-NC_016488.1-processed-gene-4.57&CDS=1-1974, augustus_masked-NC_016489.1-processed-gene-5.201-mRNA-1_1&gene=augustus_masked-NC_016489.1-processed-gene-5.201&CDS=1-1425	YGR004W, YLR324W
132	OG0000132		YAR066W, YHR214W, YIL169C, YOL155C
133	OG0000133	augustus_masked-NC_016479.1-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-0.88&CDS=1-735, augustus_masked-NC_016479.1-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-1.91&CDS=1-3066	YDR507C
134	OG0000134	augustus_masked-NC_016479.1-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-1.89&CDS=1-1614, maker-NC_016484.1-snap-gene-10.2-mRNA-1_1&gene=maker-NC_016484.1-snap-gene-10.2&CDS=1-1494	YDR501W
135	OG0000135	snap_masked-NC_016479.1-processed-gene-1.32-mRNA-1_1&gene=snap_masked-NC_016479.1-processed-gene-1.32&CDS=1-579, snap_masked-NC_016479.1-processed-gene-1.33-mRNA-1_1&gene=snap_masked-NC_016479.1-processed-gene-1.33&CDS=1-579	YCL026C-B
136	OG0000136	augustus_masked-NC_016479.1-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-1.111&CDS=1-1923, augustus_masked-NC_016484.1-processed-gene-10.135-mRNA-1_1&gene=augustus_masked-NC_016484.1-processed-gene-10.135&CDS=1-2001	YCL025C
137	OG0000137	augustus_masked-NC_016479.1-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-1.112&CDS=1-243, augustus_masked-NC_016486.1-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-0.45&CDS=1-198	YCR097W
138	OG0000138	augustus_masked-NC_016479.1-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-1.92&CDS=1-4206	YCL068C, YCR038C
139	OG0000139	augustus_masked-NC_016479.1-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-1.93&CDS=1-2724, snap_masked-NC_016480.1-processed-gene-1.64-mRNA-1_1&gene=snap_masked-NC_016480.1-processed-gene-1.64&CDS=1-2763	YCR037C
140	OG0000140	augustus_masked-NC_016479.1-processed-gene-2.7-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-2.7&CDS=1-1224	YJL164C, YKL166C
141	OG0000141	augustus_masked-NC_016479.1-processed-gene-2.20-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-2.20&CDS=1-2046, augustus_masked-NC_016485.2-processed-gene-5.102-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-5.102&CDS=1-2019	YLR153C
142	OG0000142	augustus_masked-NC_016479.1-processed-gene-3.79-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-3.79&CDS=1-753, augustus_masked-NC_016483.1-processed-gene-9.100-mRNA-1_1&gene=augustus_masked-NC_016483.1-processed-gene-9.100&CDS=1-771	YER100W
143	OG0000143	augustus_masked-NC_016479.1-processed-gene-4.15-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-4.15&CDS=1-1239, augustus_masked-NC_016482.1-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-1.14&CDS=1-1305	YDL155W
