	OrthologID	Saccharomyces_cerevisiae	yHAB160_Kazachstania_kunashirensis
66	OG0000066	YDR492W, YOL002C	augustus_masked-scf7180000008984-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-scf7180000008984-processed-gene-0.54&CDS=1-963, snap_masked-scf7180000008976-processed-gene-2.42-mRNA-1_1&gene=snap_masked-scf7180000008976-processed-gene-2.42&CDS=1-1299
67	OG0000067	YDR503C, YLR177W	augustus_masked-scf7180000008959-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000008959-processed-gene-0.12&CDS=1-3396, augustus_masked-scf7180000008964-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-scf7180000008964-processed-gene-0.98&CDS=1-2379
68	OG0000068	YER033C	augustus_masked-scf7180000008663-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000008663-processed-gene-0.2&CDS=1-966, augustus_masked-scf7180000008735-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000008735-processed-gene-0.1&CDS=1-1572, augustus_masked-scf7180000008956-processed-gene-1.171-mRNA-1_1&gene=augustus_masked-scf7180000008956-processed-gene-1.171&CDS=1-2856
69	OG0000069	YER064C, YIL056W	augustus_masked-scf7180000008952-processed-gene-3.55-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-3.55&CDS=1-1476, augustus_masked-scf7180000008977-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-scf7180000008977-processed-gene-0.43&CDS=1-1617
70	OG0000070	YFL059W, YMR096W, YNL333W	augustus_masked-scf7180000008971-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-scf7180000008971-processed-gene-0.46&CDS=1-513
71	OG0000071	YFR043C	augustus_masked-scf7180000008664-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000008664-processed-gene-0.3&CDS=1-732, augustus_masked-scf7180000008894-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000008894-processed-gene-0.9&CDS=1-732, augustus_masked-scf7180000008938-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-scf7180000008938-processed-gene-0.111&CDS=1-732
72	OG0000072	YGL110C	augustus_masked-scf7180000008934-processed-gene-0.168-mRNA-1_1&gene=augustus_masked-scf7180000008934-processed-gene-0.168&CDS=1-555, augustus_masked-scf7180000008942-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-scf7180000008942-processed-gene-0.89&CDS=1-1872, snap_masked-scf7180000008670-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000008670-processed-gene-0.3&CDS=1-747
73	OG0000073	YGL151W	augustus_masked-scf7180000008754-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000008754-processed-gene-0.1&CDS=1-1158, augustus_masked-scf7180000008755-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000008755-processed-gene-0.0&CDS=1-1155, maker-scf7180000008985-augustus-gene-2.143-mRNA-1_1&gene=maker-scf7180000008985-augustus-gene-2.143&CDS=1-4377
74	OG0000074	YGL179C	augustus_masked-scf7180000008638-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000008638-processed-gene-0.2&CDS=1-1428, augustus_masked-scf7180000008660-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000008660-processed-gene-0.2&CDS=1-1611, augustus_masked-scf7180000008944-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000008944-processed-gene-0.6&CDS=1-1494
75	OG0000075	YGL209W	augustus_masked-scf7180000008702-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000008702-processed-gene-0.0&CDS=1-669, augustus_masked-scf7180000008931-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-scf7180000008931-processed-gene-0.117&CDS=1-588, genemark-scf7180000008956-processed-gene-0.18-mRNA-1_1&gene=genemark-scf7180000008956-processed-gene-0.18&CDS=1-1089
76	OG0000076	YGL234W	augustus_masked-scf7180000008744-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000008744-processed-gene-0.1&CDS=1-1386, augustus_masked-scf7180000008956-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-scf7180000008956-processed-gene-0.113&CDS=1-2379, genemark-scf7180000008741-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000008741-processed-gene-0.2&CDS=1-1368
77	OG0000077	YGR027C, YLR333C	augustus_masked-scf7180000008960-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-scf7180000008960-processed-gene-0.86&CDS=1-321, augustus_masked-scf7180000008971-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-scf7180000008971-processed-gene-1.129&CDS=1-321
78	OG0000078	YGR034W, YLR344W	augustus_masked-scf7180000008960-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-scf7180000008960-processed-gene-0.61&CDS=1-381, augustus_masked-scf7180000008971-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-scf7180000008971-processed-gene-0.59&CDS=1-381
79	OG0000079	YGR043C, YLR354C	augustus_masked-scf7180000008943-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-scf7180000008943-processed-gene-2.8&CDS=1-1008, augustus_masked-scf7180000008960-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-scf7180000008960-processed-gene-0.92&CDS=1-1005
80	OG0000080	YGR118W, YPR132W	augustus_masked-scf7180000008947-processed-gene-0.265-mRNA-1_1&gene=augustus_masked-scf7180000008947-processed-gene-0.265&CDS=1-435, augustus_masked-scf7180000008966-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-scf7180000008966-processed-gene-0.55&CDS=1-435
81	OG0000081	YGR143W, YPR159W	augustus_masked-scf7180000008931-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-scf7180000008931-processed-gene-0.145&CDS=1-2154, maker-scf7180000008966-snap-gene-0.3-mRNA-1_1&gene=maker-scf7180000008966-snap-gene-0.3&CDS=1-1998
82	OG0000082	YGR279C, YMR305C	augustus_masked-scf7180000008936-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-scf7180000008936-processed-gene-0.30&CDS=1-1086, augustus_masked-scf7180000008956-processed-gene-1.131-mRNA-1_1&gene=augustus_masked-scf7180000008956-processed-gene-1.131&CDS=1-1026
83	OG0000083	YHL032C	augustus_masked-scf7180000008752-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000008752-processed-gene-0.1&CDS=1-765, augustus_masked-scf7180000008967-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000008967-processed-gene-0.3&CDS=1-1659, snap_masked-scf7180000008956-processed-gene-1.59-mRNA-1_1&gene=snap_masked-scf7180000008956-processed-gene-1.59&CDS=1-2187
84	OG0000084	YHR141C, YNL162W	augustus_masked-scf7180000008946-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-scf7180000008946-processed-gene-0.107&CDS=1-318, snap_masked-scf7180000008980-processed-gene-1.79-mRNA-1_1&gene=snap_masked-scf7180000008980-processed-gene-1.79&CDS=1-318
85	OG0000085	YHR203C, YJR145C	augustus_masked-scf7180000008985-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-scf7180000008985-processed-gene-1.38&CDS=1-783, maker-scf7180000008954-augustus-gene-0.229-mRNA-1_1&gene=maker-scf7180000008954-augustus-gene-0.229&CDS=1-783
86	OG0000086	YHR216W, YLR432W, YML056C	maker-scf7180000008943-augustus-gene-0.125-mRNA-1_1&gene=maker-scf7180000008943-augustus-gene-0.125&CDS=1-1572
87	OG0000087	YIL013C, YOR011W	augustus_masked-scf7180000008965-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-scf7180000008965-processed-gene-0.52&CDS=1-4152, augustus_masked-scf7180000008987-processed-gene-1.140-mRNA-1_1&gene=augustus_masked-scf7180000008987-processed-gene-1.140&CDS=1-4209
88	OG0000088	YIL085C, YNL029C	augustus_masked-scf7180000008941-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-scf7180000008941-processed-gene-0.80&CDS=1-1587, augustus_masked-scf7180000008955-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-scf7180000008955-processed-gene-0.105&CDS=1-1581
89	OG0000089	YIL095W, YNL020C	augustus_masked-scf7180000008941-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-scf7180000008941-processed-gene-0.54&CDS=1-2355, augustus_masked-scf7180000008955-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-scf7180000008955-processed-gene-0.96&CDS=1-2049
90	OG0000090	YIL126W, YOR290C	augustus_masked-scf7180000008955-processed-gene-2.63-mRNA-1_1&gene=augustus_masked-scf7180000008955-processed-gene-2.63&CDS=1-5016, augustus_masked-scf7180000008973-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-scf7180000008973-processed-gene-1.8&CDS=1-3993
91	OG0000091	YIL171W, YJL219W, YOL156W	snap_masked-scf7180000008956-processed-gene-1.78-mRNA-1_1&gene=snap_masked-scf7180000008956-processed-gene-1.78&CDS=1-420
92	OG0000092	YJL008C	augustus_masked-scf7180000008641-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000008641-processed-gene-0.4&CDS=1-3795, augustus_masked-scf7180000008892-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-scf7180000008892-processed-gene-0.23&CDS=1-1293, maker-scf7180000008892-snap-gene-0.4-mRNA-1_1&gene=maker-scf7180000008892-snap-gene-0.4&CDS=1-3894
93	OG0000093	YJL076W, YKR011C	augustus_masked-scf7180000008983-processed-gene-2.167-mRNA-1_1&gene=augustus_masked-scf7180000008983-processed-gene-2.167&CDS=1-2784, augustus_masked-scf7180000008985-processed-gene-3.162-mRNA-1_1&gene=augustus_masked-scf7180000008985-processed-gene-3.162&CDS=1-4749
94	OG0000094	YJL181W, YJR030C	snap_masked-scf7180000008927-processed-gene-0.52-mRNA-1_1&gene=snap_masked-scf7180000008927-processed-gene-0.52&CDS=1-2499, snap_masked-scf7180000008978-processed-gene-1.172-mRNA-1_1&gene=snap_masked-scf7180000008978-processed-gene-1.172&CDS=1-1347
95	OG0000095	YJL190C, YLR367W	augustus_masked-scf7180000008978-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-scf7180000008978-processed-gene-1.10&CDS=1-390, maker-scf7180000008943-augustus-gene-1.1-mRNA-1_1&gene=maker-scf7180000008943-augustus-gene-1.1&CDS=1-390
96	OG0000096	YJR059W, YKL197C	augustus_masked-scf7180000008978-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-scf7180000008978-processed-gene-0.68&CDS=1-5268, augustus_masked-scf7180000008978-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-scf7180000008978-processed-gene-1.34&CDS=1-2529
97	OG0000097	YJR066W, YKL203C	augustus_masked-scf7180000008978-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-scf7180000008978-processed-gene-0.65&CDS=1-8403, augustus_masked-scf7180000008978-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-scf7180000008978-processed-gene-1.38&CDS=1-7371
98	OG0000098	YJR094W-A, YPR043W	genemark-scf7180000008946-processed-gene-0.233-mRNA-1_1&gene=genemark-scf7180000008946-processed-gene-0.233&CDS=1-276, snap_masked-scf7180000008980-processed-gene-1.10-mRNA-1_1&gene=snap_masked-scf7180000008980-processed-gene-1.10&CDS=1-288
99	OG0000099	YKL072W, YMR053C	augustus_masked-scf7180000008637-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000008637-processed-gene-0.18&CDS=1-2202, augustus_masked-scf7180000008983-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-scf7180000008983-processed-gene-1.96&CDS=1-2481
100	OG0000100	YKL141W, YMR118C	augustus_masked-scf7180000008934-processed-gene-0.189-mRNA-1_1&gene=augustus_masked-scf7180000008934-processed-gene-0.189&CDS=1-591, augustus_masked-scf7180000008985-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-scf7180000008985-processed-gene-1.51&CDS=1-606
101	OG0000101	YKL162C, YKR067W	snap_masked-scf7180000008908-processed-gene-0.10-mRNA-1_1&gene=snap_masked-scf7180000008908-processed-gene-0.10&CDS=1-504, snap_masked-scf7180000008928-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000008928-processed-gene-0.0&CDS=1-3105
102	OG0000102	YKR061W	augustus_masked-scf7180000008736-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000008736-processed-gene-0.1&CDS=1-1092, augustus_masked-scf7180000008737-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000008737-processed-gene-0.2&CDS=1-1092, augustus_masked-scf7180000008985-processed-gene-3.143-mRNA-1_1&gene=augustus_masked-scf7180000008985-processed-gene-3.143&CDS=1-1092
103	OG0000103	YKR079C	augustus_masked-scf7180000008648-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000008648-processed-gene-0.5&CDS=1-1854, augustus_masked-scf7180000008928-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-scf7180000008928-processed-gene-0.37&CDS=1-1581, augustus_masked-scf7180000008947-processed-gene-0.239-mRNA-1_1&gene=augustus_masked-scf7180000008947-processed-gene-0.239&CDS=1-1857
104	OG0000104	YKR089C, YOR081C	augustus_masked-scf7180000008909-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-scf7180000008909-processed-gene-0.27&CDS=1-2292, snap_masked-scf7180000008947-processed-gene-0.144-mRNA-1_1&gene=snap_masked-scf7180000008947-processed-gene-0.144&CDS=1-2949
105	OG0000105	YKR090W, YOR083W	augustus_masked-scf7180000008909-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-scf7180000008909-processed-gene-0.38&CDS=1-2040, maker-scf7180000008947-augustus-gene-0.13-mRNA-1_1&gene=maker-scf7180000008947-augustus-gene-0.13&CDS=1-1563
106	OG0000106	YLL021W, YLR313C	augustus_masked-scf7180000008956-processed-gene-1.161-mRNA-1_1&gene=augustus_masked-scf7180000008956-processed-gene-1.161&CDS=1-3750, augustus_masked-scf7180000008956-processed-gene-1.182-mRNA-1_1&gene=augustus_masked-scf7180000008956-processed-gene-1.182&CDS=1-2031
107	OG0000107	YLR028C, YMR120C	augustus_masked-scf7180000008934-processed-gene-0.191-mRNA-1_1&gene=augustus_masked-scf7180000008934-processed-gene-0.191&CDS=1-1782, augustus_masked-scf7180000008985-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-scf7180000008985-processed-gene-1.52&CDS=1-1773
108	OG0000108	YLR148W	augustus_masked-scf7180000008684-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000008684-processed-gene-0.2&CDS=1-1254, augustus_masked-scf7180000008912-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000008912-processed-gene-0.5&CDS=1-2955, augustus_masked-scf7180000008979-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-scf7180000008979-processed-gene-0.27&CDS=1-1257
109	OG0000109	YLR237W, YOR071C, YOR192C	augustus_masked-scf7180000008977-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-scf7180000008977-processed-gene-1.76&CDS=1-1803
110	OG0000110	YML087C, YML125C	augustus_masked-scf7180000008967-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scf7180000008967-processed-gene-0.26&CDS=1-948, snap_masked-scf7180000008986-processed-gene-0.113-mRNA-1_1&gene=snap_masked-scf7180000008986-processed-gene-0.113&CDS=1-888
111	OG0000111	YML103C	augustus_masked-scf7180000008686-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000008686-processed-gene-0.2&CDS=1-978, augustus_masked-scf7180000008705-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000008705-processed-gene-0.1&CDS=1-1533, augustus_masked-scf7180000008945-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-scf7180000008945-processed-gene-0.25&CDS=1-4992
112	OG0000112	YML111W, YMR275C	genemark-scf7180000008986-processed-gene-0.11-mRNA-1_1&gene=genemark-scf7180000008986-processed-gene-0.11&CDS=1-3714, maker-scf7180000008945-snap-gene-0.0-mRNA-1_1&gene=maker-scf7180000008945-snap-gene-0.0&CDS=1-3408
113	OG0000113	YMR090W	augustus_masked-scf7180000008932-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000008932-processed-gene-0.5&CDS=1-690, augustus_masked-scf7180000008954-processed-gene-0.207-mRNA-1_1&gene=augustus_masked-scf7180000008954-processed-gene-0.207&CDS=1-684, augustus_masked-scf7180000008973-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-scf7180000008973-processed-gene-0.116&CDS=1-687
114	OG0000114	YMR198W	augustus_masked-scf7180000008668-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000008668-processed-gene-0.4&CDS=1-1164, augustus_masked-scf7180000008895-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000008895-processed-gene-0.15&CDS=1-1683, augustus_masked-scf7180000008924-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000008924-processed-gene-0.14&CDS=1-1149
115	OG0000115	YMR247C	augustus_masked-scf7180000008768-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000008768-processed-gene-0.1&CDS=1-1089, augustus_masked-scf7180000008972-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000008972-processed-gene-0.3&CDS=1-2751, maker-scf7180000008945-augustus-gene-0.6-mRNA-1_1&gene=maker-scf7180000008945-augustus-gene-0.6&CDS=1-3003
116	OG0000116	YMR257C	augustus_masked-scf7180000008693-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000008693-processed-gene-0.1&CDS=1-1446, snap_masked-scf7180000008972-processed-gene-0.19-mRNA-1_1&gene=snap_masked-scf7180000008972-processed-gene-0.19&CDS=1-1353, snap_masked-scf7180000008986-processed-gene-0.101-mRNA-1_1&gene=snap_masked-scf7180000008986-processed-gene-0.101&CDS=1-1992
117	OG0000117	YNL148C	augustus_masked-scf7180000008720-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000008720-processed-gene-0.8&CDS=1-258, snap_masked-scf7180000008721-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scf7180000008721-processed-gene-0.4&CDS=1-201, snap_masked-scf7180000008942-processed-gene-0.227-mRNA-1_1&gene=snap_masked-scf7180000008942-processed-gene-0.227&CDS=1-744
118	OG0000118	YNL218W	augustus_masked-scf7180000008711-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000008711-processed-gene-0.2&CDS=1-1359, augustus_masked-scf7180000008712-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000008712-processed-gene-0.1&CDS=1-1380, augustus_masked-scf7180000008922-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000008922-processed-gene-0.0&CDS=1-1359
119	OG0000119	YNL283C, YOL105C	augustus_masked-scf7180000008976-processed-gene-2.247-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-2.247&CDS=1-1392, genemark-scf7180000008898-processed-gene-0.80-mRNA-1_1&gene=genemark-scf7180000008898-processed-gene-0.80&CDS=1-1371
120	OG0000120	YNL299W, YOL115W	augustus_masked-scf7180000008971-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-scf7180000008971-processed-gene-0.37&CDS=1-1704, augustus_masked-scf7180000008976-processed-gene-2.307-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-2.307&CDS=1-1911
121	OG0000121	YNL301C, YOL120C	augustus_masked-scf7180000008971-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-scf7180000008971-processed-gene-0.55&CDS=1-972, augustus_masked-scf7180000008976-processed-gene-2.252-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-2.252&CDS=1-978
122	OG0000122	YOL036W	augustus_masked-scf7180000008675-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000008675-processed-gene-0.0&CDS=1-1644, augustus_masked-scf7180000008961-processed-gene-0.219-mRNA-1_1&gene=augustus_masked-scf7180000008961-processed-gene-0.219&CDS=1-1626, augustus_masked-scf7180000008965-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-scf7180000008965-processed-gene-0.49&CDS=1-1536
123	OG0000123	YOL141W	augustus_masked-scf7180000008971-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scf7180000008971-processed-gene-0.22&CDS=1-2064, snap_masked-scf7180000008777-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000008777-processed-gene-0.2&CDS=1-891, snap_masked-scf7180000008779-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000008779-processed-gene-0.0&CDS=1-891
124	OG0000124	YOL151W	augustus_masked-scf7180000008894-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000008894-processed-gene-0.15&CDS=1-1026, augustus_masked-scf7180000008974-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000008974-processed-gene-0.0&CDS=1-1026, augustus_masked-scf7180000008976-processed-gene-2.318-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-2.318&CDS=1-1026
125	OG0000125	YOR064C	augustus_masked-scf7180000008893-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-scf7180000008893-processed-gene-0.33&CDS=1-432, genemark-scf7180000008673-processed-gene-0.7-mRNA-1_1&gene=genemark-scf7180000008673-processed-gene-0.7&CDS=1-540, genemark-scf7180000008673-processed-gene-0.8-mRNA-1_1&gene=genemark-scf7180000008673-processed-gene-0.8&CDS=1-1140
126	OG0000126	YOR079C	maker-scf7180000008681-snap-gene-0.6-mRNA-1_1&gene=maker-scf7180000008681-snap-gene-0.6&CDS=1-801, snap_masked-scf7180000008893-processed-gene-0.14-mRNA-1_1&gene=snap_masked-scf7180000008893-processed-gene-0.14&CDS=1-954, snap_masked-scf7180000008909-processed-gene-0.48-mRNA-1_1&gene=snap_masked-scf7180000008909-processed-gene-0.48&CDS=1-1041
127	OG0000127	YOR214C	augustus_masked-scf7180000008678-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000008678-processed-gene-0.3&CDS=1-891, snap_masked-scf7180000008950-processed-gene-0.48-mRNA-1_1&gene=snap_masked-scf7180000008950-processed-gene-0.48&CDS=1-609, snap_masked-scf7180000008963-processed-gene-3.77-mRNA-1_1&gene=snap_masked-scf7180000008963-processed-gene-3.77&CDS=1-843
128	OG0000128	YPL063W	augustus_masked-scf7180000008656-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000008656-processed-gene-0.2&CDS=1-876, augustus_masked-scf7180000008926-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-scf7180000008926-processed-gene-0.30&CDS=1-873, augustus_masked-scf7180000008983-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000008983-processed-gene-0.8&CDS=1-1377
