	OrthologID	Saccharomyces_cerevisiae	Wickerhamia_fluorescens
60	OG0000060	YLR034C, YOL122C	-processed-gene-7.21-mRNA-1_1&gene=augustus_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-7.21&CDS=1-1941, -processed-gene-7.67-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-7.67&CDS=1-1680, -processed-gene-9.13-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-9.13&CDS=1-1602
61	OG0000061	YLR343W, YMR307W	-processed-gene-24.30-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-24.30&CDS=1-1695, -processed-gene-3.52-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-3.52&CDS=1-1596, -processed-gene-6.69-mRNA-1_1&gene=snap_masked-gi|1002316297|dbj|BCGE01000007.1|-processed-gene-6.69&CDS=1-1650
62	OG0000062	YNL288W	-augustus-gene-7.1-mRNA-1_1&gene=maker-gi|1002316300|dbj|BCGE01000004.1|-augustus-gene-7.1&CDS=1-3084, -processed-gene-15.68-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-15.68&CDS=1-1419, -processed-gene-6.125-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-6.125&CDS=1-1692, -snap-gene-3.121-mRNA-1_1&gene=maker-gi|1002316302|dbj|BCGE01000002.1|-snap-gene-3.121&CDS=1-2973
63	OG0000063	YAL054C, YLR153C	-processed-gene-2.72-mRNA-1_1&gene=snap_masked-gi|1002316296|dbj|BCGE01000008.1|-processed-gene-2.72&CDS=1-2049, -processed-gene-4.140-mRNA-1_1&gene=augustus_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-4.140&CDS=1-3234
64	OG0000064	YAL067C, YCR028C	-processed-gene-12.44-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-12.44&CDS=1-1746, -processed-gene-6.83-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-6.83&CDS=1-1449
65	OG0000065	YAR002C-A, YGL002W, YHR110W	-processed-gene-5.9-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-5.9&CDS=1-735
66	OG0000066	YAR035W, YER024W	-processed-gene-13.13-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-13.13&CDS=1-2583, -processed-gene-6.95-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-6.95&CDS=1-2289
67	OG0000067	YBL016W, YGR040W	-processed-gene-16.59-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-16.59&CDS=1-1098, -processed-gene-6.37-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-6.37&CDS=1-1194
68	OG0000068	YBL052C, YOR244W	-processed-gene-21.27-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-21.27&CDS=1-2646, -processed-gene-3.19-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-3.19&CDS=1-1536
69	OG0000069	YBR002C, YMR101C	-processed-gene-7.63-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-7.63&CDS=1-876, -snap-gene-4.137-mRNA-1_1&gene=maker-gi|1002316300|dbj|BCGE01000004.1|-snap-gene-4.137&CDS=1-927
70	OG0000070	YBR009C, YNL030W	-processed-gene-2.4-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-2.4&CDS=1-309, -processed-gene-4.43-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-4.43&CDS=1-309
71	OG0000071	YBR010W, YNL031C	-processed-gene-2.5-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-2.5&CDS=1-408, -processed-gene-4.23-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-4.23&CDS=1-408
72	OG0000072	YBR026C, YIR027C	-processed-gene-3.33-mRNA-1_1&gene=snap_masked-gi|1002316297|dbj|BCGE01000007.1|-processed-gene-3.33&CDS=1-1092, -processed-gene-3.60-mRNA-1_1&gene=augustus_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-3.60&CDS=1-3555
73	OG0000073	YBR038W, YNL192W	-augustus-gene-14.1-mRNA-1_1&gene=maker-gi|1002316302|dbj|BCGE01000002.1|-augustus-gene-14.1&CDS=1-3903, -processed-gene-5.8-mRNA-1_1&gene=augustus_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-5.8&CDS=1-4473
74	OG0000074	YBR073W, YGL163C	-processed-gene-12.69-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-12.69&CDS=1-4506, -processed-gene-3.111-mRNA-1_1&gene=snap_masked-gi|1002316296|dbj|BCGE01000008.1|-processed-gene-3.111&CDS=1-2625
75	OG0000075	YBR114W, YOR191W	-processed-gene-3.29-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-3.29&CDS=1-3540, -processed-gene-5.22-mRNA-1_1&gene=genemark-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-5.22&CDS=1-2421
76	OG0000076	YBR139W, YMR297W	-processed-gene-1.49-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-1.49&CDS=1-1653, -processed-gene-8.89-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-8.89&CDS=1-1626
77	OG0000077	YBR151W, YML050W	-processed-gene-11.35-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-11.35&CDS=1-906, -processed-gene-7.81-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-7.81&CDS=1-786
78	OG0000078	YBR175W, YMR146C	-processed-gene-13.37-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-13.37&CDS=1-1098, -processed-gene-5.113-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-5.113&CDS=1-1050
79	OG0000079	YBR249C, YDR035W	-processed-gene-3.1-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-3.1&CDS=1-1101, -snap-gene-15.4-mRNA-1_1&gene=maker-gi|1002316300|dbj|BCGE01000004.1|-snap-gene-15.4&CDS=1-1119
80	OG0000080	YBR263W, YLR058C	-processed-gene-26.7-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-26.7&CDS=1-1407, -processed-gene-8.60-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-8.60&CDS=1-1470
81	OG0000081	YCL036W, YDR514C	-processed-gene-0.25-mRNA-1_1&gene=genemark-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-0.25&CDS=1-1521, -processed-gene-0.26-mRNA-1_1&gene=genemark-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-0.26&CDS=1-981
82	OG0000082	YCL039W, YKL021C	-processed-gene-10.15-mRNA-1_1&gene=genemark-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-10.15&CDS=1-1452, -processed-gene-6.56-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-6.56&CDS=1-2361
83	OG0000083	YCL064C, YIL167W	-processed-gene-8.44-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-8.44&CDS=1-1011, -processed-gene-9.13-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-9.13&CDS=1-1062
84	OG0000084	YCL067C, YCR039C, YCR096C	-snap-gene-2.120-mRNA-1_1&gene=maker-gi|1002316301|dbj|BCGE01000003.1|-snap-gene-2.120&CDS=1-567
85	OG0000085	YCR102C, YLR460C, YNL134C	-processed-gene-4.74-mRNA-1_1&gene=snap_masked-gi|1002316297|dbj|BCGE01000007.1|-processed-gene-4.74&CDS=1-1107
86	OG0000086	YDL042C, YOL068C	-processed-gene-3.8-mRNA-1_1&gene=snap_masked-gi|1002316297|dbj|BCGE01000007.1|-processed-gene-3.8&CDS=1-1848, -processed-gene-9.17-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-9.17&CDS=1-1623
87	OG0000087	YDL047W, YOL140W	-processed-gene-4.16-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-4.16&CDS=1-942, -snap-gene-4.118-mRNA-1_1&gene=maker-gi|1002316302|dbj|BCGE01000002.1|-snap-gene-4.118&CDS=1-2517
88	OG0000088	YDL108W, YPR161C	-processed-gene-10.118-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-10.118&CDS=1-1893, -processed-gene-4.126-mRNA-1_1&gene=genemark-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-4.126&CDS=1-981
89	OG0000089	YDL216C, YFR004W	-processed-gene-18.27-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-18.27&CDS=1-1854, -processed-gene-21.19-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-21.19&CDS=1-942
90	OG0000090	YDL246C, YJR159W, YLR070C	-processed-gene-6.63-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-6.63&CDS=1-1080
91	OG0000091	YDR013W	-augustus-gene-5.4-mRNA-1_1&gene=maker-gi|1002316299|dbj|BCGE01000005.1|-augustus-gene-5.4&CDS=1-1578, -processed-gene-3.69-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-3.69&CDS=1-882, -snap-gene-7.0-mRNA-1_1&gene=maker-gi|1002316297|dbj|BCGE01000007.1|-snap-gene-7.0&CDS=1-717
92	OG0000092	YDR034C, YML099C	-processed-gene-12.24-mRNA-1_1&gene=augustus_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-12.24&CDS=1-4545, -snap-gene-1.91-mRNA-1_1&gene=maker-gi|1002316295|dbj|BCGE01000009.1|-snap-gene-1.91&CDS=1-6933
93	OG0000093	YDR037W, YNL073W	-processed-gene-14.53-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-14.53&CDS=1-1764, -processed-gene-17.40-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-17.40&CDS=1-1731
94	OG0000094	YDR109C, YNL249C	-processed-gene-20.40-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-20.40&CDS=1-2226, -processed-gene-4.73-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-4.73&CDS=1-1695
95	OG0000095	YDR125C, YLR099C	-processed-gene-7.155-mRNA-1_1&gene=snap_masked-gi|1002316297|dbj|BCGE01000007.1|-processed-gene-7.155&CDS=1-1419, -processed-gene-7.64-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-7.64&CDS=1-1407
96	OG0000096	YDR143C, YOL013C	-processed-gene-2.28-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-2.28&CDS=1-1740, -processed-gene-8.84-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-8.84&CDS=1-1305
97	OG0000097	YDR144C, YLR120C, YLR121C	-processed-gene-16.68-mRNA-1_1&gene=genemark-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-16.68&CDS=1-3456
98	OG0000098	YDR256C, YGR088W	-processed-gene-1.56-mRNA-1_1&gene=snap_masked-gi|1002316295|dbj|BCGE01000009.1|-processed-gene-1.56&CDS=1-1638, -processed-gene-4.79-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-4.79&CDS=1-1437
99	OG0000099	YDR258C, YLL026W	-processed-gene-10.102-mRNA-1_1&gene=genemark-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-10.102&CDS=1-2418, -processed-gene-7.136-mRNA-1_1&gene=snap_masked-gi|1002316297|dbj|BCGE01000007.1|-processed-gene-7.136&CDS=1-2703
100	OG0000100	YDR395W, YJR132W	-processed-gene-2.16-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-2.16&CDS=1-3240, -processed-gene-2.42-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-2.42&CDS=1-3039
101	OG0000101	YDR398W, YHR196W	-processed-gene-6.80-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-6.80&CDS=1-1938, -processed-gene-7.80-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-7.80&CDS=1-1782
102	OG0000102	YDR463W, YHR006W	-processed-gene-2.82-mRNA-1_1&gene=genemark-gi|1002316297|dbj|BCGE01000007.1|-processed-gene-2.82&CDS=1-1833, -processed-gene-8.26-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-8.26&CDS=1-1608
103	OG0000103	YDR475C, YOR019W	-processed-gene-15.89-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-15.89&CDS=1-2496, -processed-gene-5.48-mRNA-1_1&gene=augustus_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-5.48&CDS=1-1671
104	OG0000104	YER015W	-augustus-gene-9.135-mRNA-1_1&gene=maker-gi|1002316298|dbj|BCGE01000006.1|-augustus-gene-9.135&CDS=1-3045, -processed-gene-7.68-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-7.68&CDS=1-2256, -processed-gene-7.93-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-7.93&CDS=1-2142
105	OG0000105	YER017C, YMR089C	-processed-gene-4.48-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-4.48&CDS=1-2409, -processed-gene-7.106-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-7.106&CDS=1-2967
106	OG0000106	YER028C, YGL209W	-processed-gene-0.76-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-0.76&CDS=1-1278, -snap-gene-3.2-mRNA-1_1&gene=maker-gi|1002316296|dbj|BCGE01000008.1|-snap-gene-3.2&CDS=1-1515
107	OG0000107	YER047C, YPR173C	-processed-gene-14.43-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-14.43&CDS=1-2502, -processed-gene-15.52-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-15.52&CDS=1-1305
108	OG0000108	YER048C, YIR004W	-processed-gene-12.66-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-12.66&CDS=1-1629, -processed-gene-16.48-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-16.48&CDS=1-1344
109	OG0000109	YER056C, YER060W, YER060W-A	-processed-gene-0.18-mRNA-1_1&gene=snap_masked-gi|1002316296|dbj|BCGE01000008.1|-processed-gene-0.18&CDS=1-1569
110	OG0000110	YER075C, YOR208W	-processed-gene-17.81-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-17.81&CDS=1-1989, -processed-gene-6.98-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-6.98&CDS=1-2766
111	OG0000111	YER172C, YGR271W	-processed-gene-1.0-mRNA-1_1&gene=genemark-gi|1002316297|dbj|BCGE01000007.1|-processed-gene-1.0&CDS=1-6405, -processed-gene-5.112-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-5.112&CDS=1-5817
112	OG0000112	YFL029C, YKL139W	-processed-gene-1.66-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-1.66&CDS=1-1164, -processed-gene-8.56-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-8.56&CDS=1-1845
113	OG0000113	YFL047W, YHR182W	-processed-gene-13.39-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-13.39&CDS=1-2742, -processed-gene-7.145-mRNA-1_1&gene=snap_masked-gi|1002316297|dbj|BCGE01000007.1|-processed-gene-7.145&CDS=1-2835
114	OG0000114	YFL060C, YMR095C, YNL334C	-processed-gene-24.45-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-24.45&CDS=1-729
115	OG0000115	YFR021W, YPL100W	-processed-gene-15.122-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-15.122&CDS=1-2037, -processed-gene-16.59-mRNA-1_1&gene=genemark-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-16.59&CDS=1-1515
116	OG0000116	YFR031C-A, YIL018W	-processed-gene-0.18-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-0.18&CDS=1-762, -processed-gene-13.1-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-13.1&CDS=1-762
117	OG0000117	YGL003C, YGL116W	-processed-gene-10.57-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-10.57&CDS=1-2091, -processed-gene-8.4-mRNA-1_1&gene=genemark-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-8.4&CDS=1-1782
118	OG0000118	YGL038C, YJR075W	-processed-gene-11.33-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-11.33&CDS=1-1212, -processed-gene-8.55-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-8.55&CDS=1-1104
119	OG0000119	YGL083W, YOR112W	-processed-gene-22.29-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-22.29&CDS=1-2331, -processed-gene-3.10-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-3.10&CDS=1-2700
120	OG0000120	YGL166W, YMR021C	-processed-gene-12.8-mRNA-1_1&gene=augustus_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-12.8&CDS=1-1920, -processed-gene-14.128-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-14.128&CDS=1-2286
121	OG0000121	YGL194C, YOR346W	-processed-gene-11.77-mRNA-1_1&gene=augustus_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-11.77&CDS=1-4500, -processed-gene-5.15-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-5.15&CDS=1-1359
122	OG0000122	YGR052W, YHR082C	-processed-gene-10.65-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-10.65&CDS=1-1425, -processed-gene-22.115-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-22.115&CDS=1-2520
123	OG0000123	YGR068C, YOR018W	-processed-gene-15.59-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-15.59&CDS=1-2589, -processed-gene-18.55-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-18.55&CDS=1-1887
124	OG0000124	YGR169C, YOL066C	-processed-gene-2.32-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-2.32&CDS=1-1731, -processed-gene-22.88-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-22.88&CDS=1-1260
125	OG0000125	YGR184C, YLR024C	-processed-gene-19.22-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-19.22&CDS=1-5349, -processed-gene-19.45-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-19.45&CDS=1-5715
126	OG0000126	YGR189C	-processed-gene-2.27-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-2.27&CDS=1-1113, -processed-gene-5.90-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-5.90&CDS=1-1140, -processed-gene-8.66-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-8.66&CDS=1-1179
127	OG0000127	YGR192C, YJL052W, YJR009C	-processed-gene-13.0-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-13.0&CDS=1-999
128	OG0000128	YGR216C, YJL163C	-processed-gene-12.14-mRNA-1_1&gene=augustus_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-12.14&CDS=1-1794, -processed-gene-12.36-mRNA-1_1&gene=augustus_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-12.36&CDS=1-3792
129	OG0000129	YGR240C, YMR205C	-augustus-gene-7.1-mRNA-1_1&gene=maker-gi|1002316298|dbj|BCGE01000006.1|-augustus-gene-7.1&CDS=1-4626, -processed-gene-5.91-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-5.91&CDS=1-2907
130	OG0000130	YGR279C, YMR305C	-processed-gene-15.157-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-15.157&CDS=1-1110, -processed-gene-2.98-mRNA-1_1&gene=augustus_masked-gi|1002316296|dbj|BCGE01000008.1|-processed-gene-2.98&CDS=1-1053
131	OG0000131	YHL019C, YPL259C	-processed-gene-14.16-mRNA-1_1&gene=genemark-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-14.16&CDS=1-1335, -processed-gene-7.86-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-7.86&CDS=1-1941
132	OG0000132	YHL028W, YOR008C	-processed-gene-13.96-mRNA-1_1&gene=genemark-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-13.96&CDS=1-1359, -processed-gene-5.106-mRNA-1_1&gene=snap_masked-gi|1002316297|dbj|BCGE01000007.1|-processed-gene-5.106&CDS=1-1662
133	OG0000133	YHL033C, YLL045C	-augustus-gene-0.2-mRNA-1_1&gene=maker-gi|1002316298|dbj|BCGE01000006.1|-augustus-gene-0.2&CDS=1-990, -processed-gene-12.66-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-12.66&CDS=1-807
134	OG0000134	YHR016C, YJL020C	-processed-gene-22.90-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-22.90&CDS=1-3582, -snap-gene-10.3-mRNA-1_1&gene=maker-gi|1002316298|dbj|BCGE01000006.1|-snap-gene-10.3&CDS=1-1308
135	OG0000135	YHR023W, YOR326W	-processed-gene-12.66-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-12.66&CDS=1-4806, -processed-gene-3.94-mRNA-1_1&gene=genemark-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-3.94&CDS=1-5652
136	OG0000136	YHR028C, YOR219C	-processed-gene-17.46-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-17.46&CDS=1-2496, -processed-gene-7.121-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-7.121&CDS=1-2805
137	OG0000137	YHR031C, YML061C	-processed-gene-13.30-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-13.30&CDS=1-2376, -processed-gene-28.116-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-28.116&CDS=1-2004
138	OG0000138	YHR052W, YKR060W	-processed-gene-10.59-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-10.59&CDS=1-1191, -processed-gene-4.33-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-4.33&CDS=1-867
139	OG0000139	YHR179W, YPL171C	-processed-gene-0.50-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-0.50&CDS=1-1251, -snap-gene-13.1-mRNA-1_1&gene=maker-gi|1002316300|dbj|BCGE01000004.1|-snap-gene-13.1&CDS=1-2574
140	OG0000140	YHR203C, YJR145C	-processed-gene-20.46-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-20.46&CDS=1-786, -snap-gene-3.1-mRNA-1_1&gene=maker-gi|1002316296|dbj|BCGE01000008.1|-snap-gene-3.1&CDS=1-2514
141	OG0000141	YIL035C, YOR061W	-processed-gene-11.31-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-11.31&CDS=1-984, -processed-gene-15.70-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-15.70&CDS=1-999
142	OG0000142	YIL078W, YKL194C	-processed-gene-0.36-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-0.36&CDS=1-2208, -processed-gene-5.46-mRNA-1_1&gene=genemark-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-5.46&CDS=1-1395
143	OG0000143	YIL126W, YOR290C	-processed-gene-11.39-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-11.39&CDS=1-3816, -snap-gene-6.163-mRNA-1_1&gene=maker-gi|1002316300|dbj|BCGE01000004.1|-snap-gene-6.163&CDS=1-4674
144	OG0000144	YJL089W, YMR280C	-processed-gene-10.64-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-10.64&CDS=1-3165, -processed-gene-8.114-mRNA-1_1&gene=genemark-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-8.114&CDS=1-3456
145	OG0000145	YJL092W, YOL095C	-processed-gene-12.74-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-12.74&CDS=1-2721, -processed-gene-15.75-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-15.75&CDS=1-2880
146	OG0000146	YJL095W, YLR362W	-processed-gene-27.72-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-27.72&CDS=1-2430, -processed-gene-6.28-mRNA-1_1&gene=genemark-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-6.28&CDS=1-5043
