	OrthologID	Saccharomyces_cerevisiae	Zygosaccharomyces_bailii
69	OG0000069	YER017C, YMR089C	genemark-ZYBA0S02-processed-gene-2.143-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-2.143&CDS=1-2256, genemark-ZYBA0S03-processed-gene-6.61-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-6.61&CDS=1-2496
70	OG0000070	YER066W, YFL009W	genemark-ZYBA0S05-processed-gene-4.111-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-4.111&CDS=1-690, snap_masked-ZYBA0S09-processed-gene-0.7-mRNA-1_1&gene=snap_masked-ZYBA0S09-processed-gene-0.7&CDS=1-2103
71	OG0000071	YER070W, YIL066C	genemark-ZYBA0S10-processed-gene-3.134-mRNA-1_1&gene=genemark-ZYBA0S10-processed-gene-3.134&CDS=1-2640, maker-ZYBA0S04-augustus-gene-2.9-mRNA-1_1&gene=maker-ZYBA0S04-augustus-gene-2.9&CDS=1-4650
72	OG0000072	YER099C, YHL011C	genemark-ZYBA0S05-processed-gene-4.137-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-4.137&CDS=1-960, genemark-ZYBA0S08-processed-gene-2.70-mRNA-1_1&gene=genemark-ZYBA0S08-processed-gene-2.70&CDS=1-975
73	OG0000073	YER123W, YHR135C	genemark-ZYBA0S02-processed-gene-12.48-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-12.48&CDS=1-1722, genemark-ZYBA0S06-processed-gene-2.76-mRNA-1_1&gene=genemark-ZYBA0S06-processed-gene-2.76&CDS=1-1551
74	OG0000074	YER172C, YGR271W	genemark-ZYBA0S02-processed-gene-10.53-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-10.53&CDS=1-6411, genemark-ZYBA0S07-processed-gene-2.110-mRNA-1_1&gene=genemark-ZYBA0S07-processed-gene-2.110&CDS=1-5886
75	OG0000075	YER175C	augustus_masked-ZYBA0S05-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-ZYBA0S05-processed-gene-0.25&CDS=1-873, genemark-ZYBA0S01-processed-gene-4.143-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-4.143&CDS=1-888, genemark-ZYBA0S02-processed-gene-10.51-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-10.51&CDS=1-882
76	OG0000076	YFL039C, YHR129C	genemark-ZYBA0S16-processed-gene-0.17-mRNA-1_1&gene=genemark-ZYBA0S16-processed-gene-0.17&CDS=1-1146, snap_masked-ZYBA0S15-processed-gene-0.15-mRNA-1_1&gene=snap_masked-ZYBA0S15-processed-gene-0.15&CDS=1-1152
77	OG0000077	YFL053W, YML070W	augustus_masked-ZYBA0S11-processed-gene-2.61-mRNA-1_1&gene=augustus_masked-ZYBA0S11-processed-gene-2.61&CDS=1-4749, genemark-ZYBA0S01-processed-gene-15.131-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-15.131&CDS=1-1773
78	OG0000078	YGR059W, YHR107C	genemark-ZYBA0S01-processed-gene-14.111-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-14.111&CDS=1-2193, genemark-ZYBA0S01-processed-gene-2.112-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-2.112&CDS=1-1176
79	OG0000079	YGR192C, YJL052W, YJR009C	genemark-ZYBA0S01-processed-gene-6.148-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-6.148&CDS=1-996
80	OG0000080	YGR224W, YPR198W	snap_masked-ZYBA0S02-processed-gene-9.43-mRNA-1_1&gene=snap_masked-ZYBA0S02-processed-gene-9.43&CDS=1-1779, snap_masked-ZYBA0S13-processed-gene-0.60-mRNA-1_1&gene=snap_masked-ZYBA0S13-processed-gene-0.60&CDS=1-1452
81	OG0000081	YGR240C, YMR205C	genemark-ZYBA0S01-processed-gene-13.44-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-13.44&CDS=1-2982, genemark-ZYBA0S12-processed-gene-1.189-mRNA-1_1&gene=genemark-ZYBA0S12-processed-gene-1.189&CDS=1-2874
82	OG0000082	YGR249W, YOR140W	genemark-ZYBA0S03-processed-gene-2.102-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-2.102&CDS=1-1056, genemark-ZYBA0S05-processed-gene-4.126-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-4.126&CDS=1-2100
83	OG0000083	YHL007C, YNL298W	genemark-ZYBA0S01-processed-gene-10.92-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-10.92&CDS=1-2619, genemark-ZYBA0S05-processed-gene-5.83-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-5.83&CDS=1-2964
84	OG0000084	YHR023W, YOR326W	genemark-ZYBA0S02-processed-gene-3.81-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-3.81&CDS=1-5766, genemark-ZYBA0S07-processed-gene-4.51-mRNA-1_1&gene=genemark-ZYBA0S07-processed-gene-4.51&CDS=1-4770
85	OG0000085	YHR030C, YOR219C	genemark-ZYBA0S09-processed-gene-2.103-mRNA-1_1&gene=genemark-ZYBA0S09-processed-gene-2.103&CDS=1-2637, maker-ZYBA0S03-augustus-gene-9.97-mRNA-1_1&gene=maker-ZYBA0S03-augustus-gene-9.97&CDS=1-3615
86	OG0000086	YHR031C, YML061C	genemark-ZYBA0S03-processed-gene-9.69-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-9.69&CDS=1-1926, genemark-ZYBA0S11-processed-gene-2.182-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-2.182&CDS=1-2520
87	OG0000087	YHR139C, YNL160W	genemark-ZYBA0S02-processed-gene-12.52-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-12.52&CDS=1-1086, snap_masked-ZYBA0S02-processed-gene-0.5-mRNA-1_1&gene=snap_masked-ZYBA0S02-processed-gene-0.5&CDS=1-957
88	OG0000088	YHR216W, YLR432W, YML056C	genemark-ZYBA0S11-processed-gene-2.177-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-2.177&CDS=1-1563
89	OG0000089	YIL039W, YPL074W	augustus_masked-ZYBA0S02-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-ZYBA0S02-processed-gene-1.138&CDS=1-3705, genemark-ZYBA0S01-processed-gene-6.110-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-6.110&CDS=1-2109
90	OG0000090	YIL126W, YOR290C	augustus_masked-ZYBA0S03-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-ZYBA0S03-processed-gene-0.86&CDS=1-4953, genemark-ZYBA0S10-processed-gene-1.1-mRNA-1_1&gene=genemark-ZYBA0S10-processed-gene-1.1&CDS=1-3978
91	OG0000091	YIL159W, YNL271C	augustus_masked-ZYBA0S16-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-ZYBA0S16-processed-gene-0.102&CDS=1-3951, snap_masked-ZYBA0S14-processed-gene-0.85-mRNA-1_1&gene=snap_masked-ZYBA0S14-processed-gene-0.85&CDS=1-6009
92	OG0000092	YIL162W, YLR419W	genemark-ZYBA0S02-processed-gene-0.42-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-0.42&CDS=1-1701, genemark-ZYBA0S11-processed-gene-2.162-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-2.162&CDS=1-5850
93	OG0000093	YJL050W, YLR398C	genemark-ZYBA0S02-processed-gene-9.57-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-9.57&CDS=1-3192, genemark-ZYBA0S11-processed-gene-1.81-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-1.81&CDS=1-5823
94	OG0000094	YJL130C, YJR109C	genemark-ZYBA0S06-processed-gene-4.20-mRNA-1_1&gene=genemark-ZYBA0S06-processed-gene-4.20&CDS=1-3345, snap_masked-ZYBA0S01-processed-gene-5.130-mRNA-1_1&gene=snap_masked-ZYBA0S01-processed-gene-5.130&CDS=1-6648
95	OG0000095	YJL200C, YLR304C	genemark-ZYBA0S04-processed-gene-8.96-mRNA-1_1&gene=genemark-ZYBA0S04-processed-gene-8.96&CDS=1-2367, genemark-ZYBA0S05-processed-gene-6.163-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-6.163&CDS=1-2337
96	OG0000096	YJR130C, YLL058W	genemark-ZYBA0S06-processed-gene-5.160-mRNA-1_1&gene=genemark-ZYBA0S06-processed-gene-5.160&CDS=1-1716, genemark-ZYBA0S10-processed-gene-3.154-mRNA-1_1&gene=genemark-ZYBA0S10-processed-gene-3.154&CDS=1-1884
97	OG0000097	YKL046C, YMR238W	genemark-ZYBA0S18-processed-gene-0.3-mRNA-1_1&gene=genemark-ZYBA0S18-processed-gene-0.3&CDS=1-1350, snap_masked-ZYBA0S02-processed-gene-12.89-mRNA-1_1&gene=snap_masked-ZYBA0S02-processed-gene-12.89&CDS=1-1365
98	OG0000098	YKL146W, YNL101W	genemark-ZYBA0S02-processed-gene-8.97-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-8.97&CDS=1-1827, genemark-ZYBA0S12-processed-gene-0.21-mRNA-1_1&gene=genemark-ZYBA0S12-processed-gene-0.21&CDS=1-2130
99	OG0000099	YKL220C, YNR060W, YOR381W	augustus_masked-ZYBA0S04-processed-gene-4.100-mRNA-1_1&gene=augustus_masked-ZYBA0S04-processed-gene-4.100&CDS=1-2037
100	OG0000100	YKR001C, YLL001W	genemark-ZYBA0S05-processed-gene-5.76-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-5.76&CDS=1-2103, maker-ZYBA0S02-augustus-gene-7.84-mRNA-1_1&gene=maker-ZYBA0S02-augustus-gene-7.84&CDS=1-3726
101	OG0000101	YLR069C, YMR058W	augustus_masked-ZYBA0S01-processed-gene-15.28-mRNA-1_1&gene=augustus_masked-ZYBA0S01-processed-gene-15.28&CDS=1-3093, maker-ZYBA0S15-augustus-gene-0.69-mRNA-1_1&gene=maker-ZYBA0S15-augustus-gene-0.69&CDS=1-5079
102	OG0000102	YLR144C, YNR067C	genemark-ZYBA0S03-processed-gene-10.178-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-10.178&CDS=1-2712, snap_masked-ZYBA0S09-processed-gene-1.59-mRNA-1_1&gene=snap_masked-ZYBA0S09-processed-gene-1.59&CDS=1-3831
103	OG0000103	YLR188W, YPL270W	maker-ZYBA0S14-augustus-gene-1.67-mRNA-1_1&gene=maker-ZYBA0S14-augustus-gene-1.67&CDS=1-3543, maker-ZYBA0S17-augustus-gene-0.123-mRNA-1_1&gene=maker-ZYBA0S17-augustus-gene-0.123&CDS=1-2382
104	OG0000104	YLR229C, YNL180C	genemark-ZYBA0S01-processed-gene-12.14-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-12.14&CDS=1-573, genemark-ZYBA0S04-processed-gene-1.43-mRNA-1_1&gene=genemark-ZYBA0S04-processed-gene-1.43&CDS=1-891
105	OG0000105	YLR237W, YOR071C, YOR192C	genemark-ZYBA0S01-processed-gene-12.9-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-12.9&CDS=1-1971
106	OG0000106	YMR006C, YMR008C, YOL011W	maker-ZYBA0S04-snap-gene-3.167-mRNA-1_1&gene=maker-ZYBA0S04-snap-gene-3.167&CDS=1-3726
107	OG0000107	YMR054W, YOR270C	genemark-ZYBA0S01-processed-gene-15.112-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-15.112&CDS=1-2595, genemark-ZYBA0S08-processed-gene-0.119-mRNA-1_1&gene=genemark-ZYBA0S08-processed-gene-0.119&CDS=1-2442
108	OG0000108	YMR215W, YOL132W	genemark-ZYBA0S01-processed-gene-11.82-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-11.82&CDS=1-1458, genemark-ZYBA0S01-processed-gene-2.127-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-2.127&CDS=1-1497
109	OG0000109	YMR253C, YPL264C	augustus_masked-ZYBA0S04-processed-gene-5.156-mRNA-1_1&gene=augustus_masked-ZYBA0S04-processed-gene-5.156&CDS=1-3471, genemark-ZYBA0S11-processed-gene-2.168-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-2.168&CDS=1-1125
110	OG0000110	YMR266W, YOL084W	genemark-ZYBA0S01-processed-gene-9.117-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-9.117&CDS=1-2559, maker-ZYBA0S04-augustus-gene-5.1-mRNA-1_1&gene=maker-ZYBA0S04-augustus-gene-5.1&CDS=1-3483
111	OG0000111	YMR303C, YOL086C	genemark-ZYBA0S01-processed-gene-9.92-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-9.92&CDS=1-1050, snap_masked-ZYBA0S03-processed-gene-6.129-mRNA-1_1&gene=snap_masked-ZYBA0S03-processed-gene-6.129&CDS=1-1125
112	OG0000112	YNL104C, YOR108W	genemark-ZYBA0S12-processed-gene-0.44-mRNA-1_1&gene=genemark-ZYBA0S12-processed-gene-0.44&CDS=1-1830, snap_masked-ZYBA0S08-processed-gene-3.189-mRNA-1_1&gene=snap_masked-ZYBA0S08-processed-gene-3.189&CDS=1-1731
113	OG0000113	YNL183C, YOL060C	augustus_masked-ZYBA0S01-processed-gene-8.16-mRNA-1_1&gene=augustus_masked-ZYBA0S01-processed-gene-8.16&CDS=1-7551, maker-ZYBA0S04-augustus-gene-1.105-mRNA-1_1&gene=maker-ZYBA0S04-augustus-gene-1.105&CDS=1-2688
114	OG0000114	YNL231C, YNL264C	genemark-ZYBA0S04-processed-gene-0.72-mRNA-1_1&gene=genemark-ZYBA0S04-processed-gene-0.72&CDS=1-1047, genemark-ZYBA0S14-processed-gene-0.44-mRNA-1_1&gene=genemark-ZYBA0S14-processed-gene-0.44&CDS=1-1041
115	OG0000115	YNR001C, YPR002W	genemark-ZYBA0S06-processed-gene-1.40-mRNA-1_1&gene=genemark-ZYBA0S06-processed-gene-1.40&CDS=1-1413, maker-ZYBA0S09-augustus-gene-0.47-mRNA-1_1&gene=maker-ZYBA0S09-augustus-gene-0.47&CDS=1-2949
116	OG0000116	YOL047C, YOL048C	augustus_masked-ZYBA0S07-processed-gene-3.21-mRNA-1_1&gene=augustus_masked-ZYBA0S07-processed-gene-3.21&CDS=1-1965, maker-ZYBA0S07-snap-gene-3.0-mRNA-1_1&gene=maker-ZYBA0S07-snap-gene-3.0&CDS=1-846
117	OG0000117	YOL055C, YPL258C, YPR121W	genemark-ZYBA0S03-processed-gene-8.67-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-8.67&CDS=1-1650
118	OG0000118	YOR032C, YOR344C	genemark-ZYBA0S03-processed-gene-9.50-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-9.50&CDS=1-2598, genemark-ZYBA0S07-processed-gene-4.75-mRNA-1_1&gene=genemark-ZYBA0S07-processed-gene-4.75&CDS=1-576
119	OG0000119	YOR348C	genemark-ZYBA0S01-processed-gene-0.3-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-0.3&CDS=1-1701, genemark-ZYBA0S07-processed-gene-4.77-mRNA-1_1&gene=genemark-ZYBA0S07-processed-gene-4.77&CDS=1-1737, genemark-ZYBA0S19-processed-gene-0.33-mRNA-1_1&gene=genemark-ZYBA0S19-processed-gene-0.33&CDS=1-1776
120	OG0000120	YOR390W, YPL279C	genemark-ZYBA0S01-processed-gene-8.95-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-8.95&CDS=1-882, genemark-ZYBA0S08-processed-gene-3.118-mRNA-1_1&gene=genemark-ZYBA0S08-processed-gene-3.118&CDS=1-1038
121	OG0000121	YPL004C, YPR105C	genemark-ZYBA0S04-processed-gene-8.125-mRNA-1_1&gene=genemark-ZYBA0S04-processed-gene-8.125&CDS=1-3462, genemark-ZYBA0S09-processed-gene-0.88-mRNA-1_1&gene=genemark-ZYBA0S09-processed-gene-0.88&CDS=1-1014
122	OG0000122	YPL088W	genemark-ZYBA0S01-processed-gene-15.185-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-15.185&CDS=1-1014, genemark-ZYBA0S02-processed-gene-11.31-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-11.31&CDS=1-1029, genemark-ZYBA0S23-processed-gene-0.7-mRNA-1_1&gene=genemark-ZYBA0S23-processed-gene-0.7&CDS=1-1014
123	OG0000123	YAL051W, YOR363C	genemark-ZYBA0S07-processed-gene-5.93-mRNA-1_1&gene=genemark-ZYBA0S07-processed-gene-5.93&CDS=1-2907
124	OG0000124	YAL062W, YOR375C	maker-ZYBA0S07-augustus-gene-5.3-mRNA-1_1&gene=maker-ZYBA0S07-augustus-gene-5.3&CDS=1-2637
125	OG0000125	YBL002W, YDR224C	genemark-ZYBA0S01-processed-gene-12.41-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-12.41&CDS=1-396
126	OG0000126	YBL027W, YBR084C-A	snap_masked-ZYBA0S12-processed-gene-1.211-mRNA-1_1&gene=snap_masked-ZYBA0S12-processed-gene-1.211&CDS=1-609
127	OG0000127	YBL067C, YER098W	genemark-ZYBA0S08-processed-gene-2.48-mRNA-1_1&gene=genemark-ZYBA0S08-processed-gene-2.48&CDS=1-2448
128	OG0000128	YBL069W, YER101C	genemark-ZYBA0S08-processed-gene-2.71-mRNA-1_1&gene=genemark-ZYBA0S08-processed-gene-2.71&CDS=1-1572
129	OG0000129	YBL072C, YER102W	genemark-ZYBA0S08-processed-gene-2.51-mRNA-1_1&gene=genemark-ZYBA0S08-processed-gene-2.51&CDS=1-606
130	OG0000130	YBR001C, YDR001C	genemark-ZYBA0S03-processed-gene-8.56-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-8.56&CDS=1-2472
131	OG0000131	YBR005W, YDR003W	genemark-ZYBA0S03-processed-gene-8.55-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-8.55&CDS=1-606
132	OG0000132	YBR009C, YNL030W	genemark-ZYBA0S03-processed-gene-8.80-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-8.80&CDS=1-309
133	OG0000133	YBR010W, YNL031C	maker-ZYBA0S03-augustus-gene-8.0-mRNA-1_1&gene=maker-ZYBA0S03-augustus-gene-8.0&CDS=1-1041
134	OG0000134	YBR020W, YDR009W	genemark-ZYBA0S03-processed-gene-7.154-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-7.154&CDS=1-1527
135	OG0000135	YBR031W, YDR012W	genemark-ZYBA0S03-processed-gene-7.112-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-7.112&CDS=1-1086
136	OG0000136	YBR048W, YDR025W	maker-ZYBA0S03-snap-gene-7.0-mRNA-1_1&gene=maker-ZYBA0S03-snap-gene-7.0&CDS=1-465
137	OG0000137	YBR054W, YDR033W	genemark-ZYBA0S03-processed-gene-7.153-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-7.153&CDS=1-1059
138	OG0000138	YBR072W	genemark-ZYBA0S06-processed-gene-2.54-mRNA-1_1&gene=genemark-ZYBA0S06-processed-gene-2.54&CDS=1-633, genemark-ZYBA0S10-processed-gene-3.160-mRNA-1_1&gene=genemark-ZYBA0S10-processed-gene-3.160&CDS=1-669
139	OG0000139	YBR084W	genemark-ZYBA0S01-processed-gene-6.132-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-6.132&CDS=1-2844, snap_masked-ZYBA0S12-processed-gene-1.258-mRNA-1_1&gene=snap_masked-ZYBA0S12-processed-gene-1.258&CDS=1-2862
140	OG0000140	YBR085W	genemark-ZYBA0S01-processed-gene-15.163-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-15.163&CDS=1-897, genemark-ZYBA0S12-processed-gene-1.155-mRNA-1_1&gene=genemark-ZYBA0S12-processed-gene-1.155&CDS=1-921
141	OG0000141	YBR117C, YPR074C	maker-ZYBA0S04-augustus-gene-8.66-mRNA-1_1&gene=maker-ZYBA0S04-augustus-gene-8.66&CDS=1-2508
142	OG0000142	YBR118W, YPR080W	genemark-ZYBA0S04-processed-gene-8.77-mRNA-1_1&gene=genemark-ZYBA0S04-processed-gene-8.77&CDS=1-1377
143	OG0000143	YBR147W, YOL092W	augustus_masked-ZYBA0S01-processed-gene-9.180-mRNA-1_1&gene=augustus_masked-ZYBA0S01-processed-gene-9.180&CDS=1-1716
144	OG0000144	YBR177C, YPL095C	genemark-ZYBA0S08-processed-gene-3.148-mRNA-1_1&gene=genemark-ZYBA0S08-processed-gene-3.148&CDS=1-1350
145	OG0000145	YBR181C, YPL090C	snap_masked-ZYBA0S08-processed-gene-3.240-mRNA-1_1&gene=snap_masked-ZYBA0S08-processed-gene-3.240&CDS=1-708
146	OG0000146	YBR189W, YPL081W	maker-ZYBA0S02-snap-gene-6.41-mRNA-1_1&gene=maker-ZYBA0S02-snap-gene-6.41&CDS=1-1008
147	OG0000147	YBR214W, YGL056C	augustus_masked-ZYBA0S02-processed-gene-11.150-mRNA-1_1&gene=augustus_masked-ZYBA0S02-processed-gene-11.150&CDS=1-2445
148	OG0000148	YBR218C, YGL062W	genemark-ZYBA0S02-processed-gene-11.25-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-11.25&CDS=1-3531
149	OG0000149	YBR242W, YGL101W	augustus_masked-ZYBA0S03-processed-gene-4.144-mRNA-1_1&gene=augustus_masked-ZYBA0S03-processed-gene-4.144&CDS=1-1122
150	OG0000150	YBR294W, YLR092W	augustus_masked-ZYBA0S03-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-ZYBA0S03-processed-gene-1.96&CDS=1-8088
151	OG0000151	YCL051W, YDR528W	augustus_masked-ZYBA0S14-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-ZYBA0S14-processed-gene-1.55&CDS=1-1548
152	OG0000152	YCL066W, YCR040W	snap_masked-ZYBA0S14-processed-gene-0.64-mRNA-1_1&gene=snap_masked-ZYBA0S14-processed-gene-0.64&CDS=1-804
153	OG0000153	YCL068C, YCR038C	genemark-ZYBA0S04-processed-gene-8.130-mRNA-1_1&gene=genemark-ZYBA0S04-processed-gene-8.130&CDS=1-4239
154	OG0000154	YCR026C, YEL016C	snap_masked-ZYBA0S06-processed-gene-2.4-mRNA-1_1&gene=snap_masked-ZYBA0S06-processed-gene-2.4&CDS=1-1569
155	OG0000155	YCR028C	genemark-ZYBA0S02-processed-gene-1.12-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-1.12&CDS=1-1533, genemark-ZYBA0S13-processed-gene-0.48-mRNA-1_1&gene=genemark-ZYBA0S13-processed-gene-0.48&CDS=1-1530
156	OG0000156	YCR031C, YJL191W	genemark-ZYBA0S03-processed-gene-3.34-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-3.34&CDS=1-417
157	OG0000157	YCR105W, YMR318C	genemark-ZYBA0S01-processed-gene-7.43-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-7.43&CDS=1-1131
158	OG0000158	YDL021W, YOL056W	genemark-ZYBA0S03-processed-gene-8.93-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-8.93&CDS=1-903
159	OG0000159	YDL037C	augustus_masked-ZYBA0S18-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-ZYBA0S18-processed-gene-0.63&CDS=1-882, genemark-ZYBA0S02-processed-gene-13.181-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-13.181&CDS=1-507
160	OG0000160	YDL066W	genemark-ZYBA0S11-processed-gene-1.78-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-1.78&CDS=1-1266, maker-ZYBA0S06-augustus-gene-1.103-mRNA-1_1&gene=maker-ZYBA0S06-augustus-gene-1.103&CDS=1-2127
161	OG0000161	YDL075W, YLR406C	maker-ZYBA0S11-augustus-gene-1.1-mRNA-1_1&gene=maker-ZYBA0S11-augustus-gene-1.1&CDS=1-354
162	OG0000162	YDL082W, YMR142C	augustus_masked-ZYBA0S02-processed-gene-9.141-mRNA-1_1&gene=augustus_masked-ZYBA0S02-processed-gene-9.141&CDS=1-597
163	OG0000163	YDL083C, YMR143W	snap_masked-ZYBA0S02-processed-gene-9.26-mRNA-1_1&gene=snap_masked-ZYBA0S02-processed-gene-9.26&CDS=1-429
164	OG0000164	YDL136W, YDL191W	augustus_masked-ZYBA0S09-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-ZYBA0S09-processed-gene-1.135&CDS=1-360
165	OG0000165	YDL138W, YDL194W	maker-ZYBA0S09-augustus-gene-2.2-mRNA-1_1&gene=maker-ZYBA0S09-augustus-gene-2.2&CDS=1-3114
166	OG0000166	YDL168W	genemark-ZYBA0S01-processed-gene-0.18-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-0.18&CDS=1-1143, genemark-ZYBA0S10-processed-gene-2.62-mRNA-1_1&gene=genemark-ZYBA0S10-processed-gene-2.62&CDS=1-1146
167	OG0000167	YDL174C	augustus_masked-ZYBA0S10-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-ZYBA0S10-processed-gene-2.27&CDS=1-2523, genemark-ZYBA0S05-processed-gene-2.74-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-2.74&CDS=1-1728
168	OG0000168	YDR312W, YHR066W	genemark-ZYBA0S01-processed-gene-15.106-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-15.106&CDS=1-1272
169	OG0000169	YDR368W, YOR120W	maker-ZYBA0S08-augustus-gene-1.0-mRNA-1_1&gene=maker-ZYBA0S08-augustus-gene-1.0&CDS=1-1539
170	OG0000170	YDR385W, YOR133W	genemark-ZYBA0S05-processed-gene-4.131-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-4.131&CDS=1-2526
171	OG0000171	YDR418W, YEL054C	genemark-ZYBA0S05-processed-gene-3.82-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-3.82&CDS=1-495
172	OG0000172	YDR447C, YML024W	genemark-ZYBA0S05-processed-gene-2.73-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-2.73&CDS=1-408
173	OG0000173	YDR450W, YML026C	genemark-ZYBA0S05-processed-gene-2.93-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-2.93&CDS=1-438
174	OG0000174	YDR453C, YML028W	genemark-ZYBA0S05-processed-gene-2.70-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-2.70&CDS=1-588
175	OG0000175	YDR497C, YOL103W	genemark-ZYBA0S01-processed-gene-10.80-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-10.80&CDS=1-1743
176	OG0000176	YDR500C, YLR185W	snap_masked-ZYBA0S14-processed-gene-1.115-mRNA-1_1&gene=snap_masked-ZYBA0S14-processed-gene-1.115&CDS=1-264
177	OG0000177	YDR502C, YLR180W	genemark-ZYBA0S14-processed-gene-1.190-mRNA-1_1&gene=genemark-ZYBA0S14-processed-gene-1.190&CDS=1-1146
178	OG0000178	YDR534C, YOR383C	genemark-ZYBA0S13-processed-gene-0.36-mRNA-1_1&gene=genemark-ZYBA0S13-processed-gene-0.36&CDS=1-756
179	OG0000179	YEL034W, YJR047C	genemark-ZYBA0S09-processed-gene-1.31-mRNA-1_1&gene=genemark-ZYBA0S09-processed-gene-1.31&CDS=1-471
180	OG0000180	YEL047C, YJR051W	maker-ZYBA0S09-augustus-gene-1.44-mRNA-1_1&gene=maker-ZYBA0S09-augustus-gene-1.44&CDS=1-1962
181	OG0000181	YER040W	genemark-ZYBA0S05-processed-gene-1.89-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-1.89&CDS=1-2355, genemark-ZYBA0S09-processed-gene-0.50-mRNA-1_1&gene=genemark-ZYBA0S09-processed-gene-0.50&CDS=1-1014
