	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035681_Candida_gotoi
23	OG0000023	YCR010C, YER072W, YNR002C	maker-NODE_2_length_906092_cov_75.1325_ID_3-augustus-gene-6.159-mRNA-1_1&gene=maker-NODE_2_length_906092_cov_75.1325_ID_3-augustus-gene-6.159&CDS=1-1125, snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-2.130-mRNA-1_1&gene=snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-2.130&CDS=1-783, snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-5.12-mRNA-1_1&gene=snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-5.12&CDS=1-843
24	OG0000024	YCR102C, YLR460C, YNL134C	snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-4.114-mRNA-1_1&gene=snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-4.114&CDS=1-1098, snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-2.101-mRNA-1_1&gene=snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-2.101&CDS=1-1098, snap_masked-NODE_40_length_23939_cov_119.049_ID_79-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_40_length_23939_cov_119.049_ID_79-processed-gene-0.19&CDS=1-1221
25	OG0000025	YDR242W	snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-3.60-mRNA-1_1&gene=snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-3.60&CDS=1-1620, snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-1.72-mRNA-1_1&gene=snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-1.72&CDS=1-1716, snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-0.8&CDS=1-1644, snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-0.82-mRNA-1_1&gene=snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-0.82&CDS=1-1656, snap_masked-NODE_36_length_46692_cov_116.749_ID_71-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_36_length_46692_cov_116.749_ID_71-processed-gene-0.34&CDS=1-1632
26	OG0000026	YDR380W, YLR044C	snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-1.96-mRNA-1_1&gene=snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-1.96&CDS=1-1869, snap_masked-NODE_22_length_202797_cov_90.5711_ID_43-processed-gene-1.70-mRNA-1_1&gene=snap_masked-NODE_22_length_202797_cov_90.5711_ID_43-processed-gene-1.70&CDS=1-1764, snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-3.26-mRNA-1_1&gene=snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-3.26&CDS=1-1689, snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-4.144-mRNA-1_1&gene=snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-4.144&CDS=1-1710
27	OG0000027	YDR541C, YOL151W	maker-NODE_11_length_487754_cov_68.766_ID_21-snap-gene-2.46-mRNA-1_1&gene=maker-NODE_11_length_487754_cov_68.766_ID_21-snap-gene-2.46&CDS=1-1872, snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-0.61-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-0.61&CDS=1-1002, snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-2.98-mRNA-1_1&gene=snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-2.98&CDS=1-1008, snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-4.101-mRNA-1_1&gene=snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-4.101&CDS=1-1017
28	OG0000028	YER054C, YIL045W, YLR273C, YOR178C	snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-0.65-mRNA-1_1&gene=snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-0.65&CDS=1-1476, snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-1.104-mRNA-1_1&gene=snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-1.104&CDS=1-2076
29	OG0000029	YGL120C, YKR086W, YNR011C	snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-1.49-mRNA-1_1&gene=snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-1.49&CDS=1-3498, snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-6.116-mRNA-1_1&gene=snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-6.116&CDS=1-2295, snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-4.200-mRNA-1_1&gene=snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-4.200&CDS=1-2706
30	OG0000030	YGR249W, YHR206W, YOR140W	augustus_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-4.210-mRNA-1_1&gene=augustus_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-4.210&CDS=1-2007, maker-NODE_7_length_591050_cov_76.165_ID_13-snap-gene-1.69-mRNA-1_1&gene=maker-NODE_7_length_591050_cov_76.165_ID_13-snap-gene-1.69&CDS=1-2253, snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-3.60-mRNA-1_1&gene=snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-3.60&CDS=1-1668
31	OG0000031	YIL123W, YJL116C, YKR042W, YNL066W	snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-1.73-mRNA-1_1&gene=snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-1.73&CDS=1-1173, snap_masked-NODE_23_length_194542_cov_70.7106_ID_45-processed-gene-0.61-mRNA-1_1&gene=snap_masked-NODE_23_length_194542_cov_70.7106_ID_45-processed-gene-0.61&CDS=1-1191
32	OG0000032	YKL096W	snap_masked-NODE_18_length_296463_cov_85.1512_ID_35-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NODE_18_length_296463_cov_85.1512_ID_35-processed-gene-0.21&CDS=1-921, snap_masked-NODE_22_length_202797_cov_90.5711_ID_43-processed-gene-0.65-mRNA-1_1&gene=snap_masked-NODE_22_length_202797_cov_90.5711_ID_43-processed-gene-0.65&CDS=1-822, snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-1.64-mRNA-1_1&gene=snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-1.64&CDS=1-924, snap_masked-NODE_40_length_23939_cov_119.049_ID_79-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_40_length_23939_cov_119.049_ID_79-processed-gene-0.12&CDS=1-822, snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-5.171-mRNA-1_1&gene=snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-5.171&CDS=1-909
33	OG0000033	YKL128C	snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-4.112-mRNA-1_1&gene=snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-4.112&CDS=1-1002, snap_masked-NODE_17_length_312534_cov_86.9164_ID_33-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_17_length_312534_cov_86.9164_ID_33-processed-gene-0.58&CDS=1-984, snap_masked-NODE_21_length_207486_cov_71.6837_ID_41-processed-gene-1.70-mRNA-1_1&gene=snap_masked-NODE_21_length_207486_cov_71.6837_ID_41-processed-gene-1.70&CDS=1-951, snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-2.79-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-2.79&CDS=1-930, snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-4.111-mRNA-1_1&gene=snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-4.111&CDS=1-945
34	OG0000034	YKL222C, YLR266C, YOR162C, YOR172W	snap_masked-NODE_21_length_207486_cov_71.6837_ID_41-processed-gene-1.54-mRNA-1_1&gene=snap_masked-NODE_21_length_207486_cov_71.6837_ID_41-processed-gene-1.54&CDS=1-2307, snap_masked-NODE_26_length_162235_cov_68.3165_ID_51-processed-gene-0.130-mRNA-1_1&gene=snap_masked-NODE_26_length_162235_cov_68.3165_ID_51-processed-gene-0.130&CDS=1-2859
35	OG0000035	YLR144C, YNR067C	snap_masked-NODE_36_length_46692_cov_116.749_ID_71-processed-gene-0.22-mRNA-1_1&gene=snap_masked-NODE_36_length_46692_cov_116.749_ID_71-processed-gene-0.22&CDS=1-3567, snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-0.62-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-0.62&CDS=1-2256, snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-1.139-mRNA-1_1&gene=snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-1.139&CDS=1-3228, snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-1.76-mRNA-1_1&gene=snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-1.76&CDS=1-2085
36	OG0000036	YBL017C, YIL173W, YJL222W, YNR065C	snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-1.56-mRNA-1_1&gene=snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-1.56&CDS=1-4692
37	OG0000037	YBL068W, YER099C, YHL011C	snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-3.147-mRNA-1_1&gene=snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-3.147&CDS=1-972, snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-6.72-mRNA-1_1&gene=snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-6.72&CDS=1-960
38	OG0000038	YBL089W, YER119C, YIL088C	augustus_masked-NODE_12_length_465408_cov_66.2617_ID_23-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_12_length_465408_cov_66.2617_ID_23-processed-gene-0.55&CDS=1-1317, snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-0.86-mRNA-1_1&gene=snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-0.86&CDS=1-1398
39	OG0000039	YBR010W, YNL031C	snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-2.147-mRNA-1_1&gene=snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-2.147&CDS=1-408, snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-8.60-mRNA-1_1&gene=snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-8.60&CDS=1-408, snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-3.74-mRNA-1_1&gene=snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-3.74&CDS=1-408
40	OG0000040	YBR199W	maker-NODE_2_length_906092_cov_75.1325_ID_3-augustus-gene-4.0-mRNA-1_1&gene=maker-NODE_2_length_906092_cov_75.1325_ID_3-augustus-gene-4.0&CDS=1-2757, snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-3.85-mRNA-1_1&gene=snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-3.85&CDS=1-1248, snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-4.100-mRNA-1_1&gene=snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-4.100&CDS=1-1257, snap_masked-NODE_31_length_117061_cov_71.4585_ID_61-processed-gene-0.56-mRNA-1_1&gene=snap_masked-NODE_31_length_117061_cov_71.4585_ID_61-processed-gene-0.56&CDS=1-1317
41	OG0000041	YBR297W, YFL052W, YGR288W, YPR196W	snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-1.97-mRNA-1_1&gene=snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-1.97&CDS=1-1998
42	OG0000042	YCL064C, YIL167W, YML020W	maker-NODE_16_length_382779_cov_70.9361_ID_31-snap-gene-0.41-mRNA-1_1&gene=maker-NODE_16_length_382779_cov_70.9361_ID_31-snap-gene-0.41&CDS=1-3522, snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-2.90-mRNA-1_1&gene=snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-2.90&CDS=1-1053
43	OG0000043	YCR037C, YJL198W, YNR013C	snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-6.41-mRNA-1_1&gene=snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-6.41&CDS=1-2856, snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-6.240-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-6.240&CDS=1-2562
44	OG0000044	YDL244W, YFL058W, YJR156C, YNL332W	snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-3.71-mRNA-1_1&gene=snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-3.71&CDS=1-1017
45	OG0000045	YDR038C, YDR039C, YDR040C	maker-NODE_11_length_487754_cov_68.766_ID_21-augustus-gene-2.95-mRNA-1_1&gene=maker-NODE_11_length_487754_cov_68.766_ID_21-augustus-gene-2.95&CDS=1-4248, snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-1.94-mRNA-1_1&gene=snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-1.94&CDS=1-3309
46	OG0000046	YDR134C, YLR110C	snap_masked-NODE_20_length_266287_cov_87.4797_ID_39-processed-gene-1.2-mRNA-1_1&gene=snap_masked-NODE_20_length_266287_cov_87.4797_ID_39-processed-gene-1.2&CDS=1-723, snap_masked-NODE_21_length_207486_cov_71.6837_ID_41-processed-gene-0.67-mRNA-1_1&gene=snap_masked-NODE_21_length_207486_cov_71.6837_ID_41-processed-gene-0.67&CDS=1-1131, snap_masked-NODE_22_length_202797_cov_90.5711_ID_43-processed-gene-1.64-mRNA-1_1&gene=snap_masked-NODE_22_length_202797_cov_90.5711_ID_43-processed-gene-1.64&CDS=1-660
47	OG0000047	YDR326C, YFL042C, YHR080C	snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-3.37-mRNA-1_1&gene=snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-3.37&CDS=1-3249, snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-3.74-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-3.74&CDS=1-2619
48	OG0000048	YDR466W, YDR471W, YHR010W	augustus_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-6.88-mRNA-1_1&gene=augustus_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-6.88&CDS=1-3636, snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-3.65-mRNA-1_1&gene=snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-3.65&CDS=1-2616
49	OG0000049	YDR533C, YMR322C, YOR391C, YPL280W	snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-0.55-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-0.55&CDS=1-702
50	OG0000050	YER056C, YER060W, YER060W-A	augustus_masked-NODE_19_length_288497_cov_86.145_ID_37-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_19_length_288497_cov_86.145_ID_37-processed-gene-0.11&CDS=1-1536, snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-1.77-mRNA-1_1&gene=snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-1.77&CDS=1-1560
51	OG0000051	YGL247W, YHR036W	genemark-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-1.118-mRNA-1_1&gene=genemark-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-1.118&CDS=1-1197, maker-NODE_12_length_465408_cov_66.2617_ID_23-snap-gene-3.85-mRNA-1_1&gene=maker-NODE_12_length_465408_cov_66.2617_ID_23-snap-gene-3.85&CDS=1-1818, maker-NODE_16_length_382779_cov_70.9361_ID_31-augustus-gene-2.5-mRNA-1_1&gene=maker-NODE_16_length_382779_cov_70.9361_ID_31-augustus-gene-2.5&CDS=1-3375
52	OG0000052	YGL257C, YNR059W	snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-1.79-mRNA-1_1&gene=snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-1.79&CDS=1-1287, snap_masked-NODE_20_length_266287_cov_87.4797_ID_39-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_20_length_266287_cov_87.4797_ID_39-processed-gene-0.19&CDS=1-1395, snap_masked-NODE_35_length_49531_cov_69.1506_ID_69-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_35_length_49531_cov_69.1506_ID_69-processed-gene-0.46&CDS=1-1716
53	OG0000053	YGR192C, YJL052W, YJR009C	snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-3.107-mRNA-1_1&gene=snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-3.107&CDS=1-996, snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-4.108-mRNA-1_1&gene=snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-4.108&CDS=1-1002
54	OG0000054	YIL120W, YIL121W, YNL065W	snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-1.56-mRNA-1_1&gene=snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-1.56&CDS=1-1521, snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-1.49-mRNA-1_1&gene=snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-1.49&CDS=1-1602
55	OG0000055	YIL166C	genemark-NODE_24_length_178994_cov_74.8349_ID_47-processed-gene-0.82-mRNA-1_1&gene=genemark-NODE_24_length_178994_cov_74.8349_ID_47-processed-gene-0.82&CDS=1-1653, snap_masked-NODE_35_length_49531_cov_69.1506_ID_69-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_35_length_49531_cov_69.1506_ID_69-processed-gene-0.36&CDS=1-1620, snap_masked-NODE_40_length_23939_cov_119.049_ID_79-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NODE_40_length_23939_cov_119.049_ID_79-processed-gene-0.21&CDS=1-1707, snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-1.84-mRNA-1_1&gene=snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-1.84&CDS=1-1719
56	OG0000056	YJL172W, YOL153C	snap_masked-NODE_19_length_288497_cov_86.145_ID_37-processed-gene-1.112-mRNA-1_1&gene=snap_masked-NODE_19_length_288497_cov_86.145_ID_37-processed-gene-1.112&CDS=1-1743, snap_masked-NODE_22_length_202797_cov_90.5711_ID_43-processed-gene-1.72-mRNA-1_1&gene=snap_masked-NODE_22_length_202797_cov_90.5711_ID_43-processed-gene-1.72&CDS=1-1782, snap_masked-NODE_26_length_162235_cov_68.3165_ID_51-processed-gene-0.89-mRNA-1_1&gene=snap_masked-NODE_26_length_162235_cov_68.3165_ID_51-processed-gene-0.89&CDS=1-1599
57	OG0000057	YKL071W	augustus_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-2.55-mRNA-1_1&gene=augustus_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-2.55&CDS=1-744, augustus_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-2.58-mRNA-1_1&gene=augustus_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-2.58&CDS=1-744, snap_masked-NODE_29_length_136499_cov_66.3125_ID_57-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_29_length_136499_cov_66.3125_ID_57-processed-gene-0.31&CDS=1-750, snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-4.89-mRNA-1_1&gene=snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-4.89&CDS=1-747
58	OG0000058	YKL220C, YLL051C, YNR060W, YOR381W, YOR384W	
59	OG0000059	YLR237W, YOR071C, YOR192C	augustus_masked-NODE_20_length_266287_cov_87.4797_ID_39-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-NODE_20_length_266287_cov_87.4797_ID_39-processed-gene-1.104&CDS=1-1779, snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-2.52-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-2.52&CDS=1-1680
60	OG0000060	YLR361C, YOR137C	genemark-NODE_25_length_171835_cov_70.1684_ID_49-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_25_length_171835_cov_70.1684_ID_49-processed-gene-0.13&CDS=1-1860, snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-1.90-mRNA-1_1&gene=snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-1.90&CDS=1-1629, snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-3.98-mRNA-1_1&gene=snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-3.98&CDS=1-1743
61	OG0000061	YMR008C, YOL011W	maker-NODE_10_length_547273_cov_74.2464_ID_19-augustus-gene-0.102-mRNA-1_1&gene=maker-NODE_10_length_547273_cov_74.2464_ID_19-augustus-gene-0.102&CDS=1-2601, snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-2.117-mRNA-1_1&gene=snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-2.117&CDS=1-1938, snap_masked-NODE_21_length_207486_cov_71.6837_ID_41-processed-gene-1.71-mRNA-1_1&gene=snap_masked-NODE_21_length_207486_cov_71.6837_ID_41-processed-gene-1.71&CDS=1-2148
62	OG0000062	YOR032C, YOR344C	snap_masked-NODE_12_length_465408_cov_66.2617_ID_23-processed-gene-2.113-mRNA-1_1&gene=snap_masked-NODE_12_length_465408_cov_66.2617_ID_23-processed-gene-2.113&CDS=1-843, snap_masked-NODE_23_length_194542_cov_70.7106_ID_45-processed-gene-0.45-mRNA-1_1&gene=snap_masked-NODE_23_length_194542_cov_70.7106_ID_45-processed-gene-0.45&CDS=1-1020, snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-5.208-mRNA-1_1&gene=snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-5.208&CDS=1-2529
63	OG0000063	YOR389W, YPL277C, YPL278C	augustus_masked-NODE_24_length_178994_cov_74.8349_ID_47-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_24_length_178994_cov_74.8349_ID_47-processed-gene-0.35&CDS=1-1797, snap_masked-NODE_22_length_202797_cov_90.5711_ID_43-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NODE_22_length_202797_cov_90.5711_ID_43-processed-gene-0.43&CDS=1-1338
64	OG0000064	YPL088W	maker-NODE_8_length_567454_cov_77.2373_ID_15-snap-gene-2.132-mRNA-1_1&gene=maker-NODE_8_length_567454_cov_77.2373_ID_15-snap-gene-2.132&CDS=1-2019, snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-1.84-mRNA-1_1&gene=snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-1.84&CDS=1-1035, snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-1.85-mRNA-1_1&gene=snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-1.85&CDS=1-1035, snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-0.42&CDS=1-1044
65	OG0000065	YPR159W	augustus_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-0.107&CDS=1-2031, snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-4.103-mRNA-1_1&gene=snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-4.103&CDS=1-2061, snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-1.92-mRNA-1_1&gene=snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-1.92&CDS=1-1950, snap_masked-NODE_22_length_202797_cov_90.5711_ID_43-processed-gene-1.77-mRNA-1_1&gene=snap_masked-NODE_22_length_202797_cov_90.5711_ID_43-processed-gene-1.77&CDS=1-2064
66	OG0000066	Q0105, Q0110, Q0115, Q0120	maker-NODE_43_length_12026_cov_2889.45_ID_85-snap-gene-0.1-mRNA-1_1&gene=maker-NODE_43_length_12026_cov_2889.45_ID_85-snap-gene-0.1&CDS=1-480
67	OG0000067	YAL054C, YLR153C	snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-1.70-mRNA-1_1&gene=snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-1.70&CDS=1-2013, snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-8.26-mRNA-1_1&gene=snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-8.26&CDS=1-2037
68	OG0000068	YAR035W, YER024W	snap_masked-NODE_18_length_296463_cov_85.1512_ID_35-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NODE_18_length_296463_cov_85.1512_ID_35-processed-gene-0.27&CDS=1-2661, snap_masked-NODE_32_length_99438_cov_66.2055_ID_63-processed-gene-0.69-mRNA-1_1&gene=snap_masked-NODE_32_length_99438_cov_66.2055_ID_63-processed-gene-0.69&CDS=1-2385
