	OrthologID	Saccharomyces_cerevisiae	Starmerella_bombicola_JCM9596
75	OG0000075	YKL188C, YPL147W	-processed-gene-1.33-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-1.33&CDS=1-2094, -processed-gene-14.27-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-14.27&CDS=1-2238
76	OG0000076	YLL062C, YMR321C, YPL273W	-processed-gene-5.77-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-5.77&CDS=1-981
77	OG0000077	YLR022C	-augustus-gene-6.0-mRNA-1_1&gene=maker-gi|1002316117|dbj|BCGO01000002.1|-augustus-gene-6.0&CDS=1-2211, -processed-gene-11.50-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-11.50&CDS=1-978, -processed-gene-16.128-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-16.128&CDS=1-978
78	OG0000078	YML116W, YMR279C	-processed-gene-14.33-mRNA-1_1&gene=genemark-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-14.33&CDS=1-1602, -processed-gene-15.8-mRNA-1_1&gene=augustus_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-15.8&CDS=1-2925
79	OG0000079	YMR020W	-processed-gene-13.117-mRNA-1_1&gene=augustus_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-13.117&CDS=1-1293, -processed-gene-14.97-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-14.97&CDS=1-1284, -processed-gene-8.100-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-8.100&CDS=1-1356
80	OG0000080	YOL055C, YPL258C, YPR121W	-processed-gene-27.39-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-27.39&CDS=1-819
81	OG0000081	YOL062C, YPL259C	-processed-gene-17.88-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-17.88&CDS=1-1341, -processed-gene-9.26-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-9.26&CDS=1-1353
82	OG0000082	YOL080C	-processed-gene-11.51-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-11.51&CDS=1-627, -processed-gene-11.52-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-11.52&CDS=1-615, -processed-gene-22.141-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-22.141&CDS=1-624
83	OG0000083	YOL119C	-processed-gene-13.98-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-13.98&CDS=1-1317, -processed-gene-19.108-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-19.108&CDS=1-1365, -processed-gene-7.59-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-7.59&CDS=1-1461
84	OG0000084	YAL007C, YOR016C	-processed-gene-15.131-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-15.131&CDS=1-624
85	OG0000085	YAL015C, YOL043C	-processed-gene-8.78-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-8.78&CDS=1-1047
86	OG0000086	YAL017W, YOL045W	-processed-gene-15.144-mRNA-1_1&gene=genemark-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-15.144&CDS=1-2472
87	OG0000087	YAL018C, YOL048C	-processed-gene-3.29-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-3.29&CDS=1-834
88	OG0000088	YAL034C, YOR338W	-processed-gene-0.52-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-0.52&CDS=1-1143
89	OG0000089	YAL062W, YOR375C	-processed-gene-7.77-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-7.77&CDS=1-1359
90	OG0000090	YAR002C-A, YGL002W	-processed-gene-15.92-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-15.92&CDS=1-639
91	OG0000091	YAR042W, YDL019C	-processed-gene-2.67-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-2.67&CDS=1-3246
92	OG0000092	YBL002W, YDR224C	-processed-gene-4.104-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-4.104&CDS=1-399
93	OG0000093	YBL003C, YDR225W	-processed-gene-4.85-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-4.85&CDS=1-399
94	OG0000094	YBL027W, YBR084C-A	-processed-gene-7.156-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-7.156&CDS=1-561
95	OG0000095	YBL056W, YER089C	-processed-gene-12.15-mRNA-1_1&gene=genemark-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-12.15&CDS=1-1284
96	OG0000096	YBL067C, YER098W	-processed-gene-2.118-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-2.118&CDS=1-1605
97	OG0000097	YBL072C, YER102W	-processed-gene-6.154-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-6.154&CDS=1-582
98	OG0000098	YBL079W, YER105C	-processed-gene-0.42-mRNA-1_1&gene=snap_masked-gi|1002316114|dbj|BCGO01000005.1|-processed-gene-0.42&CDS=1-3708
99	OG0000099	YBL085W, YER114C	-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-0.22&CDS=1-2784
100	OG0000100	YBL087C, YER117W	-processed-gene-10.77-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-10.77&CDS=1-411
101	OG0000101	YBL089W, YER119C	-processed-gene-25.60-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-25.60&CDS=1-1269
102	OG0000102	YBL091C-A, YER120W	-processed-gene-20.59-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-20.59&CDS=1-2799
103	OG0000103	YBL106C, YPR032W	-processed-gene-21.108-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-21.108&CDS=1-2799
104	OG0000104	YBR001C, YDR001C	-processed-gene-8.58-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-8.58&CDS=1-1566
105	OG0000105	YBR005W, YDR003W	-processed-gene-11.24-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-11.24&CDS=1-516
106	OG0000106	YBR008C	-processed-gene-1.43-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-1.43&CDS=1-1668, -processed-gene-8.45-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-8.45&CDS=1-1701
107	OG0000107	YBR009C, YNL030W	-processed-gene-14.81-mRNA-1_1&gene=augustus_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-14.81&CDS=1-309
108	OG0000108	YBR014C, YDL010W	-processed-gene-10.69-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-10.69&CDS=1-687
109	OG0000109	YBR015C, YJL186W	-processed-gene-15.53-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-15.53&CDS=1-1794
110	OG0000110	YBR020W, YDR009W	-processed-gene-10.116-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-10.116&CDS=1-1461
111	OG0000111	YBR021W, YIR028W	-processed-gene-2.125-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-2.125&CDS=1-1887
112	OG0000112	YBR031W, YDR012W	-processed-gene-28.61-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-28.61&CDS=1-1074
113	OG0000113	YBR033W, YKL038W	-processed-gene-15.162-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-15.162&CDS=1-1743
114	OG0000114	YBR042C, YDR018C	-processed-gene-0.47-mRNA-1_1&gene=snap_masked-gi|1002316114|dbj|BCGO01000005.1|-processed-gene-0.47&CDS=1-1053
115	OG0000115	YBR048W, YDR025W	-processed-gene-17.22-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-17.22&CDS=1-468
116	OG0000116	YBR049C, YDR026C	-processed-gene-17.48-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-17.48&CDS=1-777
117	OG0000117	YBR082C, YDR059C	-processed-gene-25.40-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-25.40&CDS=1-438
118	OG0000118	YBR089C-A, YPR052C	-processed-gene-11.8-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-11.8&CDS=1-318
119	OG0000119	YBR104W, YPR058W	-processed-gene-16.118-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-16.118&CDS=1-936
120	OG0000120	YBR118W, YPR080W	-processed-gene-12.88-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-12.88&CDS=1-1374
121	OG0000121	YBR147W, YOL092W	-processed-gene-3.20-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-3.20&CDS=1-804
122	OG0000122	YBR161W, YPL057C	-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-0.4&CDS=1-999
123	OG0000123	YBR172C, YPL105C	-processed-gene-18.61-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-18.61&CDS=1-2958
124	OG0000124	YBR181C, YPL090C	-processed-gene-16.45-mRNA-1_1&gene=augustus_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-16.45&CDS=1-723
125	OG0000125	YBR182C, YPL089C	-processed-gene-16.87-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-16.87&CDS=1-1554
126	OG0000126	YBR183W, YPL087W	-processed-gene-9.119-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-9.119&CDS=1-834
127	OG0000127	YBR191W, YPL079W	-processed-gene-19.122-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-19.122&CDS=1-474
128	OG0000128	YBR210W, YGL054C	-processed-gene-1.30-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-1.30&CDS=1-420
129	OG0000129	YBR214W, YGL056C	-processed-gene-9.156-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-9.156&CDS=1-1371
130	OG0000130	YBR216C, YGL060W	-processed-gene-3.67-mRNA-1_1&gene=augustus_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-3.67&CDS=1-1995
131	OG0000131	YBR241C, YGL104C	-processed-gene-22.88-mRNA-1_1&gene=augustus_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-22.88&CDS=1-1221
132	OG0000132	YBR242W, YGL101W	-processed-gene-19.261-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-19.261&CDS=1-648
133	OG0000133	YBR294W, YLR092W	-processed-gene-18.49-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-18.49&CDS=1-2538
134	OG0000134	YCL011C, YNL004W	-processed-gene-2.138-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-2.138&CDS=1-1014
135	OG0000135	YCL026C-A, YCL026C-B	-processed-gene-22.130-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-22.130&CDS=1-603
136	OG0000136	YCL035C, YDR513W	-processed-gene-13.24-mRNA-1_1&gene=genemark-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-13.24&CDS=1-306
137	OG0000137	YCL037C, YDR515W	-processed-gene-14.24-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-14.24&CDS=1-1539
138	OG0000138	YCL040W, YDR516C	-processed-gene-19.116-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-19.116&CDS=1-1398
139	OG0000139	YCL050C, YDR530C	-processed-gene-26.106-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-26.106&CDS=1-903
140	OG0000140	YCL064C, YIL167W	-processed-gene-23.8-mRNA-1_1&gene=augustus_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-23.8&CDS=1-921
141	OG0000141	YCR008W	-processed-gene-15.155-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-15.155&CDS=1-1683, -processed-gene-4.91-mRNA-1_1&gene=augustus_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-4.91&CDS=1-1575
142	OG0000142	YCR028C	-processed-gene-19.252-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-19.252&CDS=1-1689, -processed-gene-4.78-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-4.78&CDS=1-1524
143	OG0000143	YCR031C, YJL191W	-processed-gene-24.55-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-24.55&CDS=1-417
144	OG0000144	YCR048W, YNR019W	-processed-gene-21.102-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-21.102&CDS=1-1464
145	OG0000145	YCR067C, YNR026C	-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-1.57&CDS=1-1362
146	OG0000146	YCR073C, YNR031C	-processed-gene-3.67-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-3.67&CDS=1-4092
147	OG0000147	YCR073W-A, YNR034W	-processed-gene-10.57-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-10.57&CDS=1-798
148	OG0000148	YDL020C	-processed-gene-14.22-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-14.22&CDS=1-1326, -processed-gene-14.98-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-14.98&CDS=1-1101
149	OG0000149	YDL022W, YOL059W	-processed-gene-10.97-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-10.97&CDS=1-1296
150	OG0000150	YDL042C, YOL068C	-processed-gene-8.125-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-8.125&CDS=1-1686
151	OG0000151	YDL061C, YLR388W	-processed-gene-12.61-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-12.61&CDS=1-177
152	OG0000152	YDL075W, YLR406C	-processed-gene-16.131-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-16.131&CDS=1-354
153	OG0000153	YDL082W, YMR142C	-processed-gene-11.102-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-11.102&CDS=1-588
154	OG0000154	YDL083C, YMR143W	-processed-gene-7.151-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-7.151&CDS=1-444
155	OG0000155	YDL085W, YMR145C	-processed-gene-24.92-mRNA-1_1&gene=genemark-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-24.92&CDS=1-1794
156	OG0000156	YDL088C, YMR153W	-processed-gene-20.27-mRNA-1_1&gene=augustus_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-20.27&CDS=1-1116
157	OG0000157	YDL109C, YGL144C	-processed-gene-4.83-mRNA-1_1&gene=augustus_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-4.83&CDS=1-2118
158	OG0000158	YDL130W-A, YDL181W	-processed-gene-16.97-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-16.97&CDS=1-246
159	OG0000159	YDL136W, YDL191W	-processed-gene-2.135-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-2.135&CDS=1-357
160	OG0000160	YDL137W, YDL192W	-processed-gene-2.110-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-2.110&CDS=1-540
161	OG0000161	YDL155W, YLR210W	-processed-gene-20.86-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-20.86&CDS=1-1425
162	OG0000162	YDL174C	-processed-gene-14.147-mRNA-1_1&gene=augustus_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-14.147&CDS=1-2691, -processed-gene-9.10-mRNA-1_1&gene=augustus_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-9.10&CDS=1-5952
163	OG0000163	YDL222C, YNL194C	-processed-gene-9.114-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-9.114&CDS=1-798
164	OG0000164	YDL224C, YNL197C	-processed-gene-9.144-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-9.144&CDS=1-1665
165	OG0000165	YDR066C, YER139C	-processed-gene-10.68-mRNA-1_1&gene=augustus_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-10.68&CDS=1-576
166	OG0000166	YDR069C, YER144C	-processed-gene-11.71-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-11.71&CDS=1-2592
167	OG0000167	YDR099W, YER177W	-processed-gene-16.68-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-16.68&CDS=1-822
168	OG0000168	YDR107C, YLR083C	-processed-gene-13.71-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-13.71&CDS=1-1902
169	OG0000169	YDR122W, YLR096W	-processed-gene-7.93-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-7.93&CDS=1-3129
170	OG0000170	YDR146C, YLR131C	-processed-gene-3.130-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-3.130&CDS=1-1356
171	OG0000171	YDR151C, YLR136C	-processed-gene-18.82-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-18.82&CDS=1-1305
172	OG0000172	YDR178W, YLR164W	-processed-gene-4.145-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-4.145&CDS=1-486
173	OG0000173	YDR185C, YLR168C	-processed-gene-25.18-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-25.18&CDS=1-519
174	OG0000174	YDR200C, YLR238W	-processed-gene-13.71-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-13.71&CDS=1-1278
175	OG0000175	YDR213W, YLR228C	-processed-gene-25.32-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-25.32&CDS=1-2472
176	OG0000176	YDR251W, YPL032C	-processed-gene-19.50-mRNA-1_1&gene=augustus_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-19.50&CDS=1-2598
177	OG0000177	YDR252W, YPL037C	-processed-gene-19.111-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-19.111&CDS=1-471
178	OG0000178	YDR253C, YPL038W	-processed-gene-10.76-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-10.76&CDS=1-3168
179	OG0000179	YDR256C	-processed-gene-27.25-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-27.25&CDS=1-1446, -snap-gene-8.57-mRNA-1_1&gene=maker-gi|1002316117|dbj|BCGO01000002.1|-snap-gene-8.57&CDS=1-1986
180	OG0000180	YDR263C, YOR033C	-processed-gene-25.61-mRNA-1_1&gene=augustus_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-25.61&CDS=1-1449
181	OG0000181	YDR264C, YOR034C	-processed-gene-14.74-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-14.74&CDS=1-2067
182	OG0000182	YDR272W, YOR040W	-processed-gene-3.11-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-3.11&CDS=1-750
183	OG0000183	YDR287W, YHR046C	-augustus-gene-9.1-mRNA-1_1&gene=maker-gi|1002316116|dbj|BCGO01000003.1|-augustus-gene-9.1&CDS=1-1575
184	OG0000184	YDR300C, YHR033W	-processed-gene-19.20-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-19.20&CDS=1-1272
185	OG0000185	YDR312W, YHR066W	-processed-gene-2.61-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-2.61&CDS=1-1257
186	OG0000186	YDR326C, YHR080C	-processed-gene-10.107-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-10.107&CDS=1-2139
187	OG0000187	YDR348C, YHR097C	-processed-gene-4.89-mRNA-1_1&gene=augustus_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-4.89&CDS=1-1140
188	OG0000188	YDR358W, YHR108W	-processed-gene-9.61-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-9.61&CDS=1-1809
189	OG0000189	YDR368W, YOR120W	-processed-gene-24.18-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-24.18&CDS=1-915
190	OG0000190	YDR379W, YOR127W	-processed-gene-21.36-mRNA-1_1&gene=augustus_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-21.36&CDS=1-2466
191	OG0000191	YDR382W, YOL039W	-processed-gene-3.9-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-3.9&CDS=1-321
192	OG0000192	YDR385W, YOR133W	-processed-gene-25.8-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-25.8&CDS=1-2529
193	OG0000193	YDR409W, YOR156C	-processed-gene-28.68-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-28.68&CDS=1-2709
194	OG0000194	YDR418W, YEL054C	-processed-gene-5.116-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-5.116&CDS=1-495
195	OG0000195	YDR421W	-processed-gene-0.77-mRNA-1_1&gene=snap_masked-gi|1002316114|dbj|BCGO01000005.1|-processed-gene-0.77&CDS=1-1785, -processed-gene-10.139-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-10.139&CDS=1-1827
196	OG0000196	YDR447C, YML024W	-processed-gene-5.120-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-5.120&CDS=1-2481
197	OG0000197	YDR450W, YML026C	-processed-gene-18.73-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-18.73&CDS=1-468
198	OG0000198	YDR451C, YML027W	-processed-gene-9.21-mRNA-1_1&gene=augustus_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-9.21&CDS=1-933
199	OG0000199	YDR458C, YML034W	-processed-gene-3.56-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-3.56&CDS=1-2691
200	OG0000200	YDR463W, YHR006W	-processed-gene-7.134-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-7.134&CDS=1-1605
201	OG0000201	YDR471W, YHR010W	-processed-gene-18.101-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-18.101&CDS=1-408
202	OG0000202	YDR497C, YOL103W	-processed-gene-22.33-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-22.33&CDS=1-1821
203	OG0000203	YDR500C, YLR185W	-processed-gene-16.114-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-16.114&CDS=1-276
204	OG0000204	YDR501W, YLR183C	-processed-gene-16.106-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-16.106&CDS=1-1536
205	OG0000205	YDR505C, YLR177W	-processed-gene-5.98-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-5.98&CDS=1-1080
206	OG0000206	YEL006W, YIL006W	-processed-gene-28.109-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-28.109&CDS=1-1122
207	OG0000207	YEL007W, YHR177W	-processed-gene-7.64-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-7.64&CDS=1-900
208	OG0000208	YEL022W, YJR031C	-processed-gene-4.88-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-4.88&CDS=1-3942
209	OG0000209	YEL039C, YJR048W	-processed-gene-4.62-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-4.62&CDS=1-309
210	OG0000210	YEL041W, YJR049C	-processed-gene-25.7-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-25.7&CDS=1-1596
211	OG0000211	YEL066W, YPR193C	-processed-gene-7.96-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-7.96&CDS=1-441
212	OG0000212	YER019C-A, YER087C-B	-processed-gene-11.77-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-11.77&CDS=1-267
213	OG0000213	YER027C, YGL208W	-processed-gene-23.63-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-23.63&CDS=1-972
214	OG0000214	YER031C, YGL210W	-processed-gene-18.84-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-18.84&CDS=1-624
