	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034974_Deakozyma_indianensis
29	OG0000029	YDR387C, YDR497C, YOL103W	augustus_masked-NODE_10_length_413368_cov_23.0473_ID_19-processed-gene-3.67-mRNA-1_1&gene=augustus_masked-NODE_10_length_413368_cov_23.0473_ID_19-processed-gene-3.67&CDS=1-1443, snap_masked-NODE_5_length_572190_cov_23.7656_ID_9-processed-gene-2.87-mRNA-1_1&gene=snap_masked-NODE_5_length_572190_cov_23.7656_ID_9-processed-gene-2.87&CDS=1-1650
30	OG0000030	YEL007W, YHR177W	augustus_masked-NODE_12_length_398490_cov_23.3519_ID_23-processed-gene-2.176-mRNA-1_1&gene=augustus_masked-NODE_12_length_398490_cov_23.3519_ID_23-processed-gene-2.176&CDS=1-1311, augustus_masked-NODE_17_length_284981_cov_23.5242_ID_33-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-NODE_17_length_284981_cov_23.5242_ID_33-processed-gene-0.136&CDS=1-855, snap_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-3.104-mRNA-1_1&gene=snap_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-3.104&CDS=1-1878
31	OG0000031	YER133W, YJL101C	augustus_masked-NODE_15_length_303709_cov_21.9907_ID_29-processed-gene-2.3-mRNA-1_1&gene=augustus_masked-NODE_15_length_303709_cov_21.9907_ID_29-processed-gene-2.3&CDS=1-990, augustus_masked-NODE_18_length_262085_cov_23.2177_ID_35-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_18_length_262085_cov_23.2177_ID_35-processed-gene-0.22&CDS=1-1437, augustus_masked-NODE_19_length_261061_cov_22.5448_ID_37-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_19_length_261061_cov_22.5448_ID_37-processed-gene-0.110&CDS=1-5397
32	OG0000032	YFL037W, YLR212C	augustus_masked-NODE_20_length_253619_cov_23.9657_ID_39-processed-gene-1.189-mRNA-1_1&gene=augustus_masked-NODE_20_length_253619_cov_23.9657_ID_39-processed-gene-1.189&CDS=1-1311, augustus_masked-NODE_3_length_734043_cov_24.8_ID_5-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-NODE_3_length_734043_cov_24.8_ID_5-processed-gene-2.64&CDS=1-1323, augustus_masked-NODE_6_length_470546_cov_23.8238_ID_11-processed-gene-3.93-mRNA-1_1&gene=augustus_masked-NODE_6_length_470546_cov_23.8238_ID_11-processed-gene-3.93&CDS=1-1347
33	OG0000033	YGR109W-A, YGR109W-B, YIL082W, YIL082W-A	snap_masked-NODE_4_length_629897_cov_23.9612_ID_7-processed-gene-5.23-mRNA-1_1&gene=snap_masked-NODE_4_length_629897_cov_23.9612_ID_7-processed-gene-5.23&CDS=1-1512
34	OG0000034	YIL166C	augustus_masked-NODE_14_length_344857_cov_26.0503_ID_27-processed-gene-2.108-mRNA-1_1&gene=augustus_masked-NODE_14_length_344857_cov_26.0503_ID_27-processed-gene-2.108&CDS=1-1629, augustus_masked-NODE_14_length_344857_cov_26.0503_ID_27-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-NODE_14_length_344857_cov_26.0503_ID_27-processed-gene-2.110&CDS=1-1629, augustus_masked-NODE_25_length_185076_cov_28.1523_ID_49-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-NODE_25_length_185076_cov_28.1523_ID_49-processed-gene-0.114&CDS=1-1629, snap_masked-NODE_29_length_101485_cov_23.36_ID_57-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_29_length_101485_cov_23.36_ID_57-processed-gene-0.58&CDS=1-1656
35	OG0000035	YJL162C, YMR161W	augustus_masked-NODE_16_length_290319_cov_24.671_ID_31-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-NODE_16_length_290319_cov_24.671_ID_31-processed-gene-1.120&CDS=1-1830, augustus_masked-NODE_25_length_185076_cov_28.1523_ID_49-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_25_length_185076_cov_28.1523_ID_49-processed-gene-0.89&CDS=1-1062, augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-6.136-mRNA-1_1&gene=augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-6.136&CDS=1-615
36	OG0000036	YJR152W	augustus_masked-NODE_62_length_1089_cov_59.9519_ID_123-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_62_length_1089_cov_59.9519_ID_123-processed-gene-0.2&CDS=1-1056, maker-NODE_1_length_1396749_cov_23.5698_ID_1-augustus-gene-12.195-mRNA-1_1&gene=maker-NODE_1_length_1396749_cov_23.5698_ID_1-augustus-gene-12.195&CDS=1-3222, maker-NODE_1_length_1396749_cov_23.5698_ID_1-snap-gene-12.312-mRNA-1_1&gene=maker-NODE_1_length_1396749_cov_23.5698_ID_1-snap-gene-12.312&CDS=1-3201, maker-NODE_3_length_734043_cov_24.8_ID_5-snap-gene-4.135-mRNA-1_1&gene=maker-NODE_3_length_734043_cov_24.8_ID_5-snap-gene-4.135&CDS=1-4761
37	OG0000037	YKL220C, YLL051C, YNR060W, YOR381W, YOR384W	
38	OG0000038	YKR089C, YMR313C, YOR081C	augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-6.125-mRNA-1_1&gene=augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-6.125&CDS=1-1806, genemark-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-12.96-mRNA-1_1&gene=genemark-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-12.96&CDS=1-1620
39	OG0000039	YLR237W, YOR071C, YOR192C	augustus_masked-NODE_13_length_396458_cov_24.2092_ID_25-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-NODE_13_length_396458_cov_24.2092_ID_25-processed-gene-1.83&CDS=1-1656, augustus_masked-NODE_3_length_734043_cov_24.8_ID_5-processed-gene-6.148-mRNA-1_1&gene=augustus_masked-NODE_3_length_734043_cov_24.8_ID_5-processed-gene-6.148&CDS=1-1662
40	OG0000040	YLR284C, YOR180C	augustus_masked-NODE_17_length_284981_cov_23.5242_ID_33-processed-gene-1.231-mRNA-1_1&gene=augustus_masked-NODE_17_length_284981_cov_23.5242_ID_33-processed-gene-1.231&CDS=1-861, augustus_masked-NODE_6_length_470546_cov_23.8238_ID_11-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_6_length_470546_cov_23.8238_ID_11-processed-gene-0.59&CDS=1-852, augustus_masked-NODE_9_length_418354_cov_23.2809_ID_17-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-NODE_9_length_418354_cov_23.2809_ID_17-processed-gene-0.121&CDS=1-819
41	OG0000041	YOL062C, YPL259C	augustus_masked-NODE_22_length_237600_cov_23.5216_ID_43-processed-gene-1.240-mRNA-1_1&gene=augustus_masked-NODE_22_length_237600_cov_23.5216_ID_43-processed-gene-1.240&CDS=1-1326, augustus_masked-NODE_8_length_421068_cov_22.5296_ID_15-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-NODE_8_length_421068_cov_22.5296_ID_15-processed-gene-0.108&CDS=1-1320, augustus_masked-NODE_9_length_418354_cov_23.2809_ID_17-processed-gene-3.76-mRNA-1_1&gene=augustus_masked-NODE_9_length_418354_cov_23.2809_ID_17-processed-gene-3.76&CDS=1-1299
42	OG0000042	YPR194C	augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-10.81-mRNA-1_1&gene=augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-10.81&CDS=1-2553, augustus_masked-NODE_35_length_51877_cov_28.9776_ID_69-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_35_length_51877_cov_28.9776_ID_69-processed-gene-0.35&CDS=1-2628, maker-NODE_13_length_396458_cov_24.2092_ID_25-snap-gene-0.80-mRNA-1_1&gene=maker-NODE_13_length_396458_cov_24.2092_ID_25-snap-gene-0.80&CDS=1-2631, maker-NODE_13_length_396458_cov_24.2092_ID_25-snap-gene-0.81-mRNA-1_1&gene=maker-NODE_13_length_396458_cov_24.2092_ID_25-snap-gene-0.81&CDS=1-5172
43	OG0000043	YAL015C, YOL043C	augustus_masked-NODE_14_length_344857_cov_26.0503_ID_27-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NODE_14_length_344857_cov_26.0503_ID_27-processed-gene-0.81&CDS=1-1632, augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-2.73&CDS=1-2091
44	OG0000044	YBL030C, YBR085W, YMR056C	maker-NODE_15_length_303709_cov_21.9907_ID_29-snap-gene-2.101-mRNA-1_1&gene=maker-NODE_15_length_303709_cov_21.9907_ID_29-snap-gene-2.101&CDS=1-1770
45	OG0000045	YBL095W, YER182W	augustus_masked-NODE_20_length_253619_cov_23.9657_ID_39-processed-gene-1.231-mRNA-1_1&gene=augustus_masked-NODE_20_length_253619_cov_23.9657_ID_39-processed-gene-1.231&CDS=1-675, augustus_masked-NODE_5_length_572190_cov_23.7656_ID_9-processed-gene-4.213-mRNA-1_1&gene=augustus_masked-NODE_5_length_572190_cov_23.7656_ID_9-processed-gene-4.213&CDS=1-615
46	OG0000046	YBR008C	augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-1.132&CDS=1-1611, maker-NODE_1_length_1396749_cov_23.5698_ID_1-snap-gene-1.45-mRNA-1_1&gene=maker-NODE_1_length_1396749_cov_23.5698_ID_1-snap-gene-1.45&CDS=1-3177, maker-NODE_21_length_245991_cov_23.2876_ID_41-snap-gene-1.212-mRNA-1_1&gene=maker-NODE_21_length_245991_cov_23.2876_ID_41-snap-gene-1.212&CDS=1-6672
47	OG0000047	YBR009C, YNL030W	augustus_masked-NODE_19_length_261061_cov_22.5448_ID_37-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_19_length_261061_cov_22.5448_ID_37-processed-gene-0.86&CDS=1-309, augustus_masked-NODE_8_length_421068_cov_22.5296_ID_15-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-NODE_8_length_421068_cov_22.5296_ID_15-processed-gene-1.45&CDS=1-309
48	OG0000048	YBR038W, YNL192W	augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-6.13-mRNA-1_1&gene=augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-6.13&CDS=1-3333, augustus_masked-NODE_5_length_572190_cov_23.7656_ID_9-processed-gene-4.234-mRNA-1_1&gene=augustus_masked-NODE_5_length_572190_cov_23.7656_ID_9-processed-gene-4.234&CDS=1-3480
49	OG0000049	YBR054W, YDR033W	augustus_masked-NODE_14_length_344857_cov_26.0503_ID_27-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-NODE_14_length_344857_cov_26.0503_ID_27-processed-gene-2.114&CDS=1-2592, augustus_masked-NODE_24_length_197201_cov_29.2507_ID_47-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_24_length_197201_cov_29.2507_ID_47-processed-gene-0.35&CDS=1-891
50	OG0000050	YBR073W, YGL163C	augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-0.60&CDS=1-2385, snap_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-11.24-mRNA-1_1&gene=snap_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-11.24&CDS=1-2202
51	OG0000051	YBR078W, YDR055W, YDR522C	augustus_masked-NODE_8_length_421068_cov_22.5296_ID_15-processed-gene-3.24-mRNA-1_1&gene=augustus_masked-NODE_8_length_421068_cov_22.5296_ID_15-processed-gene-3.24&CDS=1-1275
52	OG0000052	YBR084W, YGR204W	augustus_masked-NODE_20_length_253619_cov_23.9657_ID_39-processed-gene-1.192-mRNA-1_1&gene=augustus_masked-NODE_20_length_253619_cov_23.9657_ID_39-processed-gene-1.192&CDS=1-2814, augustus_masked-NODE_21_length_245991_cov_23.2876_ID_41-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-NODE_21_length_245991_cov_23.2876_ID_41-processed-gene-1.18&CDS=1-2889
53	OG0000053	YBR195C, YEL056W	augustus_masked-NODE_8_length_421068_cov_22.5296_ID_15-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-NODE_8_length_421068_cov_22.5296_ID_15-processed-gene-0.118&CDS=1-1191, snap_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-11.9-mRNA-1_1&gene=snap_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-11.9&CDS=1-1149
54	OG0000054	YBR242W, YGL101W	augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-4.105-mRNA-1_1&gene=augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-4.105&CDS=1-675, augustus_masked-NODE_9_length_418354_cov_23.2809_ID_17-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-NODE_9_length_418354_cov_23.2809_ID_17-processed-gene-0.116&CDS=1-654
55	OG0000055	YBR263W, YLR058C	augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-2.79&CDS=1-1416, augustus_masked-NODE_7_length_449235_cov_25.4959_ID_13-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-NODE_7_length_449235_cov_25.4959_ID_13-processed-gene-1.21&CDS=1-1449
56	OG0000056	YCL035C, YDR513W	augustus_masked-NODE_8_length_421068_cov_22.5296_ID_15-processed-gene-3.50-mRNA-1_1&gene=augustus_masked-NODE_8_length_421068_cov_22.5296_ID_15-processed-gene-3.50&CDS=1-354, maker-NODE_2_length_765441_cov_23.7578_ID_3-augustus-gene-6.157-mRNA-1_1&gene=maker-NODE_2_length_765441_cov_23.7578_ID_3-augustus-gene-6.157&CDS=1-1095
57	OG0000057	YCL064C, YIL167W	augustus_masked-NODE_15_length_303709_cov_21.9907_ID_29-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-NODE_15_length_303709_cov_21.9907_ID_29-processed-gene-1.69&CDS=1-1077, augustus_masked-NODE_21_length_245991_cov_23.2876_ID_41-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-NODE_21_length_245991_cov_23.2876_ID_41-processed-gene-1.52&CDS=1-1017
58	OG0000058	YCR010C, YNR002C	augustus_masked-NODE_5_length_572190_cov_23.7656_ID_9-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_5_length_572190_cov_23.7656_ID_9-processed-gene-0.53&CDS=1-819, snap_masked-NODE_4_length_629897_cov_23.9612_ID_7-processed-gene-3.91-mRNA-1_1&gene=snap_masked-NODE_4_length_629897_cov_23.9612_ID_7-processed-gene-3.91&CDS=1-798
59	OG0000059	YCR083W, YGR209C, YLR043C	maker-NODE_24_length_197201_cov_29.2507_ID_47-augustus-gene-0.307-mRNA-1_1&gene=maker-NODE_24_length_197201_cov_29.2507_ID_47-augustus-gene-0.307&CDS=1-1308
60	OG0000060	YCR095C, YNL032W	augustus_masked-NODE_3_length_734043_cov_24.8_ID_5-processed-gene-6.173-mRNA-1_1&gene=augustus_masked-NODE_3_length_734043_cov_24.8_ID_5-processed-gene-6.173&CDS=1-633, snap_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-10.50-mRNA-1_1&gene=snap_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-10.50&CDS=1-507
61	OG0000061	YDL025C, YNL183C	augustus_masked-NODE_22_length_237600_cov_23.5216_ID_43-processed-gene-1.169-mRNA-1_1&gene=augustus_masked-NODE_22_length_237600_cov_23.5216_ID_43-processed-gene-1.169&CDS=1-1947, augustus_masked-NODE_3_length_734043_cov_24.8_ID_5-processed-gene-6.158-mRNA-1_1&gene=augustus_masked-NODE_3_length_734043_cov_24.8_ID_5-processed-gene-6.158&CDS=1-1872
62	OG0000062	YDL056W, YLR182W	augustus_masked-NODE_3_length_734043_cov_24.8_ID_5-processed-gene-2.88-mRNA-1_1&gene=augustus_masked-NODE_3_length_734043_cov_24.8_ID_5-processed-gene-2.88&CDS=1-2772, augustus_masked-NODE_5_length_572190_cov_23.7656_ID_9-processed-gene-4.252-mRNA-1_1&gene=augustus_masked-NODE_5_length_572190_cov_23.7656_ID_9-processed-gene-4.252&CDS=1-2121
63	OG0000063	YDL108W, YPR106W	augustus_masked-NODE_12_length_398490_cov_23.3519_ID_23-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-NODE_12_length_398490_cov_23.3519_ID_23-processed-gene-0.120&CDS=1-1224, maker-NODE_8_length_421068_cov_22.5296_ID_15-augustus-gene-2.146-mRNA-1_1&gene=maker-NODE_8_length_421068_cov_22.5296_ID_15-augustus-gene-2.146&CDS=1-951
64	OG0000064	YDL132W, YGR003W	augustus_masked-NODE_12_length_398490_cov_23.3519_ID_23-processed-gene-2.141-mRNA-1_1&gene=augustus_masked-NODE_12_length_398490_cov_23.3519_ID_23-processed-gene-2.141&CDS=1-2283, augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-12.106-mRNA-1_1&gene=augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-12.106&CDS=1-2421
65	OG0000065	YDL159W, YOR231W	augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-4.141-mRNA-1_1&gene=augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-4.141&CDS=1-1074, augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-3.56-mRNA-1_1&gene=augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-3.56&CDS=1-1083
66	OG0000066	YDL161W, YLR206W	augustus_masked-NODE_12_length_398490_cov_23.3519_ID_23-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-NODE_12_length_398490_cov_23.3519_ID_23-processed-gene-2.124&CDS=1-633, augustus_masked-NODE_3_length_734043_cov_24.8_ID_5-processed-gene-4.34-mRNA-1_1&gene=augustus_masked-NODE_3_length_734043_cov_24.8_ID_5-processed-gene-4.34&CDS=1-1614
67	OG0000067	YDR002W, YLR335W	augustus_masked-NODE_12_length_398490_cov_23.3519_ID_23-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_12_length_398490_cov_23.3519_ID_23-processed-gene-0.93&CDS=1-810, snap_masked-NODE_29_length_101485_cov_23.36_ID_57-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_29_length_101485_cov_23.36_ID_57-processed-gene-0.44&CDS=1-2085
68	OG0000068	YDR030C, YER124C	augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-1.63&CDS=1-1209, augustus_masked-NODE_9_length_418354_cov_23.2809_ID_17-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-NODE_9_length_418354_cov_23.2809_ID_17-processed-gene-0.134&CDS=1-1350
69	OG0000069	YDR038C, YDR039C, YDR040C	augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-3.51-mRNA-1_1&gene=augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-3.51&CDS=1-3225
70	OG0000070	YDR093W, YER166W	augustus_masked-NODE_10_length_413368_cov_23.0473_ID_19-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-NODE_10_length_413368_cov_23.0473_ID_19-processed-gene-1.53&CDS=1-5121, augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-10.100-mRNA-1_1&gene=augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-10.100&CDS=1-4059
71	OG0000071	YDR121W, YDR397C	augustus_masked-NODE_14_length_344857_cov_26.0503_ID_27-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-NODE_14_length_344857_cov_26.0503_ID_27-processed-gene-2.106&CDS=1-657, augustus_masked-NODE_18_length_262085_cov_23.2177_ID_35-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-NODE_18_length_262085_cov_23.2177_ID_35-processed-gene-1.79&CDS=1-417
72	OG0000072	YDR142C, YOL087C	augustus_masked-NODE_11_length_409265_cov_25.2302_ID_21-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-NODE_11_length_409265_cov_25.2302_ID_21-processed-gene-2.71&CDS=1-963, augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-5.98-mRNA-1_1&gene=augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-5.98&CDS=1-2472
73	OG0000073	YDR235W, YML046W	augustus_masked-NODE_20_length_253619_cov_23.9657_ID_39-processed-gene-1.191-mRNA-1_1&gene=augustus_masked-NODE_20_length_253619_cov_23.9657_ID_39-processed-gene-1.191&CDS=1-1614, snap_masked-NODE_7_length_449235_cov_25.4959_ID_13-processed-gene-3.177-mRNA-1_1&gene=snap_masked-NODE_7_length_449235_cov_25.4959_ID_13-processed-gene-3.177&CDS=1-1647
74	OG0000074	YDR276C, YDR525W-A	augustus_masked-NODE_12_length_398490_cov_23.3519_ID_23-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_12_length_398490_cov_23.3519_ID_23-processed-gene-0.87&CDS=1-429, augustus_masked-NODE_3_length_734043_cov_24.8_ID_5-processed-gene-6.190-mRNA-1_1&gene=augustus_masked-NODE_3_length_734043_cov_24.8_ID_5-processed-gene-6.190&CDS=1-411
75	OG0000075	YDR338C, YHR032W	augustus_masked-NODE_13_length_396458_cov_24.2092_ID_25-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_13_length_396458_cov_24.2092_ID_25-processed-gene-0.20&CDS=1-1458, augustus_masked-NODE_27_length_183370_cov_23.42_ID_53-processed-gene-0.192-mRNA-1_1&gene=augustus_masked-NODE_27_length_183370_cov_23.42_ID_53-processed-gene-0.192&CDS=1-1767
76	OG0000076	YDR345C, YHR092C, YHR094C	augustus_masked-NODE_12_length_398490_cov_23.3519_ID_23-processed-gene-2.160-mRNA-1_1&gene=augustus_masked-NODE_12_length_398490_cov_23.3519_ID_23-processed-gene-2.160&CDS=1-1662
77	OG0000077	YDR347W, YJR101W	augustus_masked-NODE_22_length_237600_cov_23.5216_ID_43-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_22_length_237600_cov_23.5216_ID_43-processed-gene-0.66&CDS=1-879, augustus_masked-NODE_6_length_470546_cov_23.8238_ID_11-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_6_length_470546_cov_23.8238_ID_11-processed-gene-0.57&CDS=1-729
78	OG0000078	YDR348C, YHR097C	augustus_masked-NODE_22_length_237600_cov_23.5216_ID_43-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_22_length_237600_cov_23.5216_ID_43-processed-gene-0.67&CDS=1-1338, snap_masked-NODE_11_length_409265_cov_25.2302_ID_21-processed-gene-3.127-mRNA-1_1&gene=snap_masked-NODE_11_length_409265_cov_25.2302_ID_21-processed-gene-3.127&CDS=1-612
79	OG0000079	YDR368W, YOR120W	augustus_masked-NODE_27_length_183370_cov_23.42_ID_53-processed-gene-0.169-mRNA-1_1&gene=augustus_masked-NODE_27_length_183370_cov_23.42_ID_53-processed-gene-0.169&CDS=1-930, augustus_masked-NODE_4_length_629897_cov_23.9612_ID_7-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-NODE_4_length_629897_cov_23.9612_ID_7-processed-gene-2.13&CDS=1-921
80	OG0000080	YDR523C, YHR102W	augustus_masked-NODE_35_length_51877_cov_28.9776_ID_69-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_35_length_51877_cov_28.9776_ID_69-processed-gene-0.36&CDS=1-1533, snap_masked-NODE_13_length_396458_cov_24.2092_ID_25-processed-gene-0.119-mRNA-1_1&gene=snap_masked-NODE_13_length_396458_cov_24.2092_ID_25-processed-gene-0.119&CDS=1-2277
81	OG0000081	YER015W	augustus_masked-NODE_11_length_409265_cov_25.2302_ID_21-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-NODE_11_length_409265_cov_25.2302_ID_21-processed-gene-2.75&CDS=1-2169, augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-5.89-mRNA-1_1&gene=augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-5.89&CDS=1-2184, snap_masked-NODE_4_length_629897_cov_23.9612_ID_7-processed-gene-0.95-mRNA-1_1&gene=snap_masked-NODE_4_length_629897_cov_23.9612_ID_7-processed-gene-0.95&CDS=1-2100
82	OG0000082	YER053C	augustus_masked-NODE_10_length_413368_cov_23.0473_ID_19-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-NODE_10_length_413368_cov_23.0473_ID_19-processed-gene-1.52&CDS=1-1014, augustus_masked-NODE_10_length_413368_cov_23.0473_ID_19-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-NODE_10_length_413368_cov_23.0473_ID_19-processed-gene-1.85&CDS=1-987, augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-6.128-mRNA-1_1&gene=augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-6.128&CDS=1-1038
83	OG0000083	YER056C, YER060W, YER060W-A	augustus_masked-NODE_25_length_185076_cov_28.1523_ID_49-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_25_length_185076_cov_28.1523_ID_49-processed-gene-0.97&CDS=1-1563
84	OG0000084	YER099C, YHL011C	augustus_masked-NODE_13_length_396458_cov_24.2092_ID_25-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-NODE_13_length_396458_cov_24.2092_ID_25-processed-gene-2.38&CDS=1-966, augustus_masked-NODE_6_length_470546_cov_23.8238_ID_11-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-NODE_6_length_470546_cov_23.8238_ID_11-processed-gene-1.74&CDS=1-960
