	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034978_Cyberlindnera_mrakii
26	OG0000026	YBR298C, YDL247W, YGR289C, YJR160C	genemark-NODE_21_length_195718_cov_12.8148_ID_41-processed-gene-0.143-mRNA-1_1&gene=genemark-NODE_21_length_195718_cov_12.8148_ID_41-processed-gene-0.143&CDS=1-1713
27	OG0000027	YCL024W, YDR507C, YKL101W	genemark-NODE_16_length_257578_cov_11.8083_ID_31-processed-gene-1.224-mRNA-1_1&gene=genemark-NODE_16_length_257578_cov_11.8083_ID_31-processed-gene-1.224&CDS=1-3111, genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-2.54-mRNA-1_1&gene=genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-2.54&CDS=1-3438
28	OG0000028	YDL078C, YKL085W	genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-6.115-mRNA-1_1&gene=genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-6.115&CDS=1-1002, genemark-NODE_56_length_31794_cov_14.8995_ID_111-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_56_length_31794_cov_14.8995_ID_111-processed-gene-0.30&CDS=1-1029, genemark-NODE_7_length_458531_cov_11.9306_ID_13-processed-gene-3.102-mRNA-1_1&gene=genemark-NODE_7_length_458531_cov_11.9306_ID_13-processed-gene-3.102&CDS=1-1005
29	OG0000029	YDL174C	genemark-NODE_11_length_300050_cov_11.9646_ID_21-processed-gene-2.54-mRNA-1_1&gene=genemark-NODE_11_length_300050_cov_11.9646_ID_21-processed-gene-2.54&CDS=1-1656, genemark-NODE_26_length_168686_cov_11.8876_ID_51-processed-gene-0.146-mRNA-1_1&gene=genemark-NODE_26_length_168686_cov_11.8876_ID_51-processed-gene-0.146&CDS=1-1632, genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-4.66-mRNA-1_1&gene=genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-4.66&CDS=1-1665, genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-3.199-mRNA-1_1&gene=genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-3.199&CDS=1-1677
30	OG0000030	YDL244W, YFL058W, YJR156C, YNL332W	genemark-NODE_39_length_91775_cov_11.9371_ID_77-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_39_length_91775_cov_11.9371_ID_77-processed-gene-0.64&CDS=1-1023
31	OG0000031	YDR038C, YDR039C, YDR040C	genemark-NODE_32_length_123785_cov_11.5377_ID_63-processed-gene-0.79-mRNA-1_1&gene=genemark-NODE_32_length_123785_cov_11.5377_ID_63-processed-gene-0.79&CDS=1-3162, genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-4.144-mRNA-1_1&gene=genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-4.144&CDS=1-3174
32	OG0000032	YDR134C, YLR110C	augustus_masked-NODE_217_length_945_cov_20.7609_ID_433-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_217_length_945_cov_20.7609_ID_433-processed-gene-0.2&CDS=1-945, genemark-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-4.43-mRNA-1_1&gene=genemark-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-4.43&CDS=1-405, snap_masked-NODE_122_length_2621_cov_50.1192_ID_243-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_122_length_2621_cov_50.1192_ID_243-processed-gene-0.1&CDS=1-453
33	OG0000033	YER056C, YER060W, YER060W-A	genemark-NODE_186_length_1271_cov_23.3722_ID_371-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_186_length_1271_cov_23.3722_ID_371-processed-gene-0.1&CDS=1-1140, genemark-NODE_49_length_59562_cov_13.1968_ID_97-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_49_length_59562_cov_13.1968_ID_97-processed-gene-0.18&CDS=1-1539
34	OG0000034	YER175C, YHR209W	genemark-NODE_16_length_257578_cov_11.8083_ID_31-processed-gene-0.87-mRNA-1_1&gene=genemark-NODE_16_length_257578_cov_11.8083_ID_31-processed-gene-0.87&CDS=1-828, genemark-NODE_17_length_236667_cov_11.7538_ID_33-processed-gene-0.161-mRNA-1_1&gene=genemark-NODE_17_length_236667_cov_11.7538_ID_33-processed-gene-0.161&CDS=1-843, genemark-NODE_31_length_126043_cov_12.0497_ID_61-processed-gene-0.81-mRNA-1_1&gene=genemark-NODE_31_length_126043_cov_12.0497_ID_61-processed-gene-0.81&CDS=1-840
35	OG0000035	YFR040W, YGL229C, YKR028W	genemark-NODE_17_length_236667_cov_11.7538_ID_33-processed-gene-1.61-mRNA-1_1&gene=genemark-NODE_17_length_236667_cov_11.7538_ID_33-processed-gene-1.61&CDS=1-2679, genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-3.271-mRNA-1_1&gene=genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-3.271&CDS=1-2310
36	OG0000036	YLR155C, YLR157C, YLR158C, YLR160C	genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-5.62-mRNA-1_1&gene=genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-5.62&CDS=1-1086
37	OG0000037	YML111W, YMR275C	genemark-NODE_31_length_126043_cov_12.0497_ID_61-processed-gene-0.128-mRNA-1_1&gene=genemark-NODE_31_length_126043_cov_12.0497_ID_61-processed-gene-0.128&CDS=1-2247, genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-2.5-mRNA-1_1&gene=genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-2.5&CDS=1-2241, genemark-NODE_71_length_19760_cov_15.5455_ID_141-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_71_length_19760_cov_15.5455_ID_141-processed-gene-0.10&CDS=1-2241
38	OG0000038	YMR008C, YNL012W, YOL011W	genemark-NODE_10_length_330540_cov_12.3262_ID_19-processed-gene-1.32-mRNA-1_1&gene=genemark-NODE_10_length_330540_cov_12.3262_ID_19-processed-gene-1.32&CDS=1-3357, genemark-NODE_18_length_219433_cov_11.7399_ID_35-processed-gene-1.205-mRNA-1_1&gene=genemark-NODE_18_length_219433_cov_11.7399_ID_35-processed-gene-1.205&CDS=1-1947
39	OG0000039	YNL283C, YOL105C, YOR008C	genemark-NODE_41_length_82407_cov_12.2291_ID_81-processed-gene-0.95-mRNA-1_1&gene=genemark-NODE_41_length_82407_cov_12.2291_ID_81-processed-gene-0.95&CDS=1-1104, snap_masked-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-2.49-mRNA-1_1&gene=snap_masked-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-2.49&CDS=1-945
40	OG0000040	YOL152W	genemark-NODE_42_length_82362_cov_14.4549_ID_83-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_42_length_82362_cov_14.4549_ID_83-processed-gene-0.30&CDS=1-1773, genemark-NODE_46_length_66918_cov_13.401_ID_91-processed-gene-0.99-mRNA-1_1&gene=genemark-NODE_46_length_66918_cov_13.401_ID_91-processed-gene-0.99&CDS=1-477, genemark-NODE_89_length_7863_cov_13.6059_ID_177-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_89_length_7863_cov_13.6059_ID_177-processed-gene-0.7&CDS=1-1719, snap_masked-NODE_24_length_182395_cov_12.0428_ID_47-processed-gene-0.132-mRNA-1_1&gene=snap_masked-NODE_24_length_182395_cov_12.0428_ID_47-processed-gene-0.132&CDS=1-741
41	OG0000041	YOR380W	augustus_masked-NODE_49_length_59562_cov_13.1968_ID_97-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_49_length_59562_cov_13.1968_ID_97-processed-gene-0.4&CDS=1-606, genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-0.60-mRNA-1_1&gene=genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-0.60&CDS=1-642, genemark-NODE_35_length_108243_cov_13.851_ID_69-processed-gene-0.129-mRNA-1_1&gene=genemark-NODE_35_length_108243_cov_13.851_ID_69-processed-gene-0.129&CDS=1-960, maker-NODE_6_length_464862_cov_11.3774_ID_11-snap-gene-2.66-mRNA-1_1&gene=maker-NODE_6_length_464862_cov_11.3774_ID_11-snap-gene-2.66&CDS=1-1989
42	OG0000042	YAL054C, YLR153C	genemark-NODE_25_length_169497_cov_12.2903_ID_49-processed-gene-0.154-mRNA-1_1&gene=genemark-NODE_25_length_169497_cov_12.2903_ID_49-processed-gene-0.154&CDS=1-2049, genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-3.3-mRNA-1_1&gene=genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-3.3&CDS=1-2019
43	OG0000043	YAL060W, YAL061W	genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-5.69-mRNA-1_1&gene=genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-5.69&CDS=1-1185, genemark-NODE_32_length_123785_cov_11.5377_ID_63-processed-gene-0.69-mRNA-1_1&gene=genemark-NODE_32_length_123785_cov_11.5377_ID_63-processed-gene-0.69&CDS=1-1143
44	OG0000044	YBL002W, YDR224C	genemark-NODE_23_length_188232_cov_11.929_ID_45-processed-gene-0.196-mRNA-1_1&gene=genemark-NODE_23_length_188232_cov_11.929_ID_45-processed-gene-0.196&CDS=1-396, genemark-NODE_9_length_336998_cov_12.2226_ID_17-processed-gene-2.107-mRNA-1_1&gene=genemark-NODE_9_length_336998_cov_12.2226_ID_17-processed-gene-2.107&CDS=1-396
45	OG0000045	YBL003C, YDR225W	genemark-NODE_23_length_188232_cov_11.929_ID_45-processed-gene-0.238-mRNA-1_1&gene=genemark-NODE_23_length_188232_cov_11.929_ID_45-processed-gene-0.238&CDS=1-393, genemark-NODE_9_length_336998_cov_12.2226_ID_17-processed-gene-2.139-mRNA-1_1&gene=genemark-NODE_9_length_336998_cov_12.2226_ID_17-processed-gene-2.139&CDS=1-393
46	OG0000046	YBL016W, YGR040W	genemark-NODE_13_length_280725_cov_12.346_ID_25-processed-gene-1.68-mRNA-1_1&gene=genemark-NODE_13_length_280725_cov_12.346_ID_25-processed-gene-1.68&CDS=1-1065, genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-0.60-mRNA-1_1&gene=genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-0.60&CDS=1-1056
47	OG0000047	YBL030C, YBR085W	genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-0.59-mRNA-1_1&gene=genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-0.59&CDS=1-912, genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-3.20-mRNA-1_1&gene=genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-3.20&CDS=1-900
48	OG0000048	YBL042C, YBR021W, YIR028W	maker-NODE_36_length_101228_cov_12.2831_ID_71-snap-gene-0.140-mRNA-1_1&gene=maker-NODE_36_length_101228_cov_12.2831_ID_71-snap-gene-0.140&CDS=1-3459
49	OG0000049	YBL054W	genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-6.166-mRNA-1_1&gene=genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-6.166&CDS=1-393, genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-1.53-mRNA-1_1&gene=genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-1.53&CDS=1-984, snap_masked-NODE_10_length_330540_cov_12.3262_ID_19-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NODE_10_length_330540_cov_12.3262_ID_19-processed-gene-0.83&CDS=1-378
50	OG0000050	YBL063W, YEL061C	genemark-NODE_23_length_188232_cov_11.929_ID_45-processed-gene-0.216-mRNA-1_1&gene=genemark-NODE_23_length_188232_cov_11.929_ID_45-processed-gene-0.216&CDS=1-2772, genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-2.79-mRNA-1_1&gene=genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-2.79&CDS=1-3174
51	OG0000051	YBR009C, YNL030W	genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-0.64&CDS=1-309, genemark-NODE_45_length_68881_cov_11.9744_ID_89-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_45_length_68881_cov_11.9744_ID_89-processed-gene-0.76&CDS=1-309
52	OG0000052	YBR010W, YNL031C	genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-0.89-mRNA-1_1&gene=genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-0.89&CDS=1-408, genemark-NODE_45_length_68881_cov_11.9744_ID_89-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_45_length_68881_cov_11.9744_ID_89-processed-gene-0.58&CDS=1-408
53	OG0000053	YBR015C	genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-3.115-mRNA-1_1&gene=genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-3.115&CDS=1-1650, genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-6.136-mRNA-1_1&gene=genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-6.136&CDS=1-1866, snap_masked-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-0.81&CDS=1-1767
54	OG0000054	YBR019C, YHR210C, YNR071C	genemark-NODE_27_length_152177_cov_11.8685_ID_53-processed-gene-0.116-mRNA-1_1&gene=genemark-NODE_27_length_152177_cov_11.8685_ID_53-processed-gene-0.116&CDS=1-993
55	OG0000055	YBR025C, YHL014C	genemark-NODE_12_length_292987_cov_12.0567_ID_23-processed-gene-1.148-mRNA-1_1&gene=genemark-NODE_12_length_292987_cov_12.0567_ID_23-processed-gene-1.148&CDS=1-1182, genemark-NODE_34_length_113772_cov_12.6474_ID_67-processed-gene-0.122-mRNA-1_1&gene=genemark-NODE_34_length_113772_cov_12.6474_ID_67-processed-gene-0.122&CDS=1-1203
56	OG0000056	YBR104W, YPR058W	augustus_masked-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-5.112-mRNA-1_1&gene=augustus_masked-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-5.112&CDS=1-891, augustus_masked-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-5.113-mRNA-1_1&gene=augustus_masked-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-5.113&CDS=1-915
57	OG0000057	YBR130C	genemark-NODE_52_length_38500_cov_15.7626_ID_103-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_52_length_38500_cov_15.7626_ID_103-processed-gene-0.19&CDS=1-1302, snap_masked-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-2.37-mRNA-1_1&gene=snap_masked-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-2.37&CDS=1-453, snap_masked-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-2.38-mRNA-1_1&gene=snap_masked-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-2.38&CDS=1-225
58	OG0000058	YBR139W, YMR297W	genemark-NODE_20_length_196215_cov_11.9671_ID_39-processed-gene-0.166-mRNA-1_1&gene=genemark-NODE_20_length_196215_cov_11.9671_ID_39-processed-gene-0.166&CDS=1-1572, maker-NODE_24_length_182395_cov_12.0428_ID_47-augustus-gene-0.253-mRNA-1_1&gene=maker-NODE_24_length_182395_cov_12.0428_ID_47-augustus-gene-0.253&CDS=1-1938
59	OG0000059	YBR181C, YPL090C	genemark-NODE_46_length_66918_cov_13.401_ID_91-processed-gene-0.109-mRNA-1_1&gene=genemark-NODE_46_length_66918_cov_13.401_ID_91-processed-gene-0.109&CDS=1-708, snap_masked-NODE_14_length_273612_cov_12.1734_ID_27-processed-gene-1.277-mRNA-1_1&gene=snap_masked-NODE_14_length_273612_cov_12.1734_ID_27-processed-gene-1.277&CDS=1-789
60	OG0000060	YBR245C, YOR304W	genemark-NODE_17_length_236667_cov_11.7538_ID_33-processed-gene-1.5-mRNA-1_1&gene=genemark-NODE_17_length_236667_cov_11.7538_ID_33-processed-gene-1.5&CDS=1-3057, genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-6.29-mRNA-1_1&gene=genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-6.29&CDS=1-3069
61	OG0000061	YBR293W, YIL166C	augustus_masked-NODE_21_length_195718_cov_12.8148_ID_41-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_21_length_195718_cov_12.8148_ID_41-processed-gene-0.13&CDS=1-3264, genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-7.227-mRNA-1_1&gene=genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-7.227&CDS=1-1671
62	OG0000062	YCL037C, YDR515W	genemark-NODE_43_length_69127_cov_12.3237_ID_85-processed-gene-0.44-mRNA-1_1&gene=genemark-NODE_43_length_69127_cov_12.3237_ID_85-processed-gene-0.44&CDS=1-1575, genemark-NODE_69_length_20603_cov_11.3785_ID_137-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_69_length_20603_cov_11.3785_ID_137-processed-gene-0.22&CDS=1-1386
63	OG0000063	YCR037C, YNR013C	genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-3.59-mRNA-1_1&gene=genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-3.59&CDS=1-2535, genemark-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-0.81-mRNA-1_1&gene=genemark-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-0.81&CDS=1-2433
64	OG0000064	YCR102C, YLR460C, YNL134C	genemark-NODE_32_length_123785_cov_11.5377_ID_63-processed-gene-0.92-mRNA-1_1&gene=genemark-NODE_32_length_123785_cov_11.5377_ID_63-processed-gene-0.92&CDS=1-1101
65	OG0000065	YDL025C, YOR267C	genemark-NODE_33_length_117799_cov_11.4822_ID_65-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_33_length_117799_cov_11.4822_ID_65-processed-gene-0.62&CDS=1-1545, genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-6.108-mRNA-1_1&gene=genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-6.108&CDS=1-1524
66	OG0000066	YDL035C	augustus_masked-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-1.117&CDS=1-1326, snap_masked-NODE_15_length_266027_cov_11.9535_ID_29-processed-gene-1.98-mRNA-1_1&gene=snap_masked-NODE_15_length_266027_cov_11.9535_ID_29-processed-gene-1.98&CDS=1-1302, snap_masked-NODE_38_length_93158_cov_11.7657_ID_75-processed-gene-0.122-mRNA-1_1&gene=snap_masked-NODE_38_length_93158_cov_11.7657_ID_75-processed-gene-0.122&CDS=1-960
67	OG0000067	YDL066W, YLR174W	genemark-NODE_19_length_218239_cov_12.78_ID_37-processed-gene-1.127-mRNA-1_1&gene=genemark-NODE_19_length_218239_cov_12.78_ID_37-processed-gene-1.127&CDS=1-1233, genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-5.76-mRNA-1_1&gene=genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-5.76&CDS=1-1326
68	OG0000068	YDL082W, YMR142C	genemark-NODE_11_length_300050_cov_11.9646_ID_21-processed-gene-0.71-mRNA-1_1&gene=genemark-NODE_11_length_300050_cov_11.9646_ID_21-processed-gene-0.71&CDS=1-597, snap_masked-NODE_10_length_330540_cov_12.3262_ID_19-processed-gene-0.53-mRNA-1_1&gene=snap_masked-NODE_10_length_330540_cov_12.3262_ID_19-processed-gene-0.53&CDS=1-597
69	OG0000069	YDL113C, YDR425W	genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-2.45-mRNA-1_1&gene=genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-2.45&CDS=1-1587, genemark-NODE_9_length_336998_cov_12.2226_ID_17-processed-gene-1.7-mRNA-1_1&gene=genemark-NODE_9_length_336998_cov_12.2226_ID_17-processed-gene-1.7&CDS=1-1602
70	OG0000070	YDL114W, YLR426W	genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-4.142-mRNA-1_1&gene=genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-4.142&CDS=1-954, genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-3.208-mRNA-1_1&gene=genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-3.208&CDS=1-912
71	OG0000071	YDL138W	genemark-NODE_119_length_2670_cov_26.2499_ID_237-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_119_length_2670_cov_26.2499_ID_237-processed-gene-0.0&CDS=1-1614, genemark-NODE_120_length_2666_cov_27.4672_ID_239-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_120_length_2666_cov_27.4672_ID_239-processed-gene-0.1&CDS=1-1539, genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-5.79-mRNA-1_1&gene=genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-5.79&CDS=1-2043
72	OG0000072	YDL216C, YFR004W	genemark-NODE_29_length_131293_cov_12.3032_ID_57-processed-gene-0.94-mRNA-1_1&gene=genemark-NODE_29_length_131293_cov_12.3032_ID_57-processed-gene-0.94&CDS=1-930, genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-3.71-mRNA-1_1&gene=genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-3.71&CDS=1-1491
73	OG0000073	YDR043C, YGR067C	genemark-NODE_15_length_266027_cov_11.9535_ID_29-processed-gene-1.27-mRNA-1_1&gene=genemark-NODE_15_length_266027_cov_11.9535_ID_29-processed-gene-1.27&CDS=1-561, genemark-NODE_41_length_82407_cov_12.2291_ID_81-processed-gene-0.85-mRNA-1_1&gene=genemark-NODE_41_length_82407_cov_12.2291_ID_81-processed-gene-0.85&CDS=1-2106
74	OG0000074	YDR135C, YLL015W	genemark-NODE_25_length_169497_cov_12.2903_ID_49-processed-gene-0.138-mRNA-1_1&gene=genemark-NODE_25_length_169497_cov_12.2903_ID_49-processed-gene-0.138&CDS=1-4209, genemark-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-4.44-mRNA-1_1&gene=genemark-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-4.44&CDS=1-4524
75	OG0000075	YDR144C, YLR120C, YLR121C	genemark-NODE_15_length_266027_cov_11.9535_ID_29-processed-gene-1.48-mRNA-1_1&gene=genemark-NODE_15_length_266027_cov_11.9535_ID_29-processed-gene-1.48&CDS=1-1740
76	OG0000076	YDR216W, YML081W	genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-2.18-mRNA-1_1&gene=genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-2.18&CDS=1-3270, genemark-NODE_23_length_188232_cov_11.929_ID_45-processed-gene-0.229-mRNA-1_1&gene=genemark-NODE_23_length_188232_cov_11.929_ID_45-processed-gene-0.229&CDS=1-2958
77	OG0000077	YDR295C, YPR179C	genemark-NODE_24_length_182395_cov_12.0428_ID_47-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_24_length_182395_cov_12.0428_ID_47-processed-gene-0.19&CDS=1-1713, snap_masked-NODE_32_length_123785_cov_11.5377_ID_63-processed-gene-0.114-mRNA-1_1&gene=snap_masked-NODE_32_length_123785_cov_11.5377_ID_63-processed-gene-0.114&CDS=1-1464
78	OG0000078	YDR313C, YGL023C	genemark-NODE_14_length_273612_cov_12.1734_ID_27-processed-gene-0.94-mRNA-1_1&gene=genemark-NODE_14_length_273612_cov_12.1734_ID_27-processed-gene-0.94&CDS=1-1410, snap_masked-NODE_45_length_68881_cov_11.9744_ID_89-processed-gene-0.109-mRNA-1_1&gene=snap_masked-NODE_45_length_68881_cov_11.9744_ID_89-processed-gene-0.109&CDS=1-1029
79	OG0000079	YDR378C, YPR182W	genemark-NODE_74_length_13975_cov_11.2737_ID_147-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_74_length_13975_cov_11.2737_ID_147-processed-gene-0.5&CDS=1-240, snap_masked-NODE_11_length_300050_cov_11.9646_ID_21-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_11_length_300050_cov_11.9646_ID_21-processed-gene-0.14&CDS=1-237
80	OG0000080	YDR463W, YHR006W	genemark-NODE_16_length_257578_cov_11.8083_ID_31-processed-gene-1.249-mRNA-1_1&gene=genemark-NODE_16_length_257578_cov_11.8083_ID_31-processed-gene-1.249&CDS=1-816, genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-4.83-mRNA-1_1&gene=genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-4.83&CDS=1-1173
81	OG0000081	YDR471W, YHR010W	genemark-NODE_20_length_196215_cov_11.9671_ID_39-processed-gene-0.159-mRNA-1_1&gene=genemark-NODE_20_length_196215_cov_11.9671_ID_39-processed-gene-0.159&CDS=1-408, genemark-NODE_7_length_458531_cov_11.9306_ID_13-processed-gene-3.122-mRNA-1_1&gene=genemark-NODE_7_length_458531_cov_11.9306_ID_13-processed-gene-3.122&CDS=1-408
82	OG0000082	YEL066W, YPR193C	genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-0.139-mRNA-1_1&gene=genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-0.139&CDS=1-456, genemark-NODE_57_length_31197_cov_12.7885_ID_113-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_57_length_31197_cov_12.7885_ID_113-processed-gene-0.11&CDS=1-456
83	OG0000083	YER015W	genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-2.64-mRNA-1_1&gene=genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-2.64&CDS=1-2055, genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-3.267-mRNA-1_1&gene=genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-3.267&CDS=1-2073, genemark-NODE_9_length_336998_cov_12.2226_ID_17-processed-gene-1.32-mRNA-1_1&gene=genemark-NODE_9_length_336998_cov_12.2226_ID_17-processed-gene-1.32&CDS=1-2136
