	OrthologID	Fusarium_graminearum	Saccharomyces_cerevisiae
1989	OG0001989	XP_011323961.1	YPR041W
1990	OG0001990	XP_011323965.1	YPR016C
1991	OG0001991	XP_011323966.1	YIL064W
1992	OG0001992	XP_011323967.1	YAL016W
1993	OG0001993	XP_011323968.1	YLR060W
1994	OG0001994	XP_011323969.1	YJR110W
1995	OG0001995	XP_011323970.1	YNL178W
1996	OG0001996	XP_011323974.1	YFR051C
1997	OG0001997	XP_011323976.1	YGR163W
1998	OG0001998	XP_011323980.1	YJR098C
1999	OG0001999	XP_011323982.1	YPL184C
2000	OG0002000	XP_011323991.1	YDL164C
2001	OG0002001	XP_011323992.1	YER178W
2002	OG0002002	XP_011323994.1	YOR079C
2003	OG0002003	XP_011323998.1	YOL078W
2004	OG0002004	XP_011324004.1	YLR002C
2005	OG0002005	XP_011324005.1	YHR088W
2006	OG0002006	XP_011324008.1	YLR148W
2007	OG0002007	XP_011324022.1	YLL026W
2008	OG0002008	XP_011324025.1	YNL316C
2009	OG0002009	XP_011324027.1	YLR362W
2010	OG0002010	XP_011324033.1	YPL178W
2011	OG0002011	XP_011324034.1	YKL138C
2012	OG0002012	XP_011324035.1	YBR254C
2013	OG0002013	XP_011324037.1	YBL084C
2014	OG0002014	XP_011324038.1	YHL015W
2015	OG0002015	XP_011324043.1	YER159C
2016	OG0002016	XP_011324045.1	YOR089C
2017	OG0002017	XP_011324046.1	YNL308C
2018	OG0002018	XP_011324049.1	YGR098C
2019	OG0002019	XP_011324054.1	YGR194C
2020	OG0002020	XP_011324056.1	YDR280W
2021	OG0002021	XP_011324057.1	YPL051W
2022	OG0002022	XP_011324058.1	YDR456W
2023	OG0002023	XP_011324059.1	YDR359C
2024	OG0002024	XP_011324063.1	YOR330C
2025	OG0002025	XP_011324065.1	YJL039C
2026	OG0002026	XP_011324066.1	YBL088C
2027	OG0002027	XP_011324069.1	YML061C
2028	OG0002028	XP_011324070.1	YEL015W
2029	OG0002029	XP_011324071.1	YNL294C
2030	OG0002030	XP_011324078.1	YDL126C
2031	OG0002031	XP_011324079.1	YKL110C
2032	OG0002032	XP_011324081.1	YPL199C
2033	OG0002033	XP_011324085.1	YLR215C
2034	OG0002034	XP_011324086.1	YDR482C
2035	OG0002035	XP_011324089.1	YKL211C
2036	OG0002036	XP_011324090.1	YML103C
2037	OG0002037	XP_011324091.1	YEL020W-A
2038	OG0002038	XP_011324093.1	YGL142C
2039	OG0002039	XP_011324096.1	YGL180W
2040	OG0002040	XP_011324100.1	YNL248C
2041	OG0002041	XP_011324106.1	YDL153C
2042	OG0002042	XP_011324108.1	YJL168C
2043	OG0002043	XP_011324109.1	YIL096C
2044	OG0002044	XP_011324112.1	YPR180W
2045	OG0002045	XP_011324116.1	YNR052C
2046	OG0002046	XP_011324118.1	YJR060W
2047	OG0002047	XP_011324119.1	YDR124W
2048	OG0002048	XP_011324123.1	YDR135C
2049	OG0002049	XP_011324125.1	YKL033W
2050	OG0002050	XP_011324128.1	YDR196C
2051	OG0002051	XP_011324131.1	YNR017W
2052	OG0002052	XP_011324133.1	YGL067W
2053	OG0002053	XP_011324138.1	YKL021C
2054	OG0002054	XP_011324139.1	YNL020C
2055	OG0002055	XP_011324147.1	YLL031C
2056	OG0002056	XP_011324154.1	YFR016C
2057	OG0002057	XP_011324155.1	YNL329C
2058	OG0002058	XP_011324157.1	YNL315C
2059	OG0002059	XP_011324159.1	YML055W
2060	OG0002060	XP_011324160.1	YKL207W
2061	OG0002061	XP_011324161.1	YKL144C
2062	OG0002062	XP_011324165.1	YDR382W
2063	OG0002063	XP_011324167.1	YOR002W
2064	OG0002064	XP_011324170.1	YLL041C
2065	OG0002065	XP_011324171.1	YHR076W
2066	OG0002066	XP_011324175.1	YER043C
2067	OG0002067	XP_011324176.1	YNL274C
2068	OG0002068	XP_011324177.1	YFL046W
2069	OG0002069	XP_011324181.1	YGL206C
2070	OG0002070	XP_011324183.1	YHR028C
2071	OG0002071	XP_011324190.1	YPR010C
2072	OG0002072	XP_011324194.1	YJL001W
2073	OG0002073	XP_011324195.1	YPR037C
2074	OG0002074	XP_011324199.1	YFR025C
2075	OG0002075	XP_011324200.1	YPL116W
2076	OG0002076	XP_011324205.1	YJL020C
2077	OG0002077	XP_011324212.1	YKR026C
2078	OG0002078	XP_011324223.1	YNL139C
2079	OG0002079	XP_011324224.1	YNL277W
2080	OG0002080	XP_011324234.1	YGR203W
2081	OG0002081	XP_011324238.1	YDR448W
2082	OG0002082	XP_011324239.1	YBR018C
2083	OG0002083	XP_011324240.1	YER044C
2084	OG0002084	XP_011324241.1	YBR159W
2085	OG0002085	XP_011324259.1	YDR365C
2086	OG0002086	XP_011324260.1	YJL033W
2087	OG0002087	XP_011324263.1	YBR019C
2088	OG0002088	XP_011324264.1	YBR046C
2089	OG0002089	XP_011324274.1	YCR072C
2090	OG0002090	XP_011324276.1	YFL003C
2091	OG0002091	XP_011324291.1	YCR053W
2092	OG0002092	XP_011324307.1	YHR181W
2093	OG0002093	XP_011324308.1	YCR047C
2094	OG0002094	XP_011324315.1	YNL037C
2095	OG0002095	XP_011324317.1	YDR330W
2096	OG0002096	XP_011324318.1	YHL030W
2097	OG0002097	XP_011324334.1	YDR334W
2098	OG0002098	XP_011324352.1	YPL150W
2099	OG0002099	XP_011324363.1	YDR266C
2100	OG0002100	XP_011324364.1	YHR079C
2101	OG0002101	XP_011324366.1	YOR361C
2102	OG0002102	XP_011324367.1	YIL142W
2103	OG0002103	XP_011324444.1	YBR196C
2104	OG0002104	XP_011324445.1	YGL137W
2105	OG0002105	XP_011324455.1	YGR267C
2106	OG0002106	XP_011324456.1	YJR119C
2107	OG0002107	XP_011324458.1	YDL030W
2108	OG0002108	XP_011324464.1	YER154W
2109	OG0002109	XP_011324465.1	YOL026C
2110	OG0002110	XP_011324466.1	YBL058W
2111	OG0002111	XP_011324467.1	YML121W
2112	OG0002112	XP_011324473.1	YNL181W
2113	OG0002113	XP_011324494.1	YDR472W
2114	OG0002114	XP_011324496.1	YNL231C
2115	OG0002115	XP_011324500.1	YOR014W
2116	OG0002116	XP_011324501.1	YBR123C
2117	OG0002117	XP_011324503.1	YNL326C
2118	OG0002118	XP_011324505.1	YPL268W
2119	OG0002119	XP_011324508.1	YOL098C
2120	OG0002120	XP_011324509.1	YJR117W
2121	OG0002121	XP_011324511.1	YDR430C
2122	OG0002122	XP_011324512.1	YKL184W
2123	OG0002123	XP_011324513.1	YBR114W
2124	OG0002124	XP_011324518.1	YGR171C
2125	OG0002125	XP_011324520.1	YKL019W
2126	OG0002126	XP_011324521.1	YMR208W
2127	OG0002127	XP_011324525.1	YLR325C
2128	OG0002128	XP_011324542.1	YDR116C
2129	OG0002129	XP_011324559.1	YPL239W
2130	OG0002130	XP_011324560.1	YHL022C
2131	OG0002131	XP_011324561.1	YHR072W
2132	OG0002132	XP_011324563.1	YOR057W
2133	OG0002133	XP_011324565.1	YLR105C
2134	OG0002134	XP_011324567.1	YDR454C
2135	OG0002135	XP_011324569.1	YBR137W
2136	OG0002136	XP_011324575.1	YNL247W
2137	OG0002137	XP_011324576.1	YJL125C
2138	OG0002138	XP_011324578.1	YLR147C
2139	OG0002139	XP_011324585.1	YKL067W
2140	OG0002140	XP_011324586.1	YBR229C
2141	OG0002141	XP_011324593.1	YDR320C
2142	OG0002142	XP_011324600.1	YJL014W
2143	OG0002143	XP_011324602.1	YDR051C
2144	OG0002144	XP_011324609.1	YIR029W
2145	OG0002145	XP_011324610.1	YPR089W
2146	OG0002146	XP_011324621.1	YLR005W
2147	OG0002147	XP_011324625.1	YDL120W
2148	OG0002148	XP_011324626.1	YJL024C
2149	OG0002149	XP_011324628.1	YPL160W
2150	OG0002150	XP_011324630.1	YBL071W-A
2151	OG0002151	XP_011324635.1	YLR422W
2152	OG0002152	XP_011324638.1	YJR123W
2153	OG0002153	XP_011324640.1	YBR085W
2154	OG0002154	XP_011324646.1	YNL290W
2155	OG0002155	XP_011324649.1	YDR390C
2156	OG0002156	XP_011324652.1	YGL213C
2157	OG0002157	XP_011324653.1	YCR002C
2158	OG0002158	XP_011324659.1	YMR286W
2159	OG0002159	XP_011324660.1	YPR023C
2160	OG0002160	XP_011324661.1	YBR115C
2161	OG0002161	XP_011324664.1	YDR145W
2162	OG0002162	XP_011324665.1	YER021W
2163	OG0002163	XP_011324668.1	Q0130
2164	OG0002164	XP_011324669.1	YOR001W
2165	OG0002165	XP_011324671.1	YBR126C
2166	OG0002166	XP_011324672.1	YNL212W
2167	OG0002167	XP_011324679.1	YGR216C
2168	OG0002168	XP_011324687.1	YNL262W
2169	OG0002169	XP_011324689.1	YGL110C
2170	OG0002170	XP_011324692.1	YCR017C
2171	OG0002171	XP_011324693.1	YDR449C
2172	OG0002172	XP_011324694.1	YPL016W
2173	OG0002173	XP_011324695.1	YCR071C
2174	OG0002174	XP_011324697.1	YNL172W
2175	OG0002175	XP_011324698.1	YDR080W
2176	OG0002176	XP_011324701.1	YBL080C
2177	OG0002177	XP_011324703.1	YPR061C
2178	OG0002178	XP_011324709.1	YOR124C
2179	OG0002179	XP_011324713.1	YHR099W
2180	OG0002180	XP_011324716.1	YKL022C
2181	OG0002181	XP_011324717.1	YOR202W
2182	OG0002182	XP_011324718.1	YMR062C
2183	OG0002183	XP_011324720.1	YGR083C
2184	OG0002184	XP_011324724.1	YHR058C
2185	OG0002185	XP_011324725.1	YMR128W
2186	OG0002186	XP_011324727.1	YLR433C
2187	OG0002187	XP_011324731.1	YDL122W
2188	OG0002188	XP_011324735.1	YDR470C
2189	OG0002189	XP_011324736.1	YPL252C
2190	OG0002190	XP_011324737.1	YPR143W
2191	OG0002191	XP_011324740.1	YAL032C
2192	OG0002192	XP_011324744.1	YDL217C
2193	OG0002193	XP_011324746.1	YHR100C
2194	OG0002194	XP_011324747.1	YBR060C
2195	OG0002195	XP_011324748.1	YMR013C
2196	OG0002196	XP_011324753.1	YOR388C
2197	OG0002197	XP_011324767.1	YPR018W
2198	OG0002198	XP_011324769.1	YIL047C
2199	OG0002199	XP_011324776.1	YLR205C
2200	OG0002200	XP_011324778.1	YNL191W
2201	OG0002201	XP_011324783.1	YHR009C
2202	OG0002202	XP_011324787.1	YJR045C
2203	OG0002203	XP_011324791.1	YHR172W
2204	OG0002204	XP_011324792.1	YGR253C
2205	OG0002205	XP_011324795.1	YDR083W
2206	OG0002206	XP_011324796.1	YER143W
2207	OG0002207	XP_011324800.1	YPL093W
2208	OG0002208	XP_011324801.1	YER136W
2209	OG0002209	XP_011324802.1	YLR439W
2210	OG0002210	XP_011324809.1	YMR033W
2211	OG0002211	XP_011324811.1	YBR223C
2212	OG0002212	XP_011324815.1	YPL094C
2213	OG0002213	XP_011324816.1	YDR308C
2214	OG0002214	XP_011324820.1	YLL032C
2215	OG0002215	XP_011324822.1	YBL022C
2216	OG0002216	XP_011324825.1	YGL055W
2217	OG0002217	XP_011324832.1	YBL034C
2218	OG0002218	XP_011324840.1	YJL100W
2219	OG0002219	XP_011324842.1	YOR215C
2220	OG0002220	XP_011324846.1	YCL059C
2221	OG0002221	XP_011324847.1	YNL185C
2222	OG0002222	XP_011324850.1	YNL183C
2223	OG0002223	XP_011324851.1	YOR020C
2224	OG0002224	XP_011324856.1	YNL201C
2225	OG0002225	XP_011324859.1	YPL227C
2226	OG0002226	XP_011324860.1	YGR175C
2227	OG0002227	XP_011324865.1	YJR007W
2228	OG0002228	XP_011324866.1	YMR035W
2229	OG0002229	XP_011324867.1	YMR166C
2230	OG0002230	XP_011324869.1	YDR405W
2231	OG0002231	XP_011324871.1	YHR002W
2232	OG0002232	XP_011324872.1	YLR418C
2233	OG0002233	XP_011324877.1	YPR162C
2234	OG0002234	XP_011324887.1	YDR407C
2235	OG0002235	XP_011324888.1	YDL124W
2236	OG0002236	XP_011324890.1	YJR053W
2237	OG0002237	XP_011324891.1	YNL061W
2238	OG0002238	XP_011324893.1	YLL050C
2239	OG0002239	XP_011324894.1	YLR259C
2240	OG0002240	XP_011324903.1	YGR048W
2241	OG0002241	XP_011324910.1	YPL235W
2242	OG0002242	XP_011324915.1	YDL195W
2243	OG0002243	XP_011324918.1	YLR038C
2244	OG0002244	XP_011324922.1	YJR036C
2245	OG0002245	XP_011324923.1	YKL167C
2246	OG0002246	XP_011324927.1	YBL050W
2247	OG0002247	XP_011324929.1	YOR308C
2248	OG0002248	XP_011324931.1	YJL088W
2249	OG0002249	XP_011324932.1	YCL009C
2250	OG0002250	XP_011324940.1	YOR063W
2251	OG0002251	XP_011324941.1	YBR112C
2252	OG0002252	XP_011324942.1	YLR058C
2253	OG0002253	XP_011324943.1	YBR081C
2254	OG0002254	XP_011324944.1	YJR112W-A
2255	OG0002255	XP_011324946.1	YGR078C
2256	OG0002256	XP_011324949.1	YDL230W
2257	OG0002257	XP_011324950.1	YLR077W
2258	OG0002258	XP_011324960.1	YJL111W
2259	OG0002259	XP_011324961.1	YJL127C
2260	OG0002260	XP_011324962.1	YHL004W
2261	OG0002261	XP_011324967.1	YDR188W
2262	OG0002262	XP_011324968.1	YOL022C
2263	OG0002263	XP_011324972.1	YGL220W
2264	OG0002264	XP_011324973.1	YGL221C
2265	OG0002265	XP_011324976.1	YPR189W
2266	OG0002266	XP_011324980.1	YIR007W
2267	OG0002267	XP_011324987.1	YOL090W
2268	OG0002268	XP_011324995.1	YOL093W
2269	OG0002269	XP_011324996.1	YIR008C
2270	OG0002270	XP_011324997.1	YGR090W
2271	OG0002271	XP_011325002.1	YKL082C
2272	OG0002272	XP_011325003.1	YDR372C
2273	OG0002273	XP_011325005.1	YOL023W
2274	OG0002274	XP_011325006.1	YOR006C
2275	OG0002275	XP_011325008.1	YBR215W
2276	OG0002276	XP_011325009.1	YDR527W
2277	OG0002277	XP_011325011.1	YGR054W
2278	OG0002278	XP_011325019.1	YDR211W
2279	OG0002279	XP_011325021.1	YHR206W
2280	OG0002280	XP_011325023.1	YMR129W
2281	OG0002281	XP_011325031.1	YIL108W
2282	OG0002282	XP_011325032.1	YER026C
2283	OG0002283	XP_011325034.1	YHR089C
2284	OG0002284	XP_011325036.1	YDL146W
2285	OG0002285	XP_011325037.1	YNR008W
2286	OG0002286	XP_011325038.1	YPR051W
2287	OG0002287	XP_011325040.1	YBR246W
2288	OG0002288	XP_011325041.1	YDR335W
2289	OG0002289	XP_011325046.1	YIL109C
2290	OG0002290	XP_011325047.1	YBL016W
2291	OG0002291	XP_011325048.1	YPL196W
2292	OG0002292	XP_011325049.1	YOR278W
2293	OG0002293	XP_011325050.1	YNL059C
2294	OG0002294	XP_011325051.1	YDR320C-A
2295	OG0002295	XP_011325053.1	YMR292W
2296	OG0002296	XP_011325054.1	YOR122C
2297	OG0002297	XP_011325056.1	YKL196C
2298	OG0002298	XP_011325057.1	YGR271W
2299	OG0002299	XP_011325067.1	YDR229W
2300	OG0002300	XP_011325068.1	YLR118C
2301	OG0002301	XP_011325070.1	YOR281C
2302	OG0002302	XP_011325074.1	YMR293C
2303	OG0002303	XP_011325077.1	YJL003W
2304	OG0002304	XP_011325079.1	YJL143W
2305	OG0002305	XP_011325081.1	YFL007W
2306	OG0002306	XP_011325088.1	YKR092C
2307	OG0002307	XP_011325090.1	YDR336W
2308	OG0002308	XP_011325405.1	YPL111W
2309	OG0002309	XP_011325408.1	YPR173C
2310	OG0002310	XP_011325409.1	YLR200W
2311	OG0002311	XP_011325425.1	YDR234W
2312	OG0002312	XP_011325430.1	YLR086W
2313	OG0002313	XP_011325433.1	YLR167W
2314	OG0002314	XP_011325435.1	YLR197W
2315	OG0002315	XP_011325440.1	YOL075C
2316	OG0002316	XP_011325441.1	YIR027C
2317	OG0002317	XP_011325442.1	YBR003W
2318	OG0002318	XP_011325451.1	YMR068W
2319	OG0002319	XP_011325453.1	YIR034C
2320	OG0002320	XP_011325466.1	YBR208C
2321	OG0002321	XP_011325469.1	YMR301C
2322	OG0002322	XP_011325472.1	YOR310C
2323	OG0002323	XP_011325473.1	YLR447C
2324	OG0002324	XP_011325474.1	YDR337W
2325	OG0002325	XP_011325476.1	YAL024C
2326	OG0002326	XP_011325477.1	YBR080C
2327	OG0002327	XP_011325483.1	YOR311C
2328	OG0002328	XP_011325484.1	YFL002C
2329	OG0002329	XP_011325486.1	YGR218W
2330	OG0002330	XP_011325487.1	YFL030W
2331	OG0002331	XP_011325499.1	YLL027W
2332	OG0002332	XP_011325500.1	YDL200C
2333	OG0002333	XP_011325501.1	YGR244C
2334	OG0002334	XP_011325503.1	YMR077C
2335	OG0002335	XP_011325507.1	YDL111C
2336	OG0002336	XP_011325508.1	YGL017W
2337	OG0002337	XP_011325511.1	YOR163W
2338	OG0002338	XP_011325512.1	YJL124C
2339	OG0002339	XP_011325513.1	YGR053C
2340	OG0002340	XP_011325518.1	YPR135W
2341	OG0002341	XP_011325521.1	YOR140W
2342	OG0002342	XP_011325525.1	YOR036W
2343	OG0002343	XP_011325527.1	YPR056W
2344	OG0002344	XP_011325528.1	YOR035C
2345	OG0002345	XP_011325529.1	YKR056W
2346	OG0002346	XP_011325531.1	YNL048W
2347	OG0002347	XP_011325533.1	YJR065C
2348	OG0002348	XP_011325535.1	YNL259C
2349	OG0002349	XP_011325540.1	YDR333C
2350	OG0002350	XP_011325541.1	YPR129W
2351	OG0002351	XP_011325542.1	YMR197C
2352	OG0002352	XP_011325546.1	YPL132W
2353	OG0002353	XP_011325552.1	YOL061W
2354	OG0002354	XP_011325554.1	YJL011C
2355	OG0002355	XP_011325556.1	YFL001W
2356	OG0002356	XP_011325562.1	YKL041W
2357	OG0002357	XP_011325563.1	YKL117W
2358	OG0002358	XP_011325564.1	YDR381W
2359	OG0002359	XP_011325566.1	YOR091W
2360	OG0002360	XP_011325570.1	YER091C
2361	OG0002361	XP_011325573.1	YNL153C
2362	OG0002362	XP_011325576.1	YKL073W
2363	OG0002363	XP_011325580.1	YGL240W
2364	OG0002364	XP_011325600.1	YPL127C
2365	OG0002365	XP_011325601.1	YHR098C
2366	OG0002366	XP_011325603.1	YCR024C
2367	OG0002367	XP_011325607.1	YLR115W
2368	OG0002368	XP_011325608.1	YJL004C
2369	OG0002369	XP_011325609.1	YMR244C-A
2370	OG0002370	XP_011325610.1	YDR208W
2371	OG0002371	XP_011325611.1	YDL160C
2372	OG0002372	XP_011325613.1	YKL113C
2373	OG0002373	XP_011325620.1	YPL154C
2374	OG0002374	XP_011325622.1	YDR282C
2375	OG0002375	XP_011325623.1	YMR079W
2376	OG0002376	XP_011325634.1	YDR394W
2377	OG0002377	XP_011325649.1	YBR133C
2378	OG0002378	XP_011325664.1	YMR193W
2379	OG0002379	XP_011325665.1	YGL026C
2380	OG0002380	XP_011325666.1	YNL279W
2381	OG0002381	XP_011325668.1	YBL078C
2382	OG0002382	XP_011325669.1	YDR044W
2383	OG0002383	XP_011325671.1	YOR261C
2384	OG0002384	XP_011325672.1	YDR226W
2385	OG0002385	XP_011325677.1	YNR041C
2386	OG0002386	XP_011325680.1	YJL031C
2387	OG0002387	XP_011325687.1	YDR490C
2388	OG0002388	XP_011325689.1	YKL189W
2389	OG0002389	XP_011325690.1	YBL076C
2390	OG0002390	XP_011325693.1	YJR033C
2391	OG0002391	XP_011325694.1	YGL114W
2392	OG0002392	XP_011325696.1	YDL058W
2393	OG0002393	XP_011325697.1	YOR048C
2394	OG0002394	XP_011326105.1	YFR006W
2395	OG0002395	XP_011326111.1	YOR119C
2396	OG0002396	XP_011326119.1	YOR161C
2397	OG0002397	XP_011326120.1	YLR423C
2398	OG0002398	XP_011326135.1	YER090W
2399	OG0002399	XP_011326138.1	YBR286W
2400	OG0002400	XP_011326141.1	YKL170W
2401	OG0002401	XP_011326142.1	YGL070C
2402	OG0002402	XP_011326143.1	YJR017C
2403	OG0002403	XP_011326154.1	YKL154W
2404	OG0002404	XP_011326155.1	YGR155W
2405	OG0002405	XP_011326178.1	YJR095W
2406	OG0002406	XP_011326179.1	YGR080W
2407	OG0002407	XP_011326186.1	YMR132C
2408	OG0002408	XP_011326192.1	YDR341C
2409	OG0002409	XP_011326193.1	YAL046C
2410	OG0002410	XP_011326195.1	YPR201W
2411	OG0002411	XP_011326196.1	YNR016C
2412	OG0002412	XP_011326198.1	YIL030C
2413	OG0002413	XP_011326201.1	YIL046W
2414	OG0002414	XP_011326202.1	YPL212C
2415	OG0002415	XP_011326215.1	YNL011C
2416	OG0002416	XP_011326232.1	YDR319C
2417	OG0002417	XP_011326248.1	YER016W
2418	OG0002418	XP_011326249.1	YLL008W
2419	OG0002419	XP_011326253.1	YNL094W
2420	OG0002420	XP_011326254.1	YOR093C
2421	OG0002421	XP_011326256.1	YGL248W
2422	OG0002422	XP_011326258.1	YKR079C
2423	OG0002423	XP_011326259.1	YOR271C
2424	OG0002424	XP_011326261.1	YLL019C
2425	OG0002425	XP_011326266.1	YDL052C
2426	OG0002426	XP_011326267.1	YKL047W
2427	OG0002427	XP_011326268.1	YOR254C
2428	OG0002428	XP_011326270.1	YPL218W
2429	OG0002429	XP_011326273.1	YDL004W
2430	OG0002430	XP_011326275.1	YBR053C
2431	OG0002431	XP_011326287.1	YKL205W
2432	OG0002432	XP_011326299.1	YLR150W
2433	OG0002433	XP_011326302.1	YOR141C
2434	OG0002434	XP_011326307.1	YCL018W
2435	OG0002435	XP_011326309.1	YPR168W
2436	OG0002436	XP_011326313.1	YJL068C
2437	OG0002437	XP_011326315.1	YPR187W
2438	OG0002438	XP_011326317.1	YKL175W
2439	OG0002439	XP_011326319.1	YJL208C
2440	OG0002440	XP_011326320.1	YNL317W
2441	OG0002441	XP_011326322.1	YDR410C
2442	OG0002442	XP_011326323.1	YPR153W
2443	OG0002443	XP_011326330.1	YCL057C-A
2444	OG0002444	XP_011326337.1	YDR050C
2445	OG0002445	XP_011326338.1	YPR100W
2446	OG0002446	XP_011326339.1	YIL061C
2447	OG0002447	XP_011326341.1	YKL009W
2448	OG0002448	XP_011326344.1	YJR112W
2449	OG0002449	XP_011326346.1	YGL178W
2450	OG0002450	XP_011326350.1	YHL027W
2451	OG0002451	XP_011326352.1	YDR169C
2452	OG0002452	XP_011326353.1	YLR234W
2453	OG0002453	XP_011326355.1	YDL236W
2454	OG0002454	XP_011326357.1	YPR098C
2455	OG0002455	XP_011326358.1	YMR106C
2456	OG0002456	XP_011326360.1	YLR008C
2457	OG0002457	XP_011326361.1	YLR009W
2458	OG0002458	XP_011326369.1	YDR168W
2459	OG0002459	XP_011326371.1	YBL001C
2460	OG0002460	XP_011326378.1	YAL022C
2461	OG0002461	XP_011326381.1	YNL107W
2462	OG0002462	XP_011326382.1	YLR290C
2463	OG0002463	XP_011326383.1	YGR129W
2464	OG0002464	XP_011326388.1	YAL026C
2465	OG0002465	XP_011326391.1	YPR094W
2466	OG0002466	XP_011326400.1	YPL082C
2467	OG0002467	XP_011326401.1	YJL074C
2468	OG0002468	XP_011326402.1	YNL252C
2469	OG0002469	XP_011326406.1	YDL001W
2470	OG0002470	XP_011326408.1	YJL008C
2471	OG0002471	XP_011326409.1	YJL157C
2472	OG0002472	XP_011326416.1	YEL037C
2473	OG0002473	XP_011326417.1	YNL039W
2474	OG0002474	XP_011326418.1	YDL074C
2475	OG0002475	XP_011326426.1	YNL022C
2476	OG0002476	XP_011326427.1	YLR274W
2477	OG0002477	XP_011326428.1	YDR027C
2478	OG0002478	XP_011326431.1	YHR166C
2479	OG0002479	XP_011326434.1	YJL167W
2480	OG0002480	XP_011326439.1	YLR222C
2481	OG0002481	XP_011326440.1	YFR005C
2482	OG0002482	XP_011326442.1	YFR001W
2483	OG0002483	XP_011326443.1	YMR210W
2484	OG0002484	XP_011326447.1	YDL167C
2485	OG0002485	XP_011326450.1	YEL056W
2486	OG0002486	XP_011326451.1	YGL173C
2487	OG0002487	XP_011326452.1	YLR066W
2488	OG0002488	XP_011326453.1	YIL031W
2489	OG0002489	XP_011326454.1	YPR137W
2490	OG0002490	XP_011326455.1	YER012W
2491	OG0002491	XP_011326456.1	YOR204W
2492	OG0002492	XP_011326468.1	YNL273W
2493	OG0002493	XP_011326470.1	YMR089C
2494	OG0002494	XP_011326472.1	YOL005C
2495	OG0002495	XP_011326473.1	YER146W
2496	OG0002496	XP_011326475.1	YOR272W
2497	OG0002497	XP_011326476.1	YFR015C
2498	OG0002498	XP_011326477.1	YCL029C
2499	OG0002499	XP_011326479.1	YNL064C
2500	OG0002500	XP_011326480.1	YDR165W
2501	OG0002501	XP_011326481.1	YLR340W
2502	OG0002502	XP_011326485.1	YGL156W
2503	OG0002503	XP_011326486.1	YPL236C
2504	OG0002504	XP_011326487.1	YGL131C
2505	OG0002505	XP_011326492.1	YKR088C
2506	OG0002506	XP_011326493.1	YER051W
2507	OG0002507	XP_011326496.1	YER025W
2508	OG0002508	XP_011326498.1	YJL041W
2509	OG0002509	XP_011326501.1	YJR097W
2510	OG0002510	XP_011326502.1	YGR076C
2511	OG0002511	XP_011326503.1	YDR243C
2512	OG0002512	XP_011326504.1	YGR094W
2513	OG0002513	XP_011326511.1	YPL050C
2514	OG0002514	XP_011326514.1	YNL044W
2515	OG0002515	XP_011326520.1	YNR015W
2516	OG0002516	XP_011326521.1	YGR235C
2517	OG0002517	XP_011326522.1	YKL134C
2518	OG0002518	XP_011326524.1	YKL017C
2519	OG0002519	XP_011326527.1	YLR143W
2520	OG0002520	XP_011326528.1	YER130C
2521	OG0002521	XP_011326532.1	YOL006C
2522	OG0002522	XP_011326533.1	YBR039W
2523	OG0002523	XP_011326536.1	YLR396C
2524	OG0002524	XP_011326538.1	YOL016C
2525	OG0002525	XP_011326540.1	YPR033C
2526	OG0002526	XP_011326548.1	YPR103W
2527	OG0002527	XP_011326549.1	YDL104C
2528	OG0002528	XP_011326552.1	YDR245W
2529	OG0002529	XP_011326559.1	YLR022C
2530	OG0002530	XP_011326560.1	YMR297W
2531	OG0002531	XP_011326569.1	YJL207C
2532	OG0002532	XP_011326570.1	YGR021W
2533	OG0002533	XP_011326571.1	YDR079W
2534	OG0002534	XP_011326577.1	YLR389C
2535	OG0002535	XP_011326578.1	YJL197W
2536	OG0002536	XP_011326581.1	YOR360C
2537	OG0002537	XP_011326586.1	YDL144C
2538	OG0002538	XP_011326588.1	YJL189W
2539	OG0002539	XP_011326589.1	YDR328C
2540	OG0002540	XP_011326590.1	YOR149C
2541	OG0002541	XP_011326592.1	YMR259C
2542	OG0002542	XP_011326595.1	YBR143C
2543	OG0002543	XP_011326600.1	YJR105W
2544	OG0002544	XP_011326603.1	YCR063W
2545	OG0002545	XP_011326605.1	YNL113W
2546	OG0002546	XP_011326608.1	YCR008W
2547	OG0002547	XP_011326610.1	YGL179C
2548	OG0002548	XP_011326611.1	YML077W
2549	OG0002549	XP_011326612.1	YDR329C
2550	OG0002550	XP_011326614.1	YCR065W
2551	OG0002551	XP_011326616.1	YIR006C
2552	OG0002552	XP_011326621.1	YOL145C
2553	OG0002553	XP_011326624.1	YDL113C
2554	OG0002554	XP_011326625.1	YGL130W
2555	OG0002555	XP_011326627.1	YMR076C
2556	OG0002556	XP_011326628.1	YBR289W
2557	OG0002557	XP_011326634.1	YNL298W
2558	OG0002558	XP_011326635.1	YBR121C
2559	OG0002559	XP_011326637.1	YNR020C
2560	OG0002560	XP_011326638.1	YDR300C
2561	OG0002561	XP_011326639.1	YPL211W
2562	OG0002562	XP_011326640.1	YPR040W
2563	OG0002563	XP_011326642.1	YGL064C
2564	OG0002564	XP_011326650.1	YBL104C
2565	OG0002565	XP_011326651.1	YGR271C-A
2566	OG0002566	XP_011326653.1	YOL102C
2567	OG0002567	XP_011326657.1	YPL244C
2568	OG0002568	XP_011326664.1	YDL148C
2569	OG0002569	XP_011326670.1	YLR016C
2570	OG0002570	XP_011326674.1	YBL060W
