	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035031_Candida_kruisii
69	OG0000069	YKL128C	augustus_masked-flattened_line_12-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.67&CDS=1-933, augustus_masked-flattened_line_87-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_87-processed-gene-0.78&CDS=1-909, genemark-flattened_line_6-processed-gene-1.42-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.42&CDS=1-990
70	OG0000070	YLL062C, YMR321C, YPL273W	augustus_masked-flattened_line_6-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.64&CDS=1-1017
71	OG0000071	YML068W	snap_masked-flattened_line_20-processed-gene-1.96-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.96&CDS=1-1404, snap_masked-flattened_line_54-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.27&CDS=1-1614, snap_masked-flattened_line_83-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_83-processed-gene-0.38&CDS=1-1449
72	OG0000072	YML131W	augustus_masked-flattened_line_1-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-0.89&CDS=1-1071, augustus_masked-flattened_line_22-processed-gene-1.213-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.213&CDS=1-1077, augustus_masked-flattened_line_8-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.42&CDS=1-1077
73	OG0000073	YMR006C, YMR008C, YOL011W	augustus_masked-flattened_line_60-processed-gene-0.195-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.195&CDS=1-1881
74	OG0000074	YNL125C	augustus_masked-flattened_line_74-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.103&CDS=1-1767, genemark-flattened_line_3-processed-gene-1.80-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-1.80&CDS=1-1764, genemark-flattened_line_3-processed-gene-3.138-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-3.138&CDS=1-1764
75	OG0000075	YNL283C, YOL105C	augustus_masked-flattened_line_12-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.77&CDS=1-984, augustus_masked-flattened_line_48-processed-gene-0.163-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.163&CDS=1-1230
76	OG0000076	YOL055C, YPL258C, YPR121W	augustus_masked-flattened_line_1-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-1.122&CDS=1-1686
77	OG0000077	YOR231W, YPL140C	augustus_masked-flattened_line_16-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.88&CDS=1-1392, augustus_masked-flattened_line_16-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.38&CDS=1-1392
78	OG0000078	YOR234C, YPL143W	augustus_masked-flattened_line_16-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.84&CDS=1-321, augustus_masked-flattened_line_16-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.42&CDS=1-321
79	OG0000079	YOR237W, YPL145C	augustus_masked-flattened_line_16-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.85&CDS=1-1269, augustus_masked-flattened_line_16-processed-gene-2.41-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.41&CDS=1-1269
80	OG0000080	Q0045, Q0065, Q0070	maker-flattened_line_123-snap-gene-0.2-mRNA-1_1&gene=maker-flattened_line_123-snap-gene-0.2&CDS=1-747
81	OG0000081	YAL003W	maker-flattened_line_16-augustus-gene-0.86-mRNA-1_1&gene=maker-flattened_line_16-augustus-gene-0.86&CDS=1-627, maker-flattened_line_16-augustus-gene-2.248-mRNA-1_1&gene=maker-flattened_line_16-augustus-gene-2.248&CDS=1-627
82	OG0000082	YAL009W	maker-flattened_line_16-augustus-gene-1.54-mRNA-1_1&gene=maker-flattened_line_16-augustus-gene-1.54&CDS=1-2679, maker-flattened_line_16-augustus-gene-2.250-mRNA-1_1&gene=maker-flattened_line_16-augustus-gene-2.250&CDS=1-2679
83	OG0000083	YAL015C, YOL043C	augustus_masked-flattened_line_6-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.92&CDS=1-1128
84	OG0000084	YAL017W, YOL045W	augustus_masked-flattened_line_12-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.83&CDS=1-5946
85	OG0000085	YAL034C, YOR338W	augustus_masked-flattened_line_85-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_85-processed-gene-0.33&CDS=1-936
86	OG0000086	YAL056W, YOR371C	snap_masked-flattened_line_44-processed-gene-0.43-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.43&CDS=1-2808
87	OG0000087	YAR002C-A, YGL002W	augustus_masked-flattened_line_38-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-1.66&CDS=1-687
88	OG0000088	YAR002W	augustus_masked-flattened_line_16-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.55&CDS=1-1500, augustus_masked-flattened_line_16-processed-gene-2.48-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.48&CDS=1-1500
89	OG0000089	YAR015W	augustus_masked-flattened_line_19-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-1.106&CDS=1-909, augustus_masked-flattened_line_19-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-1.135&CDS=1-909
90	OG0000090	YAR018C	augustus_masked-flattened_line_19-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-1.111&CDS=1-1587, augustus_masked-flattened_line_19-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-1.130&CDS=1-1587
91	OG0000091	YAR042W, YDL019C	augustus_masked-flattened_line_12-processed-gene-3.110-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.110&CDS=1-8532
92	OG0000092	YBL002W, YDR224C	augustus_masked-flattened_line_6-processed-gene-3.113-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.113&CDS=1-390
93	OG0000093	YBL003C, YDR225W	augustus_masked-flattened_line_66-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.50&CDS=1-393
94	OG0000094	YBL011W	augustus_masked-flattened_line_16-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.30&CDS=1-2340, augustus_masked-flattened_line_16-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.89&CDS=1-2340
95	OG0000095	YBL020W	augustus_masked-flattened_line_0-processed-gene-3.20-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.20&CDS=1-1683, augustus_masked-flattened_line_0-processed-gene-4.88-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.88&CDS=1-1683
96	OG0000096	YBL021C	augustus_masked-flattened_line_0-processed-gene-3.41-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.41&CDS=1-948, augustus_masked-flattened_line_0-processed-gene-4.64-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.64&CDS=1-948
97	OG0000097	YBL022C	snap_masked-flattened_line_0-processed-gene-3.144-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.144&CDS=1-3711, snap_masked-flattened_line_0-processed-gene-4.121-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.121&CDS=1-3711
98	OG0000098	YBL024W	augustus_masked-flattened_line_0-processed-gene-3.40-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.40&CDS=1-2043, augustus_masked-flattened_line_0-processed-gene-4.65-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.65&CDS=1-2043
99	OG0000099	YBL026W	snap_masked-flattened_line_0-processed-gene-3.146-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.146&CDS=1-288, snap_masked-flattened_line_0-processed-gene-4.119-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.119&CDS=1-288
100	OG0000100	YBL027W, YBR084C-A	augustus_masked-flattened_line_127-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_127-processed-gene-0.7&CDS=1-606
101	OG0000101	YBL056W, YER089C	augustus_masked-flattened_line_42-processed-gene-0.218-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.218&CDS=1-1437
102	OG0000102	YBL068W, YER099C	maker-flattened_line_30-snap-gene-1.78-mRNA-1_1&gene=maker-flattened_line_30-snap-gene-1.78&CDS=1-2388
103	OG0000103	YBL071W-A	augustus_masked-flattened_line_16-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.75&CDS=1-216, genemark-flattened_line_16-processed-gene-2.141-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.141&CDS=1-246
104	OG0000104	YBL085W, YER114C	maker-flattened_line_42-augustus-gene-0.84-mRNA-1_1&gene=maker-flattened_line_42-augustus-gene-0.84&CDS=1-5067
105	OG0000105	YBL087C, YER117W	augustus_masked-flattened_line_48-processed-gene-0.162-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.162&CDS=1-411
106	OG0000106	YBL089W, YER119C	augustus_masked-flattened_line_48-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.139&CDS=1-1410
107	OG0000107	YBL098W	maker-flattened_line_0-augustus-gene-2.3-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-2.3&CDS=1-2481, maker-flattened_line_0-augustus-gene-5.162-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-5.162&CDS=1-2481
108	OG0000108	YBL107C	augustus_masked-flattened_line_0-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.55&CDS=1-600, augustus_masked-flattened_line_0-processed-gene-6.131-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.131&CDS=1-600
109	OG0000109	YBR005W, YDR003W	augustus_masked-flattened_line_60-processed-gene-0.167-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.167&CDS=1-768
110	OG0000110	YBR014C, YDL010W	augustus_masked-flattened_line_8-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.106&CDS=1-633
111	OG0000111	YBR016W, YDL012C	augustus_masked-flattened_line_74-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.101&CDS=1-366
112	OG0000112	YBR020W, YDR009W	augustus_masked-flattened_line_10-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.67&CDS=1-1563
113	OG0000113	YBR021W, YIR028W	snap_masked-flattened_line_1-processed-gene-4.133-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-4.133&CDS=1-1782
114	OG0000114	YBR026C	augustus_masked-flattened_line_0-processed-gene-5.15-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.15&CDS=1-1155, genemark-flattened_line_0-processed-gene-2.168-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.168&CDS=1-1155
115	OG0000115	YBR031W, YDR012W	augustus_masked-flattened_line_20-processed-gene-1.146-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.146&CDS=1-1089
116	OG0000116	YBR033W, YKL038W	augustus_masked-flattened_line_30-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.82&CDS=1-2643
117	OG0000117	YBR035C	augustus_masked-flattened_line_0-processed-gene-3.7-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.7&CDS=1-708, genemark-flattened_line_0-processed-gene-4.48-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.48&CDS=1-708
118	OG0000118	YBR048W, YDR025W	augustus_masked-flattened_line_8-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.125&CDS=1-465
119	OG0000119	YBR049C, YDR026C	maker-flattened_line_64-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_64-augustus-gene-0.0&CDS=1-4827
120	OG0000120	YBR053C	augustus_masked-flattened_line_3-processed-gene-2.127-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-2.127&CDS=1-978, augustus_masked-flattened_line_3-processed-gene-2.152-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-2.152&CDS=1-978
121	OG0000121	YBR078W, YDR055W	augustus_masked-flattened_line_54-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.137&CDS=1-1242
122	OG0000122	YBR096W	augustus_masked-flattened_line_0-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.102&CDS=1-714, augustus_masked-flattened_line_0-processed-gene-6.117-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.117&CDS=1-714
123	OG0000123	YBR104W, YPR058W	augustus_masked-flattened_line_6-processed-gene-3.144-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.144&CDS=1-885
124	OG0000124	YBR105C, YGR066C	augustus_masked-flattened_line_12-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.87&CDS=1-960
125	OG0000125	YBR118W, YPR080W	augustus_masked-flattened_line_6-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.81&CDS=1-1374
126	OG0000126	YBR139W	augustus_masked-flattened_line_14-processed-gene-2.54-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.54&CDS=1-1641, augustus_masked-flattened_line_4-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.111&CDS=1-1638
127	OG0000127	YBR140C, YOL081W	genemark-flattened_line_22-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.39&CDS=1-9240
128	OG0000128	YBR147W, YOL092W	augustus_masked-flattened_line_12-processed-gene-3.64-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.64&CDS=1-3408
129	OG0000129	YBR149W	genemark-flattened_line_60-processed-gene-0.116-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.116&CDS=1-969, snap_masked-flattened_line_32-processed-gene-1.21-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.21&CDS=1-981
130	OG0000130	YBR161W, YPL057C	augustus_masked-flattened_line_36-processed-gene-1.215-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.215&CDS=1-1272
131	OG0000131	YBR164C	augustus_masked-flattened_line_3-processed-gene-1.153-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-1.153&CDS=1-555, augustus_masked-flattened_line_3-processed-gene-3.73-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-3.73&CDS=1-555
132	OG0000132	YBR166C	augustus_masked-flattened_line_3-processed-gene-1.131-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-1.131&CDS=1-1305, augustus_masked-flattened_line_3-processed-gene-3.91-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-3.91&CDS=1-1305
133	OG0000133	YBR169C, YPL106C	maker-flattened_line_14-augustus-gene-2.285-mRNA-1_1&gene=maker-flattened_line_14-augustus-gene-2.285&CDS=1-3828
134	OG0000134	YBR173C	maker-flattened_line_19-augustus-gene-0.1-mRNA-1_1&gene=maker-flattened_line_19-augustus-gene-0.1&CDS=1-444, maker-flattened_line_19-augustus-gene-2.170-mRNA-1_1&gene=maker-flattened_line_19-augustus-gene-2.170&CDS=1-444
135	OG0000135	YBR177C, YPL095C	genemark-flattened_line_64-processed-gene-0.105-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.105&CDS=1-1272
136	OG0000136	YBR179C	augustus_masked-flattened_line_3-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-0.29&CDS=1-2613, augustus_masked-flattened_line_3-processed-gene-4.32-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-4.32&CDS=1-2613
137	OG0000137	YBR181C, YPL090C	augustus_masked-flattened_line_30-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.104&CDS=1-708
138	OG0000138	YBR189W, YPL081W	maker-flattened_line_28-snap-gene-0.91-mRNA-1_1&gene=maker-flattened_line_28-snap-gene-0.91&CDS=1-999
139	OG0000139	YBR191W, YPL079W	snap_masked-flattened_line_17-processed-gene-1.146-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-1.146&CDS=1-480
140	OG0000140	YBR198C	augustus_masked-flattened_line_0-processed-gene-3.11-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.11&CDS=1-2316, augustus_masked-flattened_line_0-processed-gene-4.97-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.97&CDS=1-2316
141	OG0000141	YBR214W, YGL056C	augustus_masked-flattened_line_6-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.82&CDS=1-1503
142	OG0000142	YBR216C, YGL060W	augustus_masked-flattened_line_95-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_95-processed-gene-0.52&CDS=1-2010
143	OG0000143	YBR238C, YGL107C	augustus_masked-flattened_line_12-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.64&CDS=1-2643
144	OG0000144	YBR241C, YGL104C	maker-flattened_line_10-augustus-gene-3.53-mRNA-1_1&gene=maker-flattened_line_10-augustus-gene-3.53&CDS=1-2718
145	OG0000145	YBR242W, YGL101W	maker-flattened_line_10-augustus-gene-3.55-mRNA-1_1&gene=maker-flattened_line_10-augustus-gene-3.55&CDS=1-1230
146	OG0000146	YBR273C, YJL048C	augustus_masked-flattened_line_10-processed-gene-1.145-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.145&CDS=1-1506
147	OG0000147	YBR296C	augustus_masked-flattened_line_3-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-2.120&CDS=1-1770, augustus_masked-flattened_line_3-processed-gene-3.53-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-3.53&CDS=1-1770
148	OG0000148	YCL011C, YNL004W	maker-flattened_line_129-augustus-gene-0.34-mRNA-1_1&gene=maker-flattened_line_129-augustus-gene-0.34&CDS=1-1380
149	OG0000149	YCL024W, YDR507C	maker-flattened_line_8-augustus-gene-0.43-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-0.43&CDS=1-4203
150	OG0000150	YCL035C, YDR513W	augustus_masked-flattened_line_52-processed-gene-0.252-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.252&CDS=1-312
151	OG0000151	YCL037C, YDR515W	augustus_masked-flattened_line_70-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.139&CDS=1-1419
152	OG0000152	YCL038C	genemark-flattened_line_50-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.24&CDS=1-1614, maker-flattened_line_20-snap-gene-0.54-mRNA-1_1&gene=maker-flattened_line_20-snap-gene-0.54&CDS=1-3252
153	OG0000153	YCL040W, YDR516C	augustus_masked-flattened_line_34-processed-gene-1.248-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.248&CDS=1-2736
154	OG0000154	YCL050C, YDR530C	genemark-flattened_line_64-processed-gene-0.82-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.82&CDS=1-723
155	OG0000155	YCL055W	augustus_masked-flattened_line_82-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.36&CDS=1-1011, augustus_masked-flattened_line_82-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.7&CDS=1-1011
156	OG0000156	YCL064C, YIL167W	augustus_masked-flattened_line_1-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-3.72&CDS=1-1056
157	OG0000157	YCL068C, YCR038C	augustus_masked-flattened_line_28-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.44&CDS=1-4614
158	OG0000158	YCR002C	maker-flattened_line_0-augustus-gene-3.155-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-3.155&CDS=1-2136, maker-flattened_line_0-augustus-gene-4.164-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-4.164&CDS=1-2136
159	OG0000159	YCR003W	augustus_masked-flattened_line_0-processed-gene-3.31-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.31&CDS=1-567, augustus_masked-flattened_line_0-processed-gene-4.74-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.74&CDS=1-567
160	OG0000160	YCR005C, YNR001C	augustus_masked-flattened_line_42-processed-gene-0.196-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.196&CDS=1-6558
161	OG0000161	YCR010C, YNR002C	augustus_masked-flattened_line_22-processed-gene-1.259-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.259&CDS=1-789
162	OG0000162	YCR021C	augustus_masked-flattened_line_16-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.107&CDS=1-1023, augustus_masked-flattened_line_16-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.80&CDS=1-1023
163	OG0000163	YCR031C, YJL191W	snap_masked-flattened_line_24-processed-gene-0.81-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.81&CDS=1-408
