	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034946_Ambrosiozyma_oregonensis
22	OG0000022		augustus_masked-NODE_124_length_2052_cov_421.27_ID_247-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_124_length_2052_cov_421.27_ID_247-processed-gene-0.1&CDS=1-606, augustus_masked-NODE_137_length_1711_cov_473.102_ID_273-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_137_length_1711_cov_473.102_ID_273-processed-gene-0.0&CDS=1-213, augustus_masked-NODE_69_length_42789_cov_65.1956_ID_137-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_69_length_42789_cov_65.1956_ID_137-processed-gene-0.37&CDS=1-657, augustus_masked-NODE_796_length_338_cov_1235.03_ID_1591-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_796_length_338_cov_1235.03_ID_1591-processed-gene-0.1&CDS=1-333, snap_masked-NODE_250_length_839_cov_717.822_ID_499-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_250_length_839_cov_717.822_ID_499-processed-gene-0.2&CDS=1-183, snap_masked-NODE_472_length_428_cov_0.693811_ID_943-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_472_length_428_cov_0.693811_ID_943-processed-gene-0.1&CDS=1-345, snap_masked-NODE_83_length_16950_cov_134.886_ID_165-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_83_length_16950_cov_134.886_ID_165-processed-gene-0.23&CDS=1-237
23	OG0000023	YBL017C, YIL173W, YJL222W, YNR065C	augustus_masked-NODE_51_length_80923_cov_113.927_ID_101-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_51_length_80923_cov_113.927_ID_101-processed-gene-0.86&CDS=1-4629, maker-NODE_13_length_350314_cov_71.6933_ID_25-augustus-gene-0.35-mRNA-1_1&gene=maker-NODE_13_length_350314_cov_71.6933_ID_25-augustus-gene-0.35&CDS=1-4575
24	OG0000024	YBR298C, YDL247W, YGR289C, YJR160C	genemark-NODE_146_length_1523_cov_234.969_ID_291-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_146_length_1523_cov_234.969_ID_291-processed-gene-0.2&CDS=1-1503, snap_masked-NODE_63_length_50841_cov_125.583_ID_125-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_63_length_50841_cov_125.583_ID_125-processed-gene-0.32&CDS=1-1755
25	OG0000025	YDR034C	augustus_masked-NODE_7_length_498213_cov_70.1258_ID_13-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-NODE_7_length_498213_cov_70.1258_ID_13-processed-gene-2.107&CDS=1-3456, snap_masked-NODE_16_length_339954_cov_73.013_ID_31-processed-gene-2.126-mRNA-1_1&gene=snap_masked-NODE_16_length_339954_cov_73.013_ID_31-processed-gene-2.126&CDS=1-1029, snap_masked-NODE_18_length_291584_cov_90.0546_ID_35-processed-gene-1.41-mRNA-1_1&gene=snap_masked-NODE_18_length_291584_cov_90.0546_ID_35-processed-gene-1.41&CDS=1-1167, snap_masked-NODE_58_length_66415_cov_127.585_ID_115-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_58_length_66415_cov_127.585_ID_115-processed-gene-0.44&CDS=1-1122, snap_masked-NODE_88_length_13037_cov_71.0584_ID_175-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_88_length_13037_cov_71.0584_ID_175-processed-gene-0.3&CDS=1-1086
26	OG0000026	YLL062C, YMR321C, YPL273W	augustus_masked-NODE_33_length_156756_cov_89.183_ID_65-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_33_length_156756_cov_89.183_ID_65-processed-gene-0.41&CDS=1-999, snap_masked-NODE_33_length_156756_cov_89.183_ID_65-processed-gene-0.114-mRNA-1_1&gene=snap_masked-NODE_33_length_156756_cov_89.183_ID_65-processed-gene-0.114&CDS=1-1047, snap_masked-NODE_5_length_517853_cov_64.868_ID_9-processed-gene-1.29-mRNA-1_1&gene=snap_masked-NODE_5_length_517853_cov_64.868_ID_9-processed-gene-1.29&CDS=1-993
27	OG0000027	YMR168C	augustus_masked-NODE_19_length_283276_cov_66.6713_ID_37-processed-gene-1.180-mRNA-1_1&gene=augustus_masked-NODE_19_length_283276_cov_66.6713_ID_37-processed-gene-1.180&CDS=1-2103, snap_masked-NODE_14_length_343809_cov_90.6169_ID_27-processed-gene-2.187-mRNA-1_1&gene=snap_masked-NODE_14_length_343809_cov_90.6169_ID_27-processed-gene-2.187&CDS=1-2973, snap_masked-NODE_19_length_283276_cov_66.6713_ID_37-processed-gene-1.152-mRNA-1_1&gene=snap_masked-NODE_19_length_283276_cov_66.6713_ID_37-processed-gene-1.152&CDS=1-2124, snap_masked-NODE_27_length_200086_cov_97.5813_ID_53-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_27_length_200086_cov_97.5813_ID_53-processed-gene-0.13&CDS=1-2274, snap_masked-NODE_42_length_127492_cov_113.867_ID_83-processed-gene-0.90-mRNA-1_1&gene=snap_masked-NODE_42_length_127492_cov_113.867_ID_83-processed-gene-0.90&CDS=1-2166
28	OG0000028	YOR197W, YPL214C	augustus_masked-NODE_7_length_498213_cov_70.1258_ID_13-processed-gene-3.33-mRNA-1_1&gene=augustus_masked-NODE_7_length_498213_cov_70.1258_ID_13-processed-gene-3.33&CDS=1-2661, genemark-NODE_5_length_517853_cov_64.868_ID_9-processed-gene-2.67-mRNA-1_1&gene=genemark-NODE_5_length_517853_cov_64.868_ID_9-processed-gene-2.67&CDS=1-1542, maker-NODE_45_length_117565_cov_76.451_ID_89-snap-gene-0.52-mRNA-1_1&gene=maker-NODE_45_length_117565_cov_76.451_ID_89-snap-gene-0.52&CDS=1-2739, snap_masked-NODE_27_length_200086_cov_97.5813_ID_53-processed-gene-1.49-mRNA-1_1&gene=snap_masked-NODE_27_length_200086_cov_97.5813_ID_53-processed-gene-1.49&CDS=1-1200
29	OG0000029	YPL088W	maker-NODE_6_length_511637_cov_80.4519_ID_11-snap-gene-3.51-mRNA-1_1&gene=maker-NODE_6_length_511637_cov_80.4519_ID_11-snap-gene-3.51&CDS=1-1050, snap_masked-NODE_14_length_343809_cov_90.6169_ID_27-processed-gene-2.186-mRNA-1_1&gene=snap_masked-NODE_14_length_343809_cov_90.6169_ID_27-processed-gene-2.186&CDS=1-1053, snap_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-4.77-mRNA-1_1&gene=snap_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-4.77&CDS=1-1050, snap_masked-NODE_24_length_208480_cov_68.3436_ID_47-processed-gene-1.68-mRNA-1_1&gene=snap_masked-NODE_24_length_208480_cov_68.3436_ID_47-processed-gene-1.68&CDS=1-1053, snap_masked-NODE_8_length_454298_cov_69.0551_ID_15-processed-gene-0.61-mRNA-1_1&gene=snap_masked-NODE_8_length_454298_cov_69.0551_ID_15-processed-gene-0.61&CDS=1-1053
30	OG0000030	YBR009C, YNL030W	snap_masked-NODE_22_length_240944_cov_72.0822_ID_43-processed-gene-1.81-mRNA-1_1&gene=snap_masked-NODE_22_length_240944_cov_72.0822_ID_43-processed-gene-1.81&CDS=1-309, snap_masked-NODE_4_length_548857_cov_63.9947_ID_7-processed-gene-0.75-mRNA-1_1&gene=snap_masked-NODE_4_length_548857_cov_63.9947_ID_7-processed-gene-0.75&CDS=1-309, snap_masked-NODE_65_length_49542_cov_142.097_ID_129-processed-gene-0.87-mRNA-1_1&gene=snap_masked-NODE_65_length_49542_cov_142.097_ID_129-processed-gene-0.87&CDS=1-309
31	OG0000031	YBR089C-A, YDL002C, YPR052C	augustus_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-6.156-mRNA-1_1&gene=augustus_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-6.156&CDS=1-1350, snap_masked-NODE_40_length_129560_cov_68.7669_ID_79-processed-gene-0.40-mRNA-1_1&gene=snap_masked-NODE_40_length_129560_cov_68.7669_ID_79-processed-gene-0.40&CDS=1-270
32	OG0000032	YBR207W, YER145C	maker-NODE_1_length_719706_cov_69.2366_ID_1-snap-gene-2.0-mRNA-1_1&gene=maker-NODE_1_length_719706_cov_69.2366_ID_1-snap-gene-2.0&CDS=1-2277, snap_masked-NODE_21_length_254489_cov_70.2048_ID_41-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_21_length_254489_cov_70.2048_ID_41-processed-gene-0.71&CDS=1-1197, snap_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-3.4-mRNA-1_1&gene=snap_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-3.4&CDS=1-1293
33	OG0000033	YBR297W, YFL052W, YGR288W, YPR196W	snap_masked-NODE_87_length_13092_cov_99.772_ID_173-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_87_length_13092_cov_99.772_ID_173-processed-gene-0.6&CDS=1-1944
34	OG0000034	YCR037C, YJL198W, YNR013C	augustus_masked-NODE_34_length_152273_cov_66.6081_ID_67-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_34_length_152273_cov_66.6081_ID_67-processed-gene-0.35&CDS=1-2562, snap_masked-NODE_12_length_351220_cov_69.727_ID_23-processed-gene-2.53-mRNA-1_1&gene=snap_masked-NODE_12_length_351220_cov_69.727_ID_23-processed-gene-2.53&CDS=1-2592
35	OG0000035	YCR102C, YLR460C, YNL134C	snap_masked-NODE_10_length_393138_cov_68.3325_ID_19-processed-gene-1.29-mRNA-1_1&gene=snap_masked-NODE_10_length_393138_cov_68.3325_ID_19-processed-gene-1.29&CDS=1-1128, snap_masked-NODE_28_length_190912_cov_99.888_ID_55-processed-gene-0.151-mRNA-1_1&gene=snap_masked-NODE_28_length_190912_cov_99.888_ID_55-processed-gene-0.151&CDS=1-1134
36	OG0000036	YDL144C	genemark-NODE_16_length_339954_cov_73.013_ID_31-processed-gene-2.153-mRNA-1_1&gene=genemark-NODE_16_length_339954_cov_73.013_ID_31-processed-gene-2.153&CDS=1-1044, maker-NODE_27_length_200086_cov_97.5813_ID_53-snap-gene-1.141-mRNA-1_1&gene=maker-NODE_27_length_200086_cov_97.5813_ID_53-snap-gene-1.141&CDS=1-2004, snap_masked-NODE_29_length_182628_cov_72.764_ID_57-processed-gene-0.109-mRNA-1_1&gene=snap_masked-NODE_29_length_182628_cov_72.764_ID_57-processed-gene-0.109&CDS=1-1032, snap_masked-NODE_3_length_574203_cov_71.0128_ID_5-processed-gene-0.123-mRNA-1_1&gene=snap_masked-NODE_3_length_574203_cov_71.0128_ID_5-processed-gene-0.123&CDS=1-1032
37	OG0000037	YDL210W	maker-NODE_70_length_41523_cov_129.416_ID_139-snap-gene-0.37-mRNA-1_1&gene=maker-NODE_70_length_41523_cov_129.416_ID_139-snap-gene-0.37&CDS=1-1671, snap_masked-NODE_17_length_334567_cov_67.8042_ID_33-processed-gene-1.41-mRNA-1_1&gene=snap_masked-NODE_17_length_334567_cov_67.8042_ID_33-processed-gene-1.41&CDS=1-1692, snap_masked-NODE_20_length_254648_cov_70.6085_ID_39-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_20_length_254648_cov_70.6085_ID_39-processed-gene-0.14&CDS=1-1689, snap_masked-NODE_75_length_29884_cov_65.4261_ID_149-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_75_length_29884_cov_65.4261_ID_149-processed-gene-0.12&CDS=1-1758
38	OG0000038	YDR125C, YLR099C	snap_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-6.93-mRNA-1_1&gene=snap_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-6.93&CDS=1-1479, snap_masked-NODE_31_length_174477_cov_101.441_ID_61-processed-gene-0.89-mRNA-1_1&gene=snap_masked-NODE_31_length_174477_cov_101.441_ID_61-processed-gene-0.89&CDS=1-1344, snap_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-2.40-mRNA-1_1&gene=snap_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-2.40&CDS=1-1173
39	OG0000039	YDR415C, YFR025C	maker-NODE_14_length_343809_cov_90.6169_ID_27-snap-gene-2.2-mRNA-1_1&gene=maker-NODE_14_length_343809_cov_90.6169_ID_27-snap-gene-2.2&CDS=1-312, maker-NODE_91_length_9002_cov_73.5892_ID_181-augustus-gene-0.6-mRNA-1_1&gene=maker-NODE_91_length_9002_cov_73.5892_ID_181-augustus-gene-0.6&CDS=1-1926, snap_masked-NODE_14_length_343809_cov_90.6169_ID_27-processed-gene-1.51-mRNA-1_1&gene=snap_masked-NODE_14_length_343809_cov_90.6169_ID_27-processed-gene-1.51&CDS=1-1914
40	OG0000040	YER045C, YIL036W, YNL167C	snap_masked-NODE_14_length_343809_cov_90.6169_ID_27-processed-gene-2.210-mRNA-1_1&gene=snap_masked-NODE_14_length_343809_cov_90.6169_ID_27-processed-gene-2.210&CDS=1-1569, snap_masked-NODE_33_length_156756_cov_89.183_ID_65-processed-gene-0.107-mRNA-1_1&gene=snap_masked-NODE_33_length_156756_cov_89.183_ID_65-processed-gene-0.107&CDS=1-1716
41	OG0000041	YER056C, YER060W, YER060W-A	snap_masked-NODE_14_length_343809_cov_90.6169_ID_27-processed-gene-1.47-mRNA-1_1&gene=snap_masked-NODE_14_length_343809_cov_90.6169_ID_27-processed-gene-1.47&CDS=1-1539, snap_masked-NODE_4_length_548857_cov_63.9947_ID_7-processed-gene-1.110-mRNA-1_1&gene=snap_masked-NODE_4_length_548857_cov_63.9947_ID_7-processed-gene-1.110&CDS=1-1536
42	OG0000042	YFL041W, YMR058W	augustus_masked-NODE_12_length_351220_cov_69.727_ID_23-processed-gene-2.148-mRNA-1_1&gene=augustus_masked-NODE_12_length_351220_cov_69.727_ID_23-processed-gene-2.148&CDS=1-1941, maker-NODE_20_length_254648_cov_70.6085_ID_39-snap-gene-0.104-mRNA-1_1&gene=maker-NODE_20_length_254648_cov_70.6085_ID_39-snap-gene-0.104&CDS=1-3759, snap_masked-NODE_27_length_200086_cov_97.5813_ID_53-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_27_length_200086_cov_97.5813_ID_53-processed-gene-0.19&CDS=1-1923
43	OG0000043	YGL083W	maker-NODE_65_length_49542_cov_142.097_ID_129-snap-gene-0.27-mRNA-1_1&gene=maker-NODE_65_length_49542_cov_142.097_ID_129-snap-gene-0.27&CDS=1-1920, maker-NODE_8_length_454298_cov_69.0551_ID_15-snap-gene-3.146-mRNA-1_1&gene=maker-NODE_8_length_454298_cov_69.0551_ID_15-snap-gene-3.146&CDS=1-2316, snap_masked-NODE_32_length_163693_cov_61.6862_ID_63-processed-gene-0.120-mRNA-1_1&gene=snap_masked-NODE_32_length_163693_cov_61.6862_ID_63-processed-gene-0.120&CDS=1-4701, snap_masked-NODE_9_length_435884_cov_70.8235_ID_17-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_9_length_435884_cov_70.8235_ID_17-processed-gene-0.32&CDS=1-801
44	OG0000044	YGR087C, YLR044C, YLR134W	snap_masked-NODE_22_length_240944_cov_72.0822_ID_43-processed-gene-1.112-mRNA-1_1&gene=snap_masked-NODE_22_length_240944_cov_72.0822_ID_43-processed-gene-1.112&CDS=1-1725, snap_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-3.9-mRNA-1_1&gene=snap_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-3.9&CDS=1-1701
45	OG0000045	YGR201C, YKL081W, YPL048W	augustus_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-2.53&CDS=1-663, maker-NODE_2_length_577604_cov_68.7021_ID_3-snap-gene-2.102-mRNA-1_1&gene=maker-NODE_2_length_577604_cov_68.7021_ID_3-snap-gene-2.102&CDS=1-3306
46	OG0000046	YIL002C, YNL106C, YOR109W	augustus_masked-NODE_12_length_351220_cov_69.727_ID_23-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_12_length_351220_cov_69.727_ID_23-processed-gene-0.89&CDS=1-3339, snap_masked-NODE_65_length_49542_cov_142.097_ID_129-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NODE_65_length_49542_cov_142.097_ID_129-processed-gene-0.83&CDS=1-2907
47	OG0000047	YJR107W	augustus_masked-NODE_3_length_574203_cov_71.0128_ID_5-processed-gene-2.102-mRNA-1_1&gene=augustus_masked-NODE_3_length_574203_cov_71.0128_ID_5-processed-gene-2.102&CDS=1-2175, augustus_masked-NODE_45_length_117565_cov_76.451_ID_89-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_45_length_117565_cov_76.451_ID_89-processed-gene-0.5&CDS=1-1161, augustus_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-0.59&CDS=1-1014, augustus_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-0.60&CDS=1-1074
48	OG0000048	YKR093W	augustus_masked-NODE_11_length_356766_cov_67.6943_ID_21-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-NODE_11_length_356766_cov_67.6943_ID_21-processed-gene-1.122&CDS=1-936, snap_masked-NODE_14_length_343809_cov_90.6169_ID_27-processed-gene-1.48-mRNA-1_1&gene=snap_masked-NODE_14_length_343809_cov_90.6169_ID_27-processed-gene-1.48&CDS=1-1878, snap_masked-NODE_14_length_343809_cov_90.6169_ID_27-processed-gene-1.69-mRNA-1_1&gene=snap_masked-NODE_14_length_343809_cov_90.6169_ID_27-processed-gene-1.69&CDS=1-1839, snap_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-1.63-mRNA-1_1&gene=snap_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-1.63&CDS=1-1833
49	OG0000049	YLR144C, YNR067C	snap_masked-NODE_25_length_206780_cov_70.5737_ID_49-processed-gene-1.52-mRNA-1_1&gene=snap_masked-NODE_25_length_206780_cov_70.5737_ID_49-processed-gene-1.52&CDS=1-3321, snap_masked-NODE_30_length_175768_cov_73.1768_ID_59-processed-gene-0.132-mRNA-1_1&gene=snap_masked-NODE_30_length_175768_cov_73.1768_ID_59-processed-gene-0.132&CDS=1-2346, snap_masked-NODE_35_length_147298_cov_77.5425_ID_69-processed-gene-0.162-mRNA-1_1&gene=snap_masked-NODE_35_length_147298_cov_77.5425_ID_69-processed-gene-0.162&CDS=1-2991
50	OG0000050	YLR152C	augustus_masked-NODE_15_length_340512_cov_70.3414_ID_29-processed-gene-2.25-mRNA-1_1&gene=augustus_masked-NODE_15_length_340512_cov_70.3414_ID_29-processed-gene-2.25&CDS=1-3096, snap_masked-NODE_15_length_340512_cov_70.3414_ID_29-processed-gene-2.84-mRNA-1_1&gene=snap_masked-NODE_15_length_340512_cov_70.3414_ID_29-processed-gene-2.84&CDS=1-1545, snap_masked-NODE_28_length_190912_cov_99.888_ID_55-processed-gene-0.109-mRNA-1_1&gene=snap_masked-NODE_28_length_190912_cov_99.888_ID_55-processed-gene-0.109&CDS=1-1662, snap_masked-NODE_2_length_577604_cov_68.7021_ID_3-processed-gene-3.81-mRNA-1_1&gene=snap_masked-NODE_2_length_577604_cov_68.7021_ID_3-processed-gene-3.81&CDS=1-2463
51	OG0000051	YLR237W, YOR071C, YOR192C	maker-NODE_21_length_254489_cov_70.2048_ID_41-augustus-gene-1.139-mRNA-1_1&gene=maker-NODE_21_length_254489_cov_70.2048_ID_41-augustus-gene-1.139&CDS=1-2310, snap_masked-NODE_10_length_393138_cov_68.3325_ID_19-processed-gene-2.160-mRNA-1_1&gene=snap_masked-NODE_10_length_393138_cov_68.3325_ID_19-processed-gene-2.160&CDS=1-1644
52	OG0000052	YLR422W	augustus_masked-NODE_21_length_254489_cov_70.2048_ID_41-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_21_length_254489_cov_70.2048_ID_41-processed-gene-0.45&CDS=1-5769, maker-NODE_2_length_577604_cov_68.7021_ID_3-snap-gene-3.127-mRNA-1_1&gene=maker-NODE_2_length_577604_cov_68.7021_ID_3-snap-gene-3.127&CDS=1-17226, snap_masked-NODE_3_length_574203_cov_71.0128_ID_5-processed-gene-1.88-mRNA-1_1&gene=snap_masked-NODE_3_length_574203_cov_71.0128_ID_5-processed-gene-1.88&CDS=1-5796, snap_masked-NODE_61_length_52752_cov_72.8796_ID_121-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_61_length_52752_cov_72.8796_ID_121-processed-gene-0.0&CDS=1-5853
53	OG0000053	YMR169C, YMR170C	snap_masked-NODE_31_length_174477_cov_101.441_ID_61-processed-gene-0.117-mRNA-1_1&gene=snap_masked-NODE_31_length_174477_cov_101.441_ID_61-processed-gene-0.117&CDS=1-1509, snap_masked-NODE_5_length_517853_cov_64.868_ID_9-processed-gene-2.95-mRNA-1_1&gene=snap_masked-NODE_5_length_517853_cov_64.868_ID_9-processed-gene-2.95&CDS=1-1485, snap_masked-NODE_86_length_14405_cov_78.7475_ID_171-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NODE_86_length_14405_cov_78.7475_ID_171-processed-gene-0.21&CDS=1-1506
54	OG0000054	YMR234W	augustus_masked-NODE_33_length_156756_cov_89.183_ID_65-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_33_length_156756_cov_89.183_ID_65-processed-gene-0.67&CDS=1-1041, snap_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-2.121-mRNA-1_1&gene=snap_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-2.121&CDS=1-744, snap_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-2.122-mRNA-1_1&gene=snap_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-2.122&CDS=1-732, snap_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-2.123-mRNA-1_1&gene=snap_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-2.123&CDS=1-1854
55	OG0000055	YOR153W	maker-NODE_1_length_719706_cov_69.2366_ID_1-snap-gene-3.53-mRNA-1_1&gene=maker-NODE_1_length_719706_cov_69.2366_ID_1-snap-gene-3.53&CDS=1-4542, maker-NODE_98_length_4552_cov_74.5879_ID_195-augustus-gene-0.3-mRNA-1_1&gene=maker-NODE_98_length_4552_cov_74.5879_ID_195-augustus-gene-0.3&CDS=1-2196, snap_masked-NODE_10_length_393138_cov_68.3325_ID_19-processed-gene-1.10-mRNA-1_1&gene=snap_masked-NODE_10_length_393138_cov_68.3325_ID_19-processed-gene-1.10&CDS=1-4524, snap_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-2.29-mRNA-1_1&gene=snap_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-2.29&CDS=1-4497
56	OG0000056	YOR320C	augustus_masked-NODE_15_length_340512_cov_70.3414_ID_29-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-NODE_15_length_340512_cov_70.3414_ID_29-processed-gene-2.14&CDS=1-1647, augustus_masked-NODE_41_length_129558_cov_66.2536_ID_81-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-NODE_41_length_129558_cov_66.2536_ID_81-processed-gene-0.142&CDS=1-1359, snap_masked-NODE_10_length_393138_cov_68.3325_ID_19-processed-gene-1.1-mRNA-1_1&gene=snap_masked-NODE_10_length_393138_cov_68.3325_ID_19-processed-gene-1.1&CDS=1-1596, snap_masked-NODE_48_length_101462_cov_85.2912_ID_95-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_48_length_101462_cov_85.2912_ID_95-processed-gene-0.25&CDS=1-1545
57	OG0000057	YOR389W, YPL277C, YPL278C	maker-NODE_11_length_356766_cov_67.6943_ID_21-snap-gene-1.88-mRNA-1_1&gene=maker-NODE_11_length_356766_cov_67.6943_ID_21-snap-gene-1.88&CDS=1-1698, maker-NODE_51_length_80923_cov_113.927_ID_101-snap-gene-0.101-mRNA-1_1&gene=maker-NODE_51_length_80923_cov_113.927_ID_101-snap-gene-0.101&CDS=1-2043
58	OG0000058	YPL011C	augustus_masked-NODE_3_length_574203_cov_71.0128_ID_5-processed-gene-4.82-mRNA-1_1&gene=augustus_masked-NODE_3_length_574203_cov_71.0128_ID_5-processed-gene-4.82&CDS=1-4683, snap_masked-NODE_12_length_351220_cov_69.727_ID_23-processed-gene-2.35-mRNA-1_1&gene=snap_masked-NODE_12_length_351220_cov_69.727_ID_23-processed-gene-2.35&CDS=1-1284, snap_masked-NODE_54_length_75142_cov_84.9135_ID_107-processed-gene-0.99-mRNA-1_1&gene=snap_masked-NODE_54_length_75142_cov_84.9135_ID_107-processed-gene-0.99&CDS=1-1206, snap_masked-NODE_66_length_46394_cov_87.1414_ID_131-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_66_length_46394_cov_87.1414_ID_131-processed-gene-0.1&CDS=1-1341
59	OG0000059	YPR159W	snap_masked-NODE_10_length_393138_cov_68.3325_ID_19-processed-gene-2.119-mRNA-1_1&gene=snap_masked-NODE_10_length_393138_cov_68.3325_ID_19-processed-gene-2.119&CDS=1-1932, snap_masked-NODE_28_length_190912_cov_99.888_ID_55-processed-gene-0.129-mRNA-1_1&gene=snap_masked-NODE_28_length_190912_cov_99.888_ID_55-processed-gene-0.129&CDS=1-2037, snap_masked-NODE_2_length_577604_cov_68.7021_ID_3-processed-gene-1.131-mRNA-1_1&gene=snap_masked-NODE_2_length_577604_cov_68.7021_ID_3-processed-gene-1.131&CDS=1-1974, snap_masked-NODE_31_length_174477_cov_101.441_ID_61-processed-gene-0.138-mRNA-1_1&gene=snap_masked-NODE_31_length_174477_cov_101.441_ID_61-processed-gene-0.138&CDS=1-2058
60	OG0000060	Q0050, Q0055	genemark-NODE_62_length_52366_cov_2735.4_ID_123-processed-gene-0.104-mRNA-1_1&gene=genemark-NODE_62_length_52366_cov_2735.4_ID_123-processed-gene-0.104&CDS=1-3705, snap_masked-NODE_113_length_2682_cov_517.791_ID_225-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_113_length_2682_cov_517.791_ID_225-processed-gene-0.4&CDS=1-273, snap_masked-NODE_54_length_75142_cov_84.9135_ID_107-processed-gene-0.96-mRNA-1_1&gene=snap_masked-NODE_54_length_75142_cov_84.9135_ID_107-processed-gene-0.96&CDS=1-297
61	OG0000061	YAL054C, YLR153C	snap_masked-NODE_17_length_334567_cov_67.8042_ID_33-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_17_length_334567_cov_67.8042_ID_33-processed-gene-0.0&CDS=1-2022, snap_masked-NODE_30_length_175768_cov_73.1768_ID_59-processed-gene-0.95-mRNA-1_1&gene=snap_masked-NODE_30_length_175768_cov_73.1768_ID_59-processed-gene-0.95&CDS=1-2016
62	OG0000062	YAL067C	snap_masked-NODE_18_length_291584_cov_90.0546_ID_35-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_18_length_291584_cov_90.0546_ID_35-processed-gene-0.42&CDS=1-1725, snap_masked-NODE_24_length_208480_cov_68.3436_ID_47-processed-gene-1.69-mRNA-1_1&gene=snap_masked-NODE_24_length_208480_cov_68.3436_ID_47-processed-gene-1.69&CDS=1-1740, snap_masked-NODE_9_length_435884_cov_70.8235_ID_17-processed-gene-1.110-mRNA-1_1&gene=snap_masked-NODE_9_length_435884_cov_70.8235_ID_17-processed-gene-1.110&CDS=1-1746
