	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034754_Lipomyces_arxii
27	OG0000027	YDR402C	augustus_masked-NODE_44_length_123047_cov_11.5463_ID_87-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_44_length_123047_cov_11.5463_ID_87-processed-gene-0.6&CDS=1-2205, genemark-NODE_27_length_161307_cov_11.5293_ID_53-processed-gene-0.241-mRNA-1_1&gene=genemark-NODE_27_length_161307_cov_11.5293_ID_53-processed-gene-0.241&CDS=1-1602, maker-NODE_41_length_125786_cov_11.5009_ID_81-augustus-gene-0.108-mRNA-1_1&gene=maker-NODE_41_length_125786_cov_11.5009_ID_81-augustus-gene-0.108&CDS=1-1536, maker-NODE_41_length_125786_cov_11.5009_ID_81-snap-gene-0.30-mRNA-1_1&gene=maker-NODE_41_length_125786_cov_11.5009_ID_81-snap-gene-0.30&CDS=1-1716
28	OG0000028	YDR533C, YMR322C, YOR391C, YPL280W	genemark-NODE_294_length_8155_cov_11.3914_ID_587-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_294_length_8155_cov_11.3914_ID_587-processed-gene-0.5&CDS=1-717
29	OG0000029	YDR541C, YGL039W, YGL157W, YOL151W	genemark-NODE_34_length_142245_cov_11.4773_ID_67-processed-gene-0.95-mRNA-1_1&gene=genemark-NODE_34_length_142245_cov_11.4773_ID_67-processed-gene-0.95&CDS=1-990
30	OG0000030	YER056C, YER060W, YER060W-A	genemark-NODE_26_length_177985_cov_11.2812_ID_51-processed-gene-0.128-mRNA-1_1&gene=genemark-NODE_26_length_177985_cov_11.2812_ID_51-processed-gene-0.128&CDS=1-1554, genemark-NODE_53_length_103088_cov_10.9603_ID_105-processed-gene-0.70-mRNA-1_1&gene=genemark-NODE_53_length_103088_cov_10.9603_ID_105-processed-gene-0.70&CDS=1-1554
31	OG0000031	YER064C, YIL056W	genemark-NODE_143_length_35543_cov_12.1195_ID_285-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_143_length_35543_cov_12.1195_ID_285-processed-gene-0.7&CDS=1-1812, genemark-NODE_8_length_270071_cov_11.3361_ID_15-processed-gene-1.167-mRNA-1_1&gene=genemark-NODE_8_length_270071_cov_11.3361_ID_15-processed-gene-1.167&CDS=1-2001, snap_masked-NODE_193_length_21379_cov_12.346_ID_385-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_193_length_21379_cov_12.346_ID_385-processed-gene-0.24&CDS=1-225
32	OG0000032	YER145C	genemark-NODE_46_length_115905_cov_11.9662_ID_91-processed-gene-0.70-mRNA-1_1&gene=genemark-NODE_46_length_115905_cov_11.9662_ID_91-processed-gene-0.70&CDS=1-1272, maker-NODE_21_length_195060_cov_11.2816_ID_41-snap-gene-0.179-mRNA-1_1&gene=maker-NODE_21_length_195060_cov_11.2816_ID_41-snap-gene-0.179&CDS=1-1191, snap_masked-NODE_18_length_217989_cov_11.6202_ID_35-processed-gene-0.87-mRNA-1_1&gene=snap_masked-NODE_18_length_217989_cov_11.6202_ID_35-processed-gene-0.87&CDS=1-1200, snap_masked-NODE_8_length_270071_cov_11.3361_ID_15-processed-gene-1.275-mRNA-1_1&gene=snap_masked-NODE_8_length_270071_cov_11.3361_ID_15-processed-gene-1.275&CDS=1-1149
33	OG0000033	YER183C, YLR417W	augustus_masked-NODE_58_length_98039_cov_12.0642_ID_115-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_58_length_98039_cov_12.0642_ID_115-processed-gene-0.16&CDS=1-2451, genemark-NODE_58_length_98039_cov_12.0642_ID_115-processed-gene-0.112-mRNA-1_1&gene=genemark-NODE_58_length_98039_cov_12.0642_ID_115-processed-gene-0.112&CDS=1-1944, genemark-NODE_81_length_74981_cov_11.7391_ID_161-processed-gene-0.96-mRNA-1_1&gene=genemark-NODE_81_length_74981_cov_11.7391_ID_161-processed-gene-0.96&CDS=1-795
34	OG0000034	YJL163C	genemark-NODE_17_length_218247_cov_11.4706_ID_33-processed-gene-1.153-mRNA-1_1&gene=genemark-NODE_17_length_218247_cov_11.4706_ID_33-processed-gene-1.153&CDS=1-1665, genemark-NODE_40_length_126461_cov_13.079_ID_79-processed-gene-0.108-mRNA-1_1&gene=genemark-NODE_40_length_126461_cov_13.079_ID_79-processed-gene-0.108&CDS=1-1665, genemark-NODE_5_length_287076_cov_11.3809_ID_9-processed-gene-1.136-mRNA-1_1&gene=genemark-NODE_5_length_287076_cov_11.3809_ID_9-processed-gene-1.136&CDS=1-1797, genemark-NODE_9_length_249165_cov_11.2857_ID_17-processed-gene-1.214-mRNA-1_1&gene=genemark-NODE_9_length_249165_cov_11.2857_ID_17-processed-gene-1.214&CDS=1-1806
35	OG0000035	YKL071W	genemark-NODE_46_length_115905_cov_11.9662_ID_91-processed-gene-0.90-mRNA-1_1&gene=genemark-NODE_46_length_115905_cov_11.9662_ID_91-processed-gene-0.90&CDS=1-726, genemark-NODE_59_length_97968_cov_11.3929_ID_117-processed-gene-0.39-mRNA-1_1&gene=genemark-NODE_59_length_97968_cov_11.3929_ID_117-processed-gene-0.39&CDS=1-735, maker-NODE_25_length_182198_cov_11.6102_ID_49-snap-gene-0.217-mRNA-1_1&gene=maker-NODE_25_length_182198_cov_11.6102_ID_49-snap-gene-0.217&CDS=1-639, snap_masked-NODE_50_length_107181_cov_11.4829_ID_99-processed-gene-0.123-mRNA-1_1&gene=snap_masked-NODE_50_length_107181_cov_11.4829_ID_99-processed-gene-0.123&CDS=1-279
36	OG0000036	YLL048C	augustus_masked-NODE_17_length_218247_cov_11.4706_ID_33-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-NODE_17_length_218247_cov_11.4706_ID_33-processed-gene-1.40&CDS=1-5958, genemark-NODE_115_length_49180_cov_14.0186_ID_229-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_115_length_49180_cov_14.0186_ID_229-processed-gene-0.26&CDS=1-5088, genemark-NODE_53_length_103088_cov_10.9603_ID_105-processed-gene-0.90-mRNA-1_1&gene=genemark-NODE_53_length_103088_cov_10.9603_ID_105-processed-gene-0.90&CDS=1-4887, maker-NODE_55_length_100684_cov_11.9594_ID_109-augustus-gene-0.150-mRNA-1_1&gene=maker-NODE_55_length_100684_cov_11.9594_ID_109-augustus-gene-0.150&CDS=1-4917
37	OG0000037	YMR006C, YMR008C, YOL011W	genemark-NODE_22_length_187272_cov_11.383_ID_43-processed-gene-0.123-mRNA-1_1&gene=genemark-NODE_22_length_187272_cov_11.383_ID_43-processed-gene-0.123&CDS=1-1965, genemark-NODE_5_length_287076_cov_11.3809_ID_9-processed-gene-0.48-mRNA-1_1&gene=genemark-NODE_5_length_287076_cov_11.3809_ID_9-processed-gene-0.48&CDS=1-2127
38	OG0000038	Q0045, Q0065, Q0070, Q0120	maker-NODE_359_length_4408_cov_491.403_ID_717-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_359_length_4408_cov_491.403_ID_717-snap-gene-0.0&CDS=1-2052
39	OG0000039	YBL032W, YBR233W	genemark-NODE_18_length_217989_cov_11.6202_ID_35-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_18_length_217989_cov_11.6202_ID_35-processed-gene-0.51&CDS=1-1002, maker-NODE_24_length_184737_cov_11.2875_ID_47-augustus-gene-0.5-mRNA-1_1&gene=maker-NODE_24_length_184737_cov_11.2875_ID_47-augustus-gene-0.5&CDS=1-1197
40	OG0000040	YBL037W, YPR029C	genemark-NODE_24_length_184737_cov_11.2875_ID_47-processed-gene-0.106-mRNA-1_1&gene=genemark-NODE_24_length_184737_cov_11.2875_ID_47-processed-gene-0.106&CDS=1-2616, genemark-NODE_24_length_184737_cov_11.2875_ID_47-processed-gene-0.161-mRNA-1_1&gene=genemark-NODE_24_length_184737_cov_11.2875_ID_47-processed-gene-0.161&CDS=1-1941
41	OG0000041	YBL067C, YER098W	augustus_masked-NODE_4_length_289952_cov_11.2436_ID_7-processed-gene-1.367-mRNA-1_1&gene=augustus_masked-NODE_4_length_289952_cov_11.2436_ID_7-processed-gene-1.367&CDS=1-1716, genemark-NODE_15_length_231195_cov_11.3764_ID_29-processed-gene-0.87-mRNA-1_1&gene=genemark-NODE_15_length_231195_cov_11.3764_ID_29-processed-gene-0.87&CDS=1-2013
42	OG0000042	YBL068W-A, YBL069W, YER101C	augustus_masked-NODE_102_length_59237_cov_11.1668_ID_203-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_102_length_59237_cov_11.1668_ID_203-processed-gene-0.24&CDS=1-1050
43	OG0000043	YBL095W, YER182W	genemark-NODE_137_length_37560_cov_11.0685_ID_273-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_137_length_37560_cov_11.0685_ID_273-processed-gene-0.64&CDS=1-831, genemark-NODE_48_length_109651_cov_11.3697_ID_95-processed-gene-0.196-mRNA-1_1&gene=genemark-NODE_48_length_109651_cov_11.3697_ID_95-processed-gene-0.196&CDS=1-660
44	OG0000044	YBR054W, YDR033W	genemark-NODE_127_length_41214_cov_11.8478_ID_253-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_127_length_41214_cov_11.8478_ID_253-processed-gene-0.8&CDS=1-912, genemark-NODE_82_length_74651_cov_11.0343_ID_163-processed-gene-0.101-mRNA-1_1&gene=genemark-NODE_82_length_74651_cov_11.0343_ID_163-processed-gene-0.101&CDS=1-1377
45	OG0000045	YBR078W, YDR055W, YDR522C	genemark-NODE_132_length_38947_cov_11.7554_ID_263-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_132_length_38947_cov_11.7554_ID_263-processed-gene-0.53&CDS=1-1233
46	OG0000046	YBR151W, YML050W	genemark-NODE_82_length_74651_cov_11.0343_ID_163-processed-gene-0.113-mRNA-1_1&gene=genemark-NODE_82_length_74651_cov_11.0343_ID_163-processed-gene-0.113&CDS=1-861, genemark-NODE_94_length_63852_cov_11.6466_ID_187-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_94_length_63852_cov_11.6466_ID_187-processed-gene-0.6&CDS=1-630
47	OG0000047	YCR095C, YNL099C	genemark-NODE_152_length_32588_cov_16.5603_ID_303-processed-gene-0.41-mRNA-1_1&gene=genemark-NODE_152_length_32588_cov_16.5603_ID_303-processed-gene-0.41&CDS=1-669, genemark-NODE_16_length_223381_cov_11.4667_ID_31-processed-gene-1.201-mRNA-1_1&gene=genemark-NODE_16_length_223381_cov_11.4667_ID_31-processed-gene-1.201&CDS=1-687
48	OG0000048	YDL056W, YLR182W	genemark-NODE_197_length_19606_cov_10.7649_ID_393-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_197_length_19606_cov_10.7649_ID_393-processed-gene-0.28&CDS=1-2370, genemark-NODE_22_length_187272_cov_11.383_ID_43-processed-gene-0.122-mRNA-1_1&gene=genemark-NODE_22_length_187272_cov_11.383_ID_43-processed-gene-0.122&CDS=1-2766
49	OG0000049	YDL246C, YJR159W	augustus_masked-NODE_230_length_15615_cov_12.844_ID_459-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_230_length_15615_cov_12.844_ID_459-processed-gene-0.2&CDS=1-1065, genemark-NODE_132_length_38947_cov_11.7554_ID_263-processed-gene-0.59-mRNA-1_1&gene=genemark-NODE_132_length_38947_cov_11.7554_ID_263-processed-gene-0.59&CDS=1-1065
50	OG0000050	YDR032C	genemark-NODE_277_length_9892_cov_12.488_ID_553-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_277_length_9892_cov_12.488_ID_553-processed-gene-0.1&CDS=1-606, genemark-NODE_45_length_117910_cov_11.3462_ID_89-processed-gene-0.155-mRNA-1_1&gene=genemark-NODE_45_length_117910_cov_11.3462_ID_89-processed-gene-0.155&CDS=1-606, genemark-NODE_47_length_115791_cov_10.9052_ID_93-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_47_length_115791_cov_10.9052_ID_93-processed-gene-0.19&CDS=1-606
51	OG0000051	YDR038C, YDR039C, YDR040C	genemark-NODE_145_length_34410_cov_11.2031_ID_289-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_145_length_34410_cov_11.2031_ID_289-processed-gene-0.18&CDS=1-3177
52	OG0000052	YDR447C, YML024W	genemark-NODE_214_length_17633_cov_49.2527_ID_427-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_214_length_17633_cov_49.2527_ID_427-processed-gene-0.13&CDS=1-363, genemark-NODE_5_length_287076_cov_11.3809_ID_9-processed-gene-1.108-mRNA-1_1&gene=genemark-NODE_5_length_287076_cov_11.3809_ID_9-processed-gene-1.108&CDS=1-366
53	OG0000053	YER066W, YFL009W	genemark-NODE_115_length_49180_cov_14.0186_ID_229-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_115_length_49180_cov_14.0186_ID_229-processed-gene-0.34&CDS=1-2832, genemark-NODE_33_length_145268_cov_11.4808_ID_65-processed-gene-0.204-mRNA-1_1&gene=genemark-NODE_33_length_145268_cov_11.4808_ID_65-processed-gene-0.204&CDS=1-1065
54	OG0000054	YER132C, YGL197W	genemark-NODE_106_length_55275_cov_10.9775_ID_211-processed-gene-0.59-mRNA-1_1&gene=genemark-NODE_106_length_55275_cov_10.9775_ID_211-processed-gene-0.59&CDS=1-1707, genemark-NODE_5_length_287076_cov_11.3809_ID_9-processed-gene-1.117-mRNA-1_1&gene=genemark-NODE_5_length_287076_cov_11.3809_ID_9-processed-gene-1.117&CDS=1-2085
55	OG0000055	YFL059W, YMR096W, YNL333W	maker-NODE_70_length_85938_cov_11.473_ID_139-augustus-gene-0.6-mRNA-1_1&gene=maker-NODE_70_length_85938_cov_11.473_ID_139-augustus-gene-0.6&CDS=1-945
56	OG0000056	YFL060C, YMR095C, YNL334C	snap_masked-NODE_19_length_212853_cov_11.6979_ID_37-processed-gene-1.106-mRNA-1_1&gene=snap_masked-NODE_19_length_212853_cov_11.6979_ID_37-processed-gene-1.106&CDS=1-735
57	OG0000057	YFR057W, YLR098C, YOR337W	maker-NODE_3_length_308411_cov_11.3318_ID_5-augustus-gene-0.45-mRNA-1_1&gene=maker-NODE_3_length_308411_cov_11.3318_ID_5-augustus-gene-0.45&CDS=1-2049
58	OG0000058	YGR087C, YLR044C, YLR134W	maker-NODE_234_length_14981_cov_9.9633_ID_467-augustus-gene-0.8-mRNA-1_1&gene=maker-NODE_234_length_14981_cov_9.9633_ID_467-augustus-gene-0.8&CDS=1-1707
59	OG0000059	YGR138C, YPR156C	genemark-NODE_75_length_78762_cov_11.5555_ID_149-processed-gene-0.104-mRNA-1_1&gene=genemark-NODE_75_length_78762_cov_11.5555_ID_149-processed-gene-0.104&CDS=1-1773, snap_masked-NODE_51_length_106695_cov_22.0781_ID_101-processed-gene-0.94-mRNA-1_1&gene=snap_masked-NODE_51_length_106695_cov_22.0781_ID_101-processed-gene-0.94&CDS=1-1914
60	OG0000060	YGR192C, YJL052W, YJR009C	genemark-NODE_117_length_48820_cov_10.8882_ID_233-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_117_length_48820_cov_10.8882_ID_233-processed-gene-0.18&CDS=1-1014
61	OG0000061	YGR197C, YJR015W	genemark-NODE_13_length_234993_cov_11.5573_ID_25-processed-gene-1.154-mRNA-1_1&gene=genemark-NODE_13_length_234993_cov_11.5573_ID_25-processed-gene-1.154&CDS=1-1551, genemark-NODE_50_length_107181_cov_11.4829_ID_99-processed-gene-0.82-mRNA-1_1&gene=genemark-NODE_50_length_107181_cov_11.4829_ID_99-processed-gene-0.82&CDS=1-1470
62	OG0000062	YGR260W	genemark-NODE_104_length_57380_cov_11.9769_ID_207-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_104_length_57380_cov_11.9769_ID_207-processed-gene-0.31&CDS=1-1521, genemark-NODE_111_length_51220_cov_12.301_ID_221-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_111_length_51220_cov_12.301_ID_221-processed-gene-0.30&CDS=1-1503, genemark-NODE_200_length_19441_cov_12.4141_ID_399-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_200_length_19441_cov_12.4141_ID_399-processed-gene-0.9&CDS=1-1572
63	OG0000063	YHR178W, YLR014C	genemark-NODE_3_length_308411_cov_11.3318_ID_5-processed-gene-0.104-mRNA-1_1&gene=genemark-NODE_3_length_308411_cov_11.3318_ID_5-processed-gene-0.104&CDS=1-2787, genemark-NODE_6_length_284188_cov_11.2289_ID_11-processed-gene-1.54-mRNA-1_1&gene=genemark-NODE_6_length_284188_cov_11.2289_ID_11-processed-gene-1.54&CDS=1-3345
64	OG0000064	YHR198C, YHR199C	genemark-NODE_146_length_34387_cov_13.2966_ID_291-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_146_length_34387_cov_13.2966_ID_291-processed-gene-0.34&CDS=1-924, snap_masked-NODE_815_length_384_cov_20.7394_ID_1629-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_815_length_384_cov_20.7394_ID_1629-processed-gene-0.1&CDS=1-327
65	OG0000065	YIL166C	augustus_masked-NODE_12_length_235806_cov_11.4795_ID_23-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_12_length_235806_cov_11.4795_ID_23-processed-gene-0.33&CDS=1-1797, genemark-NODE_126_length_44256_cov_12.2589_ID_251-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_126_length_44256_cov_12.2589_ID_251-processed-gene-0.30&CDS=1-1740, genemark-NODE_300_length_7582_cov_10.6215_ID_599-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_300_length_7582_cov_10.6215_ID_599-processed-gene-0.2&CDS=1-1758
66	OG0000066	YJL042W, YOR227W, YPL137C	augustus_masked-NODE_24_length_184737_cov_11.2875_ID_47-processed-gene-0.217-mRNA-1_1&gene=augustus_masked-NODE_24_length_184737_cov_11.2875_ID_47-processed-gene-0.217&CDS=1-1500
67	OG0000067	YJR005W, YKL135C	genemark-NODE_29_length_148249_cov_11.5393_ID_57-processed-gene-0.203-mRNA-1_1&gene=genemark-NODE_29_length_148249_cov_11.5393_ID_57-processed-gene-0.203&CDS=1-1893, maker-NODE_74_length_78857_cov_11.3176_ID_147-snap-gene-0.120-mRNA-1_1&gene=maker-NODE_74_length_78857_cov_11.3176_ID_147-snap-gene-0.120&CDS=1-2037
68	OG0000068	YJR149W	genemark-NODE_160_length_29006_cov_13.9237_ID_319-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_160_length_29006_cov_13.9237_ID_319-processed-gene-0.7&CDS=1-1104, genemark-NODE_62_length_93479_cov_10.9678_ID_123-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_62_length_93479_cov_10.9678_ID_123-processed-gene-0.3&CDS=1-1053, maker-NODE_56_length_99794_cov_11.0017_ID_111-augustus-gene-0.171-mRNA-1_1&gene=maker-NODE_56_length_99794_cov_11.0017_ID_111-augustus-gene-0.171&CDS=1-1029
69	OG0000069	YKL089W	augustus_masked-NODE_52_length_103870_cov_11.3034_ID_103-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-NODE_52_length_103870_cov_11.3034_ID_103-processed-gene-0.112&CDS=1-1767, genemark-NODE_4_length_289952_cov_11.2436_ID_7-processed-gene-0.66-mRNA-1_1&gene=genemark-NODE_4_length_289952_cov_11.2436_ID_7-processed-gene-0.66&CDS=1-1713, genemark-NODE_4_length_289952_cov_11.2436_ID_7-processed-gene-0.67-mRNA-1_1&gene=genemark-NODE_4_length_289952_cov_11.2436_ID_7-processed-gene-0.67&CDS=1-1395
70	OG0000070	YML097C	maker-NODE_72_length_83986_cov_11.1349_ID_143-augustus-gene-0.6-mRNA-1_1&gene=maker-NODE_72_length_83986_cov_11.1349_ID_143-augustus-gene-0.6&CDS=1-1140, snap_masked-NODE_121_length_46870_cov_12.3074_ID_241-processed-gene-0.45-mRNA-1_1&gene=snap_masked-NODE_121_length_46870_cov_12.3074_ID_241-processed-gene-0.45&CDS=1-570, snap_masked-NODE_49_length_108944_cov_11.5035_ID_97-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_49_length_108944_cov_11.5035_ID_97-processed-gene-0.23&CDS=1-2130
71	OG0000071	YOL055C, YPL258C, YPR121W	genemark-NODE_92_length_65863_cov_10.9757_ID_183-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_92_length_65863_cov_10.9757_ID_183-processed-gene-0.58&CDS=1-882
72	OG0000072	YOL119C, YOR306C	genemark-NODE_156_length_30788_cov_13.5778_ID_311-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_156_length_30788_cov_13.5778_ID_311-processed-gene-0.20&CDS=1-1356, genemark-NODE_43_length_124011_cov_12.1102_ID_85-processed-gene-0.41-mRNA-1_1&gene=genemark-NODE_43_length_124011_cov_12.1102_ID_85-processed-gene-0.41&CDS=1-1344
73	OG0000073	YOL152W	augustus_masked-NODE_211_length_17804_cov_11.8199_ID_421-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_211_length_17804_cov_11.8199_ID_421-processed-gene-0.23&CDS=1-1920, genemark-NODE_80_length_75781_cov_11.369_ID_159-processed-gene-0.63-mRNA-1_1&gene=genemark-NODE_80_length_75781_cov_11.369_ID_159-processed-gene-0.63&CDS=1-1917, maker-NODE_90_length_67021_cov_12.7312_ID_179-snap-gene-0.14-mRNA-1_1&gene=maker-NODE_90_length_67021_cov_12.7312_ID_179-snap-gene-0.14&CDS=1-2256
74	OG0000074	YAL007C, YOR016C	maker-NODE_23_length_186393_cov_11.231_ID_45-augustus-gene-0.29-mRNA-1_1&gene=maker-NODE_23_length_186393_cov_11.231_ID_45-augustus-gene-0.29&CDS=1-624
75	OG0000075	YAL015C, YOL043C	genemark-NODE_79_length_76759_cov_11.5973_ID_157-processed-gene-0.103-mRNA-1_1&gene=genemark-NODE_79_length_76759_cov_11.5973_ID_157-processed-gene-0.103&CDS=1-1065
76	OG0000076	YAL017W, YOL045W	genemark-NODE_103_length_57922_cov_13.1606_ID_205-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_103_length_57922_cov_13.1606_ID_205-processed-gene-0.49&CDS=1-1395
77	OG0000077	YAL034C, YOR338W	genemark-NODE_78_length_76792_cov_11.4931_ID_155-processed-gene-0.122-mRNA-1_1&gene=genemark-NODE_78_length_76792_cov_11.4931_ID_155-processed-gene-0.122&CDS=1-1059
78	OG0000078	YAR002C-A, YGL002W	maker-NODE_59_length_97968_cov_11.3929_ID_117-augustus-gene-0.8-mRNA-1_1&gene=maker-NODE_59_length_97968_cov_11.3929_ID_117-augustus-gene-0.8&CDS=1-666
79	OG0000079	YBL002W, YDR224C	genemark-NODE_4_length_289952_cov_11.2436_ID_7-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_4_length_289952_cov_11.2436_ID_7-processed-gene-0.55&CDS=1-414
80	OG0000080	YBL009W, YGL021W	genemark-NODE_9_length_249165_cov_11.2857_ID_17-processed-gene-1.224-mRNA-1_1&gene=genemark-NODE_9_length_249165_cov_11.2857_ID_17-processed-gene-1.224&CDS=1-2208
81	OG0000081	YBL027W, YBR084C-A	maker-NODE_2_length_326681_cov_11.449_ID_3-augustus-gene-1.157-mRNA-1_1&gene=maker-NODE_2_length_326681_cov_11.449_ID_3-augustus-gene-1.157&CDS=1-588
82	OG0000082	YBL056W, YER089C	genemark-NODE_15_length_231195_cov_11.3764_ID_29-processed-gene-1.182-mRNA-1_1&gene=genemark-NODE_15_length_231195_cov_11.3764_ID_29-processed-gene-1.182&CDS=1-1326
83	OG0000083	YBL059W, YER093C-A	snap_masked-NODE_154_length_31493_cov_11.4665_ID_307-processed-gene-0.22-mRNA-1_1&gene=snap_masked-NODE_154_length_31493_cov_11.4665_ID_307-processed-gene-0.22&CDS=1-534
84	OG0000084	YBL072C, YER102W	genemark-NODE_102_length_59237_cov_11.1668_ID_203-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_102_length_59237_cov_11.1668_ID_203-processed-gene-0.62&CDS=1-606
85	OG0000085	YBL079W, YER105C	genemark-NODE_13_length_234993_cov_11.5573_ID_25-processed-gene-0.50-mRNA-1_1&gene=genemark-NODE_13_length_234993_cov_11.5573_ID_25-processed-gene-0.50&CDS=1-3768
86	OG0000086	YBL087C, YER117W	genemark-NODE_57_length_98791_cov_11.4046_ID_113-processed-gene-0.144-mRNA-1_1&gene=genemark-NODE_57_length_98791_cov_11.4046_ID_113-processed-gene-0.144&CDS=1-417
87	OG0000087	YBL089W, YER119C	genemark-NODE_51_length_106695_cov_22.0781_ID_101-processed-gene-0.113-mRNA-1_1&gene=genemark-NODE_51_length_106695_cov_22.0781_ID_101-processed-gene-0.113&CDS=1-1557
88	OG0000088	YBL106C, YPR032W	genemark-NODE_153_length_31604_cov_11.1584_ID_305-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_153_length_31604_cov_11.1584_ID_305-processed-gene-0.20&CDS=1-3054
89	OG0000089	YBR008C	genemark-NODE_154_length_31493_cov_11.4665_ID_307-processed-gene-0.42-mRNA-1_1&gene=genemark-NODE_154_length_31493_cov_11.4665_ID_307-processed-gene-0.42&CDS=1-1638, maker-NODE_22_length_187272_cov_11.383_ID_43-augustus-gene-0.181-mRNA-1_1&gene=maker-NODE_22_length_187272_cov_11.383_ID_43-augustus-gene-0.181&CDS=1-1653
90	OG0000090	YBR009C, YNL030W	genemark-NODE_54_length_101673_cov_11.2356_ID_107-processed-gene-0.124-mRNA-1_1&gene=genemark-NODE_54_length_101673_cov_11.2356_ID_107-processed-gene-0.124&CDS=1-309
91	OG0000091	YBR010W, YNL031C	genemark-NODE_54_length_101673_cov_11.2356_ID_107-processed-gene-0.141-mRNA-1_1&gene=genemark-NODE_54_length_101673_cov_11.2356_ID_107-processed-gene-0.141&CDS=1-408
92	OG0000092	YBR014C, YDL010W	genemark-NODE_7_length_273906_cov_11.6642_ID_13-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_7_length_273906_cov_11.6642_ID_13-processed-gene-0.19&CDS=1-513
93	OG0000093	YBR015C, YJL186W	genemark-NODE_232_length_15109_cov_12.6765_ID_463-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_232_length_15109_cov_12.6765_ID_463-processed-gene-0.8&CDS=1-1464
