	OrthologID	Saccharomyces_cerevisiae	yHAB158_Kazachstania_viticola
53	OG0000053	YCL011C, YNL004W	augustus_masked-scf7180000050199-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-scf7180000050199-processed-gene-0.35&CDS=1-1329, augustus_masked-scf7180000050381-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-scf7180000050381-processed-gene-0.121&CDS=1-1389
54	OG0000054	YCL067C, YCR039C, YCR096C	augustus_masked-scf7180000050358-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-scf7180000050358-processed-gene-0.30&CDS=1-603
55	OG0000055	YCL068C, YCR038C	augustus_masked-scf7180000050358-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-scf7180000050358-processed-gene-0.31&CDS=1-2331, snap_masked-scf7180000050358-processed-gene-0.65-mRNA-1_1&gene=snap_masked-scf7180000050358-processed-gene-0.65&CDS=1-480
56	OG0000056	YCR091W, YNR047W	augustus_masked-scf7180000050273-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-scf7180000050273-processed-gene-0.79&CDS=1-2715, augustus_masked-scf7180000050381-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-scf7180000050381-processed-gene-1.11&CDS=1-2538
57	OG0000057	YCR102C, YLR460C, YNL134C	augustus_masked-scf7180000050140-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-scf7180000050140-processed-gene-0.39&CDS=1-1116
58	OG0000058	YDL082W, YMR142C	snap_masked-scf7180000050151-processed-gene-0.50-mRNA-1_1&gene=snap_masked-scf7180000050151-processed-gene-0.50&CDS=1-597, snap_masked-scf7180000050206-processed-gene-0.57-mRNA-1_1&gene=snap_masked-scf7180000050206-processed-gene-0.57&CDS=1-597
59	OG0000059	YDL131W, YDL182W	augustus_masked-scf7180000050326-processed-gene-0.205-mRNA-1_1&gene=augustus_masked-scf7180000050326-processed-gene-0.205&CDS=1-1293, augustus_masked-scf7180000050331-processed-gene-0.166-mRNA-1_1&gene=augustus_masked-scf7180000050331-processed-gene-0.166&CDS=1-1338
60	OG0000060	YDL161W, YLR206W	augustus_masked-scf7180000050211-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-scf7180000050211-processed-gene-0.69&CDS=1-2064, augustus_masked-scf7180000050357-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-scf7180000050357-processed-gene-1.93&CDS=1-1302
61	OG0000061	YDL212W	augustus_masked-scf7180000049784-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-scf7180000049784-processed-gene-0.31&CDS=1-630, augustus_masked-scf7180000049853-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scf7180000049853-processed-gene-0.21&CDS=1-630, augustus_masked-scf7180000050299-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-scf7180000050299-processed-gene-0.146&CDS=1-630
62	OG0000062	YDL213C	augustus_masked-scf7180000049784-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-scf7180000049784-processed-gene-0.46&CDS=1-651, augustus_masked-scf7180000049853-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000049853-processed-gene-0.6&CDS=1-651, augustus_masked-scf7180000050299-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-scf7180000050299-processed-gene-0.111&CDS=1-651
63	OG0000063	YDL215C	augustus_masked-scf7180000049784-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-scf7180000049784-processed-gene-0.44&CDS=1-3327, augustus_masked-scf7180000049853-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000049853-processed-gene-0.8&CDS=1-3327, augustus_masked-scf7180000050299-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-scf7180000050299-processed-gene-0.113&CDS=1-3327
64	OG0000064	YDL216C	snap_masked-scf7180000049784-processed-gene-0.71-mRNA-1_1&gene=snap_masked-scf7180000049784-processed-gene-0.71&CDS=1-1353, snap_masked-scf7180000049853-processed-gene-0.36-mRNA-1_1&gene=snap_masked-scf7180000049853-processed-gene-0.36&CDS=1-1353, snap_masked-scf7180000050299-processed-gene-0.192-mRNA-1_1&gene=snap_masked-scf7180000050299-processed-gene-0.192&CDS=1-1353
65	OG0000065	YDL217C	augustus_masked-scf7180000049784-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-scf7180000049784-processed-gene-0.42&CDS=1-585, augustus_masked-scf7180000049853-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000049853-processed-gene-0.10&CDS=1-585, augustus_masked-scf7180000050299-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-scf7180000050299-processed-gene-0.115&CDS=1-585
66	OG0000066	YDL218W	augustus_masked-scf7180000049784-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-scf7180000049784-processed-gene-0.29&CDS=1-903, augustus_masked-scf7180000049853-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-scf7180000049853-processed-gene-0.23&CDS=1-903, augustus_masked-scf7180000050299-processed-gene-0.148-mRNA-1_1&gene=augustus_masked-scf7180000050299-processed-gene-0.148&CDS=1-903
67	OG0000067	YDL219W	snap_masked-scf7180000049784-processed-gene-0.55-mRNA-1_1&gene=snap_masked-scf7180000049784-processed-gene-0.55&CDS=1-447, snap_masked-scf7180000049853-processed-gene-0.52-mRNA-1_1&gene=snap_masked-scf7180000049853-processed-gene-0.52&CDS=1-447, snap_masked-scf7180000050299-processed-gene-0.225-mRNA-1_1&gene=snap_masked-scf7180000050299-processed-gene-0.225&CDS=1-447
68	OG0000068	YDL220C	augustus_masked-scf7180000049784-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-scf7180000049784-processed-gene-0.41&CDS=1-2580, augustus_masked-scf7180000049853-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000049853-processed-gene-0.11&CDS=1-2580, snap_masked-scf7180000050299-processed-gene-0.194-mRNA-1_1&gene=snap_masked-scf7180000050299-processed-gene-0.194&CDS=1-2580
69	OG0000069	YDL222C	augustus_masked-scf7180000049784-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-scf7180000049784-processed-gene-0.40&CDS=1-972, augustus_masked-scf7180000049853-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000049853-processed-gene-0.12&CDS=1-972, augustus_masked-scf7180000050299-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-scf7180000050299-processed-gene-0.117&CDS=1-972
70	OG0000070	YDL224C	augustus_masked-scf7180000049784-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-scf7180000049784-processed-gene-0.38&CDS=1-1995, augustus_masked-scf7180000049853-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000049853-processed-gene-0.14&CDS=1-1995, augustus_masked-scf7180000050299-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-scf7180000050299-processed-gene-0.119&CDS=1-1995
71	OG0000071	YDL225W	augustus_masked-scf7180000049784-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-scf7180000049784-processed-gene-0.27&CDS=1-1716, augustus_masked-scf7180000049853-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-scf7180000049853-processed-gene-0.25&CDS=1-1716, augustus_masked-scf7180000050299-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-scf7180000050299-processed-gene-0.150&CDS=1-1716
72	OG0000072	YDL226C	augustus_masked-scf7180000049784-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-scf7180000049784-processed-gene-0.37&CDS=1-1065, augustus_masked-scf7180000049853-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000049853-processed-gene-0.15&CDS=1-1065, augustus_masked-scf7180000050299-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-scf7180000050299-processed-gene-0.120&CDS=1-1065
73	OG0000073	YDL227C	augustus_masked-scf7180000049784-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-scf7180000049784-processed-gene-0.36&CDS=1-1764, augustus_masked-scf7180000049853-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000049853-processed-gene-0.16&CDS=1-1764, augustus_masked-scf7180000050299-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-scf7180000050299-processed-gene-0.121&CDS=1-1764
74	OG0000074	YDL239C, YNL225C	augustus_masked-scf7180000050371-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-scf7180000050371-processed-gene-0.146&CDS=1-1329, snap_masked-scf7180000050301-processed-gene-0.14-mRNA-1_1&gene=snap_masked-scf7180000050301-processed-gene-0.14&CDS=1-2049
75	OG0000075	YDR038C, YDR039C, YDR040C	augustus_masked-scf7180000050203-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-scf7180000050203-processed-gene-0.32&CDS=1-3324
76	OG0000076	YDR132C, YLR108C	augustus_masked-scf7180000050313-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-scf7180000050313-processed-gene-0.34&CDS=1-1473, augustus_masked-scf7180000050351-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-scf7180000050351-processed-gene-0.56&CDS=1-1485
77	OG0000077	YDR155C, YDR304C, YHR057C	maker-scf7180000050201-snap-gene-0.1-mRNA-1_1&gene=maker-scf7180000050201-snap-gene-0.1&CDS=1-1356
78	OG0000078	YDR158W	augustus_masked-scf7180000049400-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000049400-processed-gene-0.15&CDS=1-1068, augustus_masked-scf7180000049526-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000049526-processed-gene-0.4&CDS=1-1068, augustus_masked-scf7180000049527-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000049527-processed-gene-0.0&CDS=1-1068
79	OG0000079	YDR206W, YLR233C	augustus_masked-scf7180000050252-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000050252-processed-gene-0.12&CDS=1-2151, augustus_masked-scf7180000050328-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-scf7180000050328-processed-gene-0.36&CDS=1-2928
80	OG0000080	YDR222W, YLR225C	augustus_masked-scf7180000049599-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000049599-processed-gene-0.1&CDS=1-441, genemark-scf7180000050328-processed-gene-0.110-mRNA-1_1&gene=genemark-scf7180000050328-processed-gene-0.110&CDS=1-4209
81	OG0000081	YDR379C-A	augustus_masked-scf7180000049538-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000049538-processed-gene-0.0&CDS=1-237, augustus_masked-scf7180000050209-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000050209-processed-gene-0.5&CDS=1-237, snap_masked-scf7180000049692-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000049692-processed-gene-0.1&CDS=1-237
82	OG0000082	YDR385W, YOR133W	augustus_masked-scf7180000050209-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000050209-processed-gene-0.4&CDS=1-2157, augustus_masked-scf7180000050266-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000050266-processed-gene-0.6&CDS=1-2157
83	OG0000083	YDR418W, YEL054C	augustus_masked-scf7180000049353-processed-gene-0.158-mRNA-1_1&gene=augustus_masked-scf7180000049353-processed-gene-0.158&CDS=1-495, augustus_masked-scf7180000050195-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-scf7180000050195-processed-gene-0.100&CDS=1-495
84	OG0000084	YDR447C, YML024W	augustus_masked-scf7180000049353-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-scf7180000049353-processed-gene-0.109&CDS=1-408, augustus_masked-scf7180000050360-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-scf7180000050360-processed-gene-0.45&CDS=1-408
85	OG0000085	YDR500C, YLR185W	augustus_masked-scf7180000050335-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-scf7180000050335-processed-gene-0.105&CDS=1-264, snap_masked-scf7180000050358-processed-gene-0.87-mRNA-1_1&gene=snap_masked-scf7180000050358-processed-gene-0.87&CDS=1-264
86	OG0000086	YDR501W, YLR183C	augustus_masked-scf7180000050335-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-scf7180000050335-processed-gene-0.133&CDS=1-1644, augustus_masked-scf7180000050358-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-scf7180000050358-processed-gene-0.55&CDS=1-1416
87	OG0000087	YDR532C	augustus_masked-scf7180000049751-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000049751-processed-gene-0.0&CDS=1-822, augustus_masked-scf7180000050095-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-scf7180000050095-processed-gene-0.48&CDS=1-822, augustus_masked-scf7180000050295-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000050295-processed-gene-0.6&CDS=1-1086
88	OG0000088	YER037W, YGL224C	augustus_masked-scf7180000050356-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-scf7180000050356-processed-gene-0.67&CDS=1-825, augustus_masked-scf7180000050361-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000050361-processed-gene-0.4&CDS=1-858
89	OG0000089	YER056C, YER060W, YER060W-A	augustus_masked-scf7180000050334-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-scf7180000050334-processed-gene-0.110&CDS=1-1587
90	OG0000090	YER074W, YIL069C	augustus_masked-scf7180000049535-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000049535-processed-gene-0.4&CDS=1-435, augustus_masked-scf7180000050337-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-scf7180000050337-processed-gene-0.70&CDS=1-435
91	OG0000091	YER109C	augustus_masked-scf7180000049569-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000049569-processed-gene-0.2&CDS=1-561, augustus_masked-scf7180000049570-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000049570-processed-gene-0.0&CDS=1-555, snap_masked-scf7180000050346-processed-gene-0.41-mRNA-1_1&gene=snap_masked-scf7180000050346-processed-gene-0.41&CDS=1-2625
92	OG0000092	YER131W, YGL189C	augustus_masked-scf7180000050097-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-scf7180000050097-processed-gene-0.115&CDS=1-357, augustus_masked-scf7180000050304-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-scf7180000050304-processed-gene-0.45&CDS=1-357
93	OG0000093	YFL050C, YOL130W	augustus_masked-scf7180000049760-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000049760-processed-gene-0.0&CDS=1-1287, augustus_masked-scf7180000050319-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-scf7180000050319-processed-gene-1.138&CDS=1-1473
94	OG0000094	YGL031C, YGR148C	augustus_masked-scf7180000050195-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-scf7180000050195-processed-gene-0.71&CDS=1-465, augustus_masked-scf7180000050367-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-scf7180000050367-processed-gene-0.39&CDS=1-465
95	OG0000095	YGL082W, YPL191C	augustus_masked-scf7180000050273-processed-gene-1.273-mRNA-1_1&gene=augustus_masked-scf7180000050273-processed-gene-1.273&CDS=1-1110, genemark-scf7180000050302-processed-gene-0.106-mRNA-1_1&gene=genemark-scf7180000050302-processed-gene-0.106&CDS=1-1218
96	OG0000096	YGL089C, YPL187W	augustus_masked-scf7180000050302-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-0.79&CDS=1-486, augustus_masked-scf7180000050361-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-scf7180000050361-processed-gene-0.31&CDS=1-456
97	OG0000097	YGL110C	augustus_masked-scf7180000049538-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000049538-processed-gene-0.1&CDS=1-1008, augustus_masked-scf7180000050143-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-scf7180000050143-processed-gene-0.88&CDS=1-1914, augustus_masked-scf7180000050302-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-0.72&CDS=1-1095
98	OG0000098	YGL147C, YNL067W	augustus_masked-scf7180000050145-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-scf7180000050145-processed-gene-0.53&CDS=1-573, augustus_masked-scf7180000050339-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-scf7180000050339-processed-gene-0.87&CDS=1-573
99	OG0000099	YGR027C, YLR333C	augustus_masked-scf7180000050349-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000050349-processed-gene-0.12&CDS=1-324, augustus_masked-scf7180000050382-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-scf7180000050382-processed-gene-0.86&CDS=1-324
100	OG0000100	YGR032W, YLR342W	augustus_masked-scf7180000050391-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000050391-processed-gene-0.1&CDS=1-5649, genemark-scf7180000050357-processed-gene-1.236-mRNA-1_1&gene=genemark-scf7180000050357-processed-gene-1.236&CDS=1-5523
101	OG0000101	YGR118W, YPR132W	augustus_masked-scf7180000050354-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-scf7180000050354-processed-gene-0.155&CDS=1-435, augustus_masked-scf7180000050391-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000050391-processed-gene-0.8&CDS=1-435
102	OG0000102	YGR192C, YJR009C	augustus_masked-scf7180000050320-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-scf7180000050320-processed-gene-0.85&CDS=1-993, augustus_masked-scf7180000050348-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000050348-processed-gene-0.7&CDS=1-993
103	OG0000103	YGR205W, YGR206W	augustus_masked-scf7180000050320-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-scf7180000050320-processed-gene-0.69&CDS=1-1188, snap_masked-scf7180000049897-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000049897-processed-gene-0.1&CDS=1-219
104	OG0000104	YGR213C	augustus_masked-scf7180000050329-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000050329-processed-gene-0.10&CDS=1-984, augustus_masked-scf7180000050333-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-scf7180000050333-processed-gene-0.71&CDS=1-975, augustus_masked-scf7180000050400-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-scf7180000050400-processed-gene-0.105&CDS=1-996
105	OG0000105	YHL001W, YKL006W	maker-scf7180000050206-augustus-gene-1.120-mRNA-1_1&gene=maker-scf7180000050206-augustus-gene-1.120&CDS=1-414, maker-scf7180000050324-augustus-gene-0.14-mRNA-1_1&gene=maker-scf7180000050324-augustus-gene-0.14&CDS=1-414
106	OG0000106	YHL003C, YKL008C	augustus_masked-scf7180000050206-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-scf7180000050206-processed-gene-1.25&CDS=1-1356, augustus_masked-scf7180000050376-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-scf7180000050376-processed-gene-0.41&CDS=1-1356
107	OG0000107	YHR135C, YNL154C	augustus_masked-scf7180000050299-processed-gene-0.141-mRNA-1_1&gene=augustus_masked-scf7180000050299-processed-gene-0.141&CDS=1-1617, augustus_masked-scf7180000050302-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-1.54&CDS=1-1659
108	OG0000108	YHR138C	augustus_masked-scf7180000049784-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-scf7180000049784-processed-gene-0.35&CDS=1-276, snap_masked-scf7180000049853-processed-gene-0.45-mRNA-1_1&gene=snap_masked-scf7180000049853-processed-gene-0.45&CDS=1-249, snap_masked-scf7180000050299-processed-gene-0.218-mRNA-1_1&gene=snap_masked-scf7180000050299-processed-gene-0.218&CDS=1-276
109	OG0000109	YHR139C	augustus_masked-scf7180000049784-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-scf7180000049784-processed-gene-0.34&CDS=1-1050, augustus_masked-scf7180000049853-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000049853-processed-gene-0.18&CDS=1-1050, augustus_masked-scf7180000050299-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-scf7180000050299-processed-gene-0.143&CDS=1-1050
110	OG0000110	YHR140W	augustus_masked-scf7180000049784-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-scf7180000049784-processed-gene-0.52&CDS=1-762, augustus_masked-scf7180000049853-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000049853-processed-gene-0.0&CDS=1-762, augustus_masked-scf7180000050299-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-scf7180000050299-processed-gene-0.105&CDS=1-762
111	OG0000111	YHR142W	augustus_masked-scf7180000049784-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-scf7180000049784-processed-gene-0.51&CDS=1-948, augustus_masked-scf7180000049853-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000049853-processed-gene-0.1&CDS=1-948, augustus_masked-scf7180000050299-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-scf7180000050299-processed-gene-0.106&CDS=1-948
112	OG0000112	YHR143W	augustus_masked-scf7180000049784-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-scf7180000049784-processed-gene-0.50&CDS=1-1044, augustus_masked-scf7180000049853-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000049853-processed-gene-0.2&CDS=1-1044, snap_masked-scf7180000050299-processed-gene-0.185-mRNA-1_1&gene=snap_masked-scf7180000050299-processed-gene-0.185&CDS=1-1044
113	OG0000113	YHR143W-A	augustus_masked-scf7180000049784-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-scf7180000049784-processed-gene-0.49&CDS=1-210, augustus_masked-scf7180000049853-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000049853-processed-gene-0.3&CDS=1-210, augustus_masked-scf7180000050299-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-scf7180000050299-processed-gene-0.108&CDS=1-210
