	OrthologID	Saccharomyces_cerevisiae	Sporopachydermia_quercuum
59	OG0000059	YLL011W, YOL087C	-augustus-gene-9.51-mRNA-1_1&gene=maker-gi|1002316351|dbj|BCGN01000002.1|-augustus-gene-9.51&CDS=1-1014, -processed-gene-10.86-mRNA-1_1&gene=genemark-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-10.86&CDS=1-1434, -processed-gene-5.17-mRNA-1_1&gene=genemark-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-5.17&CDS=1-3072
60	OG0000060	YLR034C, YOL122C	-processed-gene-12.24-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-12.24&CDS=1-1755, -processed-gene-15.75-mRNA-1_1&gene=genemark-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-15.75&CDS=1-1803, -processed-gene-8.79-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-8.79&CDS=1-1881
61	OG0000061	YLR155C, YLR157C, YLR158C, YLR160C	-processed-gene-7.76-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-7.76&CDS=1-1101
62	OG0000062	YLR237W, YOR071C, YOR192C	-processed-gene-10.19-mRNA-1_1&gene=augustus_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-10.19&CDS=1-1653, -processed-gene-9.87-mRNA-1_1&gene=snap_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-9.87&CDS=1-1728
63	OG0000063	YNR055C	-processed-gene-2.49-mRNA-1_1&gene=snap_masked-gi|1002316343|dbj|BCGN01000010.1|-processed-gene-2.49&CDS=1-1644, -processed-gene-2.68-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-2.68&CDS=1-1677, -processed-gene-7.66-mRNA-1_1&gene=snap_masked-gi|1002316346|dbj|BCGN01000007.1|-processed-gene-7.66&CDS=1-1641, -snap-gene-0.64-mRNA-1_1&gene=maker-gi|1002316344|dbj|BCGN01000009.1|-snap-gene-0.64&CDS=1-1671
64	OG0000064	YOR231W, YPL140C, YPR106W	-processed-gene-10.25-mRNA-1_1&gene=genemark-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-10.25&CDS=1-1857, -processed-gene-5.28-mRNA-1_1&gene=snap_masked-gi|1002316344|dbj|BCGN01000009.1|-processed-gene-5.28&CDS=1-1461
65	OG0000065	YBL008W, YOR038C	-augustus-gene-16.123-mRNA-1_1&gene=maker-gi|1002316351|dbj|BCGN01000002.1|-augustus-gene-16.123&CDS=1-2946, -processed-gene-11.74-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-11.74&CDS=1-3129
66	OG0000066	YBL045C, YLR163C	-processed-gene-11.25-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-11.25&CDS=1-1338, -processed-gene-2.149-mRNA-1_1&gene=snap_masked-gi|1002316341|dbj|BCGN01000012.1|-processed-gene-2.149&CDS=1-1401
67	OG0000067	YBL052C, YOR244W	-processed-gene-14.87-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-14.87&CDS=1-1746, -processed-gene-9.103-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-9.103&CDS=1-1392
68	OG0000068	YBL068W-A, YBL069W, YER101C	-processed-gene-4.70-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-4.70&CDS=1-1095
69	OG0000069	YBL089W, YER119C	-processed-gene-11.7-mRNA-1_1&gene=snap_masked-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-11.7&CDS=1-1482, -processed-gene-3.74-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-3.74&CDS=1-1344
70	OG0000070	YBR009C, YNL030W	-processed-gene-3.36-mRNA-1_1&gene=snap_masked-gi|1002316344|dbj|BCGN01000009.1|-processed-gene-3.36&CDS=1-309, -processed-gene-3.91-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-3.91&CDS=1-309
71	OG0000071	YBR010W, YNL031C	-processed-gene-3.19-mRNA-1_1&gene=snap_masked-gi|1002316344|dbj|BCGN01000009.1|-processed-gene-3.19&CDS=1-408, -processed-gene-3.72-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-3.72&CDS=1-408
72	OG0000072	YBR021W, YIR028W	-processed-gene-11.55-mRNA-1_1&gene=snap_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-11.55&CDS=1-1629, -processed-gene-3.94-mRNA-1_1&gene=snap_masked-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-3.94&CDS=1-1677
73	OG0000073	YBR038W, YNL192W	-processed-gene-3.60-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-3.60&CDS=1-3153, -processed-gene-7.103-mRNA-1_1&gene=snap_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-7.103&CDS=1-3339
74	OG0000074	YBR073W, YGL163C	-processed-gene-11.83-mRNA-1_1&gene=genemark-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-11.83&CDS=1-2424, -processed-gene-15.37-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-15.37&CDS=1-3231
75	OG0000075	YBR084W, YGR204W	-processed-gene-16.46-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-16.46&CDS=1-2922, -processed-gene-7.83-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-7.83&CDS=1-2814
76	OG0000076	YBR104W, YPR058W	-processed-gene-2.154-mRNA-1_1&gene=snap_masked-gi|1002316341|dbj|BCGN01000012.1|-processed-gene-2.154&CDS=1-933, -snap-gene-12.105-mRNA-1_1&gene=maker-gi|1002316351|dbj|BCGN01000002.1|-snap-gene-12.105&CDS=1-882
77	OG0000077	YBR177C, YPL095C	-processed-gene-10.69-mRNA-1_1&gene=snap_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-10.69&CDS=1-1389, -processed-gene-9.104-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-9.104&CDS=1-1329
78	OG0000078	YBR204C, YNL128W	-processed-gene-10.56-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-10.56&CDS=1-2019, -processed-gene-8.89-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-8.89&CDS=1-1170
79	OG0000079	YBR207W, YER145C	-processed-gene-13.98-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-13.98&CDS=1-1407, -processed-gene-3.14-mRNA-1_1&gene=snap_masked-gi|1002316342|dbj|BCGN01000011.1|-processed-gene-3.14&CDS=1-1155
80	OG0000080	YBR214W, YGL056C	-processed-gene-16.50-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-16.50&CDS=1-1644, -processed-gene-4.6-mRNA-1_1&gene=snap_masked-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-4.6&CDS=1-1725
81	OG0000081	YBR249C, YDR035W	-processed-gene-12.88-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-12.88&CDS=1-1122, -processed-gene-15.94-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-15.94&CDS=1-1113
82	OG0000082	YBR263W, YLR058C	-processed-gene-0.48-mRNA-1_1&gene=snap_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-0.48&CDS=1-1407, -processed-gene-1.95-mRNA-1_1&gene=snap_masked-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-1.95&CDS=1-1485
83	OG0000083	YBR293W, YMR088C	-processed-gene-9.32-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-9.32&CDS=1-1734, -snap-gene-7.42-mRNA-1_1&gene=maker-gi|1002316352|dbj|BCGN01000001.1|-snap-gene-7.42&CDS=1-1806
84	OG0000084	YCL067C, YCR039C, YCR096C	-processed-gene-18.65-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-18.65&CDS=1-711
85	OG0000085	YCR028C	-processed-gene-12.121-mRNA-1_1&gene=snap_masked-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-12.121&CDS=1-1587, -processed-gene-13.158-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-13.158&CDS=1-1557, -processed-gene-17.65-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-17.65&CDS=1-1605
86	OG0000086	YCR102C, YLR460C, YNL134C	-processed-gene-4.97-mRNA-1_1&gene=snap_masked-gi|1002316344|dbj|BCGN01000009.1|-processed-gene-4.97&CDS=1-1116
87	OG0000087	YDL066W, YLR174W	-processed-gene-10.89-mRNA-1_1&gene=snap_masked-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-10.89&CDS=1-1302, -processed-gene-6.64-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-6.64&CDS=1-1221
88	OG0000088	YDL091C, YML013W	-processed-gene-6.88-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-6.88&CDS=1-1935, -processed-gene-8.80-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-8.80&CDS=1-1833
89	OG0000089	YDL093W, YDL095W	-processed-gene-15.49-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-15.49&CDS=1-2502, -processed-gene-5.71-mRNA-1_1&gene=snap_masked-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-5.71&CDS=1-3243
90	OG0000090	YDL132W, YGR003W	-processed-gene-3.36-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-3.36&CDS=1-2487, -snap-gene-9.38-mRNA-1_1&gene=maker-gi|1002316351|dbj|BCGN01000002.1|-snap-gene-9.38&CDS=1-2367
91	OG0000091	YDL161W, YLR206W	-augustus-gene-1.1-mRNA-1_1&gene=maker-gi|1002316352|dbj|BCGN01000001.1|-augustus-gene-1.1&CDS=1-936, -processed-gene-6.48-mRNA-1_1&gene=snap_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-6.48&CDS=1-1782
92	OG0000092	YDL174C	-processed-gene-12.21-mRNA-1_1&gene=augustus_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-12.21&CDS=1-1776, -processed-gene-13.130-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-13.130&CDS=1-1770, -processed-gene-3.52-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-3.52&CDS=1-1776
93	OG0000093	YDR037W, YNL073W	-processed-gene-16.70-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-16.70&CDS=1-1788, -processed-gene-7.86-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-7.86&CDS=1-1998
94	OG0000094	YDR038C, YDR039C, YDR040C	-processed-gene-5.5-mRNA-1_1&gene=augustus_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-5.5&CDS=1-3231
95	OG0000095	YDR072C, YKL004W	-processed-gene-11.133-mRNA-1_1&gene=genemark-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-11.133&CDS=1-1542, -processed-gene-9.54-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-9.54&CDS=1-1449
96	OG0000096	YDR075W, YNR032W	-processed-gene-18.117-mRNA-1_1&gene=augustus_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-18.117&CDS=1-987, -processed-gene-9.48-mRNA-1_1&gene=snap_masked-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-9.48&CDS=1-918
97	OG0000097	YDR093W, YER166W	-processed-gene-4.67-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-4.67&CDS=1-5148, -processed-gene-6.66-mRNA-1_1&gene=snap_masked-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-6.66&CDS=1-4605
98	OG0000098	YDR144C, YLR120C, YLR121C	-processed-gene-14.39-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-14.39&CDS=1-1629
99	OG0000099	YDR146C, YLR131C	-processed-gene-4.40-mRNA-1_1&gene=augustus_masked-gi|1002316343|dbj|BCGN01000010.1|-processed-gene-4.40&CDS=1-2154, -processed-gene-4.77-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-4.77&CDS=1-1404
100	OG0000100	YDR160W, YPL265W	-processed-gene-0.42-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-0.42&CDS=1-1704, -processed-gene-18.37-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-18.37&CDS=1-3075
101	OG0000101	YDR178W, YLR164W	-processed-gene-11.24-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-11.24&CDS=1-546, -processed-gene-2.126-mRNA-1_1&gene=snap_masked-gi|1002316341|dbj|BCGN01000012.1|-processed-gene-2.126&CDS=1-489
102	OG0000102	YDR235W, YML046W	-processed-gene-12.40-mRNA-1_1&gene=augustus_masked-gi|1002316346|dbj|BCGN01000007.1|-processed-gene-12.40&CDS=1-1794, -processed-gene-6.65-mRNA-1_1&gene=snap_masked-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-6.65&CDS=1-1959
103	OG0000103	YDR242W	-processed-gene-10.11-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-10.11&CDS=1-1638, -processed-gene-3.81-mRNA-1_1&gene=augustus_masked-gi|1002316343|dbj|BCGN01000010.1|-processed-gene-3.81&CDS=1-1686, -snap-gene-21.23-mRNA-1_1&gene=maker-gi|1002316351|dbj|BCGN01000002.1|-snap-gene-21.23&CDS=1-1665
104	OG0000104	YDR256C, YGR088W	-processed-gene-21.51-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-21.51&CDS=1-1653, -processed-gene-22.99-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-22.99&CDS=1-1485
105	OG0000105	YDR295C, YPR179C	-processed-gene-12.64-mRNA-1_1&gene=snap_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-12.64&CDS=1-2076, -processed-gene-7.57-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-7.57&CDS=1-2388
106	OG0000106	YDR505C, YLR177W	-processed-gene-13.102-mRNA-1_1&gene=augustus_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-13.102&CDS=1-1632, -processed-gene-5.39-mRNA-1_1&gene=snap_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-5.39&CDS=1-1356
107	OG0000107	YDR536W	-processed-gene-0.66-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-0.66&CDS=1-1506, -processed-gene-16.66-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-16.66&CDS=1-1620, -processed-gene-8.65-mRNA-1_1&gene=snap_masked-gi|1002316346|dbj|BCGN01000007.1|-processed-gene-8.65&CDS=1-1584
108	OG0000108	YER017C, YMR089C	-processed-gene-22.90-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-22.90&CDS=1-2436, -processed-gene-7.109-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-7.109&CDS=1-2739
109	OG0000109	YER048C, YIR004W	-snap-gene-10.40-mRNA-1_1&gene=maker-gi|1002316352|dbj|BCGN01000001.1|-snap-gene-10.40&CDS=1-1512, -snap-gene-8.31-mRNA-1_1&gene=maker-gi|1002316345|dbj|BCGN01000008.1|-snap-gene-8.31&CDS=1-1377
110	OG0000110	YER054C, YIL045W	-processed-gene-15.51-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-15.51&CDS=1-1677, -processed-gene-7.24-mRNA-1_1&gene=snap_masked-gi|1002316344|dbj|BCGN01000009.1|-processed-gene-7.24&CDS=1-1914
111	OG0000111	YER056C, YER060W, YER060W-A	-processed-gene-11.97-mRNA-1_1&gene=genemark-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-11.97&CDS=1-1536
112	OG0000112	YER065C, YPR006C	-processed-gene-10.24-mRNA-1_1&gene=snap_masked-gi|1002316346|dbj|BCGN01000007.1|-processed-gene-10.24&CDS=1-1722, -processed-gene-3.56-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-3.56&CDS=1-1644
113	OG0000113	YER099C, YHL011C	-processed-gene-0.91-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-0.91&CDS=1-963, -processed-gene-11.55-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-11.55&CDS=1-960
114	OG0000114	YER107C, YOR026W	-processed-gene-6.7-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-6.7&CDS=1-1035, -snap-gene-3.107-mRNA-1_1&gene=maker-gi|1002316348|dbj|BCGN01000005.1|-snap-gene-3.107&CDS=1-1050
115	OG0000115	YER129W, YGL179C	-processed-gene-0.60-mRNA-1_1&gene=genemark-gi|1002316343|dbj|BCGN01000010.1|-processed-gene-0.60&CDS=1-5292, -processed-gene-21.70-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-21.70&CDS=1-2523
116	OG0000116	YER172C, YGR271W	-processed-gene-1.38-mRNA-1_1&gene=snap_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-1.38&CDS=1-6666, -processed-gene-8.82-mRNA-1_1&gene=snap_masked-gi|1002316344|dbj|BCGN01000009.1|-processed-gene-8.82&CDS=1-6039
117	OG0000117	YFL029C, YPL031C	-processed-gene-3.29-mRNA-1_1&gene=genemark-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-3.29&CDS=1-972, -processed-gene-7.132-mRNA-1_1&gene=snap_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-7.132&CDS=1-1056
118	OG0000118	YFL033C, YNL161W	-processed-gene-3.60-mRNA-1_1&gene=snap_masked-gi|1002316346|dbj|BCGN01000007.1|-processed-gene-3.60&CDS=1-6495, -processed-gene-8.84-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-8.84&CDS=1-1896
119	OG0000119	YFL054C, YLL043W	-processed-gene-20.36-mRNA-1_1&gene=genemark-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-20.36&CDS=1-999, -processed-gene-3.31-mRNA-1_1&gene=augustus_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-3.31&CDS=1-1134
120	OG0000120	YFL059W, YMR096W, YNL333W	-processed-gene-11.54-mRNA-1_1&gene=snap_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-11.54&CDS=1-909
121	OG0000121	YFL060C, YMR095C, YNL334C	-processed-gene-22.104-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-22.104&CDS=1-732
122	OG0000122	YFR004W, YLR073C	-processed-gene-14.51-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-14.51&CDS=1-933, -snap-gene-1.105-mRNA-1_1&gene=maker-gi|1002316349|dbj|BCGN01000004.1|-snap-gene-1.105&CDS=1-1353
123	OG0000123	YFR015C, YLR258W	-processed-gene-18.58-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-18.58&CDS=1-2154, -processed-gene-7.31-mRNA-1_1&gene=snap_masked-gi|1002316344|dbj|BCGN01000009.1|-processed-gene-7.31&CDS=1-2055
124	OG0000124	YGL003C, YGL116W	-processed-gene-15.88-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-15.88&CDS=1-1605, -processed-gene-6.58-mRNA-1_1&gene=snap_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-6.58&CDS=1-1842
125	OG0000125	YGL028C	-processed-gene-12.102-mRNA-1_1&gene=snap_masked-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-12.102&CDS=1-1224, -processed-gene-14.59-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-14.59&CDS=1-1452, -processed-gene-9.63-mRNA-1_1&gene=snap_masked-gi|1002316346|dbj|BCGN01000007.1|-processed-gene-9.63&CDS=1-828
126	OG0000126	YGL038C, YJR075W	-processed-gene-11.44-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-11.44&CDS=1-1179, -snap-gene-1.66-mRNA-1_1&gene=maker-gi|1002316347|dbj|BCGN01000006.1|-snap-gene-1.66&CDS=1-1428
127	OG0000127	YGL181W, YIL044C	-processed-gene-14.87-mRNA-1_1&gene=genemark-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-14.87&CDS=1-1500, -snap-gene-13.117-mRNA-1_1&gene=maker-gi|1002316349|dbj|BCGN01000004.1|-snap-gene-13.117&CDS=1-1083
128	OG0000128	YGL257C, YIL014W, YNR059W	-processed-gene-4.32-mRNA-1_1&gene=augustus_masked-gi|1002316344|dbj|BCGN01000009.1|-processed-gene-4.32&CDS=1-2364
129	OG0000129	YGR010W, YLR328W	-processed-gene-2.171-mRNA-1_1&gene=snap_masked-gi|1002316341|dbj|BCGN01000012.1|-processed-gene-2.171&CDS=1-1335, -processed-gene-4.79-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-4.79&CDS=1-1407
130	OG0000130	YGR019W	-processed-gene-12.79-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-12.79&CDS=1-1416, -processed-gene-2.62-mRNA-1_1&gene=snap_masked-gi|1002316346|dbj|BCGN01000007.1|-processed-gene-2.62&CDS=1-1500, -processed-gene-6.54-mRNA-1_1&gene=snap_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-6.54&CDS=1-1410
131	OG0000131	YGR121C, YPR138C	-processed-gene-10.10-mRNA-1_1&gene=snap_masked-gi|1002316346|dbj|BCGN01000007.1|-processed-gene-10.10&CDS=1-1443, -processed-gene-2.69-mRNA-1_1&gene=snap_masked-gi|1002316342|dbj|BCGN01000011.1|-processed-gene-2.69&CDS=1-1416
132	OG0000132	YGR237C	-processed-gene-13.9-mRNA-1_1&gene=augustus_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-13.9&CDS=1-990, -processed-gene-6.83-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-6.83&CDS=1-2514, -processed-gene-8.55-mRNA-1_1&gene=snap_masked-gi|1002316344|dbj|BCGN01000009.1|-processed-gene-8.55&CDS=1-1797
133	OG0000133	YGR240C, YMR205C	-processed-gene-18.37-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-18.37&CDS=1-3303, -processed-gene-18.57-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-18.57&CDS=1-2880
134	OG0000134	YGR260W	-processed-gene-13.136-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-13.136&CDS=1-1506, -processed-gene-16.64-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-16.64&CDS=1-1566, -processed-gene-3.104-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-3.104&CDS=1-1542
135	OG0000135	YHL033C, YLL045C	-processed-gene-15.68-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-15.68&CDS=1-801, -snap-gene-18.9-mRNA-1_1&gene=maker-gi|1002316352|dbj|BCGN01000001.1|-snap-gene-18.9&CDS=1-786
136	OG0000136	YHR023W, YOR326W	-processed-gene-17.52-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-17.52&CDS=1-4782, -snap-gene-3.120-mRNA-1_1&gene=maker-gi|1002316349|dbj|BCGN01000004.1|-snap-gene-3.120&CDS=1-4791
137	OG0000137	YHR104W	-processed-gene-0.20-mRNA-1_1&gene=snap_masked-gi|1002316346|dbj|BCGN01000007.1|-processed-gene-0.20&CDS=1-960, -processed-gene-12.21-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-12.21&CDS=1-954, -processed-gene-12.77-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-12.77&CDS=1-969
138	OG0000138	YHR179W, YPL171C	-processed-gene-2.61-mRNA-1_1&gene=snap_masked-gi|1002316342|dbj|BCGN01000011.1|-processed-gene-2.61&CDS=1-1254, -processed-gene-6.49-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-6.49&CDS=1-1257
139	OG0000139	YIL009W, YMR246W, YOR317W	-processed-gene-19.57-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-19.57&CDS=1-2088
140	OG0000140	YIL035C, YOR061W	-augustus-gene-12.145-mRNA-1_1&gene=maker-gi|1002316346|dbj|BCGN01000007.1|-augustus-gene-12.145&CDS=1-1017, -processed-gene-18.19-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-18.19&CDS=1-1071
141	OG0000141	YIL105C, YNL047C	-processed-gene-12.67-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-12.67&CDS=1-2319, -processed-gene-2.71-mRNA-1_1&gene=snap_masked-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-2.71&CDS=1-1989
142	OG0000142	YIL126W, YOR290C	-processed-gene-8.76-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-8.76&CDS=1-5421, -processed-gene-9.100-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-9.100&CDS=1-3861
143	OG0000143	YIR031C, YNL117W	-processed-gene-13.151-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-13.151&CDS=1-1668, -processed-gene-20.63-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-20.63&CDS=1-1629
