	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034635_Nadsonia_fulvescens
359	OG0000359	YDR388W	augustus_masked-flattened_line_162-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_162-processed-gene-0.27&CDS=1-1440, snap_masked-flattened_line_156-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_156-processed-gene-0.13&CDS=1-1248
360	OG0000360	YDR393W	augustus_masked-flattened_line_104-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-flattened_line_104-processed-gene-0.130&CDS=1-1722, augustus_masked-flattened_line_8-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.117&CDS=1-1284
361	OG0000361	YDR409W, YOR156C	augustus_masked-flattened_line_130-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_130-processed-gene-0.82&CDS=1-2895
362	OG0000362	YDR414C	maker-flattened_line_70-snap-gene-0.8-mRNA-1_1&gene=maker-flattened_line_70-snap-gene-0.8&CDS=1-1164, snap_masked-flattened_line_50-processed-gene-0.97-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.97&CDS=1-984
363	OG0000363	YDR424C	maker-flattened_line_58-snap-gene-0.11-mRNA-1_1&gene=maker-flattened_line_58-snap-gene-0.11&CDS=1-207, snap_masked-flattened_line_6-processed-gene-1.81-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.81&CDS=1-219
364	OG0000364	YDR428C	augustus_masked-flattened_line_108-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.19&CDS=1-888, augustus_masked-flattened_line_32-processed-gene-1.140-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.140&CDS=1-810
365	OG0000365	YDR451C, YML027W	augustus_masked-flattened_line_28-processed-gene-1.152-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.152&CDS=1-2934
366	OG0000366	YDR453C, YML028W	augustus_masked-flattened_line_158-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_158-processed-gene-0.3&CDS=1-585
367	OG0000367	YDR458C, YML034W	maker-flattened_line_150-snap-gene-0.43-mRNA-1_1&gene=maker-flattened_line_150-snap-gene-0.43&CDS=1-3102
368	OG0000368	YDR497C, YOL103W	augustus_masked-flattened_line_0-processed-gene-4.28-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.28&CDS=1-1653
369	OG0000369	YDR500C, YLR185W	augustus_masked-flattened_line_42-processed-gene-0.177-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.177&CDS=1-264
370	OG0000370	YDR501W, YLR183C	augustus_masked-flattened_line_16-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.104&CDS=1-1959
371	OG0000371	YDR517W	augustus_masked-flattened_line_205-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_205-processed-gene-0.2&CDS=1-1485, snap_masked-flattened_line_2043-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_2043-processed-gene-0.0&CDS=1-189
372	OG0000372	YEL006W, YIL006W	augustus_masked-flattened_line_18-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.12&CDS=1-1083
373	OG0000373	YEL022W, YJR031C	augustus_masked-flattened_line_72-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.29&CDS=1-4839
374	OG0000374	YEL034W, YJR047C	augustus_masked-flattened_line_112-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.36&CDS=1-474
375	OG0000375	YEL047C, YJR051W	augustus_masked-flattened_line_68-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.47&CDS=1-1467
376	OG0000376	YEL056W	augustus_masked-flattened_line_96-processed-gene-0.177-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.177&CDS=1-2322, maker-flattened_line_128-augustus-gene-0.34-mRNA-1_1&gene=maker-flattened_line_128-augustus-gene-0.34&CDS=1-1281
377	OG0000377	YER031C, YGL210W	snap_masked-flattened_line_2-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.18&CDS=1-654
378	OG0000378	YER042W	augustus_masked-flattened_line_6-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.124&CDS=1-573, genemark-flattened_line_64-processed-gene-0.185-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.185&CDS=1-591
379	OG0000379	YER052C	augustus_masked-flattened_line_124-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_124-processed-gene-0.64&CDS=1-1521, augustus_masked-flattened_line_8-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.119&CDS=1-1509
380	OG0000380	YER053C	augustus_masked-flattened_line_8-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.92&CDS=1-951, maker-flattened_line_144-augustus-gene-0.20-mRNA-1_1&gene=maker-flattened_line_144-augustus-gene-0.20&CDS=1-963
381	OG0000381	YER059W, YIL050W	augustus_masked-flattened_line_142-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_142-processed-gene-0.54&CDS=1-2487
382	OG0000382	YER062C, YIL053W	maker-flattened_line_60-snap-gene-0.247-mRNA-1_1&gene=maker-flattened_line_60-snap-gene-0.247&CDS=1-1395
383	OG0000383	YER064C, YIL056W	augustus_masked-flattened_line_64-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.22&CDS=1-1923
384	OG0000384	YER066W, YFL009W	augustus_masked-flattened_line_0-processed-gene-8.17-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.17&CDS=1-2889
385	OG0000385	YER068W	augustus_masked-flattened_line_0-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.141&CDS=1-2283, snap_masked-flattened_line_76-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.73&CDS=1-1971
386	OG0000386	YER129W, YGL179C	augustus_masked-flattened_line_62-processed-gene-0.173-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.173&CDS=1-3858
387	OG0000387	YER166W	augustus_masked-flattened_line_154-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_154-processed-gene-0.19&CDS=1-4428, maker-flattened_line_46-augustus-gene-0.139-mRNA-1_1&gene=maker-flattened_line_46-augustus-gene-0.139&CDS=1-5379
388	OG0000388	YER168C	augustus_masked-flattened_line_44-processed-gene-0.210-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.210&CDS=1-1548, augustus_masked-flattened_line_62-processed-gene-0.208-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.208&CDS=1-1650
389	OG0000389	YER185W, YGR213C	genemark-flattened_line_38-processed-gene-0.189-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.189&CDS=1-804
390	OG0000390	YFL001W	augustus_masked-flattened_line_24-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.98&CDS=1-2010, augustus_masked-flattened_line_8-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.118&CDS=1-1221
391	OG0000391	YFL004W, YPL019C	augustus_masked-flattened_line_54-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.40&CDS=1-2439
392	OG0000392	YFL017C	augustus_masked-flattened_line_110-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.139&CDS=1-501, maker-flattened_line_30-augustus-gene-1.132-mRNA-1_1&gene=maker-flattened_line_30-augustus-gene-1.132&CDS=1-504
393	OG0000393	YFL025C	augustus_masked-flattened_line_52-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.29&CDS=1-2991, maker-flattened_line_164-augustus-gene-0.22-mRNA-1_1&gene=maker-flattened_line_164-augustus-gene-0.22&CDS=1-3927
394	OG0000394	YFL034W	augustus_masked-flattened_line_92-processed-gene-0.167-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.167&CDS=1-2640, maker-flattened_line_8-snap-gene-1.93-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-1.93&CDS=1-3420
395	OG0000395	YFL050C, YOL130W	augustus_masked-flattened_line_36-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.9&CDS=1-2004
396	OG0000396	YFR011C	augustus_masked-flattened_line_2-processed-gene-5.26-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.26&CDS=1-462, augustus_masked-flattened_line_96-processed-gene-0.173-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.173&CDS=1-2397
397	OG0000397	YFR014C, YOL016C	augustus_masked-flattened_line_96-processed-gene-0.181-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.181&CDS=1-1335
398	OG0000398	YFR016C	augustus_masked-flattened_line_94-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.32&CDS=1-429, maker-flattened_line_82-augustus-gene-0.151-mRNA-1_1&gene=maker-flattened_line_82-augustus-gene-0.151&CDS=1-612
399	OG0000399	YGL006W	augustus_masked-flattened_line_26-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.30&CDS=1-3453, augustus_masked-flattened_line_50-processed-gene-0.170-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.170&CDS=1-3537
400	OG0000400	YGL008C	augustus_masked-flattened_line_16-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.101&CDS=1-2706, augustus_masked-flattened_line_42-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.152&CDS=1-2712
401	OG0000401	YGL030W	augustus_masked-flattened_line_2-processed-gene-5.13-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.13&CDS=1-318, augustus_masked-flattened_line_28-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.85&CDS=1-312
402	OG0000402	YGL044C	augustus_masked-flattened_line_72-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.35&CDS=1-831, maker-flattened_line_72-snap-gene-0.51-mRNA-1_1&gene=maker-flattened_line_72-snap-gene-0.51&CDS=1-738
403	OG0000403	YGL054C	maker-flattened_line_0-snap-gene-5.49-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-5.49&CDS=1-366, maker-flattened_line_12-snap-gene-1.41-mRNA-1_1&gene=maker-flattened_line_12-snap-gene-1.41&CDS=1-402
404	OG0000404	YGL066W	augustus_masked-flattened_line_12-processed-gene-2.3-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.3&CDS=1-1185, maker-flattened_line_18-augustus-gene-2.108-mRNA-1_1&gene=maker-flattened_line_18-augustus-gene-2.108&CDS=1-1458
405	OG0000405	YGL082W, YPL191C	augustus_masked-flattened_line_62-processed-gene-0.230-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.230&CDS=1-1392
406	OG0000406	YGL092W	augustus_masked-flattened_line_18-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.27&CDS=1-3324, genemark-flattened_line_78-processed-gene-0.109-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.109&CDS=1-1206
407	OG0000407	YGL096W, YPL177C	augustus_masked-flattened_line_4-processed-gene-5.159-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.159&CDS=1-1326
408	OG0000408	YGL116W	augustus_masked-flattened_line_0-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.133&CDS=1-1806, augustus_masked-flattened_line_32-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.130&CDS=1-2103
409	OG0000409	YGL133W, YPL216W	augustus_masked-flattened_line_2-processed-gene-3.108-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.108&CDS=1-3369
410	OG0000410	YGL135W, YPL220W	augustus_masked-flattened_line_2-processed-gene-3.121-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.121&CDS=1-651
411	OG0000411	YGL186C	augustus_masked-flattened_line_14-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.24&CDS=1-1632, augustus_masked-flattened_line_24-processed-gene-1.195-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.195&CDS=1-1578
412	OG0000412	YGL237C	augustus_masked-flattened_line_34-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.6&CDS=1-699, augustus_masked-flattened_line_36-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.39&CDS=1-687
413	OG0000413	YGL258W, YOR387C	snap_masked-flattened_line_38-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.87&CDS=1-579
414	OG0000414	YGR014W	augustus_masked-flattened_line_78-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.13&CDS=1-2967, snap_masked-flattened_line_48-processed-gene-0.108-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.108&CDS=1-4389
415	OG0000415	YGR028W	augustus_masked-flattened_line_8-processed-gene-3.14-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.14&CDS=1-1143, maker-flattened_line_0-augustus-gene-6.89-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-6.89&CDS=1-1122
416	OG0000416	YGR031W	augustus_masked-flattened_line_18-processed-gene-2.156-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.156&CDS=1-987, augustus_masked-flattened_line_6-processed-gene-4.36-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.36&CDS=1-942
417	OG0000417	YGR038W, YLR350W	augustus_masked-flattened_line_4-processed-gene-3.75-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.75&CDS=1-585
418	OG0000418	YGR056W, YLR357W	augustus_masked-flattened_line_10-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.110&CDS=1-2880
419	OG0000419	YGR060W	augustus_masked-flattened_line_100-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.26&CDS=1-876, augustus_masked-flattened_line_34-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.44&CDS=1-900
420	OG0000420	YGR085C, YPR102C	augustus_masked-flattened_line_74-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.131&CDS=1-522
421	OG0000421	YGR086C	augustus_masked-flattened_line_116-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_116-processed-gene-0.21&CDS=1-963, augustus_masked-flattened_line_46-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.28&CDS=1-924
422	OG0000422	YGR092W, YPR111W	augustus_masked-flattened_line_0-processed-gene-8.41-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.41&CDS=1-1845
423	OG0000423	YGR108W, YPR119W	augustus_masked-flattened_line_90-processed-gene-0.173-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.173&CDS=1-1674
424	OG0000424	YGR110W	augustus_masked-flattened_line_173-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_173-processed-gene-0.13&CDS=1-1287, augustus_masked-flattened_line_26-processed-gene-1.199-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.199&CDS=1-1380
425	OG0000425	YGR121C, YPR138C	augustus_masked-flattened_line_140-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_140-processed-gene-0.24&CDS=1-1494
426	OG0000426	YGR131W, YPR149W	snap_masked-flattened_line_98-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.5&CDS=1-495
427	OG0000427	YGR132C	augustus_masked-flattened_line_6-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.117&CDS=1-927, maker-flattened_line_52-augustus-gene-0.158-mRNA-1_1&gene=maker-flattened_line_52-augustus-gene-0.158&CDS=1-855
428	OG0000428	YGR136W, YPR154W	genemark-flattened_line_106-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_106-processed-gene-0.91&CDS=1-837
429	OG0000429	YGR138C, YPR156C	augustus_masked-flattened_line_62-processed-gene-0.176-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.176&CDS=1-1857
430	OG0000430	YGR141W, YPR157W	snap_masked-flattened_line_68-processed-gene-0.200-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.200&CDS=1-1266
431	OG0000431	YGR172C	augustus_masked-flattened_line_34-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.1&CDS=1-780, augustus_masked-flattened_line_36-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.8&CDS=1-765
432	OG0000432	YGR209C, YLR043C	augustus_masked-flattened_line_158-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_158-processed-gene-0.11&CDS=1-402
433	OG0000433	YGR214W, YLR048W	augustus_masked-flattened_line_66-processed-gene-0.165-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.165&CDS=1-792
434	OG0000434	YGR238C, YHR158C	maker-flattened_line_0-snap-gene-7.157-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-7.157&CDS=1-4128
435	OG0000435	YGR241C, YHR161C	snap_masked-flattened_line_88-processed-gene-0.128-mRNA-1_1&gene=snap_masked-flattened_line_88-processed-gene-0.128&CDS=1-1863
436	OG0000436	YGR243W, YHR162W	augustus_masked-flattened_line_0-processed-gene-5.29-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.29&CDS=1-429
437	OG0000437	YGR267C	augustus_masked-flattened_line_14-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.132&CDS=1-918, augustus_masked-flattened_line_4-processed-gene-2.0-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.0&CDS=1-885
438	OG0000438	YGR279C, YMR305C	augustus_masked-flattened_line_74-processed-gene-0.170-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.170&CDS=1-1161
439	OG0000439	YGR283C, YMR310C	augustus_masked-flattened_line_185-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_185-processed-gene-0.18&CDS=1-1068
440	OG0000440	YHL003C, YKL008C	augustus_masked-flattened_line_40-processed-gene-0.180-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.180&CDS=1-1239
441	OG0000441	YHL007C	augustus_masked-flattened_line_32-processed-gene-1.147-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.147&CDS=1-3339, maker-flattened_line_40-snap-gene-0.171-mRNA-1_1&gene=maker-flattened_line_40-snap-gene-0.171&CDS=1-3039
442	OG0000442	YHL015W	augustus_masked-flattened_line_144-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_144-processed-gene-0.46&CDS=1-351, maker-flattened_line_28-augustus-gene-1.6-mRNA-1_1&gene=maker-flattened_line_28-augustus-gene-1.6&CDS=1-351
443	OG0000443	YHL017W, YKL039W	augustus_masked-flattened_line_86-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.36&CDS=1-1890
444	OG0000444	YHR001W, YKR003W	snap_masked-flattened_line_8-processed-gene-3.94-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-3.94&CDS=1-1458
445	OG0000445	YHR003C, YKL027W	augustus_masked-flattened_line_106-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_106-processed-gene-0.6&CDS=1-1464
446	OG0000446	YHR013C	augustus_masked-flattened_line_4-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.51&CDS=1-576, genemark-flattened_line_14-processed-gene-0.55-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.55&CDS=1-651
447	OG0000447	YHR021C, YKL156W	augustus_masked-flattened_line_146-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_146-processed-gene-0.54&CDS=1-246
448	OG0000448	YHR028C	augustus_masked-flattened_line_24-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.111&CDS=1-2466, augustus_masked-flattened_line_30-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.101&CDS=1-2727
449	OG0000449	YHR063C	augustus_masked-flattened_line_104-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_104-processed-gene-0.94&CDS=1-1248, augustus_masked-flattened_line_114-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.107&CDS=1-2028
450	OG0000450	YHR070W	augustus_masked-flattened_line_32-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.141&CDS=1-1404, augustus_masked-flattened_line_66-processed-gene-0.210-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.210&CDS=1-1521
451	OG0000451	YHR071W	augustus_masked-flattened_line_0-processed-gene-5.28-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.28&CDS=1-903, augustus_masked-flattened_line_12-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.23&CDS=1-1209
