	OrthologID	Saccharomyces_cerevisiae	Wickerhamiella_domercqiae
64	OG0000064	YDR038C, YDR039C, YDR040C	-processed-gene-17.70-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-17.70&CDS=1-3198
65	OG0000065	YDR127W, YLR398C	-augustus-gene-10.2-mRNA-1_1&gene=maker-gi|1002316080|dbj|BCGM01000002.1|-augustus-gene-10.2&CDS=1-4197, -processed-gene-6.25-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-6.25&CDS=1-10860
66	OG0000066	YDR146C, YLR131C	-processed-gene-16.42-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-16.42&CDS=1-3300, -processed-gene-6.22-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-6.22&CDS=1-1932
67	OG0000067	YDR172W, YKR084C	-processed-gene-11.98-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-11.98&CDS=1-2250, -processed-gene-33.69-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-33.69&CDS=1-3159
68	OG0000068	YDR334W, YGL150C	-processed-gene-13.16-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-13.16&CDS=1-3648, -processed-gene-16.68-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-16.68&CDS=1-4461
69	OG0000069	YDR477W, YKL101W	-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-0.10&CDS=1-2847, -processed-gene-16.92-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-16.92&CDS=1-1608
70	OG0000070	YEL036C, YMR278W	-augustus-gene-27.64-mRNA-1_1&gene=maker-gi|1002316081|dbj|BCGM01000001.1|-augustus-gene-27.64&CDS=1-3324, -processed-gene-31.45-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-31.45&CDS=1-3756
71	OG0000071	YER056C, YER060W, YER060W-A	-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-1.29&CDS=1-1791
72	OG0000072	YER065C, YPR006C	-processed-gene-14.40-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-14.40&CDS=1-1590, -processed-gene-6.31-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-6.31&CDS=1-1635
73	OG0000073	YER103W, YNL209W	-processed-gene-18.9-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-18.9&CDS=1-1920, -processed-gene-25.28-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-25.28&CDS=1-1857
74	OG0000074	YER133W, YML016C	-processed-gene-11.21-mRNA-1_1&gene=snap_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-11.21&CDS=1-1557, -processed-gene-16.70-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-16.70&CDS=1-990
75	OG0000075	YFL055W, YGR271W	-processed-gene-19.30-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-19.30&CDS=1-6138, -processed-gene-35.90-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-35.90&CDS=1-6942
76	OG0000076	YFR019W, YGL023C	-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-2.75&CDS=1-1698, -processed-gene-34.107-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-34.107&CDS=1-5478
77	OG0000077	YFR037C, YJL176C	-augustus-gene-15.211-mRNA-1_1&gene=maker-gi|1002316080|dbj|BCGM01000002.1|-augustus-gene-15.211&CDS=1-2412, -processed-gene-13.139-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-13.139&CDS=1-2241
78	OG0000078	YGL003C, YGL116W	-processed-gene-3.91-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-3.91&CDS=1-1386, -processed-gene-5.30-mRNA-1_1&gene=snap_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-5.30&CDS=1-1428
79	OG0000079	YGR143W, YPR159W	-augustus-gene-16.2-mRNA-1_1&gene=maker-gi|1002316080|dbj|BCGM01000002.1|-augustus-gene-16.2&CDS=1-2733, -processed-gene-9.167-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-9.167&CDS=1-2487
80	OG0000080	YGR154C, YKR076W, YMR251W	-processed-gene-18.4-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-18.4&CDS=1-960
81	OG0000081	YGR192C, YJL052W, YJR009C	-processed-gene-21.97-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-21.97&CDS=1-1005
82	OG0000082	YGR254W	-processed-gene-17.93-mRNA-1_1&gene=snap_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-17.93&CDS=1-1317, -processed-gene-21.61-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-21.61&CDS=1-1317, -processed-gene-36.129-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-36.129&CDS=1-1317
83	OG0000083	YHL007C, YNL298W	-augustus-gene-4.158-mRNA-1_1&gene=maker-gi|1002316080|dbj|BCGM01000002.1|-augustus-gene-4.158&CDS=1-4488, -processed-gene-3.74-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-3.74&CDS=1-2598
84	OG0000084	YHL010C	-processed-gene-17.101-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-17.101&CDS=1-1404, -processed-gene-17.41-mRNA-1_1&gene=snap_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-17.41&CDS=1-831, -processed-gene-30.83-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-30.83&CDS=1-2079
85	OG0000085	YHR023W, YOR326W	-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-1.20&CDS=1-5523, -processed-gene-10.62-mRNA-1_1&gene=snap_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-10.62&CDS=1-4701
86	OG0000086	YHR047C, YKL212W	-processed-gene-17.107-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-17.107&CDS=1-5325, -processed-gene-4.28-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-4.28&CDS=1-2574
87	OG0000087	YHR098C, YNL049C	-processed-gene-23.114-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-23.114&CDS=1-2628, -processed-gene-3.94-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-3.94&CDS=1-2451
88	OG0000088	YHR208W, YJR148W	-processed-gene-13.152-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-13.152&CDS=1-1083, -processed-gene-4.6-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-4.6&CDS=1-1701
89	OG0000089	YIL009W, YMR246W, YOR317W	-processed-gene-6.38-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-6.38&CDS=1-2058
90	OG0000090	YIL078W, YKL194C	-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-0.35&CDS=1-2082, -processed-gene-34.77-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-34.77&CDS=1-1302
91	OG0000091	YIL123W, YJL116C, YNL066W	-processed-gene-10.22-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-10.22&CDS=1-1287
92	OG0000092	YIL147C	-processed-gene-12.41-mRNA-1_1&gene=snap_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-12.41&CDS=1-3162, -processed-gene-27.4-mRNA-1_1&gene=snap_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-27.4&CDS=1-2943, -processed-gene-34.17-mRNA-1_1&gene=snap_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-34.17&CDS=1-3273
93	OG0000093	YJL073W, YMR214W	-processed-gene-13.96-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-13.96&CDS=1-2865, -processed-gene-2.74-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-2.74&CDS=1-1503
94	OG0000094	YJL087C, YLR038C	-processed-gene-12.101-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-12.101&CDS=1-3570, -processed-gene-21.72-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-21.72&CDS=1-2235
95	OG0000095	YJL130C, YJR109C	-processed-gene-1.92-mRNA-1_1&gene=snap_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-1.92&CDS=1-3396, -processed-gene-29.85-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-29.85&CDS=1-6576
96	OG0000096	YJL194W, YML065W	-processed-gene-9.12-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-9.12&CDS=1-2088, -processed-gene-9.59-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-9.59&CDS=1-1485
97	OG0000097	YJL200C, YLR304C	-processed-gene-12.33-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-12.33&CDS=1-2385, -processed-gene-24.12-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-24.12&CDS=1-2325
98	OG0000098	YKL188C, YPL147W	-augustus-gene-2.56-mRNA-1_1&gene=maker-gi|1002316079|dbj|BCGM01000003.1|-augustus-gene-2.56&CDS=1-2811, -processed-gene-26.91-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-26.91&CDS=1-2184
99	OG0000099	YKL209C	-processed-gene-36.101-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-36.101&CDS=1-3906, -processed-gene-8.121-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-8.121&CDS=1-3996, -processed-gene-9.88-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-9.88&CDS=1-3495
100	OG0000100	YKL220C, YNR060W, YOR381W	-processed-gene-0.46-mRNA-1_1&gene=snap_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-0.46&CDS=1-2043
101	OG0000101	YKR039W	-augustus-gene-7.132-mRNA-1_1&gene=maker-gi|1002316079|dbj|BCGM01000003.1|-augustus-gene-7.132&CDS=1-2826, -processed-gene-10.32-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-10.32&CDS=1-1779, -processed-gene-25.39-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-25.39&CDS=1-1905
102	OG0000102	YLL028W	-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-gi|1002316078|dbj|BCGM01000004.1|-processed-gene-0.24&CDS=1-1605, -processed-gene-2.27-mRNA-1_1&gene=augustus_masked-gi|1002316078|dbj|BCGM01000004.1|-processed-gene-2.27&CDS=1-2988, -processed-gene-3.141-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-3.141&CDS=1-2235
103	OG0000103	YLL062C, YMR321C, YPL273W	-processed-gene-31.27-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-31.27&CDS=1-1398
104	OG0000104	YLR008C, YLR050C	-processed-gene-4.15-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-4.15&CDS=1-2385, -processed-gene-8.124-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-8.124&CDS=1-318
105	OG0000105	YLR069C, YMR058W	-augustus-gene-2.46-mRNA-1_1&gene=maker-gi|1002316080|dbj|BCGM01000002.1|-augustus-gene-2.46&CDS=1-2574, -augustus-gene-32.52-mRNA-1_1&gene=maker-gi|1002316081|dbj|BCGM01000001.1|-augustus-gene-32.52&CDS=1-4266
106	OG0000106	YLR152C, YNL095C, YOR092W	-processed-gene-16.8-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-16.8&CDS=1-4572
107	OG0000107	YML007W, YOR028C	-processed-gene-13.83-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-13.83&CDS=1-1227, -processed-gene-6.3-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-6.3&CDS=1-489
108	OG0000108	YML116W, YMR279C	-processed-gene-13.22-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-13.22&CDS=1-1737, -processed-gene-13.23-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-13.23&CDS=1-1575
109	OG0000109	YMR001C, YPL078C	-processed-gene-19.154-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-19.154&CDS=1-2145, -processed-gene-8.78-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-8.78&CDS=1-2742
110	OG0000110	YMR020W	-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-gi|1002316078|dbj|BCGM01000004.1|-processed-gene-1.122&CDS=1-6855, -processed-gene-14.43-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-14.43&CDS=1-1299, -processed-gene-8.74-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-8.74&CDS=1-1218
111	OG0000111	YNL083W, YPR011C	-processed-gene-19.146-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-19.146&CDS=1-1512, -processed-gene-3.159-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-3.159&CDS=1-963
112	OG0000112	YOL062C, YPL259C	-processed-gene-17.78-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-17.78&CDS=1-2004, -processed-gene-3.180-mRNA-1_1&gene=augustus_masked-gi|1002316078|dbj|BCGM01000004.1|-processed-gene-3.180&CDS=1-1305
113	OG0000113	YOR084W, YOR142W	-augustus-gene-34.57-mRNA-1_1&gene=maker-gi|1002316081|dbj|BCGM01000001.1|-augustus-gene-34.57&CDS=1-2559, -processed-gene-9.123-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-9.123&CDS=1-2904
114	OG0000114	YOR256C, YPL176C	-processed-gene-16.148-mRNA-1_1&gene=genemark-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-16.148&CDS=1-2370, -processed-gene-18.1-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-18.1&CDS=1-3693
115	OG0000115		-processed-gene-0.60-mRNA-1_1&gene=genemark-gi|1002316078|dbj|BCGM01000004.1|-processed-gene-0.60&CDS=1-1332, -processed-gene-20.27-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-20.27&CDS=1-576, -processed-gene-20.47-mRNA-1_1&gene=snap_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-20.47&CDS=1-1005, -processed-gene-36.100-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-36.100&CDS=1-3285
116	OG0000116		-processed-gene-21.38-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-21.38&CDS=1-972, -processed-gene-36.106-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-36.106&CDS=1-894, -processed-gene-36.62-mRNA-1_1&gene=snap_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-36.62&CDS=1-960, -snap-gene-21.2-mRNA-1_1&gene=maker-gi|1002316080|dbj|BCGM01000002.1|-snap-gene-21.2&CDS=1-873
117	OG0000117	YAL007C, YOR016C	-processed-gene-13.164-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-13.164&CDS=1-612
118	OG0000118	YAL015C, YOL043C	-processed-gene-14.5-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-14.5&CDS=1-1062
119	OG0000119	YAL017W, YOL045W	-processed-gene-13.43-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-13.43&CDS=1-3456
120	OG0000120	YAL026C	-processed-gene-14.53-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-14.53&CDS=1-5463, -processed-gene-16.59-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-16.59&CDS=1-1875
121	OG0000121	YAL034C, YOR338W	-processed-gene-7.67-mRNA-1_1&gene=snap_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-7.67&CDS=1-1041
122	OG0000122	YAL040C	-processed-gene-3.166-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-3.166&CDS=1-1146, -processed-gene-35.71-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-35.71&CDS=1-1107
123	OG0000123	YAL049C	-processed-gene-13.154-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-13.154&CDS=1-747, -processed-gene-36.61-mRNA-1_1&gene=snap_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-36.61&CDS=1-741
124	OG0000124	YAL053W, YOR365C	-augustus-gene-5.49-mRNA-1_1&gene=maker-gi|1002316081|dbj|BCGM01000001.1|-augustus-gene-5.49&CDS=1-6309
125	OG0000125	YAL062W, YOR375C	-augustus-gene-33.58-mRNA-1_1&gene=maker-gi|1002316081|dbj|BCGM01000001.1|-augustus-gene-33.58&CDS=1-2556
126	OG0000126	YAR042W, YDL019C	-processed-gene-13.93-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-13.93&CDS=1-3207
127	OG0000127	YBL002W, YDR224C	-processed-gene-8.66-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-8.66&CDS=1-396
128	OG0000128	YBL003C, YDR225W	-processed-gene-8.34-mRNA-1_1&gene=snap_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-8.34&CDS=1-399
129	OG0000129	YBL009W, YGL021W	-processed-gene-13.14-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-13.14&CDS=1-1671
130	OG0000130	YBL027W, YBR084C-A	-processed-gene-20.41-mRNA-1_1&gene=snap_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-20.41&CDS=1-558
131	OG0000131	YBL039C, YJR103W	-processed-gene-2.61-mRNA-1_1&gene=genemark-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-2.61&CDS=1-8724
132	OG0000132	YBL056W, YER089C	-processed-gene-24.10-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-24.10&CDS=1-1392
133	OG0000133	YBL067C, YER098W	-processed-gene-6.13-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-6.13&CDS=1-1644
134	OG0000134	YBL072C, YER102W	-processed-gene-16.38-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-16.38&CDS=1-579
135	OG0000135	YBL079W, YER105C	-processed-gene-24.7-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-24.7&CDS=1-3768
136	OG0000136	YBL087C, YER117W	-processed-gene-14.92-mRNA-1_1&gene=snap_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-14.92&CDS=1-411
137	OG0000137	YBL091C-A, YER120W	-snap-gene-11.91-mRNA-1_1&gene=maker-gi|1002316081|dbj|BCGM01000001.1|-snap-gene-11.91&CDS=1-1479
138	OG0000138	YBL106C, YPR032W	-processed-gene-11.15-mRNA-1_1&gene=snap_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-11.15&CDS=1-2790
139	OG0000139	YBR001C, YDR001C	-processed-gene-13.32-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-13.32&CDS=1-1539
140	OG0000140	YBR008C	-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-0.24&CDS=1-1653, -processed-gene-12.21-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-12.21&CDS=1-1995
141	OG0000141	YBR009C, YNL030W	-processed-gene-5.141-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-5.141&CDS=1-303
142	OG0000142	YBR010W, YNL031C	-processed-gene-32.94-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-32.94&CDS=1-888
143	OG0000143	YBR020W, YDR009W	-augustus-gene-32.54-mRNA-1_1&gene=maker-gi|1002316081|dbj|BCGM01000001.1|-augustus-gene-32.54&CDS=1-3144
144	OG0000144	YBR021W, YIR028W	-processed-gene-17.19-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-17.19&CDS=1-1800
145	OG0000145	YBR031W, YDR012W	-processed-gene-2.20-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-2.20&CDS=1-1068
146	OG0000146	YBR048W, YDR025W	-processed-gene-23.118-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-23.118&CDS=1-465
147	OG0000147	YBR082C, YDR059C	-processed-gene-3.96-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-3.96&CDS=1-441
148	OG0000148	YBR089C-A, YPR052C	-processed-gene-12.36-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-12.36&CDS=1-291
149	OG0000149	YBR104W, YPR058W	-processed-gene-13.136-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-13.136&CDS=1-927
150	OG0000150	YBR118W, YPR080W	-processed-gene-17.43-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-17.43&CDS=1-1374
151	OG0000151	YBR147W, YOL092W	-processed-gene-12.42-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-12.42&CDS=1-795
152	OG0000152	YBR161W, YPL057C	-processed-gene-20.24-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-20.24&CDS=1-1068
153	OG0000153	YBR172C, YPL105C	-processed-gene-22.47-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-22.47&CDS=1-2064
154	OG0000154	YBR181C, YPL090C	-augustus-gene-15.206-mRNA-1_1&gene=maker-gi|1002316080|dbj|BCGM01000002.1|-augustus-gene-15.206&CDS=1-1761
155	OG0000155	YBR191W, YPL079W	-processed-gene-4.20-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-4.20&CDS=1-474
156	OG0000156	YBR208C	-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-0.1&CDS=1-5361, -processed-gene-1.18-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-1.18&CDS=1-3606
157	OG0000157	YBR214W, YGL056C	-processed-gene-21.190-mRNA-1_1&gene=snap_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-21.190&CDS=1-1281
158	OG0000158	YBR216C, YGL060W	-processed-gene-12.51-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-12.51&CDS=1-1824
159	OG0000159	YBR241C, YGL104C	-processed-gene-15.88-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-15.88&CDS=1-1224
160	OG0000160	YBR242W, YGL101W	-processed-gene-7.22-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-7.22&CDS=1-639
161	OG0000161	YBR294W, YLR092W	-snap-gene-29.54-mRNA-1_1&gene=maker-gi|1002316081|dbj|BCGM01000001.1|-snap-gene-29.54&CDS=1-2469
162	OG0000162	YCL011C, YNL004W	-processed-gene-3.93-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-3.93&CDS=1-918
163	OG0000163	YCL035C, YDR513W	-processed-gene-13.53-mRNA-1_1&gene=snap_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-13.53&CDS=1-276
164	OG0000164	YCL040W, YDR516C	-processed-gene-5.127-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-5.127&CDS=1-1872
165	OG0000165	YCL050C, YDR530C	-processed-gene-8.3-mRNA-1_1&gene=snap_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-8.3&CDS=1-918
166	OG0000166	YCR008W	-processed-gene-16.102-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-16.102&CDS=1-1602, -processed-gene-27.86-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-27.86&CDS=1-1740
167	OG0000167	YCR010C, YNR002C	-processed-gene-27.73-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-27.73&CDS=1-828
168	OG0000168	YCR026C, YEL016C	-augustus-gene-13.49-mRNA-1_1&gene=maker-gi|1002316079|dbj|BCGM01000003.1|-augustus-gene-13.49&CDS=1-3876
