	OrthologID	Lachancea_quebecensis	Saccharomyces_cerevisiae
73	OG0000073	augustus_masked-LAQU0S03-processed-gene-6.143-mRNA-1_1&gene=augustus_masked-LAQU0S03-processed-gene-6.143&CDS=1-1206, genemark-LAQU0S03-processed-gene-7.128-mRNA-1_1&gene=genemark-LAQU0S03-processed-gene-7.128&CDS=1-945	YDR492W, YOL002C
74	OG0000074	augustus_masked-LAQU0S03-processed-gene-7.174-mRNA-1_1&gene=augustus_masked-LAQU0S03-processed-gene-7.174&CDS=1-2193, augustus_masked-LAQU0S15-processed-gene-1.170-mRNA-1_1&gene=augustus_masked-LAQU0S15-processed-gene-1.170&CDS=1-3465	YLR188W, YPL270W
75	OG0000075	genemark-LAQU0S04-processed-gene-0.118-mRNA-1_1&gene=genemark-LAQU0S04-processed-gene-0.118&CDS=1-2088, genemark-LAQU0S07-processed-gene-3.78-mRNA-1_1&gene=genemark-LAQU0S07-processed-gene-3.78&CDS=1-2118	YBL011W, YKR067W
76	OG0000076	genemark-LAQU0S22-processed-gene-0.60-mRNA-1_1&gene=genemark-LAQU0S22-processed-gene-0.60&CDS=1-1392, maker-LAQU0S04-snap-gene-1.3-mRNA-1_1&gene=maker-LAQU0S04-snap-gene-1.3&CDS=1-2313	YHR206W, YOR140W
77	OG0000077	augustus_masked-LAQU0S23-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-LAQU0S23-processed-gene-0.63&CDS=1-2181, genemark-LAQU0S04-processed-gene-3.50-mRNA-1_1&gene=genemark-LAQU0S04-processed-gene-3.50&CDS=1-1401	YOL030W, YOL132W
78	OG0000078	genemark-LAQU0S04-processed-gene-5.79-mRNA-1_1&gene=genemark-LAQU0S04-processed-gene-5.79&CDS=1-882, genemark-LAQU0S13-processed-gene-1.149-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.149&CDS=1-879	YLR146C, YPR069C
79	OG0000079	genemark-LAQU0S04-processed-gene-6.8-mRNA-1_1&gene=genemark-LAQU0S04-processed-gene-6.8&CDS=1-573, genemark-LAQU0S13-processed-gene-0.7-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-0.7&CDS=1-573	YGL147C, YNL067W
80	OG0000080	genemark-LAQU0S04-processed-gene-7.80-mRNA-1_1&gene=genemark-LAQU0S04-processed-gene-7.80&CDS=1-1758	YLR237W, YOR071C, YOR192C
81	OG0000081	genemark-LAQU0S04-processed-gene-7.113-mRNA-1_1&gene=genemark-LAQU0S04-processed-gene-7.113&CDS=1-3276	YDR038C, YDR039C, YDR040C
82	OG0000082	genemark-LAQU0S04-processed-gene-7.136-mRNA-1_1&gene=genemark-LAQU0S04-processed-gene-7.136&CDS=1-1671, genemark-LAQU0S28-processed-gene-0.63-mRNA-1_1&gene=genemark-LAQU0S28-processed-gene-0.63&CDS=1-1731	YDR144C, YLR120C
83	OG0000083	genemark-LAQU0S04-processed-gene-7.109-mRNA-1_1&gene=genemark-LAQU0S04-processed-gene-7.109&CDS=1-1713	YOL055C, YPL258C, YPR121W
84	OG0000084	genemark-LAQU0S05-processed-gene-1.66-mRNA-1_1&gene=genemark-LAQU0S05-processed-gene-1.66&CDS=1-1875, maker-LAQU0S06-augustus-gene-4.69-mRNA-1_1&gene=maker-LAQU0S06-augustus-gene-4.69&CDS=1-4056	YLR069C, YMR058W
85	OG0000085	genemark-LAQU0S05-processed-gene-1.70-mRNA-1_1&gene=genemark-LAQU0S05-processed-gene-1.70&CDS=1-2925, genemark-LAQU0S09-processed-gene-1.157-mRNA-1_1&gene=genemark-LAQU0S09-processed-gene-1.157&CDS=1-2871	YGR240C, YMR205C
86	OG0000086	genemark-LAQU0S05-processed-gene-2.11-mRNA-1_1&gene=genemark-LAQU0S05-processed-gene-2.11&CDS=1-1113	YCR102C, YLR460C, YNL134C
87	OG0000087	genemark-LAQU0S05-processed-gene-2.42-mRNA-1_1&gene=genemark-LAQU0S05-processed-gene-2.42&CDS=1-1149, genemark-LAQU0S06-processed-gene-4.86-mRNA-1_1&gene=genemark-LAQU0S06-processed-gene-4.86&CDS=1-1206	YFL039C, YHR129C
88	OG0000088	genemark-LAQU0S05-processed-gene-2.48-mRNA-1_1&gene=genemark-LAQU0S05-processed-gene-2.48&CDS=1-1503, genemark-LAQU0S07-processed-gene-3.91-mRNA-1_1&gene=genemark-LAQU0S07-processed-gene-3.91&CDS=1-1260	YER123W, YNL154C
89	OG0000089	augustus_masked-LAQU0S24-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-LAQU0S24-processed-gene-0.27&CDS=1-2790, genemark-LAQU0S05-processed-gene-3.93-mRNA-1_1&gene=genemark-LAQU0S05-processed-gene-3.93&CDS=1-3546	YBR038W, YNL192W
90	OG0000090	genemark-LAQU0S05-processed-gene-4.88-mRNA-1_1&gene=genemark-LAQU0S05-processed-gene-4.88&CDS=1-1704, genemark-LAQU0S19-processed-gene-0.46-mRNA-1_1&gene=genemark-LAQU0S19-processed-gene-0.46&CDS=1-1716, maker-LAQU0S13-augustus-gene-1.6-mRNA-1_1&gene=maker-LAQU0S13-augustus-gene-1.6&CDS=1-3273	YDL210W
91	OG0000091	augustus_masked-LAQU0S23-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-LAQU0S23-processed-gene-0.70&CDS=1-1170, genemark-LAQU0S05-processed-gene-4.94-mRNA-1_1&gene=genemark-LAQU0S05-processed-gene-4.94&CDS=1-1293, genemark-LAQU0S08-processed-gene-0.18-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-0.18&CDS=1-1662	YNL234W
92	OG0000092	augustus_masked-LAQU0S25-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-LAQU0S25-processed-gene-0.90&CDS=1-3606, genemark-LAQU0S05-processed-gene-4.70-mRNA-1_1&gene=genemark-LAQU0S05-processed-gene-4.70&CDS=1-1311	YHR176W, YLR093C
93	OG0000093	genemark-LAQU0S06-processed-gene-0.77-mRNA-1_1&gene=genemark-LAQU0S06-processed-gene-0.77&CDS=1-6507, snap_masked-LAQU0S05-processed-gene-5.72-mRNA-1_1&gene=snap_masked-LAQU0S05-processed-gene-5.72&CDS=1-5862	YER172C, YGR271W
94	OG0000094	genemark-LAQU0S05-processed-gene-5.20-mRNA-1_1&gene=genemark-LAQU0S05-processed-gene-5.20&CDS=1-1575, genemark-LAQU0S06-processed-gene-2.36-mRNA-1_1&gene=genemark-LAQU0S06-processed-gene-2.36&CDS=1-1488	YBR139W, YMR297W
95	OG0000095	genemark-LAQU0S06-processed-gene-2.18-mRNA-1_1&gene=genemark-LAQU0S06-processed-gene-2.18&CDS=1-1827, genemark-LAQU0S27-processed-gene-0.64-mRNA-1_1&gene=genemark-LAQU0S27-processed-gene-0.64&CDS=1-1683	YBR015C, YJL186W
96	OG0000096	genemark-LAQU0S06-processed-gene-2.40-mRNA-1_1&gene=genemark-LAQU0S06-processed-gene-2.40&CDS=1-309, genemark-LAQU0S13-processed-gene-1.130-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.130&CDS=1-309	YBR009C, YNL030W
97	OG0000097	genemark-LAQU0S06-processed-gene-2.24-mRNA-1_1&gene=genemark-LAQU0S06-processed-gene-2.24&CDS=1-408, genemark-LAQU0S13-processed-gene-1.174-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-1.174&CDS=1-408	YBR010W, YNL031C
98	OG0000098	genemark-LAQU0S06-processed-gene-4.89-mRNA-1_1&gene=genemark-LAQU0S06-processed-gene-4.89&CDS=1-2646, snap_masked-LAQU0S10-processed-gene-2.99-mRNA-1_1&gene=snap_masked-LAQU0S10-processed-gene-2.99&CDS=1-3723	YDR326C, YFL042C
99	OG0000099	genemark-LAQU0S19-processed-gene-0.1-mRNA-1_1&gene=genemark-LAQU0S19-processed-gene-0.1&CDS=1-1476, maker-LAQU0S07-augustus-gene-1.138-mRNA-1_1&gene=maker-LAQU0S07-augustus-gene-1.138&CDS=1-2397	YJR154W, YNR058W
100	OG0000100	genemark-LAQU0S07-processed-gene-1.74-mRNA-1_1&gene=genemark-LAQU0S07-processed-gene-1.74&CDS=1-1011, genemark-LAQU0S21-processed-gene-0.145-mRNA-1_1&gene=genemark-LAQU0S21-processed-gene-0.145&CDS=1-999	YDL078C, YKL085W
101	OG0000101	snap_masked-LAQU0S07-processed-gene-1.135-mRNA-1_1&gene=snap_masked-LAQU0S07-processed-gene-1.135&CDS=1-4617, snap_masked-LAQU0S10-processed-gene-0.0-mRNA-1_1&gene=snap_masked-LAQU0S10-processed-gene-0.0&CDS=1-4905	YDR420W, YGR014W
102	OG0000102	augustus_masked-LAQU0S14-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-LAQU0S14-processed-gene-1.22&CDS=1-1200, genemark-LAQU0S07-processed-gene-2.135-mRNA-1_1&gene=genemark-LAQU0S07-processed-gene-2.135&CDS=1-1200	YHR179W, YPL171C
103	OG0000103	genemark-LAQU0S08-processed-gene-0.14-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-0.14&CDS=1-630, genemark-LAQU0S36-processed-gene-0.8-mRNA-1_1&gene=genemark-LAQU0S36-processed-gene-0.8&CDS=1-630	YGL258W, YOR387C
104	OG0000104	genemark-LAQU0S08-processed-gene-0.15-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-0.15&CDS=1-909, genemark-LAQU0S12-processed-gene-1.35-mRNA-1_1&gene=genemark-LAQU0S12-processed-gene-1.35&CDS=1-909, genemark-LAQU0S41-processed-gene-0.1-mRNA-1_1&gene=genemark-LAQU0S41-processed-gene-0.1&CDS=1-909	YPR058W
105	OG0000105	genemark-LAQU0S09-processed-gene-0.131-mRNA-1_1&gene=genemark-LAQU0S09-processed-gene-0.131&CDS=1-3771, genemark-LAQU0S16-processed-gene-1.118-mRNA-1_1&gene=genemark-LAQU0S16-processed-gene-1.118&CDS=1-2145	YIL039W, YPL074W
106	OG0000106	genemark-LAQU0S09-processed-gene-2.253-mRNA-1_1&gene=genemark-LAQU0S09-processed-gene-2.253&CDS=1-1323, genemark-LAQU0S12-processed-gene-0.1-mRNA-1_1&gene=genemark-LAQU0S12-processed-gene-0.1&CDS=1-1323, genemark-LAQU0S17-processed-gene-1.120-mRNA-1_1&gene=genemark-LAQU0S17-processed-gene-1.120&CDS=1-1323	YJL213W
107	OG0000107	augustus_masked-LAQU0S11-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LAQU0S11-processed-gene-0.2&CDS=1-1386, genemark-LAQU0S13-processed-gene-0.26-mRNA-1_1&gene=genemark-LAQU0S13-processed-gene-0.26&CDS=1-1233	YNL064C, YNL077W
108	OG0000108	augustus_masked-LAQU0S21-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-LAQU0S21-processed-gene-0.31&CDS=1-864, snap_masked-LAQU0S12-processed-gene-0.79-mRNA-1_1&gene=snap_masked-LAQU0S12-processed-gene-0.79&CDS=1-804	YMR316W, YOR385W
109	OG0000109	genemark-LAQU0S17-processed-gene-0.115-mRNA-1_1&gene=genemark-LAQU0S17-processed-gene-0.115&CDS=1-1767, maker-LAQU0S12-augustus-gene-1.149-mRNA-1_1&gene=maker-LAQU0S12-augustus-gene-1.149&CDS=1-3333	YGR191W, YKR039W
110	OG0000110	genemark-LAQU0S12-processed-gene-1.30-mRNA-1_1&gene=genemark-LAQU0S12-processed-gene-1.30&CDS=1-1608, genemark-LAQU0S26-processed-gene-0.27-mRNA-1_1&gene=genemark-LAQU0S26-processed-gene-0.27&CDS=1-2160	YJL110C, YKR034W
111	OG0000111	augustus_masked-LAQU0S21-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-LAQU0S21-processed-gene-0.8&CDS=1-2244, genemark-LAQU0S12-processed-gene-2.16-mRNA-1_1&gene=genemark-LAQU0S12-processed-gene-2.16&CDS=1-1311	YGR110W, YMR068W
112	OG0000112	genemark-LAQU0S14-processed-gene-0.132-mRNA-1_1&gene=genemark-LAQU0S14-processed-gene-0.132&CDS=1-1779, snap_masked-LAQU0S22-processed-gene-0.117-mRNA-1_1&gene=snap_masked-LAQU0S22-processed-gene-0.117&CDS=1-1599	YHR194W, YOR147W
113	OG0000113	genemark-LAQU0S15-processed-gene-0.18-mRNA-1_1&gene=genemark-LAQU0S15-processed-gene-0.18&CDS=1-1017, genemark-LAQU0S42-processed-gene-0.2-mRNA-1_1&gene=genemark-LAQU0S42-processed-gene-0.2&CDS=1-1041	YCL064C, YIL167W
114	OG0000114	genemark-LAQU0S19-processed-gene-0.4-mRNA-1_1&gene=genemark-LAQU0S19-processed-gene-0.4&CDS=1-4143, maker-LAQU0S15-snap-gene-1.4-mRNA-1_1&gene=maker-LAQU0S15-snap-gene-1.4&CDS=1-5832	YIL159W, YNL271C
115	OG0000115	genemark-LAQU0S15-processed-gene-1.30-mRNA-1_1&gene=genemark-LAQU0S15-processed-gene-1.30&CDS=1-1704, genemark-LAQU0S15-processed-gene-1.56-mRNA-1_1&gene=genemark-LAQU0S15-processed-gene-1.56&CDS=1-1677	YEL063C, YNL268W
116	OG0000116	augustus_masked-LAQU0S19-processed-gene-0.197-mRNA-1_1&gene=augustus_masked-LAQU0S19-processed-gene-0.197&CDS=1-3363, maker-LAQU0S18-snap-gene-0.34-mRNA-1_1&gene=maker-LAQU0S18-snap-gene-0.34&CDS=1-7788	YJL130C, YJR109C
117	OG0000117	augustus_masked-LAQU0S25-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-LAQU0S25-processed-gene-0.80&CDS=1-1998, genemark-LAQU0S18-processed-gene-1.191-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-1.191&CDS=1-1782	YDR131C, YJL149W
118	OG0000118	genemark-LAQU0S22-processed-gene-0.51-mRNA-1_1&gene=genemark-LAQU0S22-processed-gene-0.51&CDS=1-1956, genemark-LAQU0S36-processed-gene-0.6-mRNA-1_1&gene=genemark-LAQU0S36-processed-gene-0.6&CDS=1-1710	YJR130C, YLL058W
119	OG0000119	maker-LAQU0S48-snap-gene-0.3-mRNA-1_1&gene=maker-LAQU0S48-snap-gene-0.3&CDS=1-288	Q0045, Q0065, Q0070
120	OG0000120	augustus_masked-LAQU0S35-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-LAQU0S35-processed-gene-0.8&CDS=1-669, genemark-LAQU0S01-processed-gene-0.46-mRNA-1_1&gene=genemark-LAQU0S01-processed-gene-0.46&CDS=1-783	YOL154W
121	OG0000121	genemark-LAQU0S01-processed-gene-0.80-mRNA-1_1&gene=genemark-LAQU0S01-processed-gene-0.80&CDS=1-1302, genemark-LAQU0S17-processed-gene-1.95-mRNA-1_1&gene=genemark-LAQU0S17-processed-gene-1.95&CDS=1-1302	YLR438W
122	OG0000122	genemark-LAQU0S01-processed-gene-1.2-mRNA-1_1&gene=genemark-LAQU0S01-processed-gene-1.2&CDS=1-1668	YLR433C, YML057W
123	OG0000123	genemark-LAQU0S01-processed-gene-1.5-mRNA-1_1&gene=genemark-LAQU0S01-processed-gene-1.5&CDS=1-1566	YLR432W, YML056C
124	OG0000124	snap_masked-LAQU0S01-processed-gene-1.83-mRNA-1_1&gene=snap_masked-LAQU0S01-processed-gene-1.83&CDS=1-2100	YKL187C, YLR413W
125	OG0000125	genemark-LAQU0S01-processed-gene-2.40-mRNA-1_1&gene=genemark-LAQU0S01-processed-gene-2.40&CDS=1-342	YDL075W, YLR406C
126	OG0000126	genemark-LAQU0S04-processed-gene-4.51-mRNA-1_1&gene=genemark-LAQU0S04-processed-gene-4.51&CDS=1-1287, snap_masked-LAQU0S01-processed-gene-2.98-mRNA-1_1&gene=snap_masked-LAQU0S01-processed-gene-2.98&CDS=1-1869	YLR392C
127	OG0000127	genemark-LAQU0S01-processed-gene-3.90-mRNA-1_1&gene=genemark-LAQU0S01-processed-gene-3.90&CDS=1-318	YMR230W, YOR293W
128	OG0000128	genemark-LAQU0S01-processed-gene-3.94-mRNA-1_1&gene=genemark-LAQU0S01-processed-gene-3.94&CDS=1-696, genemark-LAQU0S18-processed-gene-0.82-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-0.82&CDS=1-699	YOR289W
129	OG0000129	genemark-LAQU0S01-processed-gene-4.121-mRNA-1_1&gene=genemark-LAQU0S01-processed-gene-4.121&CDS=1-2352	YOR256C, YPL176C
130	OG0000130	augustus_masked-LAQU0S01-processed-gene-5.129-mRNA-1_1&gene=augustus_masked-LAQU0S01-processed-gene-5.129&CDS=1-321	YOR234C, YPL143W
131	OG0000131	snap_masked-LAQU0S01-processed-gene-5.100-mRNA-1_1&gene=snap_masked-LAQU0S01-processed-gene-5.100&CDS=1-1347	YOR229W, YOR230W
132	OG0000132	genemark-LAQU0S01-processed-gene-5.18-mRNA-1_1&gene=genemark-LAQU0S01-processed-gene-5.18&CDS=1-525	YOR226C, YPL135W
133	OG0000133	genemark-LAQU0S09-processed-gene-1.106-mRNA-1_1&gene=genemark-LAQU0S09-processed-gene-1.106&CDS=1-2649, maker-LAQU0S01-augustus-gene-5.171-mRNA-1_1&gene=maker-LAQU0S01-augustus-gene-5.171&CDS=1-4077	YER070W
134	OG0000134	augustus_masked-LAQU0S01-processed-gene-6.29-mRNA-1_1&gene=augustus_masked-LAQU0S01-processed-gene-6.29&CDS=1-2655	YNL108C, YOR110W
135	OG0000135	genemark-LAQU0S01-processed-gene-6.100-mRNA-1_1&gene=genemark-LAQU0S01-processed-gene-6.100&CDS=1-1833	YNL098C, YOR101W
136	OG0000136	genemark-LAQU0S01-processed-gene-8.95-mRNA-1_1&gene=genemark-LAQU0S01-processed-gene-8.95&CDS=1-414	YHL001W, YKL006W
137	OG0000137	genemark-LAQU0S01-processed-gene-9.121-mRNA-1_1&gene=genemark-LAQU0S01-processed-gene-9.121&CDS=1-885	YFL059W, YNL333W
138	OG0000138	genemark-LAQU0S01-processed-gene-9.128-mRNA-1_1&gene=genemark-LAQU0S01-processed-gene-9.128&CDS=1-2340	YKL121W, YMR102C
139	OG0000139	genemark-LAQU0S01-processed-gene-9.153-mRNA-1_1&gene=genemark-LAQU0S01-processed-gene-9.153&CDS=1-3834	YKL127W, YMR105C
140	OG0000140	augustus_masked-LAQU0S01-processed-gene-10.18-mRNA-1_1&gene=augustus_masked-LAQU0S01-processed-gene-10.18&CDS=1-1863, genemark-LAQU0S08-processed-gene-3.150-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-3.150&CDS=1-1329	YKL140W
141	OG0000141	snap_masked-LAQU0S01-processed-gene-12.4-mRNA-1_1&gene=snap_masked-LAQU0S01-processed-gene-12.4&CDS=1-2541	YAL051W, YOR363C
142	OG0000142	snap_masked-LAQU0S01-processed-gene-12.72-mRNA-1_1&gene=snap_masked-LAQU0S01-processed-gene-12.72&CDS=1-2463	YAL056W, YOR371C
143	OG0000143	genemark-LAQU0S01-processed-gene-12.226-mRNA-1_1&gene=genemark-LAQU0S01-processed-gene-12.226&CDS=1-1386	YAL062W, YOR375C
144	OG0000144	genemark-LAQU0S02-processed-gene-0.110-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-0.110&CDS=1-429	YDL083C, YMR143W
145	OG0000145	augustus_masked-LAQU0S02-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-LAQU0S02-processed-gene-0.13&CDS=1-597	YDL082W, YMR142C
146	OG0000146	genemark-LAQU0S02-processed-gene-0.93-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-0.93&CDS=1-438	YMR242C, YOR312C
147	OG0000147	augustus_masked-LAQU0S02-processed-gene-4.5-mRNA-1_1&gene=augustus_masked-LAQU0S02-processed-gene-4.5&CDS=1-3015	YJL043W, YKR015C
148	OG0000148	genemark-LAQU0S02-processed-gene-4.53-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-4.53&CDS=1-2130	YFR015C, YLR258W
149	OG0000149	augustus_masked-LAQU0S02-processed-gene-4.14-mRNA-1_1&gene=augustus_masked-LAQU0S02-processed-gene-4.14&CDS=1-1968, augustus_masked-LAQU0S02-processed-gene-4.15-mRNA-1_1&gene=augustus_masked-LAQU0S02-processed-gene-4.15&CDS=1-2322	YJL047C
150	OG0000150	snap_masked-LAQU0S02-processed-gene-4.140-mRNA-1_1&gene=snap_masked-LAQU0S02-processed-gene-4.140&CDS=1-1587	YBR270C, YJL058C
151	OG0000151	augustus_masked-LAQU0S19-processed-gene-0.177-mRNA-1_1&gene=augustus_masked-LAQU0S19-processed-gene-0.177&CDS=1-1602, genemark-LAQU0S02-processed-gene-5.33-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-5.33&CDS=1-1614	YBR008C
152	OG0000152	maker-LAQU0S02-snap-gene-5.85-mRNA-1_1&gene=maker-LAQU0S02-snap-gene-5.85&CDS=1-1572	YJL079C, YKR013W
153	OG0000153	genemark-LAQU0S02-processed-gene-6.3-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-6.3&CDS=1-864, snap_masked-LAQU0S17-processed-gene-0.70-mRNA-1_1&gene=snap_masked-LAQU0S17-processed-gene-0.70&CDS=1-858	YHR209W
154	OG0000154	genemark-LAQU0S02-processed-gene-6.1-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-6.1&CDS=1-465	YGL031C, YGR148C
155	OG0000155	genemark-LAQU0S02-processed-gene-6.30-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-6.30&CDS=1-1518, maker-LAQU0S06-augustus-gene-2.90-mRNA-1_1&gene=maker-LAQU0S06-augustus-gene-2.90&CDS=1-3606	YBR006W
156	OG0000156	genemark-LAQU0S02-processed-gene-8.144-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-8.144&CDS=1-1719, genemark-LAQU0S18-processed-gene-1.202-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-1.202&CDS=1-1716	YJL172W
157	OG0000157	augustus_masked-LAQU0S03-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-LAQU0S03-processed-gene-0.83&CDS=1-2196	YGR221C, YHR149C
158	OG0000158	genemark-LAQU0S03-processed-gene-0.30-mRNA-1_1&gene=genemark-LAQU0S03-processed-gene-0.30&CDS=1-753	YGR214W, YLR048W
159	OG0000159	genemark-LAQU0S03-processed-gene-1.48-mRNA-1_1&gene=genemark-LAQU0S03-processed-gene-1.48&CDS=1-2529	YJR059W, YKL198C
160	OG0000160	maker-LAQU0S03-augustus-gene-1.141-mRNA-1_1&gene=maker-LAQU0S03-augustus-gene-1.141&CDS=1-2991	YEL041W, YJR049C
161	OG0000161	genemark-LAQU0S03-processed-gene-1.67-mRNA-1_1&gene=genemark-LAQU0S03-processed-gene-1.67&CDS=1-471	YEL034W, YJR047C
162	OG0000162	genemark-LAQU0S03-processed-gene-2.2-mRNA-1_1&gene=genemark-LAQU0S03-processed-gene-2.2&CDS=1-2652	YML111W, YMR275C
163	OG0000163	genemark-LAQU0S03-processed-gene-2.23-mRNA-1_1&gene=genemark-LAQU0S03-processed-gene-2.23&CDS=1-1116	YMR253C, YPL264C
164	OG0000164	genemark-LAQU0S03-processed-gene-2.43-mRNA-1_1&gene=genemark-LAQU0S03-processed-gene-2.43&CDS=1-993	YPR013C, YPR015C
165	OG0000165	augustus_masked-LAQU0S03-processed-gene-3.125-mRNA-1_1&gene=augustus_masked-LAQU0S03-processed-gene-3.125&CDS=1-10491	YBL106C, YPR032W
166	OG0000166	maker-LAQU0S03-augustus-gene-3.49-mRNA-1_1&gene=maker-LAQU0S03-augustus-gene-3.49&CDS=1-2298	YBL089W, YER119C
167	OG0000167	snap_masked-LAQU0S03-processed-gene-3.45-mRNA-1_1&gene=snap_masked-LAQU0S03-processed-gene-3.45&CDS=1-411	YBL087C, YER117W
168	OG0000168	genemark-LAQU0S03-processed-gene-4.80-mRNA-1_1&gene=genemark-LAQU0S03-processed-gene-4.80&CDS=1-603	YBL072C, YER102W
169	OG0000169	genemark-LAQU0S03-processed-gene-4.62-mRNA-1_1&gene=genemark-LAQU0S03-processed-gene-4.62&CDS=1-1536	YBL069W, YER101C
170	OG0000170	genemark-LAQU0S03-processed-gene-4.63-mRNA-1_1&gene=genemark-LAQU0S03-processed-gene-4.63&CDS=1-1011	YBL068W, YER099C
171	OG0000171	genemark-LAQU0S03-processed-gene-5.40-mRNA-1_1&gene=genemark-LAQU0S03-processed-gene-5.40&CDS=1-468	YBR048W, YDR025W
172	OG0000172	genemark-LAQU0S03-processed-gene-5.23-mRNA-1_1&gene=genemark-LAQU0S03-processed-gene-5.23&CDS=1-1797	YLL061W, YPL274W
173	OG0000173	maker-LAQU0S03-snap-gene-6.161-mRNA-1_1&gene=maker-LAQU0S03-snap-gene-6.161&CDS=1-1194	YNL283C, YOL105C
174	OG0000174	augustus_masked-LAQU0S03-processed-gene-6.151-mRNA-1_1&gene=augustus_masked-LAQU0S03-processed-gene-6.151&CDS=1-2598	YBR150C, YOL089C
175	OG0000175	augustus_masked-LAQU0S03-processed-gene-7.183-mRNA-1_1&gene=augustus_masked-LAQU0S03-processed-gene-7.183&CDS=1-201	YLR264W, YOR167C
176	OG0000176	genemark-LAQU0S03-processed-gene-7.140-mRNA-1_1&gene=genemark-LAQU0S03-processed-gene-7.140&CDS=1-393, maker-LAQU0S04-augustus-gene-2.48-mRNA-1_1&gene=maker-LAQU0S04-augustus-gene-2.48&CDS=1-909	YGR133W
177	OG0000177	genemark-LAQU0S03-processed-gene-7.109-mRNA-1_1&gene=genemark-LAQU0S03-processed-gene-7.109&CDS=1-1002, genemark-LAQU0S31-processed-gene-0.2-mRNA-1_1&gene=genemark-LAQU0S31-processed-gene-0.2&CDS=1-1002	YDL144C
178	OG0000178	snap_masked-LAQU0S04-processed-gene-0.47-mRNA-1_1&gene=snap_masked-LAQU0S04-processed-gene-0.47&CDS=1-1176	YDR277C, YOR047C
179	OG0000179	genemark-LAQU0S04-processed-gene-1.72-mRNA-1_1&gene=genemark-LAQU0S04-processed-gene-1.72&CDS=1-2526	YDR385W, YOR133W
180	OG0000180	genemark-LAQU0S04-processed-gene-2.106-mRNA-1_1&gene=genemark-LAQU0S04-processed-gene-2.106&CDS=1-510	YGR131W, YPR149W
181	OG0000181	genemark-LAQU0S04-processed-gene-2.134-mRNA-1_1&gene=genemark-LAQU0S04-processed-gene-2.134&CDS=1-483	YGR118W, YPR132W
182	OG0000182	snap_masked-LAQU0S04-processed-gene-3.59-mRNA-1_1&gene=snap_masked-LAQU0S04-processed-gene-3.59&CDS=1-2253	YIR016W, YOL036W
183	OG0000183	maker-LAQU0S04-augustus-gene-4.107-mRNA-1_1&gene=maker-LAQU0S04-augustus-gene-4.107&CDS=1-3099	YGR092W, YPR111W
184	OG0000184	maker-LAQU0S04-augustus-gene-4.109-mRNA-1_1&gene=maker-LAQU0S04-augustus-gene-4.109&CDS=1-2340	YBR118W, YPR080W
185	OG0000185	genemark-LAQU0S04-processed-gene-4.53-mRNA-1_1&gene=genemark-LAQU0S04-processed-gene-4.53&CDS=1-522	YGR085C, YPR102C
186	OG0000186	augustus_masked-LAQU0S04-processed-gene-6.114-mRNA-1_1&gene=augustus_masked-LAQU0S04-processed-gene-6.114&CDS=1-498	YDR178W, YLR164W
187	OG0000187	genemark-LAQU0S04-processed-gene-7.101-mRNA-1_1&gene=genemark-LAQU0S04-processed-gene-7.101&CDS=1-1311	YDR312W, YHR066W
188	OG0000188	genemark-LAQU0S04-processed-gene-7.137-mRNA-1_1&gene=genemark-LAQU0S04-processed-gene-7.137&CDS=1-903	YDL021W, YOL056W
189	OG0000189	genemark-LAQU0S05-processed-gene-1.86-mRNA-1_1&gene=genemark-LAQU0S05-processed-gene-1.86&CDS=1-2202	YKL072W, YMR053C
190	OG0000190	genemark-LAQU0S05-processed-gene-1.69-mRNA-1_1&gene=genemark-LAQU0S05-processed-gene-1.69&CDS=1-2034	YGR241C, YHR161C
