	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035274_Wickerhamomyces_alni
30	OG0000030	YNR074C	genemark-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-1.27-mRNA-1_1&gene=genemark-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-1.27&CDS=1-1155, genemark-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-1.29-mRNA-1_1&gene=genemark-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-1.29&CDS=1-1260, snap_masked-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-1.76-mRNA-1_1&gene=snap_masked-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-1.76&CDS=1-1149, snap_masked-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-1.77-mRNA-1_1&gene=snap_masked-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-1.77&CDS=1-1188, snap_masked-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-1.80-mRNA-1_1&gene=snap_masked-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-1.80&CDS=1-1128
31	OG0000031	YBL056W, YBR125C, YER089C	genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-2.107-mRNA-1_1&gene=genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-2.107&CDS=1-1302, genemark-NODE_52_length_59605_cov_11.7949_ID_7220-processed-gene-0.85-mRNA-1_1&gene=genemark-NODE_52_length_59605_cov_11.7949_ID_7220-processed-gene-0.85&CDS=1-990
32	OG0000032	YBL089W, YER119C, YIL088C	genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-2.76-mRNA-1_1&gene=genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-2.76&CDS=1-1230, genemark-NODE_9_length_289240_cov_11.2825_ID_8777-processed-gene-1.83-mRNA-1_1&gene=genemark-NODE_9_length_289240_cov_11.2825_ID_8777-processed-gene-1.83&CDS=1-1440
33	OG0000033	YBR132C	genemark-NODE_43_length_84042_cov_11.9828_ID_7817-processed-gene-0.63-mRNA-1_1&gene=genemark-NODE_43_length_84042_cov_11.9828_ID_7817-processed-gene-0.63&CDS=1-1677, genemark-NODE_59_length_44017_cov_14.6585_ID_7578-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_59_length_44017_cov_14.6585_ID_7578-processed-gene-0.0&CDS=1-1674, genemark-NODE_5_length_396261_cov_11.9408_ID_5026-processed-gene-1.17-mRNA-1_1&gene=genemark-NODE_5_length_396261_cov_11.9408_ID_5026-processed-gene-1.17&CDS=1-1689, genemark-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-2.120-mRNA-1_1&gene=genemark-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-2.120&CDS=1-1755
34	OG0000034	YBR297W, YFL052W, YGR288W, YPR196W	genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-3.58-mRNA-1_1&gene=genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-3.58&CDS=1-1857
35	OG0000035	YCL024W, YDR507C, YKL101W	genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-6.58-mRNA-1_1&gene=genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-6.58&CDS=1-3585, genemark-NODE_7_length_364968_cov_11.2443_ID_4962-processed-gene-0.144-mRNA-1_1&gene=genemark-NODE_7_length_364968_cov_11.2443_ID_4962-processed-gene-0.144&CDS=1-3780
36	OG0000036	YCL074W	augustus_masked-NODE_153_length_1221_cov_12.7545_ID_10723-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_153_length_1221_cov_12.7545_ID_10723-processed-gene-0.0&CDS=1-1203, augustus_masked-NODE_154_length_1221_cov_11.4873_ID_10753-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_154_length_1221_cov_11.4873_ID_10753-processed-gene-0.2&CDS=1-1203, augustus_masked-NODE_156_length_1206_cov_25.3346_ID_20073-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_156_length_1206_cov_25.3346_ID_20073-processed-gene-0.2&CDS=1-1044, augustus_masked-NODE_74_length_22464_cov_11.8335_ID_8963-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_74_length_22464_cov_11.8335_ID_8963-processed-gene-0.4&CDS=1-3807
37	OG0000037	YCR037C, YJL198W, YNR013C	genemark-NODE_13_length_217331_cov_11.2721_ID_5089-processed-gene-0.90-mRNA-1_1&gene=genemark-NODE_13_length_217331_cov_11.2721_ID_5089-processed-gene-0.90&CDS=1-2661, genemark-NODE_22_length_169033_cov_11.1949_ID_6056-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_22_length_169033_cov_11.1949_ID_6056-processed-gene-0.49&CDS=1-2439
38	OG0000038	YDL072C, YKL065C, YMR040W	genemark-NODE_17_length_184246_cov_13.1104_ID_6460-processed-gene-0.160-mRNA-1_1&gene=genemark-NODE_17_length_184246_cov_13.1104_ID_6460-processed-gene-0.160&CDS=1-600, maker-NODE_6_length_379886_cov_11.4463_ID_6363-augustus-gene-2.6-mRNA-1_1&gene=maker-NODE_6_length_379886_cov_11.4463_ID_6363-augustus-gene-2.6&CDS=1-585
39	OG0000039	YDL170W	augustus_masked-NODE_61_length_42349_cov_11.2086_ID_11005-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_61_length_42349_cov_11.2086_ID_11005-processed-gene-0.19&CDS=1-1419, genemark-NODE_14_length_216528_cov_11.0368_ID_5637-processed-gene-1.127-mRNA-1_1&gene=genemark-NODE_14_length_216528_cov_11.0368_ID_5637-processed-gene-1.127&CDS=1-2148, genemark-NODE_14_length_216528_cov_11.0368_ID_5637-processed-gene-1.87-mRNA-1_1&gene=genemark-NODE_14_length_216528_cov_11.0368_ID_5637-processed-gene-1.87&CDS=1-2262, genemark-NODE_14_length_216528_cov_11.0368_ID_5637-processed-gene-1.99-mRNA-1_1&gene=genemark-NODE_14_length_216528_cov_11.0368_ID_5637-processed-gene-1.99&CDS=1-1701
40	OG0000040	YDL206W, YJR106W	augustus_masked-NODE_201_length_726_cov_0.869421_ID_12207-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_201_length_726_cov_0.869421_ID_12207-processed-gene-0.0&CDS=1-495, genemark-NODE_30_length_126156_cov_10.7807_ID_6269-processed-gene-0.63-mRNA-1_1&gene=genemark-NODE_30_length_126156_cov_10.7807_ID_6269-processed-gene-0.63&CDS=1-1785, genemark-NODE_37_length_104688_cov_11.462_ID_6089-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_37_length_104688_cov_11.462_ID_6089-processed-gene-0.75&CDS=1-1962
41	OG0000041	YDL244W, YFL058W, YJR156C, YNL332W	genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-4.104-mRNA-1_1&gene=genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-4.104&CDS=1-1023
42	OG0000042	YDR143C, YOL054W	genemark-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-8.50-mRNA-1_1&gene=genemark-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-8.50&CDS=1-1539, genemark-NODE_5_length_396261_cov_11.9408_ID_5026-processed-gene-1.39-mRNA-1_1&gene=genemark-NODE_5_length_396261_cov_11.9408_ID_5026-processed-gene-1.39&CDS=1-1092, snap_masked-NODE_29_length_134270_cov_11.4931_ID_6149-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_29_length_134270_cov_11.4931_ID_6149-processed-gene-0.32&CDS=1-1053
43	OG0000043	YDR475C, YGR237C, YOR019W	augustus_masked-NODE_12_length_247088_cov_12.6365_ID_9252-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_12_length_247088_cov_12.6365_ID_9252-processed-gene-0.10&CDS=1-1716, augustus_masked-NODE_52_length_59605_cov_11.7949_ID_7220-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_52_length_59605_cov_11.7949_ID_7220-processed-gene-0.7&CDS=1-1791
44	OG0000044	YDR533C, YMR322C, YOR391C, YPL280W	genemark-NODE_45_length_75470_cov_12.1368_ID_6889-processed-gene-0.61-mRNA-1_1&gene=genemark-NODE_45_length_75470_cov_12.1368_ID_6889-processed-gene-0.61&CDS=1-723
45	OG0000045	YER045C, YIL036W, YNL167C	genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-3.99-mRNA-1_1&gene=genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-3.99&CDS=1-1383, genemark-NODE_3_length_702318_cov_12.2707_ID_4671-processed-gene-0.110-mRNA-1_1&gene=genemark-NODE_3_length_702318_cov_12.2707_ID_4671-processed-gene-0.110&CDS=1-1146
46	OG0000046	YER056C, YER060W, YER060W-A	genemark-NODE_21_length_171380_cov_11.2393_ID_5479-processed-gene-0.113-mRNA-1_1&gene=genemark-NODE_21_length_171380_cov_11.2393_ID_5479-processed-gene-0.113&CDS=1-1548, genemark-NODE_26_length_151081_cov_10.9555_ID_6809-processed-gene-0.141-mRNA-1_1&gene=genemark-NODE_26_length_151081_cov_10.9555_ID_6809-processed-gene-0.141&CDS=1-1533
47	OG0000047	YER133W, YML016C	genemark-NODE_28_length_138905_cov_11.8726_ID_20475-processed-gene-0.191-mRNA-1_1&gene=genemark-NODE_28_length_138905_cov_11.8726_ID_20475-processed-gene-0.191&CDS=1-1659, maker-NODE_27_length_140818_cov_11.2745_ID_5826-snap-gene-0.189-mRNA-1_1&gene=maker-NODE_27_length_140818_cov_11.2745_ID_5826-snap-gene-0.189&CDS=1-1155, snap_masked-NODE_27_length_140818_cov_11.2745_ID_5826-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_27_length_140818_cov_11.2745_ID_5826-processed-gene-0.14&CDS=1-1365
48	OG0000048	YFL021W, YKR034W	genemark-NODE_27_length_140818_cov_11.2745_ID_5826-processed-gene-0.79-mRNA-1_1&gene=genemark-NODE_27_length_140818_cov_11.2745_ID_5826-processed-gene-0.79&CDS=1-1890, genemark-NODE_46_length_71650_cov_11.7922_ID_7958-processed-gene-0.71-mRNA-1_1&gene=genemark-NODE_46_length_71650_cov_11.7922_ID_7958-processed-gene-0.71&CDS=1-1536, genemark-NODE_5_length_396261_cov_11.9408_ID_5026-processed-gene-1.49-mRNA-1_1&gene=genemark-NODE_5_length_396261_cov_11.9408_ID_5026-processed-gene-1.49&CDS=1-1452
49	OG0000049	YFR040W, YGL229C, YKR028W	augustus_masked-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-0.92&CDS=1-3837, genemark-NODE_22_length_169033_cov_11.1949_ID_6056-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_22_length_169033_cov_11.1949_ID_6056-processed-gene-0.24&CDS=1-2934
50	OG0000050	YGR109W-A, YGR109W-B, YIL082W, YIL082W-A	augustus_masked-NODE_40_length_95558_cov_12.1275_ID_16063-processed-gene-0.154-mRNA-1_1&gene=augustus_masked-NODE_40_length_95558_cov_12.1275_ID_16063-processed-gene-0.154&CDS=1-558
51	OG0000051	YGR177C, YOR377W	augustus_masked-NODE_5_length_396261_cov_11.9408_ID_5026-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_5_length_396261_cov_11.9408_ID_5026-processed-gene-0.100&CDS=1-1440, genemark-NODE_3_length_702318_cov_12.2707_ID_4671-processed-gene-5.32-mRNA-1_1&gene=genemark-NODE_3_length_702318_cov_12.2707_ID_4671-processed-gene-5.32&CDS=1-1449, snap_masked-NODE_489_length_447_cov_0.757669_ID_14431-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_489_length_447_cov_0.757669_ID_14431-processed-gene-0.1&CDS=1-282
52	OG0000052	YGR197C, YJR015W	genemark-NODE_15_length_209627_cov_11.6964_ID_18026-processed-gene-0.121-mRNA-1_1&gene=genemark-NODE_15_length_209627_cov_11.6964_ID_18026-processed-gene-0.121&CDS=1-1536, genemark-NODE_21_length_171380_cov_11.2393_ID_5479-processed-gene-0.127-mRNA-1_1&gene=genemark-NODE_21_length_171380_cov_11.2393_ID_5479-processed-gene-0.127&CDS=1-1677, genemark-NODE_21_length_171380_cov_11.2393_ID_5479-processed-gene-0.172-mRNA-1_1&gene=genemark-NODE_21_length_171380_cov_11.2393_ID_5479-processed-gene-0.172&CDS=1-1764
53	OG0000053	YHR075C	genemark-NODE_24_length_154977_cov_11.286_ID_5711-processed-gene-0.117-mRNA-1_1&gene=genemark-NODE_24_length_154977_cov_11.286_ID_5711-processed-gene-0.117&CDS=1-1701, genemark-NODE_27_length_140818_cov_11.2745_ID_5826-processed-gene-0.104-mRNA-1_1&gene=genemark-NODE_27_length_140818_cov_11.2745_ID_5826-processed-gene-0.104&CDS=1-1683, genemark-NODE_39_length_96090_cov_11.7198_ID_6412-processed-gene-0.79-mRNA-1_1&gene=genemark-NODE_39_length_96090_cov_11.7198_ID_6412-processed-gene-0.79&CDS=1-1743, maker-NODE_28_length_138905_cov_11.8726_ID_20475-augustus-gene-0.1-mRNA-1_1&gene=maker-NODE_28_length_138905_cov_11.8726_ID_20475-augustus-gene-0.1&CDS=1-2766
54	OG0000054	YHR176W	genemark-NODE_24_length_154977_cov_11.286_ID_5711-processed-gene-0.158-mRNA-1_1&gene=genemark-NODE_24_length_154977_cov_11.286_ID_5711-processed-gene-0.158&CDS=1-1425, genemark-NODE_5_length_396261_cov_11.9408_ID_5026-processed-gene-2.215-mRNA-1_1&gene=genemark-NODE_5_length_396261_cov_11.9408_ID_5026-processed-gene-2.215&CDS=1-1419, genemark-NODE_79_length_15882_cov_10.8818_ID_9091-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_79_length_15882_cov_10.8818_ID_9091-processed-gene-0.23&CDS=1-1461, genemark-NODE_79_length_15882_cov_10.8818_ID_9091-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_79_length_15882_cov_10.8818_ID_9091-processed-gene-0.30&CDS=1-1491
55	OG0000055	YJL155C, YOL136C	augustus_masked-NODE_9_length_289240_cov_11.2825_ID_8777-processed-gene-1.282-mRNA-1_1&gene=augustus_masked-NODE_9_length_289240_cov_11.2825_ID_8777-processed-gene-1.282&CDS=1-1320, genemark-NODE_14_length_216528_cov_11.0368_ID_5637-processed-gene-1.83-mRNA-1_1&gene=genemark-NODE_14_length_216528_cov_11.0368_ID_5637-processed-gene-1.83&CDS=1-1047, genemark-NODE_35_length_109357_cov_11.5325_ID_7024-processed-gene-0.89-mRNA-1_1&gene=genemark-NODE_35_length_109357_cov_11.5325_ID_7024-processed-gene-0.89&CDS=1-1362
56	OG0000056	YJL172W, YOL153C	genemark-NODE_3_length_702318_cov_12.2707_ID_4671-processed-gene-6.78-mRNA-1_1&gene=genemark-NODE_3_length_702318_cov_12.2707_ID_4671-processed-gene-6.78&CDS=1-1743, maker-NODE_3_length_702318_cov_12.2707_ID_4671-snap-gene-4.159-mRNA-1_1&gene=maker-NODE_3_length_702318_cov_12.2707_ID_4671-snap-gene-4.159&CDS=1-3450, snap_masked-NODE_33_length_116069_cov_10.4712_ID_6197-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_33_length_116069_cov_10.4712_ID_6197-processed-gene-0.50&CDS=1-1686
57	OG0000057	YKL163W, YKL164C	genemark-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-5.144-mRNA-1_1&gene=genemark-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-5.144&CDS=1-1008, genemark-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-1.25-mRNA-1_1&gene=genemark-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-1.25&CDS=1-1173, snap_masked-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-1.55-mRNA-1_1&gene=snap_masked-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-1.55&CDS=1-1026
58	OG0000058	YKL222C, YLR266C, YOR162C, YOR172W	genemark-NODE_11_length_264536_cov_11.317_ID_9389-processed-gene-1.154-mRNA-1_1&gene=genemark-NODE_11_length_264536_cov_11.317_ID_9389-processed-gene-1.154&CDS=1-2448
59	OG0000059	YLL057C	genemark-NODE_11_length_264536_cov_11.317_ID_9389-processed-gene-1.128-mRNA-1_1&gene=genemark-NODE_11_length_264536_cov_11.317_ID_9389-processed-gene-1.128&CDS=1-1095, genemark-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-0.68-mRNA-1_1&gene=genemark-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-0.68&CDS=1-1185, genemark-NODE_23_length_158662_cov_14.2458_ID_5533-processed-gene-0.71-mRNA-1_1&gene=genemark-NODE_23_length_158662_cov_14.2458_ID_5533-processed-gene-0.71&CDS=1-1158, genemark-NODE_56_length_47098_cov_10.9423_ID_7532-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_56_length_47098_cov_10.9423_ID_7532-processed-gene-0.51&CDS=1-1203
60	OG0000060	YLR155C, YLR157C, YLR158C, YLR160C	maker-NODE_35_length_109357_cov_11.5325_ID_7024-snap-gene-0.103-mRNA-1_1&gene=maker-NODE_35_length_109357_cov_11.5325_ID_7024-snap-gene-0.103&CDS=1-2157
61	OG0000061	YLR342W, YMR306W	genemark-NODE_13_length_217331_cov_11.2721_ID_5089-processed-gene-1.79-mRNA-1_1&gene=genemark-NODE_13_length_217331_cov_11.2721_ID_5089-processed-gene-1.79&CDS=1-5436, genemark-NODE_24_length_154977_cov_11.286_ID_5711-processed-gene-0.131-mRNA-1_1&gene=genemark-NODE_24_length_154977_cov_11.286_ID_5711-processed-gene-0.131&CDS=1-5724, snap_masked-NODE_13_length_217331_cov_11.2721_ID_5089-processed-gene-1.40-mRNA-1_1&gene=snap_masked-NODE_13_length_217331_cov_11.2721_ID_5089-processed-gene-1.40&CDS=1-5280
62	OG0000062	Q0045, Q0065, Q0070	maker-NODE_69_length_31289_cov_712.498_ID_20561-snap-gene-0.33-mRNA-1_1&gene=maker-NODE_69_length_31289_cov_712.498_ID_20561-snap-gene-0.33&CDS=1-864, maker-NODE_83_length_12472_cov_4.34119_ID_9147-snap-gene-0.2-mRNA-1_1&gene=maker-NODE_83_length_12472_cov_4.34119_ID_9147-snap-gene-0.2&CDS=1-1974
63	OG0000063	Q0105, Q0110, Q0115, Q0120	maker-NODE_69_length_31289_cov_712.498_ID_20561-snap-gene-0.35-mRNA-1_1&gene=maker-NODE_69_length_31289_cov_712.498_ID_20561-snap-gene-0.35&CDS=1-285
64	OG0000064	YAL023C, YGR199W	genemark-NODE_15_length_209627_cov_11.6964_ID_18026-processed-gene-0.107-mRNA-1_1&gene=genemark-NODE_15_length_209627_cov_11.6964_ID_18026-processed-gene-0.107&CDS=1-2292, maker-NODE_25_length_154784_cov_11.6473_ID_6672-snap-gene-0.78-mRNA-1_1&gene=maker-NODE_25_length_154784_cov_11.6473_ID_6672-snap-gene-0.78&CDS=1-2319
65	OG0000065	YAL054C, YLR153C	genemark-NODE_18_length_180217_cov_13.295_ID_5353-processed-gene-0.233-mRNA-1_1&gene=genemark-NODE_18_length_180217_cov_13.295_ID_5353-processed-gene-0.233&CDS=1-2046, genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-5.103-mRNA-1_1&gene=genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-5.103&CDS=1-2013
66	OG0000066	YAL060W, YAL061W	genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-6.49-mRNA-1_1&gene=genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-6.49&CDS=1-1296, genemark-NODE_3_length_702318_cov_12.2707_ID_4671-processed-gene-4.76-mRNA-1_1&gene=genemark-NODE_3_length_702318_cov_12.2707_ID_4671-processed-gene-4.76&CDS=1-1194
67	OG0000067	YAR035W, YER024W	genemark-NODE_3_length_702318_cov_12.2707_ID_4671-processed-gene-0.106-mRNA-1_1&gene=genemark-NODE_3_length_702318_cov_12.2707_ID_4671-processed-gene-0.106&CDS=1-2379, genemark-NODE_70_length_30389_cov_12.2355_ID_8181-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_70_length_30389_cov_12.2355_ID_8181-processed-gene-0.25&CDS=1-2235
68	OG0000068	YBL002W, YDR224C	genemark-NODE_18_length_180217_cov_13.295_ID_5353-processed-gene-0.241-mRNA-1_1&gene=genemark-NODE_18_length_180217_cov_13.295_ID_5353-processed-gene-0.241&CDS=1-396, genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-6.9-mRNA-1_1&gene=genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-6.9&CDS=1-396
69	OG0000069	YBL011W, YKR067W	genemark-NODE_29_length_134270_cov_11.4931_ID_6149-processed-gene-0.117-mRNA-1_1&gene=genemark-NODE_29_length_134270_cov_11.4931_ID_6149-processed-gene-0.117&CDS=1-2031, snap_masked-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-1.72-mRNA-1_1&gene=snap_masked-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-1.72&CDS=1-2112
70	OG0000070	YBL016W, YGR040W	genemark-NODE_43_length_84042_cov_11.9828_ID_7817-processed-gene-0.60-mRNA-1_1&gene=genemark-NODE_43_length_84042_cov_11.9828_ID_7817-processed-gene-0.60&CDS=1-1056, snap_masked-NODE_21_length_171380_cov_11.2393_ID_5479-processed-gene-0.91-mRNA-1_1&gene=snap_masked-NODE_21_length_171380_cov_11.2393_ID_5479-processed-gene-0.91&CDS=1-1077
71	OG0000071	YBL030C, YBR085W	genemark-NODE_3_length_702318_cov_12.2707_ID_4671-processed-gene-6.104-mRNA-1_1&gene=genemark-NODE_3_length_702318_cov_12.2707_ID_4671-processed-gene-6.104&CDS=1-933, genemark-NODE_9_length_289240_cov_11.2825_ID_8777-processed-gene-0.100-mRNA-1_1&gene=genemark-NODE_9_length_289240_cov_11.2825_ID_8777-processed-gene-0.100&CDS=1-912
72	OG0000072	YBL063W, YEL061C	genemark-NODE_31_length_119511_cov_10.6209_ID_5953-processed-gene-0.90-mRNA-1_1&gene=genemark-NODE_31_length_119511_cov_10.6209_ID_5953-processed-gene-0.90&CDS=1-2802, genemark-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-0.24&CDS=1-3372
73	OG0000073	YBR002C, YMR101C	augustus_masked-NODE_12_length_247088_cov_12.6365_ID_9252-processed-gene-1.193-mRNA-1_1&gene=augustus_masked-NODE_12_length_247088_cov_12.6365_ID_9252-processed-gene-1.193&CDS=1-933, genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-3.70-mRNA-1_1&gene=genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-3.70&CDS=1-813
74	OG0000074	YBR009C, YNL030W	genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-5.55-mRNA-1_1&gene=genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-5.55&CDS=1-309, genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-2.102-mRNA-1_1&gene=genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-2.102&CDS=1-309
75	OG0000075	YBR010W, YNL031C	genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-5.32-mRNA-1_1&gene=genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-5.32&CDS=1-408, genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-2.74-mRNA-1_1&gene=genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-2.74&CDS=1-408
76	OG0000076	YBR011C, YMR267W	genemark-NODE_3_length_702318_cov_12.2707_ID_4671-processed-gene-1.133-mRNA-1_1&gene=genemark-NODE_3_length_702318_cov_12.2707_ID_4671-processed-gene-1.133&CDS=1-906, snap_masked-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-2.133-mRNA-1_1&gene=snap_masked-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-2.133&CDS=1-861
77	OG0000077	YBR025C, YHL014C	genemark-NODE_36_length_108922_cov_11.1402_ID_7707-processed-gene-0.71-mRNA-1_1&gene=genemark-NODE_36_length_108922_cov_11.1402_ID_7707-processed-gene-0.71&CDS=1-1209, genemark-NODE_3_length_702318_cov_12.2707_ID_4671-processed-gene-2.55-mRNA-1_1&gene=genemark-NODE_3_length_702318_cov_12.2707_ID_4671-processed-gene-2.55&CDS=1-1185
78	OG0000078	YBR038W, YNL192W	augustus_masked-NODE_24_length_154977_cov_11.286_ID_5711-processed-gene-0.198-mRNA-1_1&gene=augustus_masked-NODE_24_length_154977_cov_11.286_ID_5711-processed-gene-0.198&CDS=1-3441, genemark-NODE_3_length_702318_cov_12.2707_ID_4671-processed-gene-2.56-mRNA-1_1&gene=genemark-NODE_3_length_702318_cov_12.2707_ID_4671-processed-gene-2.56&CDS=1-3102
79	OG0000079	YBR119W, YER014W	augustus_masked-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-3.117-mRNA-1_1&gene=augustus_masked-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-3.117&CDS=1-1839, genemark-NODE_39_length_96090_cov_11.7198_ID_6412-processed-gene-0.80-mRNA-1_1&gene=genemark-NODE_39_length_96090_cov_11.7198_ID_6412-processed-gene-0.80&CDS=1-630
80	OG0000080	YBR181C, YPL090C	genemark-NODE_26_length_151081_cov_10.9555_ID_6809-processed-gene-0.157-mRNA-1_1&gene=genemark-NODE_26_length_151081_cov_10.9555_ID_6809-processed-gene-0.157&CDS=1-708, genemark-NODE_42_length_87864_cov_14.6865_ID_6933-processed-gene-0.73-mRNA-1_1&gene=genemark-NODE_42_length_87864_cov_14.6865_ID_6933-processed-gene-0.73&CDS=1-708
81	OG0000081	YBR183W, YPL087W	genemark-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-0.61-mRNA-1_1&gene=genemark-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-0.61&CDS=1-915, genemark-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-1.11-mRNA-1_1&gene=genemark-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-1.11&CDS=1-849
82	OG0000082	YBR212W, YHR086W	genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-5.45-mRNA-1_1&gene=genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-5.45&CDS=1-1413, genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-2.118-mRNA-1_1&gene=genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-2.118&CDS=1-1755
