	OrthologID	Saccharomyces_cerevisiae	Spathaspora_girioi
31	OG0000031	YIL166C	genemark-LQMS01002333.1-processed-gene-0.42-mRNA-1_1&gene=genemark-LQMS01002333.1-processed-gene-0.42&CDS=1-1659, genemark-LQMS01002334.1-processed-gene-0.12-mRNA-1_1&gene=genemark-LQMS01002334.1-processed-gene-0.12&CDS=1-1671, genemark-LQMS01002350.1-processed-gene-0.40-mRNA-1_1&gene=genemark-LQMS01002350.1-processed-gene-0.40&CDS=1-1671, snap_masked-LQMS01002134.1-processed-gene-0.8-mRNA-1_1&gene=snap_masked-LQMS01002134.1-processed-gene-0.8&CDS=1-1671, snap_masked-LQMS01002364.1-processed-gene-0.165-mRNA-1_1&gene=snap_masked-LQMS01002364.1-processed-gene-0.165&CDS=1-1659
32	OG0000032	YJR019C, YLR396C	augustus_masked-LQMS01002356.1-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-LQMS01002356.1-processed-gene-0.54&CDS=1-3099, genemark-LQMS01002356.1-processed-gene-0.166-mRNA-1_1&gene=genemark-LQMS01002356.1-processed-gene-0.166&CDS=1-903, genemark-LQMS01002356.1-processed-gene-0.167-mRNA-1_1&gene=genemark-LQMS01002356.1-processed-gene-0.167&CDS=1-996, maker-LQMS01002356.1-snap-gene-0.10-mRNA-1_1&gene=maker-LQMS01002356.1-snap-gene-0.10&CDS=1-2157
33	OG0000033	YKR039W	augustus_masked-LQMS01002319.1-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-LQMS01002319.1-processed-gene-0.98&CDS=1-1047, genemark-LQMS01002313.1-processed-gene-0.58-mRNA-1_1&gene=genemark-LQMS01002313.1-processed-gene-0.58&CDS=1-1761, genemark-LQMS01002322.1-processed-gene-0.41-mRNA-1_1&gene=genemark-LQMS01002322.1-processed-gene-0.41&CDS=1-1743, genemark-LQMS01002338.1-processed-gene-0.58-mRNA-1_1&gene=genemark-LQMS01002338.1-processed-gene-0.58&CDS=1-1770, genemark-LQMS01002350.1-processed-gene-0.27-mRNA-1_1&gene=genemark-LQMS01002350.1-processed-gene-0.27&CDS=1-1749
34	OG0000034	YNL283C, YOL105C, YOR008C	augustus_masked-LQMS01002373.1-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-LQMS01002373.1-processed-gene-0.50&CDS=1-729, genemark-LQMS01002343.1-processed-gene-0.67-mRNA-1_1&gene=genemark-LQMS01002343.1-processed-gene-0.67&CDS=1-1086, genemark-LQMS01002359.1-processed-gene-0.67-mRNA-1_1&gene=genemark-LQMS01002359.1-processed-gene-0.67&CDS=1-981
35	OG0000035	YAL058W	genemark-LQMS01002351.1-processed-gene-0.13-mRNA-1_1&gene=genemark-LQMS01002351.1-processed-gene-0.13&CDS=1-1737, genemark-LQMS01002363.1-processed-gene-0.91-mRNA-1_1&gene=genemark-LQMS01002363.1-processed-gene-0.91&CDS=1-897, maker-LQMS01002351.1-augustus-gene-0.1-mRNA-1_1&gene=maker-LQMS01002351.1-augustus-gene-0.1&CDS=1-3189, maker-LQMS01002380.1-augustus-gene-2.181-mRNA-1_1&gene=maker-LQMS01002380.1-augustus-gene-2.181&CDS=1-1440
36	OG0000036	YBR015C, YJL186W	genemark-LQMS01002359.1-processed-gene-0.84-mRNA-1_1&gene=genemark-LQMS01002359.1-processed-gene-0.84&CDS=1-2124, genemark-LQMS01002380.1-processed-gene-2.78-mRNA-1_1&gene=genemark-LQMS01002380.1-processed-gene-2.78&CDS=1-1797, maker-LQMS01002221.1-snap-gene-0.0-mRNA-1_1&gene=maker-LQMS01002221.1-snap-gene-0.0&CDS=1-3516
37	OG0000037	YBR240C, YDR107C, YLR083C	augustus_masked-LQMS01002349.1-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-LQMS01002349.1-processed-gene-0.97&CDS=1-4632, genemark-LQMS01002364.1-processed-gene-0.70-mRNA-1_1&gene=genemark-LQMS01002364.1-processed-gene-0.70&CDS=1-1506
38	OG0000038	YBR298C, YDL247W, YGR289C, YJR160C	genemark-LQMS01002358.1-processed-gene-0.78-mRNA-1_1&gene=genemark-LQMS01002358.1-processed-gene-0.78&CDS=1-1740
39	OG0000039	YCL024W, YDR507C, YKL101W	genemark-LQMS01002329.1-processed-gene-0.38-mRNA-1_1&gene=genemark-LQMS01002329.1-processed-gene-0.38&CDS=1-3765, snap_masked-LQMS01002322.1-processed-gene-0.10-mRNA-1_1&gene=snap_masked-LQMS01002322.1-processed-gene-0.10&CDS=1-4308
40	OG0000040	YCR037C, YJL198W, YNR013C	genemark-LQMS01002345.1-processed-gene-0.95-mRNA-1_1&gene=genemark-LQMS01002345.1-processed-gene-0.95&CDS=1-2850, genemark-LQMS01002370.1-processed-gene-0.24-mRNA-1_1&gene=genemark-LQMS01002370.1-processed-gene-0.24&CDS=1-2574
41	OG0000041	YCR045C, YKL190W	genemark-LQMS01002362.1-processed-gene-0.72-mRNA-1_1&gene=genemark-LQMS01002362.1-processed-gene-0.72&CDS=1-1188, genemark-LQMS01002368.1-processed-gene-0.32-mRNA-1_1&gene=genemark-LQMS01002368.1-processed-gene-0.32&CDS=1-1194, maker-LQMS01002296.1-augustus-gene-0.5-mRNA-1_1&gene=maker-LQMS01002296.1-augustus-gene-0.5&CDS=1-1758
42	OG0000042	YDL078C, YKL085W	genemark-LQMS01002303.1-processed-gene-0.14-mRNA-1_1&gene=genemark-LQMS01002303.1-processed-gene-0.14&CDS=1-996, genemark-LQMS01002368.1-processed-gene-0.38-mRNA-1_1&gene=genemark-LQMS01002368.1-processed-gene-0.38&CDS=1-1011, genemark-LQMS01002377.1-processed-gene-0.99-mRNA-1_1&gene=genemark-LQMS01002377.1-processed-gene-0.99&CDS=1-1038
43	OG0000043	YDR178W, YLR164W, YPR166C	genemark-LQMS01002378.1-processed-gene-1.80-mRNA-1_1&gene=genemark-LQMS01002378.1-processed-gene-1.80&CDS=1-465, maker-LQMS01002217.1-augustus-gene-0.41-mRNA-1_1&gene=maker-LQMS01002217.1-augustus-gene-0.41&CDS=1-843
44	OG0000044	YDR253C, YGR067C, YPL038W	genemark-LQMS01002336.1-processed-gene-0.126-mRNA-1_1&gene=genemark-LQMS01002336.1-processed-gene-0.126&CDS=1-2724, genemark-LQMS01002377.1-processed-gene-1.11-mRNA-1_1&gene=genemark-LQMS01002377.1-processed-gene-1.11&CDS=1-1332
45	OG0000045	YDR379W, YOR127W	augustus_masked-LQMS01002316.1-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-LQMS01002316.1-processed-gene-0.69&CDS=1-1389, augustus_masked-LQMS01002333.1-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-LQMS01002333.1-processed-gene-0.105&CDS=1-1539, genemark-LQMS01002330.1-processed-gene-0.44-mRNA-1_1&gene=genemark-LQMS01002330.1-processed-gene-0.44&CDS=1-3216
46	OG0000046	YDR533C, YMR322C, YOR391C, YPL280W	genemark-LQMS01002295.1-processed-gene-0.15-mRNA-1_1&gene=genemark-LQMS01002295.1-processed-gene-0.15&CDS=1-708
47	OG0000047	YDR536W, YLR299W	genemark-LQMS01002369.1-processed-gene-0.137-mRNA-1_1&gene=genemark-LQMS01002369.1-processed-gene-0.137&CDS=1-1644, maker-LQMS01002352.1-snap-gene-0.164-mRNA-1_1&gene=maker-LQMS01002352.1-snap-gene-0.164&CDS=1-3183, snap_masked-LQMS01002370.1-processed-gene-0.126-mRNA-1_1&gene=snap_masked-LQMS01002370.1-processed-gene-0.126&CDS=1-3495
48	OG0000048	YER015W	genemark-LQMS01002278.1-processed-gene-0.35-mRNA-1_1&gene=genemark-LQMS01002278.1-processed-gene-0.35&CDS=1-2256, genemark-LQMS01002337.1-processed-gene-0.14-mRNA-1_1&gene=genemark-LQMS01002337.1-processed-gene-0.14&CDS=1-2154, genemark-LQMS01002363.1-processed-gene-0.83-mRNA-1_1&gene=genemark-LQMS01002363.1-processed-gene-0.83&CDS=1-2244, genemark-LQMS01002376.1-processed-gene-0.90-mRNA-1_1&gene=genemark-LQMS01002376.1-processed-gene-0.90&CDS=1-2232
49	OG0000049	YFL050C, YOL130W	genemark-LQMS01002244.1-processed-gene-0.15-mRNA-1_1&gene=genemark-LQMS01002244.1-processed-gene-0.15&CDS=1-2088, genemark-LQMS01002316.1-processed-gene-0.53-mRNA-1_1&gene=genemark-LQMS01002316.1-processed-gene-0.53&CDS=1-2517, genemark-LQMS01002358.1-processed-gene-0.100-mRNA-1_1&gene=genemark-LQMS01002358.1-processed-gene-0.100&CDS=1-2046
50	OG0000050	YGL003C, YOL087C	genemark-LQMS01002197.1-processed-gene-0.13-mRNA-1_1&gene=genemark-LQMS01002197.1-processed-gene-0.13&CDS=1-1764, genemark-LQMS01002306.1-processed-gene-0.54-mRNA-1_1&gene=genemark-LQMS01002306.1-processed-gene-0.54&CDS=1-1365, maker-LQMS01002375.1-augustus-gene-0.3-mRNA-1_1&gene=maker-LQMS01002375.1-augustus-gene-0.3&CDS=1-3156
51	OG0000051	YGR136W, YGR225W, YPR154W	augustus_masked-LQMS01002234.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-LQMS01002234.1-processed-gene-0.8&CDS=1-2388, genemark-LQMS01002234.1-processed-gene-0.27-mRNA-1_1&gene=genemark-LQMS01002234.1-processed-gene-0.27&CDS=1-765
52	OG0000052	YGR197C, YJR015W	genemark-LQMS01002347.1-processed-gene-0.106-mRNA-1_1&gene=genemark-LQMS01002347.1-processed-gene-0.106&CDS=1-1704, maker-LQMS01002337.1-snap-gene-0.126-mRNA-1_1&gene=maker-LQMS01002337.1-snap-gene-0.126&CDS=1-2943, snap_masked-LQMS01002347.1-processed-gene-0.86-mRNA-1_1&gene=snap_masked-LQMS01002347.1-processed-gene-0.86&CDS=1-1782
53	OG0000053	YHR001W, YKR003W, YNL267W	maker-LQMS01002145.1-augustus-gene-0.4-mRNA-1_1&gene=maker-LQMS01002145.1-augustus-gene-0.4&CDS=1-4119, maker-LQMS01002157.1-augustus-gene-0.9-mRNA-1_1&gene=maker-LQMS01002157.1-augustus-gene-0.9&CDS=1-3858
54	OG0000054	YJL039C	genemark-LQMS01002225.1-processed-gene-0.19-mRNA-1_1&gene=genemark-LQMS01002225.1-processed-gene-0.19&CDS=1-1545, genemark-LQMS01002270.1-processed-gene-0.23-mRNA-1_1&gene=genemark-LQMS01002270.1-processed-gene-0.23&CDS=1-1554, genemark-LQMS01002380.1-processed-gene-0.27-mRNA-1_1&gene=genemark-LQMS01002380.1-processed-gene-0.27&CDS=1-1533, maker-LQMS01002302.1-augustus-gene-0.51-mRNA-1_1&gene=maker-LQMS01002302.1-augustus-gene-0.51&CDS=1-7359
55	OG0000055	YJL089W, YMR280C	genemark-LQMS01002277.1-processed-gene-0.46-mRNA-1_1&gene=genemark-LQMS01002277.1-processed-gene-0.46&CDS=1-1371, genemark-LQMS01002327.1-processed-gene-0.20-mRNA-1_1&gene=genemark-LQMS01002327.1-processed-gene-0.20&CDS=1-3177, genemark-LQMS01002334.1-processed-gene-0.1-mRNA-1_1&gene=genemark-LQMS01002334.1-processed-gene-0.1&CDS=1-2895
56	OG0000056	YJL158C, YJL160C, YKL163W, YKL164C	genemark-LQMS01002282.1-processed-gene-0.3-mRNA-1_1&gene=genemark-LQMS01002282.1-processed-gene-0.3&CDS=1-975
57	OG0000057	YKL128C	genemark-LQMS01002277.1-processed-gene-0.51-mRNA-1_1&gene=genemark-LQMS01002277.1-processed-gene-0.51&CDS=1-963, genemark-LQMS01002334.1-processed-gene-0.18-mRNA-1_1&gene=genemark-LQMS01002334.1-processed-gene-0.18&CDS=1-993, genemark-LQMS01002342.1-processed-gene-0.69-mRNA-1_1&gene=genemark-LQMS01002342.1-processed-gene-0.69&CDS=1-918, genemark-LQMS01002355.1-processed-gene-0.88-mRNA-1_1&gene=genemark-LQMS01002355.1-processed-gene-0.88&CDS=1-903
58	OG0000058	YKL217W	genemark-LQMS01002306.1-processed-gene-0.46-mRNA-1_1&gene=genemark-LQMS01002306.1-processed-gene-0.46&CDS=1-1536, maker-LQMS01002344.1-snap-gene-0.146-mRNA-1_1&gene=maker-LQMS01002344.1-snap-gene-0.146&CDS=1-1542, maker-LQMS01002351.1-augustus-gene-0.3-mRNA-1_1&gene=maker-LQMS01002351.1-augustus-gene-0.3&CDS=1-3345, maker-LQMS01002362.1-snap-gene-0.173-mRNA-1_1&gene=maker-LQMS01002362.1-snap-gene-0.173&CDS=1-3177
59	OG0000059	YKL220C, YLL051C, YNR060W, YOR381W, YOR384W	
60	OG0000060	YKL222C, YLR266C, YOR162C, YOR172W	maker-LQMS01002346.1-snap-gene-0.121-mRNA-1_1&gene=maker-LQMS01002346.1-snap-gene-0.121&CDS=1-2772
61	OG0000061	YLR343W, YMR307W	genemark-LQMS01002183.1-processed-gene-0.12-mRNA-1_1&gene=genemark-LQMS01002183.1-processed-gene-0.12&CDS=1-1629, genemark-LQMS01002219.1-processed-gene-0.29-mRNA-1_1&gene=genemark-LQMS01002219.1-processed-gene-0.29&CDS=1-1581, genemark-LQMS01002378.1-processed-gene-0.29-mRNA-1_1&gene=genemark-LQMS01002378.1-processed-gene-0.29&CDS=1-1641
62	OG0000062	YLR410W	augustus_masked-LQMS01000905.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMS01000905.1-processed-gene-0.0&CDS=1-354, augustus_masked-LQMS01001235.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMS01001235.1-processed-gene-0.0&CDS=1-468, augustus_masked-LQMS01001722.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMS01001722.1-processed-gene-0.0&CDS=1-879, genemark-LQMS01001635.1-processed-gene-0.0-mRNA-1_1&gene=genemark-LQMS01001635.1-processed-gene-0.0&CDS=1-741
63	OG0000063	YML072C, YNL087W, YOR086C	genemark-LQMS01002358.1-processed-gene-0.89-mRNA-1_1&gene=genemark-LQMS01002358.1-processed-gene-0.89&CDS=1-4827, maker-LQMS01002380.1-snap-gene-2.173-mRNA-1_1&gene=maker-LQMS01002380.1-snap-gene-2.173&CDS=1-3510
64	OG0000064	Q0130	snap_masked-LQMS01000732.1-processed-gene-0.1-mRNA-1_1&gene=snap_masked-LQMS01000732.1-processed-gene-0.1&CDS=1-228, snap_masked-LQMS01001264.1-processed-gene-0.1-mRNA-1_1&gene=snap_masked-LQMS01001264.1-processed-gene-0.1&CDS=1-228, snap_masked-LQMS01001266.1-processed-gene-0.0-mRNA-1_1&gene=snap_masked-LQMS01001266.1-processed-gene-0.0&CDS=1-228, snap_masked-LQMS01001717.1-processed-gene-0.3-mRNA-1_1&gene=snap_masked-LQMS01001717.1-processed-gene-0.3&CDS=1-228
65	OG0000065	Q0250	augustus_masked-LQMS01000558.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMS01000558.1-processed-gene-0.0&CDS=1-273, augustus_masked-LQMS01001081.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMS01001081.1-processed-gene-0.2&CDS=1-291, genemark-LQMS01000223.1-processed-gene-0.0-mRNA-1_1&gene=genemark-LQMS01000223.1-processed-gene-0.0&CDS=1-189, snap_masked-LQMS01000667.1-processed-gene-0.0-mRNA-1_1&gene=snap_masked-LQMS01000667.1-processed-gene-0.0&CDS=1-207
66	OG0000066	YAL005C	augustus_masked-LQMS01002311.1-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-LQMS01002311.1-processed-gene-0.31&CDS=1-1905, genemark-LQMS01002311.1-processed-gene-0.94-mRNA-1_1&gene=genemark-LQMS01002311.1-processed-gene-0.94&CDS=1-1959, maker-LQMS01002365.1-snap-gene-0.9-mRNA-1_1&gene=maker-LQMS01002365.1-snap-gene-0.9&CDS=1-2745
67	OG0000067	YAL021C, YOL042W	genemark-LQMS01002334.1-processed-gene-0.19-mRNA-1_1&gene=genemark-LQMS01002334.1-processed-gene-0.19&CDS=1-2469, genemark-LQMS01002380.1-processed-gene-2.101-mRNA-1_1&gene=genemark-LQMS01002380.1-processed-gene-2.101&CDS=1-1146
68	OG0000068	YAL054C, YLR153C	genemark-LQMS01002365.1-processed-gene-0.145-mRNA-1_1&gene=genemark-LQMS01002365.1-processed-gene-0.145&CDS=1-2025, genemark-LQMS01002377.1-processed-gene-0.82-mRNA-1_1&gene=genemark-LQMS01002377.1-processed-gene-0.82&CDS=1-2028
69	OG0000069	YAR002C-A, YGL002W, YHR110W	genemark-LQMS01002275.1-processed-gene-0.16-mRNA-1_1&gene=genemark-LQMS01002275.1-processed-gene-0.16&CDS=1-546
70	OG0000070	YAR035W, YER024W	genemark-LQMS01002337.1-processed-gene-0.0-mRNA-1_1&gene=genemark-LQMS01002337.1-processed-gene-0.0&CDS=1-2601, genemark-LQMS01002370.1-processed-gene-0.52-mRNA-1_1&gene=genemark-LQMS01002370.1-processed-gene-0.52&CDS=1-2241
71	OG0000071	YBL035C, YDR332W	genemark-LQMS01002257.1-processed-gene-0.40-mRNA-1_1&gene=genemark-LQMS01002257.1-processed-gene-0.40&CDS=1-1983, maker-LQMS01002257.1-snap-gene-0.2-mRNA-1_1&gene=maker-LQMS01002257.1-snap-gene-0.2&CDS=1-3843
72	OG0000072	YBL089W, YER119C	genemark-LQMS01002290.1-processed-gene-0.34-mRNA-1_1&gene=genemark-LQMS01002290.1-processed-gene-0.34&CDS=1-1416, genemark-LQMS01002369.1-processed-gene-0.128-mRNA-1_1&gene=genemark-LQMS01002369.1-processed-gene-0.128&CDS=1-1335
73	OG0000073	YBR008C	genemark-LQMS01002360.1-processed-gene-0.93-mRNA-1_1&gene=genemark-LQMS01002360.1-processed-gene-0.93&CDS=1-1635, genemark-LQMS01002371.1-processed-gene-0.72-mRNA-1_1&gene=genemark-LQMS01002371.1-processed-gene-0.72&CDS=1-1650, maker-LQMS01002364.1-snap-gene-0.199-mRNA-1_1&gene=maker-LQMS01002364.1-snap-gene-0.199&CDS=1-3243
74	OG0000074	YBR009C, YNL030W	genemark-LQMS01002365.1-processed-gene-0.142-mRNA-1_1&gene=genemark-LQMS01002365.1-processed-gene-0.142&CDS=1-309, genemark-LQMS01002374.1-processed-gene-0.87-mRNA-1_1&gene=genemark-LQMS01002374.1-processed-gene-0.87&CDS=1-309
75	OG0000075	YBR010W, YNL031C	genemark-LQMS01002365.1-processed-gene-0.116-mRNA-1_1&gene=genemark-LQMS01002365.1-processed-gene-0.116&CDS=1-408, genemark-LQMS01002374.1-processed-gene-0.42-mRNA-1_1&gene=genemark-LQMS01002374.1-processed-gene-0.42&CDS=1-408
76	OG0000076	YBR079C, YDR361C	augustus_masked-LQMS01000866.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMS01000866.1-processed-gene-0.2&CDS=1-348, augustus_masked-LQMS01002375.1-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-LQMS01002375.1-processed-gene-0.72&CDS=1-3639
77	OG0000077	YBR111C	augustus_masked-LQMS01001049.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMS01001049.1-processed-gene-0.2&CDS=1-303, augustus_masked-LQMS01001253.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMS01001253.1-processed-gene-0.0&CDS=1-351, augustus_masked-LQMS01002331.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-LQMS01002331.1-processed-gene-0.19&CDS=1-2397
78	OG0000078	YBR140C, YOL081W	augustus_masked-LQMS01001552.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMS01001552.1-processed-gene-0.0&CDS=1-684, maker-LQMS01002375.1-snap-gene-0.9-mRNA-1_1&gene=maker-LQMS01002375.1-snap-gene-0.9&CDS=1-7689
79	OG0000079	YBR191W, YPL079W	genemark-LQMS01002340.1-processed-gene-0.73-mRNA-1_1&gene=genemark-LQMS01002340.1-processed-gene-0.73&CDS=1-480, genemark-LQMS01002371.1-processed-gene-0.16-mRNA-1_1&gene=genemark-LQMS01002371.1-processed-gene-0.16&CDS=1-480
80	OG0000080	YBR237W, YNL112W	genemark-LQMS01002354.1-processed-gene-0.9-mRNA-1_1&gene=genemark-LQMS01002354.1-processed-gene-0.9&CDS=1-1668, genemark-LQMS01002362.1-processed-gene-0.85-mRNA-1_1&gene=genemark-LQMS01002362.1-processed-gene-0.85&CDS=1-2643
81	OG0000081	YBR245C, YOR304W	genemark-LQMS01002345.1-processed-gene-0.58-mRNA-1_1&gene=genemark-LQMS01002345.1-processed-gene-0.58&CDS=1-3024, genemark-LQMS01002362.1-processed-gene-0.64-mRNA-1_1&gene=genemark-LQMS01002362.1-processed-gene-0.64&CDS=1-3228
82	OG0000082	YCL037C, YDR515W	maker-LQMS01002347.1-snap-gene-0.147-mRNA-1_1&gene=maker-LQMS01002347.1-snap-gene-0.147&CDS=1-1458, snap_masked-LQMS01002277.1-processed-gene-0.33-mRNA-1_1&gene=snap_masked-LQMS01002277.1-processed-gene-0.33&CDS=1-831
83	OG0000083	YCL064C, YIL167W	genemark-LQMS01002359.1-processed-gene-0.58-mRNA-1_1&gene=genemark-LQMS01002359.1-processed-gene-0.58&CDS=1-1041, genemark-LQMS01002362.1-processed-gene-0.100-mRNA-1_1&gene=genemark-LQMS01002362.1-processed-gene-0.100&CDS=1-990
84	OG0000084	YCL067C, YCR039C, YCR096C	maker-LQMS01002157.1-snap-gene-0.10-mRNA-1_1&gene=maker-LQMS01002157.1-snap-gene-0.10&CDS=1-522
85	OG0000085	YCL068C, YCR038C	genemark-LQMS01002374.1-processed-gene-0.66-mRNA-1_1&gene=genemark-LQMS01002374.1-processed-gene-0.66&CDS=1-4383, snap_masked-LQMS01002070.1-processed-gene-0.4-mRNA-1_1&gene=snap_masked-LQMS01002070.1-processed-gene-0.4&CDS=1-825
86	OG0000086	YCR010C, YNR002C	genemark-LQMS01002267.1-processed-gene-0.36-mRNA-1_1&gene=genemark-LQMS01002267.1-processed-gene-0.36&CDS=1-780, genemark-LQMS01002361.1-processed-gene-0.52-mRNA-1_1&gene=genemark-LQMS01002361.1-processed-gene-0.52&CDS=1-765
87	OG0000087	YCR023C	augustus_masked-LQMS01002283.1-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-LQMS01002283.1-processed-gene-0.47&CDS=1-1668, genemark-LQMS01002336.1-processed-gene-0.103-mRNA-1_1&gene=genemark-LQMS01002336.1-processed-gene-0.103&CDS=1-1662, maker-LQMS01002378.1-snap-gene-1.226-mRNA-1_1&gene=maker-LQMS01002378.1-snap-gene-1.226&CDS=1-3543
88	OG0000088	YDL042C, YOL068C	genemark-LQMS01002371.1-processed-gene-0.39-mRNA-1_1&gene=genemark-LQMS01002371.1-processed-gene-0.39&CDS=1-1692, snap_masked-LQMS01002359.1-processed-gene-0.114-mRNA-1_1&gene=snap_masked-LQMS01002359.1-processed-gene-0.114&CDS=1-1485
89	OG0000089	YDL137W, YDL192W	genemark-LQMS01002200.1-processed-gene-0.14-mRNA-1_1&gene=genemark-LQMS01002200.1-processed-gene-0.14&CDS=1-543, genemark-LQMS01002289.1-processed-gene-0.31-mRNA-1_1&gene=genemark-LQMS01002289.1-processed-gene-0.31&CDS=1-537
90	OG0000090	YDR034C, YML099C	augustus_masked-LQMS01002380.1-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-LQMS01002380.1-processed-gene-1.1&CDS=1-4617, genemark-LQMS01002380.1-processed-gene-1.33-mRNA-1_1&gene=genemark-LQMS01002380.1-processed-gene-1.33&CDS=1-2553
91	OG0000091	YDR038C, YDR039C, YDR040C	genemark-LQMS01002162.1-processed-gene-0.1-mRNA-1_1&gene=genemark-LQMS01002162.1-processed-gene-0.1&CDS=1-3117
92	OG0000092	YDR166C	augustus_masked-LQMS01001319.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMS01001319.1-processed-gene-0.0&CDS=1-510, augustus_masked-LQMS01001788.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMS01001788.1-processed-gene-0.2&CDS=1-993, genemark-LQMS01002236.1-processed-gene-0.20-mRNA-1_1&gene=genemark-LQMS01002236.1-processed-gene-0.20&CDS=1-2727
93	OG0000093	YDR242W	genemark-LQMS01002162.1-processed-gene-0.0-mRNA-1_1&gene=genemark-LQMS01002162.1-processed-gene-0.0&CDS=1-1722, genemark-LQMS01002252.1-processed-gene-0.31-mRNA-1_1&gene=genemark-LQMS01002252.1-processed-gene-0.31&CDS=1-1722, genemark-LQMS01002269.1-processed-gene-0.35-mRNA-1_1&gene=genemark-LQMS01002269.1-processed-gene-0.35&CDS=1-1722
94	OG0000094	YDR319C, YGL126W	genemark-LQMS01002351.1-processed-gene-0.22-mRNA-1_1&gene=genemark-LQMS01002351.1-processed-gene-0.22&CDS=1-936, genemark-LQMS01002380.1-processed-gene-0.5-mRNA-1_1&gene=genemark-LQMS01002380.1-processed-gene-0.5&CDS=1-750
95	OG0000095	YDR463W, YHR006W	genemark-LQMS01002297.1-processed-gene-0.49-mRNA-1_1&gene=genemark-LQMS01002297.1-processed-gene-0.49&CDS=1-1509, genemark-LQMS01002315.1-processed-gene-0.25-mRNA-1_1&gene=genemark-LQMS01002315.1-processed-gene-0.25&CDS=1-1638
96	OG0000096	YDR471W, YDR490C, YHR010W	maker-LQMS01002375.1-augustus-gene-0.1-mRNA-1_1&gene=maker-LQMS01002375.1-augustus-gene-0.1&CDS=1-3285
97	OG0000097	YDR519W, YNL135C	genemark-LQMS01002132.1-processed-gene-0.9-mRNA-1_1&gene=genemark-LQMS01002132.1-processed-gene-0.9&CDS=1-360, genemark-LQMS01002315.1-processed-gene-0.29-mRNA-1_1&gene=genemark-LQMS01002315.1-processed-gene-0.29&CDS=1-444
98	OG0000098	YER017C, YMR089C	genemark-LQMS01002295.1-processed-gene-0.18-mRNA-1_1&gene=genemark-LQMS01002295.1-processed-gene-0.18&CDS=1-2595, genemark-LQMS01002350.1-processed-gene-0.42-mRNA-1_1&gene=genemark-LQMS01002350.1-processed-gene-0.42&CDS=1-2406
99	OG0000099	YER039C, YGL225W	genemark-LQMS01002204.1-processed-gene-0.22-mRNA-1_1&gene=genemark-LQMS01002204.1-processed-gene-0.22&CDS=1-996, maker-LQMS01002264.1-snap-gene-0.4-mRNA-1_1&gene=maker-LQMS01002264.1-snap-gene-0.4&CDS=1-2052
100	OG0000100	YER049W	augustus_masked-LQMS01002338.1-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-LQMS01002338.1-processed-gene-0.88&CDS=1-3018, genemark-LQMS01002066.1-processed-gene-0.5-mRNA-1_1&gene=genemark-LQMS01002066.1-processed-gene-0.5&CDS=1-1173, genemark-LQMS01002338.1-processed-gene-0.53-mRNA-1_1&gene=genemark-LQMS01002338.1-processed-gene-0.53&CDS=1-1197
101	OG0000101	YER056C, YER060W, YER060W-A	genemark-LQMS01002317.1-processed-gene-0.65-mRNA-1_1&gene=genemark-LQMS01002317.1-processed-gene-0.65&CDS=1-1506
102	OG0000102	YER075C, YOR208W	genemark-LQMS01002342.1-processed-gene-0.73-mRNA-1_1&gene=genemark-LQMS01002342.1-processed-gene-0.73&CDS=1-2430, genemark-LQMS01002353.1-processed-gene-0.133-mRNA-1_1&gene=genemark-LQMS01002353.1-processed-gene-0.133&CDS=1-1557
103	OG0000103	YER130C, YKL062W	genemark-LQMS01002236.1-processed-gene-0.28-mRNA-1_1&gene=genemark-LQMS01002236.1-processed-gene-0.28&CDS=1-669, genemark-LQMS01002380.1-processed-gene-2.55-mRNA-1_1&gene=genemark-LQMS01002380.1-processed-gene-2.55&CDS=1-1779
