	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035641_Yamadazyma_scolyti
21	OG0000021	YGL257C, YKR084C, YNR059W	augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-5.75-mRNA-1_1&gene=augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-5.75&CDS=1-4401, genemark-NODE_11_length_331018_cov_25.7707_ID_1971-processed-gene-0.99-mRNA-1_1&gene=genemark-NODE_11_length_331018_cov_25.7707_ID_1971-processed-gene-0.99&CDS=1-1956, snap_masked-NODE_14_length_232044_cov_26.2844_ID_2850-processed-gene-0.87-mRNA-1_1&gene=snap_masked-NODE_14_length_232044_cov_26.2844_ID_2850-processed-gene-0.87&CDS=1-2142
22	OG0000022	YJL039C	augustus_masked-NODE_15_length_231884_cov_38.0692_ID_3232-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-NODE_15_length_231884_cov_38.0692_ID_3232-processed-gene-1.137&CDS=1-1482, augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-0.58&CDS=1-1470, augustus_masked-NODE_54_length_19379_cov_56.8668_ID_6094-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_54_length_19379_cov_56.8668_ID_6094-processed-gene-0.2&CDS=1-1551, genemark-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-8.87-mRNA-1_1&gene=genemark-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-8.87&CDS=1-1536, maker-NODE_3_length_891353_cov_30.1887_ID_1825-augustus-gene-2.47-mRNA-1_1&gene=maker-NODE_3_length_891353_cov_30.1887_ID_1825-augustus-gene-2.47&CDS=1-6630
23	OG0000023	YJL172W, YOL153C	augustus_masked-NODE_10_length_341731_cov_26.5013_ID_5740-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-NODE_10_length_341731_cov_26.5013_ID_5740-processed-gene-2.56&CDS=1-2400, augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-10.171-mRNA-1_1&gene=augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-10.171&CDS=1-1692, augustus_masked-NODE_7_length_412794_cov_29.0303_ID_3442-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-NODE_7_length_412794_cov_29.0303_ID_3442-processed-gene-2.86&CDS=1-1734, genemark-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-9.172-mRNA-1_1&gene=genemark-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-9.172&CDS=1-1725
24	OG0000024	YKL128C	augustus_masked-NODE_13_length_238975_cov_27.1687_ID_2188-processed-gene-1.199-mRNA-1_1&gene=augustus_masked-NODE_13_length_238975_cov_27.1687_ID_2188-processed-gene-1.199&CDS=1-978, augustus_masked-NODE_16_length_216442_cov_36.8176_ID_2354-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-NODE_16_length_216442_cov_36.8176_ID_2354-processed-gene-1.44&CDS=1-927, augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-6.13-mRNA-1_1&gene=augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-6.13&CDS=1-966, augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-3.33-mRNA-1_1&gene=augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-3.33&CDS=1-945, snap_masked-NODE_9_length_364984_cov_35.4331_ID_4957-processed-gene-2.214-mRNA-1_1&gene=snap_masked-NODE_9_length_364984_cov_35.4331_ID_4957-processed-gene-2.214&CDS=1-948
25	OG0000025	YKL215C	augustus_masked-NODE_12_length_314762_cov_25.5892_ID_2686-processed-gene-2.140-mRNA-1_1&gene=augustus_masked-NODE_12_length_314762_cov_25.5892_ID_2686-processed-gene-2.140&CDS=1-3894, augustus_masked-NODE_30_length_86670_cov_50.3814_ID_3192-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_30_length_86670_cov_50.3814_ID_3192-processed-gene-0.31&CDS=1-3942, augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-6.10-mRNA-1_1&gene=augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-6.10&CDS=1-3900, augustus_masked-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-5.129-mRNA-1_1&gene=augustus_masked-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-5.129&CDS=1-5490, genemark-NODE_40_length_55667_cov_57.0441_ID_4107-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_40_length_55667_cov_57.0441_ID_4107-processed-gene-0.25&CDS=1-5385
26	OG0000026	YKR039W, YLL061W, YPL274W	augustus_masked-NODE_11_length_331018_cov_25.7707_ID_1971-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_11_length_331018_cov_25.7707_ID_1971-processed-gene-0.76&CDS=1-1752, augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-4.66-mRNA-1_1&gene=augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-4.66&CDS=1-1761, augustus_masked-NODE_5_length_662747_cov_30.4918_ID_1752-processed-gene-3.58-mRNA-1_1&gene=augustus_masked-NODE_5_length_662747_cov_30.4918_ID_1752-processed-gene-3.58&CDS=1-1737
27	OG0000027	YLR129W, YMR008C, YOL011W	genemark-NODE_51_length_24604_cov_31.2149_ID_6916-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_51_length_24604_cov_31.2149_ID_6916-processed-gene-0.15&CDS=1-1749, maker-NODE_13_length_238975_cov_27.1687_ID_2188-augustus-gene-1.83-mRNA-1_1&gene=maker-NODE_13_length_238975_cov_27.1687_ID_2188-augustus-gene-1.83&CDS=1-5280, maker-NODE_1_length_1124597_cov_29.4403_ID_2943-augustus-gene-10.76-mRNA-1_1&gene=maker-NODE_1_length_1124597_cov_29.4403_ID_2943-augustus-gene-10.76&CDS=1-2544
28	OG0000028	YPR022C	augustus_masked-NODE_16_length_216442_cov_36.8176_ID_2354-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_16_length_216442_cov_36.8176_ID_2354-processed-gene-0.50&CDS=1-2220, augustus_masked-NODE_16_length_216442_cov_36.8176_ID_2354-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_16_length_216442_cov_36.8176_ID_2354-processed-gene-0.93&CDS=1-1992, augustus_masked-NODE_19_length_173433_cov_42.9605_ID_3700-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-NODE_19_length_173433_cov_42.9605_ID_3700-processed-gene-0.142&CDS=1-2274, genemark-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-3.66-mRNA-1_1&gene=genemark-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-3.66&CDS=1-2298, snap_masked-NODE_23_length_117406_cov_28.2574_ID_6316-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_23_length_117406_cov_28.2574_ID_6316-processed-gene-0.34&CDS=1-2736
29	OG0000029	YPR194C	augustus_masked-NODE_18_length_180892_cov_30.0919_ID_5399-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_18_length_180892_cov_30.0919_ID_5399-processed-gene-0.90&CDS=1-2727, augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-0.74&CDS=1-2730, augustus_masked-NODE_7_length_412794_cov_29.0303_ID_3442-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-NODE_7_length_412794_cov_29.0303_ID_3442-processed-gene-1.76&CDS=1-2727, genemark-NODE_35_length_67789_cov_27.6849_ID_4142-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_35_length_67789_cov_27.6849_ID_4142-processed-gene-0.34&CDS=1-2730, maker-NODE_2_length_1067750_cov_25.7923_ID_1649-augustus-gene-9.6-mRNA-1_1&gene=maker-NODE_2_length_1067750_cov_25.7923_ID_1649-augustus-gene-9.6&CDS=1-3591
30	OG0000030		augustus_masked-NODE_10_length_341731_cov_26.5013_ID_5740-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-NODE_10_length_341731_cov_26.5013_ID_5740-processed-gene-2.16&CDS=1-531, augustus_masked-NODE_16_length_216442_cov_36.8176_ID_2354-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_16_length_216442_cov_36.8176_ID_2354-processed-gene-0.70&CDS=1-2994, augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-4.13-mRNA-1_1&gene=augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-4.13&CDS=1-2307, augustus_masked-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-2.69&CDS=1-2271, genemark-NODE_54_length_19379_cov_56.8668_ID_6094-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_54_length_19379_cov_56.8668_ID_6094-processed-gene-0.12&CDS=1-1737, snap_masked-NODE_18_length_180892_cov_30.0919_ID_5399-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_18_length_180892_cov_30.0919_ID_5399-processed-gene-0.20&CDS=1-3243
31	OG0000031	YBL017C, YIL173W, YJL222W, YNR065C	augustus_masked-NODE_5_length_662747_cov_30.4918_ID_1752-processed-gene-2.63-mRNA-1_1&gene=augustus_masked-NODE_5_length_662747_cov_30.4918_ID_1752-processed-gene-2.63&CDS=1-4683
32	OG0000032	YBL068W, YER099C, YHL011C	maker-NODE_13_length_238975_cov_27.1687_ID_2188-augustus-gene-1.80-mRNA-1_1&gene=maker-NODE_13_length_238975_cov_27.1687_ID_2188-augustus-gene-1.80&CDS=1-4167, maker-NODE_1_length_1124597_cov_29.4403_ID_2943-augustus-gene-8.61-mRNA-1_1&gene=maker-NODE_1_length_1124597_cov_29.4403_ID_2943-augustus-gene-8.61&CDS=1-3603
33	OG0000033	YBR010W, YNL031C	augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-4.63-mRNA-1_1&gene=augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-4.63&CDS=1-408, augustus_masked-NODE_25_length_107794_cov_42.2009_ID_3383-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_25_length_107794_cov_42.2009_ID_3383-processed-gene-0.96&CDS=1-408, augustus_masked-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-1.99&CDS=1-408
34	OG0000034	YBR150C, YOL089C	genemark-NODE_11_length_331018_cov_25.7707_ID_1971-processed-gene-1.18-mRNA-1_1&gene=genemark-NODE_11_length_331018_cov_25.7707_ID_1971-processed-gene-1.18&CDS=1-2352, snap_masked-NODE_11_length_331018_cov_25.7707_ID_1971-processed-gene-1.110-mRNA-1_1&gene=snap_masked-NODE_11_length_331018_cov_25.7707_ID_1971-processed-gene-1.110&CDS=1-2640, snap_masked-NODE_11_length_331018_cov_25.7707_ID_1971-processed-gene-1.111-mRNA-1_1&gene=snap_masked-NODE_11_length_331018_cov_25.7707_ID_1971-processed-gene-1.111&CDS=1-2466
35	OG0000035	YBR289W, YIL124W	genemark-NODE_35_length_67789_cov_27.6849_ID_4142-processed-gene-0.27-mRNA-1_1&gene=genemark-NODE_35_length_67789_cov_27.6849_ID_4142-processed-gene-0.27&CDS=1-2547, genemark-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-3.50-mRNA-1_1&gene=genemark-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-3.50&CDS=1-3963, maker-NODE_12_length_314762_cov_25.5892_ID_2686-augustus-gene-2.202-mRNA-1_1&gene=maker-NODE_12_length_314762_cov_25.5892_ID_2686-augustus-gene-2.202&CDS=1-1284
36	OG0000036	YBR298C, YDL247W, YJR160C	augustus_masked-NODE_14_length_232044_cov_26.2844_ID_2850-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-NODE_14_length_232044_cov_26.2844_ID_2850-processed-gene-1.58&CDS=1-1725, augustus_masked-NODE_14_length_232044_cov_26.2844_ID_2850-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-NODE_14_length_232044_cov_26.2844_ID_2850-processed-gene-1.59&CDS=1-1743
37	OG0000037	YCL024W, YDR507C, YKL101W	augustus_masked-NODE_8_length_401942_cov_32.945_ID_2553-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-NODE_8_length_401942_cov_32.945_ID_2553-processed-gene-1.81&CDS=1-4074, maker-NODE_3_length_891353_cov_30.1887_ID_1825-snap-gene-4.168-mRNA-1_1&gene=maker-NODE_3_length_891353_cov_30.1887_ID_1825-snap-gene-4.168&CDS=1-3576
38	OG0000038	YCL036W, YDR514C, YKL114C	augustus_masked-NODE_20_length_149750_cov_40.9465_ID_2229-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_20_length_149750_cov_40.9465_ID_2229-processed-gene-0.97&CDS=1-1863, genemark-NODE_20_length_149750_cov_40.9465_ID_2229-processed-gene-0.173-mRNA-1_1&gene=genemark-NODE_20_length_149750_cov_40.9465_ID_2229-processed-gene-0.173&CDS=1-780
39	OG0000039	YCR037C, YJL198W, YNR013C	augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-2.113-mRNA-1_1&gene=augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-2.113&CDS=1-2412, augustus_masked-NODE_48_length_27703_cov_33.2025_ID_5002-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_48_length_27703_cov_33.2025_ID_5002-processed-gene-0.18&CDS=1-2373
40	OG0000040	YDR326C, YFL042C, YHR080C	augustus_masked-NODE_8_length_401942_cov_32.945_ID_2553-processed-gene-3.75-mRNA-1_1&gene=augustus_masked-NODE_8_length_401942_cov_32.945_ID_2553-processed-gene-3.75&CDS=1-2049, snap_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-4.47-mRNA-1_1&gene=snap_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-4.47&CDS=1-2523
41	OG0000041	YEL015W, YGL216W	genemark-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-2.82-mRNA-1_1&gene=genemark-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-2.82&CDS=1-1833, genemark-NODE_5_length_662747_cov_30.4918_ID_1752-processed-gene-5.78-mRNA-1_1&gene=genemark-NODE_5_length_662747_cov_30.4918_ID_1752-processed-gene-5.78&CDS=1-2460, maker-NODE_5_length_662747_cov_30.4918_ID_1752-augustus-gene-3.94-mRNA-1_1&gene=maker-NODE_5_length_662747_cov_30.4918_ID_1752-augustus-gene-3.94&CDS=1-2865
42	OG0000042	YFL034C-B, YNL169C	augustus_masked-NODE_11_length_331018_cov_25.7707_ID_1971-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-NODE_11_length_331018_cov_25.7707_ID_1971-processed-gene-1.64&CDS=1-2460, augustus_masked-NODE_25_length_107794_cov_42.2009_ID_3383-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_25_length_107794_cov_42.2009_ID_3383-processed-gene-0.93&CDS=1-4668, snap_masked-NODE_7_length_412794_cov_29.0303_ID_3442-processed-gene-3.121-mRNA-1_1&gene=snap_masked-NODE_7_length_412794_cov_29.0303_ID_3442-processed-gene-3.121&CDS=1-2457
43	OG0000043	YFL040W, YML130C	augustus_masked-NODE_10_length_341731_cov_26.5013_ID_5740-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_10_length_341731_cov_26.5013_ID_5740-processed-gene-0.19&CDS=1-1605, augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-7.284-mRNA-1_1&gene=augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-7.284&CDS=1-1557, maker-NODE_2_length_1067750_cov_25.7923_ID_1649-augustus-gene-7.67-mRNA-1_1&gene=maker-NODE_2_length_1067750_cov_25.7923_ID_1649-augustus-gene-7.67&CDS=1-3111
44	OG0000044	YGR192C, YJL052W, YJR009C	augustus_masked-NODE_20_length_149750_cov_40.9465_ID_2229-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-NODE_20_length_149750_cov_40.9465_ID_2229-processed-gene-0.121&CDS=1-996, genemark-NODE_9_length_364984_cov_35.4331_ID_4957-processed-gene-2.129-mRNA-1_1&gene=genemark-NODE_9_length_364984_cov_35.4331_ID_4957-processed-gene-2.129&CDS=1-1005
45	OG0000045	YHL028W, YNL283C, YOL105C	genemark-NODE_12_length_314762_cov_25.5892_ID_2686-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_12_length_314762_cov_25.5892_ID_2686-processed-gene-0.4&CDS=1-1089, maker-NODE_2_length_1067750_cov_25.7923_ID_1649-snap-gene-5.159-mRNA-1_1&gene=maker-NODE_2_length_1067750_cov_25.7923_ID_1649-snap-gene-5.159&CDS=1-1188
46	OG0000046	YHR179W, YPL171C	augustus_masked-NODE_12_length_314762_cov_25.5892_ID_2686-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NODE_12_length_314762_cov_25.5892_ID_2686-processed-gene-0.56&CDS=1-1947, augustus_masked-NODE_13_length_238975_cov_27.1687_ID_2188-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NODE_13_length_238975_cov_27.1687_ID_2188-processed-gene-0.73&CDS=1-1197, augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-2.123&CDS=1-1236
47	OG0000047	YKL222C, YLR266C, YOR162C, YOR172W	snap_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-9.251-mRNA-1_1&gene=snap_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-9.251&CDS=1-2934
48	OG0000048	YLL015W	augustus_masked-NODE_14_length_232044_cov_26.2844_ID_2850-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_14_length_232044_cov_26.2844_ID_2850-processed-gene-0.59&CDS=1-4659, genemark-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-10.156-mRNA-1_1&gene=genemark-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-10.156&CDS=1-7083, maker-NODE_19_length_173433_cov_42.9605_ID_3700-snap-gene-0.153-mRNA-1_1&gene=maker-NODE_19_length_173433_cov_42.9605_ID_3700-snap-gene-0.153&CDS=1-8871, snap_masked-NODE_34_length_69846_cov_53.4932_ID_3662-processed-gene-0.61-mRNA-1_1&gene=snap_masked-NODE_34_length_69846_cov_53.4932_ID_3662-processed-gene-0.61&CDS=1-4650
49	OG0000049	YLL057C	augustus_masked-NODE_22_length_122971_cov_32.7259_ID_7671-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-NODE_22_length_122971_cov_32.7259_ID_7671-processed-gene-0.134&CDS=1-1101, augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-8.116-mRNA-1_1&gene=augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-8.116&CDS=1-1158, augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-6.56-mRNA-1_1&gene=augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-6.56&CDS=1-1155, augustus_masked-NODE_7_length_412794_cov_29.0303_ID_3442-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-NODE_7_length_412794_cov_29.0303_ID_3442-processed-gene-1.66&CDS=1-1107
50	OG0000050	YML054C	augustus_masked-NODE_30_length_86670_cov_50.3814_ID_3192-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_30_length_86670_cov_50.3814_ID_3192-processed-gene-0.28&CDS=1-1608, augustus_masked-NODE_33_length_72579_cov_28.3893_ID_7737-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_33_length_72579_cov_28.3893_ID_7737-processed-gene-0.45&CDS=1-1551, augustus_masked-NODE_8_length_401942_cov_32.945_ID_2553-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_8_length_401942_cov_32.945_ID_2553-processed-gene-0.46&CDS=1-1560, snap_masked-NODE_32_length_75622_cov_44.1958_ID_7010-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_32_length_75622_cov_44.1958_ID_7010-processed-gene-0.32&CDS=1-1515
51	OG0000051	YPR127W	augustus_masked-NODE_24_length_108804_cov_29.3414_ID_3852-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_24_length_108804_cov_29.3414_ID_3852-processed-gene-0.86&CDS=1-1005, genemark-NODE_19_length_173433_cov_42.9605_ID_3700-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_19_length_173433_cov_42.9605_ID_3700-processed-gene-0.9&CDS=1-1005, genemark-NODE_5_length_662747_cov_30.4918_ID_1752-processed-gene-5.56-mRNA-1_1&gene=genemark-NODE_5_length_662747_cov_30.4918_ID_1752-processed-gene-5.56&CDS=1-1011, genemark-NODE_7_length_412794_cov_29.0303_ID_3442-processed-gene-3.17-mRNA-1_1&gene=genemark-NODE_7_length_412794_cov_29.0303_ID_3442-processed-gene-3.17&CDS=1-942
52	OG0000052	YAL051W, YCR106W, YLL054C, YOR363C	
53	OG0000053	YAR002C-A, YGL002W, YHR110W	augustus_masked-NODE_11_length_331018_cov_25.7707_ID_1971-processed-gene-2.88-mRNA-1_1&gene=augustus_masked-NODE_11_length_331018_cov_25.7707_ID_1971-processed-gene-2.88&CDS=1-705
54	OG0000054	YAR019C, YDR523C	maker-NODE_12_length_314762_cov_25.5892_ID_2686-augustus-gene-0.130-mRNA-1_1&gene=maker-NODE_12_length_314762_cov_25.5892_ID_2686-augustus-gene-0.130&CDS=1-4479, snap_masked-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-4.152-mRNA-1_1&gene=snap_masked-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-4.152&CDS=1-1314
55	OG0000055	YAR035W, YER024W	augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-4.33-mRNA-1_1&gene=augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-4.33&CDS=1-2181, maker-NODE_5_length_662747_cov_30.4918_ID_1752-augustus-gene-2.57-mRNA-1_1&gene=maker-NODE_5_length_662747_cov_30.4918_ID_1752-augustus-gene-2.57&CDS=1-3840
56	OG0000056	YAR066W, YHR214W, YIL169C, YOL155C	
57	OG0000057	YBL002W, YDR224C	augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-0.124&CDS=1-387, augustus_masked-NODE_26_length_99811_cov_27.7239_ID_4270-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-NODE_26_length_99811_cov_27.7239_ID_4270-processed-gene-0.107&CDS=1-387
58	OG0000058	YBL003C, YDR225W	augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-0.141-mRNA-1_1&gene=augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-0.141&CDS=1-390, augustus_masked-NODE_26_length_99811_cov_27.7239_ID_4270-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_26_length_99811_cov_27.7239_ID_4270-processed-gene-0.89&CDS=1-387
59	OG0000059	YBL011W, YKR067W	augustus_masked-NODE_9_length_364984_cov_35.4331_ID_4957-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-NODE_9_length_364984_cov_35.4331_ID_4957-processed-gene-1.34&CDS=1-2145, genemark-NODE_10_length_341731_cov_26.5013_ID_5740-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_10_length_341731_cov_26.5013_ID_5740-processed-gene-0.36&CDS=1-1812
60	OG0000060	YBL054W, YER088C	augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-5.66-mRNA-1_1&gene=augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-5.66&CDS=1-1506, genemark-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-1.3-mRNA-1_1&gene=genemark-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-1.3&CDS=1-483
61	OG0000061	YBL089W, YIL088C	augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-5.69-mRNA-1_1&gene=augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-5.69&CDS=1-1353, augustus_masked-NODE_5_length_662747_cov_30.4918_ID_1752-processed-gene-5.125-mRNA-1_1&gene=augustus_masked-NODE_5_length_662747_cov_30.4918_ID_1752-processed-gene-5.125&CDS=1-1284
62	OG0000062	YBR009C, YNL030W	augustus_masked-NODE_25_length_107794_cov_42.2009_ID_3383-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-NODE_25_length_107794_cov_42.2009_ID_3383-processed-gene-0.109&CDS=1-309, augustus_masked-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-1.79&CDS=1-309
63	OG0000063	YBR028C, YKR001C	augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-1.85&CDS=1-3465, genemark-NODE_29_length_87390_cov_28.3536_ID_3068-processed-gene-0.67-mRNA-1_1&gene=genemark-NODE_29_length_87390_cov_28.3536_ID_3068-processed-gene-0.67&CDS=1-1161
64	OG0000064	YBR078W, YDR055W	augustus_masked-NODE_19_length_173433_cov_42.9605_ID_3700-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-NODE_19_length_173433_cov_42.9605_ID_3700-processed-gene-0.95&CDS=1-1245, maker-NODE_29_length_87390_cov_28.3536_ID_3068-augustus-gene-0.4-mRNA-1_1&gene=maker-NODE_29_length_87390_cov_28.3536_ID_3068-augustus-gene-0.4&CDS=1-1281
