	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035633_Candida_hispaniensis
43	OG0000043	YHL007C, YNL298W, YOL113W	genemark-NODE_12_length_275550_cov_92.8485_ID_23-processed-gene-1.83-mRNA-1_1&gene=genemark-NODE_12_length_275550_cov_92.8485_ID_23-processed-gene-1.83&CDS=1-3264, genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-16.126-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-16.126&CDS=1-2562
44	OG0000044	YHL028W, YNL283C, YOL105C	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-5.157-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-5.157&CDS=1-1161, genemark-NODE_6_length_558064_cov_88.2895_ID_11-processed-gene-4.41-mRNA-1_1&gene=genemark-NODE_6_length_558064_cov_88.2895_ID_11-processed-gene-4.41&CDS=1-1005
45	OG0000045	YHR179W, YPL171C	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-8.21-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-8.21&CDS=1-1119, genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-8.43-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-8.43&CDS=1-1119, genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-1.145-mRNA-1_1&gene=genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-1.145&CDS=1-1122
46	OG0000046	YJL172W, YOL153C	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-10.11-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-10.11&CDS=1-1827, genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-10.53-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-10.53&CDS=1-1698, genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-6.33-mRNA-1_1&gene=genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-6.33&CDS=1-1707
47	OG0000047	YKL220C, YLL051C, YNR060W, YOR381W, YOR384W	
48	OG0000048	YKR039W	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-11.149-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-11.149&CDS=1-1782, genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-5.126-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-5.126&CDS=1-1743, genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-8.146-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-8.146&CDS=1-1773, genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-5.57-mRNA-1_1&gene=genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-5.57&CDS=1-1776
49	OG0000049	YKR089C, YMR313C, YOR081C	genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-2.117-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-2.117&CDS=1-2163, maker-NODE_2_length_2227012_cov_87.1037_ID_3-snap-gene-21.0-mRNA-1_1&gene=maker-NODE_2_length_2227012_cov_87.1037_ID_3-snap-gene-21.0&CDS=1-1791
50	OG0000050	YLR034C, YOL122C	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-19.141-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-19.141&CDS=1-1794, genemark-NODE_6_length_558064_cov_88.2895_ID_11-processed-gene-4.44-mRNA-1_1&gene=genemark-NODE_6_length_558064_cov_88.2895_ID_11-processed-gene-4.44&CDS=1-1665, genemark-NODE_7_length_507417_cov_87.0109_ID_13-processed-gene-0.134-mRNA-1_1&gene=genemark-NODE_7_length_507417_cov_87.0109_ID_13-processed-gene-0.134&CDS=1-1470
51	OG0000051	YLR380W	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-10.133-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-10.133&CDS=1-1317, genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-21.207-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-21.207&CDS=1-1215, genemark-NODE_7_length_507417_cov_87.0109_ID_13-processed-gene-0.113-mRNA-1_1&gene=genemark-NODE_7_length_507417_cov_87.0109_ID_13-processed-gene-0.113&CDS=1-1212, snap_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-4.20-mRNA-1_1&gene=snap_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-4.20&CDS=1-1131
52	OG0000052	YNR063W	augustus_masked-NODE_6_length_558064_cov_88.2895_ID_11-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-NODE_6_length_558064_cov_88.2895_ID_11-processed-gene-0.120&CDS=1-1728, augustus_masked-NODE_7_length_507417_cov_87.0109_ID_13-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-NODE_7_length_507417_cov_87.0109_ID_13-processed-gene-1.86&CDS=1-2844, genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-5.35-mRNA-1_1&gene=genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-5.35&CDS=1-2568, snap_masked-NODE_6_length_558064_cov_88.2895_ID_11-processed-gene-3.130-mRNA-1_1&gene=snap_masked-NODE_6_length_558064_cov_88.2895_ID_11-processed-gene-3.130&CDS=1-2373
53	OG0000053	YOL062C, YPL259C	augustus_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-20.126-mRNA-1_1&gene=augustus_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-20.126&CDS=1-1902, genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-1.1-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-1.1&CDS=1-1428, genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-5.109-mRNA-1_1&gene=genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-5.109&CDS=1-1353
54	OG0000054	Q0105, Q0110, Q0115, Q0120	maker-NODE_15_length_31030_cov_4974.68_ID_29-snap-gene-0.25-mRNA-1_1&gene=maker-NODE_15_length_31030_cov_4974.68_ID_29-snap-gene-0.25&CDS=1-210
55	OG0000055		augustus_masked-NODE_11_length_435260_cov_89.7022_ID_21-processed-gene-2.25-mRNA-1_1&gene=augustus_masked-NODE_11_length_435260_cov_89.7022_ID_21-processed-gene-2.25&CDS=1-2067, genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-1.155-mRNA-1_1&gene=genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-1.155&CDS=1-2076, genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-0.89-mRNA-1_1&gene=genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-0.89&CDS=1-2070, snap_masked-NODE_11_length_435260_cov_89.7022_ID_21-processed-gene-3.108-mRNA-1_1&gene=snap_masked-NODE_11_length_435260_cov_89.7022_ID_21-processed-gene-3.108&CDS=1-2082, snap_masked-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-9.16-mRNA-1_1&gene=snap_masked-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-9.16&CDS=1-2082
56	OG0000056	YBL005W, YER184C, YGL013C	snap_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-18.70-mRNA-1_1&gene=snap_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-18.70&CDS=1-1941
57	OG0000057	YBL037W, YPR029C	genemark-NODE_11_length_435260_cov_89.7022_ID_21-processed-gene-3.61-mRNA-1_1&gene=genemark-NODE_11_length_435260_cov_89.7022_ID_21-processed-gene-3.61&CDS=1-2397, genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-19.33-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-19.33&CDS=1-2874
58	OG0000058	YBL091C-A, YER120W	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-6.142-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-6.142&CDS=1-969, genemark-NODE_7_length_507417_cov_87.0109_ID_13-processed-gene-4.37-mRNA-1_1&gene=genemark-NODE_7_length_507417_cov_87.0109_ID_13-processed-gene-4.37&CDS=1-822
59	OG0000059	YBL095W, YER182W	genemark-NODE_8_length_489089_cov_85.1595_ID_15-processed-gene-0.103-mRNA-1_1&gene=genemark-NODE_8_length_489089_cov_85.1595_ID_15-processed-gene-0.103&CDS=1-831, genemark-NODE_8_length_489089_cov_85.1595_ID_15-processed-gene-3.49-mRNA-1_1&gene=genemark-NODE_8_length_489089_cov_85.1595_ID_15-processed-gene-3.49&CDS=1-732
60	OG0000060	YBR009C, YNL030W	genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-5.10-mRNA-1_1&gene=genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-5.10&CDS=1-309, genemark-NODE_7_length_507417_cov_87.0109_ID_13-processed-gene-4.18-mRNA-1_1&gene=genemark-NODE_7_length_507417_cov_87.0109_ID_13-processed-gene-4.18&CDS=1-309
61	OG0000061	YBR073W, YGL163C	genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-1.111-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-1.111&CDS=1-2724, genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-7.103-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-7.103&CDS=1-2370
62	OG0000062	YBR114W, YOR191W	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-12.11-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-12.11&CDS=1-2481, snap_masked-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-1.69-mRNA-1_1&gene=snap_masked-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-1.69&CDS=1-3336
63	OG0000063	YBR150C, YOL089C	genemark-NODE_10_length_457428_cov_88.5336_ID_19-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_10_length_457428_cov_88.5336_ID_19-processed-gene-0.17&CDS=1-2355, genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-13.176-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-13.176&CDS=1-2502
64	OG0000064	YBR245C, YOR304W	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-13.140-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-13.140&CDS=1-3027, snap_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-8.109-mRNA-1_1&gene=snap_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-8.109&CDS=1-2940
65	OG0000065	YBR263W, YLR058C	genemark-NODE_10_length_457428_cov_88.5336_ID_19-processed-gene-3.12-mRNA-1_1&gene=genemark-NODE_10_length_457428_cov_88.5336_ID_19-processed-gene-3.12&CDS=1-1407, genemark-NODE_6_length_558064_cov_88.2895_ID_11-processed-gene-3.22-mRNA-1_1&gene=genemark-NODE_6_length_558064_cov_88.2895_ID_11-processed-gene-3.22&CDS=1-1467
66	OG0000066	YBR291C, YFR045W	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-10.52-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-10.52&CDS=1-1026, genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-18.133-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-18.133&CDS=1-870
67	OG0000067	YBR293W, YMR088C	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-1.7-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-1.7&CDS=1-1566, snap_masked-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-16.23-mRNA-1_1&gene=snap_masked-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-16.23&CDS=1-1635
68	OG0000068	YCL001W-A, YCL001W-B, YNL001W	snap_masked-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-10.5-mRNA-1_1&gene=snap_masked-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-10.5&CDS=1-1212
69	OG0000069	YCL039W, YMR146C	genemark-NODE_11_length_435260_cov_89.7022_ID_21-processed-gene-2.148-mRNA-1_1&gene=genemark-NODE_11_length_435260_cov_89.7022_ID_21-processed-gene-2.148&CDS=1-1002, genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-7.131-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-7.131&CDS=1-1605
70	OG0000070	YCL064C, YIL167W	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-21.188-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-21.188&CDS=1-993, snap_masked-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-1.22-mRNA-1_1&gene=snap_masked-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-1.22&CDS=1-1209
71	OG0000071	YCL069W, YGR224W, YKR105C, YPR198W	
72	OG0000072	YCR045C, YIL153W	augustus_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-20.116-mRNA-1_1&gene=augustus_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-20.116&CDS=1-2043, genemark-NODE_11_length_435260_cov_89.7022_ID_21-processed-gene-1.133-mRNA-1_1&gene=genemark-NODE_11_length_435260_cov_89.7022_ID_21-processed-gene-1.133&CDS=1-933
73	OG0000073	YCR059C, YDL177C	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-21.17-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-21.17&CDS=1-735, genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-3.76-mRNA-1_1&gene=genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-3.76&CDS=1-363
74	OG0000074	YCR095C, YNL099C	genemark-NODE_11_length_435260_cov_89.7022_ID_21-processed-gene-2.141-mRNA-1_1&gene=genemark-NODE_11_length_435260_cov_89.7022_ID_21-processed-gene-2.141&CDS=1-702, genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-4.158-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-4.158&CDS=1-627
75	OG0000075	YCR102C, YLR460C, YNL134C	augustus_masked-NODE_7_length_507417_cov_87.0109_ID_13-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-NODE_7_length_507417_cov_87.0109_ID_13-processed-gene-2.89&CDS=1-999
76	OG0000076	YDL025C, YNL183C	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-20.24-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-20.24&CDS=1-1584, genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-21.217-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-21.217&CDS=1-1713
77	OG0000077	YDL056W, YLR182W	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-8.17-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-8.17&CDS=1-2049, maker-NODE_6_length_558064_cov_88.2895_ID_11-snap-gene-1.1-mRNA-1_1&gene=maker-NODE_6_length_558064_cov_88.2895_ID_11-snap-gene-1.1&CDS=1-1944
78	OG0000078	YDL132W, YGR003W	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-13.152-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-13.152&CDS=1-2334, genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-17.162-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-17.162&CDS=1-2304
79	OG0000079	YDL159W, YJL128C	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-10.51-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-10.51&CDS=1-1044, genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-2.30-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-2.30&CDS=1-1737
80	OG0000080	YDL230W, YER075C	genemark-NODE_11_length_435260_cov_89.7022_ID_21-processed-gene-1.120-mRNA-1_1&gene=genemark-NODE_11_length_435260_cov_89.7022_ID_21-processed-gene-1.120&CDS=1-1632, snap_masked-NODE_6_length_558064_cov_88.2895_ID_11-processed-gene-4.108-mRNA-1_1&gene=snap_masked-NODE_6_length_558064_cov_88.2895_ID_11-processed-gene-4.108&CDS=1-867
81	OG0000081	YDR032C	genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-9.147-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-9.147&CDS=1-606, genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-5.63-mRNA-1_1&gene=genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-5.63&CDS=1-828, genemark-NODE_9_length_487716_cov_87.0303_ID_17-processed-gene-0.118-mRNA-1_1&gene=genemark-NODE_9_length_487716_cov_87.0303_ID_17-processed-gene-0.118&CDS=1-609
82	OG0000082	YDR038C, YDR039C, YDR040C	genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-3.49-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-3.49&CDS=1-3216
83	OG0000083	YDR099W, YER177W	augustus_masked-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-5.321-mRNA-1_1&gene=augustus_masked-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-5.321&CDS=1-735, genemark-NODE_9_length_487716_cov_87.0303_ID_17-processed-gene-0.108-mRNA-1_1&gene=genemark-NODE_9_length_487716_cov_87.0303_ID_17-processed-gene-0.108&CDS=1-792
84	OG0000084	YDR242W	genemark-NODE_11_length_435260_cov_89.7022_ID_21-processed-gene-2.129-mRNA-1_1&gene=genemark-NODE_11_length_435260_cov_89.7022_ID_21-processed-gene-2.129&CDS=1-1659, genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-16.154-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-16.154&CDS=1-1650, genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-10.47-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-10.47&CDS=1-1677
85	OG0000085	YDR243C, YNL112W	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-8.48-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-8.48&CDS=1-1686, snap_masked-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-0.53-mRNA-1_1&gene=snap_masked-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-0.53&CDS=1-1635
86	OG0000086	YDR256C, YGR088W	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-3.120-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-3.120&CDS=1-1470, genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-10.46-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-10.46&CDS=1-1590
87	OG0000087	YDR313C, YGL023C	augustus_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-7.52-mRNA-1_1&gene=augustus_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-7.52&CDS=1-1614, genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-0.153-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-0.153&CDS=1-636
88	OG0000088	YDR347W, YJR101W	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-14.155-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-14.155&CDS=1-807, snap_masked-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-10.39-mRNA-1_1&gene=snap_masked-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-10.39&CDS=1-903
89	OG0000089	YDR378C, YPR182W	snap_masked-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-2.62-mRNA-1_1&gene=snap_masked-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-2.62&CDS=1-231, snap_masked-NODE_7_length_507417_cov_87.0109_ID_13-processed-gene-0.60-mRNA-1_1&gene=snap_masked-NODE_7_length_507417_cov_87.0109_ID_13-processed-gene-0.60&CDS=1-324
90	OG0000090	YDR429C, YPR163C	augustus_masked-NODE_8_length_489089_cov_85.1595_ID_15-processed-gene-3.231-mRNA-1_1&gene=augustus_masked-NODE_8_length_489089_cov_85.1595_ID_15-processed-gene-3.231&CDS=1-1329, genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-14.32-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-14.32&CDS=1-741
91	OG0000091	YDR477W, YKL101W	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-9.140-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-9.140&CDS=1-1716, genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-4.105-mRNA-1_1&gene=genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-4.105&CDS=1-3180
92	OG0000092	YDR479C, YHR150W	augustus_masked-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-20.149-mRNA-1_1&gene=augustus_masked-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-20.149&CDS=1-1575, snap_masked-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-2.26-mRNA-1_1&gene=snap_masked-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-2.26&CDS=1-1578
93	OG0000093	YER020W, YHR005C	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-5.141-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-5.141&CDS=1-1191, genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-4.40-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-4.40&CDS=1-1236
94	OG0000094	YER027C, YGL208W	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-22.152-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-22.152&CDS=1-1437, genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-4.110-mRNA-1_1&gene=genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-4.110&CDS=1-1101
95	OG0000095	YER056C, YER060W, YER060W-A	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-7.26-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-7.26&CDS=1-1557
96	OG0000096	YER065C, YPR006C	genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-2.41-mRNA-1_1&gene=genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-2.41&CDS=1-1686, snap_masked-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-13.45-mRNA-1_1&gene=snap_masked-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-13.45&CDS=1-1638
97	OG0000097	YER124C, YNL006W	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-9.123-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-9.123&CDS=1-1791, genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-4.138-mRNA-1_1&gene=genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-4.138&CDS=1-960
98	OG0000098	YER145C	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-7.33-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-7.33&CDS=1-1173, genemark-NODE_6_length_558064_cov_88.2895_ID_11-processed-gene-2.13-mRNA-1_1&gene=genemark-NODE_6_length_558064_cov_88.2895_ID_11-processed-gene-2.13&CDS=1-1176, genemark-NODE_8_length_489089_cov_85.1595_ID_15-processed-gene-0.142-mRNA-1_1&gene=genemark-NODE_8_length_489089_cov_85.1595_ID_15-processed-gene-0.142&CDS=1-1170
99	OG0000099	YFL005W, YFL038C	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-4.154-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-4.154&CDS=1-603, genemark-NODE_7_length_507417_cov_87.0109_ID_13-processed-gene-2.130-mRNA-1_1&gene=genemark-NODE_7_length_507417_cov_87.0109_ID_13-processed-gene-2.130&CDS=1-612
100	OG0000100	YFL033C, YNL161W	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-17.143-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-17.143&CDS=1-1824, snap_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-5.31-mRNA-1_1&gene=snap_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-5.31&CDS=1-4335
101	OG0000101	YFL034C-B, YIL106W	genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-6.57-mRNA-1_1&gene=genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-6.57&CDS=1-705, genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-5.112-mRNA-1_1&gene=genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-5.112&CDS=1-672
