	OrthologID	Metschnikowia_kamakouana	Saccharomyces_cerevisiae
51	OG0000051	snap_masked-kam_s16-processed-gene-3.59-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-3.59&CDS=1-2319, snap_masked-kam_s86-processed-gene-0.18-mRNA-1_1&gene=snap_masked-kam_s86-processed-gene-0.18&CDS=1-2229	YAL053W, YGL139W, YPL221W
52	OG0000052	snap_masked-kam_s16-processed-gene-4.71-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-4.71&CDS=1-2922, snap_masked-kam_s6-processed-gene-3.137-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.137&CDS=1-2526	YDR385W, YKL173W, YOR133W
53	OG0000053	snap_masked-kam_s16-processed-gene-4.63-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-4.63&CDS=1-1068, snap_masked-kam_s265-processed-gene-0.116-mRNA-1_1&gene=snap_masked-kam_s265-processed-gene-0.116&CDS=1-1011, snap_masked-kam_s4-processed-gene-1.121-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-1.121&CDS=1-792	YJL079C, YKR013W
54	OG0000054	snap_masked-kam_s16-processed-gene-5.95-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-5.95&CDS=1-1587, snap_masked-kam_s162-processed-gene-1.52-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-1.52&CDS=1-921	YBR147W, YDR352W, YOL092W
55	OG0000055	snap_masked-kam_s16-processed-gene-7.142-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-7.142&CDS=1-3537, snap_masked-kam_s167-processed-gene-7.41-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-7.41&CDS=1-4239	YML072C, YNL087W, YOR086C
56	OG0000056	genemark-kam_s16-processed-gene-10.131-mRNA-1_1&gene=genemark-kam_s16-processed-gene-10.131&CDS=1-2328, snap_masked-kam_s6-processed-gene-1.103-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-1.103&CDS=1-2121, snap_masked-kam_s62-processed-gene-3.43-mRNA-1_1&gene=snap_masked-kam_s62-processed-gene-3.43&CDS=1-1500	YHR206W, YOR140W
57	OG0000057	snap_masked-kam_s16-processed-gene-11.110-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-11.110&CDS=1-1170, snap_masked-kam_s162-processed-gene-4.20-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-4.20&CDS=1-1410, snap_masked-kam_s19-processed-gene-1.136-mRNA-1_1&gene=snap_masked-kam_s19-processed-gene-1.136&CDS=1-1665	YCR045C, YEL060C
58	OG0000058	genemark-kam_s26-processed-gene-0.7-mRNA-1_1&gene=genemark-kam_s26-processed-gene-0.7&CDS=1-2493, snap_masked-kam_s16-processed-gene-12.60-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-12.60&CDS=1-2814	YCR037C, YJL198W, YNR013C
59	OG0000059	snap_masked-kam_s16-processed-gene-14.118-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-14.118&CDS=1-1026, snap_masked-kam_s4-processed-gene-0.6-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-0.6&CDS=1-993, snap_masked-kam_s4-processed-gene-1.137-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-1.137&CDS=1-1002	YDL078C, YKL085W
60	OG0000060	augustus_masked-kam_s19-processed-gene-5.16-mRNA-1_1&gene=augustus_masked-kam_s19-processed-gene-5.16&CDS=1-4722, genemark-kam_s16-processed-gene-17.89-mRNA-1_1&gene=genemark-kam_s16-processed-gene-17.89&CDS=1-3360, snap_masked-kam_s19-processed-gene-3.85-mRNA-1_1&gene=snap_masked-kam_s19-processed-gene-3.85&CDS=1-2616	YDR466W, YDR490C
61	OG0000061	snap_masked-kam_s16-processed-gene-18.35-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-18.35&CDS=1-1923, snap_masked-kam_s17-processed-gene-2.56-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-2.56&CDS=1-1950	YDR107C, YER113C, YLR083C
62	OG0000062	maker-kam_s77-augustus-gene-0.126-mRNA-1_1&gene=maker-kam_s77-augustus-gene-0.126&CDS=1-1158, snap_masked-kam_s16-processed-gene-18.26-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-18.26&CDS=1-1656, snap_masked-kam_s162-processed-gene-3.119-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-3.119&CDS=1-1524	YER133W, YML016C
63	OG0000063	snap_masked-kam_s167-processed-gene-0.37-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-0.37&CDS=1-1656, snap_masked-kam_s17-processed-gene-2.59-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-2.59&CDS=1-1524, snap_masked-kam_s59-processed-gene-0.132-mRNA-1_1&gene=snap_masked-kam_s59-processed-gene-0.132&CDS=1-1515	YGR260W, YIL166C
64	OG0000064	augustus_masked-kam_s2-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-kam_s2-processed-gene-1.30&CDS=1-1275, snap_masked-kam_s167-processed-gene-0.65-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-0.65&CDS=1-1191	YCR094W, YNL323W, YNR048W
65	OG0000065	genemark-kam_s167-processed-gene-1.79-mRNA-1_1&gene=genemark-kam_s167-processed-gene-1.79&CDS=1-1458, snap_masked-kam_s167-processed-gene-8.17-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-8.17&CDS=1-1881	YDL159W, YOR231W, YPL140C
66	OG0000066	snap_masked-kam_s167-processed-gene-2.125-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-2.125&CDS=1-408, snap_masked-kam_s2-processed-gene-3.111-mRNA-1_1&gene=snap_masked-kam_s2-processed-gene-3.111&CDS=1-408, snap_masked-kam_s245-processed-gene-2.81-mRNA-1_1&gene=snap_masked-kam_s245-processed-gene-2.81&CDS=1-408	YBR010W, YNL031C
67	OG0000067	snap_masked-kam_s167-processed-gene-3.36-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-3.36&CDS=1-1395, snap_masked-kam_s62-processed-gene-3.52-mRNA-1_1&gene=snap_masked-kam_s62-processed-gene-3.52&CDS=1-1293	YBL089W, YER119C, YIL088C
68	OG0000068	snap_masked-kam_s167-processed-gene-8.20-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-8.20&CDS=1-1425, snap_masked-kam_s38-processed-gene-3.62-mRNA-1_1&gene=snap_masked-kam_s38-processed-gene-3.62&CDS=1-1614, snap_masked-kam_s62-processed-gene-0.84-mRNA-1_1&gene=snap_masked-kam_s62-processed-gene-0.84&CDS=1-1275	YHR135C, YPL204W
69	OG0000069	snap_masked-kam_s167-processed-gene-10.124-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-10.124&CDS=1-3663, snap_masked-kam_s62-processed-gene-1.13-mRNA-1_1&gene=snap_masked-kam_s62-processed-gene-1.13&CDS=1-3567	YJL042W, YOR227W, YPL137C
70	OG0000070	augustus_masked-kam_s62-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-kam_s62-processed-gene-2.52&CDS=1-3126, snap_masked-kam_s17-processed-gene-0.87-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-0.87&CDS=1-2643, snap_masked-kam_s275-processed-gene-0.32-mRNA-1_1&gene=snap_masked-kam_s275-processed-gene-0.32&CDS=1-303	YJL092W, YOL095C
71	OG0000071	snap_masked-kam_s17-processed-gene-0.91-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-0.91&CDS=1-1188, snap_masked-kam_s62-processed-gene-1.26-mRNA-1_1&gene=snap_masked-kam_s62-processed-gene-1.26&CDS=1-1191	YDR021W, YJL138C, YKR059W
72	OG0000072	snap_masked-kam_s19-processed-gene-2.37-mRNA-1_1&gene=snap_masked-kam_s19-processed-gene-2.37&CDS=1-891, snap_masked-kam_s38-processed-gene-3.84-mRNA-1_1&gene=snap_masked-kam_s38-processed-gene-3.84&CDS=1-816	YDL127W, YDL179W, YNL289W
73	OG0000073	augustus_masked-kam_s276-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-kam_s276-processed-gene-0.34&CDS=1-3393, snap_masked-kam_s19-processed-gene-6.62-mRNA-1_1&gene=snap_masked-kam_s19-processed-gene-6.62&CDS=1-3603	YIL002C, YNL106C, YOR109W
74	OG0000074	snap_masked-kam_s195-processed-gene-0.27-mRNA-1_1&gene=snap_masked-kam_s195-processed-gene-0.27&CDS=1-1896, snap_masked-kam_s209-processed-gene-0.18-mRNA-1_1&gene=snap_masked-kam_s209-processed-gene-0.18&CDS=1-2115, snap_masked-kam_s74-processed-gene-1.99-mRNA-1_1&gene=snap_masked-kam_s74-processed-gene-1.99&CDS=1-2046	YMR008C, YOL011W
75	OG0000075	augustus_masked-kam_s2-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-kam_s2-processed-gene-0.99&CDS=1-4134, snap_masked-kam_s6-processed-gene-9.74-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-9.74&CDS=1-3165, snap_masked-kam_s62-processed-gene-0.87-mRNA-1_1&gene=snap_masked-kam_s62-processed-gene-0.87&CDS=1-2952	YBR038W, YNL192W
76	OG0000076	snap_masked-kam_s2-processed-gene-2.15-mRNA-1_1&gene=snap_masked-kam_s2-processed-gene-2.15&CDS=1-885	YJL158C, YJL160C, YKL163W, YKL164C
77	OG0000077	snap_masked-kam_s24-processed-gene-0.9-mRNA-1_1&gene=snap_masked-kam_s24-processed-gene-0.9&CDS=1-4524	YBL017C, YIL173W, YJL222W, YNR065C
78	OG0000078	snap_masked-kam_s24-processed-gene-1.115-mRNA-1_1&gene=snap_masked-kam_s24-processed-gene-1.115&CDS=1-3825, snap_masked-kam_s273-processed-gene-0.18-mRNA-1_1&gene=snap_masked-kam_s273-processed-gene-0.18&CDS=1-4539	YBL060W, YEL022W, YJR031C
79	OG0000079	snap_masked-kam_s24-processed-gene-1.116-mRNA-1_1&gene=snap_masked-kam_s24-processed-gene-1.116&CDS=1-1560, snap_masked-kam_s24-processed-gene-1.95-mRNA-1_1&gene=snap_masked-kam_s24-processed-gene-1.95&CDS=1-1956, snap_masked-kam_s6-processed-gene-9.62-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-9.62&CDS=1-1527	YGR197C, YJR015W
80	OG0000080	snap_masked-kam_s245-processed-gene-0.5-mRNA-1_1&gene=snap_masked-kam_s245-processed-gene-0.5&CDS=1-1503, snap_masked-kam_s4-processed-gene-4.127-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-4.127&CDS=1-1497	YMR169C, YMR170C, YOR374W
81	OG0000081	snap_masked-kam_s264-processed-gene-0.8-mRNA-1_1&gene=snap_masked-kam_s264-processed-gene-0.8&CDS=1-1374, snap_masked-kam_s74-processed-gene-1.89-mRNA-1_1&gene=snap_masked-kam_s74-processed-gene-1.89&CDS=1-1428	YDL155W, YGR108W, YPR119W
82	OG0000082	snap_masked-kam_s267-processed-gene-0.3-mRNA-1_1&gene=snap_masked-kam_s267-processed-gene-0.3&CDS=1-1158, snap_masked-kam_s3-processed-gene-1.24-mRNA-1_1&gene=snap_masked-kam_s3-processed-gene-1.24&CDS=1-1290, snap_masked-kam_s6-processed-gene-7.65-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-7.65&CDS=1-1224	YBR207W, YER145C
83	OG0000083	snap_masked-kam_s27-processed-gene-1.40-mRNA-1_1&gene=snap_masked-kam_s27-processed-gene-1.40&CDS=1-2103, snap_masked-kam_s6-processed-gene-0.29-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-0.29&CDS=1-1572, snap_masked-kam_s6-processed-gene-5.111-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-5.111&CDS=1-2406	YGL257C, YNR059W
84	OG0000084	augustus_masked-kam_s271-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-kam_s271-processed-gene-0.11&CDS=1-2673, snap_masked-kam_s4-processed-gene-3.75-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-3.75&CDS=1-2262	YML111W, YMR275C, YNR069C
85	OG0000085	maker-kam_s271-augustus-gene-0.57-mRNA-1_1&gene=maker-kam_s271-augustus-gene-0.57&CDS=1-1113, snap_masked-kam_s38-processed-gene-1.25-mRNA-1_1&gene=snap_masked-kam_s38-processed-gene-1.25&CDS=1-804	YMR226C, YMR242C, YOR312C
86	OG0000086	snap_masked-kam_s271-processed-gene-1.2-mRNA-1_1&gene=snap_masked-kam_s271-processed-gene-1.2&CDS=1-1413, snap_masked-kam_s62-processed-gene-0.75-mRNA-1_1&gene=snap_masked-kam_s62-processed-gene-0.75&CDS=1-1449	YCL040W, YDR516C, YGL253W
87	OG0000087	snap_masked-kam_s271-processed-gene-1.50-mRNA-1_1&gene=snap_masked-kam_s271-processed-gene-1.50&CDS=1-2523, snap_masked-kam_s4-processed-gene-5.204-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-5.204&CDS=1-2151	YFL050C, YKL064W, YOL130W
88	OG0000088	snap_masked-kam_s3-processed-gene-0.9-mRNA-1_1&gene=snap_masked-kam_s3-processed-gene-0.9&CDS=1-1272, snap_masked-kam_s4-processed-gene-0.19-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-0.19&CDS=1-1197, snap_masked-kam_s77-processed-gene-0.91-mRNA-1_1&gene=snap_masked-kam_s77-processed-gene-0.91&CDS=1-1260	YKL106W, YLR027C
89	OG0000089	maker-kam_s62-augustus-gene-0.88-mRNA-1_1&gene=maker-kam_s62-augustus-gene-0.88&CDS=1-1977, snap_masked-kam_s62-processed-gene-0.47-mRNA-1_1&gene=snap_masked-kam_s62-processed-gene-0.47&CDS=1-780	YCL036W, YDR514C, YKL114C
90	OG0000090	snap_masked-kam_C34164-processed-gene-0.15-mRNA-1_1&gene=snap_masked-kam_C34164-processed-gene-0.15&CDS=1-2430, snap_masked-kam_s162-processed-gene-4.38-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-4.38&CDS=1-2091	YKL188C, YPL147W
91	OG0000091	snap_masked-kam_s1-processed-gene-0.67-mRNA-1_1&gene=snap_masked-kam_s1-processed-gene-0.67&CDS=1-1629, snap_masked-kam_s6-processed-gene-0.19-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-0.19&CDS=1-1608	YGR055W, YHL036W
92	OG0000092	augustus_masked-kam_s1-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-kam_s1-processed-gene-1.50&CDS=1-711, maker-kam_s16-snap-gene-6.48-mRNA-1_1&gene=maker-kam_s16-snap-gene-6.48&CDS=1-900	YDR319C, YGL126W
93	OG0000093	snap_masked-kam_s1-processed-gene-1.21-mRNA-1_1&gene=snap_masked-kam_s1-processed-gene-1.21&CDS=1-342, snap_masked-kam_s265-processed-gene-0.159-mRNA-1_1&gene=snap_masked-kam_s265-processed-gene-0.159&CDS=1-369, snap_masked-kam_s62-processed-gene-1.22-mRNA-1_1&gene=snap_masked-kam_s62-processed-gene-1.22&CDS=1-357	YNL322C
94	OG0000094	genemark-kam_s1-processed-gene-2.88-mRNA-1_1&gene=genemark-kam_s1-processed-gene-2.88&CDS=1-1818, snap_masked-kam_s38-processed-gene-1.35-mRNA-1_1&gene=snap_masked-kam_s38-processed-gene-1.35&CDS=1-1707	YGL003C, YGL116W
95	OG0000095	snap_masked-kam_s103-processed-gene-0.106-mRNA-1_1&gene=snap_masked-kam_s103-processed-gene-0.106&CDS=1-1182, snap_masked-kam_s27-processed-gene-0.18-mRNA-1_1&gene=snap_masked-kam_s27-processed-gene-0.18&CDS=1-1095	YGL038C, YJR075W
96	OG0000096	snap_masked-kam_s103-processed-gene-0.111-mRNA-1_1&gene=snap_masked-kam_s103-processed-gene-0.111&CDS=1-3792, snap_masked-kam_s4-processed-gene-5.159-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-5.159&CDS=1-4830	YIL126W, YOR290C
97	OG0000097	snap_masked-kam_s103-processed-gene-0.114-mRNA-1_1&gene=snap_masked-kam_s103-processed-gene-0.114&CDS=1-912, snap_masked-kam_s271-processed-gene-1.20-mRNA-1_1&gene=snap_masked-kam_s271-processed-gene-1.20&CDS=1-966	YBR151W, YML050W
98	OG0000098	genemark-kam_s103-processed-gene-0.76-mRNA-1_1&gene=genemark-kam_s103-processed-gene-0.76&CDS=1-7182, snap_masked-kam_s16-processed-gene-16.26-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-16.26&CDS=1-4752	YDR093W, YER166W
99	OG0000099	augustus_masked-kam_s108-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-kam_s108-processed-gene-0.11&CDS=1-1362, snap_masked-kam_s85-processed-gene-1.8-mRNA-1_1&gene=snap_masked-kam_s85-processed-gene-1.8&CDS=1-1368	YEL036C, YML115C
100	OG0000100	snap_masked-kam_s108-processed-gene-0.46-mRNA-1_1&gene=snap_masked-kam_s108-processed-gene-0.46&CDS=1-984, snap_masked-kam_s273-processed-gene-0.16-mRNA-1_1&gene=snap_masked-kam_s273-processed-gene-0.16&CDS=1-825	YDL114W, YLR426W
101	OG0000101	snap_masked-kam_s108-processed-gene-1.75-mRNA-1_1&gene=snap_masked-kam_s108-processed-gene-1.75&CDS=1-3612, snap_masked-kam_s245-processed-gene-3.101-mRNA-1_1&gene=snap_masked-kam_s245-processed-gene-3.101&CDS=1-2823	YBR114W, YOR191W
102	OG0000102	snap_masked-kam_s108-processed-gene-1.98-mRNA-1_1&gene=snap_masked-kam_s108-processed-gene-1.98&CDS=1-1569, snap_masked-kam_s16-processed-gene-6.40-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-6.40&CDS=1-1347	YER048C, YIR004W
103	OG0000103	snap_masked-kam_s108-processed-gene-2.65-mRNA-1_1&gene=snap_masked-kam_s108-processed-gene-2.65&CDS=1-2409, snap_masked-kam_s240-processed-gene-0.7-mRNA-1_1&gene=snap_masked-kam_s240-processed-gene-0.7&CDS=1-1530	YBL052C, YOR244W
104	OG0000104	snap_masked-kam_s108-processed-gene-3.50-mRNA-1_1&gene=snap_masked-kam_s108-processed-gene-3.50&CDS=1-3249	YDR038C, YDR039C, YDR040C
105	OG0000105	snap_masked-kam_s108-processed-gene-3.51-mRNA-1_1&gene=snap_masked-kam_s108-processed-gene-3.51&CDS=1-2172, snap_masked-kam_s108-processed-gene-4.54-mRNA-1_1&gene=snap_masked-kam_s108-processed-gene-4.54&CDS=1-1794	YGR068C, YOR018W
106	OG0000106	snap_masked-kam_s108-processed-gene-3.53-mRNA-1_1&gene=snap_masked-kam_s108-processed-gene-3.53&CDS=1-555, snap_masked-kam_s18-processed-gene-0.160-mRNA-1_1&gene=snap_masked-kam_s18-processed-gene-0.160&CDS=1-552	YBR164C, YMR138W
107	OG0000107	augustus_masked-kam_s108-processed-gene-3.42-mRNA-1_1&gene=augustus_masked-kam_s108-processed-gene-3.42&CDS=1-5670, genemark-kam_s108-processed-gene-3.119-mRNA-1_1&gene=genemark-kam_s108-processed-gene-3.119&CDS=1-5310	YGR184C, YLR024C
108	OG0000108	snap_masked-kam_s108-processed-gene-3.69-mRNA-1_1&gene=snap_masked-kam_s108-processed-gene-3.69&CDS=1-1452, snap_masked-kam_s167-processed-gene-10.103-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-10.103&CDS=1-909	YBL032W, YBR233W
109	OG0000109	augustus_masked-kam_s62-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-kam_s62-processed-gene-1.122&CDS=1-828, genemark-kam_s108-processed-gene-3.151-mRNA-1_1&gene=genemark-kam_s108-processed-gene-3.151&CDS=1-732, snap_masked-kam_s85-processed-gene-0.23-mRNA-1_1&gene=snap_masked-kam_s85-processed-gene-0.23&CDS=1-234	YMR156C
110	OG0000110	augustus_masked-kam_s167-processed-gene-10.23-mRNA-1_1&gene=augustus_masked-kam_s167-processed-gene-10.23&CDS=1-4188, snap_masked-kam_s108-processed-gene-4.26-mRNA-1_1&gene=snap_masked-kam_s108-processed-gene-4.26&CDS=1-2133	YLR188W, YOL057W
111	OG0000111	snap_masked-kam_s108-processed-gene-4.30-mRNA-1_1&gene=snap_masked-kam_s108-processed-gene-4.30&CDS=1-2088, snap_masked-kam_s4-processed-gene-4.114-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-4.114&CDS=1-1194	YCL039W, YKL021C
112	OG0000112	snap_masked-kam_s108-processed-gene-4.32-mRNA-1_1&gene=snap_masked-kam_s108-processed-gene-4.32&CDS=1-1386, snap_masked-kam_s19-processed-gene-0.5-mRNA-1_1&gene=snap_masked-kam_s19-processed-gene-0.5&CDS=1-1422	YJL081C, YPR034W
113	OG0000113	maker-kam_s167-augustus-gene-2.163-mRNA-1_1&gene=maker-kam_s167-augustus-gene-2.163&CDS=1-1815, snap_masked-kam_s108-processed-gene-5.151-mRNA-1_1&gene=snap_masked-kam_s108-processed-gene-5.151&CDS=1-1158	YHR107C, YLR314C
114	OG0000114	snap_masked-kam_s108-processed-gene-5.163-mRNA-1_1&gene=snap_masked-kam_s108-processed-gene-5.163&CDS=1-1686, snap_masked-kam_s16-processed-gene-13.141-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-13.141&CDS=1-1575	YDR243C, YGL078C
115	OG0000115	augustus_masked-kam_s4-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-kam_s4-processed-gene-2.120&CDS=1-1530, snap_masked-kam_s108-processed-gene-5.170-mRNA-1_1&gene=snap_masked-kam_s108-processed-gene-5.170&CDS=1-1326	YBR239C, YJL103C
116	OG0000116	augustus_masked-kam_s68-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-kam_s68-processed-gene-0.46&CDS=1-1908, snap_masked-kam_s108-processed-gene-5.144-mRNA-1_1&gene=snap_masked-kam_s108-processed-gene-5.144&CDS=1-1305, snap_masked-kam_s6-processed-gene-5.91-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-5.91&CDS=1-1521	YLR380W
117	OG0000117	snap_masked-kam_s108-processed-gene-5.174-mRNA-1_1&gene=snap_masked-kam_s108-processed-gene-5.174&CDS=1-1032	YCR102C, YLR460C, YNL134C
118	OG0000118	snap_masked-kam_s12-processed-gene-1.98-mRNA-1_1&gene=snap_masked-kam_s12-processed-gene-1.98&CDS=1-1350, snap_masked-kam_s16-processed-gene-17.22-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-17.22&CDS=1-3084	YOL087C, YOR272W
119	OG0000119	snap_masked-kam_s120-processed-gene-0.14-mRNA-1_1&gene=snap_masked-kam_s120-processed-gene-0.14&CDS=1-1116, snap_masked-kam_s162-processed-gene-2.38-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-2.38&CDS=1-2190	YEL007W, YHR177W
120	OG0000120	snap_masked-kam_s136-processed-gene-0.6-mRNA-1_1&gene=snap_masked-kam_s136-processed-gene-0.6&CDS=1-1863, snap_masked-kam_s6-processed-gene-3.109-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.109&CDS=1-1737	YLL028W, YOR273C
121	OG0000121	snap_masked-kam_s154-processed-gene-0.7-mRNA-1_1&gene=snap_masked-kam_s154-processed-gene-0.7&CDS=1-2097, snap_masked-kam_s167-processed-gene-3.41-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-3.41&CDS=1-1452	YKL088W, YKR072C
122	OG0000122	snap_masked-kam_s16-processed-gene-1.76-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-1.76&CDS=1-996, snap_masked-kam_s38-processed-gene-3.73-mRNA-1_1&gene=snap_masked-kam_s38-processed-gene-3.73&CDS=1-1170	YNL283C, YOL105C
123	OG0000123	snap_masked-kam_s16-processed-gene-3.75-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-3.75&CDS=1-1566, snap_masked-kam_s24-processed-gene-1.121-mRNA-1_1&gene=snap_masked-kam_s24-processed-gene-1.121&CDS=1-1047	YGR279C, YMR305C
124	OG0000124	snap_masked-kam_s16-processed-gene-5.70-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-5.70&CDS=1-3102, snap_masked-kam_s6-processed-gene-7.71-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-7.71&CDS=1-1425	YDR388W, YJL020C
125	OG0000125	augustus_masked-kam_s16-processed-gene-5.41-mRNA-1_1&gene=augustus_masked-kam_s16-processed-gene-5.41&CDS=1-789, snap_masked-kam_s16-processed-gene-19.259-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-19.259&CDS=1-861	YIR013C, YLR013W
126	OG0000126	snap_masked-kam_s16-processed-gene-6.24-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-6.24&CDS=1-2403, snap_masked-kam_s39-processed-gene-0.173-mRNA-1_1&gene=snap_masked-kam_s39-processed-gene-0.173&CDS=1-1290	YER047C, YPR173C
127	OG0000127	augustus_masked-kam_s74-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-kam_s74-processed-gene-1.60&CDS=1-1467, snap_masked-kam_s16-processed-gene-6.42-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-6.42&CDS=1-1431	YBR283C, YLR378C
128	OG0000128	snap_masked-kam_s16-processed-gene-7.98-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-7.98&CDS=1-777, snap_masked-kam_s6-processed-gene-0.14-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-0.14&CDS=1-774	YHL033C, YLL045C
129	OG0000129	snap_masked-kam_s16-processed-gene-7.103-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-7.103&CDS=1-762, snap_masked-kam_s6-processed-gene-0.17-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-0.17&CDS=1-762	YFR031C-A, YIL018W
130	OG0000130	snap_masked-kam_s16-processed-gene-8.1-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-8.1&CDS=1-996	YGR192C, YJL052W, YJR009C
131	OG0000131	snap_masked-kam_s16-processed-gene-18.14-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-18.14&CDS=1-2565, snap_masked-kam_s16-processed-gene-8.42-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-8.42&CDS=1-780, snap_masked-kam_s27-processed-gene-0.13-mRNA-1_1&gene=snap_masked-kam_s27-processed-gene-0.13&CDS=1-1518	YDR207C
132	OG0000132	snap_masked-kam_s16-processed-gene-9.154-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-9.154&CDS=1-474, snap_masked-kam_s162-processed-gene-3.104-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-3.104&CDS=1-486	YDR178W, YLR164W
133	OG0000133	augustus_masked-kam_s245-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-kam_s245-processed-gene-1.113&CDS=1-1149, snap_masked-kam_s16-processed-gene-10.19-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-10.19&CDS=1-336	YCL047C, YNL135C
134	OG0000134	genemark-kam_s213-processed-gene-0.28-mRNA-1_1&gene=genemark-kam_s213-processed-gene-0.28&CDS=1-1188, snap_masked-kam_s16-processed-gene-11.142-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-11.142&CDS=1-1320	YOR334W, YPL060W
135	OG0000135	maker-kam_s16-augustus-gene-11.102-mRNA-1_1&gene=maker-kam_s16-augustus-gene-11.102&CDS=1-1584, snap_masked-kam_s273-processed-gene-0.53-mRNA-1_1&gene=snap_masked-kam_s273-processed-gene-0.53&CDS=1-1938	YBR062C, YDR143C
