	OrthologID	Saccharomyces_cerevisiae	yHMPu5000026145_Ambrosiozyma_vanderkliftii
39	OG0000039	YBL056W, YBR125C, YER089C	augustus_masked-flattened_line_26-processed-gene-0.215-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.215&CDS=1-1431, maker-flattened_line_174-snap-gene-0.80-mRNA-1_1&gene=maker-flattened_line_174-snap-gene-0.80&CDS=1-1386
40	OG0000040	YBR089C-A, YDL002C, YPR052C	augustus_masked-flattened_line_108-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.63&CDS=1-1788, augustus_masked-flattened_line_16-processed-gene-1.166-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.166&CDS=1-267
41	OG0000041	YBR164C, YMR138W	augustus_masked-flattened_line_12-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.105&CDS=1-558, augustus_masked-flattened_line_24-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.81&CDS=1-549, maker-flattened_line_46-augustus-gene-0.113-mRNA-1_1&gene=maker-flattened_line_46-augustus-gene-0.113&CDS=1-531
42	OG0000042	YBR199W	augustus_masked-flattened_line_108-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.37&CDS=1-1311, augustus_masked-flattened_line_221-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_221-processed-gene-0.51&CDS=1-1437, augustus_masked-flattened_line_298-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_298-processed-gene-0.22&CDS=1-1446, augustus_masked-flattened_line_92-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.97&CDS=1-1380
43	OG0000043	YBR207W, YER145C	augustus_masked-flattened_line_14-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.137&CDS=1-1248, augustus_masked-flattened_line_241-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_241-processed-gene-0.14&CDS=1-1272, augustus_masked-flattened_line_280-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_280-processed-gene-0.6&CDS=1-1161
44	OG0000044	YBR297W, YFL052W, YGR288W, YPR196W	augustus_masked-flattened_line_40-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.78&CDS=1-2022
45	OG0000045	YBR298C, YDL247W, YGR289C, YJR160C	augustus_masked-flattened_line_40-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.80&CDS=1-1776
46	OG0000046	YCR037C, YJL198W, YNR013C	augustus_masked-flattened_line_46-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.89&CDS=1-2589, augustus_masked-flattened_line_52-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.123&CDS=1-2742
47	OG0000047	YCR105W, YMR318C	augustus_masked-flattened_line_50-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.49&CDS=1-1086, augustus_masked-flattened_line_72-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.124&CDS=1-1107, augustus_masked-flattened_line_88-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.107&CDS=1-1125
48	OG0000048	YDR021W, YJL138C, YKR059W	augustus_masked-flattened_line_16-processed-gene-1.188-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.188&CDS=1-1437, augustus_masked-flattened_line_309-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_309-processed-gene-0.21&CDS=1-1188
49	OG0000049	YDR143C, YOL054W	augustus_masked-flattened_line_108-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.49&CDS=1-2520, augustus_masked-flattened_line_118-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_118-processed-gene-0.84&CDS=1-1470, snap_masked-flattened_line_40-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.29&CDS=1-1149
50	OG0000050	YDR338C, YHR032W	augustus_masked-flattened_line_138-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_138-processed-gene-0.73&CDS=1-1494, augustus_masked-flattened_line_92-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.116&CDS=1-1932, genemark-flattened_line_200-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_200-processed-gene-0.19&CDS=1-1947
51	OG0000051	YDR385W, YKL173W, YOR133W	augustus_masked-flattened_line_138-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-flattened_line_138-processed-gene-0.76&CDS=1-2526, augustus_masked-flattened_line_278-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_278-processed-gene-0.15&CDS=1-3033
52	OG0000052	YDR541C, YGL039W, YGL157W, YOL151W	augustus_masked-flattened_line_229-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_229-processed-gene-0.18&CDS=1-1044
53	OG0000053	YER045C, YIL036W, YNL167C	augustus_masked-flattened_line_160-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_160-processed-gene-0.64&CDS=1-1914, snap_masked-flattened_line_80-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.31&CDS=1-2211
54	OG0000054	YER056C, YER060W, YER060W-A	augustus_masked-flattened_line_0-processed-gene-3.15-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.15&CDS=1-1554, augustus_masked-flattened_line_34-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.79&CDS=1-1554
55	OG0000055	YGL027C, YHL033C, YLL045C	augustus_masked-flattened_line_0-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.125&CDS=1-780, augustus_masked-flattened_line_20-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.107&CDS=1-5910
56	OG0000056	YGR087C, YLR044C, YLR134W	augustus_masked-flattened_line_14-processed-gene-1.145-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.145&CDS=1-1698, augustus_masked-flattened_line_36-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.151&CDS=1-1734
57	OG0000057	YGR197C, YJR015W	augustus_masked-flattened_line_225-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_225-processed-gene-0.45&CDS=1-1575, augustus_masked-flattened_line_82-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.83&CDS=1-2937, augustus_masked-flattened_line_82-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.84&CDS=1-2181
58	OG0000058	YHR179W, YPL171C	augustus_masked-flattened_line_10-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.95&CDS=1-1221, augustus_masked-flattened_line_12-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.116&CDS=1-1224, augustus_masked-flattened_line_12-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.54&CDS=1-1224
59	OG0000059	YIL002C, YNL106C, YOR109W	augustus_masked-flattened_line_132-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_132-processed-gene-0.80&CDS=1-3291, augustus_masked-flattened_line_40-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.83&CDS=1-2883
60	OG0000060	YJL034W, YLL024C	augustus_masked-flattened_line_200-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_200-processed-gene-0.41&CDS=1-2007, augustus_masked-flattened_line_26-processed-gene-0.168-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.168&CDS=1-1944, augustus_masked-flattened_line_56-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.80&CDS=1-1950
61	OG0000061	YJL137C, YJL146W, YKR058W	augustus_masked-flattened_line_48-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.43&CDS=1-1905, augustus_masked-flattened_line_60-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.62&CDS=1-957
62	OG0000062	YKL033W-A	augustus_masked-flattened_line_0-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.101&CDS=1-2235, augustus_masked-flattened_line_12-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.47&CDS=1-771, augustus_masked-flattened_line_227-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_227-processed-gene-0.16&CDS=1-756, maker-flattened_line_12-snap-gene-1.192-mRNA-1_1&gene=maker-flattened_line_12-snap-gene-1.192&CDS=1-735
63	OG0000063	YKL096W	augustus_masked-flattened_line_106-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_106-processed-gene-0.32&CDS=1-1176, genemark-flattened_line_106-processed-gene-0.55-mRNA-1_1&gene=genemark-flattened_line_106-processed-gene-0.55&CDS=1-423, maker-flattened_line_106-snap-gene-0.131-mRNA-1_1&gene=maker-flattened_line_106-snap-gene-0.131&CDS=1-1206, snap_masked-flattened_line_106-processed-gene-0.121-mRNA-1_1&gene=snap_masked-flattened_line_106-processed-gene-0.121&CDS=1-537
64	OG0000064	YKR064W, YNR063W	augustus_masked-flattened_line_12-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.43&CDS=1-2184, genemark-flattened_line_12-processed-gene-1.103-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.103&CDS=1-1836, snap_masked-flattened_line_66-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.3&CDS=1-1197
65	OG0000065	YLL062C, YMR321C, YPL273W	augustus_masked-flattened_line_82-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.92&CDS=1-1017, augustus_masked-flattened_line_82-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.93&CDS=1-987
66	OG0000066	YLR237W, YOR071C, YOR192C	augustus_masked-flattened_line_227-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_227-processed-gene-0.9&CDS=1-1647, maker-flattened_line_138-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_138-augustus-gene-0.0&CDS=1-1800
67	OG0000067	YMR303C, YOL086C	augustus_masked-flattened_line_128-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-flattened_line_128-processed-gene-0.107&CDS=1-1119, augustus_masked-flattened_line_16-processed-gene-1.163-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.163&CDS=1-1044, augustus_masked-flattened_line_46-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.65&CDS=1-1047
68	OG0000068	YOL119C, YOR306C	augustus_masked-flattened_line_110-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.27&CDS=1-1452, augustus_masked-flattened_line_134-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_134-processed-gene-0.58&CDS=1-1488, augustus_masked-flattened_line_58-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.146&CDS=1-1440
69	OG0000069	YOR348C	augustus_masked-flattened_line_221-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_221-processed-gene-0.39&CDS=1-1695, augustus_masked-flattened_line_221-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_221-processed-gene-0.40&CDS=1-1677, augustus_masked-flattened_line_229-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_229-processed-gene-0.10&CDS=1-1650, genemark-flattened_line_88-processed-gene-0.72-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.72&CDS=1-1650
70	OG0000070	Q0105, Q0110, Q0115, Q0120	maker-flattened_line_1255-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_1255-snap-gene-0.0&CDS=1-237
71	OG0000071		augustus_masked-flattened_line_243-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_243-processed-gene-0.2&CDS=1-2949, genemark-flattened_line_52-processed-gene-0.32-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.32&CDS=1-3387, maker-flattened_line_40-snap-gene-0.66-mRNA-1_1&gene=maker-flattened_line_40-snap-gene-0.66&CDS=1-2463, snap_masked-flattened_line_40-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.48&CDS=1-3711, snap_masked-flattened_line_50-processed-gene-0.157-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.157&CDS=1-1782
72	OG0000072	YAL023C, YGR199W	augustus_masked-flattened_line_202-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_202-processed-gene-0.33&CDS=1-2253, augustus_masked-flattened_line_96-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.15&CDS=1-2250
73	OG0000073	YAL054C, YLR153C	augustus_masked-flattened_line_30-processed-gene-0.226-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.226&CDS=1-2025, augustus_masked-flattened_line_4-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.97&CDS=1-2013
74	OG0000074	YAR003W, YCL039W	augustus_masked-flattened_line_229-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_229-processed-gene-0.13&CDS=1-1935, augustus_masked-flattened_line_4-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.102&CDS=1-1302
75	OG0000075	YAR035W, YER024W	augustus_masked-flattened_line_38-processed-gene-0.224-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.224&CDS=1-2379, maker-flattened_line_6-snap-gene-1.2-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-1.2&CDS=1-3345
76	OG0000076	YBL003C, YDR225W	augustus_masked-flattened_line_108-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.41&CDS=1-393, augustus_masked-flattened_line_210-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_210-processed-gene-0.18&CDS=1-393
77	OG0000077	YBL011W, YKR067W	augustus_masked-flattened_line_2-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.87&CDS=1-2070, augustus_masked-flattened_line_421-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_421-processed-gene-0.0&CDS=1-2259
78	OG0000078	YBL052C, YOR244W	augustus_masked-flattened_line_26-processed-gene-0.180-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.180&CDS=1-2355, augustus_masked-flattened_line_30-processed-gene-0.204-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.204&CDS=1-1446
79	OG0000079	YBL063W, YEL061C	augustus_masked-flattened_line_2-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.104&CDS=1-2559, augustus_masked-flattened_line_78-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.13&CDS=1-3264
80	OG0000080	YBL089W, YER119C	augustus_masked-flattened_line_20-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.31&CDS=1-1491, augustus_masked-flattened_line_32-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.140&CDS=1-1395
81	OG0000081	YBR002C, YMR101C	augustus_masked-flattened_line_152-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_152-processed-gene-0.5&CDS=1-861, augustus_masked-flattened_line_78-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.34&CDS=1-930
82	OG0000082	YBR009C, YNL030W	augustus_masked-flattened_line_0-processed-gene-3.31-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.31&CDS=1-309, augustus_masked-flattened_line_40-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.109&CDS=1-309
83	OG0000083	YBR010W, YNL031C	augustus_masked-flattened_line_0-processed-gene-3.71-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.71&CDS=1-408, augustus_masked-flattened_line_40-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.74&CDS=1-408
84	OG0000084	YBR025C, YHL014C	augustus_masked-flattened_line_265-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_265-processed-gene-0.28&CDS=1-1185, augustus_masked-flattened_line_30-processed-gene-0.221-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.221&CDS=1-1221
85	OG0000085	YBR062C, YPR093C	augustus_masked-flattened_line_14-processed-gene-1.181-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.181&CDS=1-585, augustus_masked-flattened_line_72-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.93&CDS=1-1803
86	OG0000086	YBR118W, YPR080W	augustus_masked-flattened_line_10-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.118&CDS=1-1377, augustus_masked-flattened_line_152-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_152-processed-gene-0.22&CDS=1-1377
87	OG0000087	YBR151W, YML050W	augustus_masked-flattened_line_215-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_215-processed-gene-0.28&CDS=1-888, genemark-flattened_line_154-processed-gene-0.86-mRNA-1_1&gene=genemark-flattened_line_154-processed-gene-0.86&CDS=1-897
88	OG0000088	YBR237W, YNL112W	maker-flattened_line_46-augustus-gene-0.112-mRNA-1_1&gene=maker-flattened_line_46-augustus-gene-0.112&CDS=1-1650, snap_masked-flattened_line_98-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.38&CDS=1-2859
89	OG0000089	YBR245C, YOR304W	augustus_masked-flattened_line_196-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_196-processed-gene-0.13&CDS=1-3405, augustus_masked-flattened_line_70-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.125&CDS=1-3282
90	OG0000090	YBR249C, YDR035W	augustus_masked-flattened_line_168-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_168-processed-gene-0.42&CDS=1-1089, augustus_masked-flattened_line_52-processed-gene-0.141-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.141&CDS=1-1122
91	OG0000091	YBR263W, YLR058C	augustus_masked-flattened_line_74-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.122&CDS=1-1485, snap_masked-flattened_line_16-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.4&CDS=1-1443
92	OG0000092	YBR283C, YLR378C	genemark-flattened_line_136-processed-gene-0.74-mRNA-1_1&gene=genemark-flattened_line_136-processed-gene-0.74&CDS=1-1479, snap_masked-flattened_line_30-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.28&CDS=1-1428
93	OG0000093	YBR293W, YMR088C	augustus_masked-flattened_line_202-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_202-processed-gene-0.19&CDS=1-1749, augustus_masked-flattened_line_40-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.126&CDS=1-1710
94	OG0000094	YCL024W, YDR507C	augustus_masked-flattened_line_104-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_104-processed-gene-0.45&CDS=1-4449, augustus_masked-flattened_line_136-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_136-processed-gene-0.57&CDS=1-3984
95	OG0000095	YCL037C, YDR515W	augustus_masked-flattened_line_28-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.25&CDS=1-1509, maker-flattened_line_20-snap-gene-1.42-mRNA-1_1&gene=maker-flattened_line_20-snap-gene-1.42&CDS=1-1605
96	OG0000096	YCR045C, YEL060C	augustus_masked-flattened_line_114-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.95&CDS=1-1611, augustus_masked-flattened_line_98-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.11&CDS=1-1263
