	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034760_Lipomyces_kononenkoae
22	OG0000022	YBR054W, YDR033W	augustus_masked-NODE_43_length_144385_cov_19.5137_ID_85-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_43_length_144385_cov_19.5137_ID_85-processed-gene-0.40&CDS=1-837, snap_masked-NODE_14_length_256127_cov_18.7261_ID_27-processed-gene-1.188-mRNA-1_1&gene=snap_masked-NODE_14_length_256127_cov_18.7261_ID_27-processed-gene-1.188&CDS=1-1323, snap_masked-NODE_43_length_144385_cov_19.5137_ID_85-processed-gene-0.158-mRNA-1_1&gene=snap_masked-NODE_43_length_144385_cov_19.5137_ID_85-processed-gene-0.158&CDS=1-912
23	OG0000023	YBR297W, YFL052W, YGR288W, YPR196W	augustus_masked-NODE_18_length_243082_cov_18.8276_ID_35-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_18_length_243082_cov_18.8276_ID_35-processed-gene-0.36&CDS=1-1407
24	OG0000024	YCL069W, YGR224W, YKR105C, YPR198W	augustus_masked-NODE_9_length_328160_cov_18.9397_ID_17-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-NODE_9_length_328160_cov_18.9397_ID_17-processed-gene-0.109&CDS=1-1803
25	OG0000025	YDL161W, YLR206W	maker-NODE_30_length_185954_cov_19.4228_ID_59-snap-gene-0.104-mRNA-1_1&gene=maker-NODE_30_length_185954_cov_19.4228_ID_59-snap-gene-0.104&CDS=1-1323, maker-NODE_30_length_185954_cov_19.4228_ID_59-snap-gene-0.131-mRNA-1_1&gene=maker-NODE_30_length_185954_cov_19.4228_ID_59-snap-gene-0.131&CDS=1-1362, maker-NODE_43_length_144385_cov_19.5137_ID_85-augustus-gene-0.89-mRNA-1_1&gene=maker-NODE_43_length_144385_cov_19.5137_ID_85-augustus-gene-0.89&CDS=1-1539
26	OG0000026	YDL244W, YFL058W, YJR156C, YNL332W	maker-NODE_124_length_18926_cov_22.1253_ID_247-augustus-gene-0.9-mRNA-1_1&gene=maker-NODE_124_length_18926_cov_22.1253_ID_247-augustus-gene-0.9&CDS=1-1026
27	OG0000027	YDR144C, YLR120C, YLR121C	augustus_masked-NODE_67_length_72774_cov_19.1132_ID_133-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-NODE_67_length_72774_cov_19.1132_ID_133-processed-gene-0.85&CDS=1-1392, genemark-NODE_3_length_726745_cov_18.6369_ID_5-processed-gene-6.50-mRNA-1_1&gene=genemark-NODE_3_length_726745_cov_18.6369_ID_5-processed-gene-6.50&CDS=1-1509
28	OG0000028	YDR368W, YOR120W	genemark-NODE_130_length_16087_cov_18.149_ID_259-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_130_length_16087_cov_18.149_ID_259-processed-gene-0.20&CDS=1-930, maker-NODE_102_length_28203_cov_23.3702_ID_203-augustus-gene-0.14-mRNA-1_1&gene=maker-NODE_102_length_28203_cov_23.3702_ID_203-augustus-gene-0.14&CDS=1-903, maker-NODE_20_length_225737_cov_18.5558_ID_39-augustus-gene-1.111-mRNA-1_1&gene=maker-NODE_20_length_225737_cov_18.5558_ID_39-augustus-gene-1.111&CDS=1-906
29	OG0000029	YDR533C, YMR322C, YOR391C, YPL280W	maker-NODE_108_length_26908_cov_18.5323_ID_215-augustus-gene-0.18-mRNA-1_1&gene=maker-NODE_108_length_26908_cov_18.5323_ID_215-augustus-gene-0.18&CDS=1-714
30	OG0000030	YER056C, YER060W, YER060W-A	augustus_masked-NODE_3_length_726745_cov_18.6369_ID_5-processed-gene-2.48-mRNA-1_1&gene=augustus_masked-NODE_3_length_726745_cov_18.6369_ID_5-processed-gene-2.48&CDS=1-1560, augustus_masked-NODE_70_length_67753_cov_18.092_ID_139-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NODE_70_length_67753_cov_18.092_ID_139-processed-gene-0.84&CDS=1-1629
31	OG0000031	YER066W, YFL009W	augustus_masked-NODE_14_length_256127_cov_18.7261_ID_27-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-NODE_14_length_256127_cov_18.7261_ID_27-processed-gene-1.37&CDS=1-2811, augustus_masked-NODE_22_length_222066_cov_19.8506_ID_43-processed-gene-1.151-mRNA-1_1&gene=augustus_masked-NODE_22_length_222066_cov_19.8506_ID_43-processed-gene-1.151&CDS=1-672, augustus_masked-NODE_2_length_758014_cov_19.0229_ID_3-processed-gene-6.262-mRNA-1_1&gene=augustus_masked-NODE_2_length_758014_cov_19.0229_ID_3-processed-gene-6.262&CDS=1-1101
32	OG0000032	YFR029W	augustus_masked-NODE_180_length_5298_cov_20.9214_ID_359-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_180_length_5298_cov_20.9214_ID_359-processed-gene-0.8&CDS=1-3135, augustus_masked-NODE_73_length_55363_cov_21.1983_ID_145-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_73_length_55363_cov_21.1983_ID_145-processed-gene-0.28&CDS=1-579, augustus_masked-NODE_89_length_42701_cov_21.0006_ID_177-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_89_length_42701_cov_21.0006_ID_177-processed-gene-0.26&CDS=1-321, genemark-NODE_117_length_23819_cov_20.6295_ID_233-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_117_length_23819_cov_20.6295_ID_233-processed-gene-0.8&CDS=1-480
33	OG0000033	YGR087C, YLR044C, YLR134W	maker-NODE_11_length_306385_cov_19.7367_ID_21-snap-gene-0.73-mRNA-1_1&gene=maker-NODE_11_length_306385_cov_19.7367_ID_21-snap-gene-0.73&CDS=1-1749, maker-NODE_56_length_95309_cov_19.1379_ID_111-augustus-gene-0.51-mRNA-1_1&gene=maker-NODE_56_length_95309_cov_19.1379_ID_111-augustus-gene-0.51&CDS=1-1689
34	OG0000034	YHR179W, YPL171C	augustus_masked-NODE_105_length_27629_cov_19.7013_ID_209-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_105_length_27629_cov_19.7013_ID_209-processed-gene-0.24&CDS=1-1086, augustus_masked-NODE_18_length_243082_cov_18.8276_ID_35-processed-gene-1.215-mRNA-1_1&gene=augustus_masked-NODE_18_length_243082_cov_18.8276_ID_35-processed-gene-1.215&CDS=1-1089, augustus_masked-NODE_40_length_150348_cov_19.9098_ID_79-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-NODE_40_length_150348_cov_19.9098_ID_79-processed-gene-0.149&CDS=1-1197
35	OG0000035	YIL120W, YIL121W	augustus_masked-NODE_2_length_758014_cov_19.0229_ID_3-processed-gene-3.87-mRNA-1_1&gene=augustus_masked-NODE_2_length_758014_cov_19.0229_ID_3-processed-gene-3.87&CDS=1-1575, augustus_masked-NODE_33_length_172806_cov_20.3289_ID_65-processed-gene-0.201-mRNA-1_1&gene=augustus_masked-NODE_33_length_172806_cov_20.3289_ID_65-processed-gene-0.201&CDS=1-1605, maker-NODE_48_length_125197_cov_18.864_ID_95-snap-gene-0.97-mRNA-1_1&gene=maker-NODE_48_length_125197_cov_18.864_ID_95-snap-gene-0.97&CDS=1-678
36	OG0000036	YIL166C	maker-NODE_120_length_21500_cov_19.1285_ID_239-augustus-gene-0.1-mRNA-1_1&gene=maker-NODE_120_length_21500_cov_19.1285_ID_239-augustus-gene-0.1&CDS=1-1794, maker-NODE_18_length_243082_cov_18.8276_ID_35-augustus-gene-1.98-mRNA-1_1&gene=maker-NODE_18_length_243082_cov_18.8276_ID_35-augustus-gene-1.98&CDS=1-1755, maker-NODE_2_length_758014_cov_19.0229_ID_3-augustus-gene-2.134-mRNA-1_1&gene=maker-NODE_2_length_758014_cov_19.0229_ID_3-augustus-gene-2.134&CDS=1-1731, maker-NODE_5_length_380752_cov_19.4279_ID_9-snap-gene-2.112-mRNA-1_1&gene=maker-NODE_5_length_380752_cov_19.4279_ID_9-snap-gene-2.112&CDS=1-1770
37	OG0000037	YJL163C	augustus_masked-NODE_88_length_44304_cov_19.491_ID_175-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_88_length_44304_cov_19.491_ID_175-processed-gene-0.18&CDS=1-1710, maker-NODE_2_length_758014_cov_19.0229_ID_3-snap-gene-5.21-mRNA-1_1&gene=maker-NODE_2_length_758014_cov_19.0229_ID_3-snap-gene-5.21&CDS=1-1572, maker-NODE_6_length_362797_cov_19.7437_ID_11-augustus-gene-2.234-mRNA-1_1&gene=maker-NODE_6_length_362797_cov_19.7437_ID_11-augustus-gene-2.234&CDS=1-1815, maker-NODE_9_length_328160_cov_18.9397_ID_17-augustus-gene-1.0-mRNA-1_1&gene=maker-NODE_9_length_328160_cov_18.9397_ID_17-augustus-gene-1.0&CDS=1-1632
38	OG0000038	YML076C	augustus_masked-NODE_35_length_169149_cov_20.4619_ID_69-processed-gene-0.154-mRNA-1_1&gene=augustus_masked-NODE_35_length_169149_cov_20.4619_ID_69-processed-gene-0.154&CDS=1-1671, augustus_masked-NODE_4_length_545746_cov_20.1284_ID_7-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-NODE_4_length_545746_cov_20.1284_ID_7-processed-gene-1.100&CDS=1-1725, maker-NODE_33_length_172806_cov_20.3289_ID_65-augustus-gene-0.78-mRNA-1_1&gene=maker-NODE_33_length_172806_cov_20.3289_ID_65-augustus-gene-0.78&CDS=1-948, snap_masked-NODE_6_length_362797_cov_19.7437_ID_11-processed-gene-2.259-mRNA-1_1&gene=snap_masked-NODE_6_length_362797_cov_19.7437_ID_11-processed-gene-2.259&CDS=1-3027
39	OG0000039	YML116W, YMR279C, YOR378W	augustus_masked-NODE_16_length_252440_cov_18.8808_ID_31-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-NODE_16_length_252440_cov_18.8808_ID_31-processed-gene-1.51&CDS=1-1608, maker-NODE_16_length_252440_cov_18.8808_ID_31-augustus-gene-1.184-mRNA-1_1&gene=maker-NODE_16_length_252440_cov_18.8808_ID_31-augustus-gene-1.184&CDS=1-1686
40	OG0000040	YMR006C, YMR008C, YOL011W	augustus_masked-NODE_2_length_758014_cov_19.0229_ID_3-processed-gene-4.26-mRNA-1_1&gene=augustus_masked-NODE_2_length_758014_cov_19.0229_ID_3-processed-gene-4.26&CDS=1-2124, augustus_masked-NODE_6_length_362797_cov_19.7437_ID_11-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-NODE_6_length_362797_cov_19.7437_ID_11-processed-gene-0.105&CDS=1-1983
41	OG0000041	YMR073C, YNL111C	maker-NODE_13_length_279715_cov_18.2027_ID_25-augustus-gene-1.123-mRNA-1_1&gene=maker-NODE_13_length_279715_cov_18.2027_ID_25-augustus-gene-1.123&CDS=1-300, maker-NODE_1_length_800456_cov_18.956_ID_1-snap-gene-1.111-mRNA-1_1&gene=maker-NODE_1_length_800456_cov_18.956_ID_1-snap-gene-1.111&CDS=1-309, maker-NODE_29_length_189010_cov_19.6402_ID_57-snap-gene-0.281-mRNA-1_1&gene=maker-NODE_29_length_189010_cov_19.6402_ID_57-snap-gene-0.281&CDS=1-825
42	OG0000042	YNL274C	augustus_masked-NODE_57_length_92575_cov_19.1905_ID_113-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-NODE_57_length_92575_cov_19.1905_ID_113-processed-gene-0.157&CDS=1-1005, maker-NODE_28_length_189221_cov_18.6079_ID_55-augustus-gene-0.7-mRNA-1_1&gene=maker-NODE_28_length_189221_cov_18.6079_ID_55-augustus-gene-0.7&CDS=1-1080, maker-NODE_54_length_99133_cov_19.2114_ID_107-augustus-gene-0.49-mRNA-1_1&gene=maker-NODE_54_length_99133_cov_19.2114_ID_107-augustus-gene-0.49&CDS=1-1023, snap_masked-NODE_135_length_13532_cov_18.6157_ID_269-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_135_length_13532_cov_18.6157_ID_269-processed-gene-0.15&CDS=1-1005
43	OG0000043	YPL088W	augustus_masked-NODE_10_length_308460_cov_19.375_ID_19-processed-gene-0.171-mRNA-1_1&gene=augustus_masked-NODE_10_length_308460_cov_19.375_ID_19-processed-gene-0.171&CDS=1-1041, augustus_masked-NODE_85_length_47886_cov_23.1347_ID_169-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_85_length_47886_cov_23.1347_ID_169-processed-gene-0.6&CDS=1-1011, maker-NODE_18_length_243082_cov_18.8276_ID_35-augustus-gene-0.106-mRNA-1_1&gene=maker-NODE_18_length_243082_cov_18.8276_ID_35-augustus-gene-0.106&CDS=1-1086, snap_masked-NODE_10_length_308460_cov_19.375_ID_19-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NODE_10_length_308460_cov_19.375_ID_19-processed-gene-0.41&CDS=1-1050
44	OG0000044	YPR022C	augustus_masked-NODE_35_length_169149_cov_20.4619_ID_69-processed-gene-0.189-mRNA-1_1&gene=augustus_masked-NODE_35_length_169149_cov_20.4619_ID_69-processed-gene-0.189&CDS=1-2514, maker-NODE_12_length_298682_cov_19.2352_ID_23-augustus-gene-1.297-mRNA-1_1&gene=maker-NODE_12_length_298682_cov_19.2352_ID_23-augustus-gene-1.297&CDS=1-2340, maker-NODE_14_length_256127_cov_18.7261_ID_27-augustus-gene-1.279-mRNA-1_1&gene=maker-NODE_14_length_256127_cov_18.7261_ID_27-augustus-gene-1.279&CDS=1-2910, maker-NODE_57_length_92575_cov_19.1905_ID_113-augustus-gene-0.59-mRNA-1_1&gene=maker-NODE_57_length_92575_cov_19.1905_ID_113-augustus-gene-0.59&CDS=1-2316
45	OG0000045	YBL032W, YBR233W	maker-NODE_69_length_67845_cov_19.406_ID_137-augustus-gene-0.32-mRNA-1_1&gene=maker-NODE_69_length_67845_cov_19.406_ID_137-augustus-gene-0.32&CDS=1-1095, maker-NODE_85_length_47886_cov_23.1347_ID_169-augustus-gene-0.43-mRNA-1_1&gene=maker-NODE_85_length_47886_cov_23.1347_ID_169-augustus-gene-0.43&CDS=1-1014
46	OG0000046	YBL037W, YPR029C	maker-NODE_45_length_138795_cov_18.8109_ID_89-augustus-gene-0.14-mRNA-1_1&gene=maker-NODE_45_length_138795_cov_18.8109_ID_89-augustus-gene-0.14&CDS=1-2610, maker-NODE_61_length_83660_cov_18.6574_ID_121-snap-gene-0.81-mRNA-1_1&gene=maker-NODE_61_length_83660_cov_18.6574_ID_121-snap-gene-0.81&CDS=1-1899
47	OG0000047	YBL068W-A, YBL069W, YER101C	augustus_masked-NODE_30_length_185954_cov_19.4228_ID_59-processed-gene-0.318-mRNA-1_1&gene=augustus_masked-NODE_30_length_185954_cov_19.4228_ID_59-processed-gene-0.318&CDS=1-1050
48	OG0000048	YBR009C, YNL030W	augustus_masked-NODE_1_length_800456_cov_18.956_ID_1-processed-gene-2.174-mRNA-1_1&gene=augustus_masked-NODE_1_length_800456_cov_18.956_ID_1-processed-gene-2.174&CDS=1-309, snap_masked-NODE_23_length_209442_cov_18.9369_ID_45-processed-gene-1.184-mRNA-1_1&gene=snap_masked-NODE_23_length_209442_cov_18.9369_ID_45-processed-gene-1.184&CDS=1-309
49	OG0000049	YBR020W, YDR009W	augustus_masked-NODE_2_length_758014_cov_19.0229_ID_3-processed-gene-3.82-mRNA-1_1&gene=augustus_masked-NODE_2_length_758014_cov_19.0229_ID_3-processed-gene-3.82&CDS=1-1605, maker-NODE_2_length_758014_cov_19.0229_ID_3-augustus-gene-3.11-mRNA-1_1&gene=maker-NODE_2_length_758014_cov_19.0229_ID_3-augustus-gene-3.11&CDS=1-1677
50	OG0000050	YBR078W, YDR055W, YDR522C	maker-NODE_13_length_279715_cov_18.2027_ID_25-augustus-gene-1.110-mRNA-1_1&gene=maker-NODE_13_length_279715_cov_18.2027_ID_25-augustus-gene-1.110&CDS=1-1221
51	OG0000051	YBR147W, YOL092W	maker-NODE_6_length_362797_cov_19.7437_ID_11-augustus-gene-2.207-mRNA-1_1&gene=maker-NODE_6_length_362797_cov_19.7437_ID_11-augustus-gene-2.207&CDS=1-945, maker-NODE_7_length_344975_cov_19.2962_ID_13-augustus-gene-0.158-mRNA-1_1&gene=maker-NODE_7_length_344975_cov_19.2962_ID_13-augustus-gene-0.158&CDS=1-1068
52	OG0000052	YBR151W, YML050W	maker-NODE_14_length_256127_cov_18.7261_ID_27-augustus-gene-1.265-mRNA-1_1&gene=maker-NODE_14_length_256127_cov_18.7261_ID_27-augustus-gene-1.265&CDS=1-870, maker-NODE_180_length_5298_cov_20.9214_ID_359-augustus-gene-0.3-mRNA-1_1&gene=maker-NODE_180_length_5298_cov_20.9214_ID_359-augustus-gene-0.3&CDS=1-936
53	OG0000053	YCL024W, YDR507C, YKL101W	genemark-NODE_61_length_83660_cov_18.6574_ID_121-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_61_length_83660_cov_18.6574_ID_121-processed-gene-0.11&CDS=1-3537
54	OG0000054	YCL026C-A, YCL026C-B	augustus_masked-NODE_117_length_23819_cov_20.6295_ID_233-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_117_length_23819_cov_20.6295_ID_233-processed-gene-0.3&CDS=1-642, maker-NODE_37_length_163127_cov_19.5494_ID_73-augustus-gene-0.165-mRNA-1_1&gene=maker-NODE_37_length_163127_cov_19.5494_ID_73-augustus-gene-0.165&CDS=1-606
55	OG0000055	YCL064C, YIL167W	augustus_masked-NODE_1_length_800456_cov_18.956_ID_1-processed-gene-5.179-mRNA-1_1&gene=augustus_masked-NODE_1_length_800456_cov_18.956_ID_1-processed-gene-5.179&CDS=1-1041, maker-NODE_149_length_10844_cov_19.2827_ID_297-snap-gene-0.11-mRNA-1_1&gene=maker-NODE_149_length_10844_cov_19.2827_ID_297-snap-gene-0.11&CDS=1-1104
56	OG0000056	YCR068W	augustus_masked-NODE_32_length_174022_cov_19.146_ID_63-processed-gene-0.261-mRNA-1_1&gene=augustus_masked-NODE_32_length_174022_cov_19.146_ID_63-processed-gene-0.261&CDS=1-1242, augustus_masked-NODE_32_length_174022_cov_19.146_ID_63-processed-gene-0.278-mRNA-1_1&gene=augustus_masked-NODE_32_length_174022_cov_19.146_ID_63-processed-gene-0.278&CDS=1-903, maker-NODE_3_length_726745_cov_18.6369_ID_5-augustus-gene-3.66-mRNA-1_1&gene=maker-NODE_3_length_726745_cov_18.6369_ID_5-augustus-gene-3.66&CDS=1-1242
57	OG0000057	YCR095C, YNL099C	maker-NODE_1_length_800456_cov_18.956_ID_1-augustus-gene-2.79-mRNA-1_1&gene=maker-NODE_1_length_800456_cov_18.956_ID_1-augustus-gene-2.79&CDS=1-669, snap_masked-NODE_11_length_306385_cov_19.7367_ID_21-processed-gene-2.71-mRNA-1_1&gene=snap_masked-NODE_11_length_306385_cov_19.7367_ID_21-processed-gene-2.71&CDS=1-759
58	OG0000058	YCR102C, YLR460C, YNL134C	augustus_masked-NODE_99_length_29624_cov_23.0453_ID_197-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_99_length_29624_cov_23.0453_ID_197-processed-gene-0.37&CDS=1-1050
59	OG0000059	YDL144C, YDR251W, YPL032C	maker-NODE_23_length_209442_cov_18.9369_ID_45-augustus-gene-0.65-mRNA-1_1&gene=maker-NODE_23_length_209442_cov_18.9369_ID_45-augustus-gene-0.65&CDS=1-2262
60	OG0000060	YDR032C	augustus_masked-NODE_20_length_225737_cov_18.5558_ID_39-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-NODE_20_length_225737_cov_18.5558_ID_39-processed-gene-1.61&CDS=1-600, augustus_masked-NODE_20_length_225737_cov_18.5558_ID_39-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-NODE_20_length_225737_cov_18.5558_ID_39-processed-gene-1.62&CDS=1-600, augustus_masked-NODE_20_length_225737_cov_18.5558_ID_39-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-NODE_20_length_225737_cov_18.5558_ID_39-processed-gene-1.89&CDS=1-606
61	OG0000061	YDR378C, YPR182W	maker-NODE_12_length_298682_cov_19.2352_ID_23-augustus-gene-1.315-mRNA-1_1&gene=maker-NODE_12_length_298682_cov_19.2352_ID_23-augustus-gene-1.315&CDS=1-273, maker-NODE_36_length_166449_cov_18.998_ID_71-augustus-gene-0.204-mRNA-1_1&gene=maker-NODE_36_length_166449_cov_18.998_ID_71-augustus-gene-0.204&CDS=1-288
62	OG0000062	YDR524C, YIL044C	maker-NODE_11_length_306385_cov_19.7367_ID_21-snap-gene-0.67-mRNA-1_1&gene=maker-NODE_11_length_306385_cov_19.7367_ID_21-snap-gene-0.67&CDS=1-1479, maker-NODE_66_length_72998_cov_19.1135_ID_131-augustus-gene-0.111-mRNA-1_1&gene=maker-NODE_66_length_72998_cov_19.1135_ID_131-augustus-gene-0.111&CDS=1-3339
63	OG0000063	YER020W, YHR005C	augustus_masked-NODE_22_length_222066_cov_19.8506_ID_43-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-NODE_22_length_222066_cov_19.8506_ID_43-processed-gene-1.142&CDS=1-1062, maker-NODE_50_length_124055_cov_18.7741_ID_99-augustus-gene-0.144-mRNA-1_1&gene=maker-NODE_50_length_124055_cov_18.7741_ID_99-augustus-gene-0.144&CDS=1-1068
64	OG0000064	YER132C, YGL197W	maker-NODE_49_length_124783_cov_20.3228_ID_97-augustus-gene-0.193-mRNA-1_1&gene=maker-NODE_49_length_124783_cov_20.3228_ID_97-augustus-gene-0.193&CDS=1-1647, snap_masked-NODE_16_length_252440_cov_18.8808_ID_31-processed-gene-1.128-mRNA-1_1&gene=snap_masked-NODE_16_length_252440_cov_18.8808_ID_31-processed-gene-1.128&CDS=1-1821
65	OG0000065	YER152C	genemark-NODE_11_length_306385_cov_19.7367_ID_21-processed-gene-0.100-mRNA-1_1&gene=genemark-NODE_11_length_306385_cov_19.7367_ID_21-processed-gene-0.100&CDS=1-3015, maker-NODE_4_length_545746_cov_20.1284_ID_7-augustus-gene-1.49-mRNA-1_1&gene=maker-NODE_4_length_545746_cov_20.1284_ID_7-augustus-gene-1.49&CDS=1-1320, maker-NODE_67_length_72774_cov_19.1132_ID_133-augustus-gene-0.37-mRNA-1_1&gene=maker-NODE_67_length_72774_cov_19.1132_ID_133-augustus-gene-0.37&CDS=1-1434
66	OG0000066	YER187W, YGL262W	snap_masked-NODE_11_length_306385_cov_19.7367_ID_21-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_11_length_306385_cov_19.7367_ID_21-processed-gene-0.14&CDS=1-426, snap_masked-NODE_168_length_6812_cov_21.8965_ID_335-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_168_length_6812_cov_21.8965_ID_335-processed-gene-0.7&CDS=1-528
67	OG0000067	YFL005W, YFL038C	augustus_masked-NODE_19_length_230806_cov_19.3279_ID_37-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_19_length_230806_cov_19.3279_ID_37-processed-gene-0.22&CDS=1-555, maker-NODE_42_length_145683_cov_20.0035_ID_83-snap-gene-0.169-mRNA-1_1&gene=maker-NODE_42_length_145683_cov_20.0035_ID_83-snap-gene-0.169&CDS=1-603
68	OG0000068	YFL034C-B, YIL106W	maker-NODE_25_length_197380_cov_19.4087_ID_49-augustus-gene-0.120-mRNA-1_1&gene=maker-NODE_25_length_197380_cov_19.4087_ID_49-augustus-gene-0.120&CDS=1-651, maker-NODE_2_length_758014_cov_19.0229_ID_3-augustus-gene-4.158-mRNA-1_1&gene=maker-NODE_2_length_758014_cov_19.0229_ID_3-augustus-gene-4.158&CDS=1-777
69	OG0000069	YFL048C, YLR080W	augustus_masked-NODE_14_length_256127_cov_18.7261_ID_27-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-NODE_14_length_256127_cov_18.7261_ID_27-processed-gene-1.50&CDS=1-978, maker-NODE_3_length_726745_cov_18.6369_ID_5-augustus-gene-2.123-mRNA-1_1&gene=maker-NODE_3_length_726745_cov_18.6369_ID_5-augustus-gene-2.123&CDS=1-1281
70	OG0000070	YGR109W-A, YGR109W-B, YIL082W, YIL082W-A	
71	OG0000071	YGR192C, YJL052W, YJR009C	maker-NODE_52_length_117950_cov_18.2997_ID_103-augustus-gene-0.23-mRNA-1_1&gene=maker-NODE_52_length_117950_cov_18.2997_ID_103-augustus-gene-0.23&CDS=1-1014
72	OG0000072	YHR048W	maker-NODE_14_length_256127_cov_18.7261_ID_27-snap-gene-0.4-mRNA-1_1&gene=maker-NODE_14_length_256127_cov_18.7261_ID_27-snap-gene-0.4&CDS=1-1506, maker-NODE_4_length_545746_cov_20.1284_ID_7-snap-gene-4.184-mRNA-1_1&gene=maker-NODE_4_length_545746_cov_20.1284_ID_7-snap-gene-4.184&CDS=1-1515, maker-NODE_57_length_92575_cov_19.1905_ID_113-augustus-gene-0.56-mRNA-1_1&gene=maker-NODE_57_length_92575_cov_19.1905_ID_113-augustus-gene-0.56&CDS=1-1545
73	OG0000073	YHR175W	maker-NODE_13_length_279715_cov_18.2027_ID_25-augustus-gene-1.102-mRNA-1_1&gene=maker-NODE_13_length_279715_cov_18.2027_ID_25-augustus-gene-1.102&CDS=1-609, maker-NODE_22_length_222066_cov_19.8506_ID_43-snap-gene-1.104-mRNA-1_1&gene=maker-NODE_22_length_222066_cov_19.8506_ID_43-snap-gene-1.104&CDS=1-504, maker-NODE_98_length_30814_cov_18.024_ID_195-augustus-gene-0.1-mRNA-1_1&gene=maker-NODE_98_length_30814_cov_18.024_ID_195-augustus-gene-0.1&CDS=1-492
74	OG0000074	YIL149C, YKR095W	augustus_masked-NODE_39_length_156451_cov_19.9934_ID_77-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_39_length_156451_cov_19.9934_ID_77-processed-gene-0.36&CDS=1-5760, snap_masked-NODE_2_length_758014_cov_19.0229_ID_3-processed-gene-5.76-mRNA-1_1&gene=snap_masked-NODE_2_length_758014_cov_19.0229_ID_3-processed-gene-5.76&CDS=1-450
75	OG0000075	YIR004W	augustus_masked-NODE_1_length_800456_cov_18.956_ID_1-processed-gene-4.15-mRNA-1_1&gene=augustus_masked-NODE_1_length_800456_cov_18.956_ID_1-processed-gene-4.15&CDS=1-2406, augustus_masked-NODE_35_length_169149_cov_20.4619_ID_69-processed-gene-0.170-mRNA-1_1&gene=augustus_masked-NODE_35_length_169149_cov_20.4619_ID_69-processed-gene-0.170&CDS=1-966, maker-NODE_8_length_336372_cov_19.1489_ID_15-augustus-gene-1.91-mRNA-1_1&gene=maker-NODE_8_length_336372_cov_19.1489_ID_15-augustus-gene-1.91&CDS=1-996
76	OG0000076	YIR035C, YIR036C	maker-NODE_17_length_243555_cov_19.5157_ID_33-augustus-gene-0.139-mRNA-1_1&gene=maker-NODE_17_length_243555_cov_19.5157_ID_33-augustus-gene-0.139&CDS=1-717, maker-NODE_29_length_189010_cov_19.6402_ID_57-augustus-gene-0.174-mRNA-1_1&gene=maker-NODE_29_length_189010_cov_19.6402_ID_57-augustus-gene-0.174&CDS=1-756
77	OG0000077	YJL042W, YOR227W, YPL137C	augustus_masked-NODE_61_length_83660_cov_18.6574_ID_121-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_61_length_83660_cov_18.6574_ID_121-processed-gene-0.31&CDS=1-1440
78	OG0000078	YJL083W, YKR019C	genemark-NODE_49_length_124783_cov_20.3228_ID_97-processed-gene-0.92-mRNA-1_1&gene=genemark-NODE_49_length_124783_cov_20.3228_ID_97-processed-gene-0.92&CDS=1-2178, snap_masked-NODE_32_length_174022_cov_19.146_ID_63-processed-gene-0.209-mRNA-1_1&gene=snap_masked-NODE_32_length_174022_cov_19.146_ID_63-processed-gene-0.209&CDS=1-348
