	OrthologID	Saccharomyces_cerevisiae	yHAB164_Kazachstania_aerobia
59	OG0000059	YDR135C, YLL015W	augustus_masked-scf7180000020167-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000020167-processed-gene-0.13&CDS=1-4047, genemark-scf7180000020211-processed-gene-0.59-mRNA-1_1&gene=genemark-scf7180000020211-processed-gene-0.59&CDS=1-4629
60	OG0000060	YDR206W, YLR233C	augustus_masked-scf7180000020193-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-scf7180000020193-processed-gene-0.71&CDS=1-1755, augustus_masked-scf7180000020227-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-scf7180000020227-processed-gene-1.38&CDS=1-2748
61	OG0000061	YDR214W, YLR228C	genemark-scf7180000020227-processed-gene-1.82-mRNA-1_1&gene=genemark-scf7180000020227-processed-gene-1.82&CDS=1-4662, maker-scf7180000020193-snap-gene-0.175-mRNA-1_1&gene=maker-scf7180000020193-snap-gene-0.175&CDS=1-2010
62	OG0000062	YDR379W, YOR127W	augustus_masked-scf7180000020217-processed-gene-0.154-mRNA-1_1&gene=augustus_masked-scf7180000020217-processed-gene-0.154&CDS=1-3381, genemark-scf7180000020106-processed-gene-0.154-mRNA-1_1&gene=genemark-scf7180000020106-processed-gene-0.154&CDS=1-2325
63	OG0000063	YDR385W, YOR133W	genemark-scf7180000020106-processed-gene-0.152-mRNA-1_1&gene=genemark-scf7180000020106-processed-gene-0.152&CDS=1-2526, genemark-scf7180000020217-processed-gene-0.33-mRNA-1_1&gene=genemark-scf7180000020217-processed-gene-0.33&CDS=1-2526
64	OG0000064	YDR475C, YOR019W	augustus_masked-scf7180000020120-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-scf7180000020120-processed-gene-0.84&CDS=1-2139, augustus_masked-scf7180000020163-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-scf7180000020163-processed-gene-1.139&CDS=1-2166
65	OG0000065	YDR501W, YLR183C	genemark-scf7180000020223-processed-gene-1.12-mRNA-1_1&gene=genemark-scf7180000020223-processed-gene-1.12&CDS=1-1194, genemark-scf7180000020228-processed-gene-3.156-mRNA-1_1&gene=genemark-scf7180000020228-processed-gene-3.156&CDS=1-2016
66	OG0000066	YDR533C, YOR391C, YPL280W	genemark-scf7180000020212-processed-gene-0.11-mRNA-1_1&gene=genemark-scf7180000020212-processed-gene-0.11&CDS=1-708
67	OG0000067	YER047C, YPL074W	genemark-scf7180000019980-processed-gene-0.24-mRNA-1_1&gene=genemark-scf7180000019980-processed-gene-0.24&CDS=1-3048, genemark-scf7180000020193-processed-gene-0.83-mRNA-1_1&gene=genemark-scf7180000020193-processed-gene-0.83&CDS=1-2256
68	OG0000068	YER133W, YPL179W	genemark-scf7180000020166-processed-gene-0.95-mRNA-1_1&gene=genemark-scf7180000020166-processed-gene-0.95&CDS=1-936, genemark-scf7180000020169-processed-gene-0.89-mRNA-1_1&gene=genemark-scf7180000020169-processed-gene-0.89&CDS=1-1629
69	OG0000069	YFL042C, YFL044C	genemark-scf7180000020200-processed-gene-0.28-mRNA-1_1&gene=genemark-scf7180000020200-processed-gene-0.28&CDS=1-2235, snap_masked-scf7180000020230-processed-gene-0.100-mRNA-1_1&gene=snap_masked-scf7180000020230-processed-gene-0.100&CDS=1-2709
70	OG0000070	YFR053C, YGL253W	genemark-scf7180000020165-processed-gene-0.138-mRNA-1_1&gene=genemark-scf7180000020165-processed-gene-0.138&CDS=1-1452, genemark-scf7180000020211-processed-gene-1.48-mRNA-1_1&gene=genemark-scf7180000020211-processed-gene-1.48&CDS=1-1458
71	OG0000071	YGL082W, YPL191C	genemark-scf7180000020112-processed-gene-0.16-mRNA-1_1&gene=genemark-scf7180000020112-processed-gene-0.16&CDS=1-1104, genemark-scf7180000020228-processed-gene-0.41-mRNA-1_1&gene=genemark-scf7180000020228-processed-gene-0.41&CDS=1-1281
72	OG0000072	YGL139W, YPL221W	genemark-scf7180000020206-processed-gene-0.24-mRNA-1_1&gene=genemark-scf7180000020206-processed-gene-0.24&CDS=1-2499, genemark-scf7180000020228-processed-gene-0.68-mRNA-1_1&gene=genemark-scf7180000020228-processed-gene-0.68&CDS=1-2400
73	OG0000073	YGL162W, YPR009W	augustus_masked-scf7180000020078-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-scf7180000020078-processed-gene-0.67&CDS=1-1128, augustus_masked-scf7180000020137-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-scf7180000020137-processed-gene-0.81&CDS=1-1107
74	OG0000074	YGR004W, YLR324W	genemark-scf7180000020120-processed-gene-0.37-mRNA-1_1&gene=genemark-scf7180000020120-processed-gene-0.37&CDS=1-1509, genemark-scf7180000020184-processed-gene-0.9-mRNA-1_1&gene=genemark-scf7180000020184-processed-gene-0.9&CDS=1-1578
75	OG0000075	YGR027C, YLR333C	genemark-scf7180000020106-processed-gene-0.104-mRNA-1_1&gene=genemark-scf7180000020106-processed-gene-0.104&CDS=1-321, genemark-scf7180000020216-processed-gene-0.111-mRNA-1_1&gene=genemark-scf7180000020216-processed-gene-0.111&CDS=1-321
76	OG0000076	YGR049W, YLR356W	snap_masked-scf7180000020184-processed-gene-0.68-mRNA-1_1&gene=snap_masked-scf7180000020184-processed-gene-0.68&CDS=1-657, snap_masked-scf7180000020216-processed-gene-0.60-mRNA-1_1&gene=snap_masked-scf7180000020216-processed-gene-0.60&CDS=1-627
77	OG0000077	YGR071C, YLR373C	augustus_masked-scf7180000020064-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000020064-processed-gene-0.12&CDS=1-2955, augustus_masked-scf7180000020107-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000020107-processed-gene-0.11&CDS=1-2628
78	OG0000078	YGR109W-A, YGR109W-B, YIL082W, YIL082W-A	
79	OG0000079	YGR118W, YPR132W	augustus_masked-scf7180000020165-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-scf7180000020165-processed-gene-0.46&CDS=1-435, augustus_masked-scf7180000020189-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-scf7180000020189-processed-gene-0.91&CDS=1-435
80	OG0000080	YGR143W, YPR159W	augustus_masked-scf7180000020165-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-scf7180000020165-processed-gene-0.36&CDS=1-2295, genemark-scf7180000020149-processed-gene-0.22-mRNA-1_1&gene=genemark-scf7180000020149-processed-gene-0.22&CDS=1-2241
81	OG0000081	YGR201C	augustus_masked-scf7180000020014-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000020014-processed-gene-0.1&CDS=1-657, augustus_masked-scf7180000020146-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-scf7180000020146-processed-gene-0.20&CDS=1-657, snap_masked-scf7180000020146-processed-gene-0.149-mRNA-1_1&gene=snap_masked-scf7180000020146-processed-gene-0.149&CDS=1-666
82	OG0000082	YGR243W, YHR162W	genemark-scf7180000020205-processed-gene-0.94-mRNA-1_1&gene=genemark-scf7180000020205-processed-gene-0.94&CDS=1-375, genemark-scf7180000020225-processed-gene-0.133-mRNA-1_1&gene=genemark-scf7180000020225-processed-gene-0.133&CDS=1-402
83	OG0000083	YHR123W, YNL130C	augustus_masked-scf7180000020162-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-scf7180000020162-processed-gene-0.73&CDS=1-1170, genemark-scf7180000020143-processed-gene-0.11-mRNA-1_1&gene=genemark-scf7180000020143-processed-gene-0.11&CDS=1-1173
84	OG0000084	YHR208W, YJR148W	genemark-scf7180000019978-processed-gene-0.24-mRNA-1_1&gene=genemark-scf7180000019978-processed-gene-0.24&CDS=1-1212, genemark-scf7180000020099-processed-gene-0.9-mRNA-1_1&gene=genemark-scf7180000020099-processed-gene-0.9&CDS=1-1122
85	OG0000085	YHR216W, YLR432W, YML056C	genemark-scf7180000020224-processed-gene-0.114-mRNA-1_1&gene=genemark-scf7180000020224-processed-gene-0.114&CDS=1-1578
86	OG0000086	YIL095W, YNL020C	genemark-scf7180000019970-processed-gene-0.13-mRNA-1_1&gene=genemark-scf7180000019970-processed-gene-0.13&CDS=1-1890, genemark-scf7180000020093-processed-gene-0.29-mRNA-1_1&gene=genemark-scf7180000020093-processed-gene-0.29&CDS=1-2538
87	OG0000087	YIL126W, YOR290C	genemark-scf7180000020156-processed-gene-0.32-mRNA-1_1&gene=genemark-scf7180000020156-processed-gene-0.32&CDS=1-5100, maker-scf7180000020212-snap-gene-0.50-mRNA-1_1&gene=maker-scf7180000020212-snap-gene-0.50&CDS=1-4137
88	OG0000088	YIL149C, YKR095W	snap_masked-scf7180000020098-processed-gene-0.12-mRNA-1_1&gene=snap_masked-scf7180000020098-processed-gene-0.12&CDS=1-3213, snap_masked-scf7180000020152-processed-gene-0.45-mRNA-1_1&gene=snap_masked-scf7180000020152-processed-gene-0.45&CDS=1-3891
89	OG0000089	YJL008C	augustus_masked-scf7180000019724-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000019724-processed-gene-0.1&CDS=1-1545, augustus_masked-scf7180000020131-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-scf7180000020131-processed-gene-0.34&CDS=1-1545, genemark-scf7180000020105-processed-gene-0.49-mRNA-1_1&gene=genemark-scf7180000020105-processed-gene-0.49&CDS=1-1425
90	OG0000090	YJL098W, YKR028W	augustus_masked-scf7180000020155-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-scf7180000020155-processed-gene-0.33&CDS=1-3408, snap_masked-scf7180000019986-processed-gene-0.22-mRNA-1_1&gene=snap_masked-scf7180000019986-processed-gene-0.22&CDS=1-3117
91	OG0000091	YJL105W, YKR029C	augustus_masked-scf7180000020155-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-scf7180000020155-processed-gene-0.36&CDS=1-1716, genemark-scf7180000020195-processed-gene-0.68-mRNA-1_1&gene=genemark-scf7180000020195-processed-gene-0.68&CDS=1-2232
92	OG0000092	YJL129C, YKR050W	augustus_masked-scf7180000020195-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-scf7180000020195-processed-gene-0.32&CDS=1-3885, genemark-scf7180000020142-processed-gene-0.63-mRNA-1_1&gene=genemark-scf7180000020142-processed-gene-0.63&CDS=1-3966
93	OG0000093	YJL139C, YKR061W	genemark-scf7180000020142-processed-gene-0.67-mRNA-1_1&gene=genemark-scf7180000020142-processed-gene-0.67&CDS=1-1299, genemark-scf7180000020195-processed-gene-0.76-mRNA-1_1&gene=genemark-scf7180000020195-processed-gene-0.76&CDS=1-1275
94	OG0000094	YJL164C, YKL166C, YPL203W	maker-scf7180000020142-snap-gene-0.60-mRNA-1_1&gene=maker-scf7180000020142-snap-gene-0.60&CDS=1-3048
95	OG0000095	YJL177W, YKL180W	augustus_masked-scf7180000020223-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-scf7180000020223-processed-gene-1.115&CDS=1-552, genemark-scf7180000020142-processed-gene-0.106-mRNA-1_1&gene=genemark-scf7180000020142-processed-gene-0.106&CDS=1-552
96	OG0000096	YJR061W, YKL201C	genemark-scf7180000020202-processed-gene-0.29-mRNA-1_1&gene=genemark-scf7180000020202-processed-gene-0.29&CDS=1-2877, snap_masked-scf7180000020109-processed-gene-0.23-mRNA-1_1&gene=snap_masked-scf7180000020109-processed-gene-0.23&CDS=1-3042
97	OG0000097	YJR066W, YKL203C	augustus_masked-scf7180000020109-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-scf7180000020109-processed-gene-0.102&CDS=1-7365, genemark-scf7180000020088-processed-gene-0.5-mRNA-1_1&gene=genemark-scf7180000020088-processed-gene-0.5&CDS=1-7443
98	OG0000098	YKL068W, YMR047C	genemark-scf7180000020092-processed-gene-0.36-mRNA-1_1&gene=genemark-scf7180000020092-processed-gene-0.36&CDS=1-2994, genemark-scf7180000020204-processed-gene-0.43-mRNA-1_1&gene=genemark-scf7180000020204-processed-gene-0.43&CDS=1-3267
99	OG0000099	YKL081W, YPL048W	genemark-scf7180000020144-processed-gene-0.21-mRNA-1_1&gene=genemark-scf7180000020144-processed-gene-0.21&CDS=1-1239, genemark-scf7180000020193-processed-gene-0.96-mRNA-1_1&gene=genemark-scf7180000020193-processed-gene-0.96&CDS=1-1239
100	OG0000100	YKL121W, YMR102C	genemark-scf7180000020187-processed-gene-0.51-mRNA-1_1&gene=genemark-scf7180000020187-processed-gene-0.51&CDS=1-2742, snap_masked-scf7180000019867-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000019867-processed-gene-0.1&CDS=1-294
101	OG0000101	YKL126W, YMR104C	snap_masked-scf7180000019877-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000019877-processed-gene-0.2&CDS=1-597, snap_masked-scf7180000020191-processed-gene-0.146-mRNA-1_1&gene=snap_masked-scf7180000020191-processed-gene-0.146&CDS=1-1023
102	OG0000102	YKL220C, YNR060W, YOR381W	snap_masked-scf7180000020167-processed-gene-0.70-mRNA-1_1&gene=snap_masked-scf7180000020167-processed-gene-0.70&CDS=1-1920
103	OG0000103	YKR089C, YOR081C	augustus_masked-scf7180000020152-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000020152-processed-gene-0.3&CDS=1-3522, genemark-scf7180000020098-processed-gene-0.37-mRNA-1_1&gene=genemark-scf7180000020098-processed-gene-0.37&CDS=1-2424
104	OG0000104	YLL021W, YLR313C	genemark-scf7180000020167-processed-gene-0.36-mRNA-1_1&gene=genemark-scf7180000020167-processed-gene-0.36&CDS=1-1989, genemark-scf7180000020209-processed-gene-0.19-mRNA-1_1&gene=genemark-scf7180000020209-processed-gene-0.19&CDS=1-4815
105	OG0000105	YLR028C, YMR120C	genemark-scf7180000020133-processed-gene-0.64-mRNA-1_1&gene=genemark-scf7180000020133-processed-gene-0.64&CDS=1-1776, genemark-scf7180000020191-processed-gene-0.77-mRNA-1_1&gene=genemark-scf7180000020191-processed-gene-0.77&CDS=1-1779
106	OG0000106	YLR044C, YLR134W	genemark-scf7180000019981-processed-gene-0.7-mRNA-1_1&gene=genemark-scf7180000019981-processed-gene-0.7&CDS=1-1692, genemark-scf7180000020185-processed-gene-0.82-mRNA-1_1&gene=genemark-scf7180000020185-processed-gene-0.82&CDS=1-1695
107	OG0000107	YLR178C, YLR179C	genemark-scf7180000020223-processed-gene-0.93-mRNA-1_1&gene=genemark-scf7180000020223-processed-gene-0.93&CDS=1-594, snap_masked-scf7180000020192-processed-gene-0.131-mRNA-1_1&gene=snap_masked-scf7180000020192-processed-gene-0.131&CDS=1-582
108	OG0000108	YLR237W, YOR071C, YOR192C	genemark-scf7180000020227-processed-gene-1.66-mRNA-1_1&gene=genemark-scf7180000020227-processed-gene-1.66&CDS=1-1791
109	OG0000109	YLR260W, YOR171C	augustus_masked-scf7180000020130-processed-gene-0.156-mRNA-1_1&gene=augustus_masked-scf7180000020130-processed-gene-0.156&CDS=1-2343, genemark-scf7180000020166-processed-gene-0.83-mRNA-1_1&gene=genemark-scf7180000020166-processed-gene-0.83&CDS=1-1794
110	OG0000110	YLR277C, YLR278C	genemark-scf7180000020129-processed-gene-0.3-mRNA-1_1&gene=genemark-scf7180000020129-processed-gene-0.3&CDS=1-3855, genemark-scf7180000020186-processed-gene-0.75-mRNA-1_1&gene=genemark-scf7180000020186-processed-gene-0.75&CDS=1-6120
111	OG0000111	YLR284C, YOR180C	genemark-scf7180000020129-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000020129-processed-gene-0.2&CDS=1-840, genemark-scf7180000020186-processed-gene-0.74-mRNA-1_1&gene=genemark-scf7180000020186-processed-gene-0.74&CDS=1-861
112	OG0000112	YLR343W, YMR307W	augustus_masked-scf7180000020216-processed-gene-0.218-mRNA-1_1&gene=augustus_masked-scf7180000020216-processed-gene-0.218&CDS=1-1632, genemark-scf7180000020225-processed-gene-0.81-mRNA-1_1&gene=genemark-scf7180000020225-processed-gene-0.81&CDS=1-1704
113	OG0000113	YLR440C, YML065W	augustus_masked-scf7180000020235-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-scf7180000020235-processed-gene-0.58&CDS=1-4755, genemark-scf7180000020224-processed-gene-0.154-mRNA-1_1&gene=genemark-scf7180000020224-processed-gene-0.154&CDS=1-2706
114	OG0000114	YLR457C, YPR174C	augustus_masked-scf7180000020112-processed-gene-0.167-mRNA-1_1&gene=augustus_masked-scf7180000020112-processed-gene-0.167&CDS=1-867, genemark-scf7180000020192-processed-gene-0.66-mRNA-1_1&gene=genemark-scf7180000020192-processed-gene-0.66&CDS=1-933
115	OG0000115	YML019W	augustus_masked-scf7180000019820-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000019820-processed-gene-0.2&CDS=1-459, augustus_masked-scf7180000019856-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000019856-processed-gene-0.4&CDS=1-459, augustus_masked-scf7180000020107-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000020107-processed-gene-0.17&CDS=1-969
116	OG0000116	YML116W, YMR279C	genemark-scf7180000020127-processed-gene-0.56-mRNA-1_1&gene=genemark-scf7180000020127-processed-gene-0.56&CDS=1-1707, snap_masked-scf7180000020213-processed-gene-1.267-mRNA-1_1&gene=snap_masked-scf7180000020213-processed-gene-1.267&CDS=1-1467
117	OG0000117	YMR054W, YOR270C	genemark-scf7180000020134-processed-gene-0.49-mRNA-1_1&gene=genemark-scf7180000020134-processed-gene-0.49&CDS=1-2667, genemark-scf7180000020213-processed-gene-1.145-mRNA-1_1&gene=genemark-scf7180000020213-processed-gene-1.145&CDS=1-2526
118	OG0000118	YMR119W, YNL008C	augustus_masked-scf7180000020191-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-scf7180000020191-processed-gene-0.37&CDS=1-1869, snap_masked-scf7180000020133-processed-gene-0.29-mRNA-1_1&gene=snap_masked-scf7180000020133-processed-gene-0.29&CDS=1-1842
119	OG0000119	YMR192W, YPL249C	genemark-scf7180000020158-processed-gene-0.26-mRNA-1_1&gene=genemark-scf7180000020158-processed-gene-0.26&CDS=1-3147, snap_masked-scf7180000020228-processed-gene-1.70-mRNA-1_1&gene=snap_masked-scf7180000020228-processed-gene-1.70&CDS=1-2556
120	OG0000120	YMR230W, YOR293W	genemark-scf7180000020156-processed-gene-0.26-mRNA-1_1&gene=genemark-scf7180000020156-processed-gene-0.26&CDS=1-315, genemark-scf7180000020213-processed-gene-1.112-mRNA-1_1&gene=genemark-scf7180000020213-processed-gene-1.112&CDS=1-315
121	OG0000121	YMR234W	augustus_masked-scf7180000020213-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-scf7180000020213-processed-gene-1.22&CDS=1-783, genemark-scf7180000020213-processed-gene-1.115-mRNA-1_1&gene=genemark-scf7180000020213-processed-gene-1.115&CDS=1-1035, maker-scf7180000020213-snap-gene-1.89-mRNA-1_1&gene=maker-scf7180000020213-snap-gene-1.89&CDS=1-1206
122	OG0000122	YMR316W, YOR385W	snap_masked-scf7180000020102-processed-gene-0.49-mRNA-1_1&gene=snap_masked-scf7180000020102-processed-gene-0.49&CDS=1-996, snap_masked-scf7180000020222-processed-gene-0.106-mRNA-1_1&gene=snap_masked-scf7180000020222-processed-gene-0.106&CDS=1-1017
123	OG0000123	YNL106C, YOR109W	augustus_masked-scf7180000020143-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-scf7180000020143-processed-gene-0.129&CDS=1-3504, maker-scf7180000020162-augustus-gene-0.29-mRNA-1_1&gene=maker-scf7180000020162-augustus-gene-0.29&CDS=1-5154
124	OG0000124	YNL125C	genemark-scf7180000020143-processed-gene-0.8-mRNA-1_1&gene=genemark-scf7180000020143-processed-gene-0.8&CDS=1-2025, genemark-scf7180000020157-processed-gene-0.38-mRNA-1_1&gene=genemark-scf7180000020157-processed-gene-0.38&CDS=1-1908, genemark-scf7180000020193-processed-gene-0.151-mRNA-1_1&gene=genemark-scf7180000020193-processed-gene-0.151&CDS=1-2025
125	OG0000125	YNL292W, YNL293W	genemark-scf7180000020104-processed-gene-0.97-mRNA-1_1&gene=genemark-scf7180000020104-processed-gene-0.97&CDS=1-1830, maker-scf7180000020183-augustus-gene-0.157-mRNA-1_1&gene=maker-scf7180000020183-augustus-gene-0.157&CDS=1-3225
126	OG0000126	YOL055C, YPL258C, YPR121W	augustus_masked-scf7180000020147-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000020147-processed-gene-0.6&CDS=1-1680
127	OG0000127	YOR227W, YPL137C	genemark-scf7180000020185-processed-gene-0.63-mRNA-1_1&gene=genemark-scf7180000020185-processed-gene-0.63&CDS=1-3537, genemark-scf7180000020222-processed-gene-0.45-mRNA-1_1&gene=genemark-scf7180000020222-processed-gene-0.45&CDS=1-3696
128	OG0000128	YPL091W	augustus_masked-scf7180000019818-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000019818-processed-gene-0.2&CDS=1-1341, augustus_masked-scf7180000020135-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000020135-processed-gene-0.0&CDS=1-1002, augustus_masked-scf7180000020214-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-scf7180000020214-processed-gene-0.33&CDS=1-1296
129	OG0000129	YPL209C	genemark-scf7180000020150-processed-gene-0.63-mRNA-1_1&gene=genemark-scf7180000020150-processed-gene-0.63&CDS=1-1215, genemark-scf7180000020206-processed-gene-0.40-mRNA-1_1&gene=genemark-scf7180000020206-processed-gene-0.40&CDS=1-552, snap_masked-scf7180000020062-processed-gene-0.12-mRNA-1_1&gene=snap_masked-scf7180000020062-processed-gene-0.12&CDS=1-1062
130	OG0000130	YAL034C, YOR338W	augustus_masked-scf7180000020112-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-scf7180000020112-processed-gene-0.127&CDS=1-1020
131	OG0000131	YAL062W, YOR375C	genemark-scf7180000020071-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000020071-processed-gene-0.0&CDS=1-1371
132	OG0000132	YBL002W, YDR224C	genemark-scf7180000020227-processed-gene-1.61-mRNA-1_1&gene=genemark-scf7180000020227-processed-gene-1.61&CDS=1-384
133	OG0000133	YBL024W	genemark-scf7180000020117-processed-gene-0.27-mRNA-1_1&gene=genemark-scf7180000020117-processed-gene-0.27&CDS=1-2079, genemark-scf7180000020128-processed-gene-0.47-mRNA-1_1&gene=genemark-scf7180000020128-processed-gene-0.47&CDS=1-1968
134	OG0000134	YBL027W, YBR084C-A	genemark-scf7180000020161-processed-gene-0.33-mRNA-1_1&gene=genemark-scf7180000020161-processed-gene-0.33&CDS=1-576
135	OG0000135	YBL039C, YJR103W	augustus_masked-scf7180000020192-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-scf7180000020192-processed-gene-0.44&CDS=1-2340
136	OG0000136	YBL054W	snap_masked-scf7180000020111-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000020111-processed-gene-0.5&CDS=1-1344, snap_masked-scf7180000020168-processed-gene-0.55-mRNA-1_1&gene=snap_masked-scf7180000020168-processed-gene-0.55&CDS=1-2100
