	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034893_Ogataea_philodendra
34	OG0000034	YDR011W, YOR153W	genemark-NODE_14_length_283762_cov_68.7995_ID_27-processed-gene-1.19-mRNA-1_1&gene=genemark-NODE_14_length_283762_cov_68.7995_ID_27-processed-gene-1.19&CDS=1-4497, genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-2.0-mRNA-1_1&gene=genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-2.0&CDS=1-4482, genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-2.108-mRNA-1_1&gene=genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-2.108&CDS=1-4455
35	OG0000035	YDR300C, YHR033W, YNL101W	augustus_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-4.43-mRNA-1_1&gene=augustus_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-4.43&CDS=1-3906, genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-2.203-mRNA-1_1&gene=genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-2.203&CDS=1-1941
36	OG0000036	YDR385W, YKL173W, YOR133W	genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-2.53-mRNA-1_1&gene=genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-2.53&CDS=1-2853, maker-NODE_7_length_450359_cov_65.6065_ID_13-augustus-gene-2.188-mRNA-1_1&gene=maker-NODE_7_length_450359_cov_65.6065_ID_13-augustus-gene-2.188&CDS=1-3363
37	OG0000037	YDR523C, YHR102W	augustus_masked-NODE_18_length_162580_cov_65.1521_ID_35-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_18_length_162580_cov_65.1521_ID_35-processed-gene-0.53&CDS=1-1341, genemark-NODE_20_length_141134_cov_67.3989_ID_39-processed-gene-0.143-mRNA-1_1&gene=genemark-NODE_20_length_141134_cov_67.3989_ID_39-processed-gene-0.143&CDS=1-2130, maker-NODE_1_length_1278667_cov_66.6163_ID_1-augustus-gene-1.176-mRNA-1_1&gene=maker-NODE_1_length_1278667_cov_66.6163_ID_1-augustus-gene-1.176&CDS=1-2247
38	OG0000038	YDR541C, YGL039W, YGL157W, YOL151W	genemark-NODE_23_length_126160_cov_79.7986_ID_45-processed-gene-0.43-mRNA-1_1&gene=genemark-NODE_23_length_126160_cov_79.7986_ID_45-processed-gene-0.43&CDS=1-1041
39	OG0000039	YER133W, YML016C	augustus_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-6.0-mRNA-1_1&gene=augustus_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-6.0&CDS=1-2586, genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-0.95-mRNA-1_1&gene=genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-0.95&CDS=1-1383, maker-NODE_12_length_348569_cov_68.2112_ID_23-snap-gene-2.319-mRNA-1_1&gene=maker-NODE_12_length_348569_cov_68.2112_ID_23-snap-gene-2.319&CDS=1-1137
40	OG0000040	YGL092W, YKL068W, YMR047C	genemark-NODE_14_length_283762_cov_68.7995_ID_27-processed-gene-1.78-mRNA-1_1&gene=genemark-NODE_14_length_283762_cov_68.7995_ID_27-processed-gene-1.78&CDS=1-3177, genemark-NODE_19_length_141596_cov_74.0208_ID_37-processed-gene-0.150-mRNA-1_1&gene=genemark-NODE_19_length_141596_cov_74.0208_ID_37-processed-gene-0.150&CDS=1-3225
41	OG0000041	YGR138C, YOR161C, YPR156C	augustus_masked-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-4.72-mRNA-1_1&gene=augustus_masked-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-4.72&CDS=1-4725, genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-1.50-mRNA-1_1&gene=genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-1.50&CDS=1-1875
42	OG0000042	YGR169C, YOL066C	genemark-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-1.9-mRNA-1_1&gene=genemark-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-1.9&CDS=1-1050, genemark-NODE_3_length_643798_cov_66.6584_ID_5-processed-gene-5.32-mRNA-1_1&gene=genemark-NODE_3_length_643798_cov_66.6584_ID_5-processed-gene-5.32&CDS=1-1704, genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-2.2-mRNA-1_1&gene=genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-2.2&CDS=1-1065
43	OG0000043	YHL028W, YOR008C	genemark-NODE_18_length_162580_cov_65.1521_ID_35-processed-gene-0.209-mRNA-1_1&gene=genemark-NODE_18_length_162580_cov_65.1521_ID_35-processed-gene-0.209&CDS=1-1170, genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-3.71-mRNA-1_1&gene=genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-3.71&CDS=1-1113, maker-NODE_1_length_1278667_cov_66.6163_ID_1-snap-gene-8.222-mRNA-1_1&gene=maker-NODE_1_length_1278667_cov_66.6163_ID_1-snap-gene-8.222&CDS=1-1230
44	OG0000044	YIL002C, YNL106C, YOR109W	augustus_masked-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-5.189-mRNA-1_1&gene=augustus_masked-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-5.189&CDS=1-2889, augustus_masked-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-0.135&CDS=1-4128
45	OG0000045	YIL107C, YOL136C	genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-3.72-mRNA-1_1&gene=genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-3.72&CDS=1-1977, maker-NODE_15_length_270368_cov_69.5672_ID_29-snap-gene-1.3-mRNA-1_1&gene=maker-NODE_15_length_270368_cov_69.5672_ID_29-snap-gene-1.3&CDS=1-2109, snap_masked-NODE_18_length_162580_cov_65.1521_ID_35-processed-gene-0.140-mRNA-1_1&gene=snap_masked-NODE_18_length_162580_cov_65.1521_ID_35-processed-gene-0.140&CDS=1-1251
46	OG0000046	YJL034W, YLL024C	augustus_masked-NODE_20_length_141134_cov_67.3989_ID_39-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_20_length_141134_cov_67.3989_ID_39-processed-gene-0.18&CDS=1-2007, genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-3.226-mRNA-1_1&gene=genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-3.226&CDS=1-1932, maker-NODE_2_length_789798_cov_75.9216_ID_3-augustus-gene-5.0-mRNA-1_1&gene=maker-NODE_2_length_789798_cov_75.9216_ID_3-augustus-gene-5.0&CDS=1-2505
47	OG0000047	YJL137C, YKR058W, YOR320C	genemark-NODE_18_length_162580_cov_65.1521_ID_35-processed-gene-0.255-mRNA-1_1&gene=genemark-NODE_18_length_162580_cov_65.1521_ID_35-processed-gene-0.255&CDS=1-1335, genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-3.153-mRNA-1_1&gene=genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-3.153&CDS=1-939
48	OG0000048	YLR212C, YOL119C	augustus_masked-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-6.271-mRNA-1_1&gene=augustus_masked-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-6.271&CDS=1-2742, genemark-NODE_24_length_80549_cov_69.0098_ID_47-processed-gene-0.67-mRNA-1_1&gene=genemark-NODE_24_length_80549_cov_69.0098_ID_47-processed-gene-0.67&CDS=1-1428, genemark-NODE_24_length_80549_cov_69.0098_ID_47-processed-gene-0.87-mRNA-1_1&gene=genemark-NODE_24_length_80549_cov_69.0098_ID_47-processed-gene-0.87&CDS=1-1392
49	OG0000049	YLR256W	genemark-NODE_13_length_304413_cov_67.7473_ID_25-processed-gene-0.115-mRNA-1_1&gene=genemark-NODE_13_length_304413_cov_67.7473_ID_25-processed-gene-0.115&CDS=1-2694, genemark-NODE_29_length_8491_cov_66.3749_ID_57-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_29_length_8491_cov_66.3749_ID_57-processed-gene-0.12&CDS=1-2328, genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-3.200-mRNA-1_1&gene=genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-3.200&CDS=1-3405, maker-NODE_6_length_488750_cov_65.2929_ID_11-snap-gene-3.356-mRNA-1_1&gene=maker-NODE_6_length_488750_cov_65.2929_ID_11-snap-gene-3.356&CDS=1-3060
50	OG0000050	YML072C, YNL087W, YOR086C	augustus_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-7.152-mRNA-1_1&gene=augustus_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-7.152&CDS=1-4587, genemark-NODE_16_length_209552_cov_67.4697_ID_31-processed-gene-0.59-mRNA-1_1&gene=genemark-NODE_16_length_209552_cov_67.4697_ID_31-processed-gene-0.59&CDS=1-4065
51	OG0000051	YML111W, YMR275C, YNR069C	genemark-NODE_10_length_361062_cov_67.9065_ID_19-processed-gene-2.152-mRNA-1_1&gene=genemark-NODE_10_length_361062_cov_67.9065_ID_19-processed-gene-2.152&CDS=1-1974, genemark-NODE_8_length_389341_cov_68.8812_ID_15-processed-gene-2.117-mRNA-1_1&gene=genemark-NODE_8_length_389341_cov_68.8812_ID_15-processed-gene-2.117&CDS=1-2142
52	OG0000052	YMR168C	genemark-NODE_13_length_304413_cov_67.7473_ID_25-processed-gene-2.103-mRNA-1_1&gene=genemark-NODE_13_length_304413_cov_67.7473_ID_25-processed-gene-2.103&CDS=1-1770, genemark-NODE_17_length_175091_cov_70.6054_ID_33-processed-gene-0.113-mRNA-1_1&gene=genemark-NODE_17_length_175091_cov_70.6054_ID_33-processed-gene-0.113&CDS=1-1914, genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-4.116-mRNA-1_1&gene=genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-4.116&CDS=1-2205, genemark-NODE_8_length_389341_cov_68.8812_ID_15-processed-gene-2.135-mRNA-1_1&gene=genemark-NODE_8_length_389341_cov_68.8812_ID_15-processed-gene-2.135&CDS=1-1923
53	OG0000053	YOR032C, YOR344C	genemark-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-1.40-mRNA-1_1&gene=genemark-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-1.40&CDS=1-2385, genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-1.140-mRNA-1_1&gene=genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-1.140&CDS=1-540, genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-3.166-mRNA-1_1&gene=genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-3.166&CDS=1-2226
54	OG0000054	YAL023C, YGR199W	genemark-NODE_13_length_304413_cov_67.7473_ID_25-processed-gene-1.110-mRNA-1_1&gene=genemark-NODE_13_length_304413_cov_67.7473_ID_25-processed-gene-1.110&CDS=1-2157, genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-6.143-mRNA-1_1&gene=genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-6.143&CDS=1-2214
55	OG0000055	YAL054C, YLR153C	genemark-NODE_21_length_128179_cov_67.4733_ID_41-processed-gene-0.100-mRNA-1_1&gene=genemark-NODE_21_length_128179_cov_67.4733_ID_41-processed-gene-0.100&CDS=1-2013, genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-2.139-mRNA-1_1&gene=genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-2.139&CDS=1-2019
56	OG0000056	YAR035W, YER024W	maker-NODE_3_length_643798_cov_66.6584_ID_5-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_3_length_643798_cov_66.6584_ID_5-augustus-gene-0.2&CDS=1-3075, snap_masked-NODE_3_length_643798_cov_66.6584_ID_5-processed-gene-4.77-mRNA-1_1&gene=snap_masked-NODE_3_length_643798_cov_66.6584_ID_5-processed-gene-4.77&CDS=1-2175
57	OG0000057	YBL002W, YDR224C	genemark-NODE_15_length_270368_cov_69.5672_ID_29-processed-gene-1.72-mRNA-1_1&gene=genemark-NODE_15_length_270368_cov_69.5672_ID_29-processed-gene-1.72&CDS=1-393, snap_masked-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-1.110-mRNA-1_1&gene=snap_masked-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-1.110&CDS=1-393
58	OG0000058	YBL030C, YBR085W, YMR056C	augustus_masked-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-2.6-mRNA-1_1&gene=augustus_masked-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-2.6&CDS=1-1497
59	OG0000059	YBL032W, YBR233W	genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-2.55-mRNA-1_1&gene=genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-2.55&CDS=1-1203, maker-NODE_1_length_1278667_cov_66.6163_ID_1-augustus-gene-2.4-mRNA-1_1&gene=maker-NODE_1_length_1278667_cov_66.6163_ID_1-augustus-gene-2.4&CDS=1-2397
60	OG0000060	YBL052C, YOR244W	genemark-NODE_17_length_175091_cov_70.6054_ID_33-processed-gene-0.54-mRNA-1_1&gene=genemark-NODE_17_length_175091_cov_70.6054_ID_33-processed-gene-0.54&CDS=1-1707, genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-3.223-mRNA-1_1&gene=genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-3.223&CDS=1-1383
61	OG0000061	YBL088C, YBR136W	augustus_masked-NODE_10_length_361062_cov_67.9065_ID_19-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-NODE_10_length_361062_cov_67.9065_ID_19-processed-gene-1.125&CDS=1-7215, snap_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-7.23-mRNA-1_1&gene=snap_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-7.23&CDS=1-7119
62	OG0000062	YBL097W, YJR107W	augustus_masked-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-1.172-mRNA-1_1&gene=augustus_masked-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-1.172&CDS=1-1251, genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-3.229-mRNA-1_1&gene=genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-3.229&CDS=1-3141
63	OG0000063	YBR025C, YHL014C	genemark-NODE_15_length_270368_cov_69.5672_ID_29-processed-gene-1.30-mRNA-1_1&gene=genemark-NODE_15_length_270368_cov_69.5672_ID_29-processed-gene-1.30&CDS=1-1152, genemark-NODE_3_length_643798_cov_66.6584_ID_5-processed-gene-2.123-mRNA-1_1&gene=genemark-NODE_3_length_643798_cov_66.6584_ID_5-processed-gene-2.123&CDS=1-1185
64	OG0000064	YBR033W, YKL038W	genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-6.192-mRNA-1_1&gene=genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-6.192&CDS=1-2457, snap_masked-NODE_10_length_361062_cov_67.9065_ID_19-processed-gene-2.69-mRNA-1_1&gene=snap_masked-NODE_10_length_361062_cov_67.9065_ID_19-processed-gene-2.69&CDS=1-2112
65	OG0000065	YBR073W, YGL163C	augustus_masked-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-3.338-mRNA-1_1&gene=augustus_masked-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-3.338&CDS=1-2331, genemark-NODE_8_length_389341_cov_68.8812_ID_15-processed-gene-2.53-mRNA-1_1&gene=genemark-NODE_8_length_389341_cov_68.8812_ID_15-processed-gene-2.53&CDS=1-2481
66	OG0000066	YBR139W, YMR297W	genemark-NODE_20_length_141134_cov_67.3989_ID_39-processed-gene-0.140-mRNA-1_1&gene=genemark-NODE_20_length_141134_cov_67.3989_ID_39-processed-gene-0.140&CDS=1-1605, genemark-NODE_9_length_380031_cov_67.2163_ID_17-processed-gene-0.67-mRNA-1_1&gene=genemark-NODE_9_length_380031_cov_67.2163_ID_17-processed-gene-0.67&CDS=1-1623
67	OG0000067	YBR151W, YML050W	genemark-NODE_3_length_643798_cov_66.6584_ID_5-processed-gene-2.150-mRNA-1_1&gene=genemark-NODE_3_length_643798_cov_66.6584_ID_5-processed-gene-2.150&CDS=1-828, snap_masked-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-1.56-mRNA-1_1&gene=snap_masked-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-1.56&CDS=1-879
68	OG0000068	YBR207W, YER145C	genemark-NODE_18_length_162580_cov_65.1521_ID_35-processed-gene-0.246-mRNA-1_1&gene=genemark-NODE_18_length_162580_cov_65.1521_ID_35-processed-gene-0.246&CDS=1-1185, genemark-NODE_9_length_380031_cov_67.2163_ID_17-processed-gene-2.114-mRNA-1_1&gene=genemark-NODE_9_length_380031_cov_67.2163_ID_17-processed-gene-2.114&CDS=1-1164
69	OG0000069	YBR237W, YNL112W	augustus_masked-NODE_11_length_352897_cov_66.8228_ID_21-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-NODE_11_length_352897_cov_66.8228_ID_21-processed-gene-2.24&CDS=1-2244, augustus_masked-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-2.34&CDS=1-1926
70	OG0000070	YBR263W, YLR058C	genemark-NODE_9_length_380031_cov_67.2163_ID_17-processed-gene-2.119-mRNA-1_1&gene=genemark-NODE_9_length_380031_cov_67.2163_ID_17-processed-gene-2.119&CDS=1-1407, snap_masked-NODE_17_length_175091_cov_70.6054_ID_33-processed-gene-0.204-mRNA-1_1&gene=snap_masked-NODE_17_length_175091_cov_70.6054_ID_33-processed-gene-0.204&CDS=1-1458
71	OG0000071	YCL037C, YDR515W	genemark-NODE_18_length_162580_cov_65.1521_ID_35-processed-gene-0.281-mRNA-1_1&gene=genemark-NODE_18_length_162580_cov_65.1521_ID_35-processed-gene-0.281&CDS=1-1434, genemark-NODE_3_length_643798_cov_66.6584_ID_5-processed-gene-4.145-mRNA-1_1&gene=genemark-NODE_3_length_643798_cov_66.6584_ID_5-processed-gene-4.145&CDS=1-1392
72	OG0000072	YCL067C, YCR039C, YCR096C	snap_masked-NODE_27_length_18351_cov_69.3214_ID_53-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_27_length_18351_cov_69.3214_ID_53-processed-gene-0.6&CDS=1-276
73	OG0000073	YDL091C, YML013W	genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-1.81-mRNA-1_1&gene=genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-1.81&CDS=1-1641, genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-3.182-mRNA-1_1&gene=genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-3.182&CDS=1-1350
74	OG0000074	YDL138W, YDL194W	augustus_masked-NODE_16_length_209552_cov_67.4697_ID_31-processed-gene-1.187-mRNA-1_1&gene=augustus_masked-NODE_16_length_209552_cov_67.4697_ID_31-processed-gene-1.187&CDS=1-2988, genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-7.74-mRNA-1_1&gene=genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-7.74&CDS=1-1632
75	OG0000075	YDL144C	genemark-NODE_3_length_643798_cov_66.6584_ID_5-processed-gene-5.90-mRNA-1_1&gene=genemark-NODE_3_length_643798_cov_66.6584_ID_5-processed-gene-5.90&CDS=1-1020, genemark-NODE_8_length_389341_cov_68.8812_ID_15-processed-gene-2.90-mRNA-1_1&gene=genemark-NODE_8_length_389341_cov_68.8812_ID_15-processed-gene-2.90&CDS=1-1029, maker-NODE_11_length_352897_cov_66.8228_ID_21-augustus-gene-2.9-mRNA-1_1&gene=maker-NODE_11_length_352897_cov_66.8228_ID_21-augustus-gene-2.9&CDS=1-2700
76	OG0000076	YDL174C	augustus_masked-NODE_16_length_209552_cov_67.4697_ID_31-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_16_length_209552_cov_67.4697_ID_31-processed-gene-0.100&CDS=1-3129, genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-4.117-mRNA-1_1&gene=genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-4.117&CDS=1-2478, genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-1.65-mRNA-1_1&gene=genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-1.65&CDS=1-1662
77	OG0000077	YDL216C, YFR004W	augustus_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-3.23-mRNA-1_1&gene=augustus_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-3.23&CDS=1-1071, genemark-NODE_22_length_127543_cov_73.0507_ID_43-processed-gene-0.145-mRNA-1_1&gene=genemark-NODE_22_length_127543_cov_73.0507_ID_43-processed-gene-0.145&CDS=1-930
78	OG0000078	YDL225W, YJR076C	genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-3.88-mRNA-1_1&gene=genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-3.88&CDS=1-1686, genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-1.30-mRNA-1_1&gene=genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-1.30&CDS=1-4899
79	OG0000079	YDL230W, YER075C	augustus_masked-NODE_15_length_270368_cov_69.5672_ID_29-processed-gene-0.166-mRNA-1_1&gene=augustus_masked-NODE_15_length_270368_cov_69.5672_ID_29-processed-gene-0.166&CDS=1-2343, genemark-NODE_11_length_352897_cov_66.8228_ID_21-processed-gene-1.101-mRNA-1_1&gene=genemark-NODE_11_length_352897_cov_66.8228_ID_21-processed-gene-1.101&CDS=1-927
80	OG0000080	YDR037W, YNL073W	genemark-NODE_11_length_352897_cov_66.8228_ID_21-processed-gene-1.66-mRNA-1_1&gene=genemark-NODE_11_length_352897_cov_66.8228_ID_21-processed-gene-1.66&CDS=1-1635, genemark-NODE_9_length_380031_cov_67.2163_ID_17-processed-gene-0.80-mRNA-1_1&gene=genemark-NODE_9_length_380031_cov_67.2163_ID_17-processed-gene-0.80&CDS=1-1758
81	OG0000081	YDR074W, YJR126C	genemark-NODE_9_length_380031_cov_67.2163_ID_17-processed-gene-2.84-mRNA-1_1&gene=genemark-NODE_9_length_380031_cov_67.2163_ID_17-processed-gene-2.84&CDS=1-2253, maker-NODE_24_length_80549_cov_69.0098_ID_47-augustus-gene-0.147-mRNA-1_1&gene=maker-NODE_24_length_80549_cov_69.0098_ID_47-augustus-gene-0.147&CDS=1-4671
82	OG0000082	YDR109C, YNL249C	augustus_masked-NODE_15_length_270368_cov_69.5672_ID_29-processed-gene-1.262-mRNA-1_1&gene=augustus_masked-NODE_15_length_270368_cov_69.5672_ID_29-processed-gene-1.262&CDS=1-1578, genemark-NODE_13_length_304413_cov_67.7473_ID_25-processed-gene-0.88-mRNA-1_1&gene=genemark-NODE_13_length_304413_cov_67.7473_ID_25-processed-gene-0.88&CDS=1-2217
83	OG0000083	YDR125C, YLR099C	genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-6.47-mRNA-1_1&gene=genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-6.47&CDS=1-1317, genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-1.162-mRNA-1_1&gene=genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-1.162&CDS=1-1284
84	OG0000084	YDR162C, YMR032W	augustus_masked-NODE_15_length_270368_cov_69.5672_ID_29-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-NODE_15_length_270368_cov_69.5672_ID_29-processed-gene-0.142&CDS=1-1701, snap_masked-NODE_9_length_380031_cov_67.2163_ID_17-processed-gene-2.196-mRNA-1_1&gene=snap_masked-NODE_9_length_380031_cov_67.2163_ID_17-processed-gene-2.196&CDS=1-411
85	OG0000085	YDR178W, YLR164W	augustus_masked-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-2.191-mRNA-1_1&gene=augustus_masked-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-2.191&CDS=1-1575, genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-6.167-mRNA-1_1&gene=genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-6.167&CDS=1-465
86	OG0000086	YDR359C, YLR324W	genemark-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-1.66-mRNA-1_1&gene=genemark-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-1.66&CDS=1-4539, genemark-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-4.173-mRNA-1_1&gene=genemark-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-4.173&CDS=1-1542
87	OG0000087	YDR395W, YJR132W	augustus_masked-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-6.318-mRNA-1_1&gene=augustus_masked-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-6.318&CDS=1-5580, genemark-NODE_15_length_270368_cov_69.5672_ID_29-processed-gene-0.61-mRNA-1_1&gene=genemark-NODE_15_length_270368_cov_69.5672_ID_29-processed-gene-0.61&CDS=1-3153
88	OG0000088	YEL046C, YMR217W	maker-NODE_13_length_304413_cov_67.7473_ID_25-augustus-gene-2.3-mRNA-1_1&gene=maker-NODE_13_length_304413_cov_67.7473_ID_25-augustus-gene-2.3&CDS=1-2682, maker-NODE_2_length_789798_cov_75.9216_ID_3-augustus-gene-4.205-mRNA-1_1&gene=maker-NODE_2_length_789798_cov_75.9216_ID_3-augustus-gene-4.205&CDS=1-1413
89	OG0000089	YER007W, YPL174C	augustus_masked-NODE_3_length_643798_cov_66.6584_ID_5-processed-gene-1.161-mRNA-1_1&gene=augustus_masked-NODE_3_length_643798_cov_66.6584_ID_5-processed-gene-1.161&CDS=1-2283, genemark-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-3.85-mRNA-1_1&gene=genemark-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-3.85&CDS=1-1443
