	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034625_Pichia_kudriavzevii
58	OG0000058	YDR135C, YLL015W	genemark-scf7180000023330-processed-gene-1.11-mRNA-1_1&gene=genemark-scf7180000023330-processed-gene-1.11&CDS=1-4668, genemark-scf7180000023383-processed-gene-0.101-mRNA-1_1&gene=genemark-scf7180000023383-processed-gene-0.101&CDS=1-4626
59	OG0000059	YDR144C, YLR120C, YLR121C	genemark-scf7180000023395-processed-gene-4.66-mRNA-1_1&gene=genemark-scf7180000023395-processed-gene-4.66&CDS=1-1686
60	OG0000060	YDR182W-A, YMR034C	genemark-scf7180000023338-processed-gene-0.134-mRNA-1_1&gene=genemark-scf7180000023338-processed-gene-0.134&CDS=1-1278, snap_masked-scf7180000022449-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000022449-processed-gene-0.0&CDS=1-264
61	OG0000061	YDR409W, YOR156C	augustus_masked-scf7180000023188-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000023188-processed-gene-0.0&CDS=1-471, augustus_masked-scf7180000023341-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-scf7180000023341-processed-gene-0.104&CDS=1-3720
62	OG0000062	YDR523C	augustus_masked-scf7180000022635-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000022635-processed-gene-0.0&CDS=1-1068, augustus_masked-scf7180000023391-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000023391-processed-gene-0.4&CDS=1-1077, augustus_masked-scf7180000023415-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000023415-processed-gene-0.11&CDS=1-1548
63	OG0000063	YEL011W	augustus_masked-scf7180000023139-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-scf7180000023139-processed-gene-0.28&CDS=1-1428, genemark-scf7180000022423-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000022423-processed-gene-0.2&CDS=1-1419, genemark-scf7180000023410-processed-gene-0.167-mRNA-1_1&gene=genemark-scf7180000023410-processed-gene-0.167&CDS=1-2121
64	OG0000064	YEL063C, YNL268W, YNL270C	maker-scf7180000023367-snap-gene-0.129-mRNA-1_1&gene=maker-scf7180000023367-snap-gene-0.129&CDS=1-3501
65	OG0000065	YER067W, YIL057C	genemark-scf7180000022353-processed-gene-0.9-mRNA-1_1&gene=genemark-scf7180000022353-processed-gene-0.9&CDS=1-531, genemark-scf7180000023358-processed-gene-1.45-mRNA-1_1&gene=genemark-scf7180000023358-processed-gene-1.45&CDS=1-567
66	OG0000066	YFL017W-A, YNL147W	genemark-scf7180000023321-processed-gene-0.64-mRNA-1_1&gene=genemark-scf7180000023321-processed-gene-0.64&CDS=1-432, snap_masked-scf7180000023365-processed-gene-2.30-mRNA-1_1&gene=snap_masked-scf7180000023365-processed-gene-2.30&CDS=1-222
67	OG0000067	YFL059W, YMR096W, YNL333W	genemark-scf7180000022352-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000022352-processed-gene-0.2&CDS=1-879
68	OG0000068	YFL060C, YMR095C, YNL334C	snap_masked-scf7180000022352-processed-gene-0.29-mRNA-1_1&gene=snap_masked-scf7180000022352-processed-gene-0.29&CDS=1-699
69	OG0000069	YFR027W	augustus_masked-scf7180000022431-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-scf7180000022431-processed-gene-0.27&CDS=1-618, snap_masked-scf7180000022432-processed-gene-0.12-mRNA-1_1&gene=snap_masked-scf7180000022432-processed-gene-0.12&CDS=1-618, snap_masked-scf7180000023181-processed-gene-0.12-mRNA-1_1&gene=snap_masked-scf7180000023181-processed-gene-0.12&CDS=1-618
70	OG0000070	YGL071W, YPL202C	genemark-scf7180000023346-processed-gene-1.189-mRNA-1_1&gene=genemark-scf7180000023346-processed-gene-1.189&CDS=1-1491, snap_masked-scf7180000022455-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000022455-processed-gene-0.2&CDS=1-759
71	OG0000071	YGL236C	augustus_masked-scf7180000022431-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-scf7180000022431-processed-gene-0.20&CDS=1-1968, augustus_masked-scf7180000022432-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-scf7180000022432-processed-gene-0.29&CDS=1-1968, augustus_masked-scf7180000023181-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-scf7180000023181-processed-gene-0.29&CDS=1-1968
72	OG0000072	YGR010W, YLR328W	genemark-scf7180000023378-processed-gene-1.90-mRNA-1_1&gene=genemark-scf7180000023378-processed-gene-1.90&CDS=1-1254, genemark-scf7180000023398-processed-gene-0.45-mRNA-1_1&gene=genemark-scf7180000023398-processed-gene-0.45&CDS=1-1254
73	OG0000073	YGR087C, YLR044C, YLR134W	genemark-scf7180000023373-processed-gene-2.10-mRNA-1_1&gene=genemark-scf7180000023373-processed-gene-2.10&CDS=1-1725
74	OG0000074	YGR108W, YPR119W	genemark-scf7180000022663-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000022663-processed-gene-0.2&CDS=1-606, snap_masked-scf7180000023374-processed-gene-0.176-mRNA-1_1&gene=snap_masked-scf7180000023374-processed-gene-0.176&CDS=1-1455
75	OG0000075	YGR109W-A, YGR109W-B, YIL082W, YIL082W-A	
76	OG0000076	YGR192C, YJL052W, YJR009C	snap_masked-scf7180000023233-processed-gene-0.45-mRNA-1_1&gene=snap_masked-scf7180000023233-processed-gene-0.45&CDS=1-1005
77	OG0000077	YGR267C, YLR022C	augustus_masked-scf7180000023337-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-scf7180000023337-processed-gene-0.39&CDS=1-2082, genemark-scf7180000023154-processed-gene-0.4-mRNA-1_1&gene=genemark-scf7180000023154-processed-gene-0.4&CDS=1-753
78	OG0000078	YHR134W	genemark-scf7180000022723-processed-gene-0.21-mRNA-1_1&gene=genemark-scf7180000022723-processed-gene-0.21&CDS=1-801, genemark-scf7180000023164-processed-gene-0.51-mRNA-1_1&gene=genemark-scf7180000023164-processed-gene-0.51&CDS=1-801, genemark-scf7180000023186-processed-gene-0.23-mRNA-1_1&gene=genemark-scf7180000023186-processed-gene-0.23&CDS=1-801
79	OG0000079	YIL046W	snap_masked-scf7180000022624-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000022624-processed-gene-0.1&CDS=1-1689, snap_masked-scf7180000022625-processed-gene-0.6-mRNA-1_1&gene=snap_masked-scf7180000022625-processed-gene-0.6&CDS=1-1956, snap_masked-scf7180000023140-processed-gene-0.22-mRNA-1_1&gene=snap_masked-scf7180000023140-processed-gene-0.22&CDS=1-2121
80	OG0000080	YIL120W, YIL121W, YNL065W	maker-scf7180000023375-snap-gene-0.114-mRNA-1_1&gene=maker-scf7180000023375-snap-gene-0.114&CDS=1-3051
81	OG0000081	YJL089W, YMR280C	genemark-scf7180000023325-processed-gene-0.69-mRNA-1_1&gene=genemark-scf7180000023325-processed-gene-0.69&CDS=1-3624, snap_masked-scf7180000023233-processed-gene-0.46-mRNA-1_1&gene=snap_masked-scf7180000023233-processed-gene-0.46&CDS=1-3522
82	OG0000082	YJR045C, YLR369W	genemark-scf7180000023358-processed-gene-1.47-mRNA-1_1&gene=genemark-scf7180000023358-processed-gene-1.47&CDS=1-1956, maker-scf7180000023148-snap-gene-0.1-mRNA-1_1&gene=maker-scf7180000023148-snap-gene-0.1&CDS=1-1929
83	OG0000083	YJR091C, YPR042C	genemark-scf7180000023383-processed-gene-0.91-mRNA-1_1&gene=genemark-scf7180000023383-processed-gene-0.91&CDS=1-3405, snap_masked-scf7180000022644-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000022644-processed-gene-0.1&CDS=1-1158
84	OG0000084	YJR132W	snap_masked-scf7180000022431-processed-gene-0.10-mRNA-1_1&gene=snap_masked-scf7180000022431-processed-gene-0.10&CDS=1-3072, snap_masked-scf7180000022432-processed-gene-0.18-mRNA-1_1&gene=snap_masked-scf7180000022432-processed-gene-0.18&CDS=1-3072, snap_masked-scf7180000023181-processed-gene-0.18-mRNA-1_1&gene=snap_masked-scf7180000023181-processed-gene-0.18&CDS=1-3072
85	OG0000085	YKL050C, YMR031C	augustus_masked-scf7180000022356-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000022356-processed-gene-0.0&CDS=1-324, genemark-scf7180000023392-processed-gene-1.102-mRNA-1_1&gene=genemark-scf7180000023392-processed-gene-1.102&CDS=1-2811
86	OG0000086	YKL053C-A	snap_masked-scf7180000022443-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000022443-processed-gene-0.2&CDS=1-240, snap_masked-scf7180000023183-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000023183-processed-gene-0.0&CDS=1-240, snap_masked-scf7180000023208-processed-gene-0.50-mRNA-1_1&gene=snap_masked-scf7180000023208-processed-gene-0.50&CDS=1-240
87	OG0000087	YKL133C, YMR115W	genemark-scf7180000023155-processed-gene-0.12-mRNA-1_1&gene=genemark-scf7180000023155-processed-gene-0.12&CDS=1-1269, genemark-scf7180000023327-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000023327-processed-gene-0.2&CDS=1-1269
88	OG0000088	YKR039W	augustus_masked-scf7180000023327-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000023327-processed-gene-0.10&CDS=1-1623, genemark-scf7180000023395-processed-gene-0.60-mRNA-1_1&gene=genemark-scf7180000023395-processed-gene-0.60&CDS=1-1752, snap_masked-scf7180000023366-processed-gene-2.72-mRNA-1_1&gene=snap_masked-scf7180000023366-processed-gene-2.72&CDS=1-1746
89	OG0000089	YKR076W, YMR251W	genemark-scf7180000022636-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000022636-processed-gene-0.1&CDS=1-966, genemark-scf7180000023344-processed-gene-1.208-mRNA-1_1&gene=genemark-scf7180000023344-processed-gene-1.208&CDS=1-966
90	OG0000090	YLL057C	augustus_masked-scf7180000022687-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000022687-processed-gene-0.0&CDS=1-711, augustus_masked-scf7180000023392-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-scf7180000023392-processed-gene-1.14&CDS=1-1203, maker-scf7180000023412-snap-gene-0.65-mRNA-1_1&gene=maker-scf7180000023412-snap-gene-0.65&CDS=1-2412
91	OG0000091	YLR055C	genemark-scf7180000022433-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000022433-processed-gene-0.1&CDS=1-1206, genemark-scf7180000023208-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000023208-processed-gene-0.0&CDS=1-1206, genemark-scf7180000023334-processed-gene-0.20-mRNA-1_1&gene=genemark-scf7180000023334-processed-gene-0.20&CDS=1-1206
92	OG0000092	YLR237W, YOR071C, YOR192C	maker-scf7180000023396-augustus-gene-0.0-mRNA-1_1&gene=maker-scf7180000023396-augustus-gene-0.0&CDS=1-3183
93	OG0000093	YML116W, YMR279C, YOR378W	snap_masked-scf7180000023366-processed-gene-2.21-mRNA-1_1&gene=snap_masked-scf7180000023366-processed-gene-2.21&CDS=1-1638
94	OG0000094	YMR003W	augustus_masked-scf7180000022723-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000022723-processed-gene-0.8&CDS=1-915, augustus_masked-scf7180000023210-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-scf7180000023210-processed-gene-0.19&CDS=1-915, snap_masked-scf7180000023186-processed-gene-0.9-mRNA-1_1&gene=snap_masked-scf7180000023186-processed-gene-0.9&CDS=1-915
95	OG0000095	YMR006C, YMR008C, YOL011W	maker-scf7180000023321-augustus-gene-0.112-mRNA-1_1&gene=maker-scf7180000023321-augustus-gene-0.112&CDS=1-3501
96	OG0000096	YNL189W	genemark-scf7180000022723-processed-gene-0.23-mRNA-1_1&gene=genemark-scf7180000022723-processed-gene-0.23&CDS=1-1659, genemark-scf7180000023164-processed-gene-0.42-mRNA-1_1&gene=genemark-scf7180000023164-processed-gene-0.42&CDS=1-1659, genemark-scf7180000023186-processed-gene-0.21-mRNA-1_1&gene=genemark-scf7180000023186-processed-gene-0.21&CDS=1-1659
97	OG0000097	YNL192W	genemark-scf7180000022723-processed-gene-0.24-mRNA-1_1&gene=genemark-scf7180000022723-processed-gene-0.24&CDS=1-3063, genemark-scf7180000023164-processed-gene-0.41-mRNA-1_1&gene=genemark-scf7180000023164-processed-gene-0.41&CDS=1-3063, genemark-scf7180000023186-processed-gene-0.20-mRNA-1_1&gene=genemark-scf7180000023186-processed-gene-0.20&CDS=1-3063
98	OG0000098	YOL049W	genemark-scf7180000022723-processed-gene-0.22-mRNA-1_1&gene=genemark-scf7180000022723-processed-gene-0.22&CDS=1-1452, genemark-scf7180000023186-processed-gene-0.22-mRNA-1_1&gene=genemark-scf7180000023186-processed-gene-0.22&CDS=1-1452, genemark-scf7180000023210-processed-gene-0.7-mRNA-1_1&gene=genemark-scf7180000023210-processed-gene-0.7&CDS=1-1452
99	OG0000099	YOL055C, YPL258C, YPR121W	genemark-scf7180000023378-processed-gene-1.16-mRNA-1_1&gene=genemark-scf7180000023378-processed-gene-1.16&CDS=1-936
100	OG0000100	YOR042W	augustus_masked-scf7180000022977-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000022977-processed-gene-0.2&CDS=1-273, snap_masked-scf7180000022936-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000022936-processed-gene-0.0&CDS=1-243, snap_masked-scf7180000023336-processed-gene-0.102-mRNA-1_1&gene=snap_masked-scf7180000023336-processed-gene-0.102&CDS=1-1272
101	OG0000101	YOR049C, YOR217W	genemark-scf7180000023341-processed-gene-0.3-mRNA-1_1&gene=genemark-scf7180000023341-processed-gene-0.3&CDS=1-1239, maker-scf7180000023341-snap-gene-0.135-mRNA-1_1&gene=maker-scf7180000023341-snap-gene-0.135&CDS=1-4857
102	OG0000102	YOR103C	genemark-scf7180000022441-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000022441-processed-gene-0.2&CDS=1-474, genemark-scf7180000022442-processed-gene-0.4-mRNA-1_1&gene=genemark-scf7180000022442-processed-gene-0.4&CDS=1-474, genemark-scf7180000023395-processed-gene-1.107-mRNA-1_1&gene=genemark-scf7180000023395-processed-gene-1.107&CDS=1-576
103	OG0000103	YOR119C	augustus_masked-scf7180000022376-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000022376-processed-gene-0.0&CDS=1-1347, genemark-scf7180000022621-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000022621-processed-gene-0.2&CDS=1-1374, maker-scf7180000022359-augustus-gene-0.1-mRNA-1_1&gene=maker-scf7180000022359-augustus-gene-0.1&CDS=1-2001
104	OG0000104	YOR271C	genemark-scf7180000022723-processed-gene-0.20-mRNA-1_1&gene=genemark-scf7180000022723-processed-gene-0.20&CDS=1-981, genemark-scf7180000023164-processed-gene-0.52-mRNA-1_1&gene=genemark-scf7180000023164-processed-gene-0.52&CDS=1-981, genemark-scf7180000023186-processed-gene-0.24-mRNA-1_1&gene=genemark-scf7180000023186-processed-gene-0.24&CDS=1-981
105	OG0000105	YOR273C	augustus_masked-scf7180000022388-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000022388-processed-gene-0.0&CDS=1-1419, augustus_masked-scf7180000023333-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000023333-processed-gene-0.10&CDS=1-1419, genemark-scf7180000023321-processed-gene-0.49-mRNA-1_1&gene=genemark-scf7180000023321-processed-gene-0.49&CDS=1-1935
106	OG0000106	YOR367W, YPL242C	genemark-scf7180000023372-processed-gene-0.139-mRNA-1_1&gene=genemark-scf7180000023372-processed-gene-0.139&CDS=1-600, snap_masked-scf7180000023396-processed-gene-1.10-mRNA-1_1&gene=snap_masked-scf7180000023396-processed-gene-1.10&CDS=1-5472
107	OG0000107	YOR369C	genemark-scf7180000022431-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000022431-processed-gene-0.1&CDS=1-429, genemark-scf7180000022432-processed-gene-0.7-mRNA-1_1&gene=genemark-scf7180000022432-processed-gene-0.7&CDS=1-429, genemark-scf7180000023181-processed-gene-0.7-mRNA-1_1&gene=genemark-scf7180000023181-processed-gene-0.7&CDS=1-429
108	OG0000108	YOR370C	genemark-scf7180000022431-processed-gene-0.7-mRNA-1_1&gene=genemark-scf7180000022431-processed-gene-0.7&CDS=1-1827, genemark-scf7180000022432-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000022432-processed-gene-0.1&CDS=1-1827, genemark-scf7180000023181-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000023181-processed-gene-0.1&CDS=1-1827
109	OG0000109	Q0045, Q0065, Q0070	snap_masked-scf7180000022607-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000022607-processed-gene-0.0&CDS=1-213
110	OG0000110	YAL011W	augustus_masked-scf7180000023226-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000023226-processed-gene-0.0&CDS=1-573, genemark-scf7180000023319-processed-gene-0.79-mRNA-1_1&gene=genemark-scf7180000023319-processed-gene-0.79&CDS=1-2715
111	OG0000111	YAL015C, YOL043C	genemark-scf7180000023398-processed-gene-0.35-mRNA-1_1&gene=genemark-scf7180000023398-processed-gene-0.35&CDS=1-1158
112	OG0000112	YAL017W, YOL045W	genemark-scf7180000023412-processed-gene-0.43-mRNA-1_1&gene=genemark-scf7180000023412-processed-gene-0.43&CDS=1-5949
113	OG0000113	YAL034C, YOR338W	genemark-scf7180000023373-processed-gene-2.2-mRNA-1_1&gene=genemark-scf7180000023373-processed-gene-2.2&CDS=1-1287
114	OG0000114	YAL056W, YOR371C	augustus_masked-scf7180000023419-processed-gene-1.170-mRNA-1_1&gene=augustus_masked-scf7180000023419-processed-gene-1.170&CDS=1-2577
115	OG0000115	YAR042W, YDL019C	maker-scf7180000023343-snap-gene-0.3-mRNA-1_1&gene=maker-scf7180000023343-snap-gene-0.3&CDS=1-3885
116	OG0000116	YBL002W, YDR224C	genemark-scf7180000023138-processed-gene-0.12-mRNA-1_1&gene=genemark-scf7180000023138-processed-gene-0.12&CDS=1-390
117	OG0000117	YBL027W, YBR084C-A	snap_masked-scf7180000022366-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000022366-processed-gene-0.0&CDS=1-561
118	OG0000118	YBL056W, YER089C	genemark-scf7180000023319-processed-gene-0.85-mRNA-1_1&gene=genemark-scf7180000023319-processed-gene-0.85&CDS=1-1332
119	OG0000119	YBL068W, YER099C	genemark-scf7180000023347-processed-gene-2.100-mRNA-1_1&gene=genemark-scf7180000023347-processed-gene-2.100&CDS=1-981
120	OG0000120	YBL072C, YER102W	genemark-scf7180000023347-processed-gene-2.74-mRNA-1_1&gene=genemark-scf7180000023347-processed-gene-2.74&CDS=1-597
121	OG0000121	YBL080C	genemark-scf7180000022680-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000022680-processed-gene-0.2&CDS=1-687, genemark-scf7180000023350-processed-gene-0.17-mRNA-1_1&gene=genemark-scf7180000023350-processed-gene-0.17&CDS=1-1452
122	OG0000122	YBL087C, YER117W	augustus_masked-scf7180000023395-processed-gene-4.24-mRNA-1_1&gene=augustus_masked-scf7180000023395-processed-gene-4.24&CDS=1-375
123	OG0000123	YBL089W, YER119C	genemark-scf7180000023199-processed-gene-1.72-mRNA-1_1&gene=genemark-scf7180000023199-processed-gene-1.72&CDS=1-1386
124	OG0000124	YBL091C-A, YER120W	snap_masked-scf7180000023344-processed-gene-0.110-mRNA-1_1&gene=snap_masked-scf7180000023344-processed-gene-0.110&CDS=1-729
125	OG0000125	YBL101C, YPR030W	genemark-scf7180000023140-processed-gene-0.95-mRNA-1_1&gene=genemark-scf7180000023140-processed-gene-0.95&CDS=1-3789
126	OG0000126	YBL106C, YPR032W	genemark-scf7180000023358-processed-gene-1.43-mRNA-1_1&gene=genemark-scf7180000023358-processed-gene-1.43&CDS=1-3633
127	OG0000127	YBL107C	augustus_masked-scf7180000023372-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-scf7180000023372-processed-gene-0.65&CDS=1-2694, snap_masked-scf7180000022682-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000022682-processed-gene-0.0&CDS=1-345
128	OG0000128	YBR001C, YDR001C	maker-scf7180000023382-snap-gene-0.20-mRNA-1_1&gene=maker-scf7180000023382-snap-gene-0.20&CDS=1-2649
129	OG0000129	YBR014C, YDL010W	genemark-scf7180000023343-processed-gene-1.135-mRNA-1_1&gene=genemark-scf7180000023343-processed-gene-1.135&CDS=1-1002
130	OG0000130	YBR028C	augustus_masked-scf7180000023233-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-scf7180000023233-processed-gene-0.81&CDS=1-2442, snap_masked-scf7180000022623-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000022623-processed-gene-0.2&CDS=1-399
131	OG0000131	YBR031W, YDR012W	maker-scf7180000023410-snap-gene-0.15-mRNA-1_1&gene=maker-scf7180000023410-snap-gene-0.15&CDS=1-2397
132	OG0000132	YBR042C, YDR018C	snap_masked-scf7180000023254-processed-gene-0.16-mRNA-1_1&gene=snap_masked-scf7180000023254-processed-gene-0.16&CDS=1-780
133	OG0000133	YBR048W, YDR025W	genemark-scf7180000023343-processed-gene-1.133-mRNA-1_1&gene=genemark-scf7180000023343-processed-gene-1.133&CDS=1-465
134	OG0000134	YBR078W, YDR055W	genemark-scf7180000023392-processed-gene-0.73-mRNA-1_1&gene=genemark-scf7180000023392-processed-gene-0.73&CDS=1-1308
135	OG0000135	YBR082C, YDR059C	genemark-scf7180000023419-processed-gene-0.85-mRNA-1_1&gene=genemark-scf7180000023419-processed-gene-0.85&CDS=1-381
136	OG0000136	YBR104W, YPR058W	genemark-scf7180000023139-processed-gene-0.7-mRNA-1_1&gene=genemark-scf7180000023139-processed-gene-0.7&CDS=1-918
137	OG0000137	YBR105C, YGR066C	augustus_masked-scf7180000023139-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scf7180000023139-processed-gene-0.22&CDS=1-684
138	OG0000138	YBR118W, YPR080W	augustus_masked-scf7180000023380-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000023380-processed-gene-0.12&CDS=1-1092
139	OG0000139	YBR140C, YOL081W	genemark-scf7180000023368-processed-gene-0.25-mRNA-1_1&gene=genemark-scf7180000023368-processed-gene-0.25&CDS=1-8745
140	OG0000140	YBR147W, YOL092W	genemark-scf7180000023365-processed-gene-2.125-mRNA-1_1&gene=genemark-scf7180000023365-processed-gene-2.125&CDS=1-1011
141	OG0000141	YBR161W, YPL057C	snap_masked-scf7180000023344-processed-gene-0.104-mRNA-1_1&gene=snap_masked-scf7180000023344-processed-gene-0.104&CDS=1-1110
142	OG0000142	YBR169C, YPL106C	maker-scf7180000023366-snap-gene-1.37-mRNA-1_1&gene=maker-scf7180000023366-snap-gene-1.37&CDS=1-3819
143	OG0000143	YBR172C, YPL105C	genemark-scf7180000023344-processed-gene-0.78-mRNA-1_1&gene=genemark-scf7180000023344-processed-gene-0.78&CDS=1-2979
