	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035690_Candida_vartiovaarae
34	OG0000034	YBR297W, YFL052W, YGR288W, YPR196W	genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-5.56-mRNA-1_1&gene=genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-5.56&CDS=1-1914
35	OG0000035	YCL024W, YDR507C, YKL101W	genemark-NODE_32_length_86534_cov_24.1523_ID_2807-processed-gene-0.57-mRNA-1_1&gene=genemark-NODE_32_length_86534_cov_24.1523_ID_2807-processed-gene-0.57&CDS=1-3555, genemark-NODE_9_length_497673_cov_23.0063_ID_2152-processed-gene-3.63-mRNA-1_1&gene=genemark-NODE_9_length_497673_cov_23.0063_ID_2152-processed-gene-3.63&CDS=1-3231
36	OG0000036	YCR037C, YJL198W, YNR013C	genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-5.128-mRNA-1_1&gene=genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-5.128&CDS=1-2544, genemark-NODE_45_length_43159_cov_23.7185_ID_3560-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_45_length_43159_cov_23.7185_ID_3560-processed-gene-0.34&CDS=1-2433
37	OG0000037	YDL056W, YLR182W	genemark-NODE_42_length_50190_cov_23.5171_ID_3900-processed-gene-0.41-mRNA-1_1&gene=genemark-NODE_42_length_50190_cov_23.5171_ID_3900-processed-gene-0.41&CDS=1-2283, genemark-NODE_7_length_529036_cov_27.7071_ID_1471-processed-gene-2.46-mRNA-1_1&gene=genemark-NODE_7_length_529036_cov_27.7071_ID_1471-processed-gene-2.46&CDS=1-2199, maker-NODE_14_length_337236_cov_23.4214_ID_1415-snap-gene-2.163-mRNA-1_1&gene=maker-NODE_14_length_337236_cov_23.4214_ID_1415-snap-gene-2.163&CDS=1-1914
38	OG0000038	YDL078C, YKL085W	genemark-NODE_13_length_358203_cov_22.5065_ID_1307-processed-gene-2.247-mRNA-1_1&gene=genemark-NODE_13_length_358203_cov_22.5065_ID_1307-processed-gene-2.247&CDS=1-1002, genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-4.113-mRNA-1_1&gene=genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-4.113&CDS=1-1011, genemark-NODE_42_length_50190_cov_23.5171_ID_3900-processed-gene-0.44-mRNA-1_1&gene=genemark-NODE_42_length_50190_cov_23.5171_ID_3900-processed-gene-0.44&CDS=1-1029
39	OG0000039	YDL174C	genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-5.77-mRNA-1_1&gene=genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-5.77&CDS=1-1653, genemark-NODE_4_length_566648_cov_23.4753_ID_1818-processed-gene-4.84-mRNA-1_1&gene=genemark-NODE_4_length_566648_cov_23.4753_ID_1818-processed-gene-4.84&CDS=1-1656, genemark-NODE_7_length_529036_cov_27.7071_ID_1471-processed-gene-2.30-mRNA-1_1&gene=genemark-NODE_7_length_529036_cov_27.7071_ID_1471-processed-gene-2.30&CDS=1-1698, snap_masked-NODE_11_length_425465_cov_33.8237_ID_2463-processed-gene-1.70-mRNA-1_1&gene=snap_masked-NODE_11_length_425465_cov_33.8237_ID_2463-processed-gene-1.70&CDS=1-1674
40	OG0000040	YDL244W, YFL058W, YJR156C, YNL332W	genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-0.65-mRNA-1_1&gene=genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-0.65&CDS=1-1023
41	OG0000041	YDR028C, YKR075C, YOR062C	genemark-NODE_19_length_180822_cov_36.1012_ID_4465-processed-gene-0.37-mRNA-1_1&gene=genemark-NODE_19_length_180822_cov_36.1012_ID_4465-processed-gene-0.37&CDS=1-2199, genemark-NODE_25_length_149664_cov_31.4308_ID_2431-processed-gene-0.123-mRNA-1_1&gene=genemark-NODE_25_length_149664_cov_31.4308_ID_2431-processed-gene-0.123&CDS=1-672
42	OG0000042	YDR038C, YDR039C, YDR040C	genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-5.92-mRNA-1_1&gene=genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-5.92&CDS=1-3192, genemark-NODE_35_length_75849_cov_23.0281_ID_2897-processed-gene-0.74-mRNA-1_1&gene=genemark-NODE_35_length_75849_cov_23.0281_ID_2897-processed-gene-0.74&CDS=1-3183
43	OG0000043	YDR533C, YMR322C, YOR391C, YPL280W	genemark-NODE_11_length_425465_cov_33.8237_ID_2463-processed-gene-1.88-mRNA-1_1&gene=genemark-NODE_11_length_425465_cov_33.8237_ID_2463-processed-gene-1.88&CDS=1-696
44	OG0000044	YDR536W, YGR149W	genemark-NODE_17_length_211088_cov_32.7383_ID_2339-processed-gene-0.130-mRNA-1_1&gene=genemark-NODE_17_length_211088_cov_32.7383_ID_2339-processed-gene-0.130&CDS=1-1848, genemark-NODE_32_length_86534_cov_24.1523_ID_2807-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_32_length_86534_cov_24.1523_ID_2807-processed-gene-0.46&CDS=1-1527, maker-NODE_6_length_558662_cov_22.883_ID_1610-augustus-gene-1.135-mRNA-1_1&gene=maker-NODE_6_length_558662_cov_22.883_ID_1610-augustus-gene-1.135&CDS=1-3063
45	OG0000045	YEL036C, YML115C	augustus_masked-NODE_12_length_358393_cov_23.4571_ID_1576-processed-gene-2.203-mRNA-1_1&gene=augustus_masked-NODE_12_length_358393_cov_23.4571_ID_1576-processed-gene-2.203&CDS=1-3093, augustus_masked-NODE_29_length_98821_cov_28.1411_ID_3092-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-NODE_29_length_98821_cov_28.1411_ID_3092-processed-gene-0.116&CDS=1-1332, genemark-NODE_10_length_454449_cov_24.1248_ID_1905-processed-gene-2.133-mRNA-1_1&gene=genemark-NODE_10_length_454449_cov_24.1248_ID_1905-processed-gene-2.133&CDS=1-1926
46	OG0000046	YEL063C, YNL268W	genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-2.116-mRNA-1_1&gene=genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-2.116&CDS=1-1650, genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-2.89-mRNA-1_1&gene=genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-2.89&CDS=1-1674, maker-NODE_5_length_565793_cov_22.9871_ID_1255-augustus-gene-2.104-mRNA-1_1&gene=maker-NODE_5_length_565793_cov_22.9871_ID_1255-augustus-gene-2.104&CDS=1-3291
47	OG0000047	YER015W	genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-4.21-mRNA-1_1&gene=genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-4.21&CDS=1-2145, genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-4.38-mRNA-1_1&gene=genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-4.38&CDS=1-2073, genemark-NODE_7_length_529036_cov_27.7071_ID_1471-processed-gene-1.68-mRNA-1_1&gene=genemark-NODE_7_length_529036_cov_27.7071_ID_1471-processed-gene-1.68&CDS=1-2070, genemark-NODE_9_length_497673_cov_23.0063_ID_2152-processed-gene-0.60-mRNA-1_1&gene=genemark-NODE_9_length_497673_cov_23.0063_ID_2152-processed-gene-0.60&CDS=1-2034
48	OG0000048	YER103W, YJL034W	genemark-NODE_21_length_177589_cov_23.0123_ID_2228-processed-gene-0.119-mRNA-1_1&gene=genemark-NODE_21_length_177589_cov_23.0123_ID_2228-processed-gene-0.119&CDS=1-1941, genemark-NODE_41_length_51359_cov_22.4228_ID_8146-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_41_length_51359_cov_22.4228_ID_8146-processed-gene-0.22&CDS=1-2016, maker-NODE_43_length_46726_cov_45.1833_ID_3496-snap-gene-0.39-mRNA-1_1&gene=maker-NODE_43_length_46726_cov_45.1833_ID_3496-snap-gene-0.39&CDS=1-2754
49	OG0000049	YER133W, YML016C	augustus_masked-NODE_7_length_529036_cov_27.7071_ID_1471-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-NODE_7_length_529036_cov_27.7071_ID_1471-processed-gene-1.22&CDS=1-1551, genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-0.53&CDS=1-1596, maker-NODE_11_length_425465_cov_33.8237_ID_2463-snap-gene-2.76-mRNA-1_1&gene=maker-NODE_11_length_425465_cov_33.8237_ID_2463-snap-gene-2.76&CDS=1-1209
50	OG0000050	YFR022W, YGR068C, YOR018W	augustus_masked-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-0.92&CDS=1-4068, maker-NODE_36_length_74578_cov_49.1665_ID_3424-augustus-gene-0.103-mRNA-1_1&gene=maker-NODE_36_length_74578_cov_49.1665_ID_3424-augustus-gene-0.103&CDS=1-3552
51	OG0000051	YFR032C, YHL034C, YLL046C	genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-5.87-mRNA-1_1&gene=genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-5.87&CDS=1-855, snap_masked-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-4.55-mRNA-1_1&gene=snap_masked-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-4.55&CDS=1-939
52	OG0000052	YFR040W, YGL229C, YKR028W	genemark-NODE_16_length_253005_cov_23.2191_ID_1666-processed-gene-0.78-mRNA-1_1&gene=genemark-NODE_16_length_253005_cov_23.2191_ID_1666-processed-gene-0.78&CDS=1-2691, genemark-NODE_7_length_529036_cov_27.7071_ID_1471-processed-gene-1.65-mRNA-1_1&gene=genemark-NODE_7_length_529036_cov_27.7071_ID_1471-processed-gene-1.65&CDS=1-2346
53	OG0000053	YGL038C, YJR075W	genemark-NODE_14_length_337236_cov_23.4214_ID_1415-processed-gene-2.13-mRNA-1_1&gene=genemark-NODE_14_length_337236_cov_23.4214_ID_1415-processed-gene-2.13&CDS=1-1149, genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-2.16-mRNA-1_1&gene=genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-2.16&CDS=1-1269, genemark-NODE_6_length_558662_cov_22.883_ID_1610-processed-gene-2.81-mRNA-1_1&gene=genemark-NODE_6_length_558662_cov_22.883_ID_1610-processed-gene-2.81&CDS=1-1230
54	OG0000054	YGR067C, YMR182C, YPL230W	augustus_masked-NODE_13_length_358203_cov_22.5065_ID_1307-processed-gene-2.29-mRNA-1_1&gene=augustus_masked-NODE_13_length_358203_cov_22.5065_ID_1307-processed-gene-2.29&CDS=1-1266, genemark-NODE_14_length_337236_cov_23.4214_ID_1415-processed-gene-2.24-mRNA-1_1&gene=genemark-NODE_14_length_337236_cov_23.4214_ID_1415-processed-gene-2.24&CDS=1-2283
55	OG0000055	YGR109W-A, YGR109W-B, YIL082W, YIL082W-A	snap_masked-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-3.57-mRNA-1_1&gene=snap_masked-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-3.57&CDS=1-501
56	OG0000056	YHR206W, YOR140W	genemark-NODE_12_length_358393_cov_23.4571_ID_1576-processed-gene-2.53-mRNA-1_1&gene=genemark-NODE_12_length_358393_cov_23.4571_ID_1576-processed-gene-2.53&CDS=1-2064, genemark-NODE_25_length_149664_cov_31.4308_ID_2431-processed-gene-0.166-mRNA-1_1&gene=genemark-NODE_25_length_149664_cov_31.4308_ID_2431-processed-gene-0.166&CDS=1-1344, genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-1.148-mRNA-1_1&gene=genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-1.148&CDS=1-1686
57	OG0000057	YIR013C, YLR013W, YPL021W	augustus_masked-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-0.0&CDS=1-1062, genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-3.86-mRNA-1_1&gene=genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-3.86&CDS=1-1470
58	OG0000058	YJL155C, YOL136C	genemark-NODE_11_length_425465_cov_33.8237_ID_2463-processed-gene-0.78-mRNA-1_1&gene=genemark-NODE_11_length_425465_cov_33.8237_ID_2463-processed-gene-0.78&CDS=1-1362, genemark-NODE_31_length_87998_cov_21.6238_ID_3054-processed-gene-0.79-mRNA-1_1&gene=genemark-NODE_31_length_87998_cov_21.6238_ID_3054-processed-gene-0.79&CDS=1-1113, genemark-NODE_6_length_558662_cov_22.883_ID_1610-processed-gene-2.79-mRNA-1_1&gene=genemark-NODE_6_length_558662_cov_22.883_ID_1610-processed-gene-2.79&CDS=1-1179
59	OG0000059	YJR107W, YPL013C	genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-1.157-mRNA-1_1&gene=genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-1.157&CDS=1-1065, genemark-NODE_9_length_497673_cov_23.0063_ID_2152-processed-gene-0.67-mRNA-1_1&gene=genemark-NODE_9_length_497673_cov_23.0063_ID_2152-processed-gene-0.67&CDS=1-1023, maker-NODE_9_length_497673_cov_23.0063_ID_2152-snap-gene-3.19-mRNA-1_1&gene=maker-NODE_9_length_497673_cov_23.0063_ID_2152-snap-gene-3.19&CDS=1-1665
60	OG0000060	YKL071W	genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-3.108-mRNA-1_1&gene=genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-3.108&CDS=1-753, genemark-NODE_54_length_18311_cov_23.878_ID_4239-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_54_length_18311_cov_23.878_ID_4239-processed-gene-0.15&CDS=1-750, genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-4.107-mRNA-1_1&gene=genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-4.107&CDS=1-732, maker-NODE_54_length_18311_cov_23.878_ID_4239-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_54_length_18311_cov_23.878_ID_4239-augustus-gene-0.0&CDS=1-2418
61	OG0000061	YKL217W	genemark-NODE_11_length_425465_cov_33.8237_ID_2463-processed-gene-1.126-mRNA-1_1&gene=genemark-NODE_11_length_425465_cov_33.8237_ID_2463-processed-gene-1.126&CDS=1-1671, genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-1.119-mRNA-1_1&gene=genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-1.119&CDS=1-1506, genemark-NODE_28_length_123216_cov_22.7908_ID_2601-processed-gene-0.126-mRNA-1_1&gene=genemark-NODE_28_length_123216_cov_22.7908_ID_2601-processed-gene-0.126&CDS=1-1521, genemark-NODE_4_length_566648_cov_23.4753_ID_1818-processed-gene-2.88-mRNA-1_1&gene=genemark-NODE_4_length_566648_cov_23.4753_ID_1818-processed-gene-2.88&CDS=1-1602
62	OG0000062	YKL220C, YNR060W, YOR381W	genemark-NODE_11_length_425465_cov_33.8237_ID_2463-processed-gene-3.195-mRNA-1_1&gene=genemark-NODE_11_length_425465_cov_33.8237_ID_2463-processed-gene-3.195&CDS=1-1719, genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-4.77-mRNA-1_1&gene=genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-4.77&CDS=1-2034
63	OG0000063	YKL222C, YLR266C, YOR162C, YOR172W	augustus_masked-NODE_13_length_358203_cov_22.5065_ID_1307-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-NODE_13_length_358203_cov_22.5065_ID_1307-processed-gene-2.50&CDS=1-1062
64	OG0000064	YKR093W	augustus_masked-NODE_14_length_337236_cov_23.4214_ID_1415-processed-gene-2.181-mRNA-1_1&gene=augustus_masked-NODE_14_length_337236_cov_23.4214_ID_1415-processed-gene-2.181&CDS=1-1953, augustus_masked-NODE_20_length_178901_cov_27.0317_ID_2682-processed-gene-0.265-mRNA-1_1&gene=augustus_masked-NODE_20_length_178901_cov_27.0317_ID_2682-processed-gene-0.265&CDS=1-1392, genemark-NODE_14_length_337236_cov_23.4214_ID_1415-processed-gene-2.70-mRNA-1_1&gene=genemark-NODE_14_length_337236_cov_23.4214_ID_1415-processed-gene-2.70&CDS=1-1941, genemark-NODE_6_length_558662_cov_22.883_ID_1610-processed-gene-0.95-mRNA-1_1&gene=genemark-NODE_6_length_558662_cov_22.883_ID_1610-processed-gene-0.95&CDS=1-1926
65	OG0000065	YLR090W, YNL064C	genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-1.125-mRNA-1_1&gene=genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-1.125&CDS=1-1221, genemark-NODE_33_length_84056_cov_25.7069_ID_2867-processed-gene-0.38-mRNA-1_1&gene=genemark-NODE_33_length_84056_cov_25.7069_ID_2867-processed-gene-0.38&CDS=1-1275, genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-2.20-mRNA-1_1&gene=genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-2.20&CDS=1-1296
66	OG0000066	YLR155C, YLR157C, YLR158C, YLR160C	genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-1.115-mRNA-1_1&gene=genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-1.115&CDS=1-1080
67	OG0000067	YLR237W, YOR071C, YOR192C	genemark-NODE_11_length_425465_cov_33.8237_ID_2463-processed-gene-3.222-mRNA-1_1&gene=genemark-NODE_11_length_425465_cov_33.8237_ID_2463-processed-gene-3.222&CDS=1-1659, genemark-NODE_24_length_153470_cov_22.5394_ID_2397-processed-gene-0.190-mRNA-1_1&gene=genemark-NODE_24_length_153470_cov_22.5394_ID_2397-processed-gene-0.190&CDS=1-1719
68	OG0000068	YLR392C	augustus_masked-NODE_4_length_566648_cov_23.4753_ID_1818-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-NODE_4_length_566648_cov_23.4753_ID_1818-processed-gene-1.5&CDS=1-1539, snap_masked-NODE_25_length_149664_cov_31.4308_ID_2431-processed-gene-0.224-mRNA-1_1&gene=snap_masked-NODE_25_length_149664_cov_31.4308_ID_2431-processed-gene-0.224&CDS=1-1410, snap_masked-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-0.25&CDS=1-1296, snap_masked-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-5.187-mRNA-1_1&gene=snap_masked-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-5.187&CDS=1-1290
69	OG0000069	YMR008C, YNL012W, YOL011W	genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-3.35-mRNA-1_1&gene=genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-3.35&CDS=1-1941, maker-NODE_5_length_565793_cov_22.9871_ID_1255-augustus-gene-4.1-mRNA-1_1&gene=maker-NODE_5_length_565793_cov_22.9871_ID_1255-augustus-gene-4.1&CDS=1-2283
70	OG0000070	YMR083W	genemark-NODE_6_length_558662_cov_22.883_ID_1610-processed-gene-3.93-mRNA-1_1&gene=genemark-NODE_6_length_558662_cov_22.883_ID_1610-processed-gene-3.93&CDS=1-1107, genemark-NODE_7_length_529036_cov_27.7071_ID_1471-processed-gene-1.58-mRNA-1_1&gene=genemark-NODE_7_length_529036_cov_27.7071_ID_1471-processed-gene-1.58&CDS=1-1098, genemark-NODE_9_length_497673_cov_23.0063_ID_2152-processed-gene-0.56-mRNA-1_1&gene=genemark-NODE_9_length_497673_cov_23.0063_ID_2152-processed-gene-0.56&CDS=1-1044, maker-NODE_9_length_497673_cov_23.0063_ID_2152-snap-gene-0.130-mRNA-1_1&gene=maker-NODE_9_length_497673_cov_23.0063_ID_2152-snap-gene-0.130&CDS=1-2214
71	OG0000071	YOR032C, YOR344C	genemark-NODE_10_length_454449_cov_24.1248_ID_1905-processed-gene-3.110-mRNA-1_1&gene=genemark-NODE_10_length_454449_cov_24.1248_ID_1905-processed-gene-3.110&CDS=1-723, genemark-NODE_12_length_358393_cov_23.4571_ID_1576-processed-gene-2.56-mRNA-1_1&gene=genemark-NODE_12_length_358393_cov_23.4571_ID_1576-processed-gene-2.56&CDS=1-2664, genemark-NODE_13_length_358203_cov_22.5065_ID_1307-processed-gene-1.154-mRNA-1_1&gene=genemark-NODE_13_length_358203_cov_22.5065_ID_1307-processed-gene-1.154&CDS=1-2109
72	OG0000072	YOR049C	genemark-NODE_19_length_180822_cov_36.1012_ID_4465-processed-gene-0.33-mRNA-1_1&gene=genemark-NODE_19_length_180822_cov_36.1012_ID_4465-processed-gene-0.33&CDS=1-885, genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-5.121-mRNA-1_1&gene=genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-5.121&CDS=1-918, maker-NODE_2_length_635021_cov_26.9864_ID_2124-snap-gene-4.5-mRNA-1_1&gene=maker-NODE_2_length_635021_cov_26.9864_ID_2124-snap-gene-4.5&CDS=1-2130, snap_masked-NODE_19_length_180822_cov_36.1012_ID_4465-processed-gene-0.128-mRNA-1_1&gene=snap_masked-NODE_19_length_180822_cov_36.1012_ID_4465-processed-gene-0.128&CDS=1-927
73	OG0000073	YAL023C, YGR199W	genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-3.55-mRNA-1_1&gene=genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-3.55&CDS=1-2247, genemark-NODE_4_length_566648_cov_23.4753_ID_1818-processed-gene-3.92-mRNA-1_1&gene=genemark-NODE_4_length_566648_cov_23.4753_ID_1818-processed-gene-3.92&CDS=1-2265
74	OG0000074	YAL043C, YER005W	genemark-NODE_10_length_454449_cov_24.1248_ID_1905-processed-gene-2.156-mRNA-1_1&gene=genemark-NODE_10_length_454449_cov_24.1248_ID_1905-processed-gene-2.156&CDS=1-1890, maker-NODE_7_length_529036_cov_27.7071_ID_1471-augustus-gene-0.1-mRNA-1_1&gene=maker-NODE_7_length_529036_cov_27.7071_ID_1471-augustus-gene-0.1&CDS=1-4080
75	OG0000075	YAL060W, YAL061W	genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-2.122-mRNA-1_1&gene=genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-2.122&CDS=1-1143, genemark-NODE_9_length_497673_cov_23.0063_ID_2152-processed-gene-3.49-mRNA-1_1&gene=genemark-NODE_9_length_497673_cov_23.0063_ID_2152-processed-gene-3.49&CDS=1-1185
76	OG0000076	YAR035W, YER024W	genemark-NODE_12_length_358393_cov_23.4571_ID_1576-processed-gene-2.66-mRNA-1_1&gene=genemark-NODE_12_length_358393_cov_23.4571_ID_1576-processed-gene-2.66&CDS=1-2118, genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-4.64-mRNA-1_1&gene=genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-4.64&CDS=1-2376
77	OG0000077	YBL002W, YDR224C	genemark-NODE_27_length_127294_cov_23.973_ID_3308-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_27_length_127294_cov_23.973_ID_3308-processed-gene-0.32&CDS=1-399, genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-2.94-mRNA-1_1&gene=genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-2.94&CDS=1-399
78	OG0000078	YBL003C, YDR225W	genemark-NODE_27_length_127294_cov_23.973_ID_3308-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_27_length_127294_cov_23.973_ID_3308-processed-gene-0.64&CDS=1-393, genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-2.72-mRNA-1_1&gene=genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-2.72&CDS=1-390
79	OG0000079	YBL016W, YGR040W	genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-1.92-mRNA-1_1&gene=genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-1.92&CDS=1-1056, genemark-NODE_4_length_566648_cov_23.4753_ID_1818-processed-gene-1.56-mRNA-1_1&gene=genemark-NODE_4_length_566648_cov_23.4753_ID_1818-processed-gene-1.56&CDS=1-1065
80	OG0000080	YBL030C, YBR085W	genemark-NODE_6_length_558662_cov_22.883_ID_1610-processed-gene-3.98-mRNA-1_1&gene=genemark-NODE_6_length_558662_cov_22.883_ID_1610-processed-gene-3.98&CDS=1-912, genemark-NODE_9_length_497673_cov_23.0063_ID_2152-processed-gene-1.83-mRNA-1_1&gene=genemark-NODE_9_length_497673_cov_23.0063_ID_2152-processed-gene-1.83&CDS=1-900
81	OG0000081	YBL032W, YBR233W	genemark-NODE_4_length_566648_cov_23.4753_ID_1818-processed-gene-4.93-mRNA-1_1&gene=genemark-NODE_4_length_566648_cov_23.4753_ID_1818-processed-gene-4.93&CDS=1-1305, genemark-NODE_6_length_558662_cov_22.883_ID_1610-processed-gene-3.119-mRNA-1_1&gene=genemark-NODE_6_length_558662_cov_22.883_ID_1610-processed-gene-3.119&CDS=1-1023
82	OG0000082	YBL052C, YOR244W	genemark-NODE_13_length_358203_cov_22.5065_ID_1307-processed-gene-2.242-mRNA-1_1&gene=genemark-NODE_13_length_358203_cov_22.5065_ID_1307-processed-gene-2.242&CDS=1-1341, genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-2.62-mRNA-1_1&gene=genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-2.62&CDS=1-2046
