	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034876_Tetrapisispora_iriomotensis
87	OG0000087	YBL067C, YER098W	augustus_masked-flattened_line_41-processed-gene-1.161-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-1.161&CDS=1-2247
88	OG0000088	YBL069W, YER101C	augustus_masked-flattened_line_41-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-1.132&CDS=1-1272
89	OG0000089	YBL072C, YER102W	augustus_masked-flattened_line_41-processed-gene-1.160-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-1.160&CDS=1-600
90	OG0000090	YBL087C, YER117W	genemark-flattened_line_41-processed-gene-1.92-mRNA-1_1&gene=genemark-flattened_line_41-processed-gene-1.92&CDS=1-390
91	OG0000091	YBL089W, YER119C	augustus_masked-flattened_line_29-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-1.85&CDS=1-1839
92	OG0000092	YBL099W	augustus_masked-flattened_line_29-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-1.89&CDS=1-1635, augustus_masked-flattened_line_41-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-1.123&CDS=1-1629
93	OG0000093	YBL106C, YPR032W	augustus_masked-flattened_line_41-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-1.120&CDS=1-3192
94	OG0000094	YBR001C, YDR001C	augustus_masked-flattened_line_15-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.5&CDS=1-2403
95	OG0000095	YBR005W, YDR003W	augustus_masked-flattened_line_51-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_51-processed-gene-0.8&CDS=1-606
96	OG0000096	YBR008C	augustus_masked-flattened_line_0-processed-gene-5.107-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.107&CDS=1-1680, augustus_masked-flattened_line_0-processed-gene-5.136-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.136&CDS=1-1680
97	OG0000097	YBR012C	snap_masked-flattened_line_118-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_118-processed-gene-0.1&CDS=1-1014, snap_masked-flattened_line_43-processed-gene-1.180-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-1.180&CDS=1-381
98	OG0000098	YBR014C, YDL010W	augustus_masked-flattened_line_51-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_51-processed-gene-0.48&CDS=1-834
99	OG0000099	YBR031W, YDR012W	augustus_masked-flattened_line_19-processed-gene-3.138-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-3.138&CDS=1-1086
100	OG0000100	YBR048W, YDR025W	augustus_masked-flattened_line_19-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-2.34&CDS=1-465
101	OG0000101	YBR054W, YDR033W	augustus_masked-flattened_line_19-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-2.32&CDS=1-954
102	OG0000102	YBR066C, YDR043C	augustus_masked-flattened_line_19-processed-gene-2.5-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-2.5&CDS=1-1026
103	OG0000103	YBR067C	augustus_masked-flattened_line_124-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_124-processed-gene-0.3&CDS=1-249, augustus_masked-flattened_line_5-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-0.103&CDS=1-687
104	OG0000104	YBR068C, YDR046C	augustus_masked-flattened_line_19-processed-gene-2.0-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-2.0&CDS=1-1827
105	OG0000105	YBR118W, YPR080W	genemark-flattened_line_206-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_206-processed-gene-0.0&CDS=1-807
106	OG0000106	YBR140C, YOL081W	snap_masked-flattened_line_17-processed-gene-1.52-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-1.52&CDS=1-9636
107	OG0000107	YBR147W, YOL092W	augustus_masked-flattened_line_15-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.28&CDS=1-1062
108	OG0000108	YBR161W, YPL057C	augustus_masked-flattened_line_5-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-0.93&CDS=1-1170
109	OG0000109	YBR177C, YPL095C	augustus_masked-flattened_line_5-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-1.87&CDS=1-1374
110	OG0000110	YBR182C, YPL089C	augustus_masked-flattened_line_17-processed-gene-2.36-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-2.36&CDS=1-2001
111	OG0000111	YBR218C, YGL062W	augustus_masked-flattened_line_7-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-1.96&CDS=1-3528
112	OG0000112	YBR244W, YIR037W	augustus_masked-flattened_line_11-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-1.40&CDS=1-483
113	OG0000113	YBR278W	augustus_masked-flattened_line_0-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.79&CDS=1-723, augustus_masked-flattened_line_0-processed-gene-8.105-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.105&CDS=1-723
114	OG0000114	YBR280C	augustus_masked-flattened_line_0-processed-gene-2.57-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.57&CDS=1-1791, augustus_masked-flattened_line_0-processed-gene-8.127-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.127&CDS=1-1791
115	OG0000115	YBR281C	augustus_masked-flattened_line_0-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.56&CDS=1-2673, augustus_masked-flattened_line_0-processed-gene-8.128-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.128&CDS=1-2673
116	OG0000116	YBR282W	augustus_masked-flattened_line_0-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.77&CDS=1-435, augustus_masked-flattened_line_0-processed-gene-8.107-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.107&CDS=1-435
117	OG0000117	YBR283C	augustus_masked-flattened_line_0-processed-gene-2.55-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.55&CDS=1-1488, augustus_masked-flattened_line_0-processed-gene-8.129-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.129&CDS=1-1488
118	OG0000118	YBR286W	maker-flattened_line_0-snap-gene-2.132-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-2.132&CDS=1-1608, maker-flattened_line_0-snap-gene-8.0-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-8.0&CDS=1-1608
119	OG0000119	YBR287W	augustus_masked-flattened_line_0-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.73&CDS=1-1275, augustus_masked-flattened_line_0-processed-gene-8.111-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.111&CDS=1-1275
120	OG0000120	YBR291C	augustus_masked-flattened_line_0-processed-gene-4.133-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.133&CDS=1-894, augustus_masked-flattened_line_0-processed-gene-6.98-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.98&CDS=1-894
121	OG0000121	YBR294W, YLR092W	augustus_masked-flattened_line_11-processed-gene-3.217-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-3.217&CDS=1-2751
122	OG0000122	YCL050C, YDR530C	augustus_masked-flattened_line_63-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_63-processed-gene-0.99&CDS=1-960
123	OG0000123	YCL051W, YDR528W	augustus_masked-flattened_line_63-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-flattened_line_63-processed-gene-0.117&CDS=1-1860
124	OG0000124	YCL066W, YCR040W	augustus_masked-flattened_line_133-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_133-processed-gene-0.0&CDS=1-585
125	OG0000125	YCL068C, YCR038C	augustus_masked-flattened_line_21-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-0.95&CDS=1-4302
126	OG0000126	YCR010C, YNR002C	snap_masked-flattened_line_7-processed-gene-4.181-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-4.181&CDS=1-816
127	OG0000127	YCR020C	augustus_masked-flattened_line_0-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.99&CDS=1-651, augustus_masked-flattened_line_0-processed-gene-9.188-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.188&CDS=1-651
128	OG0000128	YCR037C, YJL198W	augustus_masked-flattened_line_71-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_71-processed-gene-0.83&CDS=1-2685
129	OG0000129	YCR073W-A, YNR034W	augustus_masked-flattened_line_13-processed-gene-3.159-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-3.159&CDS=1-1116
130	OG0000130	YCR098C	augustus_masked-flattened_line_21-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-0.105&CDS=1-1707, maker-flattened_line_43-snap-gene-1.1-mRNA-1_1&gene=maker-flattened_line_43-snap-gene-1.1&CDS=1-5187
131	OG0000131	YDL055C	augustus_masked-flattened_line_31-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.31&CDS=1-1083, augustus_masked-flattened_line_39-processed-gene-1.169-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-1.169&CDS=1-1083
132	OG0000132	YDL061C, YLR388W	snap_masked-flattened_line_31-processed-gene-1.186-mRNA-1_1&gene=snap_masked-flattened_line_31-processed-gene-1.186&CDS=1-195
133	OG0000133	YDL080C	augustus_masked-flattened_line_0-processed-gene-3.129-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.129&CDS=1-2049, augustus_masked-flattened_line_0-processed-gene-8.91-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.91&CDS=1-2049
134	OG0000134	YDL081C	augustus_masked-flattened_line_0-processed-gene-3.107-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.107&CDS=1-315, augustus_masked-flattened_line_0-processed-gene-8.93-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.93&CDS=1-315
135	OG0000135	YDL093W, YDL095W	augustus_masked-flattened_line_3-processed-gene-3.85-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-3.85&CDS=1-2394
136	OG0000136	YDL134C, YDL188C	augustus_masked-flattened_line_3-processed-gene-4.20-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-4.20&CDS=1-1062
137	OG0000137	YDL136W, YDL191W	augustus_masked-flattened_line_53-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_53-processed-gene-0.48&CDS=1-360
138	OG0000138	YDL137W	augustus_masked-flattened_line_3-processed-gene-4.42-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-4.42&CDS=1-543, augustus_masked-flattened_line_53-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_53-processed-gene-0.49&CDS=1-543
139	OG0000139	YDL138W, YDL194W	augustus_masked-flattened_line_53-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_53-processed-gene-0.50&CDS=1-2490
140	OG0000140	YDL155W, YLR210W	snap_masked-flattened_line_11-processed-gene-2.100-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-2.100&CDS=1-1380
141	OG0000141	YDL161W, YLR206W	augustus_masked-flattened_line_33-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_33-processed-gene-0.8&CDS=1-1527
142	OG0000142	YDL222C, YNL194C	augustus_masked-flattened_line_9-processed-gene-4.44-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-4.44&CDS=1-2205
143	OG0000143	YDL228C	maker-flattened_line_7-snap-gene-4.1-mRNA-1_1&gene=maker-flattened_line_7-snap-gene-4.1&CDS=1-255, maker-flattened_line_9-snap-gene-4.78-mRNA-1_1&gene=maker-flattened_line_9-snap-gene-4.78&CDS=1-249
144	OG0000144	YDR096W, YER169W	augustus_masked-flattened_line_17-processed-gene-3.54-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-3.54&CDS=1-2820
145	OG0000145	YDR107C, YLR083C	augustus_masked-flattened_line_17-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-3.12&CDS=1-2025
146	OG0000146	YDR125C, YLR099C	augustus_masked-flattened_line_17-processed-gene-3.6-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-3.6&CDS=1-1350
147	OG0000147	YDR132C, YLR108C	augustus_masked-flattened_line_1-processed-gene-5.161-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-5.161&CDS=1-1428
148	OG0000148	YDR134C, YLR110C	augustus_masked-flattened_line_17-processed-gene-3.0-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-3.0&CDS=1-375
149	OG0000149	YDR144C, YLR120C	augustus_masked-flattened_line_17-processed-gene-2.29-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-2.29&CDS=1-1758
150	OG0000150	YDR178W, YLR164W	augustus_masked-flattened_line_1-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-2.114&CDS=1-513
151	OG0000151	YDR222W, YLR225C	snap_masked-flattened_line_1-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-0.15&CDS=1-1275
152	OG0000152	YDR259C, YOR028C	snap_masked-flattened_line_21-processed-gene-1.146-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-1.146&CDS=1-801
153	OG0000153	YDR263C, YOR033C	augustus_masked-flattened_line_9-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-0.14&CDS=1-2367
154	OG0000154	YDR277C, YOR047C	augustus_masked-flattened_line_9-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-0.8&CDS=1-1314
155	OG0000155	YDR304C, YHR057C	maker-flattened_line_69-snap-gene-0.64-mRNA-1_1&gene=maker-flattened_line_69-snap-gene-0.64&CDS=1-1044
156	OG0000156	YDR353W	augustus_masked-flattened_line_13-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-1.47&CDS=1-960, genemark-flattened_line_27-processed-gene-2.191-mRNA-1_1&gene=genemark-flattened_line_27-processed-gene-2.191&CDS=1-1029
157	OG0000157	YDR385W, YOR133W	augustus_masked-flattened_line_11-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-0.102&CDS=1-2361
158	OG0000158	YDR451C, YML027W	augustus_masked-flattened_line_21-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-1.33&CDS=1-1377
159	OG0000159	YDR453C, YML028W	augustus_masked-flattened_line_21-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-1.34&CDS=1-588
160	OG0000160	YDR471W, YHR010W	genemark-flattened_line_21-processed-gene-1.68-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-1.68&CDS=1-399
161	OG0000161	YDR500C, YLR185W	augustus_masked-flattened_line_3-processed-gene-5.195-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-5.195&CDS=1-261
162	OG0000162	YDR502C, YLR180W	augustus_masked-flattened_line_3-processed-gene-5.196-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-5.196&CDS=1-1146
163	OG0000163	YDR505C, YLR177W	augustus_masked-flattened_line_3-processed-gene-5.198-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-5.198&CDS=1-2820
164	OG0000164	YEL006W, YIL006W	maker-flattened_line_29-augustus-gene-1.13-mRNA-1_1&gene=maker-flattened_line_29-augustus-gene-1.13&CDS=1-3294
165	OG0000165	YEL022W, YJR031C	maker-flattened_line_9-augustus-gene-3.0-mRNA-1_1&gene=maker-flattened_line_9-augustus-gene-3.0&CDS=1-5340
166	OG0000166	YEL027W	augustus_masked-flattened_line_35-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-0.37&CDS=1-483, snap_masked-flattened_line_7-processed-gene-4.229-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-4.229&CDS=1-483
167	OG0000167	YER004W	augustus_masked-flattened_line_0-processed-gene-5.106-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.106&CDS=1-678, augustus_masked-flattened_line_0-processed-gene-5.137-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.137&CDS=1-678
168	OG0000168	YER006W	augustus_masked-flattened_line_29-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-1.56&CDS=1-1557, augustus_masked-flattened_line_47-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.36&CDS=1-1557
169	OG0000169	YER054C, YIL045W	snap_masked-flattened_line_29-processed-gene-1.236-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-1.236&CDS=1-1245
170	OG0000170	YER056C-A, YIL052C	maker-flattened_line_29-snap-gene-1.4-mRNA-1_1&gene=maker-flattened_line_29-snap-gene-1.4&CDS=1-354
171	OG0000171	YER059W, YIL050W	augustus_masked-flattened_line_1-processed-gene-5.127-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-5.127&CDS=1-1200
172	OG0000172	YER062C, YIL053W	augustus_masked-flattened_line_29-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-1.73&CDS=1-750
173	OG0000173	YER070W, YIL066C	augustus_masked-flattened_line_29-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-1.40&CDS=1-2640
174	OG0000174	YER074W, YIL069C	augustus_masked-flattened_line_25-processed-gene-2.60-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-2.60&CDS=1-405
175	OG0000175	YER081W, YIL074C	augustus_masked-flattened_line_11-processed-gene-3.202-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-3.202&CDS=1-1404
176	OG0000176	YER131W, YGL189C	augustus_masked-flattened_line_51-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_51-processed-gene-0.23&CDS=1-357
177	OG0000177	YER132C, YGL197W	snap_masked-flattened_line_9-processed-gene-2.65-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-2.65&CDS=1-4845
178	OG0000178	YFL004W, YPL019C	augustus_masked-flattened_line_35-processed-gene-1.182-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-1.182&CDS=1-2703
179	OG0000179	YFL050C, YOL130W	augustus_masked-flattened_line_7-processed-gene-4.81-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-4.81&CDS=1-2457
180	OG0000180	YFR004W	augustus_masked-flattened_line_25-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-2.38&CDS=1-918, augustus_masked-flattened_line_9-processed-gene-3.24-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-3.24&CDS=1-918
181	OG0000181	YFR015C, YLR258W	augustus_masked-flattened_line_7-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-3.112&CDS=1-2172
182	OG0000182	YFR020W	augustus_masked-flattened_line_145-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_145-processed-gene-0.2&CDS=1-699, snap_masked-flattened_line_83-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_83-processed-gene-0.13&CDS=1-561
183	OG0000183	YFR023W, YHR015W	augustus_masked-flattened_line_9-processed-gene-4.20-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-4.20&CDS=1-2028
184	OG0000184	YFR047C	augustus_masked-flattened_line_0-processed-gene-5.119-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.119&CDS=1-885, augustus_masked-flattened_line_0-processed-gene-5.123-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.123&CDS=1-885
185	OG0000185	YFR049W	genemark-flattened_line_0-processed-gene-5.45-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.45&CDS=1-357, genemark-flattened_line_0-processed-gene-5.8-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.8&CDS=1-357
186	OG0000186	YFR050C	genemark-flattened_line_0-processed-gene-5.19-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.19&CDS=1-795, genemark-flattened_line_0-processed-gene-5.33-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.33&CDS=1-795
187	OG0000187	YFR051C	augustus_masked-flattened_line_0-processed-gene-5.114-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.114&CDS=1-1629, augustus_masked-flattened_line_0-processed-gene-5.128-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.128&CDS=1-1629
188	OG0000188	YGL031C, YGR148C	augustus_masked-flattened_line_33-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-flattened_line_33-processed-gene-1.44&CDS=1-465
189	OG0000189	YGL076C, YPL198W	augustus_masked-flattened_line_27-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-0.43&CDS=1-732
190	OG0000190	YGL134W, YPL219W	augustus_masked-flattened_line_27-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-1.128&CDS=1-1767
