	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041678_Debaryomyces_prosopidis
67	OG0000067	YGL139W, YPL221W	augustus_masked-flattened_line_0-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.114&CDS=1-2397, augustus_masked-flattened_line_0-processed-gene-14.153-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-14.153&CDS=1-2397
68	OG0000068	YGR070W, YLR371W	augustus_masked-flattened_line_0-processed-gene-11.39-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-11.39&CDS=1-4242, augustus_masked-flattened_line_0-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.72&CDS=1-4242
69	OG0000069	YGR109W-A, YGR109W-B, YIL082W, YIL082W-A	
70	OG0000070	YGR121C, YPR138C	snap_masked-flattened_line_0-processed-gene-0.79-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.79&CDS=1-1581, snap_masked-flattened_line_0-processed-gene-14.14-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-14.14&CDS=1-1581
71	OG0000071	YGR177C, YOR377W	snap_masked-flattened_line_11-processed-gene-1.63-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-1.63&CDS=1-1422, snap_masked-flattened_line_3-processed-gene-5.112-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-5.112&CDS=1-1506
72	OG0000072	YGR192C, YJL052W, YJR009C	snap_masked-flattened_line_5-processed-gene-2.27-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-2.27&CDS=1-1005
73	OG0000073	YGR209C, YLR043C	augustus_masked-flattened_line_0-processed-gene-12.36-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-12.36&CDS=1-309, augustus_masked-flattened_line_0-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.28&CDS=1-309
74	OG0000074	YGR249W, YOR140W	augustus_masked-flattened_line_75-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_75-processed-gene-0.14&CDS=1-1686, augustus_masked-flattened_line_9-processed-gene-3.235-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-3.235&CDS=1-2286
75	OG0000075	YHR203C, YJR145C	maker-flattened_line_0-augustus-gene-10.167-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-10.167&CDS=1-789, maker-flattened_line_0-augustus-gene-5.0-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-5.0&CDS=1-789
76	OG0000076	YJL076W, YKR010C	snap_masked-flattened_line_0-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.49&CDS=1-4590, snap_masked-flattened_line_0-processed-gene-14.53-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-14.53&CDS=1-4590
77	OG0000077	YKL072W, YMR053C	snap_masked-flattened_line_0-processed-gene-5.204-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.204&CDS=1-2748, snap_masked-flattened_line_0-processed-gene-9.79-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-9.79&CDS=1-2748
78	OG0000078	YKL222C, YOR162C, YOR172W	augustus_masked-flattened_line_29-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-1.35&CDS=1-2166
79	OG0000079	YLL052C, YLL053C, YPR192W	augustus_masked-flattened_line_37-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-0.3&CDS=1-909
80	OG0000080	YLL062C, YMR321C, YPL273W	augustus_masked-flattened_line_33-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-flattened_line_33-processed-gene-0.116&CDS=1-1044
81	OG0000081	YLR264W, YOR167C	augustus_masked-flattened_line_11-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-0.89&CDS=1-201, augustus_masked-flattened_line_15-processed-gene-3.46-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-3.46&CDS=1-201
82	OG0000082	YLR284C, YOR180C	augustus_masked-flattened_line_33-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-flattened_line_33-processed-gene-0.100&CDS=1-825, augustus_masked-flattened_line_43-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-0.33&CDS=1-3222
83	OG0000083	YMR110C	augustus_masked-flattened_line_0-processed-gene-6.140-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.140&CDS=1-1728, augustus_masked-flattened_line_0-processed-gene-8.26-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.26&CDS=1-1728, augustus_masked-flattened_line_93-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_93-processed-gene-0.27&CDS=1-1458
84	OG0000084	YMR156C	maker-flattened_line_0-augustus-gene-10.170-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-10.170&CDS=1-2139, maker-flattened_line_0-augustus-gene-4.101-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-4.101&CDS=1-2226, maker-flattened_line_7-augustus-gene-1.91-mRNA-1_1&gene=maker-flattened_line_7-augustus-gene-1.91&CDS=1-3276
85	OG0000085	YMR199W, YPL256C	augustus_masked-flattened_line_19-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-1.102&CDS=1-1272, augustus_masked-flattened_line_59-processed-gene-0.190-mRNA-1_1&gene=augustus_masked-flattened_line_59-processed-gene-0.190&CDS=1-987
86	OG0000086	YMR230W, YOR293W	augustus_masked-flattened_line_0-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.111&CDS=1-360, augustus_masked-flattened_line_0-processed-gene-13.69-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-13.69&CDS=1-360
87	OG0000087	YMR237W, YOR299W	augustus_masked-flattened_line_0-processed-gene-5.41-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.41&CDS=1-2709, augustus_masked-flattened_line_0-processed-gene-9.50-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.50&CDS=1-2709
88	OG0000088	YMR242C, YOR312C	augustus_masked-flattened_line_0-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.89&CDS=1-516, augustus_masked-flattened_line_0-processed-gene-14.165-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-14.165&CDS=1-516
89	OG0000089	YOL055C, YPL258C, YPR121W	genemark-flattened_line_27-processed-gene-0.80-mRNA-1_1&gene=genemark-flattened_line_27-processed-gene-0.80&CDS=1-6111
90	OG0000090	YAL005C, YLL024C	augustus_masked-flattened_line_13-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-0.16&CDS=1-1956
91	OG0000091	YAL015C, YOL043C	augustus_masked-flattened_line_5-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-2.106&CDS=1-1059
92	OG0000092	YAL017W, YOL045W	augustus_masked-flattened_line_5-processed-gene-2.130-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-2.130&CDS=1-3624
93	OG0000093	YAL034C, YOR338W	augustus_masked-flattened_line_25-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-0.14&CDS=1-1041
94	OG0000094	YAL056W, YOR371C	snap_masked-flattened_line_41-processed-gene-1.11-mRNA-1_1&gene=snap_masked-flattened_line_41-processed-gene-1.11&CDS=1-3132
95	OG0000095	YBL002W, YDR224C	augustus_masked-flattened_line_51-processed-gene-0.207-mRNA-1_1&gene=augustus_masked-flattened_line_51-processed-gene-0.207&CDS=1-387
96	OG0000096	YBL003C, YDR225W	augustus_masked-flattened_line_51-processed-gene-0.242-mRNA-1_1&gene=augustus_masked-flattened_line_51-processed-gene-0.242&CDS=1-390
97	OG0000097	YBL027W, YBR084C-A	augustus_masked-flattened_line_17-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-2.30&CDS=1-567
98	OG0000098	YBL029W	augustus_masked-flattened_line_0-processed-gene-7.26-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.26&CDS=1-1110, augustus_masked-flattened_line_0-processed-gene-7.42-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.42&CDS=1-1110
99	OG0000099	YBL054W, YER088C	augustus_masked-flattened_line_1-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-2.12&CDS=1-1704
100	OG0000100	YBL056W, YER089C	augustus_masked-flattened_line_1-processed-gene-2.33-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-2.33&CDS=1-1560
101	OG0000101	YBL067C, YER098W	augustus_masked-flattened_line_11-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-3.86&CDS=1-2334
102	OG0000102	YBL068W, YER099C	augustus_masked-flattened_line_11-processed-gene-3.71-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-3.71&CDS=1-969
103	OG0000103	YBL072C, YER102W	augustus_masked-flattened_line_35-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-0.39&CDS=1-660
104	OG0000104	YBL085W, YER114C	augustus_masked-flattened_line_15-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.65&CDS=1-3108
105	OG0000105	YBL087C, YER117W	augustus_masked-flattened_line_91-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_91-processed-gene-0.5&CDS=1-573
106	OG0000106	YBL089W, YER119C	augustus_masked-flattened_line_23-processed-gene-2.217-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-2.217&CDS=1-1419
107	OG0000107	YBL107C	augustus_masked-flattened_line_0-processed-gene-12.28-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-12.28&CDS=1-510, augustus_masked-flattened_line_0-processed-gene-3.60-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.60&CDS=1-510
108	OG0000108	YBR001C, YDR001C	maker-flattened_line_25-snap-gene-2.3-mRNA-1_1&gene=maker-flattened_line_25-snap-gene-2.3&CDS=1-2472
109	OG0000109	YBR005W, YDR003W	augustus_masked-flattened_line_95-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_95-processed-gene-0.1&CDS=1-612
110	OG0000110	YBR014C, YDL010W	augustus_masked-flattened_line_3-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-2.112&CDS=1-663
111	OG0000111	YBR016W, YDL012C	augustus_masked-flattened_line_3-processed-gene-4.150-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-4.150&CDS=1-369
112	OG0000112	YBR020W, YDR009W	maker-flattened_line_23-snap-gene-1.51-mRNA-1_1&gene=maker-flattened_line_23-snap-gene-1.51&CDS=1-1638
113	OG0000113	YBR031W, YDR012W	augustus_masked-flattened_line_87-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_87-processed-gene-0.13&CDS=1-1089
114	OG0000114	YBR033W, YKL038W	augustus_masked-flattened_line_63-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_63-processed-gene-0.32&CDS=1-2610
115	OG0000115	YBR048W, YDR025W	augustus_masked-flattened_line_3-processed-gene-2.131-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-2.131&CDS=1-465
116	OG0000116	YBR079C	augustus_masked-flattened_line_0-processed-gene-7.38-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.38&CDS=1-2685, augustus_masked-flattened_line_0-processed-gene-8.9-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.9&CDS=1-2685
117	OG0000117	YBR080C	snap_masked-flattened_line_0-processed-gene-7.106-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-7.106&CDS=1-2430, snap_masked-flattened_line_0-processed-gene-7.84-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-7.84&CDS=1-2430
118	OG0000118	YBR081C	augustus_masked-flattened_line_0-processed-gene-4.92-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.92&CDS=1-3189, genemark-flattened_line_0-processed-gene-11.103-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-11.103&CDS=1-7995
119	OG0000119	YBR082C	augustus_masked-flattened_line_0-processed-gene-11.0-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-11.0&CDS=1-441, augustus_masked-flattened_line_0-processed-gene-4.93-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.93&CDS=1-441
120	OG0000120	YBR089C-A, YPR052C	snap_masked-flattened_line_11-processed-gene-3.155-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-3.155&CDS=1-276
121	OG0000121	YBR096W	augustus_masked-flattened_line_0-processed-gene-11.37-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-11.37&CDS=1-1506, augustus_masked-flattened_line_0-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.74&CDS=1-1506
122	OG0000122	YBR104W, YPR058W	augustus_masked-flattened_line_37-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-1.60&CDS=1-900
123	OG0000123	YBR105C, YGR066C	augustus_masked-flattened_line_51-processed-gene-0.188-mRNA-1_1&gene=augustus_masked-flattened_line_51-processed-gene-0.188&CDS=1-909
124	OG0000124	YBR138C	augustus_masked-flattened_line_0-processed-gene-8.50-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.50&CDS=1-1215, snap_masked-flattened_line_0-processed-gene-6.64-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.64&CDS=1-1215
125	OG0000125	YBR146W	augustus_masked-flattened_line_0-processed-gene-7.31-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.31&CDS=1-969, augustus_masked-flattened_line_0-processed-gene-8.19-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.19&CDS=1-969
126	OG0000126	YBR147W, YOL092W	augustus_masked-flattened_line_39-processed-gene-1.195-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-1.195&CDS=1-921
127	OG0000127	YBR153W	augustus_masked-flattened_line_0-processed-gene-7.35-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.35&CDS=1-741, augustus_masked-flattened_line_0-processed-gene-8.12-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.12&CDS=1-741
128	OG0000128	YBR154C	maker-flattened_line_0-augustus-gene-7.55-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-7.55&CDS=1-642, maker-flattened_line_0-augustus-gene-8.56-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-8.56&CDS=1-642
129	OG0000129	YBR158W	augustus_masked-flattened_line_0-processed-gene-6.114-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.114&CDS=1-1641, augustus_masked-flattened_line_0-processed-gene-8.51-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.51&CDS=1-1641
130	OG0000130	YBR169C, YPL106C	maker-flattened_line_11-augustus-gene-2.103-mRNA-1_1&gene=maker-flattened_line_11-augustus-gene-2.103&CDS=1-3810
131	OG0000131	YBR172C, YPL105C	augustus_masked-flattened_line_3-processed-gene-5.53-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-5.53&CDS=1-2550
132	OG0000132	YBR176W	augustus_masked-flattened_line_0-processed-gene-6.137-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.137&CDS=1-960, augustus_masked-flattened_line_0-processed-gene-8.29-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.29&CDS=1-960
133	OG0000133	YBR181C, YPL090C	genemark-flattened_line_25-processed-gene-2.111-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-2.111&CDS=1-729
134	OG0000134	YBR183W, YPL087W	augustus_masked-flattened_line_39-processed-gene-1.155-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-1.155&CDS=1-909
135	OG0000135	YBR189W, YPL081W	maker-flattened_line_25-snap-gene-1.111-mRNA-1_1&gene=maker-flattened_line_25-snap-gene-1.111&CDS=1-960
136	OG0000136	YBR191W, YPL079W	snap_masked-flattened_line_31-processed-gene-1.202-mRNA-1_1&gene=snap_masked-flattened_line_31-processed-gene-1.202&CDS=1-480
137	OG0000137	YBR205W, YOR099W	maker-flattened_line_11-snap-gene-1.56-mRNA-1_1&gene=maker-flattened_line_11-snap-gene-1.56&CDS=1-2457
138	OG0000138	YBR214W, YGL056C	augustus_masked-flattened_line_5-processed-gene-3.104-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-3.104&CDS=1-1653
139	OG0000139	YBR216C, YGL060W	augustus_masked-flattened_line_35-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-1.27&CDS=1-2034
140	OG0000140	YBR218C, YGL062W	augustus_masked-flattened_line_31-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.93&CDS=1-3519
141	OG0000141	YBR238C, YGL107C	augustus_masked-flattened_line_5-processed-gene-2.102-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-2.102&CDS=1-1866
142	OG0000142	YBR242W, YGL101W	maker-flattened_line_1-augustus-gene-6.109-mRNA-1_1&gene=maker-flattened_line_1-augustus-gene-6.109&CDS=1-1209
143	OG0000143	YBR273C, YJL048C	augustus_masked-flattened_line_35-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-1.14&CDS=1-1659
144	OG0000144	YBR288C	augustus_masked-flattened_line_0-processed-gene-12.2-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-12.2&CDS=1-1557, augustus_masked-flattened_line_0-processed-gene-3.85-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.85&CDS=1-1557
145	OG0000145	YBR294W, YLR092W	augustus_masked-flattened_line_63-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_63-processed-gene-0.29&CDS=1-2439
146	OG0000146	YCL010C, YCL014W	augustus_masked-flattened_line_75-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_75-processed-gene-0.9&CDS=1-6228
147	OG0000147	YCL024W, YDR507C	augustus_masked-flattened_line_3-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-1.61&CDS=1-3915
148	OG0000148	YCL035C, YDR513W	augustus_masked-flattened_line_13-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-1.133&CDS=1-339
149	OG0000149	YCL040W, YDR516C	augustus_masked-flattened_line_3-processed-gene-6.219-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-6.219&CDS=1-1419
150	OG0000150	YCL048W, YDR522C	augustus_masked-flattened_line_63-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_63-processed-gene-0.0&CDS=1-1251
151	OG0000151	YCL050C, YDR530C	augustus_masked-flattened_line_57-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_57-processed-gene-0.47&CDS=1-945
152	OG0000152	YCR010C, YNR002C	augustus_masked-flattened_line_51-processed-gene-0.201-mRNA-1_1&gene=augustus_masked-flattened_line_51-processed-gene-0.201&CDS=1-750
153	OG0000153	YCR026C, YEL016C	augustus_masked-flattened_line_53-processed-gene-0.170-mRNA-1_1&gene=augustus_masked-flattened_line_53-processed-gene-0.170&CDS=1-3030
154	OG0000154	YCR031C, YJL191W	snap_masked-flattened_line_17-processed-gene-0.125-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-0.125&CDS=1-411
155	OG0000155	YCR033W	augustus_masked-flattened_line_0-processed-gene-7.32-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.32&CDS=1-3465, augustus_masked-flattened_line_0-processed-gene-8.18-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.18&CDS=1-3465
156	OG0000156	YCR034W	augustus_masked-flattened_line_0-processed-gene-7.15-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.15&CDS=1-1005, augustus_masked-flattened_line_0-processed-gene-8.14-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.14&CDS=1-1005
157	OG0000157	YCR036W	augustus_masked-flattened_line_0-processed-gene-7.37-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.37&CDS=1-1005, augustus_masked-flattened_line_0-processed-gene-8.10-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.10&CDS=1-1005
158	OG0000158	YCR037C, YJL198W	augustus_masked-flattened_line_3-processed-gene-6.213-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-6.213&CDS=1-2796
159	OG0000159	YCR067C, YNR026C	snap_masked-flattened_line_21-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-0.72&CDS=1-3462
160	OG0000160	YCR073C, YNR031C	augustus_masked-flattened_line_31-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.87&CDS=1-4320
161	OG0000161	YCR073W-A, YNR034W	augustus_masked-flattened_line_35-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-1.53&CDS=1-954
162	OG0000162	YDL042C, YOL068C	augustus_masked-flattened_line_3-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-2.111&CDS=1-1686
163	OG0000163	YDL049C, YJL174W	augustus_masked-flattened_line_7-processed-gene-3.261-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-3.261&CDS=1-810
164	OG0000164	YDL052C	augustus_masked-flattened_line_0-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.90&CDS=1-879, augustus_masked-flattened_line_0-processed-gene-14.185-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-14.185&CDS=1-879
