	OrthologID	Saccharomyces_cerevisiae	Spathaspora_arborariae
50	OG0000050	YKL128C	genemark-KI547135.1-processed-gene-11.48-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-11.48&CDS=1-990, genemark-KI547137.1-processed-gene-2.20-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-2.20&CDS=1-903, genemark-KI547140.1-processed-gene-2.50-mRNA-1_1&gene=genemark-KI547140.1-processed-gene-2.50&CDS=1-972, genemark-KI547142.1-processed-gene-1.134-mRNA-1_1&gene=genemark-KI547142.1-processed-gene-1.134&CDS=1-891
51	OG0000051	YKL220C, YLL051C, YNR060W, YOR381W, YOR384W	
52	OG0000052	YLR109W, YOL114C	augustus_masked-KI547139.1-processed-gene-6.47-mRNA-1_1&gene=augustus_masked-KI547139.1-processed-gene-6.47&CDS=1-1020, genemark-KI547139.1-processed-gene-3.136-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-3.136&CDS=1-519, genemark-KI547151.1-processed-gene-1.127-mRNA-1_1&gene=genemark-KI547151.1-processed-gene-1.127&CDS=1-561
53	OG0000053	YLR144C, YNR067C	genemark-KI547134.1-processed-gene-7.115-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-7.115&CDS=1-2934, genemark-KI547137.1-processed-gene-7.191-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-7.191&CDS=1-2706, genemark-KI547160.1-processed-gene-0.47-mRNA-1_1&gene=genemark-KI547160.1-processed-gene-0.47&CDS=1-2190
54	OG0000054	YMR239C, YNL125C	genemark-KI547149.1-processed-gene-1.51-mRNA-1_1&gene=genemark-KI547149.1-processed-gene-1.51&CDS=1-1932, maker-KI547139.1-snap-gene-1.38-mRNA-1_1&gene=maker-KI547139.1-snap-gene-1.38&CDS=1-4353, maker-KI547157.1-snap-gene-0.142-mRNA-1_1&gene=maker-KI547157.1-snap-gene-0.142&CDS=1-3153
55	OG0000055	YOR099W	genemark-KI547134.1-processed-gene-11.76-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-11.76&CDS=1-1131, genemark-KI547141.1-processed-gene-3.70-mRNA-1_1&gene=genemark-KI547141.1-processed-gene-3.70&CDS=1-1281, genemark-KI547143.1-processed-gene-3.89-mRNA-1_1&gene=genemark-KI547143.1-processed-gene-3.89&CDS=1-1107, genemark-KI547147.1-processed-gene-2.77-mRNA-1_1&gene=genemark-KI547147.1-processed-gene-2.77&CDS=1-1335
56	OG0000056	YOR222W, YPL134C, YPR086W	genemark-KI547134.1-processed-gene-7.107-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-7.107&CDS=1-1041, maker-KI547137.1-augustus-gene-7.76-mRNA-1_1&gene=maker-KI547137.1-augustus-gene-7.76&CDS=1-1896
57	OG0000057	YAL021C, YOL042W	genemark-KI547135.1-processed-gene-11.47-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-11.47&CDS=1-2454, genemark-KI547135.1-processed-gene-8.39-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-8.39&CDS=1-1143
58	OG0000058	YAL049C	augustus_masked-KI547143.1-processed-gene-4.95-mRNA-1_1&gene=augustus_masked-KI547143.1-processed-gene-4.95&CDS=1-1605, genemark-KI547139.1-processed-gene-4.86-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-4.86&CDS=1-729, genemark-KI547149.1-processed-gene-0.99-mRNA-1_1&gene=genemark-KI547149.1-processed-gene-0.99&CDS=1-720
59	OG0000059	YAR035W, YER024W	genemark-KI547134.1-processed-gene-10.29-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-10.29&CDS=1-2235, genemark-KI547141.1-processed-gene-3.83-mRNA-1_1&gene=genemark-KI547141.1-processed-gene-3.83&CDS=1-2580
60	OG0000060	YBL002W, YDR224C	genemark-KI547134.1-processed-gene-6.131-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-6.131&CDS=1-393, genemark-KI547158.1-processed-gene-0.87-mRNA-1_1&gene=genemark-KI547158.1-processed-gene-0.87&CDS=1-390
61	OG0000061	YBL052C, YOR244W	genemark-KI547137.1-processed-gene-1.65-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-1.65&CDS=1-2139, genemark-KI547147.1-processed-gene-3.50-mRNA-1_1&gene=genemark-KI547147.1-processed-gene-3.50&CDS=1-1506
62	OG0000062	YBR002C, YMR101C	genemark-KI547146.1-processed-gene-0.73-mRNA-1_1&gene=genemark-KI547146.1-processed-gene-0.73&CDS=1-903, maker-KI547135.1-augustus-gene-3.1-mRNA-1_1&gene=maker-KI547135.1-augustus-gene-3.1&CDS=1-945
63	OG0000063	YBR005W, YDR003W	genemark-KI547153.1-processed-gene-0.242-mRNA-1_1&gene=genemark-KI547153.1-processed-gene-0.242&CDS=1-717, maker-KI547153.1-snap-gene-0.189-mRNA-1_1&gene=maker-KI547153.1-snap-gene-0.189&CDS=1-591
64	OG0000064	YBR009C, YNL030W	genemark-KI547134.1-processed-gene-6.103-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-6.103&CDS=1-309, genemark-KI547148.1-processed-gene-1.50-mRNA-1_1&gene=genemark-KI547148.1-processed-gene-1.50&CDS=1-309
65	OG0000065	YBR011C, YMR267W	genemark-KI547135.1-processed-gene-9.92-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-9.92&CDS=1-951, genemark-KI547153.1-processed-gene-0.195-mRNA-1_1&gene=genemark-KI547153.1-processed-gene-0.195&CDS=1-861
66	OG0000066	YBR025C, YHL014C	genemark-KI547134.1-processed-gene-4.45-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-4.45&CDS=1-1188, genemark-KI547154.1-processed-gene-0.203-mRNA-1_1&gene=genemark-KI547154.1-processed-gene-0.203&CDS=1-1206
67	OG0000067	YBR245C, YOR304W	augustus_masked-KI547134.1-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-KI547134.1-processed-gene-0.28&CDS=1-3000, genemark-KI547140.1-processed-gene-3.6-mRNA-1_1&gene=genemark-KI547140.1-processed-gene-3.6&CDS=1-3189
68	OG0000068	YBR249C, YDR035W	genemark-KI547134.1-processed-gene-4.17-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-4.17&CDS=1-1098, genemark-KI547136.1-processed-gene-4.26-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-4.26&CDS=1-1113
69	OG0000069	YBR297W, YFL052W, YGR288W, YPR196W	
70	OG0000070	YCL036W, YDR514C	genemark-KI547154.1-processed-gene-0.217-mRNA-1_1&gene=genemark-KI547154.1-processed-gene-0.217&CDS=1-1320, genemark-KI547154.1-processed-gene-0.218-mRNA-1_1&gene=genemark-KI547154.1-processed-gene-0.218&CDS=1-975
71	OG0000071	YCL037C, YDR515W	genemark-KI547140.1-processed-gene-2.55-mRNA-1_1&gene=genemark-KI547140.1-processed-gene-2.55&CDS=1-846, genemark-KI547149.1-processed-gene-2.169-mRNA-1_1&gene=genemark-KI547149.1-processed-gene-2.169&CDS=1-1557
72	OG0000072	YCL064C, YIL167W	genemark-KI547140.1-processed-gene-3.33-mRNA-1_1&gene=genemark-KI547140.1-processed-gene-3.33&CDS=1-993, genemark-KI547141.1-processed-gene-5.143-mRNA-1_1&gene=genemark-KI547141.1-processed-gene-5.143&CDS=1-1044
73	OG0000073	YCR023C	genemark-KI547138.1-processed-gene-0.1-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-0.1&CDS=1-1578, genemark-KI547138.1-processed-gene-2.79-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-2.79&CDS=1-1665, maker-KI547134.1-snap-gene-8.134-mRNA-1_1&gene=maker-KI547134.1-snap-gene-8.134&CDS=1-3510
74	OG0000074	YCR045C	augustus_masked-KI547140.1-processed-gene-3.57-mRNA-1_1&gene=augustus_masked-KI547140.1-processed-gene-3.57&CDS=1-4176, genemark-KI547146.1-processed-gene-0.84-mRNA-1_1&gene=genemark-KI547146.1-processed-gene-0.84&CDS=1-1185, genemark-KI547152.1-processed-gene-0.38-mRNA-1_1&gene=genemark-KI547152.1-processed-gene-0.38&CDS=1-1194
75	OG0000075	YDL020C	genemark-KI547134.1-processed-gene-6.101-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-6.101&CDS=1-1476, genemark-KI547156.1-processed-gene-0.238-mRNA-1_1&gene=genemark-KI547156.1-processed-gene-0.238&CDS=1-1512, genemark-KI547156.1-processed-gene-0.239-mRNA-1_1&gene=genemark-KI547156.1-processed-gene-0.239&CDS=1-2349
76	OG0000076	YDL042C, YOL068C	augustus_masked-KI547141.1-processed-gene-5.65-mRNA-1_1&gene=augustus_masked-KI547141.1-processed-gene-5.65&CDS=1-1497, genemark-KI547135.1-processed-gene-5.47-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-5.47&CDS=1-1707
77	OG0000077	YDL047W, YNR032W	genemark-KI547134.1-processed-gene-5.87-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-5.87&CDS=1-942, genemark-KI547144.1-processed-gene-3.73-mRNA-1_1&gene=genemark-KI547144.1-processed-gene-3.73&CDS=1-1146
78	OG0000078	YDL066W, YLR174W	genemark-KI547136.1-processed-gene-7.91-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-7.91&CDS=1-1266, genemark-KI547137.1-processed-gene-3.55-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-3.55&CDS=1-1230
79	OG0000079	YDL091C, YML013W	genemark-KI547139.1-processed-gene-2.86-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-2.86&CDS=1-1299, genemark-KI547144.1-processed-gene-1.53-mRNA-1_1&gene=genemark-KI547144.1-processed-gene-1.53&CDS=1-1857
80	OG0000080	YDL137W, YDL192W	genemark-KI547141.1-processed-gene-0.20-mRNA-1_1&gene=genemark-KI547141.1-processed-gene-0.20&CDS=1-543, genemark-KI547142.1-processed-gene-4.182-mRNA-1_1&gene=genemark-KI547142.1-processed-gene-4.182&CDS=1-537
81	OG0000081	YDL216C, YFR004W	genemark-KI547135.1-processed-gene-0.79-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-0.79&CDS=1-936, genemark-KI547139.1-processed-gene-3.98-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-3.98&CDS=1-2001
82	OG0000082	YDL246C, YJR159W	genemark-KI547137.1-processed-gene-1.84-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-1.84&CDS=1-1089, genemark-KI547142.1-processed-gene-0.84-mRNA-1_1&gene=genemark-KI547142.1-processed-gene-0.84&CDS=1-1092
83	OG0000083	YDR146C, YLR131C	genemark-KI547142.1-processed-gene-4.190-mRNA-1_1&gene=genemark-KI547142.1-processed-gene-4.190&CDS=1-2082, genemark-KI547146.1-processed-gene-2.64-mRNA-1_1&gene=genemark-KI547146.1-processed-gene-2.64&CDS=1-2016
84	OG0000084	YDR155C, YDR304C	genemark-KI547140.1-processed-gene-3.20-mRNA-1_1&gene=genemark-KI547140.1-processed-gene-3.20&CDS=1-690, snap_masked-KI547151.1-processed-gene-1.66-mRNA-1_1&gene=snap_masked-KI547151.1-processed-gene-1.66&CDS=1-540
85	OG0000085	YDR178W, YLR164W	genemark-KI547134.1-processed-gene-6.121-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-6.121&CDS=1-462, genemark-KI547146.1-processed-gene-0.76-mRNA-1_1&gene=genemark-KI547146.1-processed-gene-0.76&CDS=1-480
86	OG0000086	YDR216W, YER028C	genemark-KI547139.1-processed-gene-5.66-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-5.66&CDS=1-3381, genemark-KI547141.1-processed-gene-0.40-mRNA-1_1&gene=genemark-KI547141.1-processed-gene-0.40&CDS=1-669
87	OG0000087	YDR242W	genemark-AYLH01000374.1-processed-gene-0.2-mRNA-1_1&gene=genemark-AYLH01000374.1-processed-gene-0.2&CDS=1-1722, genemark-KI547150.1-processed-gene-1.124-mRNA-1_1&gene=genemark-KI547150.1-processed-gene-1.124&CDS=1-1647, maker-KI547149.1-augustus-gene-2.259-mRNA-1_1&gene=maker-KI547149.1-augustus-gene-2.259&CDS=1-2406
88	OG0000088	YDR319C, YGL126W	genemark-KI547135.1-processed-gene-6.95-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-6.95&CDS=1-780, genemark-KI547144.1-processed-gene-4.39-mRNA-1_1&gene=genemark-KI547144.1-processed-gene-4.39&CDS=1-900
89	OG0000089	YDR368W, YOR120W	genemark-KI547135.1-processed-gene-6.110-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-6.110&CDS=1-903, genemark-KI547140.1-processed-gene-1.75-mRNA-1_1&gene=genemark-KI547140.1-processed-gene-1.75&CDS=1-894
90	OG0000090	YDR393W, YKL073W	genemark-KI547136.1-processed-gene-7.127-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-7.127&CDS=1-2760, maker-KI547139.1-augustus-gene-0.1-mRNA-1_1&gene=maker-KI547139.1-augustus-gene-0.1&CDS=1-3192
91	OG0000091	YDR463W, YHR006W	genemark-KI547135.1-processed-gene-4.79-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-4.79&CDS=1-1674, genemark-KI547141.1-processed-gene-5.89-mRNA-1_1&gene=genemark-KI547141.1-processed-gene-5.89&CDS=1-1512
92	OG0000092	YDR519W, YNL135C	genemark-KI547151.1-processed-gene-0.56-mRNA-1_1&gene=genemark-KI547151.1-processed-gene-0.56&CDS=1-360, snap_masked-KI547135.1-processed-gene-4.143-mRNA-1_1&gene=snap_masked-KI547135.1-processed-gene-4.143&CDS=1-450
93	OG0000093	YEL066W, YPR193C	augustus_masked-KI547136.1-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-KI547136.1-processed-gene-0.130&CDS=1-1299, genemark-KI547148.1-processed-gene-3.104-mRNA-1_1&gene=genemark-KI547148.1-processed-gene-3.104&CDS=1-462
94	OG0000094	YER017C, YMR089C	augustus_masked-KI547147.1-processed-gene-2.122-mRNA-1_1&gene=augustus_masked-KI547147.1-processed-gene-2.122&CDS=1-2337, augustus_masked-KI547156.1-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-KI547156.1-processed-gene-0.27&CDS=1-2784
95	OG0000095	YER056C, YER060W, YER060W-A	genemark-KI547150.1-processed-gene-2.73-mRNA-1_1&gene=genemark-KI547150.1-processed-gene-2.73&CDS=1-1503
96	OG0000096	YER075C, YOR208W	genemark-KI547139.1-processed-gene-2.87-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-2.87&CDS=1-1509, genemark-KI547142.1-processed-gene-1.132-mRNA-1_1&gene=genemark-KI547142.1-processed-gene-1.132&CDS=1-2409
97	OG0000097	YER109C, YMR164C	genemark-KI547137.1-processed-gene-7.162-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-7.162&CDS=1-1665, genemark-KI547138.1-processed-gene-5.118-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-5.118&CDS=1-1767
98	OG0000098	YER112W, YLR147C	genemark-KI547143.1-processed-gene-3.99-mRNA-1_1&gene=genemark-KI547143.1-processed-gene-3.99&CDS=1-309, maker-KI547151.1-augustus-gene-0.90-mRNA-1_1&gene=maker-KI547151.1-augustus-gene-0.90&CDS=1-861
99	OG0000099	YER129W, YGL179C	genemark-KI547144.1-processed-gene-4.36-mRNA-1_1&gene=genemark-KI547144.1-processed-gene-4.36&CDS=1-3957, genemark-KI547147.1-processed-gene-1.55-mRNA-1_1&gene=genemark-KI547147.1-processed-gene-1.55&CDS=1-1728
100	OG0000100	YER133W, YML016C	genemark-KI547142.1-processed-gene-4.177-mRNA-1_1&gene=genemark-KI547142.1-processed-gene-4.177&CDS=1-1173, genemark-KI547148.1-processed-gene-0.57-mRNA-1_1&gene=genemark-KI547148.1-processed-gene-0.57&CDS=1-1860
101	OG0000101	YFL021W, YKR034W	genemark-KI547137.1-processed-gene-3.75-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-3.75&CDS=1-2010, genemark-KI547144.1-processed-gene-1.86-mRNA-1_1&gene=genemark-KI547144.1-processed-gene-1.86&CDS=1-1848
102	OG0000102	YFL039C, YPR034W	genemark-KI547134.1-processed-gene-7.100-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-7.100&CDS=1-1281, genemark-KI547135.1-processed-gene-1.97-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-1.97&CDS=1-1128
103	OG0000103	YFL050C, YOL130W	genemark-KI547147.1-processed-gene-0.101-mRNA-1_1&gene=genemark-KI547147.1-processed-gene-0.101&CDS=1-2139, genemark-KI547147.1-processed-gene-1.44-mRNA-1_1&gene=genemark-KI547147.1-processed-gene-1.44&CDS=1-2487
104	OG0000104	YGL038C	genemark-KI547139.1-processed-gene-0.35-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-0.35&CDS=1-1152, maker-KI547137.1-snap-gene-0.0-mRNA-1_1&gene=maker-KI547137.1-snap-gene-0.0&CDS=1-1662, maker-KI547140.1-snap-gene-4.6-mRNA-1_1&gene=maker-KI547140.1-snap-gene-4.6&CDS=1-5367
105	OG0000105	YGL077C	augustus_masked-KI547146.1-processed-gene-3.108-mRNA-1_1&gene=augustus_masked-KI547146.1-processed-gene-3.108&CDS=1-1704, genemark-KI547138.1-processed-gene-4.51-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-4.51&CDS=1-1707, genemark-KI547141.1-processed-gene-5.113-mRNA-1_1&gene=genemark-KI547141.1-processed-gene-5.113&CDS=1-1587
106	OG0000106	YGL194C, YPR068C	genemark-KI547138.1-processed-gene-1.79-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-1.79&CDS=1-1251, genemark-KI547147.1-processed-gene-1.56-mRNA-1_1&gene=genemark-KI547147.1-processed-gene-1.56&CDS=1-1251
107	OG0000107	YGR052W, YHR082C	genemark-KI547134.1-processed-gene-2.64-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-2.64&CDS=1-2391, genemark-KI547138.1-processed-gene-1.65-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-1.65&CDS=1-1374
108	OG0000108	YGR169C, YOL066C	augustus_masked-KI547143.1-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-KI547143.1-processed-gene-1.34&CDS=1-1770, genemark-KI547134.1-processed-gene-1.70-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-1.70&CDS=1-1245
109	OG0000109	YGR184C, YLR024C	augustus_masked-KI547139.1-processed-gene-4.117-mRNA-1_1&gene=augustus_masked-KI547139.1-processed-gene-4.117&CDS=1-5373, genemark-KI547139.1-processed-gene-4.95-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-4.95&CDS=1-5292
110	OG0000110	YGR192C, YJL052W, YJR009C	genemark-KI547140.1-processed-gene-2.70-mRNA-1_1&gene=genemark-KI547140.1-processed-gene-2.70&CDS=1-999
111	OG0000111	YGR249W, YOR140W	augustus_masked-KI547146.1-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-KI547146.1-processed-gene-1.67&CDS=1-1656, genemark-KI547148.1-processed-gene-2.67-mRNA-1_1&gene=genemark-KI547148.1-processed-gene-2.67&CDS=1-2304
112	OG0000112	YGR263C	genemark-KI547141.1-processed-gene-5.154-mRNA-1_1&gene=genemark-KI547141.1-processed-gene-5.154&CDS=1-1170, genemark-KI547143.1-processed-gene-4.27-mRNA-1_1&gene=genemark-KI547143.1-processed-gene-4.27&CDS=1-1257, genemark-KI547156.1-processed-gene-0.206-mRNA-1_1&gene=genemark-KI547156.1-processed-gene-0.206&CDS=1-1161
113	OG0000113	YGR281W	augustus_masked-KI547148.1-processed-gene-3.131-mRNA-1_1&gene=augustus_masked-KI547148.1-processed-gene-3.131&CDS=1-4233, genemark-KI547150.1-processed-gene-1.127-mRNA-1_1&gene=genemark-KI547150.1-processed-gene-1.127&CDS=1-4290, genemark-KI547150.1-processed-gene-1.99-mRNA-1_1&gene=genemark-KI547150.1-processed-gene-1.99&CDS=1-4251
114	OG0000114	YHL019C, YPL259C	genemark-KI547146.1-processed-gene-0.93-mRNA-1_1&gene=genemark-KI547146.1-processed-gene-0.93&CDS=1-1311, genemark-KI547156.1-processed-gene-0.189-mRNA-1_1&gene=genemark-KI547156.1-processed-gene-0.189&CDS=1-1857
115	OG0000115	YHL033C, YLL045C	augustus_masked-KI547141.1-processed-gene-4.110-mRNA-1_1&gene=augustus_masked-KI547141.1-processed-gene-4.110&CDS=1-285, snap_masked-KI547134.1-processed-gene-0.56-mRNA-1_1&gene=snap_masked-KI547134.1-processed-gene-0.56&CDS=1-381
116	OG0000116	YHR001W, YKR003W	genemark-KI547140.1-processed-gene-1.69-mRNA-1_1&gene=genemark-KI547140.1-processed-gene-1.69&CDS=1-1191, genemark-KI547143.1-processed-gene-2.50-mRNA-1_1&gene=genemark-KI547143.1-processed-gene-2.50&CDS=1-4425
117	OG0000117	YHR032W	genemark-KI547134.1-processed-gene-11.80-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-11.80&CDS=1-1692, genemark-KI547134.1-processed-gene-5.73-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-5.73&CDS=1-1746, genemark-KI547149.1-processed-gene-0.93-mRNA-1_1&gene=genemark-KI547149.1-processed-gene-0.93&CDS=1-1761
118	OG0000118	YHR176W	genemark-KI547140.1-processed-gene-5.4-mRNA-1_1&gene=genemark-KI547140.1-processed-gene-5.4&CDS=1-1521, genemark-KI547144.1-processed-gene-2.51-mRNA-1_1&gene=genemark-KI547144.1-processed-gene-2.51&CDS=1-1464, genemark-KI547149.1-processed-gene-2.149-mRNA-1_1&gene=genemark-KI547149.1-processed-gene-2.149&CDS=1-1434
119	OG0000119	YHR208W, YJR148W	augustus_masked-KI547136.1-processed-gene-2.93-mRNA-1_1&gene=augustus_masked-KI547136.1-processed-gene-2.93&CDS=1-1200, genemark-KI547147.1-processed-gene-2.68-mRNA-1_1&gene=genemark-KI547147.1-processed-gene-2.68&CDS=1-1113
120	OG0000120	YHR216W, YLR432W, YML056C	augustus_masked-KI547136.1-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-KI547136.1-processed-gene-1.132&CDS=1-2121
121	OG0000121	YIL035C, YOR061W	genemark-KI547136.1-processed-gene-6.78-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-6.78&CDS=1-981, genemark-KI547142.1-processed-gene-0.72-mRNA-1_1&gene=genemark-KI547142.1-processed-gene-0.72&CDS=1-1017
122	OG0000122	YIL120W, YIL121W, YNL065W	maker-KI547137.1-snap-gene-6.124-mRNA-1_1&gene=maker-KI547137.1-snap-gene-6.124&CDS=1-3036
123	OG0000123	YIL126W, YOR290C	genemark-KI547136.1-processed-gene-5.48-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-5.48&CDS=1-4944, genemark-KI547147.1-processed-gene-0.87-mRNA-1_1&gene=genemark-KI547147.1-processed-gene-0.87&CDS=1-3858
124	OG0000124	YIL159W, YNL271C	augustus_masked-KI547135.1-processed-gene-5.23-mRNA-1_1&gene=augustus_masked-KI547135.1-processed-gene-5.23&CDS=1-5217, maker-KI547152.1-augustus-gene-1.117-mRNA-1_1&gene=maker-KI547152.1-augustus-gene-1.117&CDS=1-4737
125	OG0000125	YIR013C, YLR013W	genemark-KI547134.1-processed-gene-4.16-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-4.16&CDS=1-867, genemark-KI547136.1-processed-gene-5.74-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-5.74&CDS=1-1020
126	OG0000126	YIR031C, YNL117W	genemark-KI547135.1-processed-gene-5.66-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-5.66&CDS=1-1653, snap_masked-KI547142.1-processed-gene-4.75-mRNA-1_1&gene=snap_masked-KI547142.1-processed-gene-4.75&CDS=1-1680
127	OG0000127	YJL049W, YMR077C	genemark-KI547140.1-processed-gene-5.85-mRNA-1_1&gene=genemark-KI547140.1-processed-gene-5.85&CDS=1-663, genemark-KI547144.1-processed-gene-3.61-mRNA-1_1&gene=genemark-KI547144.1-processed-gene-3.61&CDS=1-1311
128	OG0000128	YJL084C, YKR021W	genemark-KI547138.1-processed-gene-5.120-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-5.120&CDS=1-2610, maker-KI547155.1-augustus-gene-0.101-mRNA-1_1&gene=maker-KI547155.1-augustus-gene-0.101&CDS=1-2508
129	OG0000129	YJL089W, YMR280C	genemark-KI547135.1-processed-gene-11.70-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-11.70&CDS=1-2886, genemark-KI547141.1-processed-gene-2.81-mRNA-1_1&gene=genemark-KI547141.1-processed-gene-2.81&CDS=1-3189
130	OG0000130	YJL124C, YJR022W	genemark-KI547142.1-processed-gene-3.63-mRNA-1_1&gene=genemark-KI547142.1-processed-gene-3.63&CDS=1-534, genemark-KI547146.1-processed-gene-3.47-mRNA-1_1&gene=genemark-KI547146.1-processed-gene-3.47&CDS=1-288
131	OG0000131	YJL193W, YOR307C	genemark-KI547135.1-processed-gene-12.195-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-12.195&CDS=1-1386, genemark-KI547138.1-processed-gene-1.52-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-1.52&CDS=1-1287
132	OG0000132	YJR019C	genemark-KI547136.1-processed-gene-6.69-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-6.69&CDS=1-1056, maker-KI547136.1-snap-gene-6.153-mRNA-1_1&gene=maker-KI547136.1-snap-gene-6.153&CDS=1-2160, maker-KI547136.1-snap-gene-6.154-mRNA-1_1&gene=maker-KI547136.1-snap-gene-6.154&CDS=1-1872
133	OG0000133	YKL005C, YPL181W	genemark-KI547146.1-processed-gene-3.8-mRNA-1_1&gene=genemark-KI547146.1-processed-gene-3.8&CDS=1-1785, genemark-KI547160.1-processed-gene-0.33-mRNA-1_1&gene=genemark-KI547160.1-processed-gene-0.33&CDS=1-1161
134	OG0000134	YKL106W, YLR027C	genemark-KI547136.1-processed-gene-5.86-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-5.86&CDS=1-1305, genemark-KI547148.1-processed-gene-0.49-mRNA-1_1&gene=genemark-KI547148.1-processed-gene-0.49&CDS=1-1245
135	OG0000135	YLL062C, YMR321C, YPL273W	genemark-KI547135.1-processed-gene-11.76-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-11.76&CDS=1-882
136	OG0000136	YLR090W, YNL064C	genemark-KI547137.1-processed-gene-6.74-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-6.74&CDS=1-1209, genemark-KI547143.1-processed-gene-0.121-mRNA-1_1&gene=genemark-KI547143.1-processed-gene-0.121&CDS=1-1326
