	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034604_Sporopachydermia_lactativora
37	OG0000037	YBR084W, YGR204W	maker-NODE_24_length_144559_cov_30.1636_ID_47-snap-gene-0.107-mRNA-1_1&gene=maker-NODE_24_length_144559_cov_30.1636_ID_47-snap-gene-0.107&CDS=1-2811, snap_masked-NODE_72_length_75265_cov_29.8981_ID_143-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_72_length_75265_cov_29.8981_ID_143-processed-gene-0.4&CDS=1-2964
38	OG0000038	YBR139W, YMR297W	snap_masked-NODE_182_length_22395_cov_28.0685_ID_363-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_182_length_22395_cov_28.0685_ID_363-processed-gene-0.19&CDS=1-1674, snap_masked-NODE_4_length_277153_cov_35.8334_ID_7-processed-gene-1.222-mRNA-1_1&gene=snap_masked-NODE_4_length_277153_cov_35.8334_ID_7-processed-gene-1.222&CDS=1-1683
39	OG0000039	YBR195C, YEL056W	maker-NODE_130_length_40359_cov_45.354_ID_259-snap-gene-0.16-mRNA-1_1&gene=maker-NODE_130_length_40359_cov_45.354_ID_259-snap-gene-0.16&CDS=1-1311, maker-NODE_44_length_107860_cov_31.8971_ID_87-snap-gene-0.155-mRNA-1_1&gene=maker-NODE_44_length_107860_cov_31.8971_ID_87-snap-gene-0.155&CDS=1-1242
40	OG0000040	YBR207W, YER145C	snap_masked-NODE_209_length_14973_cov_29.2366_ID_417-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_209_length_14973_cov_29.2366_ID_417-processed-gene-0.12&CDS=1-1311, snap_masked-NODE_47_length_101368_cov_33.3512_ID_93-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NODE_47_length_101368_cov_33.3512_ID_93-processed-gene-0.104&CDS=1-1128
41	OG0000041	YBR237W, YNL112W	maker-NODE_24_length_144559_cov_30.1636_ID_47-snap-gene-0.109-mRNA-1_1&gene=maker-NODE_24_length_144559_cov_30.1636_ID_47-snap-gene-0.109&CDS=1-1656, snap_masked-NODE_109_length_47937_cov_53.1856_ID_217-processed-gene-0.38-mRNA-1_1&gene=snap_masked-NODE_109_length_47937_cov_53.1856_ID_217-processed-gene-0.38&CDS=1-2859
42	OG0000042	YBR245C, YOR304W	maker-NODE_78_length_71771_cov_30.6161_ID_155-snap-gene-0.66-mRNA-1_1&gene=maker-NODE_78_length_71771_cov_30.6161_ID_155-snap-gene-0.66&CDS=1-3129, snap_masked-NODE_87_length_65432_cov_36.5929_ID_173-processed-gene-0.64-mRNA-1_1&gene=snap_masked-NODE_87_length_65432_cov_36.5929_ID_173-processed-gene-0.64&CDS=1-3303
43	OG0000043	YBR293W, YMR088C	maker-NODE_97_length_58332_cov_29.3738_ID_193-snap-gene-0.50-mRNA-1_1&gene=maker-NODE_97_length_58332_cov_29.3738_ID_193-snap-gene-0.50&CDS=1-1752, snap_masked-NODE_127_length_40940_cov_29.6106_ID_253-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_127_length_40940_cov_29.6106_ID_253-processed-gene-0.0&CDS=1-1746
44	OG0000044	YCR102C, YLR460C, YNL134C	snap_masked-NODE_88_length_65403_cov_29.8738_ID_175-processed-gene-0.86-mRNA-1_1&gene=snap_masked-NODE_88_length_65403_cov_29.8738_ID_175-processed-gene-0.86&CDS=1-1116
45	OG0000045	YDL091C, YML013W	snap_masked-NODE_12_length_215069_cov_32.3968_ID_23-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_12_length_215069_cov_32.3968_ID_23-processed-gene-0.0&CDS=1-1791, snap_masked-NODE_3_length_278811_cov_36.2391_ID_5-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_3_length_278811_cov_36.2391_ID_5-processed-gene-0.19&CDS=1-1689
46	OG0000046	YDL101C, YGL179C	maker-NODE_123_length_43325_cov_49.0398_ID_245-snap-gene-0.32-mRNA-1_1&gene=maker-NODE_123_length_43325_cov_49.0398_ID_245-snap-gene-0.32&CDS=1-2937, snap_masked-NODE_130_length_40359_cov_45.354_ID_259-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_130_length_40359_cov_45.354_ID_259-processed-gene-0.1&CDS=1-2079
47	OG0000047	YDL132W, YGR003W	genemark-NODE_105_length_52711_cov_30.8596_ID_209-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_105_length_52711_cov_30.8596_ID_209-processed-gene-0.7&CDS=1-2598, maker-NODE_37_length_120084_cov_30.4625_ID_73-snap-gene-0.85-mRNA-1_1&gene=maker-NODE_37_length_120084_cov_30.4625_ID_73-snap-gene-0.85&CDS=1-2373
48	OG0000048	YDL206W, YJR106W	maker-NODE_90_length_64089_cov_30.0716_ID_179-snap-gene-0.49-mRNA-1_1&gene=maker-NODE_90_length_64089_cov_30.0716_ID_179-snap-gene-0.49&CDS=1-2391, snap_masked-NODE_35_length_121438_cov_32.3242_ID_69-processed-gene-0.132-mRNA-1_1&gene=snap_masked-NODE_35_length_121438_cov_32.3242_ID_69-processed-gene-0.132&CDS=1-3255
49	OG0000049	YDR038C, YDR039C, YDR040C	snap_masked-NODE_151_length_30430_cov_30.4758_ID_301-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_151_length_30430_cov_30.4758_ID_301-processed-gene-0.2&CDS=1-3234
50	OG0000050	YDR069C, YER144C	snap_masked-NODE_17_length_160593_cov_33.6237_ID_33-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_17_length_160593_cov_33.6237_ID_33-processed-gene-0.5&CDS=1-2883, snap_masked-NODE_81_length_69128_cov_39.7343_ID_161-processed-gene-0.45-mRNA-1_1&gene=snap_masked-NODE_81_length_69128_cov_39.7343_ID_161-processed-gene-0.45&CDS=1-4431
51	OG0000051	YDR093W, YER166W	snap_masked-NODE_153_length_30097_cov_29.6083_ID_305-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_153_length_30097_cov_29.6083_ID_305-processed-gene-0.0&CDS=1-4794, snap_masked-NODE_26_length_132509_cov_28.938_ID_51-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_26_length_132509_cov_28.938_ID_51-processed-gene-0.14&CDS=1-4611
52	OG0000052	YDR235W, YML046W	snap_masked-NODE_16_length_167979_cov_34.2736_ID_31-processed-gene-0.151-mRNA-1_1&gene=snap_masked-NODE_16_length_167979_cov_34.2736_ID_31-processed-gene-0.151&CDS=1-1920, snap_masked-NODE_35_length_121438_cov_32.3242_ID_69-processed-gene-0.113-mRNA-1_1&gene=snap_masked-NODE_35_length_121438_cov_32.3242_ID_69-processed-gene-0.113&CDS=1-1635
53	OG0000053	YDR319C, YGL126W	genemark-NODE_21_length_149707_cov_30.2286_ID_41-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_21_length_149707_cov_30.2286_ID_41-processed-gene-0.49&CDS=1-984, snap_masked-NODE_261_length_5953_cov_28.8939_ID_521-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_261_length_5953_cov_28.8939_ID_521-processed-gene-0.4&CDS=1-825
54	OG0000054	YDR475C, YOR019W	augustus_masked-NODE_9_length_242264_cov_31.2854_ID_17-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NODE_9_length_242264_cov_31.2854_ID_17-processed-gene-0.73&CDS=1-2061, snap_masked-NODE_58_length_90356_cov_32.0248_ID_115-processed-gene-0.86-mRNA-1_1&gene=snap_masked-NODE_58_length_90356_cov_32.0248_ID_115-processed-gene-0.86&CDS=1-2475
55	OG0000055	YDR505C, YLR177W	snap_masked-NODE_21_length_149707_cov_30.2286_ID_41-processed-gene-0.116-mRNA-1_1&gene=snap_masked-NODE_21_length_149707_cov_30.2286_ID_41-processed-gene-0.116&CDS=1-1398, snap_masked-NODE_44_length_107860_cov_31.8971_ID_87-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_44_length_107860_cov_31.8971_ID_87-processed-gene-0.39&CDS=1-1755
56	OG0000056	YER054C, YIL045W	snap_masked-NODE_1_length_289408_cov_29.0569_ID_1-processed-gene-1.257-mRNA-1_1&gene=snap_masked-NODE_1_length_289408_cov_29.0569_ID_1-processed-gene-1.257&CDS=1-1686, snap_masked-NODE_88_length_65403_cov_29.8738_ID_175-processed-gene-0.65-mRNA-1_1&gene=snap_masked-NODE_88_length_65403_cov_29.8738_ID_175-processed-gene-0.65&CDS=1-1911
57	OG0000057	YER056C, YER060W, YER060W-A	snap_masked-NODE_23_length_146493_cov_30.2187_ID_45-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_23_length_146493_cov_30.2187_ID_45-processed-gene-0.2&CDS=1-1461
58	OG0000058	YER172C, YGR271W	snap_masked-NODE_68_length_78988_cov_28.2451_ID_135-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_68_length_78988_cov_28.2451_ID_135-processed-gene-0.16&CDS=1-6795, snap_masked-NODE_9_length_242264_cov_31.2854_ID_17-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_9_length_242264_cov_31.2854_ID_17-processed-gene-0.30&CDS=1-5913
59	OG0000059	YFL033C, YNL161W	genemark-NODE_14_length_184108_cov_30.7701_ID_27-processed-gene-0.197-mRNA-1_1&gene=genemark-NODE_14_length_184108_cov_30.7701_ID_27-processed-gene-0.197&CDS=1-5577, snap_masked-NODE_32_length_124474_cov_32.8998_ID_63-processed-gene-0.131-mRNA-1_1&gene=snap_masked-NODE_32_length_124474_cov_32.8998_ID_63-processed-gene-0.131&CDS=1-1884
60	OG0000060	YFL059W, YMR096W, YNL333W	maker-NODE_18_length_157026_cov_29.9254_ID_35-snap-gene-0.194-mRNA-1_1&gene=maker-NODE_18_length_157026_cov_29.9254_ID_35-snap-gene-0.194&CDS=1-918
61	OG0000061	YFL060C, YMR095C, YNL334C	snap_masked-NODE_54_length_93632_cov_30.4891_ID_107-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_54_length_93632_cov_30.4891_ID_107-processed-gene-0.2&CDS=1-732
62	OG0000062	YFR015C, YLR258W	snap_masked-NODE_88_length_65403_cov_29.8738_ID_175-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_88_length_65403_cov_29.8738_ID_175-processed-gene-0.71&CDS=1-2088, snap_masked-NODE_8_length_245876_cov_35.5678_ID_15-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NODE_8_length_245876_cov_35.5678_ID_15-processed-gene-0.70&CDS=1-2127
63	OG0000063	YGL003C, YGL116W	snap_masked-NODE_27_length_132354_cov_39.7331_ID_53-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_27_length_132354_cov_39.7331_ID_53-processed-gene-0.3&CDS=1-1800, snap_masked-NODE_41_length_111743_cov_31.469_ID_81-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_41_length_111743_cov_31.469_ID_81-processed-gene-0.34&CDS=1-1581
64	OG0000064	YGL028C	snap_masked-NODE_115_length_45961_cov_51.912_ID_229-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_115_length_45961_cov_51.912_ID_229-processed-gene-0.34&CDS=1-1143, snap_masked-NODE_40_length_114049_cov_32.9565_ID_79-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_40_length_114049_cov_32.9565_ID_79-processed-gene-0.12&CDS=1-825, snap_masked-NODE_95_length_59420_cov_29.8382_ID_189-processed-gene-0.55-mRNA-1_1&gene=snap_masked-NODE_95_length_59420_cov_29.8382_ID_189-processed-gene-0.55&CDS=1-1515
65	OG0000065	YGL038C, YJR075W	maker-NODE_5_length_271561_cov_29.3437_ID_9-snap-gene-1.72-mRNA-1_1&gene=maker-NODE_5_length_271561_cov_29.3437_ID_9-snap-gene-1.72&CDS=1-1401, snap_masked-NODE_23_length_146493_cov_30.2187_ID_45-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_23_length_146493_cov_30.2187_ID_45-processed-gene-0.28&CDS=1-1188
66	OG0000066	YGL160W, YLR047C	maker-NODE_184_length_22197_cov_26.193_ID_367-snap-gene-0.13-mRNA-1_1&gene=maker-NODE_184_length_22197_cov_26.193_ID_367-snap-gene-0.13&CDS=1-1659, snap_masked-NODE_75_length_72385_cov_30.4206_ID_149-processed-gene-0.92-mRNA-1_1&gene=snap_masked-NODE_75_length_72385_cov_30.4206_ID_149-processed-gene-0.92&CDS=1-1965
67	OG0000067	YGR109W-A, YGR109W-B, YIL082W, YIL082W-A	
68	OG0000068	YGR192C, YJL052W, YJR009C	snap_masked-NODE_14_length_184108_cov_30.7701_ID_27-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NODE_14_length_184108_cov_30.7701_ID_27-processed-gene-0.41&CDS=1-1011
69	OG0000069	YGR240C, YMR205C	snap_masked-NODE_120_length_44029_cov_29.5558_ID_239-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_120_length_44029_cov_29.5558_ID_239-processed-gene-0.12&CDS=1-3309, snap_masked-NODE_8_length_245876_cov_35.5678_ID_15-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_8_length_245876_cov_35.5678_ID_15-processed-gene-0.71&CDS=1-2898
70	OG0000070	YGR249W, YOR140W	maker-NODE_120_length_44029_cov_29.5558_ID_239-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_120_length_44029_cov_29.5558_ID_239-augustus-gene-0.2&CDS=1-1845, snap_masked-NODE_92_length_62830_cov_34.0727_ID_183-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_92_length_62830_cov_34.0727_ID_183-processed-gene-0.11&CDS=1-2211
71	OG0000071	YHR023W, YOR326W	maker-NODE_122_length_43364_cov_32.7513_ID_243-snap-gene-0.1-mRNA-1_1&gene=maker-NODE_122_length_43364_cov_32.7513_ID_243-snap-gene-0.1&CDS=1-5196, snap_masked-NODE_17_length_160593_cov_33.6237_ID_33-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_17_length_160593_cov_33.6237_ID_33-processed-gene-0.20&CDS=1-4716
72	OG0000072	YHR031C, YML061C	snap_masked-NODE_15_length_173774_cov_29.5314_ID_29-processed-gene-0.177-mRNA-1_1&gene=snap_masked-NODE_15_length_173774_cov_29.5314_ID_29-processed-gene-0.177&CDS=1-2439, snap_masked-NODE_30_length_126226_cov_40.344_ID_59-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_30_length_126226_cov_40.344_ID_59-processed-gene-0.35&CDS=1-3177
73	OG0000073	YHR104W	snap_masked-NODE_108_length_50177_cov_35.5015_ID_215-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_108_length_50177_cov_35.5015_ID_215-processed-gene-0.8&CDS=1-954, snap_masked-NODE_149_length_30729_cov_50.9773_ID_297-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NODE_149_length_30729_cov_50.9773_ID_297-processed-gene-0.27&CDS=1-960, snap_masked-NODE_155_length_29692_cov_48.7379_ID_309-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_155_length_29692_cov_48.7379_ID_309-processed-gene-0.3&CDS=1-960
74	OG0000074	YIL009W, YMR246W, YOR317W	snap_masked-NODE_193_length_18736_cov_29.8019_ID_385-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_193_length_18736_cov_29.8019_ID_385-processed-gene-0.13&CDS=1-2085
75	OG0000075	YIL105C, YNL047C	snap_masked-NODE_22_length_148056_cov_28.3308_ID_43-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_22_length_148056_cov_28.3308_ID_43-processed-gene-0.47&CDS=1-2400, snap_masked-NODE_49_length_100376_cov_30.1612_ID_97-processed-gene-0.99-mRNA-1_1&gene=snap_masked-NODE_49_length_100376_cov_30.1612_ID_97-processed-gene-0.99&CDS=1-1878
76	OG0000076	YIL130W, YKL015W	maker-NODE_144_length_34166_cov_50.6415_ID_287-snap-gene-0.21-mRNA-1_1&gene=maker-NODE_144_length_34166_cov_50.6415_ID_287-snap-gene-0.21&CDS=1-2340, snap_masked-NODE_24_length_144559_cov_30.1636_ID_47-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_24_length_144559_cov_30.1636_ID_47-processed-gene-0.15&CDS=1-2613
77	OG0000077	YIL137C, YKL157W	maker-NODE_44_length_107860_cov_31.8971_ID_87-snap-gene-0.164-mRNA-1_1&gene=maker-NODE_44_length_107860_cov_31.8971_ID_87-snap-gene-0.164&CDS=1-2724, snap_masked-NODE_137_length_36324_cov_44.8562_ID_273-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NODE_137_length_36324_cov_44.8562_ID_273-processed-gene-0.41&CDS=1-2979
78	OG0000078	YIR031C, YNL117W	snap_masked-NODE_132_length_38392_cov_27.4633_ID_263-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_132_length_38392_cov_27.4633_ID_263-processed-gene-0.3&CDS=1-1629, snap_masked-NODE_146_length_34013_cov_28.8251_ID_291-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_146_length_34013_cov_28.8251_ID_291-processed-gene-0.3&CDS=1-1671
79	OG0000079	YJL095W, YLR362W	genemark-NODE_138_length_36028_cov_45.1989_ID_275-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_138_length_36028_cov_45.1989_ID_275-processed-gene-0.15&CDS=1-1998, maker-NODE_46_length_103203_cov_34.1206_ID_91-snap-gene-0.62-mRNA-1_1&gene=maker-NODE_46_length_103203_cov_34.1206_ID_91-snap-gene-0.62&CDS=1-5424
80	OG0000080	YJL193W, YOR307C	snap_masked-NODE_70_length_77800_cov_49.3668_ID_139-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_70_length_77800_cov_49.3668_ID_139-processed-gene-0.11&CDS=1-1167, snap_masked-NODE_88_length_65403_cov_29.8738_ID_175-processed-gene-0.75-mRNA-1_1&gene=snap_masked-NODE_88_length_65403_cov_29.8738_ID_175-processed-gene-0.75&CDS=1-1206
81	OG0000081	YJR005W, YKL135C	maker-NODE_20_length_152376_cov_30.1479_ID_39-snap-gene-0.141-mRNA-1_1&gene=maker-NODE_20_length_152376_cov_30.1479_ID_39-snap-gene-0.141&CDS=1-2157, snap_masked-NODE_9_length_242264_cov_31.2854_ID_17-processed-gene-1.127-mRNA-1_1&gene=snap_masked-NODE_9_length_242264_cov_31.2854_ID_17-processed-gene-1.127&CDS=1-2316
82	OG0000082	YJR127C, YML081W	snap_masked-NODE_1_length_289408_cov_29.0569_ID_1-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_1_length_289408_cov_29.0569_ID_1-processed-gene-0.26&CDS=1-3246, snap_masked-NODE_26_length_132509_cov_28.938_ID_51-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_26_length_132509_cov_28.938_ID_51-processed-gene-0.37&CDS=1-3384
83	OG0000083	YJR131W, YLR057W	snap_masked-NODE_15_length_173774_cov_29.5314_ID_29-processed-gene-0.209-mRNA-1_1&gene=snap_masked-NODE_15_length_173774_cov_29.5314_ID_29-processed-gene-0.209&CDS=1-3345, snap_masked-NODE_53_length_94997_cov_31.9757_ID_105-processed-gene-0.121-mRNA-1_1&gene=snap_masked-NODE_53_length_94997_cov_31.9757_ID_105-processed-gene-0.121&CDS=1-2286
84	OG0000084	YJR154W	snap_masked-NODE_135_length_37399_cov_41.1173_ID_269-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_135_length_37399_cov_41.1173_ID_269-processed-gene-0.32&CDS=1-1020, snap_masked-NODE_153_length_30097_cov_29.6083_ID_305-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_153_length_30097_cov_29.6083_ID_305-processed-gene-0.3&CDS=1-1056, snap_masked-NODE_84_length_66006_cov_36.389_ID_167-processed-gene-0.57-mRNA-1_1&gene=snap_masked-NODE_84_length_66006_cov_36.389_ID_167-processed-gene-0.57&CDS=1-978
85	OG0000085	YKL188C, YPL147W	augustus_masked-NODE_185_length_21690_cov_45.3064_ID_369-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_185_length_21690_cov_45.3064_ID_369-processed-gene-0.18&CDS=1-2613, snap_masked-NODE_16_length_167979_cov_34.2736_ID_31-processed-gene-0.181-mRNA-1_1&gene=snap_masked-NODE_16_length_167979_cov_34.2736_ID_31-processed-gene-0.181&CDS=1-2322
86	OG0000086	YKL221W	snap_masked-NODE_33_length_121838_cov_31.088_ID_65-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_33_length_121838_cov_31.088_ID_65-processed-gene-0.10&CDS=1-1614, snap_masked-NODE_33_length_121838_cov_31.088_ID_65-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_33_length_121838_cov_31.088_ID_65-processed-gene-0.9&CDS=1-1530, snap_masked-NODE_81_length_69128_cov_39.7343_ID_161-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_81_length_69128_cov_39.7343_ID_161-processed-gene-0.42&CDS=1-1845
87	OG0000087	YLR144C, YNR067C	snap_masked-NODE_62_length_84725_cov_31.0069_ID_123-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_62_length_84725_cov_31.0069_ID_123-processed-gene-0.17&CDS=1-2241, snap_masked-NODE_90_length_64089_cov_30.0716_ID_179-processed-gene-0.62-mRNA-1_1&gene=snap_masked-NODE_90_length_64089_cov_30.0716_ID_179-processed-gene-0.62&CDS=1-2820
88	OG0000088	YML111W, YMR275C, YNR069C	snap_masked-NODE_22_length_148056_cov_28.3308_ID_43-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NODE_22_length_148056_cov_28.3308_ID_43-processed-gene-0.51&CDS=1-2352
89	OG0000089	YML118W, YMR285C	snap_masked-NODE_101_length_53674_cov_46.6581_ID_201-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_101_length_53674_cov_46.6581_ID_201-processed-gene-0.42&CDS=1-1851, snap_masked-NODE_168_length_26329_cov_27.7288_ID_335-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_168_length_26329_cov_27.7288_ID_335-processed-gene-0.29&CDS=1-1782
90	OG0000090	YMR006C, YMR008C, YOL011W	snap_masked-NODE_108_length_50177_cov_35.5015_ID_215-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_108_length_50177_cov_35.5015_ID_215-processed-gene-0.2&CDS=1-1974
91	OG0000091	YMR316W, YNL165W, YOR385W	snap_masked-NODE_64_length_83804_cov_29.1141_ID_127-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_64_length_83804_cov_29.1141_ID_127-processed-gene-0.14&CDS=1-1137
92	OG0000092	YNR055C	snap_masked-NODE_149_length_30729_cov_50.9773_ID_297-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_149_length_30729_cov_50.9773_ID_297-processed-gene-0.28&CDS=1-1608, snap_masked-NODE_239_length_9385_cov_48.429_ID_477-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_239_length_9385_cov_48.429_ID_477-processed-gene-0.4&CDS=1-1641, snap_masked-NODE_7_length_250496_cov_31.8261_ID_13-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_7_length_250496_cov_31.8261_ID_13-processed-gene-0.0&CDS=1-1629
93	OG0000093	YOL055C, YPL258C, YPR121W	maker-NODE_115_length_45961_cov_51.912_ID_229-snap-gene-0.15-mRNA-1_1&gene=maker-NODE_115_length_45961_cov_51.912_ID_229-snap-gene-0.15&CDS=1-1764
94	OG0000094	YOR367W, YPL242C	snap_masked-NODE_147_length_32552_cov_30.5191_ID_293-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NODE_147_length_32552_cov_30.5191_ID_293-processed-gene-0.33&CDS=1-5250, snap_masked-NODE_3_length_278811_cov_36.2391_ID_5-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_3_length_278811_cov_36.2391_ID_5-processed-gene-0.26&CDS=1-609
95	OG0000095	YPR093C	genemark-NODE_201_length_15880_cov_47.6331_ID_401-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_201_length_15880_cov_47.6331_ID_401-processed-gene-0.8&CDS=1-1239, snap_masked-NODE_132_length_38392_cov_27.4633_ID_263-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_132_length_38392_cov_27.4633_ID_263-processed-gene-0.2&CDS=1-2886, snap_masked-NODE_20_length_152376_cov_30.1479_ID_39-processed-gene-0.169-mRNA-1_1&gene=snap_masked-NODE_20_length_152376_cov_30.1479_ID_39-processed-gene-0.169&CDS=1-1353
96	OG0000096	YPR181C	genemark-NODE_3_length_278811_cov_36.2391_ID_5-processed-gene-1.116-mRNA-1_1&gene=genemark-NODE_3_length_278811_cov_36.2391_ID_5-processed-gene-1.116&CDS=1-2265, genemark-NODE_46_length_103203_cov_34.1206_ID_91-processed-gene-0.71-mRNA-1_1&gene=genemark-NODE_46_length_103203_cov_34.1206_ID_91-processed-gene-0.71&CDS=1-2328, snap_masked-NODE_24_length_144559_cov_30.1636_ID_47-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_24_length_144559_cov_30.1636_ID_47-processed-gene-0.34&CDS=1-2373
97	OG0000097		genemark-NODE_8_length_245876_cov_35.5678_ID_15-processed-gene-1.226-mRNA-1_1&gene=genemark-NODE_8_length_245876_cov_35.5678_ID_15-processed-gene-1.226&CDS=1-2727, maker-NODE_65_length_82460_cov_29.796_ID_129-snap-gene-0.38-mRNA-1_1&gene=maker-NODE_65_length_82460_cov_29.796_ID_129-snap-gene-0.38&CDS=1-3171, snap_masked-NODE_70_length_77800_cov_49.3668_ID_139-processed-gene-0.22-mRNA-1_1&gene=snap_masked-NODE_70_length_77800_cov_49.3668_ID_139-processed-gene-0.22&CDS=1-2436, snap_masked-NODE_8_length_245876_cov_35.5678_ID_15-processed-gene-1.45-mRNA-1_1&gene=snap_masked-NODE_8_length_245876_cov_35.5678_ID_15-processed-gene-1.45&CDS=1-2778
98	OG0000098	YAL007C, YOR016C	genemark-NODE_49_length_100376_cov_30.1612_ID_97-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_49_length_100376_cov_30.1612_ID_97-processed-gene-0.28&CDS=1-651
99	OG0000099	YAL015C, YOL043C	snap_masked-NODE_155_length_29692_cov_48.7379_ID_309-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_155_length_29692_cov_48.7379_ID_309-processed-gene-0.5&CDS=1-1236
100	OG0000100	YAL017W, YOL045W	snap_masked-NODE_4_length_277153_cov_35.8334_ID_7-processed-gene-1.205-mRNA-1_1&gene=snap_masked-NODE_4_length_277153_cov_35.8334_ID_7-processed-gene-1.205&CDS=1-3774
