	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035243_Zygoascus_meyerae
25	OG0000025	YGR263C	augustus_masked-NODE_19_length_184689_cov_19.2526_ID_1898-processed-gene-0.212-mRNA-1_1&gene=augustus_masked-NODE_19_length_184689_cov_19.2526_ID_1898-processed-gene-0.212&CDS=1-1299, snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-0.10&CDS=1-1131, snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-0.12&CDS=1-1170, snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-0.42&CDS=1-984, snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-0.9&CDS=1-1164
26	OG0000026	YIL120W, YIL121W, YNL065W	augustus_masked-NODE_15_length_376289_cov_21.1717_ID_1409-processed-gene-2.201-mRNA-1_1&gene=augustus_masked-NODE_15_length_376289_cov_21.1717_ID_1409-processed-gene-2.201&CDS=1-1371, snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-5.145-mRNA-1_1&gene=snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-5.145&CDS=1-1620, snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-4.8-mRNA-1_1&gene=snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-4.8&CDS=1-1626
27	OG0000027	YJL172W, YOL153C	augustus_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-3.85-mRNA-1_1&gene=augustus_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-3.85&CDS=1-1731, snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-7.141-mRNA-1_1&gene=snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-7.141&CDS=1-1713, snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-0.118-mRNA-1_1&gene=snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-0.118&CDS=1-1701, snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-5.28-mRNA-1_1&gene=snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-5.28&CDS=1-1761
28	OG0000028	YKL139W, YPL031C, YPR161C	augustus_masked-NODE_13_length_418862_cov_18.7454_ID_1788-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_13_length_418862_cov_18.7454_ID_1788-processed-gene-0.67&CDS=1-1347, snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-3.12-mRNA-1_1&gene=snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-3.12&CDS=1-900, snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-4.20-mRNA-1_1&gene=snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-4.20&CDS=1-1944
29	OG0000029	YLR154C-H, YLR156C-A, YLR157C-C, YLR159C-A	maker-NODE_13_length_418862_cov_18.7454_ID_1788-snap-gene-0.129-mRNA-1_1&gene=maker-NODE_13_length_418862_cov_18.7454_ID_1788-snap-gene-0.129&CDS=1-345, maker-NODE_17_length_335658_cov_21.0353_ID_2164-snap-gene-0.81-mRNA-1_1&gene=maker-NODE_17_length_335658_cov_21.0353_ID_2164-snap-gene-0.81&CDS=1-237
30	OG0000030	YLR237W, YOR071C, YOR192C	snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-7.128-mRNA-1_1&gene=snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-7.128&CDS=1-1680, snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-0.25&CDS=1-1674, snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-1.180-mRNA-1_1&gene=snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-1.180&CDS=1-1665
31	OG0000031	YMR169C, YMR170C, YOR374W	snap_masked-NODE_15_length_376289_cov_21.1717_ID_1409-processed-gene-2.81-mRNA-1_1&gene=snap_masked-NODE_15_length_376289_cov_21.1717_ID_1409-processed-gene-2.81&CDS=1-1500, snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-3.167-mRNA-1_1&gene=snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-3.167&CDS=1-1482, snap_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-1.142-mRNA-1_1&gene=snap_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-1.142&CDS=1-1500
32	OG0000032	YAL053W, YGL139W, YPL221W	snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-1.140-mRNA-1_1&gene=snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-1.140&CDS=1-2409, snap_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-4.77-mRNA-1_1&gene=snap_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-4.77&CDS=1-2217
33	OG0000033	YBL017C, YIL173W, YJL222W, YNR065C	snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-1.50-mRNA-1_1&gene=snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-1.50&CDS=1-4422
34	OG0000034	YBL068W-A, YBL069W, YER101C	snap_masked-NODE_17_length_335658_cov_21.0353_ID_2164-processed-gene-2.52-mRNA-1_1&gene=snap_masked-NODE_17_length_335658_cov_21.0353_ID_2164-processed-gene-2.52&CDS=1-1038, snap_masked-NODE_17_length_335658_cov_21.0353_ID_2164-processed-gene-2.53-mRNA-1_1&gene=snap_masked-NODE_17_length_335658_cov_21.0353_ID_2164-processed-gene-2.53&CDS=1-1032
35	OG0000035	YBR038W, YNL192W	maker-NODE_10_length_453567_cov_20.6492_ID_1595-snap-gene-3.183-mRNA-1_1&gene=maker-NODE_10_length_453567_cov_20.6492_ID_1595-snap-gene-3.183&CDS=1-3687, snap_masked-NODE_24_length_131066_cov_19.6241_ID_2412-processed-gene-0.40-mRNA-1_1&gene=snap_masked-NODE_24_length_131066_cov_19.6241_ID_2412-processed-gene-0.40&CDS=1-2931, snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-5.14-mRNA-1_1&gene=snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-5.14&CDS=1-3126
36	OG0000036	YBR114W, YOR191W	maker-NODE_3_length_863959_cov_18.7832_ID_1457-snap-gene-6.6-mRNA-1_1&gene=maker-NODE_3_length_863959_cov_18.7832_ID_1457-snap-gene-6.6&CDS=1-3504, snap_masked-NODE_19_length_184689_cov_19.2526_ID_1898-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NODE_19_length_184689_cov_19.2526_ID_1898-processed-gene-0.83&CDS=1-2808, snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-5.141-mRNA-1_1&gene=snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-5.141&CDS=1-2631
37	OG0000037	YBR118W, YKR084C, YPR080W	augustus_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-5.36-mRNA-1_1&gene=augustus_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-5.36&CDS=1-1374, maker-NODE_6_length_745053_cov_20.2367_ID_1009-snap-gene-2.3-mRNA-1_1&gene=maker-NODE_6_length_745053_cov_20.2367_ID_1009-snap-gene-2.3&CDS=1-2499
38	OG0000038	YBR149W, YDR368W, YOR120W	maker-NODE_17_length_335658_cov_21.0353_ID_2164-snap-gene-2.89-mRNA-1_1&gene=maker-NODE_17_length_335658_cov_21.0353_ID_2164-snap-gene-2.89&CDS=1-924, snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-7.180-mRNA-1_1&gene=snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-7.180&CDS=1-933
39	OG0000039	YCL069W, YGR224W, YKR105C, YPR198W	snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-5.58-mRNA-1_1&gene=snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-5.58&CDS=1-1758
40	OG0000040	YCR065W, YIL131C, YNL068C	snap_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-1.2-mRNA-1_1&gene=snap_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-1.2&CDS=1-2124, snap_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-2.14-mRNA-1_1&gene=snap_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-2.14&CDS=1-2454
41	OG0000041	YCR107W, YDL243C, YJR155W, YNL331C	snap_masked-NODE_17_length_335658_cov_21.0353_ID_2164-processed-gene-2.16-mRNA-1_1&gene=snap_masked-NODE_17_length_335658_cov_21.0353_ID_2164-processed-gene-2.16&CDS=1-1170
42	OG0000042	YDL137W, YDL192W, YOR094W	genemark-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-2.65-mRNA-1_1&gene=genemark-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-2.65&CDS=1-534, snap_masked-NODE_20_length_182353_cov_19.2443_ID_1960-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_20_length_182353_cov_19.2443_ID_1960-processed-gene-0.46&CDS=1-543
43	OG0000043	YDR107C, YER113C, YLR083C	snap_masked-NODE_13_length_418862_cov_18.7454_ID_1788-processed-gene-1.138-mRNA-1_1&gene=snap_masked-NODE_13_length_418862_cov_18.7454_ID_1788-processed-gene-1.138&CDS=1-1866, snap_masked-NODE_13_length_418862_cov_18.7454_ID_1788-processed-gene-2.26-mRNA-1_1&gene=snap_masked-NODE_13_length_418862_cov_18.7454_ID_1788-processed-gene-2.26&CDS=1-1944
44	OG0000044	YDR143C, YOL013C	genemark-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-4.26-mRNA-1_1&gene=genemark-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-4.26&CDS=1-1317, snap_masked-NODE_23_length_134032_cov_18.6164_ID_2310-processed-gene-0.85-mRNA-1_1&gene=snap_masked-NODE_23_length_134032_cov_18.6164_ID_2310-processed-gene-0.85&CDS=1-1851, snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-1.52-mRNA-1_1&gene=snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-1.52&CDS=1-1083
45	OG0000045	YDR144C, YLR120C, YLR121C	augustus_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-2.41-mRNA-1_1&gene=augustus_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-2.41&CDS=1-1764, maker-NODE_1_length_1065328_cov_19.742_ID_1323-snap-gene-0.4-mRNA-1_1&gene=maker-NODE_1_length_1065328_cov_19.742_ID_1323-snap-gene-0.4&CDS=1-3528
46	OG0000046	YDR385W, YKL173W, YOR133W	snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-6.150-mRNA-1_1&gene=snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-6.150&CDS=1-2526, snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-6.248-mRNA-1_1&gene=snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-6.248&CDS=1-2919
47	OG0000047	YDR523C, YHR102W	augustus_masked-NODE_13_length_418862_cov_18.7454_ID_1788-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_13_length_418862_cov_18.7454_ID_1788-processed-gene-0.65&CDS=1-1671, snap_masked-NODE_13_length_418862_cov_18.7454_ID_1788-processed-gene-0.94-mRNA-1_1&gene=snap_masked-NODE_13_length_418862_cov_18.7454_ID_1788-processed-gene-0.94&CDS=1-2430, snap_masked-NODE_19_length_184689_cov_19.2526_ID_1898-processed-gene-0.103-mRNA-1_1&gene=snap_masked-NODE_19_length_184689_cov_19.2526_ID_1898-processed-gene-0.103&CDS=1-1659
48	OG0000048	YDR541C, YGL039W, YGL157W, YOL151W	maker-NODE_13_length_418862_cov_18.7454_ID_1788-snap-gene-3.7-mRNA-1_1&gene=maker-NODE_13_length_418862_cov_18.7454_ID_1788-snap-gene-3.7&CDS=1-5052
49	OG0000049	YEL007W, YHR177W	snap_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-0.27&CDS=1-1713, snap_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-3.201-mRNA-1_1&gene=snap_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-3.201&CDS=1-1365, snap_masked-NODE_18_length_328044_cov_21.3707_ID_2954-processed-gene-1.20-mRNA-1_1&gene=snap_masked-NODE_18_length_328044_cov_21.3707_ID_2954-processed-gene-1.20&CDS=1-1083
50	OG0000050	YER017C, YMR089C	augustus_masked-NODE_26_length_100927_cov_18.7495_ID_2454-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_26_length_100927_cov_18.7495_ID_2454-processed-gene-0.35&CDS=1-2169, snap_masked-NODE_27_length_60890_cov_18.3424_ID_2495-processed-gene-0.68-mRNA-1_1&gene=snap_masked-NODE_27_length_60890_cov_18.3424_ID_2495-processed-gene-0.68&CDS=1-2256, snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-1.36-mRNA-1_1&gene=snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-1.36&CDS=1-2157
51	OG0000051	YER185W, YGR213C	maker-NODE_2_length_1055940_cov_18.7611_ID_4341-snap-gene-8.8-mRNA-1_1&gene=maker-NODE_2_length_1055940_cov_18.7611_ID_4341-snap-gene-8.8&CDS=1-840, snap_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-1.116-mRNA-1_1&gene=snap_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-1.116&CDS=1-873, snap_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-1.117-mRNA-1_1&gene=snap_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-1.117&CDS=1-876
52	OG0000052	YFL037W, YLR212C	genemark-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-3.60-mRNA-1_1&gene=genemark-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-3.60&CDS=1-1359, snap_masked-NODE_21_length_170389_cov_19.3193_ID_2324-processed-gene-0.243-mRNA-1_1&gene=snap_masked-NODE_21_length_170389_cov_19.3193_ID_2324-processed-gene-0.243&CDS=1-1350, snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-5.9-mRNA-1_1&gene=snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-5.9&CDS=1-1323
53	OG0000053	YFL050C, YKL064W, YOL130W	snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-6.269-mRNA-1_1&gene=snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-6.269&CDS=1-2001, snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-1.28-mRNA-1_1&gene=snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-1.28&CDS=1-2712
54	OG0000054	YFR038W, YOR304W	augustus_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-4.115-mRNA-1_1&gene=augustus_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-4.115&CDS=1-3465, augustus_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-3.92-mRNA-1_1&gene=augustus_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-3.92&CDS=1-2676, maker-NODE_15_length_376289_cov_21.1717_ID_1409-snap-gene-2.96-mRNA-1_1&gene=maker-NODE_15_length_376289_cov_21.1717_ID_1409-snap-gene-2.96&CDS=1-3183
55	OG0000055	YGL092W, YKL068W, YMR047C	snap_masked-NODE_20_length_182353_cov_19.2443_ID_1960-processed-gene-0.101-mRNA-1_1&gene=snap_masked-NODE_20_length_182353_cov_19.2443_ID_1960-processed-gene-0.101&CDS=1-3051, snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-3.24-mRNA-1_1&gene=snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-3.24&CDS=1-3690
56	OG0000056	YGR056W, YKR008W, YLR357W	maker-NODE_18_length_328044_cov_21.3707_ID_2954-snap-gene-2.7-mRNA-1_1&gene=maker-NODE_18_length_328044_cov_21.3707_ID_2954-snap-gene-2.7&CDS=1-1518, snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-4.42-mRNA-1_1&gene=snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-4.42&CDS=1-2277
57	OG0000057	YGR070W, YLR371W, YLR425W	snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-4.148-mRNA-1_1&gene=snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-4.148&CDS=1-4359, snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-6.108-mRNA-1_1&gene=snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-6.108&CDS=1-4557
58	OG0000058	YGR136W, YJL020C, YPR154W	snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-9.22-mRNA-1_1&gene=snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-9.22&CDS=1-3723, snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-3.35-mRNA-1_1&gene=snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-3.35&CDS=1-816
59	OG0000059	YGR248W, YHR163W, YNR034W	maker-NODE_18_length_328044_cov_21.3707_ID_2954-snap-gene-2.0-mRNA-1_1&gene=maker-NODE_18_length_328044_cov_21.3707_ID_2954-snap-gene-2.0&CDS=1-807, snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-4.61-mRNA-1_1&gene=snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-4.61&CDS=1-759
60	OG0000060	YIL153W, YPL152W	augustus_masked-NODE_17_length_335658_cov_21.0353_ID_2164-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_17_length_335658_cov_21.0353_ID_2164-processed-gene-0.14&CDS=1-2214, augustus_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-4.95-mRNA-1_1&gene=augustus_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-4.95&CDS=1-2595, snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-3.50-mRNA-1_1&gene=snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-3.50&CDS=1-1098
61	OG0000061	YJR126C, YOR256C, YPL176C	snap_masked-NODE_22_length_135448_cov_23.8262_ID_2282-processed-gene-0.171-mRNA-1_1&gene=snap_masked-NODE_22_length_135448_cov_23.8262_ID_2282-processed-gene-0.171&CDS=1-2310, snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-3.29-mRNA-1_1&gene=snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-3.29&CDS=1-2583
62	OG0000062	YKL220C, YLL051C, YNR060W, YOR381W, YOR384W	
63	OG0000063	YKR001C, YLL001W	maker-NODE_8_length_668598_cov_18.9487_ID_973-augustus-gene-2.0-mRNA-1_1&gene=maker-NODE_8_length_668598_cov_18.9487_ID_973-augustus-gene-2.0&CDS=1-5373, snap_masked-NODE_14_length_402958_cov_18.9881_ID_2029-processed-gene-1.99-mRNA-1_1&gene=snap_masked-NODE_14_length_402958_cov_18.9881_ID_2029-processed-gene-1.99&CDS=1-2034, snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-0.95-mRNA-1_1&gene=snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-0.95&CDS=1-2034
64	OG0000064	YKR089C, YMR313C, YOR081C	snap_masked-NODE_17_length_335658_cov_21.0353_ID_2164-processed-gene-0.118-mRNA-1_1&gene=snap_masked-NODE_17_length_335658_cov_21.0353_ID_2164-processed-gene-0.118&CDS=1-1650, snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-5.40-mRNA-1_1&gene=snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-5.40&CDS=1-1839
65	OG0000065	YLR144C, YNR067C	snap_masked-NODE_17_length_335658_cov_21.0353_ID_2164-processed-gene-0.136-mRNA-1_1&gene=snap_masked-NODE_17_length_335658_cov_21.0353_ID_2164-processed-gene-0.136&CDS=1-2109, snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-5.164-mRNA-1_1&gene=snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-5.164&CDS=1-2925, snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-5.77-mRNA-1_1&gene=snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-5.77&CDS=1-2298
66	OG0000066	YMR088C	snap_masked-NODE_22_length_135448_cov_23.8262_ID_2282-processed-gene-0.163-mRNA-1_1&gene=snap_masked-NODE_22_length_135448_cov_23.8262_ID_2282-processed-gene-0.163&CDS=1-1707, snap_masked-NODE_23_length_134032_cov_18.6164_ID_2310-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NODE_23_length_134032_cov_18.6164_ID_2310-processed-gene-0.33&CDS=1-1647, snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-0.116-mRNA-1_1&gene=snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-0.116&CDS=1-1581, snap_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-3.38-mRNA-1_1&gene=snap_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-3.38&CDS=1-2493
67	OG0000067	YOL062C, YPL259C	augustus_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-0.61&CDS=1-1281, maker-NODE_9_length_615366_cov_18.973_ID_1912-snap-gene-5.171-mRNA-1_1&gene=maker-NODE_9_length_615366_cov_18.973_ID_1912-snap-gene-5.171&CDS=1-1317, snap_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-2.137-mRNA-1_1&gene=snap_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-2.137&CDS=1-1329
68	OG0000068	Q0045, Q0065, Q0070	maker-NODE_28_length_34081_cov_2548.36_ID_3895-snap-gene-0.36-mRNA-1_1&gene=maker-NODE_28_length_34081_cov_2548.36_ID_3895-snap-gene-0.36&CDS=1-699, maker-NODE_28_length_34081_cov_2548.36_ID_3895-snap-gene-0.37-mRNA-1_1&gene=maker-NODE_28_length_34081_cov_2548.36_ID_3895-snap-gene-0.37&CDS=1-309
69	OG0000069	Q0105, Q0110, Q0115, Q0120	maker-NODE_28_length_34081_cov_2548.36_ID_3895-snap-gene-0.33-mRNA-1_1&gene=maker-NODE_28_length_34081_cov_2548.36_ID_3895-snap-gene-0.33&CDS=1-267
70	OG0000070	YBL022C, YBR006W	maker-NODE_13_length_418862_cov_18.7454_ID_1788-snap-gene-2.6-mRNA-1_1&gene=maker-NODE_13_length_418862_cov_18.7454_ID_1788-snap-gene-2.6&CDS=1-4680, snap_masked-NODE_19_length_184689_cov_19.2526_ID_1898-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_19_length_184689_cov_19.2526_ID_1898-processed-gene-0.44&CDS=1-1446
71	OG0000071	YBL037W, YPR029C	snap_masked-NODE_13_length_418862_cov_18.7454_ID_1788-processed-gene-2.38-mRNA-1_1&gene=snap_masked-NODE_13_length_418862_cov_18.7454_ID_1788-processed-gene-2.38&CDS=1-2532, snap_masked-NODE_15_length_376289_cov_21.1717_ID_1409-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_15_length_376289_cov_21.1717_ID_1409-processed-gene-0.6&CDS=1-2802
72	OG0000072	YBL051C, YKL074C	snap_masked-NODE_17_length_335658_cov_21.0353_ID_2164-processed-gene-1.26-mRNA-1_1&gene=snap_masked-NODE_17_length_335658_cov_21.0353_ID_2164-processed-gene-1.26&CDS=1-1590, snap_masked-NODE_18_length_328044_cov_21.3707_ID_2954-processed-gene-1.15-mRNA-1_1&gene=snap_masked-NODE_18_length_328044_cov_21.3707_ID_2954-processed-gene-1.15&CDS=1-2328
73	OG0000073	YBL052C, YOR244W	snap_masked-NODE_18_length_328044_cov_21.3707_ID_2954-processed-gene-1.16-mRNA-1_1&gene=snap_masked-NODE_18_length_328044_cov_21.3707_ID_2954-processed-gene-1.16&CDS=1-2271, snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-3.25-mRNA-1_1&gene=snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-3.25&CDS=1-1440
74	OG0000074	YBL088C, YBR136W	snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-9.32-mRNA-1_1&gene=snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-9.32&CDS=1-8511, snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-3.47-mRNA-1_1&gene=snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-3.47&CDS=1-7068
75	OG0000075	YBR009C, YNL030W	snap_masked-NODE_29_length_29367_cov_18.5747_ID_2642-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_29_length_29367_cov_18.5747_ID_2642-processed-gene-0.9&CDS=1-309, snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-4.51-mRNA-1_1&gene=snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-4.51&CDS=1-309
76	OG0000076	YBR021W, YIR028W	snap_masked-NODE_18_length_328044_cov_21.3707_ID_2954-processed-gene-1.21-mRNA-1_1&gene=snap_masked-NODE_18_length_328044_cov_21.3707_ID_2954-processed-gene-1.21&CDS=1-1644, snap_masked-NODE_18_length_328044_cov_21.3707_ID_2954-processed-gene-2.42-mRNA-1_1&gene=snap_masked-NODE_18_length_328044_cov_21.3707_ID_2954-processed-gene-2.42&CDS=1-1644
