	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035671_Phaffomyces_antillensis
48	OG0000048	YDL037C, YIR019C	augustus_masked-flattened_line_275-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_275-processed-gene-0.0&CDS=1-2259, genemark-flattened_line_6-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.23&CDS=1-960, snap_masked-flattened_line_577-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_577-processed-gene-0.1&CDS=1-465
49	OG0000049	YDL174C	snap_masked-flattened_line_14-processed-gene-2.9-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.9&CDS=1-1695, snap_masked-flattened_line_38-processed-gene-1.123-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-1.123&CDS=1-1662, snap_masked-flattened_line_44-processed-gene-0.43-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.43&CDS=1-1692, snap_masked-flattened_line_84-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_84-processed-gene-0.32&CDS=1-1665
50	OG0000050	YDR117C, YGR093W	maker-flattened_line_4-augustus-gene-1.160-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-1.160&CDS=1-2289, snap_masked-flattened_line_100-processed-gene-0.81-mRNA-1_1&gene=snap_masked-flattened_line_100-processed-gene-0.81&CDS=1-1749, snap_masked-flattened_line_157-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_157-processed-gene-0.25&CDS=1-267
51	OG0000051	YDR144C, YLR120C, YLR121C	snap_masked-flattened_line_64-processed-gene-0.81-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.81&CDS=1-1665, snap_masked-flattened_line_64-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.82&CDS=1-1869
52	OG0000052	YDR242W	snap_masked-flattened_line_116-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_116-processed-gene-0.14&CDS=1-1614, snap_masked-flattened_line_52-processed-gene-0.131-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.131&CDS=1-1722, snap_masked-flattened_line_54-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.13&CDS=1-1599, snap_masked-flattened_line_54-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.53&CDS=1-1623
53	OG0000053	YDR533C, YMR322C, YOR391C, YPL280W	snap_masked-flattened_line_180-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_180-processed-gene-0.17&CDS=1-723
54	OG0000054	YER103W, YJL034W	genemark-flattened_line_8-processed-gene-1.55-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.55&CDS=1-2031, snap_masked-flattened_line_30-processed-gene-1.218-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.218&CDS=1-1935, snap_masked-flattened_line_34-processed-gene-0.76-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.76&CDS=1-1926
55	OG0000055	YER133W, YML016C	snap_masked-flattened_line_0-processed-gene-4.37-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.37&CDS=1-1572, snap_masked-flattened_line_44-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.60&CDS=1-981, snap_masked-flattened_line_94-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.69&CDS=1-1662
56	OG0000056	YER185W, YGR213C, YLR046C	augustus_masked-flattened_line_132-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_132-processed-gene-0.8&CDS=1-1035, augustus_masked-flattened_line_40-processed-gene-0.208-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.208&CDS=1-1008
57	OG0000057	YGR192C, YJL052W, YJR009C	snap_masked-flattened_line_10-processed-gene-2.74-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.74&CDS=1-1020, snap_masked-flattened_line_30-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.85&CDS=1-1002
58	OG0000058	YHR032W	snap_masked-flattened_line_0-processed-gene-0.96-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.96&CDS=1-1476, snap_masked-flattened_line_10-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.93&CDS=1-1803, snap_masked-flattened_line_6-processed-gene-3.137-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.137&CDS=1-1704, snap_masked-flattened_line_8-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.51&CDS=1-1662
59	OG0000059	YIL002C, YNL106C, YOR109W	augustus_masked-flattened_line_40-processed-gene-0.234-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.234&CDS=1-3426, genemark-flattened_line_4-processed-gene-2.105-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.105&CDS=1-2694
60	OG0000060	YIL041W	augustus_masked-flattened_line_12-processed-gene-2.206-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.206&CDS=1-738, maker-flattened_line_12-augustus-gene-1.103-mRNA-1_1&gene=maker-flattened_line_12-augustus-gene-1.103&CDS=1-582, snap_masked-flattened_line_38-processed-gene-1.145-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-1.145&CDS=1-951, snap_masked-flattened_line_42-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.56&CDS=1-954
61	OG0000061	YIL107C, YOL136C	genemark-flattened_line_90-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.54&CDS=1-1239, snap_masked-flattened_line_104-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_104-processed-gene-0.9&CDS=1-2295, snap_masked-flattened_line_4-processed-gene-2.7-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.7&CDS=1-1833
62	OG0000062	YKL046C, YMR238W	genemark-flattened_line_82-processed-gene-0.103-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.103&CDS=1-1359, snap_masked-flattened_line_32-processed-gene-1.153-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.153&CDS=1-1350, snap_masked-flattened_line_74-processed-gene-0.103-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.103&CDS=1-1350
63	OG0000063	YKL071W	snap_masked-flattened_line_12-processed-gene-0.128-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.128&CDS=1-756, snap_masked-flattened_line_169-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_169-processed-gene-0.14&CDS=1-762, snap_masked-flattened_line_169-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_169-processed-gene-0.15&CDS=1-756, snap_masked-flattened_line_88-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_88-processed-gene-0.70&CDS=1-756
64	OG0000064	YKL217W	snap_masked-flattened_line_14-processed-gene-2.56-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.56&CDS=1-1524, snap_masked-flattened_line_26-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.22&CDS=1-1656, snap_masked-flattened_line_38-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.58&CDS=1-1614, snap_masked-flattened_line_4-processed-gene-1.119-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.119&CDS=1-1500
65	OG0000065	YKR034W	genemark-flattened_line_50-processed-gene-0.63-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.63&CDS=1-690, snap_masked-flattened_line_12-processed-gene-1.1-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.1&CDS=1-1455, snap_masked-flattened_line_12-processed-gene-2.114-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.114&CDS=1-192, snap_masked-flattened_line_22-processed-gene-0.99-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.99&CDS=1-630
66	OG0000066	YLR155C, YLR157C, YLR158C, YLR160C	snap_masked-flattened_line_80-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.21&CDS=1-1086
67	OG0000067	YLR237W, YOR071C, YOR192C	snap_masked-flattened_line_0-processed-gene-0.121-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.121&CDS=1-1713, snap_masked-flattened_line_149-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_149-processed-gene-0.28&CDS=1-1635
68	OG0000068	YLR342W, YMR306W	snap_masked-flattened_line_12-processed-gene-2.93-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.93&CDS=1-5694, snap_masked-flattened_line_62-processed-gene-0.74-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.74&CDS=1-5514, snap_masked-flattened_line_8-processed-gene-2.179-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.179&CDS=1-5538
69	OG0000069	YNL173C, YPL186C	maker-flattened_line_165-snap-gene-0.36-mRNA-1_1&gene=maker-flattened_line_165-snap-gene-0.36&CDS=1-771, snap_masked-flattened_line_30-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.46&CDS=1-549, snap_masked-flattened_line_44-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.8&CDS=1-873
70	OG0000070	YNL268W, YOR348C	maker-flattened_line_28-snap-gene-1.13-mRNA-1_1&gene=maker-flattened_line_28-snap-gene-1.13&CDS=1-3363, maker-flattened_line_32-snap-gene-0.115-mRNA-1_1&gene=maker-flattened_line_32-snap-gene-0.115&CDS=1-4914, snap_masked-flattened_line_32-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.70&CDS=1-1680
71	OG0000071	YNL283C, YOL105C, YOR008C	snap_masked-flattened_line_26-processed-gene-1.165-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.165&CDS=1-1053, snap_masked-flattened_line_90-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.31&CDS=1-933
72	OG0000072	Q0105, Q0110, Q0115, Q0120	maker-flattened_line_163-snap-gene-0.16-mRNA-1_1&gene=maker-flattened_line_163-snap-gene-0.16&CDS=1-267
73	OG0000073	YAL023C, YGR199W	snap_masked-flattened_line_0-processed-gene-4.69-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.69&CDS=1-2286, snap_masked-flattened_line_36-processed-gene-1.57-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.57&CDS=1-2202
74	OG0000074	YAL054C, YLR153C	snap_masked-flattened_line_12-processed-gene-1.26-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.26&CDS=1-2049, snap_masked-flattened_line_12-processed-gene-1.35-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.35&CDS=1-2007
75	OG0000075	YBL002W, YDR224C	snap_masked-flattened_line_0-processed-gene-2.93-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.93&CDS=1-399, snap_masked-flattened_line_92-processed-gene-0.102-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.102&CDS=1-399
76	OG0000076	YBL011W, YKR067W	snap_masked-flattened_line_102-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_102-processed-gene-0.69&CDS=1-2121, snap_masked-flattened_line_4-processed-gene-3.121-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.121&CDS=1-2043
77	OG0000077	YBL016W, YGR040W	snap_masked-flattened_line_130-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_130-processed-gene-0.10&CDS=1-1119, snap_masked-flattened_line_4-processed-gene-3.152-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.152&CDS=1-1107
78	OG0000078	YBL030C, YBR085W	snap_masked-flattened_line_12-processed-gene-0.117-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.117&CDS=1-921, snap_masked-flattened_line_58-processed-gene-0.43-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.43&CDS=1-906
79	OG0000079	YBL042C, YBR021W, YIR028W	maker-flattened_line_8-augustus-gene-2.119-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-2.119&CDS=1-3522
80	OG0000080	YBL052C, YOR244W	snap_masked-flattened_line_28-processed-gene-1.133-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.133&CDS=1-2460, snap_masked-flattened_line_94-processed-gene-0.83-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.83&CDS=1-1299
81	OG0000081	YBR009C, YNL030W	snap_masked-flattened_line_0-processed-gene-4.65-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.65&CDS=1-309, snap_masked-flattened_line_70-processed-gene-0.106-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.106&CDS=1-309
82	OG0000082	YBR010W, YNL031C	snap_masked-flattened_line_0-processed-gene-4.20-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.20&CDS=1-408, snap_masked-flattened_line_70-processed-gene-0.125-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.125&CDS=1-408
83	OG0000083	YBR011C, YMR267W	genemark-flattened_line_54-processed-gene-0.115-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.115&CDS=1-900, snap_masked-flattened_line_118-processed-gene-0.84-mRNA-1_1&gene=snap_masked-flattened_line_118-processed-gene-0.84&CDS=1-855
84	OG0000084	YBR028C, YPL203W	snap_masked-flattened_line_28-processed-gene-1.108-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.108&CDS=1-1134, snap_masked-flattened_line_52-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.93&CDS=1-1221
85	OG0000085	YBR038W, YNL192W	snap_masked-flattened_line_12-processed-gene-0.133-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.133&CDS=1-3135, snap_masked-flattened_line_28-processed-gene-1.112-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.112&CDS=1-3078
86	OG0000086	YBR118W, YPR080W	augustus_masked-flattened_line_141-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_141-processed-gene-0.0&CDS=1-852, augustus_masked-flattened_line_88-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.0&CDS=1-852
87	OG0000087	YBR139W, YMR297W	snap_masked-flattened_line_54-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.15&CDS=1-1542, snap_masked-flattened_line_86-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.72&CDS=1-1635
88	OG0000088	YBR181C, YPL090C	snap_masked-flattened_line_106-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_106-processed-gene-0.50&CDS=1-708, snap_masked-flattened_line_22-processed-gene-1.219-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.219&CDS=1-708
89	OG0000089	YBR183W, YPL087W	augustus_masked-flattened_line_34-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.8&CDS=1-2394, snap_masked-flattened_line_8-processed-gene-2.159-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.159&CDS=1-870
90	OG0000090	YBR212W, YHR086W	maker-flattened_line_219-augustus-gene-0.3-mRNA-1_1&gene=maker-flattened_line_219-augustus-gene-0.3&CDS=1-1776, snap_masked-flattened_line_32-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.68&CDS=1-1398
91	OG0000091	YBR239C, YJL103C	snap_masked-flattened_line_26-processed-gene-1.145-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.145&CDS=1-1485, snap_masked-flattened_line_40-processed-gene-0.141-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.141&CDS=1-1371
92	OG0000092	YBR263W, YLR058C	snap_masked-flattened_line_116-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_116-processed-gene-0.15&CDS=1-1407, snap_masked-flattened_line_34-processed-gene-1.46-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.46&CDS=1-1476
93	OG0000093	YBR293W, YMR088C	snap_masked-flattened_line_14-processed-gene-0.138-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.138&CDS=1-1767, snap_masked-flattened_line_52-processed-gene-0.118-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.118&CDS=1-1773
94	OG0000094	YCL074W	augustus_masked-flattened_line_1015-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_1015-processed-gene-0.0&CDS=1-255, augustus_masked-flattened_line_521-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_521-processed-gene-0.0&CDS=1-627, snap_masked-flattened_line_1115-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_1115-processed-gene-0.0&CDS=1-309
95	OG0000095	YCR102C, YLR460C, YNL134C	snap_masked-flattened_line_4-processed-gene-3.119-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.119&CDS=1-1110
96	OG0000096	YDL049C, YJL174W	snap_masked-flattened_line_141-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_141-processed-gene-0.41&CDS=1-852, snap_masked-flattened_line_64-processed-gene-0.107-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.107&CDS=1-807
97	OG0000097	YDL056W, YLR182W	augustus_masked-flattened_line_161-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_161-processed-gene-0.3&CDS=1-2241, genemark-flattened_line_18-processed-gene-1.113-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.113&CDS=1-2298
98	OG0000098	YDL066W, YLR174W	snap_masked-flattened_line_16-processed-gene-1.146-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.146&CDS=1-1332, snap_masked-flattened_line_4-processed-gene-0.43-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.43&CDS=1-1230
99	OG0000099	YDL082W, YMR142C	snap_masked-flattened_line_24-processed-gene-1.108-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.108&CDS=1-594, snap_masked-flattened_line_28-processed-gene-0.83-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.83&CDS=1-594
100	OG0000100	YDL091C, YML013W	snap_masked-flattened_line_2-processed-gene-1.50-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.50&CDS=1-1497, snap_masked-flattened_line_42-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.36&CDS=1-1572
101	OG0000101	YDL095W, YDR306C	maker-flattened_line_6-snap-gene-0.4-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-0.4&CDS=1-3537, snap_masked-flattened_line_42-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.31&CDS=1-2301
102	OG0000102	YDL114W, YLR426W	genemark-flattened_line_18-processed-gene-1.157-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.157&CDS=1-867, maker-flattened_line_30-snap-gene-1.72-mRNA-1_1&gene=maker-flattened_line_30-snap-gene-1.72&CDS=1-888
103	OG0000103	YDL138W, YDL194W	maker-flattened_line_28-augustus-gene-1.0-mRNA-1_1&gene=maker-flattened_line_28-augustus-gene-1.0&CDS=1-2913, snap_masked-flattened_line_4-processed-gene-3.148-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.148&CDS=1-1629
104	OG0000104	YDL170W, YNL236W	augustus_masked-flattened_line_0-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.25&CDS=1-4518, snap_masked-flattened_line_14-processed-gene-2.38-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.38&CDS=1-2388
105	OG0000105	YDR037W, YNL073W	genemark-flattened_line_18-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.59&CDS=1-1599, snap_masked-flattened_line_22-processed-gene-1.235-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.235&CDS=1-1740
106	OG0000106	YDR038C, YDR039C, YDR040C	snap_masked-flattened_line_94-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.63&CDS=1-3135
107	OG0000107	YDR089W, YJL012C	genemark-flattened_line_2-processed-gene-3.26-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.26&CDS=1-2424, snap_masked-flattened_line_22-processed-gene-0.96-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.96&CDS=1-2124
108	OG0000108	YDR109C, YNL249C	snap_masked-flattened_line_4-processed-gene-3.103-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.103&CDS=1-2169, snap_masked-flattened_line_8-processed-gene-2.217-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.217&CDS=1-1638
109	OG0000109	YDR118W	snap_masked-flattened_line_100-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_100-processed-gene-0.59&CDS=1-1821, snap_masked-flattened_line_157-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_157-processed-gene-0.19&CDS=1-390, snap_masked-flattened_line_231-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_231-processed-gene-0.4&CDS=1-396
110	OG0000110	YDR135C, YLL015W	snap_masked-flattened_line_0-processed-gene-4.62-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.62&CDS=1-4590, snap_masked-flattened_line_108-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_108-processed-gene-0.19&CDS=1-4398
