	OrthologID	Brettanomyces_anomalus	Saccharomyces_cerevisiae
73	OG0000073	augustus_masked-LCTY01000005.1-processed-gene-3.14-mRNA-1_1&gene=augustus_masked-LCTY01000005.1-processed-gene-3.14&CDS=1-528, snap_masked-LCTY01000005.1-processed-gene-1.119-mRNA-1_1&gene=snap_masked-LCTY01000005.1-processed-gene-1.119&CDS=1-717	YDR178W, YLR164W
74	OG0000074	augustus_masked-LCTY01000005.1-processed-gene-6.116-mRNA-1_1&gene=augustus_masked-LCTY01000005.1-processed-gene-6.116&CDS=1-1719, augustus_masked-LCTY01000011.1-processed-gene-3.44-mRNA-1_1&gene=augustus_masked-LCTY01000011.1-processed-gene-3.44&CDS=1-1698, augustus_masked-LCTY01000016.1-processed-gene-1.185-mRNA-1_1&gene=augustus_masked-LCTY01000016.1-processed-gene-1.185&CDS=1-1494	YDL174C
75	OG0000075	augustus_masked-LCTY01000005.1-processed-gene-6.123-mRNA-1_1&gene=augustus_masked-LCTY01000005.1-processed-gene-6.123&CDS=1-1251, augustus_masked-LCTY01000008.1-processed-gene-4.181-mRNA-1_1&gene=augustus_masked-LCTY01000008.1-processed-gene-4.181&CDS=1-921, augustus_masked-LCTY01000008.1-processed-gene-4.183-mRNA-1_1&gene=augustus_masked-LCTY01000008.1-processed-gene-4.183&CDS=1-891	YOR049C
76	OG0000076	augustus_masked-LCTY01000005.1-processed-gene-7.30-mRNA-1_1&gene=augustus_masked-LCTY01000005.1-processed-gene-7.30&CDS=1-1512, snap_masked-LCTY01000020.1-processed-gene-0.28-mRNA-1_1&gene=snap_masked-LCTY01000020.1-processed-gene-0.28&CDS=1-1491	YMR169C, YMR170C
77	OG0000077	maker-LCTY01000005.1-augustus-gene-9.48-mRNA-1_1&gene=maker-LCTY01000005.1-augustus-gene-9.48&CDS=1-747	YCL067C, YCR039C, YCR096C
78	OG0000078	augustus_masked-LCTY01000005.1-processed-gene-10.137-mRNA-1_1&gene=augustus_masked-LCTY01000005.1-processed-gene-10.137&CDS=1-387, augustus_masked-LCTY01000006.1-processed-gene-3.54-mRNA-1_1&gene=augustus_masked-LCTY01000006.1-processed-gene-3.54&CDS=1-387	YBL003C, YDR225W
79	OG0000079	augustus_masked-LCTY01000005.1-processed-gene-10.119-mRNA-1_1&gene=augustus_masked-LCTY01000005.1-processed-gene-10.119&CDS=1-366, augustus_masked-LCTY01000006.1-processed-gene-3.51-mRNA-1_1&gene=augustus_masked-LCTY01000006.1-processed-gene-3.51&CDS=1-366	YBL002W, YDR224C
80	OG0000080	augustus_masked-LCTY01000005.1-processed-gene-12.38-mRNA-1_1&gene=augustus_masked-LCTY01000005.1-processed-gene-12.38&CDS=1-1194, augustus_masked-LCTY01000005.1-processed-gene-12.39-mRNA-1_1&gene=augustus_masked-LCTY01000005.1-processed-gene-12.39&CDS=1-1614	YOR390W, YPL279C
81	OG0000081	augustus_masked-LCTY01000006.1-processed-gene-3.82-mRNA-1_1&gene=augustus_masked-LCTY01000006.1-processed-gene-3.82&CDS=1-909	YFL059W, YMR096W, YNL333W
82	OG0000082	augustus_masked-LCTY01000006.1-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-LCTY01000006.1-processed-gene-3.62&CDS=1-699	YFL060C, YMR095C, YNL334C
83	OG0000083	augustus_masked-LCTY01000006.1-processed-gene-3.65-mRNA-1_1&gene=augustus_masked-LCTY01000006.1-processed-gene-3.65&CDS=1-1050, augustus_masked-LCTY01000006.1-processed-gene-3.66-mRNA-1_1&gene=augustus_masked-LCTY01000006.1-processed-gene-3.66&CDS=1-1056, augustus_masked-LCTY01000007.1-processed-gene-4.44-mRNA-1_1&gene=augustus_masked-LCTY01000007.1-processed-gene-4.44&CDS=1-1065	YJR107W
84	OG0000084	augustus_masked-LCTY01000006.1-processed-gene-4.48-mRNA-1_1&gene=augustus_masked-LCTY01000006.1-processed-gene-4.48&CDS=1-291, augustus_masked-LCTY01000010.1-processed-gene-3.68-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-3.68&CDS=1-402	YER029C, YER146W
85	OG0000085	augustus_masked-LCTY01000009.1-processed-gene-2.2-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-2.2&CDS=1-2448, maker-LCTY01000006.1-snap-gene-4.129-mRNA-1_1&gene=maker-LCTY01000006.1-snap-gene-4.129&CDS=1-912	YGR249W, YOR140W
86	OG0000086	augustus_masked-LCTY01000006.1-processed-gene-5.13-mRNA-1_1&gene=augustus_masked-LCTY01000006.1-processed-gene-5.13&CDS=1-993	YLL062C, YMR321C, YPL273W
87	OG0000087	augustus_masked-LCTY01000006.1-processed-gene-5.29-mRNA-1_1&gene=augustus_masked-LCTY01000006.1-processed-gene-5.29&CDS=1-1920, augustus_masked-LCTY01000011.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-LCTY01000011.1-processed-gene-0.11&CDS=1-2037	YER054C, YIL045W
88	OG0000088	augustus_masked-LCTY01000006.1-processed-gene-6.71-mRNA-1_1&gene=augustus_masked-LCTY01000006.1-processed-gene-6.71&CDS=1-1902	YOR389W, YPL277C, YPL278C
89	OG0000089	augustus_masked-LCTY01000007.1-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-LCTY01000007.1-processed-gene-1.78&CDS=1-1416, augustus_masked-LCTY01000010.1-processed-gene-4.52-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.52&CDS=1-1500	YDR125C, YLR099C
90	OG0000090	augustus_masked-LCTY01000012.1-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-LCTY01000012.1-processed-gene-1.84&CDS=1-831, snap_masked-LCTY01000007.1-processed-gene-4.0-mRNA-1_1&gene=snap_masked-LCTY01000007.1-processed-gene-4.0&CDS=1-630	YLR178C, YLR179C
91	OG0000091	augustus_masked-LCTY01000007.1-processed-gene-4.63-mRNA-1_1&gene=augustus_masked-LCTY01000007.1-processed-gene-4.63&CDS=1-309, augustus_masked-LCTY01000013.1-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-LCTY01000013.1-processed-gene-2.105&CDS=1-309	YBR009C, YNL030W
92	OG0000092	augustus_masked-LCTY01000007.1-processed-gene-4.52-mRNA-1_1&gene=augustus_masked-LCTY01000007.1-processed-gene-4.52&CDS=1-408, augustus_masked-LCTY01000013.1-processed-gene-2.138-mRNA-1_1&gene=augustus_masked-LCTY01000013.1-processed-gene-2.138&CDS=1-408	YBR010W, YNL031C
93	OG0000093	augustus_masked-LCTY01000008.1-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-LCTY01000008.1-processed-gene-3.28&CDS=1-441, augustus_masked-LCTY01000011.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LCTY01000011.1-processed-gene-0.3&CDS=1-624	YBR082C, YGR133W
94	OG0000094	augustus_masked-LCTY01000009.1-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-0.56&CDS=1-1686	YLR237W, YOR071C, YOR192C
95	OG0000095	snap_masked-LCTY01000009.1-processed-gene-0.72-mRNA-1_1&gene=snap_masked-LCTY01000009.1-processed-gene-0.72&CDS=1-798, snap_masked-LCTY01000009.1-processed-gene-0.74-mRNA-1_1&gene=snap_masked-LCTY01000009.1-processed-gene-0.74&CDS=1-1593	YDL088C, YMR153W
96	OG0000096	augustus_masked-LCTY01000010.1-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-3.81&CDS=1-1689, augustus_masked-LCTY01000018.1-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-LCTY01000018.1-processed-gene-0.76&CDS=1-1383	YCL037C, YDR515W
97	OG0000097	augustus_masked-LCTY01000011.1-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-LCTY01000011.1-processed-gene-2.9&CDS=1-1878, augustus_masked-LCTY01000013.1-processed-gene-2.129-mRNA-1_1&gene=augustus_masked-LCTY01000013.1-processed-gene-2.129&CDS=1-1965	YBR238C, YGL107C
98	OG0000098	augustus_masked-LCTY01000013.1-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-LCTY01000013.1-processed-gene-0.71&CDS=1-828, augustus_masked-LCTY01000014.1-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-LCTY01000014.1-processed-gene-1.74&CDS=1-933	YBR002C, YMR101C
99	OG0000099	augustus_masked-LCTY01000013.1-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-LCTY01000013.1-processed-gene-1.53&CDS=1-654	YAR002C-A, YGL002W, YHR110W
100	OG0000100	snap_masked-LCTY01000014.1-processed-gene-1.102-mRNA-1_1&gene=snap_masked-LCTY01000014.1-processed-gene-1.102&CDS=1-3270	YDR038C, YDR039C, YDR040C
101	OG0000101	augustus_masked-LCTY01000014.1-processed-gene-2.113-mRNA-1_1&gene=augustus_masked-LCTY01000014.1-processed-gene-2.113&CDS=1-1488, augustus_masked-LCTY01000020.1-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-LCTY01000020.1-processed-gene-0.46&CDS=1-1287	YJL081C, YPR034W
102	OG0000102	maker-LCTY01000019.1-snap-gene-0.16-mRNA-1_1&gene=maker-LCTY01000019.1-snap-gene-0.16&CDS=1-303	Q0045, Q0065, Q0070
103	OG0000103	augustus_masked-LCTY01000001.1-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-0.38&CDS=1-1761, augustus_masked-LCTY01000014.1-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-LCTY01000014.1-processed-gene-0.55&CDS=1-450	YDR244W
104	OG0000104	augustus_masked-LCTY01000001.1-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-0.57&CDS=1-1833, augustus_masked-LCTY01000001.1-processed-gene-12.21-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-12.21&CDS=1-1794	YDR536W
105	OG0000105	augustus_masked-LCTY01000001.1-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-1.40&CDS=1-3690	YNL087W, YOR086C
106	OG0000106	augustus_masked-LCTY01000001.1-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-1.66&CDS=1-201	YLR264W, YOR167C
107	OG0000107	augustus_masked-LCTY01000001.1-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-1.51&CDS=1-738, genemark-LCTY01000001.1-processed-gene-7.35-mRNA-1_1&gene=genemark-LCTY01000001.1-processed-gene-7.35&CDS=1-399	YNL322C
108	OG0000108	augustus_masked-LCTY01000001.1-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-1.52&CDS=1-1665	YLR287C-A, YOR182C
109	OG0000109	augustus_masked-LCTY01000001.1-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-2.47&CDS=1-747	YGR248W, YHR163W
110	OG0000110	maker-LCTY01000001.1-augustus-gene-3.79-mRNA-1_1&gene=maker-LCTY01000001.1-augustus-gene-3.79&CDS=1-1593	YGL162W, YPR009W
111	OG0000111	augustus_masked-LCTY01000001.1-processed-gene-3.30-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-3.30&CDS=1-1275	YFR014C, YOL016C
112	OG0000112	augustus_masked-LCTY01000001.1-processed-gene-3.13-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-3.13&CDS=1-894	YLR270W, YOR173W
113	OG0000113	augustus_masked-LCTY01000001.1-processed-gene-3.20-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-3.20&CDS=1-945	YDR368W, YOR120W
114	OG0000114	augustus_masked-LCTY01000001.1-processed-gene-4.76-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-4.76&CDS=1-2121	YER066W, YFL009W
115	OG0000115	augustus_masked-LCTY01000001.1-processed-gene-8.81-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-8.81&CDS=1-1626, genemark-LCTY01000001.1-processed-gene-4.127-mRNA-1_1&gene=genemark-LCTY01000001.1-processed-gene-4.127&CDS=1-2001	YGL023C
116	OG0000116	augustus_masked-LCTY01000001.1-processed-gene-4.63-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-4.63&CDS=1-894, maker-LCTY01000002.1-snap-gene-4.3-mRNA-1_1&gene=maker-LCTY01000002.1-snap-gene-4.3&CDS=1-846	YLL056C
117	OG0000117	snap_masked-LCTY01000001.1-processed-gene-4.20-mRNA-1_1&gene=snap_masked-LCTY01000001.1-processed-gene-4.20&CDS=1-450, snap_masked-LCTY01000008.1-processed-gene-4.123-mRNA-1_1&gene=snap_masked-LCTY01000008.1-processed-gene-4.123&CDS=1-192	YFL014W
118	OG0000118	augustus_masked-LCTY01000001.1-processed-gene-5.120-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-5.120&CDS=1-1026, augustus_masked-LCTY01000004.1-processed-gene-4.78-mRNA-1_1&gene=augustus_masked-LCTY01000004.1-processed-gene-4.78&CDS=1-1017	YDL144C
119	OG0000119	augustus_masked-LCTY01000001.1-processed-gene-5.141-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-5.141&CDS=1-4164	YCL024W, YDR507C
120	OG0000120	maker-LCTY01000001.1-augustus-gene-6.5-mRNA-1_1&gene=maker-LCTY01000001.1-augustus-gene-6.5&CDS=1-3930	YGL049C, YGR162W
121	OG0000121	augustus_masked-LCTY01000001.1-processed-gene-6.76-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-6.76&CDS=1-2490, augustus_masked-LCTY01000008.1-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-LCTY01000008.1-processed-gene-1.62&CDS=1-1992	YDR034C
122	OG0000122	augustus_masked-LCTY01000001.1-processed-gene-6.63-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-6.63&CDS=1-1341	YMR253C, YPL264C
123	OG0000123	augustus_masked-LCTY01000001.1-processed-gene-7.49-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-7.49&CDS=1-3189	YML109W, YMR273C
124	OG0000124	maker-LCTY01000001.1-snap-gene-7.2-mRNA-1_1&gene=maker-LCTY01000001.1-snap-gene-7.2&CDS=1-3423	YDR497C, YOL103W
125	OG0000125	genemark-LCTY01000001.1-processed-gene-8.19-mRNA-1_1&gene=genemark-LCTY01000001.1-processed-gene-8.19&CDS=1-495	YDR418W, YEL054C
126	OG0000126	augustus_masked-LCTY01000001.1-processed-gene-8.86-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-8.86&CDS=1-2457	YDR458C, YML034W
127	OG0000127	augustus_masked-LCTY01000001.1-processed-gene-11.3-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-11.3&CDS=1-1377, snap_masked-LCTY01000001.1-processed-gene-8.52-mRNA-1_1&gene=snap_masked-LCTY01000001.1-processed-gene-8.52&CDS=1-1527	YKL221W
128	OG0000128	augustus_masked-LCTY01000001.1-processed-gene-8.91-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-8.91&CDS=1-2502	YBR270C, YJL058C
129	OG0000129	augustus_masked-LCTY01000001.1-processed-gene-10.81-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-10.81&CDS=1-642, genemark-LCTY01000001.1-processed-gene-9.116-mRNA-1_1&gene=genemark-LCTY01000001.1-processed-gene-9.116&CDS=1-666	YDR054C
130	OG0000130	augustus_masked-LCTY01000001.1-processed-gene-9.23-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-9.23&CDS=1-975, augustus_masked-LCTY01000019.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LCTY01000019.1-processed-gene-0.0&CDS=1-606	YBR231C
131	OG0000131	augustus_masked-LCTY01000001.1-processed-gene-9.12-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-9.12&CDS=1-1326	YCL011C, YNL004W
132	OG0000132	augustus_masked-LCTY01000001.1-processed-gene-9.37-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-9.37&CDS=1-2760	YJL098W, YKR028W
133	OG0000133	augustus_masked-LCTY01000001.1-processed-gene-10.45-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-10.45&CDS=1-2433	YJL082W, YKR018C
134	OG0000134	augustus_masked-LCTY01000001.1-processed-gene-10.49-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-10.49&CDS=1-1452	YFR053C, YGL253W
135	OG0000135	augustus_masked-LCTY01000001.1-processed-gene-10.54-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-10.54&CDS=1-741, augustus_masked-LCTY01000012.1-processed-gene-2.134-mRNA-1_1&gene=augustus_masked-LCTY01000012.1-processed-gene-2.134&CDS=1-870	YKL040C
136	OG0000136	augustus_masked-LCTY01000001.1-processed-gene-11.30-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-11.30&CDS=1-423, augustus_masked-LCTY01000002.1-processed-gene-12.142-mRNA-1_1&gene=augustus_masked-LCTY01000002.1-processed-gene-12.142&CDS=1-426	YJR044C
137	OG0000137	augustus_masked-LCTY01000005.1-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-LCTY01000005.1-processed-gene-2.89&CDS=1-1389, maker-LCTY01000001.1-snap-gene-11.94-mRNA-1_1&gene=maker-LCTY01000001.1-snap-gene-11.94&CDS=1-1350	YNL237W
138	OG0000138	maker-LCTY01000001.1-augustus-gene-11.90-mRNA-1_1&gene=maker-LCTY01000001.1-augustus-gene-11.90&CDS=1-1947	YBL067C, YER098W
139	OG0000139	augustus_masked-LCTY01000001.1-processed-gene-11.16-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-11.16&CDS=1-597	YBL072C, YER102W
140	OG0000140	snap_masked-LCTY01000001.1-processed-gene-11.81-mRNA-1_1&gene=snap_masked-LCTY01000001.1-processed-gene-11.81&CDS=1-1278	YBR078W, YDR055W
141	OG0000141	augustus_masked-LCTY01000001.1-processed-gene-13.32-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-13.32&CDS=1-855, augustus_masked-LCTY01000006.1-processed-gene-6.56-mRNA-1_1&gene=augustus_masked-LCTY01000006.1-processed-gene-6.56&CDS=1-777	YDR090C
142	OG0000142	augustus_masked-LCTY01000001.1-processed-gene-14.133-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-14.133&CDS=1-1062, augustus_masked-LCTY01000005.1-processed-gene-10.111-mRNA-1_1&gene=augustus_masked-LCTY01000005.1-processed-gene-10.111&CDS=1-1062	YBL016W
143	OG0000143	snap_masked-LCTY01000001.1-processed-gene-14.92-mRNA-1_1&gene=snap_masked-LCTY01000001.1-processed-gene-14.92&CDS=1-3033	YBR150C, YOL089C
144	OG0000144	augustus_masked-LCTY01000001.1-processed-gene-14.119-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-14.119&CDS=1-1797	YHR117W, YNL121C
145	OG0000145	maker-LCTY01000001.1-snap-gene-14.56-mRNA-1_1&gene=maker-LCTY01000001.1-snap-gene-14.56&CDS=1-2370	YKL121W, YMR102C
146	OG0000146	augustus_masked-LCTY01000001.1-processed-gene-15.56-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-15.56&CDS=1-708	YBR181C, YPL090C
147	OG0000147	augustus_masked-LCTY01000001.1-processed-gene-15.59-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-15.59&CDS=1-2121	YCR026C, YEL016C
148	OG0000148	augustus_masked-LCTY01000001.1-processed-gene-15.49-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-15.49&CDS=1-1314	YGR141W, YPR157W
149	OG0000149	augustus_masked-LCTY01000001.1-processed-gene-15.74-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-15.74&CDS=1-1698	YEL041W, YJR049C
150	OG0000150	snap_masked-LCTY01000001.1-processed-gene-16.75-mRNA-1_1&gene=snap_masked-LCTY01000001.1-processed-gene-16.75&CDS=1-357	YER131W, YGL189C
151	OG0000151	augustus_masked-LCTY01000001.1-processed-gene-16.40-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-16.40&CDS=1-2895	YJL084C, YKR021W
152	OG0000152	augustus_masked-LCTY01000001.1-processed-gene-17.126-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-17.126&CDS=1-921, augustus_masked-LCTY01000002.1-processed-gene-4.63-mRNA-1_1&gene=augustus_masked-LCTY01000002.1-processed-gene-4.63&CDS=1-885	YJL158C
153	OG0000153	augustus_masked-LCTY01000001.1-processed-gene-17.98-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-17.98&CDS=1-1725	YDL085W, YMR145C
154	OG0000154	augustus_masked-LCTY01000001.1-processed-gene-17.109-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-17.109&CDS=1-2028	YLR098C, YOR337W
155	OG0000155	augustus_masked-LCTY01000001.1-processed-gene-17.146-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-17.146&CDS=1-1257	YJL133W, YKR052C
156	OG0000156	maker-LCTY01000002.1-snap-gene-0.39-mRNA-1_1&gene=maker-LCTY01000002.1-snap-gene-0.39&CDS=1-2790	YDR502C, YLR180W
157	OG0000157	augustus_masked-LCTY01000002.1-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-LCTY01000002.1-processed-gene-0.78&CDS=1-246	YDR500C, YLR185W
158	OG0000158	augustus_masked-LCTY01000002.1-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-LCTY01000002.1-processed-gene-0.107&CDS=1-753	YOR285W, YOR286W
159	OG0000159	augustus_masked-LCTY01000002.1-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-LCTY01000002.1-processed-gene-1.89&CDS=1-2667	YKL072W, YMR053C
160	OG0000160	augustus_masked-LCTY01000002.1-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-LCTY01000002.1-processed-gene-1.96&CDS=1-2151	YJL112W, YKR036C
161	OG0000161	augustus_masked-LCTY01000002.1-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-LCTY01000002.1-processed-gene-1.115&CDS=1-2109	YNL293W, YOL112W
162	OG0000162	augustus_masked-LCTY01000002.1-processed-gene-2.80-mRNA-1_1&gene=augustus_masked-LCTY01000002.1-processed-gene-2.80&CDS=1-849, snap_masked-LCTY01000003.1-processed-gene-12.83-mRNA-1_1&gene=snap_masked-LCTY01000003.1-processed-gene-12.83&CDS=1-2949	YDR028C
163	OG0000163	augustus_masked-LCTY01000002.1-processed-gene-2.93-mRNA-1_1&gene=augustus_masked-LCTY01000002.1-processed-gene-2.93&CDS=1-2973	YFR022W, YOR018W
164	OG0000164	augustus_masked-LCTY01000002.1-processed-gene-2.109-mRNA-1_1&gene=augustus_masked-LCTY01000002.1-processed-gene-2.109&CDS=1-2553, snap_masked-LCTY01000009.1-processed-gene-4.65-mRNA-1_1&gene=snap_masked-LCTY01000009.1-processed-gene-4.65&CDS=1-300	YER041W
165	OG0000165	augustus_masked-LCTY01000002.1-processed-gene-3.47-mRNA-1_1&gene=augustus_masked-LCTY01000002.1-processed-gene-3.47&CDS=1-1821	YGR092W, YPR111W
166	OG0000166	augustus_masked-LCTY01000002.1-processed-gene-3.53-mRNA-1_1&gene=augustus_masked-LCTY01000002.1-processed-gene-3.53&CDS=1-759	YDR098C, YER174C
167	OG0000167	augustus_masked-LCTY01000002.1-processed-gene-3.71-mRNA-1_1&gene=augustus_masked-LCTY01000002.1-processed-gene-3.71&CDS=1-1440	YEL047C, YJR051W
168	OG0000168	genemark-LCTY01000002.1-processed-gene-3.115-mRNA-1_1&gene=genemark-LCTY01000002.1-processed-gene-3.115&CDS=1-2475	YJR061W, YKL201C
169	OG0000169	augustus_masked-LCTY01000002.1-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-LCTY01000002.1-processed-gene-3.74&CDS=1-1083	YBR066C, YDR043C
170	OG0000170	maker-LCTY01000002.1-augustus-gene-3.130-mRNA-1_1&gene=maker-LCTY01000002.1-augustus-gene-3.130&CDS=1-5862	YNL299W, YOL115W
171	OG0000171	augustus_masked-LCTY01000002.1-processed-gene-3.84-mRNA-1_1&gene=augustus_masked-LCTY01000002.1-processed-gene-3.84&CDS=1-4824	YEL022W, YJR031C
172	OG0000172	augustus_masked-LCTY01000002.1-processed-gene-4.54-mRNA-1_1&gene=augustus_masked-LCTY01000002.1-processed-gene-4.54&CDS=1-1014	YBR147W, YOL092W
173	OG0000173	augustus_masked-LCTY01000002.1-processed-gene-4.73-mRNA-1_1&gene=augustus_masked-LCTY01000002.1-processed-gene-4.73&CDS=1-561	YER067W, YIL057C
174	OG0000174	genemark-LCTY01000002.1-processed-gene-4.32-mRNA-1_1&gene=genemark-LCTY01000002.1-processed-gene-4.32&CDS=1-8997	YBL106C, YPR032W
175	OG0000175	maker-LCTY01000002.1-augustus-gene-4.1-mRNA-1_1&gene=maker-LCTY01000002.1-augustus-gene-4.1&CDS=1-1503	YDR348C, YHR097C
176	OG0000176	augustus_masked-LCTY01000002.1-processed-gene-5.56-mRNA-1_1&gene=augustus_masked-LCTY01000002.1-processed-gene-5.56&CDS=1-1200	YHR132W-A, YNL157W
177	OG0000177	augustus_masked-LCTY01000002.1-processed-gene-5.60-mRNA-1_1&gene=augustus_masked-LCTY01000002.1-processed-gene-5.60&CDS=1-2667	YBL085W, YER114C
178	OG0000178	augustus_masked-LCTY01000002.1-processed-gene-5.77-mRNA-1_1&gene=augustus_masked-LCTY01000002.1-processed-gene-5.77&CDS=1-1209	YDR151C, YLR136C
179	OG0000179	augustus_masked-LCTY01000002.1-processed-gene-6.47-mRNA-1_1&gene=augustus_masked-LCTY01000002.1-processed-gene-6.47&CDS=1-3708	YGR238C, YHR158C
180	OG0000180	augustus_masked-LCTY01000002.1-processed-gene-6.50-mRNA-1_1&gene=augustus_masked-LCTY01000002.1-processed-gene-6.50&CDS=1-2487	YDL109C, YGL144C
181	OG0000181	snap_masked-LCTY01000002.1-processed-gene-6.15-mRNA-1_1&gene=snap_masked-LCTY01000002.1-processed-gene-6.15&CDS=1-3054	YBR033W, YKL038W
