	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034901_Ogataea_methylivora
90	OG0000090	YBL059C-A	genemark-flattened_line_0-processed-gene-2.99-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.99&CDS=1-312, genemark-flattened_line_0-processed-gene-9.31-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.31&CDS=1-312
91	OG0000091	YBL061C	genemark-flattened_line_0-processed-gene-2.93-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.93&CDS=1-1857, genemark-flattened_line_0-processed-gene-9.37-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.37&CDS=1-1857
92	OG0000092	YBL063W	genemark-flattened_line_0-processed-gene-2.97-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.97&CDS=1-3297, genemark-flattened_line_0-processed-gene-9.33-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.33&CDS=1-3297
93	OG0000093	YBL064C	genemark-flattened_line_0-processed-gene-2.76-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.76&CDS=1-744, genemark-flattened_line_0-processed-gene-9.47-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.47&CDS=1-744
94	OG0000094	YBL066C	genemark-flattened_line_0-processed-gene-2.77-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.77&CDS=1-3096, genemark-flattened_line_0-processed-gene-9.46-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.46&CDS=1-3096
95	OG0000095	YBL071W-A	augustus_masked-flattened_line_0-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.40&CDS=1-225, augustus_masked-flattened_line_0-processed-gene-9.135-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.135&CDS=1-225
96	OG0000096	YBL087C, YER117W	genemark-flattened_line_42-processed-gene-0.235-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.235&CDS=1-411
97	OG0000097	YBL101C, YPR030W	genemark-flattened_line_10-processed-gene-2.115-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.115&CDS=1-3753
98	OG0000098	YBL106C, YPR032W	genemark-flattened_line_96-processed-gene-0.98-mRNA-1_1&gene=genemark-flattened_line_96-processed-gene-0.98&CDS=1-3153
99	OG0000099	YBR001C, YDR001C	genemark-flattened_line_18-processed-gene-1.261-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.261&CDS=1-2628
100	OG0000100	YBR005W, YDR003W	genemark-flattened_line_70-processed-gene-0.88-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.88&CDS=1-600
101	OG0000101	YBR008C	genemark-flattened_line_82-processed-gene-0.137-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.137&CDS=1-2133, genemark-flattened_line_82-processed-gene-0.164-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.164&CDS=1-2139
102	OG0000102	YBR014C, YDL010W	genemark-flattened_line_64-processed-gene-0.228-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.228&CDS=1-843
103	OG0000103	YBR020W, YDR009W	genemark-flattened_line_141-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_141-processed-gene-0.6&CDS=1-1530
104	OG0000104	YBR021W, YIR028W	maker-flattened_line_10-snap-gene-2.244-mRNA-1_1&gene=maker-flattened_line_10-snap-gene-2.244&CDS=1-3318
105	OG0000105	YBR031W, YDR012W	genemark-flattened_line_24-processed-gene-1.117-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.117&CDS=1-1071
106	OG0000106	YBR033W, YKL038W	augustus_masked-flattened_line_128-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_128-processed-gene-0.49&CDS=1-2316
107	OG0000107	YBR038W	genemark-flattened_line_0-processed-gene-6.27-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.27&CDS=1-3105, genemark-flattened_line_0-processed-gene-6.5-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.5&CDS=1-3105
108	OG0000108	YBR047W	genemark-flattened_line_0-processed-gene-0.67-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.67&CDS=1-648, genemark-flattened_line_0-processed-gene-11.217-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-11.217&CDS=1-648
109	OG0000109	YBR048W, YDR025W	genemark-flattened_line_64-processed-gene-0.226-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.226&CDS=1-465
110	OG0000110	YBR055C	augustus_masked-flattened_line_0-processed-gene-6.113-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.113&CDS=1-2700, genemark-flattened_line_0-processed-gene-6.6-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.6&CDS=1-2700
111	OG0000111	YBR066C, YDR043C	genemark-flattened_line_135-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_135-processed-gene-0.24&CDS=1-1074
112	OG0000112	YBR067C, YIL011W	genemark-flattened_line_52-processed-gene-0.76-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.76&CDS=1-636
113	OG0000113	YBR078W, YDR055W	genemark-flattened_line_38-processed-gene-1.135-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.135&CDS=1-1275
114	OG0000114	YBR096W	genemark-flattened_line_0-processed-gene-3.66-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.66&CDS=1-723, genemark-flattened_line_0-processed-gene-9.11-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.11&CDS=1-723
115	OG0000115	YBR104W, YPR058W	genemark-flattened_line_66-processed-gene-0.124-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.124&CDS=1-912
116	OG0000116	YBR140C, YOL081W	genemark-flattened_line_18-processed-gene-0.46-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.46&CDS=1-8526
117	OG0000117	YBR150C, YOL089C	augustus_masked-flattened_line_8-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.93&CDS=1-2751
118	OG0000118	YBR161W, YPL057C	genemark-flattened_line_8-processed-gene-2.102-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.102&CDS=1-1107
119	OG0000119	YBR163W	genemark-flattened_line_0-processed-gene-4.99-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.99&CDS=1-1953, genemark-flattened_line_0-processed-gene-7.62-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.62&CDS=1-1953
120	OG0000120	YBR167C	genemark-flattened_line_1-processed-gene-2.84-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-2.84&CDS=1-489, genemark-flattened_line_1-processed-gene-3.51-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-3.51&CDS=1-489
121	OG0000121	YBR172C, YPL105C	snap_masked-flattened_line_10-processed-gene-0.116-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.116&CDS=1-2556
122	OG0000122	YBR177C, YPL095C	genemark-flattened_line_40-processed-gene-0.132-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.132&CDS=1-1353
123	OG0000123	YBR181C, YPL090C	genemark-flattened_line_10-processed-gene-2.116-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.116&CDS=1-708
124	OG0000124	YBR192W	genemark-flattened_line_1-processed-gene-1.48-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-1.48&CDS=1-1095, genemark-flattened_line_1-processed-gene-5.90-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-5.90&CDS=1-1095
125	OG0000125	YBR193C	augustus_masked-flattened_line_1-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-1.126&CDS=1-651, augustus_masked-flattened_line_1-processed-gene-5.166-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-5.166&CDS=1-651
126	OG0000126	YBR196C	genemark-flattened_line_0-processed-gene-10.59-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-10.59&CDS=1-1641, genemark-flattened_line_0-processed-gene-2.87-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.87&CDS=1-1641
127	OG0000127	YBR198C	genemark-flattened_line_0-processed-gene-10.55-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-10.55&CDS=1-2517, genemark-flattened_line_0-processed-gene-2.89-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.89&CDS=1-2517
128	OG0000128	YBR203W	augustus_masked-flattened_line_1-processed-gene-5.189-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-5.189&CDS=1-1698, snap_masked-flattened_line_1-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-0.38&CDS=1-1680
129	OG0000129	YBR205W, YOR099W	genemark-flattened_line_120-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_120-processed-gene-0.39&CDS=1-1395
130	OG0000130	YBR214W, YGL056C	genemark-flattened_line_36-processed-gene-0.96-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.96&CDS=1-1485
131	OG0000131	YBR216C, YGL060W	augustus_masked-flattened_line_26-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.102&CDS=1-1995
132	OG0000132	YBR222C	genemark-flattened_line_0-processed-gene-5.109-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.109&CDS=1-1674, genemark-flattened_line_0-processed-gene-7.73-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.73&CDS=1-1674
133	OG0000133	YBR239C	genemark-flattened_line_0-processed-gene-1.57-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.57&CDS=1-1860, maker-flattened_line_0-snap-gene-11.80-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-11.80&CDS=1-1755
134	OG0000134	YBR241C	genemark-flattened_line_0-processed-gene-1.55-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.55&CDS=1-1476, genemark-flattened_line_0-processed-gene-11.176-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-11.176&CDS=1-1476
135	OG0000135	YBR243C	genemark-flattened_line_0-processed-gene-1.50-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.50&CDS=1-1404, genemark-flattened_line_0-processed-gene-11.210-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-11.210&CDS=1-1404
136	OG0000136	YBR245C	augustus_masked-flattened_line_0-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.133&CDS=1-3180, augustus_masked-flattened_line_0-processed-gene-11.9-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-11.9&CDS=1-3180
137	OG0000137	YBR246W	genemark-flattened_line_0-processed-gene-1.58-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.58&CDS=1-1053, genemark-flattened_line_0-processed-gene-11.207-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-11.207&CDS=1-1053
138	OG0000138	YBR254C	genemark-flattened_line_0-processed-gene-3.93-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.93&CDS=1-423, genemark-flattened_line_0-processed-gene-8.32-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.32&CDS=1-423
139	OG0000139	YBR255W	snap_masked-flattened_line_0-processed-gene-3.121-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.121&CDS=1-2313, snap_masked-flattened_line_0-processed-gene-8.91-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.91&CDS=1-2313
140	OG0000140	YBR256C	genemark-flattened_line_1-processed-gene-0.67-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-0.67&CDS=1-702, genemark-flattened_line_1-processed-gene-5.128-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-5.128&CDS=1-702
141	OG0000141	YBR270C, YJL058C	genemark-flattened_line_36-processed-gene-0.119-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.119&CDS=1-2061
142	OG0000142	YBR273C, YJL048C	snap_masked-flattened_line_48-processed-gene-0.121-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.121&CDS=1-1860
143	OG0000143	YBR293W	genemark-flattened_line_34-processed-gene-1.94-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.94&CDS=1-1656, genemark-flattened_line_6-processed-gene-1.69-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.69&CDS=1-1737
144	OG0000144	YBR294W, YLR092W	genemark-flattened_line_12-processed-gene-0.60-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.60&CDS=1-2439
145	OG0000145	YCL005W-A	maker-flattened_line_0-augustus-gene-10.3-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-10.3&CDS=1-216, maker-flattened_line_0-augustus-gene-2.151-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-2.151&CDS=1-207
146	OG0000146	YCL008C	maker-flattened_line_0-snap-gene-10.5-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-10.5&CDS=1-978, maker-flattened_line_0-snap-gene-2.49-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-2.49&CDS=1-978
147	OG0000147	YCL024W, YDR507C	augustus_masked-flattened_line_12-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.127&CDS=1-3981
148	OG0000148	YCL035C, YDR513W	genemark-flattened_line_60-processed-gene-0.238-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.238&CDS=1-315
149	OG0000149	YCL036W, YDR514C	genemark-flattened_line_30-processed-gene-1.99-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.99&CDS=1-1323
150	OG0000150	YCL037C, YDR515W	genemark-flattened_line_8-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.37&CDS=1-1818
151	OG0000151	YCL040W, YDR516C	genemark-flattened_line_42-processed-gene-0.250-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.250&CDS=1-1425
152	OG0000152	YCL048W, YDR522C	maker-flattened_line_8-snap-gene-2.91-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-2.91&CDS=1-1329
153	OG0000153	YCL050C, YDR530C	genemark-flattened_line_54-processed-gene-0.92-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.92&CDS=1-1029
154	OG0000154	YCL051W, YDR528W	genemark-flattened_line_54-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.91&CDS=1-2109
155	OG0000155	YCL054W	genemark-flattened_line_0-processed-gene-5.139-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.139&CDS=1-2532, genemark-flattened_line_0-processed-gene-6.16-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.16&CDS=1-2532
156	OG0000156	YCL055W	genemark-flattened_line_0-processed-gene-3.83-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.83&CDS=1-1221, genemark-flattened_line_0-processed-gene-9.17-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.17&CDS=1-1221
157	OG0000157	YCL068C, YCR038C	snap_masked-flattened_line_4-processed-gene-3.76-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.76&CDS=1-5799
158	OG0000158	YCR008W	genemark-flattened_line_0-processed-gene-10.88-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-10.88&CDS=1-1929, genemark-flattened_line_0-processed-gene-2.56-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.56&CDS=1-1929
159	OG0000159	YCR009C	genemark-flattened_line_0-processed-gene-10.87-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-10.87&CDS=1-789, genemark-flattened_line_0-processed-gene-2.57-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.57&CDS=1-789
160	OG0000160	YCR010C, YNR002C	genemark-flattened_line_16-processed-gene-0.111-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.111&CDS=1-801
161	OG0000161	YCR026C, YEL016C	genemark-flattened_line_10-processed-gene-2.148-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.148&CDS=1-2259
162	OG0000162	YCR031C, YJL191W	genemark-flattened_line_14-processed-gene-2.102-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.102&CDS=1-426
163	OG0000163	YCR037C, YJL198W	genemark-flattened_line_38-processed-gene-1.118-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.118&CDS=1-2751
164	OG0000164	YCR048W, YNR019W	genemark-flattened_line_8-processed-gene-2.169-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.169&CDS=1-1674
165	OG0000165	YCR066W	genemark-flattened_line_0-processed-gene-4.60-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.60&CDS=1-1419, genemark-flattened_line_0-processed-gene-8.18-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.18&CDS=1-1419
166	OG0000166	YCR073C, YNR031C	genemark-flattened_line_2-processed-gene-2.76-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.76&CDS=1-4623
167	OG0000167	YCR073W-A, YNR034W	genemark-flattened_line_44-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.54&CDS=1-951
168	OG0000168	YCR091W, YNR047W	genemark-flattened_line_10-processed-gene-0.100-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.100&CDS=1-2661
169	OG0000169	YCR105W, YMR318C	genemark-flattened_line_2-processed-gene-4.146-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.146&CDS=1-1086
170	OG0000170	YDL022W	genemark-flattened_line_1-processed-gene-3.19-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-3.19&CDS=1-1251, genemark-flattened_line_1-processed-gene-3.36-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-3.36&CDS=1-1251
171	OG0000171	YDL042C, YOL068C	genemark-flattened_line_40-processed-gene-0.128-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.128&CDS=1-1863
172	OG0000172	YDL048C, YLR375W	genemark-flattened_line_66-processed-gene-0.114-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.114&CDS=1-978
173	OG0000173	YDL061C, YLR388W	genemark-flattened_line_54-processed-gene-0.153-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.153&CDS=1-168
174	OG0000174	YDL075W, YLR406C	genemark-flattened_line_6-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.23&CDS=1-345
175	OG0000175	YDL082W, YMR142C	genemark-flattened_line_130-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_130-processed-gene-0.38&CDS=1-591
176	OG0000176	YDL083C, YMR143W	genemark-flattened_line_130-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_130-processed-gene-0.26&CDS=1-426
177	OG0000177	YDL088C, YMR153W	augustus_masked-flattened_line_22-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.102&CDS=1-1437
178	OG0000178	YDL109C, YGL144C	genemark-flattened_line_4-processed-gene-2.7-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.7&CDS=1-2613
179	OG0000179	YDL127W, YDL179W	genemark-flattened_line_38-processed-gene-1.108-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.108&CDS=1-1167
180	OG0000180	YDL136W, YDL191W	genemark-flattened_line_20-processed-gene-1.214-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.214&CDS=1-360
181	OG0000181	YDL137W, YDL192W	genemark-flattened_line_20-processed-gene-1.213-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.213&CDS=1-543
182	OG0000182	YDL138W, YDL194W	genemark-flattened_line_20-processed-gene-1.211-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.211&CDS=1-2316
183	OG0000183	YDL161W, YLR206W	genemark-flattened_line_100-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_100-processed-gene-0.53&CDS=1-1464
184	OG0000184	YDL174C	genemark-flattened_line_20-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.54&CDS=1-1662, genemark-flattened_line_66-processed-gene-0.128-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.128&CDS=1-1683
185	OG0000185	YDL178W	genemark-flattened_line_1-processed-gene-1.29-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-1.29&CDS=1-1623, genemark-flattened_line_1-processed-gene-4.98-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-4.98&CDS=1-1623
186	OG0000186	YDL213C	genemark-flattened_line_0-processed-gene-5.121-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.121&CDS=1-654, genemark-flattened_line_0-processed-gene-6.34-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.34&CDS=1-654
187	OG0000187	YDL215C	genemark-flattened_line_0-processed-gene-3.62-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.62&CDS=1-3102, genemark-flattened_line_0-processed-gene-9.42-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.42&CDS=1-3102
188	OG0000188	YDL216C	genemark-flattened_line_0-processed-gene-3.87-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.87&CDS=1-1455, genemark-flattened_line_0-processed-gene-9.7-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.7&CDS=1-1455
189	OG0000189	YDL222C, YNL194C	genemark-flattened_line_4-processed-gene-3.131-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.131&CDS=1-1161
190	OG0000190	YDL224C, YNL197C	genemark-flattened_line_58-processed-gene-0.171-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.171&CDS=1-2148
191	OG0000191	YDL246C, YJR159W	genemark-flattened_line_46-processed-gene-0.195-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.195&CDS=1-1068
192	OG0000192	YDR011W, YNR070W	maker-flattened_line_22-snap-gene-1.77-mRNA-1_1&gene=maker-flattened_line_22-snap-gene-1.77&CDS=1-8634
193	OG0000193	YDR066C, YER139C	genemark-flattened_line_106-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_106-processed-gene-0.1&CDS=1-699
