	OrthologID	Saccharomyces_cerevisiae	yHAB155_Kazachstania_spencerorum
40	OG0000040	YCR019W	augustus_masked-scf7180000053818-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000053818-processed-gene-0.0&CDS=1-1032, augustus_masked-scf7180000053821-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000053821-processed-gene-0.1&CDS=1-945, augustus_masked-scf7180000055358-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000055358-processed-gene-0.6&CDS=1-1032, augustus_masked-scf7180000055429-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000055429-processed-gene-0.10&CDS=1-1032
41	OG0000041	YCR020C	genemark-scf7180000053818-processed-gene-0.6-mRNA-1_1&gene=genemark-scf7180000053818-processed-gene-0.6&CDS=1-882, genemark-scf7180000053821-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000053821-processed-gene-0.2&CDS=1-882, genemark-scf7180000055358-processed-gene-0.15-mRNA-1_1&gene=genemark-scf7180000055358-processed-gene-0.15&CDS=1-882, genemark-scf7180000055429-processed-gene-0.9-mRNA-1_1&gene=genemark-scf7180000055429-processed-gene-0.9&CDS=1-882
42	OG0000042	YCR021C	augustus_masked-scf7180000053853-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000053853-processed-gene-0.2&CDS=1-444, genemark-scf7180000053849-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000053849-processed-gene-0.0&CDS=1-459, genemark-scf7180000053859-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000053859-processed-gene-0.0&CDS=1-444, genemark-scf7180000055580-processed-gene-0.153-mRNA-1_1&gene=genemark-scf7180000055580-processed-gene-0.153&CDS=1-963
43	OG0000043	YCR091W, YNR047W	augustus_masked-scf7180000053741-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000053741-processed-gene-0.2&CDS=1-1224, genemark-scf7180000055611-processed-gene-0.95-mRNA-1_1&gene=genemark-scf7180000055611-processed-gene-0.95&CDS=1-2697, maker-scf7180000055571-augustus-gene-0.19-mRNA-1_1&gene=maker-scf7180000055571-augustus-gene-0.19&CDS=1-3615
44	OG0000044	YDL220C	augustus_masked-scf7180000055637-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-scf7180000055637-processed-gene-0.61&CDS=1-2472, snap_masked-scf7180000053742-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000053742-processed-gene-0.1&CDS=1-231, snap_masked-scf7180000053779-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000053779-processed-gene-0.1&CDS=1-438, snap_masked-scf7180000055540-processed-gene-0.6-mRNA-1_1&gene=snap_masked-scf7180000055540-processed-gene-0.6&CDS=1-438
45	OG0000045	YDL244W, YFL058W, YJR156C, YNL332W	genemark-scf7180000055653-processed-gene-0.67-mRNA-1_1&gene=genemark-scf7180000055653-processed-gene-0.67&CDS=1-1029
46	OG0000046	YDR151C, YLR136C	genemark-scf7180000053752-processed-gene-0.3-mRNA-1_1&gene=genemark-scf7180000053752-processed-gene-0.3&CDS=1-975, genemark-scf7180000053753-processed-gene-0.4-mRNA-1_1&gene=genemark-scf7180000053753-processed-gene-0.4&CDS=1-975, genemark-scf7180000055638-processed-gene-1.41-mRNA-1_1&gene=genemark-scf7180000055638-processed-gene-1.41&CDS=1-975
47	OG0000047	YDR169C	snap_masked-scf7180000053732-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000053732-processed-gene-0.0&CDS=1-510, snap_masked-scf7180000055549-processed-gene-0.16-mRNA-1_1&gene=snap_masked-scf7180000055549-processed-gene-0.16&CDS=1-1278, snap_masked-scf7180000055601-processed-gene-0.56-mRNA-1_1&gene=snap_masked-scf7180000055601-processed-gene-0.56&CDS=1-339, snap_masked-scf7180000055638-processed-gene-1.230-mRNA-1_1&gene=snap_masked-scf7180000055638-processed-gene-1.230&CDS=1-906
48	OG0000048	YDR285W	augustus_masked-scf7180000054837-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000054837-processed-gene-0.2&CDS=1-372, augustus_masked-scf7180000055604-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-scf7180000055604-processed-gene-0.73&CDS=1-2619, snap_masked-scf7180000054491-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000054491-processed-gene-0.0&CDS=1-210, snap_masked-scf7180000054504-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000054504-processed-gene-0.1&CDS=1-210
49	OG0000049	YEL028W	snap_masked-scf7180000055541-processed-gene-0.41-mRNA-1_1&gene=snap_masked-scf7180000055541-processed-gene-0.41&CDS=1-417, snap_masked-scf7180000055541-processed-gene-0.42-mRNA-1_1&gene=snap_masked-scf7180000055541-processed-gene-0.42&CDS=1-696, snap_masked-scf7180000055541-processed-gene-0.43-mRNA-1_1&gene=snap_masked-scf7180000055541-processed-gene-0.43&CDS=1-708, snap_masked-scf7180000055639-processed-gene-1.37-mRNA-1_1&gene=snap_masked-scf7180000055639-processed-gene-1.37&CDS=1-309
50	OG0000050	YEL034W, YJR047C	genemark-scf7180000053840-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000053840-processed-gene-0.0&CDS=1-474, genemark-scf7180000053842-processed-gene-0.5-mRNA-1_1&gene=genemark-scf7180000053842-processed-gene-0.5&CDS=1-474, genemark-scf7180000055537-processed-gene-0.10-mRNA-1_1&gene=genemark-scf7180000055537-processed-gene-0.10&CDS=1-474
51	OG0000051	YFL025C	genemark-scf7180000053775-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000053775-processed-gene-0.1&CDS=1-1677, genemark-scf7180000053776-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000053776-processed-gene-0.0&CDS=1-1797, genemark-scf7180000055458-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000055458-processed-gene-0.2&CDS=1-2253, genemark-scf7180000055552-processed-gene-0.108-mRNA-1_1&gene=genemark-scf7180000055552-processed-gene-0.108&CDS=1-2670
52	OG0000052	YFL031W	genemark-scf7180000053820-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000053820-processed-gene-0.2&CDS=1-546, genemark-scf7180000053824-processed-gene-0.6-mRNA-1_1&gene=genemark-scf7180000053824-processed-gene-0.6&CDS=1-546, genemark-scf7180000055426-processed-gene-0.22-mRNA-1_1&gene=genemark-scf7180000055426-processed-gene-0.22&CDS=1-546, genemark-scf7180000055458-processed-gene-0.13-mRNA-1_1&gene=genemark-scf7180000055458-processed-gene-0.13&CDS=1-546
53	OG0000053	YFL033C	augustus_masked-scf7180000055458-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-scf7180000055458-processed-gene-0.29&CDS=1-4362, maker-scf7180000053820-augustus-gene-0.7-mRNA-1_1&gene=maker-scf7180000053820-augustus-gene-0.7&CDS=1-4314, maker-scf7180000053824-augustus-gene-0.7-mRNA-1_1&gene=maker-scf7180000053824-augustus-gene-0.7&CDS=1-4362, maker-scf7180000055426-augustus-gene-0.17-mRNA-1_1&gene=maker-scf7180000055426-augustus-gene-0.17&CDS=1-4509
54	OG0000054	YGR141W, YPR157W	augustus_masked-scf7180000053916-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000053916-processed-gene-0.0&CDS=1-1116, augustus_masked-scf7180000053917-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000053917-processed-gene-0.2&CDS=1-1107, genemark-scf7180000055638-processed-gene-0.36-mRNA-1_1&gene=genemark-scf7180000055638-processed-gene-0.36&CDS=1-4371
55	OG0000055	YHR022C	augustus_masked-scf7180000054185-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000054185-processed-gene-0.0&CDS=1-600, augustus_masked-scf7180000054478-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000054478-processed-gene-0.0&CDS=1-489, augustus_masked-scf7180000054481-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000054481-processed-gene-0.0&CDS=1-489, snap_masked-scf7180000055650-processed-gene-1.184-mRNA-1_1&gene=snap_masked-scf7180000055650-processed-gene-1.184&CDS=1-1053
56	OG0000056	YHR149C	augustus_masked-scf7180000053812-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000053812-processed-gene-0.5&CDS=1-717, augustus_masked-scf7180000053813-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000053813-processed-gene-0.1&CDS=1-714, augustus_masked-scf7180000055541-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-scf7180000055541-processed-gene-0.64&CDS=1-720, snap_masked-scf7180000055531-processed-gene-0.11-mRNA-1_1&gene=snap_masked-scf7180000055531-processed-gene-0.11&CDS=1-2004
57	OG0000057	YHR150W	augustus_masked-scf7180000053813-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000053813-processed-gene-0.0&CDS=1-375, augustus_masked-scf7180000055531-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scf7180000055531-processed-gene-0.22&CDS=1-375, augustus_masked-scf7180000055541-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-scf7180000055541-processed-gene-0.74&CDS=1-2061, snap_masked-scf7180000053812-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000053812-processed-gene-0.0&CDS=1-381
58	OG0000058	YHR166C	augustus_masked-scf7180000054921-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000054921-processed-gene-0.2&CDS=1-345, genemark-scf7180000053745-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000053745-processed-gene-0.1&CDS=1-1179, genemark-scf7180000053870-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000053870-processed-gene-0.2&CDS=1-1179, genemark-scf7180000055541-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000055541-processed-gene-0.0&CDS=1-1875
59	OG0000059	YHR179W, YPL171C	augustus_masked-scf7180000055654-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-scf7180000055654-processed-gene-0.23&CDS=1-1203, genemark-scf7180000055440-processed-gene-0.3-mRNA-1_1&gene=genemark-scf7180000055440-processed-gene-0.3&CDS=1-1194, genemark-scf7180000055566-processed-gene-0.74-mRNA-1_1&gene=genemark-scf7180000055566-processed-gene-0.74&CDS=1-1203
60	OG0000060	YIL046W	augustus_masked-scf7180000054752-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000054752-processed-gene-0.0&CDS=1-1167, augustus_masked-scf7180000054786-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000054786-processed-gene-0.0&CDS=1-1077, augustus_masked-scf7180000055522-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000055522-processed-gene-0.7&CDS=1-1467, genemark-scf7180000055528-processed-gene-0.47-mRNA-1_1&gene=genemark-scf7180000055528-processed-gene-0.47&CDS=1-1341
61	OG0000061	YJL157C	augustus_masked-scf7180000053771-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000053771-processed-gene-0.0&CDS=1-1827, augustus_masked-scf7180000053772-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000053772-processed-gene-0.0&CDS=1-1836, augustus_masked-scf7180000055665-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000055665-processed-gene-0.14&CDS=1-1305, snap_masked-scf7180000055648-processed-gene-0.146-mRNA-1_1&gene=snap_masked-scf7180000055648-processed-gene-0.146&CDS=1-1731
62	OG0000062	YKL092C	augustus_masked-scf7180000055584-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000055584-processed-gene-0.2&CDS=1-1503, genemark-scf7180000055643-processed-gene-0.59-mRNA-1_1&gene=genemark-scf7180000055643-processed-gene-0.59&CDS=1-3231, snap_masked-scf7180000053760-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000053760-processed-gene-0.1&CDS=1-1092, snap_masked-scf7180000053761-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000053761-processed-gene-0.1&CDS=1-1092
63	OG0000063	YKL141W	genemark-scf7180000053834-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000053834-processed-gene-0.2&CDS=1-579, genemark-scf7180000053845-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000053845-processed-gene-0.0&CDS=1-579, genemark-scf7180000053851-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000053851-processed-gene-0.0&CDS=1-579, genemark-scf7180000055643-processed-gene-0.10-mRNA-1_1&gene=genemark-scf7180000055643-processed-gene-0.10&CDS=1-579
64	OG0000064	YLL021W	augustus_masked-scf7180000053767-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000053767-processed-gene-0.0&CDS=1-1839, augustus_masked-scf7180000053769-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000053769-processed-gene-0.2&CDS=1-1833, snap_masked-scf7180000055557-processed-gene-0.20-mRNA-1_1&gene=snap_masked-scf7180000055557-processed-gene-0.20&CDS=1-2220, snap_masked-scf7180000055658-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000055658-processed-gene-0.3&CDS=1-2865
65	OG0000065	YLR025W	augustus_masked-scf7180000053834-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000053834-processed-gene-0.5&CDS=1-483, augustus_masked-scf7180000053845-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000053845-processed-gene-0.5&CDS=1-429, genemark-scf7180000055643-processed-gene-0.41-mRNA-1_1&gene=genemark-scf7180000055643-processed-gene-0.41&CDS=1-690, snap_masked-scf7180000053851-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000053851-processed-gene-0.3&CDS=1-432
66	OG0000066	YLR178C, YLR179C	augustus_masked-scf7180000054195-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000054195-processed-gene-0.0&CDS=1-573, genemark-scf7180000055617-processed-gene-0.5-mRNA-1_1&gene=genemark-scf7180000055617-processed-gene-0.5&CDS=1-546, snap_masked-scf7180000055649-processed-gene-0.68-mRNA-1_1&gene=snap_masked-scf7180000055649-processed-gene-0.68&CDS=1-585
67	OG0000067	YLR223C	augustus_masked-scf7180000053787-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000053787-processed-gene-0.2&CDS=1-1722, augustus_masked-scf7180000053791-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000053791-processed-gene-0.2&CDS=1-1728, augustus_masked-scf7180000055536-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000055536-processed-gene-0.17&CDS=1-2394, augustus_masked-scf7180000055648-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-scf7180000055648-processed-gene-0.55&CDS=1-1524
68	OG0000068	YMR106C	augustus_masked-scf7180000055211-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000055211-processed-gene-0.2&CDS=1-807, augustus_masked-scf7180000055215-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000055215-processed-gene-0.0&CDS=1-1008, genemark-scf7180000055019-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000055019-processed-gene-0.0&CDS=1-1098, genemark-scf7180000055406-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000055406-processed-gene-0.0&CDS=1-1926
69	OG0000069	YOL007C	augustus_masked-scf7180000055574-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-scf7180000055574-processed-gene-0.33&CDS=1-906, genemark-scf7180000054545-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000054545-processed-gene-0.0&CDS=1-687, genemark-scf7180000055668-processed-gene-1.60-mRNA-1_1&gene=genemark-scf7180000055668-processed-gene-1.60&CDS=1-792, snap_masked-scf7180000055324-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000055324-processed-gene-0.1&CDS=1-750
70	OG0000070	YOL151W	genemark-scf7180000055565-processed-gene-0.57-mRNA-1_1&gene=genemark-scf7180000055565-processed-gene-0.57&CDS=1-1023, genemark-scf7180000055607-processed-gene-0.48-mRNA-1_1&gene=genemark-scf7180000055607-processed-gene-0.48&CDS=1-1023, genemark-scf7180000055639-processed-gene-1.97-mRNA-1_1&gene=genemark-scf7180000055639-processed-gene-1.97&CDS=1-1026, genemark-scf7180000055662-processed-gene-4.96-mRNA-1_1&gene=genemark-scf7180000055662-processed-gene-4.96&CDS=1-1023
71	OG0000071	YOR229W, YOR230W, YPL139C	maker-scf7180000055661-snap-gene-0.42-mRNA-1_1&gene=maker-scf7180000055661-snap-gene-0.42&CDS=1-2601, snap_masked-scf7180000055605-processed-gene-0.176-mRNA-1_1&gene=snap_masked-scf7180000055605-processed-gene-0.176&CDS=1-1422
72	OG0000072	YPR101W	augustus_masked-scf7180000053959-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000053959-processed-gene-0.3&CDS=1-762, augustus_masked-scf7180000053960-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000053960-processed-gene-0.3&CDS=1-762, augustus_masked-scf7180000053964-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000053964-processed-gene-0.0&CDS=1-753, snap_masked-scf7180000055583-processed-gene-0.6-mRNA-1_1&gene=snap_masked-scf7180000055583-processed-gene-0.6&CDS=1-591
73	OG0000073	YAL033W	genemark-scf7180000054856-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000054856-processed-gene-0.0&CDS=1-288, genemark-scf7180000055587-processed-gene-0.52-mRNA-1_1&gene=genemark-scf7180000055587-processed-gene-0.52&CDS=1-288, genemark-scf7180000055634-processed-gene-0.18-mRNA-1_1&gene=genemark-scf7180000055634-processed-gene-0.18&CDS=1-528
74	OG0000074	YAR002C-A, YGL002W	genemark-scf7180000055552-processed-gene-0.95-mRNA-1_1&gene=genemark-scf7180000055552-processed-gene-0.95&CDS=1-582, snap_masked-scf7180000054138-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000054138-processed-gene-0.1&CDS=1-255
75	OG0000075	YAR042W, YDL019C	augustus_masked-scf7180000055607-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-scf7180000055607-processed-gene-1.20&CDS=1-5235, genemark-scf7180000055575-processed-gene-0.56-mRNA-1_1&gene=genemark-scf7180000055575-processed-gene-0.56&CDS=1-3894
76	OG0000076	YBL087C, YER117W	augustus_masked-scf7180000055579-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-scf7180000055579-processed-gene-0.24&CDS=1-405, maker-scf7180000055618-augustus-gene-0.41-mRNA-1_1&gene=maker-scf7180000055618-augustus-gene-0.41&CDS=1-405
77	OG0000077	YBL093C	augustus_masked-scf7180000055637-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-scf7180000055637-processed-gene-0.46&CDS=1-261, genemark-scf7180000053790-processed-gene-0.3-mRNA-1_1&gene=genemark-scf7180000053790-processed-gene-0.3&CDS=1-600, snap_masked-scf7180000055637-processed-gene-0.87-mRNA-1_1&gene=snap_masked-scf7180000055637-processed-gene-0.87&CDS=1-600
78	OG0000078	YBR024W, YBR037C	genemark-scf7180000055575-processed-gene-0.61-mRNA-1_1&gene=genemark-scf7180000055575-processed-gene-0.61&CDS=1-924, genemark-scf7180000055607-processed-gene-1.211-mRNA-1_1&gene=genemark-scf7180000055607-processed-gene-1.211&CDS=1-870
79	OG0000079	YBR045C	augustus_masked-scf7180000053990-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000053990-processed-gene-0.2&CDS=1-828, augustus_masked-scf7180000053999-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000053999-processed-gene-0.0&CDS=1-834, snap_masked-scf7180000055607-processed-gene-1.87-mRNA-1_1&gene=snap_masked-scf7180000055607-processed-gene-1.87&CDS=1-1809
80	OG0000080	YBR048W, YDR025W	augustus_masked-scf7180000055573-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scf7180000055573-processed-gene-0.26&CDS=1-468, genemark-scf7180000055607-processed-gene-1.198-mRNA-1_1&gene=genemark-scf7180000055607-processed-gene-1.198&CDS=1-468
81	OG0000081	YBR140C, YOL081W	genemark-scf7180000055575-processed-gene-0.13-mRNA-1_1&gene=genemark-scf7180000055575-processed-gene-0.13&CDS=1-10482, maker-scf7180000055607-snap-gene-1.186-mRNA-1_1&gene=maker-scf7180000055607-snap-gene-1.186&CDS=1-9306
82	OG0000082	YBR161W	augustus_masked-scf7180000055459-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000055459-processed-gene-0.12&CDS=1-747, genemark-scf7180000055548-processed-gene-0.9-mRNA-1_1&gene=genemark-scf7180000055548-processed-gene-0.9&CDS=1-1125, snap_masked-scf7180000053748-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000053748-processed-gene-0.5&CDS=1-1032
83	OG0000083	YBR189W, YPL081W	maker-scf7180000055448-snap-gene-0.39-mRNA-1_1&gene=maker-scf7180000055448-snap-gene-0.39&CDS=1-999, maker-scf7180000055569-snap-gene-0.62-mRNA-1_1&gene=maker-scf7180000055569-snap-gene-0.62&CDS=1-921
84	OG0000084	YBR215W	augustus_masked-scf7180000053782-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000053782-processed-gene-0.2&CDS=1-1662, augustus_masked-scf7180000053784-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000053784-processed-gene-0.0&CDS=1-1671, augustus_masked-scf7180000055607-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-scf7180000055607-processed-gene-1.33&CDS=1-1776
85	OG0000085	YBR278W, YBR279W	augustus_masked-scf7180000053725-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000053725-processed-gene-0.1&CDS=1-222, maker-scf7180000055589-snap-gene-0.88-mRNA-1_1&gene=maker-scf7180000055589-snap-gene-0.88&CDS=1-2016
86	OG0000086	YBR286W	augustus_masked-scf7180000053864-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000053864-processed-gene-0.0&CDS=1-1005, augustus_masked-scf7180000053866-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000053866-processed-gene-0.0&CDS=1-1017, genemark-scf7180000055589-processed-gene-0.35-mRNA-1_1&gene=genemark-scf7180000055589-processed-gene-0.35&CDS=1-1581
87	OG0000087	YCL026C-A, YCL026C-B	genemark-scf7180000055595-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000055595-processed-gene-0.1&CDS=1-585, genemark-scf7180000055617-processed-gene-0.12-mRNA-1_1&gene=genemark-scf7180000055617-processed-gene-0.12&CDS=1-582
