"UniProtKB_ac"	"iso_id"	"uniprot_seq_length"	"uniprot_seq_md5"	"coordinate_id"	"provider"	"sstart2"	"send2"	"template"	"qmean"	"qmean_norm"	"seqid"	"url"	"mapid"	"Seq_similarity"	"Seq_identity"	"pdb_id2"	"Resolution"	"pdb_length"	"Coverage"	"locus"	"note"
"Q04062"	""	393	"e27b840d8b0f749077debf0c8a76055f"	"5cd4e287d60c595c2ac495cb"	"SWISSMODEL"	6	393	"5mpd.1.M"	-1.872789251	0.7053540427	100	"https://swissmodel.expasy.org/repository/uniprot/Q04062.pdb?provider=swissmodel&from=6&to=393&template=5mpd.1.M&provider=swissmodel"	"6_393_5mpd.1.M_5cd4e287d60c595c2ac495cb"	NA	NA	"5mpd"	NA	387	0.984732824427481	"YDR427W"	NA
"P36151"	""	352	"80a532beb32035b0498da538fbdbc503"	"5cdd3f5e3b85d19ee06ede43"	"SWISSMODEL"	1	352	"3rf6.1.A"	1.0297311885	0.7996027794	99.7159118652	"https://swissmodel.expasy.org/repository/uniprot/P36151.pdb?provider=swissmodel&from=1&to=352&template=3rf6.1.A&provider=swissmodel"	"1_352_3rf6.1.A_5cdd3f5e3b85d19ee06ede43"	NA	NA	"3rf6"	NA	351	0.997159090909091	"YKR070W"	NA
"Q08723"	""	338	"732c3e712ecad5ec75ab0db4254f031f"	"5cd495fb9ffd124b715f83a4"	"SWISSMODEL"	1	298	"5mpd.1.L"	-1.6044618403	0.716356895	100	"https://swissmodel.expasy.org/repository/uniprot/Q08723.pdb?provider=swissmodel&from=1&to=298&template=5mpd.1.L&provider=swissmodel"	"1_298_5mpd.1.L_5cd495fb9ffd124b715f83a4"	NA	NA	"5mpd"	NA	297	0.878698224852071	"YOR261C"	NA
"Q06103"	""	429	"d0488932b48c162e5c763191fb74f63c"	"5cd5701d9ffd129ecbc19053"	"SWISSMODEL"	23	422	"5wvk.1.c"	-3.4071854476	0.6503621011	100	"https://swissmodel.expasy.org/repository/uniprot/Q06103.pdb?provider=swissmodel&from=23&to=422&template=5wvk.1.c&provider=swissmodel"	"23_422_5wvk.1.c_5cd5701d9ffd129ecbc19053"	NA	NA	"5wvk"	NA	399	0.93006993006993	"YPR108W"	NA
"Q12377"	""	434	"d390ecafe838da95929ba44d380e4752"	"5cd5824e1a200b4ab75ec8f4"	"SWISSMODEL"	1	434	"5mpb.1.h"	-3.4518556308	0.6494385252	100	"https://swissmodel.expasy.org/repository/uniprot/Q12377.pdb?provider=swissmodel&from=1&to=434&template=5mpb.1.h&provider=swissmodel"	"1_434_5mpb.1.h_5cd5824e1a200b4ab75ec8f4"	NA	NA	"5mpb"	NA	433	0.997695852534562	"YDL097C"	NA
"Q12377"	""	434	"d390ecafe838da95929ba44d380e4752"	"5cd5824e1a200b4ab75ec8f0"	"SWISSMODEL"	1	434	"5mpd.1.J"	-3.1944315599	0.6587592647	100	"https://swissmodel.expasy.org/repository/uniprot/Q12377.pdb?provider=swissmodel&from=1&to=434&template=5mpd.1.J&provider=swissmodel"	"1_434_5mpd.1.J_5cd5824e1a200b4ab75ec8f0"	NA	NA	"5mpd"	NA	433	0.997695852534562	"YDL097C"	NA
"P32565"	""	945	"fac4ccadcef789fb3e9c6f44fcea6196"	"5cd9b0f9d60c5906d8eaa3be"	"SWISSMODEL"	4	925	"5mpb.1.e"	-2.7781504899	0.6670176676	100	"https://swissmodel.expasy.org/repository/uniprot/P32565.pdb?provider=swissmodel&from=4&to=925&template=5mpb.1.e&provider=swissmodel"	"4_925_5mpb.1.e_5cd9b0f9d60c5906d8eaa3be"	NA	NA	"5mpb"	NA	921	0.974603174603175	"YIL075C"	NA
"P35728"	""	441	"db1d68827de04c2517c4fd04fd1e012a"	"5cd59d03732c1ec0bfa92950"	"SWISSMODEL"	250	354	"4s3o.1.B"	-2.731734525	0.6513054111	22.772277832	"https://swissmodel.expasy.org/repository/uniprot/P35728.pdb?provider=swissmodel&from=250&to=354&template=4s3o.1.B&provider=swissmodel"	"250_354_4s3o.1.B_5cd59d03732c1ec0bfa92950"	NA	NA	"4s3o"	NA	104	0.235827664399093	"YKL059C"	NA
"P35728"	""	441	"db1d68827de04c2517c4fd04fd1e012a"	"5cd59d03732c1ec0bfa9294c"	"SWISSMODEL"	2	106	"6i1d.1.B"	-1.7439220352	0.7039496589	99.375	"https://swissmodel.expasy.org/repository/uniprot/P35728.pdb?provider=swissmodel&from=2&to=106&template=6i1d.1.B&provider=swissmodel"	"2_106_6i1d.1.B_5cd59d03732c1ec0bfa9294c"	NA	NA	"6i1d"	NA	104	0.235827664399093	"YKL059C"	NA
"P35728"	""	441	"db1d68827de04c2517c4fd04fd1e012a"	"5cd59d03732c1ec0bfa9294c"	"SWISSMODEL"	2	106	"6i1d.1.B"	-1.7439220352	0.7039496589	99.375	"https://swissmodel.expasy.org/repository/uniprot/P35728.pdb?provider=swissmodel&from=2&to=106&template=6i1d.1.B&provider=swissmodel"	"2_106_6i1d.1.B_5cd59d03732c1ec0bfa9294c"	NA	NA	"6i1d"	NA	104	0.235827664399093	"YKL059C"	NA
"Q3E833"	""	88	"b8c6f84c51f2975fb52004439e844aca"	"5cdadacdd60c59e632435f83"	"SWISSMODEL"	8	88	"4wx8.1.B"	-0.2465584046	0.7810736328	100	"https://swissmodel.expasy.org/repository/uniprot/Q3E833.pdb?provider=swissmodel&from=8&to=88&template=4wx8.1.B&provider=swissmodel"	"8_88_4wx8.1.B_5cdadacdd60c59e632435f83"	NA	NA	"4wx8"	NA	80	0.909090909090909	"YKR095W-A"	NA
"P53196"	""	417	"4b22b7b57c8a92a347990089d3b19327"	"5cd542443b85d19df7870d90"	"SWISSMODEL"	1	416	"3vl1.1.A"	-1.1410027936	0.7340512543	99.7601928711	"https://swissmodel.expasy.org/repository/uniprot/P53196.pdb?provider=swissmodel&from=1&to=416&template=3vl1.1.A&provider=swissmodel"	"1_416_3vl1.1.A_5cd542443b85d19df7870d90"	NA	NA	"3vl1"	NA	415	0.995203836930456	"YGL004C"	NA
"P32855"	""	1065	"ee575e7cefb5917a8ffd4743fc82b754"	"5cda34548fd6f983abe7acb6"	"SWISSMODEL"	28	149	"4fzs.1.A"	-2.9484736877	0.6291761129	14.2857141495	"https://swissmodel.expasy.org/repository/uniprot/P32855.pdb?provider=swissmodel&from=28&to=149&template=4fzs.1.A&provider=swissmodel"	"28_149_4fzs.1.A_5cda34548fd6f983abe7acb6"	NA	NA	"4fzs"	NA	121	0.113615023474178	"YPR055W"	NA
"P43588"	""	306	"f248108515ab49bda2ac09f847cca21d"	"5cd548b1a03a1b8e582a3fdb"	"SWISSMODEL"	18	306	"5mpd.1.B"	-3.4597789388	0.6345561104	100	"https://swissmodel.expasy.org/repository/uniprot/P43588.pdb?provider=swissmodel&from=18&to=306&template=5mpd.1.B&provider=swissmodel"	"18_306_5mpd.1.B_5cd548b1a03a1b8e582a3fdb"	NA	NA	"5mpd"	NA	288	0.941176470588235	"YFR004W"	NA
"Q12378"	""	196	"a6559ef4d9f1ec112e4bbdf181a62a27"	"5cd76af408cc8f954605ae22"	"SWISSMODEL"	3	162	"5c2y.1.A"	-2.2783798665	0.6724893781	38.75	"https://swissmodel.expasy.org/repository/uniprot/Q12378.pdb?provider=swissmodel&from=3&to=162&template=5c2y.1.A&provider=swissmodel"	"3_162_5c2y.1.A_5cd76af408cc8f954605ae22"	NA	NA	"5c2y"	NA	159	0.811224489795918	"YDR066C"	NA
"P32496"	""	274	"d61afddd7380064e8f84deab44a5ed8d"	"5cd5e2ac08cc8f438948f790"	"SWISSMODEL"	1	272	"5wvk.1.e"	-3.1396803856	0.6473113071	100	"https://swissmodel.expasy.org/repository/uniprot/P32496.pdb?provider=swissmodel&from=1&to=272&template=5wvk.1.e&provider=swissmodel"	"1_272_5wvk.1.e_5cd5e2ac08cc8f438948f790"	NA	NA	"5wvk"	NA	271	0.989051094890511	"YFR052W"	NA
"P38886"	""	268	"1009fcb65ef23579de55ede9510d55a4"	"5cd5fa813b85d1b135e2cfbd"	"SWISSMODEL"	1	197	"6j2c.1.h"	-3.3141641731	0.6490758841	100	"https://swissmodel.expasy.org/repository/uniprot/P38886.pdb?provider=swissmodel&from=1&to=197&template=6j2c.1.h&provider=swissmodel"	"1_197_6j2c.1.h_5cd5fa813b85d1b135e2cfbd"	NA	NA	"6j2c"	NA	196	0.73134328358209	"YHR200W"	NA
"Q06389"	""	190	"f9dd0fa42da1dd4485a9d7095e5d3c31"	"5cd78c4ed60c5959099048dc"	"SWISSMODEL"	14	171	"1dtl.1.A"	-2.0221923341	0.684243851	29.655172348	"https://swissmodel.expasy.org/repository/uniprot/Q06389.pdb?provider=swissmodel&from=14&to=171&template=1dtl.1.A&provider=swissmodel"	"14_171_1dtl.1.A_5cd78c4ed60c5959099048dc"	NA	NA	"1dtl"	NA	157	0.826315789473684	"YDR373W"	NA
"Q06389"	""	190	"f9dd0fa42da1dd4485a9d7095e5d3c31"	"5cd78c4ed60c5959099048d8"	"SWISSMODEL"	14	171	"1aj4.1.A"	-3.3793956607	0.6172336652	29.655172348	"https://swissmodel.expasy.org/repository/uniprot/Q06389.pdb?provider=swissmodel&from=14&to=171&template=1aj4.1.A&provider=swissmodel"	"14_171_1aj4.1.A_5cd78c4ed60c5959099048d8"	NA	NA	"1aj4"	NA	157	0.826315789473684	"YDR373W"	NA
"Q06389"	""	190	"f9dd0fa42da1dd4485a9d7095e5d3c31"	"5cd78c4ed60c5959099048d4"	"SWISSMODEL"	14	171	"2jtz.1.A"	-3.1358168153	0.6292600605	30.344827652	"https://swissmodel.expasy.org/repository/uniprot/Q06389.pdb?provider=swissmodel&from=14&to=171&template=2jtz.1.A&provider=swissmodel"	"14_171_2jtz.1.A_5cd78c4ed60c5959099048d4"	NA	NA	"2jtz"	NA	157	0.826315789473684	"YDR373W"	NA
"Q12347"	""	344	"fb32112fe339ca0d135a3267bdf2a159"	"5c9b7b79d60c5918bfb5de4a"	"SWISSMODEL"	11	50	"5fzr.1.A"	-0.6266017349	0.6997934464	30	"https://swissmodel.expasy.org/repository/uniprot/Q12347.pdb?provider=swissmodel&from=11&to=50&template=5fzr.1.A&provider=swissmodel"	"11_50_5fzr.1.A_5c9b7b79d60c5918bfb5de4a"	NA	NA	"5fzr"	NA	39	0.113372093023256	"YLR097C"	NA
"P32844"	""	805	"d7ce4006fdd1b898eab1b07690bf54ea"	"5a6efcc6afa358538a8078d9"	"SWISSMODEL"	411	805	"2fji.1.A"	-1.0971411901	0.7350277816	100	"https://swissmodel.expasy.org/repository/uniprot/P32844.pdb?provider=swissmodel&from=411&to=805&template=2fji.1.A&provider=swissmodel"	"411_805_2fji.1.A_5a6efcc6afa358538a8078d9"	NA	NA	"2fji"	NA	394	0.48944099378882	"YIL068C"	NA
"P32844"	""	805	"d7ce4006fdd1b898eab1b07690bf54ea"	"5a6efcc6afa358538a8078dd"	"SWISSMODEL"	18	49	"2odu.1.A"	0.3381228807	0.8087866384	32.25806427	"https://swissmodel.expasy.org/repository/uniprot/P32844.pdb?provider=swissmodel&from=18&to=49&template=2odu.1.A&provider=swissmodel"	"18_49_2odu.1.A_5a6efcc6afa358538a8078dd"	NA	NA	"2odu"	NA	31	0.0385093167701863	"YIL068C"	NA
"P39956"	""	796	"ed7fbbdfc9e011dac45245dbbf0bc7db"	"5cd8cf4a1a200b4132473aba"	"SWISSMODEL"	8	373	"5fjh.1.A"	-2.9550203986	0.6669153509	42.0062713623	"https://swissmodel.expasy.org/repository/uniprot/P39956.pdb?provider=swissmodel&from=8&to=373&template=5fjh.1.A&provider=swissmodel"	"8_373_5fjh.1.A_5cd8cf4a1a200b4132473aba"	NA	NA	"5fjh"	NA	365	0.458542713567839	"YER169W"	NA
"P40348"	""	353	"665377af14dcf99f02e65bc3ab5e24c3"	"5cdd39b31a200b54cf25f665"	"SWISSMODEL"	26	353	"1sxj.1.D"	-1.9457514829	0.7060999303	99.7167129517	"https://swissmodel.expasy.org/repository/uniprot/P40348.pdb?provider=swissmodel&from=26&to=353&template=1sxj.1.D&provider=swissmodel"	"26_353_1sxj.1.D_5cdd39b31a200b54cf25f665"	NA	NA	"1sxj"	NA	327	0.926345609065156	"YJR068W"	NA
"P38805"	""	295	"b18dee309750a18d31cdf29775671336"	"5cd588311a200b4ffea732ad"	"SWISSMODEL"	8	295	"6c0f.1.K"	-1.5380561577	0.7144274025	100	"https://swissmodel.expasy.org/repository/uniprot/P38805.pdb?provider=swissmodel&from=8&to=295&template=6c0f.1.K&provider=swissmodel"	"8_295_6c0f.1.K_5cd588311a200b4ffea732ad"	NA	NA	"6c0f"	NA	287	0.972881355932203	"YHR088W"	NA
"P46969"	""	238	"a7d4cea50dfa67c836b4d69c8d5eddee"	"5cd6910cd60c599abdc47f1a"	"SWISSMODEL"	6	235	"3ovp.1.B"	-0.8962032916	0.7439077577	57.2727279663	"https://swissmodel.expasy.org/repository/uniprot/P46969.pdb?provider=swissmodel&from=6&to=235&template=3ovp.1.B&provider=swissmodel"	"6_235_3ovp.1.B_5cd6910cd60c599abdc47f1a"	NA	NA	"3ovp"	NA	229	0.96218487394958	"YJL121C"	NA
"P32561"	""	433	"882edf80eefb49d03bffac1111e6856d"	"5cd57e348fd6f962ca967e0a"	"SWISSMODEL"	18	380	"5ix0.1.A"	-0.7059488937	0.7520595416	66.3911819458	"https://swissmodel.expasy.org/repository/uniprot/P32561.pdb?provider=swissmodel&from=18&to=380&template=5ix0.1.A&provider=swissmodel"	"18_380_5ix0.1.A_5cd57e348fd6f962ca967e0a"	NA	NA	"5ix0"	NA	362	0.836027713625866	"YNL330C"	NA
"P05737"	""	244	"faddaa3f88ad37b54c18259ff9d8e19b"	"5cd6718cd60c5930874ec9c0"	"SWISSMODEL"	6	244	"4v6i.57.A"	-3.6409518525	0.628149354	100	"https://swissmodel.expasy.org/repository/uniprot/P05737.pdb?provider=swissmodel&from=6&to=244&template=4v6i.57.A&provider=swissmodel"	"6_244_4v6i.57.A_5cd6718cd60c5930874ec9c0"	NA	NA	"4v6i"	NA	238	0.975409836065574	"YGL076C"	NA
"P26188"	""	188	"3aaa8e7d7cdca89478cb165b47aa7423"	"5cd797d9d60c59c330669fea"	"SWISSMODEL"	3	180	"1sfe.1.A"	-3.0233495345	0.6515235528	28.658536911	"https://swissmodel.expasy.org/repository/uniprot/P26188.pdb?provider=swissmodel&from=3&to=180&template=1sfe.1.A&provider=swissmodel"	"3_180_1sfe.1.A_5cd797d9d60c59c330669fea"	NA	NA	"1sfe"	NA	177	0.941489361702128	"YDL200C"	NA
"P25491"	""	409	"62286fa9ea4b2555ed91481ef22f1da2"	"5cd51bcf9ffd123c7b7d725a"	"SWISSMODEL"	2	355	"4j80.2.B"	-3.4412534444	0.6545678681	33.4586448669	"https://swissmodel.expasy.org/repository/uniprot/P25491.pdb?provider=swissmodel&from=2&to=355&template=4j80.2.B&provider=swissmodel"	"2_355_4j80.2.B_5cd51bcf9ffd123c7b7d725a"	NA	NA	"4j80"	NA	353	0.863080684596577	"YNL064C"	NA
"P31539"	""	908	"757321a3b1ab989d5a1fde74814aca9b"	"5cd97b3308cc8fbfeccacaed"	"SWISSMODEL"	165	884	"5vjh.1.B"	-3.026465111	0.6579536817	100	"https://swissmodel.expasy.org/repository/uniprot/P31539.pdb?provider=swissmodel&from=165&to=884&template=5vjh.1.B&provider=swissmodel"	"165_884_5vjh.1.B_5cd97b3308cc8fbfeccacaed"	NA	NA	"5vjh"	NA	719	0.791850220264317	"YLL026W"	NA
"Q04307"	""	110	"ce4e86fd1a5c998b73f8def2227a15eb"	"5cd9f22c9ffd12b46461d31c"	"SWISSMODEL"	1	110	"5fj9.1.I"	-2.4563719151	0.6654386231	100	"https://swissmodel.expasy.org/repository/uniprot/Q04307.pdb?provider=swissmodel&from=1&to=110&template=5fj9.1.I&provider=swissmodel"	"1_110_5fj9.1.I_5cd9f22c9ffd12b46461d31c"	NA	NA	"5fj9"	NA	109	0.990909090909091	"YDR045C"	NA
"P38902"	""	120	"1667130cdc339ce388ac923689eeb4d7"	"5cd97faf8fd6f9fa0a532287"	"SWISSMODEL"	1	115	"5c44.1.K"	-0.8916057756	0.7439769561	100	"https://swissmodel.expasy.org/repository/uniprot/P38902.pdb?provider=swissmodel&from=1&to=115&template=5c44.1.K&provider=swissmodel"	"1_115_5c44.1.K_5cd97faf8fd6f9fa0a532287"	NA	NA	"5c44"	NA	114	0.95	"YOL005C"	NA
"P07703"	""	335	"dd0fa83bbe103d1d1f56e182dc4ba733"	"5cd4a31908cc8fbd25395618"	"SWISSMODEL"	1	335	"5fja.1.C"	-3.5792940403	0.6463316338	100	"https://swissmodel.expasy.org/repository/uniprot/P07703.pdb?provider=swissmodel&from=1&to=335&template=5fja.1.C&provider=swissmodel"	"1_335_5fja.1.C_5cd4a31908cc8fbd25395618"	NA	NA	"5fja"	NA	334	0.997014925373134	"YPR110C"	NA
"P06738"	""	902	"f274490c37a1cd90baf11debf1db4a84"	"5cd96fc8a03a1b6b4172849b"	"SWISSMODEL"	27	901	"1ygp.1.A"	-1.4572453793	0.7152333755	98.5210494995	"https://swissmodel.expasy.org/repository/uniprot/P06738.pdb?provider=swissmodel&from=27&to=901&template=1ygp.1.A&provider=swissmodel"	"27_901_1ygp.1.A_5cd96fc8a03a1b6b4172849b"	NA	NA	"1ygp"	NA	874	0.968957871396896	"YPR160W"	NA
"P22139"	""	70	"1f58970e75358d74eff5aa5851399eab"	"5cdb781d3b85d146c127b1c5"	"SWISSMODEL"	1	69	"4c3j.1.J"	-1.4906478792	0.6986409863	100	"https://swissmodel.expasy.org/repository/uniprot/P22139.pdb?provider=swissmodel&from=1&to=69&template=4c3j.1.J&provider=swissmodel"	"1_69_4c3j.1.J_5cdb781d3b85d146c127b1c5"	NA	NA	"4c3j"	NA	68	0.971428571428571	"YOR210W"	NA
"Q01080"	""	415	"edf9dda6592febeed30138b513d77055"	"5cd531343b85d13dcb6124dc"	"SWISSMODEL"	8	403	"5w66.1.M"	-2.4575652501	0.6852899087	100	"https://swissmodel.expasy.org/repository/uniprot/Q01080.pdb?provider=swissmodel&from=8&to=403&template=5w66.1.M&provider=swissmodel"	"8_403_5w66.1.M_5cd531343b85d13dcb6124dc"	NA	NA	"5w66"	NA	395	0.951807228915663	"YNL248C"	NA
"P38747"	""	307	"19aec9c16ac25f50fa8acb591b8006b6"	"5cd541de08cc8f080d501824"	"SWISSMODEL"	140	306	"3tmp.2.A"	-3.3138603014	0.6320368342	20.4081630707	"https://swissmodel.expasy.org/repository/uniprot/P38747.pdb?provider=swissmodel&from=140&to=306&template=3tmp.2.A&provider=swissmodel"	"140_306_3tmp.2.A_5cd541de08cc8f080d501824"	NA	NA	"3tmp"	NA	166	0.54071661237785	"YHL013C"	NA
"P34246"	""	357	"5135686f497d0e396e083c275e299df5"	"5cdd3488732c1e2291609055"	"SWISSMODEL"	219	326	"3nbx.1.A"	-2.3697649375	0.6619470673	13.7254905701	"https://swissmodel.expasy.org/repository/uniprot/P34246.pdb?provider=swissmodel&from=219&to=326&template=3nbx.1.A&provider=swissmodel"	"219_326_3nbx.1.A_5cdd3488732c1e2291609055"	NA	NA	"3nbx"	NA	107	0.299719887955182	"YKL098W"	NA
"P13434"	""	144	"366670e00a7c6da99b583b1f3e1e34a0"	"5cd8b53fa03a1be8e173482e"	"SWISSMODEL"	35	126	"4g92.1.B"	-0.1920753046	0.7858950087	70.6521759033	"https://swissmodel.expasy.org/repository/uniprot/P13434.pdb?provider=swissmodel&from=35&to=126&template=4g92.1.B&provider=swissmodel"	"35_126_4g92.1.B_5cd8b53fa03a1be8e173482e"	NA	NA	"4g92"	NA	91	0.631944444444444	"YBL021C"	NA
"P32529"	""	125	"d99acd787436e037e47aa38f60c8c20f"	"5cd950e03b85d1c680fd5fef"	"SWISSMODEL"	2	125	"4c2m.1.I"	-0.6042956697	0.7558253236	100	"https://swissmodel.expasy.org/repository/uniprot/P32529.pdb?provider=swissmodel&from=2&to=125&template=4c2m.1.I&provider=swissmodel"	"2_125_4c2m.1.I_5cd950e03b85d1c680fd5fef"	NA	NA	"4c2m"	NA	123	0.984	"YJR063W"	NA
"P50106"	""	137	"dc4d3a58ce1cbecc4a9e639ec841f2de"	"5cd8ec1bd60c591404cf411e"	"SWISSMODEL"	12	100	"5m5x.1.D"	-2.7059014777	0.6231317369	100	"https://swissmodel.expasy.org/repository/uniprot/P50106.pdb?provider=swissmodel&from=12&to=100&template=5m5x.1.D&provider=swissmodel"	"12_100_5m5x.1.D_5cd8ec1bd60c591404cf411e"	NA	NA	"5m5x"	NA	88	0.642335766423358	"YDR156W"	NA
"Q02555"	""	471	"ae2dca1eb847df411a9ad4f18fbfbaaf"	"5cd6019a08cc8f8f665819e1"	"SWISSMODEL"	184	459	"5t16.1.A"	-0.6474307432	0.7511507552	100	"https://swissmodel.expasy.org/repository/uniprot/Q02555.pdb?provider=swissmodel&from=184&to=459&template=5t16.1.A&provider=swissmodel"	"184_459_5t16.1.A_5cd6019a08cc8f8f665819e1"	NA	NA	"5t16"	NA	275	0.583864118895966	"YMR239C"	NA
"Q02555"	""	471	"ae2dca1eb847df411a9ad4f18fbfbaaf"	"5cd6019a08cc8f8f665819d9"	"SWISSMODEL"	43	159	"5t16.2.F"	-1.2884271492	0.7206050467	100	"https://swissmodel.expasy.org/repository/uniprot/Q02555.pdb?provider=swissmodel&from=43&to=159&template=5t16.2.F&provider=swissmodel"	"43_159_5t16.2.F_5cd6019a08cc8f8f665819d9"	NA	NA	"5t16"	NA	116	0.246284501061571	"YMR239C"	NA
"P10174"	""	60	"8552e1d62ae0cc5abff4337f3978a9b6"	"5cdbe693a03a1b540372c339"	"SWISSMODEL"	2	60	"6hu9.1.0"	-1.6539135141	0.6723135563	100	"https://swissmodel.expasy.org/repository/uniprot/P10174.pdb?provider=swissmodel&from=2&to=60&template=6hu9.1.0&provider=swissmodel"	"2_60_6hu9.1.0_5cdbe693a03a1b540372c339"	NA	NA	"6hu9"	NA	58	0.966666666666667	"YMR256C"	NA
"P28743"	""	706	"8876c0b4bf449a3b8e7af135a246f092"	"5cd83a88a03a1b8e0579b996"	"SWISSMODEL"	100	519	"3b6u.1.B"	-3.6558877689	0.6349784817	38.5507240295	"https://swissmodel.expasy.org/repository/uniprot/P28743.pdb?provider=swissmodel&from=100&to=519&template=3b6u.1.B&provider=swissmodel"	"100_519_3b6u.1.B_5cd83a88a03a1b8e0579b996"	NA	NA	"3b6u"	NA	419	0.593484419263456	"YPL155C"	NA
"Q04740"	""	348	"776741ea006a96cb75e3d04c5e49b695"	"5cdd4c763b85d124c84431ce"	"SWISSMODEL"	185	347	"1rbu.1.A"	-3.5872308247	0.6166275481	33.0882339478	"https://swissmodel.expasy.org/repository/uniprot/Q04740.pdb?provider=swissmodel&from=185&to=347&template=1rbu.1.A&provider=swissmodel"	"185_347_1rbu.1.A_5cdd4c763b85d124c84431ce"	NA	NA	"1rbu"	NA	162	0.46551724137931	"YMR234W"	NA
"P11745"	""	407	"e71907ffd30ee5927861a60475d96734"	"5cd517b13b85d134c1b654c9"	"SWISSMODEL"	16	347	"1yrg.1.A"	-3.3158775044	0.6563348232	45.6790122986	"https://swissmodel.expasy.org/repository/uniprot/P11745.pdb?provider=swissmodel&from=16&to=347&template=1yrg.1.A&provider=swissmodel"	"16_347_1yrg.1.A_5cd517b13b85d134c1b654c9"	NA	NA	"1yrg"	NA	331	0.813267813267813	"YMR235C"	NA
"P25299"	""	296	"f227e16cb81f2e9c5a38711b585c26a2"	"5cd580881a200bfa2d1405da"	"SWISSMODEL"	138	228	"2l9b.1.A"	-0.7567028856	0.7513782349	98.9690704346	"https://swissmodel.expasy.org/repository/uniprot/P25299.pdb?provider=swissmodel&from=138&to=228&template=2l9b.1.A&provider=swissmodel"	"138_228_2l9b.1.A_5cd580881a200bfa2d1405da"	NA	NA	"2l9b"	NA	90	0.304054054054054	"YGL044C"	NA
"P25298"	""	677	"a8b45d9acabe553e4dd9ef1c4a89bffc"	"5cd80206d60c5959da9d67a9"	"SWISSMODEL"	18	579	"4e6h.1.A"	-2.1690503437	0.6892510548	48.8188972473	"https://swissmodel.expasy.org/repository/uniprot/P25298.pdb?provider=swissmodel&from=18&to=579&template=4e6h.1.A&provider=swissmodel"	"18_579_4e6h.1.A_5cd80206d60c5959da9d67a9"	NA	NA	"4e6h"	NA	561	0.828655834564254	"YMR061W"	NA
"P32611"	""	393	"58e99b1f538b0b0e9ac901120f46bcac"	"5cd4e3809ffd12178482ccd4"	"SWISSMODEL"	61	388	"5mrc.1.A"	-1.50721612	0.723688063	100	"https://swissmodel.expasy.org/repository/uniprot/P32611.pdb?provider=swissmodel&from=61&to=388&template=5mrc.1.A&provider=swissmodel"	"61_388_5mrc.1.A_5cd4e3809ffd12178482ccd4"	NA	NA	"5mrc"	NA	327	0.83206106870229	"YEL050C"	NA
"Q8TGS0"	""	48	"6020f95c96744c380f0de49e061d7408"	"5a6662a2a52be724bccbc7f7"	"SWISSMODEL"	6	33	"5grq.1.B"	-1.4158076363	0.6106301048	32.1428565979	"https://swissmodel.expasy.org/repository/uniprot/Q8TGS0.pdb?provider=swissmodel&from=6&to=33&template=5grq.1.B&provider=swissmodel"	"6_33_5grq.1.B_5a6662a2a52be724bccbc7f7"	NA	NA	"5grq"	NA	27	0.5625	"YOR161C-C"	NA
"P02381"	""	398	"379cd65c65be71d7bed1b6563427f0ca"	"5cd4f74d8fd6f990fd2b01c4"	"SWISSMODEL"	30	398	"5mrc.42.A"	-3.3836803188	0.6510358605	100	"https://swissmodel.expasy.org/repository/uniprot/P02381.pdb?provider=swissmodel&from=30&to=398&template=5mrc.42.A&provider=swissmodel"	"30_398_5mrc.42.A_5cd4f74d8fd6f990fd2b01c4"	NA	NA	"5mrc"	NA	368	0.924623115577889	"Q0140"	NA
"P53724"	""	139	"25bd1eb7190945e0d718edb2ff0af029"	"5cd8e29c9ffd126b8e6d8c7b"	"SWISSMODEL"	10	83	"5mrc.6.A"	-0.3500614514	0.7774821779	100	"https://swissmodel.expasy.org/repository/uniprot/P53724.pdb?provider=swissmodel&from=10&to=83&template=5mrc.6.A&provider=swissmodel"	"10_83_5mrc.6.A_5cd8e29c9ffd126b8e6d8c7b"	NA	NA	"5mrc"	NA	73	0.525179856115108	"YNR022C"	NA
"P53686"	""	357	"699b81fdcfbc40efadcd6387e36fdd77"	"5cdd367708cc8fbe35752988"	"SWISSMODEL"	1	293	"2od2.1.A"	-0.2319041696	0.7661296765	99.659866333	"https://swissmodel.expasy.org/repository/uniprot/P53686.pdb?provider=swissmodel&from=1&to=293&template=2od2.1.A&provider=swissmodel"	"1_293_2od2.1.A_5cdd367708cc8fbe35752988"	NA	NA	"2od2"	NA	292	0.817927170868347	"YPL015C"	NA
"P41058"	""	56	"c63587c5cd521f1e1498e8ced649f110"	"5cc7bc218fd6f929c0e23d0d"	"SWISSMODEL"	5	54	"4v7h.1.M"	-3.1828602093	0.4561357784	100	"https://swissmodel.expasy.org/repository/uniprot/P41058.pdb?provider=swissmodel&from=5&to=54&template=4v7h.1.M&provider=swissmodel"	"5_54_4v7h.1.M_5cc7bc218fd6f929c0e23d0d"	NA	NA	"4v7h"	NA	49	0.875	"YDL061C"	NA
"P36533"	""	70	"8e4bbcee83d1cc18ec1383805f33c324"	"5cdb7eedd60c5943ea0b3840"	"SWISSMODEL"	6	69	"3j6b.1.X"	-3.0733308516	0.5803584801	100	"https://swissmodel.expasy.org/repository/uniprot/P36533.pdb?provider=swissmodel&from=6&to=69&template=3j6b.1.X&provider=swissmodel"	"6_69_3j6b.1.X_5cdb7eedd60c5943ea0b3840"	NA	NA	"3j6b"	NA	63	0.9	"YML009C"	NA
