"locus"	"pdbid"	"sstart2"	"send2"	"qstart2"	"qend2"	"strain_type"	"p_value"
"YLR344W"	"2_127_5tga.134.A_5cd93d431a200bc26f90da37"	2	127	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGR034W"	"2_127_5tga.134.A_5cd93e6ad60c590a7b0b69a4"	2	127	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YHR043C"	"4_231_2qlt.1.A_5cd667d98fd6f9910fbf4e21"	4	231	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YLR080W"	"54_272_2a6x.2.A_5cd5a6313b85d1883601af0f"	54	272	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YLR080W"	"318_421_5ijn.1.H_5cd5a6313b85d1883601af13"	318	421	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YER066W"	"1_185_3mks.1.D_5cd7a7e93b85d1e38e93f69a"	1	185	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGL031C"	"1_135_4u4y.132.A_5cd86b95732c1ed5db892993"	1	135	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YMR255W"	"126_150_3lcn.1.B_5cd795b408cc8f427d0fc899"	126	150	NA	NA	"dN_dS_max_gap_ratio_0.3"	"0.0846"
"YBL087C"	"2_136_5jcs.1.g_5cd8eafb08cc8fec550c6f18"	2	136	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YER117W"	"2_136_5jcs.1.g_5cd8eafb08cc8fec550c6f18"	2	136	NA	NA	"dN_dS_max_gap_ratio_0.3"	"0.7726"
"YLR281C"	"9_98_5j30.1.s_5cd86a9d1a200bdeaab84485"	9	98	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YPL079W"	"1_160_4v6i.47.A_5cd84115d60c5991939eb0ea"	1	160	NA	NA	"dN_dS_max_gap_ratio_0.3"	"0.6938"
"YBR191W"	"1_160_4v6i.47.A_5cd83f7e732c1e119184f2f3"	1	160	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YKL173W"	"67_1008_5y88.1.C_5cd9ff311a200b61169d796b"	67	1008	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YMR054W"	"4_888_6o7u.1.A_5cd960f69ffd124f0052c1d3"	4	888	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YKL180W"	"2_183_5jcs.1.4_5cd7af4e9ffd12826208a6b2"	2	183	NA	NA	"dN_dS_max_gap_ratio_0.3"	"0.6343"
"YJL177W"	"2_183_5jcs.1.4_5cd7b056d60c59a78e749db1"	2	183	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR303C"	"1_47_6gys.1.I_5cd957f5732c1efb51d531ab"	1	47	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YIL133C"	"3_199_5lyb.48.A_5cd75aaf9ffd12409504d6be"	3	199	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YKR009C"	"5_610_2et6.1.A_5cd9713808cc8f409613d94d"	5	610	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YKR009C"	"318_894_3oml.1.A_5cd9713808cc8f409613d955"	318	894	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YJR064W"	"25_559_4v94.1.L_5cd71c5f8fd6f92c559b11ff"	25	559	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YKL006W"	"3_138_5lyb.46.A_5cd8e5053b85d1ef7305c783"	3	138	NA	NA	"dN_dS_max_gap_ratio_0.3"	"0.787"
"YCL059C"	"38_212_5wlc.42.A_5cd506618fd6f93c183494ec"	38	212	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YMR142C"	"2_193_4v7f.1.N_5cd759a8d60c5908461c0662"	2	193	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGL253W"	"18_486_1ig8.1.A_5cd62f7f8fd6f9c53a72cbb4"	18	486	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YPR102C"	"6_173_4v7f.1.H_5cd7e6003b85d1458ae3dc52"	6	173	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YLR075W"	"2_221_5apo.1.L_5b3e565c9ffd12da069b3264"	2	221	NA	NA	"dN_dS_max_gap_ratio_0.3"	"0.8239"
"YCR031C"	"10_137_4v88.90.A_5cd8f2591a200ba174a618f6"	10	137	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOR119C"	"41_307_4jin.1.A_5cd62ae0a03a1bffc0d761a3"	41	307	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOR119C"	"449_477_6g5i.1.9_5cd62ae0a03a1bffc0d761a7"	449	477	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDL205C"	"4_323_5m6r.1.A_5cd4c86f732c1ed001ad9b45"	4	323	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YFL044C"	"92_266_3c0r.2.A_5cd560c3732c1e9a8374dcbc"	92	266	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YMR193W"	"22_237_5mrc.18.A_5cd6279aa03a1b753c5e3744"	22	237	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGL040C"	"1_341_1h7o.1.A_5cd484308fd6f98d638fb039"	1	341	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR275W"	"113_141_4il7.1.A_5a7e628e14055005f338780c"	113	141	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YLL034C"	"199_829_5ftn.1.F_5cd919d88fd6f970a5877d5b"	199	829	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YPL127C"	"39_130_1ust.1.A_5cd6279ca03a1b753c5e37ba"	39	130	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YPL127C"	"174_258_1yqa.1.A_5cd6279ca03a1b753c5e37b6"	174	258	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YER070W"	"15_796_1zyz.3.C_5cd95cf98fd6f9aae2e8486c"	15	796	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YNL207W"	"9_338_6fdo.1.A_5cd55d4d3b85d106f143c11f"	9	338	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YNR026C"	"1_344_4h5i.1.A_5cd603359ffd12b8a0c3028c"	1	344	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YKR094C"	"2_83_2kdi.1.A_5cd935a09ffd12bb7ab1b045"	2	83	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YKR094C"	"77_128_4v88.72.A_5cd935a09ffd12bb7ab1b041"	77	128	NA	NA	"dN_dS_max_gap_ratio_0.3"	"0.5389"
"YDR119W-A"	"22_66_6hu9.1.5_5cdba0363b85d1068265be96"	22	66	NA	NA	"dN_dS_max_gap_ratio_0.3"	"0.3951"
"YDR170W-A"	"212_318_3tm9.1.A_5cd599633b85d1c7be4156eb"	212	318	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR487C"	"1_208_1tks.1.A_5cd72b9408cc8f31912b6fdf"	1	208	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YHR185C"	"163_195_5i2y.1.A_5cd691fb8fd6f90282213796"	163	195	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YOL066C"	"434_582_3ex8.1.C_5cd754b98fd6f93654f2e7e0"	434	582	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YKR055W"	"70_241_5c2k.1.A_5cd59b25732c1e6d3f902eb0"	70	241	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YNL002C"	"15_322_3jct.1.j_5cd4e200d60c5941ac1c012e"	15	322	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YPR074C"	"3_680_1gpu.1.A_5cd8044c1a200b40b09c7fe1"	3	680	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YIL118W"	"15_211_1z2c.2.A_5cd6b1ba8fd6f911219c2448"	15	211	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDL083C"	"3_143_5mc6.6.A_5cd8bc17a03a1bf13a51a4e3"	3	143	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOR107W"	"25_163_2a72.1.A_5cd5333fd60c5954d0a2c322"	25	163	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YDL208W"	"36_156_2lbw.1.A_5cd85a991a200ba1b126d548"	36	156	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YMR182C"	"7_112_5v3j.1.C_5cd71a719ffd124d831569aa"	7	112	NA	NA	"dN_dS_max_gap_ratio_0.3"	"0.3584"
"YBR260C"	"25_326_4wpc.1.B_5cd7ea02a03a1bb1b1edefa1"	25	326	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YBR260C"	"467_666_5my3.1.A_5cd7ea02a03a1bb1b1edef9d"	467	666	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR379W"	"13_66_2cur.1.A_5a571c337aaa0d0740802c4e"	13	66	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOR242C"	"161_364_5vsu.1.A_5cd48ecf3b85d1a5e2a97666"	161	364	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YLR439W"	"15_239_3j6b.1.T_5cd4f609d60c592aed1eb498"	15	239	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YBR087W"	"2_353_1iqp.1.C_5cdd3554a03a1b6c6186d149"	2	353	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YHR122W"	"105_229_2m5h.1.A_5cd6b0dfd60c5921a7b81d03"	105	229	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YNL290W"	"12_333_1sxj.1.C_5cd48d34a03a1b2a33c83c35"	12	333	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YNL072W"	"11_272_3puf.2.A_5cd5407f732c1ec3c23aedaa"	11	272	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR358W"	"16_174_1lf8.2.A_5cd706603b85d1212897f59c"	16	174	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR358W"	"189_322_1oxz.1.A_5cd706603b85d1212897f5a0"	189	322	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR358W"	"443_555_5cn1.1.A_5cd706603b85d1212897f594"	443	555	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YJL173C"	"1_121_6i52.1.A_5cd971e48fd6f9e9b684aee3"	1	121	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YER134C"	"1_175_1u7o.1.A_5cd7d0db732c1ef30c9d2453"	1	175	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YAR007C"	"184_619_4gop.2.C_5cd7940f3b85d1a27b39834c"	184	619	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YAR007C"	"1_132_5m1x.1.A_5cd7940f3b85d1a27b398348"	1	132	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGL143C"	"51_410_1zbt.1.A_5cd52c1ca03a1bab15feb715"	51	410	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOR077W"	"21_148_2iu1.1.A_5cd6abcaa03a1b29a15de3e5"	21	148	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOR077W"	"49_160_2v1n.1.A_5cd6abcaa03a1b29a15de3e1"	49	160	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOL080C"	"120_280_2p1j.1.A_5cd59eef9ffd122f02bc520e"	120	280	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YMR133W"	"319_344_1kve.1.B_5cd56be21a200b33d93fe95c"	319	344	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOR380W"	"12_49_2hap.1.D_5cd6ec6b3b85d1d5c2e52e22"	12	49	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YOR285W"	"20_139_3d1p.1.A_5cd8e08408cc8f4b0af0c91d"	20	139	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOR236W"	"5_211_3ro9.1.A_5cd71a8aa03a1b91557e1022"	5	211	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOR286W"	"28_145_3d1p.1.A_5cd891bca03a1b5b6ac91fee"	28	145	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YLR155C"	"32_358_5i48.1.A_5cdd4d5ad60c59ba5d9e90d1"	32	358	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGR037C"	"2_87_1st7.1.A_5cdae02d8fd6f9c8d9f1247f"	2	87	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGR037C"	"2_87_3epy.1.A_5cdae02d8fd6f9c8d9f1247b"	2	87	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YBR253W"	"4_120_3j1o.1.D_5cd974299ffd12ad5469b462"	4	120	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YJL087C"	"3_370_6n0v.1.A_5cd90013a03a1b2ae31aee08"	3	370	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YJL087C"	"390_606_5u32.1.A_5cd90013a03a1b2ae31aee0c"	390	606	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGR006W"	"76_247_6exn.1.X_5cd64f0c8fd6f9661b8119ac"	76	247	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOR343W-A"	"173_341_6r24.1.D_5cd592c48fd6f9948dedd668"	173	341	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGL158W"	"118_419_2jam.1.A_5cd68b27a03a1b3565989958"	118	419	NA	NA	"dN_dS_max_gap_ratio_0.3"	"0.0104"
"YGL158W"	"174_464_3lij.1.A_5cd68b27a03a1b3565989954"	174	464	NA	NA	"dN_dS_max_gap_ratio_0.3"	"0.5688"
"YLR216C"	"2_366_1ihg.1.A_5cd48af13b85d109dc2cb363"	2	366	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YJL190C"	"2_129_5nwy.1.f_5cd920d43b85d1709bed2482"	2	129	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOL133W"	"33_117_4f52.2.B_5cd975648fd6f976636fd7f4"	33	117	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YBR034C"	"22_348_1g6q.1.A_5cdd50df3b85d1ef399a41a2"	22	348	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGR173W"	"4_368_4a9a.1.A_5cd482863b85d1825cb80c59"	4	368	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YPL133C"	"273_402_2ymn.1.B_5cd5aead9ffd12a09bd829c2"	273	402	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YHR016C"	"409_468_1jqq.1.A_5cd5f9f01a200bd56b3fa426"	409	468	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR217C"	"998_1132_2vxc.1.A_5cdb2162d60c594a6d20773e"	998	1132	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YPR104C"	"244_383_2kb3.1.A_5cd9a4c3d60c598ae15d8aa7"	244	383	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YPR104C"	"460_542_2a07.1.H_5cd9a4c3d60c598ae15d8aab"	460	542	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR004W"	"100_282_5jec.2.A_5ac4ee0d7f4bf96e39e56bbd"	100	282	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YML032C"	"13_188_5xs0.1.A_5cd603369ffd12b8a0c302cc"	13	188	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
NA	"14_184_5xs0.1.A_5cd5f7133b85d1102249cd5d"	14	184	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
NA	"12_182_5xs0.1.A_5cd5ee499ffd1251c2397d44"	12	182	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YER171W"	"18_723_5oqj.1.W_5cd8b06ad60c59e112aabad2"	18	723	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YKL096W"	"20_125_4gp3.1.A_5cd689b18fd6f9a110d99d59"	20	125	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGL127C"	"16_107_5sva.1.X_5cd93ef93b85d19474702336"	16	107	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGR258C"	"765_983_4q0w.1.A_5cda0ed03b85d1755d95ded3"	765	983	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGR258C"	"2_100_4q0w.1.A_5cda0ed03b85d1755d95decb"	2	100	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR394W"	"40_428_5mpc.1.4_5cd56b6f08cc8f4515850463"	40	428	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YIL143C"	"110_771_6nmi.1.A_5cd916e41a200b6eae8d2a9d"	110	771	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YLR035C-A"	"636_837_3s3n.1.A_5903a36bd823cc9f88ce80cf"	636	837	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YJR035W"	"288_825_5jxr.1.A_5cda471d08cc8f0e33188bd1"	288	825	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YLR035C-B"	"178_345_6r24.1.D_5cd599643b85d1c7be415707"	178	345	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YEL037C"	"255_395_2qsf.1.B_5cd4f692d60c5947653d81ae"	255	395	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YLR233C"	"9_576_5y5a.1.A_5cdd95f5c4494f1d9b637778"	9	576	NA	NA	"dN_dS_max_gap_ratio_0.3"	"0.1076"
"YPL022W"	"820_1065_2bhn.2.B_5cda56969ffd122e02d0e920"	820	1065	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YPL022W"	"819_1064_2bgw.1.B_5cda56969ffd122e02d0e918"	819	1064	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YPL022W"	"820_1065_2bhn.1.B_5cda56969ffd122e02d0e910"	820	1065	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YLR107W"	"242_394_2p1j.1.A_5cd50d4308cc8fded6fc8b4d"	242	394	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YML095C"	"89_209_2jpd.1.A_5cd71e4c732c1e7517a49a6b"	89	209	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGR183C"	"2_56_6hu9.1.I_5cdba6539ffd12066fc6a877"	2	56	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YPR008W"	"1_42_1co4.1.A_5cd82533732c1e772aa210bd"	1	42	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR529C"	"2_127_6giq.1.G_5cd942d33b85d1113e5cbefb"	2	127	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YFR033C"	"74_147_3cx5.1.F_5cd8a1dc3b85d1150fe0eb8d"	74	147	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YPR191W"	"17_368_6giq.1.B_5cd482101a200b695f6374c6"	17	368	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YHR001W-A"	"2_77_6hu9.1.T_5cdb40ca1a200bc4953c551a"	2	77	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"Q0182"	"39_64_5y3t.1.B_5bf308fb08cc8ff90e44c2c6"	39	64	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR028C"	"191_205_4gnt.1.B_5cd9fe77d60c5902e1a4aff9"	191	205	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YLR010C"	"132_156_3oao.1.A_5a7fbb05afa3585a70f998be"	132	156	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YDL003W"	"483_560_1w1w.1.B_5cd71cf99ffd12bf6b6fea90"	483	560	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDL003W"	"25_102_4ux3.1.B_5cd71cf99ffd12bf6b6fea84"	25	102	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDL003W"	"25_102_4ux3.1.B_5cd71cf99ffd12bf6b6fea84"	25	102	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YIL142W"	"3_520_4v94.1.M_5cd6bf189ffd12e73dc1f42e"	3	520	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGL094C"	"340_1097_4xr7.4.C_5cda64731a200b06aff5fb03"	340	1097	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGL094C"	"2_366_4d0k.1.A_5cda64731a200b06aff5fb07"	2	366	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YNL329C"	"453_1023_6mat.1.B_5cda197e3b85d1d18d65200c"	453	1023	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YAL019W"	"559_1103_5jxr.1.A_5cda7a509ffd123dab6ba354"	559	1103	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YMR274C"	"148_255_4cad.1.C_5cd50978732c1e07809f3de5"	148	255	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YJL069C"	"13_594_5wlc.24.A_5cd7605ca03a1b44108db84d"	13	594	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YMR271C"	"8_227_3n2l.1.A_5cd6c1b1a03a1b47a2be57b2"	8	227	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YMR271C"	"8_227_2ps1.1.A_5cd6c1b1a03a1b47a2be57ae"	8	227	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YEL021W"	"5_261_3gdl.1.A_5cd5ff5fa03a1b7762f7b4ee"	5	261	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGR116W"	"298_1248_3psf.1.A_5cdb620ad60c59549a1b9db7"	298	1248	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YML106W"	"3_226_2ps1.1.A_5cdd211b9ffd12887abdcdec"	3	226	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YLR420W"	"12_360_3pnu.1.A_5cdd5660d60c5958661712c1"	12	360	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YJR024C"	"12_228_4m6r.1.A_5cd67159732c1e76dd2ea1c6"	12	228	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YJL130C"	"19_1487_5dou.1.A_5cc853b41a200b00e5c1765b"	19	1487	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YJL130C"	"1898_2210_5nnn.1.A_5cc853b41a200b00e5c17664"	1898	2210	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YER028C"	"3_70_1f2i.1.C_5cd4e5431a200b1d54992156"	3	70	NA	NA	"dN_dS_max_gap_ratio_0.3"	"0.1843"
"YBR218C"	"19_1169_2qf7.1.A_5cdaba369ffd1264f6479ebf"	19	1169	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YLR196W"	"255_368_5fxy.2.A_59022ad8a52be76e881caa8d"	255	368	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGR241C"	"3_266_1hx8.1.A_5cd72228a03a1bfc8025f47d"	3	266	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YNR028W"	"41_221_4fru.1.A_5a7ce5047aaa0d3d3070727b"	41	221	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
