# print values over probCutOff 0.05
G/L	POS	branch	branchLength	distance2root	distance2NearestOTU	numOfNodes2NearestOTU	probability	expectation
gain	39	N29	0.08048	0.1994	0.08246	2	0.1527	0.1534
gain	39	Corynebacterium_glutamicum	0.3582	0.5576	0	1	0.1091	0.1131
loss	39	Corynebacterium_glutamicum	0.3582	0.5576	0	1	0.783	0.8497
gain	39	N30	0.08246	0.2819	2.435e-11	2	0.2746	0.2759
gain	39	N31	0.3418	0.3418	0.174	2	0.1657	0.1736
loss	39	N31	0.3418	0.3418	0.174	2	0.484	0.5186
gain	39	Clostridium_acetobutylicum	0.174	0.5158	0	1	0.05116	0.05172
loss	39	Clostridium_acetobutylicum	0.174	0.5158	0	1	0.1422	0.1448
loss	39	N32	0.1448	0.4867	0.1437	3	0.1155	0.117
gain	39	Listeria_innocua	0.243	0.7296	0	1	0.09599	0.09803
loss	39	Listeria_innocua	0.243	0.7296	0	1	0.1204	0.1235
loss	39	N35	0.1284	0.6151	0.01528	2	0.0549	0.0554
loss	39	Staphylococcus_aureus_N315	0.1437	0.6304	0	1	0.06287	0.06355
gain	39	N36	0.675	1.162	0.09281	2	0.4167	0.4801
loss	39	N36	0.675	1.162	0.09281	2	0.4283	0.4961
gain	40	N2	0.1189	0.1189	0.1629	3	0.2965	0.2993
gain	40	N4	0.09654	0.2155	0.1023	3	0.1748	0.1758
gain	40	N8	0.102	0.3178	7.569e-08	2	0.07219	0.07261
loss	40	Salmonella_typhimurium	0.04607	0.6092	0	1	0.9912	0.9926
gain	40	Yersinia_pestis	0.2301	0.7426	0	1	0.1273	0.1302
loss	40	Yersinia_pestis	0.2301	0.7426	0	1	0.1106	0.1129
gain	40	N15	0.8811	1.379	1.882e-11	2	0.3589	0.4202
loss	40	N15	0.8811	1.379	1.882e-11	2	0.9893	1.395
gain	40	Vibrio_cholerae	0.2741	0.6781	0	1	0.1757	0.1814
loss	40	Vibrio_cholerae	0.2741	0.6781	0	1	0.1536	0.1581
gain	40	Xylella_fastidiosa_9a5c	0.5102	0.726	0	1	0.1576	0.1671
loss	40	Xylella_fastidiosa_9a5c	0.5102	0.726	0	1	0.9628	1.116
gain	40	N17	1.124	1.34	0.001039	2	0.4877	0.6207
loss	40	N17	1.124	1.34	0.001039	2	0.98	1.569
gain	40	Ralstonia_solanacearum	0.1671	0.3829	0	1	0.108	0.1095
loss	40	Ralstonia_solanacearum	0.1671	0.3829	0	1	0.05761	0.05822
loss	40	N18	0.08709	0.3028	0.08119	2	0.1613	0.1621
loss	40	N20	0.09521	0.4427	0.03546	2	0.7449	0.7494
loss	40	Agrobacterium_tumefaciens_Cereon	0.1172	0.5599	0	1	0.1022	0.1031
loss	40	Sinorhizobium_meliloti	0.03546	0.4781	0	1	0.08164	0.08171
gain	40	Brucella_melitensis	0.3466	0.6941	0	1	0.09078	0.09365
loss	40	Brucella_melitensis	0.3466	0.6941	0	1	0.8477	0.9127
gain	40	Mesorhizobium_loti	0.03647	0.384	0	1	0.1832	0.1834
loss	40	Caulobacter_vibrioides	0.1842	0.487	0	1	0.8183	0.8367
gain	40	N22	1.46	1.676	4.898e-06	2	0.6276	0.9038
loss	40	N22	1.46	1.676	4.898e-06	2	0.9855	1.852
gain	40	N23	0.8467	2.523	2.697e-11	2	0.4995	0.61
loss	40	N23	0.8467	2.523	2.697e-11	2	0.4995	0.61
loss	40	N24	0.02108	0.1401	0.2566	3	0.09916	0.09919
gain	40	N25	1.647	1.787	0.4354	2	0.7682	1.293
loss	40	N25	1.647	1.787	0.4354	2	0.9198	1.763
gain	40	Fusobacterium_nucleatum	1.445	3.232	0	1	0.7086	1.078
loss	40	Fusobacterium_nucleatum	1.445	3.232	0	1	0.7925	1.31
gain	40	N26	0.1288	1.916	0.3067	2	0.0901	0.09103
loss	40	N26	0.1288	1.916	0.3067	2	0.1201	0.1213
gain	40	Aquifex_aeolicus	2.838	4.754	0	1	0.9225	2.308
loss	40	Aquifex_aeolicus	2.838	4.754	0	1	0.9401	2.51
gain	40	Thermotoga_maritima	0.3067	2.222	0	1	0.1198	0.1236
loss	40	Thermotoga_maritima	0.3067	2.222	0	1	0.3086	0.3251
loss	40	N27	0.05299	0.193	0.2036	2	0.2286	0.2291
gain	40	Deinococcus_radiodurans	0.3914	0.5844	0	1	0.1464	0.1532
loss	40	Deinococcus_radiodurans	0.3914	0.5844	0	1	0.5842	0.6377
loss	40	N28	0.2036	0.3966	8.132e-08	2	0.5189	0.533
gain	40	Synechocystis_sp__PCC6803	0.2034	0.6	0	1	0.06818	0.0692
loss	40	Synechocystis_sp__PCC6803	0.2034	0.6	0	1	0.06818	0.0692
gain	40	N29	0.08048	0.1994	0.08246	2	0.08668	0.08704
gain	40	Corynebacterium_glutamicum	0.3582	0.5576	0	1	0.09461	0.09776
loss	40	Corynebacterium_glutamicum	0.3582	0.5576	0	1	0.8676	0.9381
gain	40	N30	0.08246	0.2819	2.435e-11	2	0.1717	0.1725
gain	40	N31	0.3418	0.3418	0.174	2	0.147	0.1537
loss	40	N31	0.3418	0.3418	0.174	2	0.5572	0.5955
loss	40	Clostridium_acetobutylicum	0.174	0.5158	0	1	0.1436	0.1463
loss	40	N32	0.1448	0.4867	0.1437	3	0.1176	0.1191
gain	40	Listeria_innocua	0.243	0.7296	0	1	0.09115	0.09307
loss	40	Listeria_innocua	0.243	0.7296	0	1	0.1149	0.1179
loss	40	N35	0.1284	0.6151	0.01528	2	0.05267	0.05315
loss	40	Staphylococcus_aureus_N315	0.1437	0.6304	0	1	0.06025	0.06091
gain	40	N36	0.675	1.162	0.09281	2	0.3984	0.4579
loss	40	N36	0.675	1.162	0.09281	2	0.41	0.4738
loss	41	N2	0.1189	0.1189	0.1629	3	0.2411	0.2412
gain	41	N17	1.124	1.34	0.001039	2	0.07199	0.07469
loss	41	N17	1.124	1.34	0.001039	2	0.072	0.07472
gain	41	N22	1.46	1.676	4.898e-06	2	0.1092	0.1153
loss	41	N22	1.46	1.676	4.898e-06	2	0.1092	0.1153
gain	41	N25	1.647	1.787	0.4354	2	0.8787	0.9318
loss	41	N25	1.647	1.787	0.4354	2	0.07511	0.08054
gain	41	Fusobacterium_nucleatum	1.445	3.232	0	1	0.2625	0.2812
loss	41	Fusobacterium_nucleatum	1.445	3.232	0	1	0.1272	0.1344
gain	41	Aquifex_aeolicus	2.838	4.754	0	1	0.1693	0.194
loss	41	Aquifex_aeolicus	2.838	4.754	0	1	0.9239	1.077
gain	41	Thermotoga_maritima	0.3067	2.222	0	1	0.1227	0.1232
gain	41	N31	0.3418	0.3418	0.174	2	0.7465	0.7488
gain	42	N15	0.8811	1.379	1.882e-11	2	0.06065	0.06221
loss	42	N15	0.8811	1.379	1.882e-11	2	0.06053	0.06209
gain	42	N17	1.124	1.34	0.001039	2	0.09487	0.09865
loss	42	N17	1.124	1.34	0.001039	2	0.09475	0.09852
loss	42	Ralstonia_solanacearum	0.1671	0.3829	0	1	0.9999	1.001
loss	42	N22	1.46	1.676	4.898e-06	2	1	1.051
gain	42	N25	1.647	1.787	0.4354	2	0.09958	0.1051
loss	42	N25	1.647	1.787	0.4354	2	0.7062	0.7541
gain	42	Fusobacterium_nucleatum	1.445	3.232	0	1	0.6948	0.7319
loss	42	Fusobacterium_nucleatum	1.445	3.232	0	1	0.07903	0.08255
loss	42	N26	0.1288	1.916	0.3067	2	0.1258	0.1258
gain	42	Aquifex_aeolicus	2.838	4.754	0	1	0.2484	0.2821
loss	42	Aquifex_aeolicus	2.838	4.754	0	1	0.4452	0.5114
loss	42	Thermotoga_maritima	0.3067	2.222	0	1	0.2346	0.2351
loss	42	Synechocystis_sp__PCC6803	0.2034	0.6	0	1	1	1.001
loss	42	Staphylococcus_aureus_N315	0.1437	0.6304	0	1	0.9992	0.9997
loss	43	N2	0.1189	0.1189	0.1629	3	0.06224	0.06234
loss	43	N4	0.09654	0.2155	0.1023	3	0.1422	0.1424
gain	43	N15	0.8811	1.379	1.882e-11	2	0.1086	0.116
loss	43	N15	0.8811	1.379	1.882e-11	2	0.1097	0.1174
gain	43	N17	1.124	1.34	0.001039	2	0.1534	0.1685
loss	43	N17	1.124	1.34	0.001039	2	0.1542	0.1698
gain	43	N22	1.46	1.676	4.898e-06	2	0.2148	0.2462
loss	43	N22	1.46	1.676	4.898e-06	2	0.2157	0.2476
gain	43	N23	0.8467	2.523	2.697e-11	2	0.1025	0.1091
loss	43	N23	0.8467	2.523	2.697e-11	2	0.1025	0.1091
gain	43	N24	0.02108	0.1401	0.2566	3	0.235	0.235
gain	43	N25	1.647	1.787	0.4354	2	0.5119	0.6024
loss	43	N25	1.647	1.787	0.4354	2	0.2946	0.3484
gain	43	Fusobacterium_nucleatum	1.445	3.232	0	1	0.1572	0.1796
loss	43	Fusobacterium_nucleatum	1.445	3.232	0	1	0.7214	0.8102
gain	43	N26	0.1288	1.916	0.3067	2	0.09572	0.09588
gain	43	Aquifex_aeolicus	2.838	4.754	0	1	0.3387	0.4606
loss	43	Aquifex_aeolicus	2.838	4.754	0	1	0.8502	1.172
gain	43	Thermotoga_maritima	0.3067	2.222	0	1	0.3024	0.3053
gain	43	N27	0.05299	0.193	0.2036	2	0.3934	0.3934
gain	43	Deinococcus_radiodurans	0.3914	0.5844	0	1	0.2536	0.2586
gain	43	N28	0.2036	0.3966	8.132e-08	2	0.2372	0.2385
loss	43	N29	0.08048	0.1994	0.08246	2	0.1138	0.1139
loss	43	Corynebacterium_glutamicum	0.3582	0.5576	0	1	0.05396	0.0548
gain	43	N31	0.3418	0.3418	0.174	2	0.1885	0.1909
loss	43	Clostridium_acetobutylicum	0.174	0.5158	0	1	0.3454	0.3464
gain	43	N32	0.1448	0.4867	0.1437	3	0.6581	0.6591
gain	43	N36	0.675	1.162	0.09281	2	0.1008	0.1065
loss	43	N36	0.675	1.162	0.09281	2	0.09891	0.1042
gain	44	N2	0.1189	0.1189	0.1629	3	0.2601	0.2627
gain	44	N4	0.09654	0.2155	0.1023	3	0.1057	0.1064
loss	44	N4	0.09654	0.2155	0.1023	3	0.05344	0.05375
gain	44	N8	0.102	0.3178	7.569e-08	2	0.1479	0.149
loss	44	N9	0.08611	0.4039	0.162	2	0.1399	0.1406
gain	44	N10	0.09368	0.4976	0.06827	3	0.07218	0.0726
loss	44	N10	0.09368	0.4976	0.06827	3	0.06059	0.06093
gain	44	N12	0.05066	0.5631	0.002765	2	0.1078	0.1081
loss	44	Yersinia_pestis	0.2301	0.7426	0	1	0.9068	0.9415
gain	44	N15	0.8811	1.379	1.882e-11	2	0.4089	0.484
loss	44	N15	0.8811	1.379	1.882e-11	2	0.9509	1.371
gain	44	Vibrio_cholerae	0.2741	0.6781	0	1	0.06241	0.06365
loss	44	Vibrio_cholerae	0.2741	0.6781	0	1	0.891	0.9389
gain	44	Xylella_fastidiosa_9a5c	0.5102	0.726	0	1	0.1854	0.1976
loss	44	Xylella_fastidiosa_9a5c	0.5102	0.726	0	1	0.9134	1.071
gain	44	N17	1.124	1.34	0.001039	2	0.5439	0.7024
loss	44	N17	1.124	1.34	0.001039	2	0.9599	1.576
gain	44	Ralstonia_solanacearum	0.1671	0.3829	0	1	0.1842	0.1875
loss	44	Ralstonia_solanacearum	0.1671	0.3829	0	1	0.06017	0.06082
loss	44	N18	0.08709	0.3028	0.08119	2	0.6667	0.6704
loss	44	N19	0.04472	0.3475	0.03648	3	0.1508	0.151
loss	44	N20	0.09521	0.4427	0.03546	2	0.07976	0.08024
gain	44	Brucella_melitensis	0.3466	0.6941	0	1	0.9491	1.029
loss	44	Brucella_melitensis	0.3466	0.6941	0	1	0.09584	0.09884
loss	44	Mesorhizobium_loti	0.03647	0.384	0	1	0.07211	0.07218
gain	44	Caulobacter_vibrioides	0.1842	0.487	0	1	0.05489	0.05555
loss	44	Caulobacter_vibrioides	0.1842	0.487	0	1	0.263	0.269
gain	44	N22	1.46	1.676	4.898e-06	2	0.6881	1.011
loss	44	N22	1.46	1.676	4.898e-06	2	0.9739	1.884
gain	44	N23	0.8467	2.523	2.697e-11	2	0.5409	0.665
loss	44	N23	0.8467	2.523	2.697e-11	2	0.5409	0.665
loss	44	N24	0.02108	0.1401	0.2566	3	0.1002	0.1002
gain	44	N25	1.647	1.787	0.4354	2	0.8149	1.398
loss	44	N25	1.647	1.787	0.4354	2	0.9443	1.88
gain	44	Fusobacterium_nucleatum	1.445	3.232	0	1	0.7549	1.168
loss	44	Fusobacterium_nucleatum	1.445	3.232	0	1	0.8336	1.41
gain	44	N26	0.1288	1.916	0.3067	2	0.0986	0.09965
loss	44	N26	0.1288	1.916	0.3067	2	0.1281	0.1295
gain	44	Aquifex_aeolicus	2.838	4.754	0	1	0.9534	2.487
loss	44	Aquifex_aeolicus	2.838	4.754	0	1	0.9662	2.699
gain	44	Thermotoga_maritima	0.3067	2.222	0	1	0.1318	0.1361
loss	44	Thermotoga_maritima	0.3067	2.222	0	1	0.3292	0.3477
loss	44	N27	0.05299	0.193	0.2036	2	0.2299	0.2304
gain	44	Deinococcus_radiodurans	0.3914	0.5844	0	1	0.1597	0.1674
loss	44	Deinococcus_radiodurans	0.3914	0.5844	0	1	0.613	0.6734
gain	44	N28	0.2036	0.3966	8.132e-08	2	0.05239	0.0531
loss	44	N28	0.2036	0.3966	8.132e-08	2	0.5432	0.5591
gain	44	Synechocystis_sp__PCC6803	0.2034	0.6	0	1	0.07525	0.0764
loss	44	Synechocystis_sp__PCC6803	0.2034	0.6	0	1	0.07525	0.0764
gain	44	N29	0.08048	0.1994	0.08246	2	0.1209	0.1215
gain	44	Corynebacterium_glutamicum	0.3582	0.5576	0	1	0.3419	0.3629
loss	44	Corynebacterium_glutamicum	0.3582	0.5576	0	1	0.2624	0.2755
gain	44	N30	0.08246	0.2819	2.435e-11	2	0.1018	0.1023
gain	44	N31	0.3418	0.3418	0.174	2	0.2697	0.286
loss	44	N31	0.3418	0.3418	0.174	2	0.4265	0.4566
loss	44	Clostridium_acetobutylicum	0.174	0.5158	0	1	0.4693	0.4792
gain	44	N32	0.1448	0.4867	0.1437	3	0.3822	0.388
loss	44	N32	0.1448	0.4867	0.1437	3	0.05582	0.05642
gain	44	Listeria_innocua	0.243	0.7296	0	1	0.05634	0.05729
loss	44	Listeria_innocua	0.243	0.7296	0	1	0.7922	0.8255
gain	44	N35	0.1284	0.6151	0.01528	2	0.1977	0.2
loss	44	N35	0.1284	0.6151	0.01528	2	0.0535	0.05396
loss	44	Bacillus_halodurans	0.1233	0.7384	0	1	0.9169	0.9272
gain	44	Bacillus_subtilis	0.01528	0.6304	0	1	0.0862	0.08621
gain	44	Staphylococcus_aureus_N315	0.1437	0.6304	0	1	0.2691	0.273
gain	44	N36	0.675	1.162	0.09281	2	0.3088	0.3464
loss	44	N36	0.675	1.162	0.09281	2	0.8662	1.103
gain	45	N2	0.1189	0.1189	0.1629	3	0.2601	0.2627
gain	45	N4	0.09654	0.2155	0.1023	3	0.1057	0.1064
loss	45	N4	0.09654	0.2155	0.1023	3	0.05344	0.05375
gain	45	N8	0.102	0.3178	7.569e-08	2	0.1479	0.149
loss	45	N9	0.08611	0.4039	0.162	2	0.1399	0.1406
gain	45	N10	0.09368	0.4976	0.06827	3	0.07218	0.0726
loss	45	N10	0.09368	0.4976	0.06827	3	0.06059	0.06093
gain	45	N12	0.05066	0.5631	0.002765	2	0.1078	0.1081
loss	45	Yersinia_pestis	0.2301	0.7426	0	1	0.9068	0.9415
gain	45	N15	0.8811	1.379	1.882e-11	2	0.4089	0.484
loss	45	N15	0.8811	1.379	1.882e-11	2	0.9509	1.371
gain	45	Vibrio_cholerae	0.2741	0.6781	0	1	0.06241	0.06365
loss	45	Vibrio_cholerae	0.2741	0.6781	0	1	0.891	0.9389
gain	45	Xylella_fastidiosa_9a5c	0.5102	0.726	0	1	0.1854	0.1976
loss	45	Xylella_fastidiosa_9a5c	0.5102	0.726	0	1	0.9134	1.071
gain	45	N17	1.124	1.34	0.001039	2	0.5439	0.7024
loss	45	N17	1.124	1.34	0.001039	2	0.9599	1.576
gain	45	Ralstonia_solanacearum	0.1671	0.3829	0	1	0.1842	0.1875
loss	45	Ralstonia_solanacearum	0.1671	0.3829	0	1	0.06017	0.06082
loss	45	N18	0.08709	0.3028	0.08119	2	0.6667	0.6704
loss	45	N19	0.04472	0.3475	0.03648	3	0.1508	0.151
loss	45	N20	0.09521	0.4427	0.03546	2	0.07976	0.08024
gain	45	Brucella_melitensis	0.3466	0.6941	0	1	0.9491	1.029
loss	45	Brucella_melitensis	0.3466	0.6941	0	1	0.09584	0.09884
loss	45	Mesorhizobium_loti	0.03647	0.384	0	1	0.07211	0.07218
gain	45	Caulobacter_vibrioides	0.1842	0.487	0	1	0.05489	0.05555
loss	45	Caulobacter_vibrioides	0.1842	0.487	0	1	0.263	0.269
gain	45	N22	1.46	1.676	4.898e-06	2	0.6881	1.011
loss	45	N22	1.46	1.676	4.898e-06	2	0.9739	1.884
gain	45	N23	0.8467	2.523	2.697e-11	2	0.5409	0.665
loss	45	N23	0.8467	2.523	2.697e-11	2	0.5409	0.665
loss	45	N24	0.02108	0.1401	0.2566	3	0.1002	0.1002
gain	45	N25	1.647	1.787	0.4354	2	0.8149	1.398
loss	45	N25	1.647	1.787	0.4354	2	0.9443	1.88
gain	45	Fusobacterium_nucleatum	1.445	3.232	0	1	0.7549	1.168
loss	45	Fusobacterium_nucleatum	1.445	3.232	0	1	0.8336	1.41
gain	45	N26	0.1288	1.916	0.3067	2	0.0986	0.09965
loss	45	N26	0.1288	1.916	0.3067	2	0.1281	0.1295
gain	45	Aquifex_aeolicus	2.838	4.754	0	1	0.9534	2.487
loss	45	Aquifex_aeolicus	2.838	4.754	0	1	0.9662	2.699
gain	45	Thermotoga_maritima	0.3067	2.222	0	1	0.1318	0.1361
loss	45	Thermotoga_maritima	0.3067	2.222	0	1	0.3292	0.3477
loss	45	N27	0.05299	0.193	0.2036	2	0.2299	0.2304
gain	45	Deinococcus_radiodurans	0.3914	0.5844	0	1	0.1597	0.1674
loss	45	Deinococcus_radiodurans	0.3914	0.5844	0	1	0.613	0.6734
gain	45	N28	0.2036	0.3966	8.132e-08	2	0.05239	0.0531
loss	45	N28	0.2036	0.3966	8.132e-08	2	0.5432	0.5591
gain	45	Synechocystis_sp__PCC6803	0.2034	0.6	0	1	0.07525	0.0764
loss	45	Synechocystis_sp__PCC6803	0.2034	0.6	0	1	0.07525	0.0764
gain	45	N29	0.08048	0.1994	0.08246	2	0.1209	0.1215
gain	45	Corynebacterium_glutamicum	0.3582	0.5576	0	1	0.3419	0.3629
loss	45	Corynebacterium_glutamicum	0.3582	0.5576	0	1	0.2624	0.2755
gain	45	N30	0.08246	0.2819	2.435e-11	2	0.1018	0.1023
gain	45	N31	0.3418	0.3418	0.174	2	0.2697	0.286
loss	45	N31	0.3418	0.3418	0.174	2	0.4265	0.4566
loss	45	Clostridium_acetobutylicum	0.174	0.5158	0	1	0.4693	0.4792
gain	45	N32	0.1448	0.4867	0.1437	3	0.3822	0.388
loss	45	N32	0.1448	0.4867	0.1437	3	0.05582	0.05642
gain	45	Listeria_innocua	0.243	0.7296	0	1	0.05634	0.05729
loss	45	Listeria_innocua	0.243	0.7296	0	1	0.7922	0.8255
gain	45	N35	0.1284	0.6151	0.01528	2	0.1977	0.2
loss	45	N35	0.1284	0.6151	0.01528	2	0.0535	0.05396
loss	45	Bacillus_halodurans	0.1233	0.7384	0	1	0.9169	0.9272
gain	45	Bacillus_subtilis	0.01528	0.6304	0	1	0.0862	0.08621
gain	45	Staphylococcus_aureus_N315	0.1437	0.6304	0	1	0.2691	0.273
gain	45	N36	0.675	1.162	0.09281	2	0.3088	0.3464
loss	45	N36	0.675	1.162	0.09281	2	0.8662	1.103
loss	46	N2	0.1189	0.1189	0.1629	3	0.1075	0.108
gain	46	N9	0.08611	0.4039	0.162	2	0.7551	0.7563
gain	46	N10	0.09368	0.4976	0.06827	3	0.1863	0.1869
gain	46	Yersinia_pestis	0.2301	0.7426	0	1	0.07059	0.07195
gain	46	N15	0.8811	1.379	1.882e-11	2	0.1631	0.1826
loss	46	N15	0.8811	1.379	1.882e-11	2	0.9558	1.114
gain	46	Vibrio_cholerae	0.2741	0.6781	0	1	0.2862	0.2937
gain	46	Xylella_fastidiosa_9a5c	0.5102	0.726	0	1	0.1281	0.1354
loss	46	Xylella_fastidiosa_9a5c	0.5102	0.726	0	1	0.1302	0.1379
gain	46	N17	1.124	1.34	0.001039	2	0.353	0.4252
loss	46	N17	1.124	1.34	0.001039	2	0.3542	0.4277
gain	46	Agrobacterium_tumefaciens_Cereon	0.1172	0.5599	0	1	0.9578	0.9611
gain	46	Brucella_melitensis	0.3466	0.6941	0	1	0.06971	0.07168
loss	46	Brucella_melitensis	0.3466	0.6941	0	1	0.07173	0.07386
gain	46	N22	1.46	1.676	4.898e-06	2	0.4564	0.5943
loss	46	N22	1.46	1.676	4.898e-06	2	0.4573	0.5968
gain	46	N23	0.8467	2.523	2.697e-11	2	0.2556	0.2894
loss	46	N23	0.8467	2.523	2.697e-11	2	0.2556	0.2894
gain	46	N25	1.647	1.787	0.4354	2	0.767	1.082
loss	46	N25	1.647	1.787	0.4354	2	0.4412	0.6037
gain	46	Fusobacterium_nucleatum	1.445	3.232	0	1	0.3773	0.4876
loss	46	Fusobacterium_nucleatum	1.445	3.232	0	1	0.747	1
gain	46	N26	0.1288	1.916	0.3067	2	0.1333	0.1339
gain	46	Aquifex_aeolicus	2.838	4.754	0	1	0.6532	1.133
loss	46	Aquifex_aeolicus	2.838	4.754	0	1	0.9041	1.739
gain	46	Thermotoga_maritima	0.3067	2.222	0	1	0.433	0.4453
loss	46	Thermotoga_maritima	0.3067	2.222	0	1	0.05051	0.0516
gain	46	Deinococcus_radiodurans	0.3914	0.5844	0	1	0.9474	0.9827
loss	46	N28	0.2036	0.3966	8.132e-08	2	0.08825	0.08946
gain	46	Corynebacterium_glutamicum	0.3582	0.5576	0	1	0.07278	0.07495
loss	46	Corynebacterium_glutamicum	0.3582	0.5576	0	1	0.08447	0.08747
gain	46	N31	0.3418	0.3418	0.174	2	0.3155	0.3255
loss	46	N31	0.3418	0.3418	0.174	2	0.08357	0.08648
loss	46	Clostridium_acetobutylicum	0.174	0.5158	0	1	0.3671	0.3702
gain	46	N32	0.1448	0.4867	0.1437	3	0.6401	0.6432
gain	46	Listeria_innocua	0.243	0.7296	0	1	0.05996	0.06121
gain	46	N36	0.675	1.162	0.09281	2	0.284	0.3166
loss	46	N36	0.675	1.162	0.09281	2	0.275	0.3049
gain	47	N15	0.8811	1.379	1.882e-11	2	0.1049	0.1094
loss	47	N15	0.8811	1.379	1.882e-11	2	0.1046	0.1091
gain	47	N17	1.124	1.34	0.001039	2	0.1581	0.1686
loss	47	N17	1.124	1.34	0.001039	2	0.158	0.1685
loss	47	Caulobacter_vibrioides	0.1842	0.487	0	1	0.9934	0.995
gain	47	N22	1.46	1.676	4.898e-06	2	0.08268	0.08809
loss	47	N22	1.46	1.676	4.898e-06	2	1	1.088
gain	47	N23	0.8467	2.523	2.697e-11	2	0.07104	0.07345
loss	47	N23	0.8467	2.523	2.697e-11	2	0.07105	0.07345
gain	47	N25	1.647	1.787	0.4354	2	0.1506	0.1654
loss	47	N25	1.647	1.787	0.4354	2	0.7419	0.8293
gain	47	Fusobacterium_nucleatum	1.445	3.232	0	1	0.7365	0.8062
loss	47	Fusobacterium_nucleatum	1.445	3.232	0	1	0.1208	0.13
loss	47	N26	0.1288	1.916	0.3067	2	0.1166	0.1166
gain	47	Aquifex_aeolicus	2.838	4.754	0	1	0.3297	0.4091
loss	47	Aquifex_aeolicus	2.838	4.754	0	1	0.5023	0.6246
loss	47	Thermotoga_maritima	0.3067	2.222	0	1	0.2251	0.2259
loss	47	Deinococcus_radiodurans	0.3914	0.5844	0	1	0.9802	0.9869
loss	47	Synechocystis_sp__PCC6803	0.2034	0.6	0	1	1	1.002
loss	47	N29	0.08048	0.1994	0.08246	2	0.09791	0.09795
gain	47	Corynebacterium_glutamicum	0.3582	0.5576	0	1	0.1202	0.1213
loss	47	N30	0.08246	0.2819	2.435e-11	2	0.8951	0.8954
gain	47	N36	0.675	1.162	0.09281	2	0.06426	0.06592
loss	47	N36	0.675	1.162	0.09281	2	0.06427	0.06593
gain	48	N2	0.1189	0.1189	0.1629	3	0.2942	0.2972
gain	48	N4	0.09654	0.2155	0.1023	3	0.1675	0.1686
gain	48	N8	0.102	0.3178	7.569e-08	2	0.1255	0.1264
loss	48	N9	0.08611	0.4039	0.162	2	0.1408	0.1415
gain	48	N10	0.09368	0.4976	0.06827	3	0.07286	0.07328
loss	48	N10	0.09368	0.4976	0.06827	3	0.06112	0.06147
gain	48	N12	0.05066	0.5631	0.002765	2	0.1084	0.1086
loss	48	Yersinia_pestis	0.2301	0.7426	0	1	0.9064	0.9415
gain	48	N15	0.8811	1.379	1.882e-11	2	0.413	0.4891
loss	48	N15	0.8811	1.379	1.882e-11	2	0.951	1.375
gain	48	Haemophilus_influenzae	0.06651	1.445	0	1	1	1.003
gain	48	Vibrio_cholerae	0.2741	0.6781	0	1	0.0631	0.06435
loss	48	Vibrio_cholerae	0.2741	0.6781	0	1	0.8905	0.9388
gain	48	Xylella_fastidiosa_9a5c	0.5102	0.726	0	1	0.5382	0.6018
loss	48	Xylella_fastidiosa_9a5c	0.5102	0.726	0	1	0.4524	0.4984
gain	48	N17	1.124	1.34	0.001039	2	0.9207	1.379
loss	48	N17	1.124	1.34	0.001039	2	0.8727	1.275
loss	48	Ralstonia_solanacearum	0.1671	0.3829	0	1	0.9019	0.9205
gain	48	N18	0.08709	0.3028	0.08119	2	0.05978	0.06007
loss	48	N18	0.08709	0.3028	0.08119	2	0.0562	0.05648
gain	48	N19	0.04472	0.3475	0.03648	3	0.08918	0.08931
gain	48	Brucella_melitensis	0.3466	0.6941	0	1	0.08566	0.08806
loss	48	Brucella_melitensis	0.3466	0.6941	0	1	0.9868	1.072
loss	48	Caulobacter_vibrioides	0.1842	0.487	0	1	0.9066	0.9293
gain	48	N22	1.46	1.676	4.898e-06	2	0.6914	1.015
loss	48	N22	1.46	1.676	4.898e-06	2	0.9792	1.911
gain	48	N23	0.8467	2.523	2.697e-11	2	1	1.432
loss	48	N23	0.8467	2.523	2.697e-11	2	0.3727	0.4322
loss	48	N24	0.02108	0.1401	0.2566	3	0.09322	0.09325
gain	48	N25	1.647	1.787	0.4354	2	0.8243	1.424
loss	48	N25	1.647	1.787	0.4354	2	0.9367	1.857
gain	48	Fusobacterium_nucleatum	1.445	3.232	0	1	0.7602	1.178
loss	48	Fusobacterium_nucleatum	1.445	3.232	0	1	0.8382	1.421
gain	48	N26	0.1288	1.916	0.3067	2	0.09957	0.1006
loss	48	N26	0.1288	1.916	0.3067	2	0.129	0.1304
gain	48	Aquifex_aeolicus	2.838	4.754	0	1	0.9569	2.508
loss	48	Aquifex_aeolicus	2.838	4.754	0	1	0.9691	2.72
gain	48	Thermotoga_maritima	0.3067	2.222	0	1	0.1331	0.1375
loss	48	Thermotoga_maritima	0.3067	2.222	0	1	0.3315	0.3502
loss	48	N27	0.05299	0.193	0.2036	2	0.2144	0.2148
gain	48	Deinococcus_radiodurans	0.3914	0.5844	0	1	0.1648	0.1728
loss	48	Deinococcus_radiodurans	0.3914	0.5844	0	1	0.5902	0.6483
gain	48	N28	0.2036	0.3966	8.132e-08	2	0.05433	0.05508
loss	48	N28	0.2036	0.3966	8.132e-08	2	0.5154	0.5306
gain	48	Synechocystis_sp__PCC6803	0.2034	0.6	0	1	0.07606	0.07722
loss	48	Synechocystis_sp__PCC6803	0.2034	0.6	0	1	0.07606	0.07722
gain	48	N29	0.08048	0.1994	0.08246	2	0.1036	0.1041
